formula_card_id	lesson	variant_rank	is_primary_training_form	surface	component_recipe	spoken_value_de	events	renderer_or_context	apprentice_prompt_de
F006	7	3	NO	chokain	OK+AIN	EINE PORTION ANSETZEN	1	POSITION_OR_HAND_VARIANT	Erkenne chokain als F006; sprich: EINE PORTION ANSETZEN.
F007	7	1	YES	qokeey	OK+EE+Y	LAENGER ANSETZEN	20	PRIMARY_FORM	Erkenne qokeey als F007; sprich: LAENGER ANSETZEN.
F007	7	2	NO	okeey	OK+EE+Y	LAENGER ANSETZEN	8	POSITION_OR_HAND_VARIANT	Erkenne okeey als F007; sprich: LAENGER ANSETZEN.
F007	7	3	NO	chokeey	OK+EE+Y	LAENGER ANSETZEN	2	POSITION_OR_HAND_VARIANT	Erkenne chokeey als F007; sprich: LAENGER ANSETZEN.
F008	7	1	YES	qokaiin	OK+AIIN	NACH SOLLMASS ANSETZEN	18	PRIMARY_FORM	Erkenne qokaiin als F008; sprich: NACH SOLLMASS ANSETZEN.
F008	7	2	NO	okaiin	OK+AIIN	NACH SOLLMASS ANSETZEN	8	POSITION_OR_HAND_VARIANT	Erkenne okaiin als F008; sprich: NACH SOLLMASS ANSETZEN.
F009	7	1	YES	qokal	OK+AL	AN DER ZIELSTELLE ANSETZEN	16	PRIMARY_FORM	Erkenne qokal als F009; sprich: AN DER ZIELSTELLE ANSETZEN.
F009	7	2	NO	okal	OK+AL	AN DER ZIELSTELLE ANSETZEN	9	POSITION_OR_HAND_VARIANT	Erkenne okal als F009; sprich: AN DER ZIELSTELLE ANSETZEN.
F009	7	3	NO	chokal	OK+AL	AN DER ZIELSTELLE ANSETZEN	1	POSITION_OR_HAND_VARIANT	Erkenne chokal als F009; sprich: AN DER ZIELSTELLE ANSETZEN.
F010	7	1	YES	shey	SH+E+Y	KURZ HALTEN	25	PRIMARY_FORM	Erkenne shey als F010; sprich: KURZ HALTEN.
F010	7	2	NO	tshey	SH+E+Y	KURZ HALTEN	1	POSITION_OR_HAND_VARIANT	Erkenne tshey als F010; sprich: KURZ HALTEN.
F011	7	1	YES	qoty	OT+Y	DANACH DIESER POSTEN	10	PRIMARY_FORM	Erkenne qoty als F011; sprich: DANACH DIESER POSTEN.
F011	7	2	NO	oty	OT+Y	DANACH DIESER POSTEN	6	POSITION_OR_HAND_VARIANT	Erkenne oty als F011; sprich: DANACH DIESER POSTEN.
F011	7	3	NO	qotchy	OT+Y	DANACH DIESER POSTEN	5	POSITION_OR_HAND_VARIANT	Erkenne qotchy als F011; sprich: DANACH DIESER POSTEN.
F011	7	4	NO	otchey	OT+Y	DANACH DIESER POSTEN	3	POSITION_OR_HAND_VARIANT	Erkenne otchey als F011; sprich: DANACH DIESER POSTEN.
F012	7	1	YES	dar	D_ADDR+AR	AUS DEM BEZEICHNETEN TEIL	21	PRIMARY_FORM	Erkenne dar als F012; sprich: AUS DEM BEZEICHNETEN TEIL.
F013	7	1	YES	okar	OK+AR	AUS DER QUELLE ANSETZEN	13	PRIMARY_FORM	Erkenne okar als F013; sprich: AUS DER QUELLE ANSETZEN.
F013	7	2	NO	qokar	OK+AR	AUS DER QUELLE ANSETZEN	8	POSITION_OR_HAND_VARIANT	Erkenne qokar als F013; sprich: AUS DER QUELLE ANSETZEN.
F014	7	1	YES	cheey	SH+EE+Y	LAENGER HALTEN	15	PRIMARY_FORM	Erkenne cheey als F014; sprich: LAENGER HALTEN.
F014	7	2	NO	sheey	SH+EE+Y	LAENGER HALTEN	6	POSITION_OR_HAND_VARIANT	Erkenne sheey als F014; sprich: LAENGER HALTEN.
F015	7	1	YES	lchedy	L+CHD+DY	WEITER UMSETZEN; ENDE	20	PRIMARY_FORM	Erkenne lchedy als F015; sprich: WEITER UMSETZEN; ENDE.
F016	7	1	YES	otar	OT+AR	DANACH AUS DER QUELLE	15	PRIMARY_FORM	Erkenne otar als F016; sprich: DANACH AUS DER QUELLE.
F016	7	2	NO	qotar	OT+AR	DANACH AUS DER QUELLE	4	POSITION_OR_HAND_VARIANT	Erkenne qotar als F016; sprich: DANACH AUS DER QUELLE.
F017	7	1	YES	qokey	OK+E+Y	KURZ ANSETZEN	9	PRIMARY_FORM	Erkenne qokey als F017; sprich: KURZ ANSETZEN.
F017	7	2	NO	okey	OK+E+Y	KURZ ANSETZEN	6	POSITION_OR_HAND_VARIANT	Erkenne okey als F017; sprich: KURZ ANSETZEN.
F018	8	1	YES	oldy	OL+DY	DAMIT FORTFAHREN; ENDE	12	PRIMARY_FORM	Erkenne oldy als F018; sprich: DAMIT FORTFAHREN; ENDE.
F018	8	2	NO	qoldy	OL+DY	DAMIT FORTFAHREN; ENDE	2	POSITION_OR_HAND_VARIANT	Erkenne qoldy als F018; sprich: DAMIT FORTFAHREN; ENDE.
F019	8	1	YES	cheol	CHEO+L	DEN AUSZUG WEITERFUEHREN	13	PRIMARY_FORM	Erkenne cheol als F019; sprich: DEN AUSZUG WEITERFUEHREN.
F020	8	1	YES	chckhy	CKH+Y	DURCH DEN DURCHLASS FUEHREN	10	PRIMARY_FORM	Erkenne chckhy als F020; sprich: DURCH DEN DURCHLASS FUEHREN.
F020	8	2	NO	ckhy	CKH+Y	DURCH DEN DURCHLASS FUEHREN	2	POSITION_OR_HAND_VARIANT	Erkenne ckhy als F020; sprich: DURCH DEN DURCHLASS FUEHREN.
F020	8	3	NO	qckhsy	CKH+Y	DURCH DEN DURCHLASS FUEHREN	1	POSITION_OR_HAND_VARIANT	Erkenne qckhsy als F020; sprich: DURCH DEN DURCHLASS FUEHREN.
F021	8	1	YES	otedy	OT+E+DY	NAECHSTEN SCHRITT KURZ; ENDE	8	PRIMARY_FORM	Erkenne otedy als F021; sprich: NAECHSTEN SCHRITT KURZ; ENDE.
F021	8	2	NO	qotedy	OT+E+DY	NAECHSTEN SCHRITT KURZ; ENDE	5	POSITION_OR_HAND_VARIANT	Erkenne qotedy als F021; sprich: NAECHSTEN SCHRITT KURZ; ENDE.
F022	8	1	YES	qoteedy	OT+EE+DY	NAECHSTEN SCHRITT LAENGER; ENDE	8	PRIMARY_FORM	Erkenne qoteedy als F022; sprich: NAECHSTEN SCHRITT LAENGER; ENDE.
F022	8	2	NO	oteedy	OT+EE+DY	NAECHSTEN SCHRITT LAENGER; ENDE	3	POSITION_OR_HAND_VARIANT	Erkenne oteedy als F022; sprich: NAECHSTEN SCHRITT LAENGER; ENDE.
F023	8	1	YES	oteey	OT+EE+Y	NAECHSTEN POSTEN LAENGER HALTEN	7	PRIMARY_FORM	Erkenne oteey als F023; sprich: NAECHSTEN POSTEN LAENGER HALTEN.
F023	8	2	NO	qoteey	OT+EE+Y	NAECHSTEN POSTEN LAENGER HALTEN	4	POSITION_OR_HAND_VARIANT	Erkenne qoteey als F023; sprich: NAECHSTEN POSTEN LAENGER HALTEN.
F024	8	1	YES	sar	S+AR	QUELLE WAEHLEN	11	PRIMARY_FORM	Erkenne sar als F024; sprich: QUELLE WAEHLEN.
F025	8	1	YES	cthy	CTH+Y	BIS BEREIT FUEHREN	7	PRIMARY_FORM	Erkenne cthy als F025; sprich: BIS BEREIT FUEHREN.
F025	8	2	NO	checthy	CTH+Y	BIS BEREIT FUEHREN	3	POSITION_OR_HAND_VARIANT	Erkenne checthy als F025; sprich: BIS BEREIT FUEHREN.
F026	8	1	YES	otor	OT+OR	DER NAECHSTE ANSATZ	7	PRIMARY_FORM	Erkenne otor als F026; sprich: DER NAECHSTE ANSATZ.
F026	8	2	NO	qotor	OT+OR	DER NAECHSTE ANSATZ	3	POSITION_OR_HAND_VARIANT	Erkenne qotor als F026; sprich: DER NAECHSTE ANSATZ.
F027	8	1	YES	saiin	S+AIIN	SOLLWERT WAEHLEN	9	PRIMARY_FORM	Erkenne saiin als F027; sprich: SOLLWERT WAEHLEN.
F027	8	2	NO	saii	S+AIIN	SOLLWERT WAEHLEN	1	POSITION_OR_HAND_VARIANT	Erkenne saii als F027; sprich: SOLLWERT WAEHLEN.
F028	8	1	YES	chor	CH+OR	VOM ANSATZ ENTNEHMEN	9	PRIMARY_FORM	Erkenne chor als F028; sprich: VOM ANSATZ ENTNEHMEN.
F029	8	1	YES	sain	S+AIN	EINHEIT WAEHLEN	9	PRIMARY_FORM	Erkenne sain als F029; sprich: EINHEIT WAEHLEN.
F030	8	1	YES	cheky	CHK+E+Y	KURZ BEHANDELN	6	PRIMARY_FORM	Erkenne cheky als F030; sprich: KURZ BEHANDELN.
F030	8	2	NO	chekey	CHK+E+Y	KURZ BEHANDELN	1	POSITION_OR_HAND_VARIANT	Erkenne chekey als F030; sprich: KURZ BEHANDELN.
F031	8	1	YES	sal	S+AL	ZIELSTELLE WAEHLEN	7	PRIMARY_FORM	Erkenne sal als F031; sprich: ZIELSTELLE WAEHLEN.
F032	8	1	YES	sheedy	SH+EE+DY	LAENGER HALTEN; ENDE	7	PRIMARY_FORM	Erkenne sheedy als F032; sprich: LAENGER HALTEN; ENDE.
F033	8	1	YES	shol	SH+OL	WEITER HALTEN	7	PRIMARY_FORM	Erkenne shol als F033; sprich: WEITER HALTEN.
F034	8	1	YES	cheor	CHEO+R	AUSZUG MARKIEREN	6	PRIMARY_FORM	Erkenne cheor als F034; sprich: AUSZUG MARKIEREN.
F035	9	1	YES	qokol	OK+OL	ANSETZEN UND WEITERFÜHREN	6	PRIMARY_FORM	Erkenne qokol als F035; sprich: ANSETZEN UND WEITERFÜHREN.
F035	9	2	NO	okol	OK+OL	ANSETZEN UND WEITERFÜHREN	4	POSITION_OR_HAND_VARIANT	Erkenne okol als F035; sprich: ANSETZEN UND WEITERFÜHREN.
F035	9	3	NO	chokchol	OK+OL	ANSETZEN UND WEITERFÜHREN	1	POSITION_OR_HAND_VARIANT	Erkenne chokchol als F035; sprich: ANSETZEN UND WEITERFÜHREN.
F035	9	4	NO	chokol	OK+OL	ANSETZEN UND WEITERFÜHREN	1	POSITION_OR_HAND_VARIANT	Erkenne chokol als F035; sprich: ANSETZEN UND WEITERFÜHREN.
F035	9	5	NO	okchol	OK+OL	ANSETZEN UND WEITERFÜHREN	1	POSITION_OR_HAND_VARIANT	Erkenne okchol als F035; sprich: ANSETZEN UND WEITERFÜHREN.
F035	9	6	NO	qokchol	OK+OL	ANSETZEN UND WEITERFÜHREN	1	POSITION_OR_HAND_VARIANT	Erkenne qokchol als F035; sprich: ANSETZEN UND WEITERFÜHREN.
F036	9	1	YES	oly	OL+Y	MIT DIESEM POSTEN WEITER	6	PRIMARY_FORM	Erkenne oly als F036; sprich: MIT DIESEM POSTEN WEITER.
F036	9	2	NO	olchey	OL+Y	MIT DIESEM POSTEN WEITER	3	POSITION_OR_HAND_VARIANT	Erkenne olchey als F036; sprich: MIT DIESEM POSTEN WEITER.
F036	9	3	NO	choly	OL+Y	MIT DIESEM POSTEN WEITER	2	POSITION_OR_HAND_VARIANT	Erkenne choly als F036; sprich: MIT DIESEM POSTEN WEITER.
F036	9	4	NO	qoly	OL+Y	MIT DIESEM POSTEN WEITER	2	POSITION_OR_HAND_VARIANT	Erkenne qoly als F036; sprich: MIT DIESEM POSTEN WEITER.
F036	9	5	NO	qolchey	OL+Y	MIT DIESEM POSTEN WEITER	1	POSITION_OR_HAND_VARIANT	Erkenne qolchey als F036; sprich: MIT DIESEM POSTEN WEITER.
F037	9	1	YES	qokchdy	OK+CHD+DY	ANSETZEN, UMSETZEN; ENDE	5	PRIMARY_FORM	Erkenne qokchdy als F037; sprich: ANSETZEN, UMSETZEN; ENDE.
F037	9	2	NO	okchdy	OK+CHD+DY	ANSETZEN, UMSETZEN; ENDE	2	POSITION_OR_HAND_VARIANT	Erkenne okchdy als F037; sprich: ANSETZEN, UMSETZEN; ENDE.
F037	9	3	NO	okchedy	OK+CHD+DY	ANSETZEN, UMSETZEN; ENDE	1	POSITION_OR_HAND_VARIANT	Erkenne okchedy als F037; sprich: ANSETZEN, UMSETZEN; ENDE.
F038	9	1	YES	olchedy	OL+CHD+DY	WEITER UMSETZEN; ENDE	5	PRIMARY_FORM	Erkenne olchedy als F038; sprich: WEITER UMSETZEN; ENDE.
F038	9	2	NO	qolchedy	OL+CHD+DY	WEITER UMSETZEN; ENDE	2	POSITION_OR_HAND_VARIANT	Erkenne qolchedy als F038; sprich: WEITER UMSETZEN; ENDE.
F039	9	1	YES	otal	OT+AL	ZUR NÄCHSTEN STELLE	6	PRIMARY_FORM	Erkenne otal als F039; sprich: ZUR NÄCHSTEN STELLE.
F039	9	2	NO	qotal	OT+AL	ZUR NÄCHSTEN STELLE	5	POSITION_OR_HAND_VARIANT	Erkenne qotal als F039; sprich: ZUR NÄCHSTEN STELLE.
F040	9	1	YES	dol	D_ADDR+OL	DEN BEZEICHNETEN TEIL WEITERFÜHREN	4	PRIMARY_FORM	Erkenne dol als F040; sprich: DEN BEZEICHNETEN TEIL WEITERFÜHREN.
F040	9	2	NO	dchol	D_ADDR+OL	DEN BEZEICHNETEN TEIL WEITERFÜHREN	2	POSITION_OR_HAND_VARIANT	Erkenne dchol als F040; sprich: DEN BEZEICHNETEN TEIL WEITERFÜHREN.
F041	9	1	YES	lshedy	LSH+E+DY	KURZ SPÜLEN; ENDE	6	PRIMARY_FORM	Erkenne lshedy als F041; sprich: KURZ SPÜLEN; ENDE.
F042	9	1	YES	dshedy	SH+E+DY	KURZ HALTEN; ENDE	6	PRIMARY_FORM	Erkenne dshedy als F042; sprich: KURZ HALTEN; ENDE.
F043	9	1	YES	sheol	SH+E+OL	KURZ HALTEN UND WEITERFÜHREN	4	PRIMARY_FORM	Erkenne sheol als F043; sprich: KURZ HALTEN UND WEITERFÜHREN.
F043	9	2	NO	dsheol	SH+E+OL	KURZ HALTEN UND WEITERFÜHREN	2	POSITION_OR_HAND_VARIANT	Erkenne dsheol als F043; sprich: KURZ HALTEN UND WEITERFÜHREN.
F044	9	1	YES	cheeky	CHK+EE+Y	DIESEN POSTEN LÄNGER BEHANDELN	4	PRIMARY_FORM	Erkenne cheeky als F044; sprich: DIESEN POSTEN LÄNGER BEHANDELN.
F044	9	2	NO	chkeey	CHK+EE+Y	DIESEN POSTEN LÄNGER BEHANDELN	1	POSITION_OR_HAND_VARIANT	Erkenne chkeey als F044; sprich: DIESEN POSTEN LÄNGER BEHANDELN.
F045	9	1	YES	dor	D_ADDR+OR	BEZEICHNETER TEILANSATZ	5	PRIMARY_FORM	Erkenne dor als F045; sprich: BEZEICHNETER TEILANSATZ.
F046	9	1	YES	kar	K+AR	VON DER ENTNAHMESTELLE ZUGEBEN	4	PRIMARY_FORM	Erkenne kar als F046; sprich: VON DER ENTNAHMESTELLE ZUGEBEN.
F046	9	2	NO	skar	K+AR	VON DER ENTNAHMESTELLE ZUGEBEN	1	POSITION_OR_HAND_VARIANT	Erkenne skar als F046; sprich: VON DER ENTNAHMESTELLE ZUGEBEN.
F047	9	1	YES	kchol	K+OL	WEITER ZUGEBEN	4	PRIMARY_FORM	Erkenne kchol als F047; sprich: WEITER ZUGEBEN.
F047	9	2	NO	kol	K+OL	WEITER ZUGEBEN	1	POSITION_OR_HAND_VARIANT	Erkenne kol als F047; sprich: WEITER ZUGEBEN.
F048	9	1	YES	sor	S+OR	ZUBEREITUNGSVARIANTE	5	PRIMARY_FORM	Erkenne sor als F048; sprich: ZUBEREITUNGSVARIANTE.
F049	9	1	YES	olkeedy	SOLK+EE+DY	LÄNGER AUFFANGEN; ENDE	5	PRIMARY_FORM	Erkenne olkeedy als F049; sprich: LÄNGER AUFFANGEN; ENDE.
F050	9	1	YES	olkeey	SOLK+EE+Y	DIESEN POSTEN LÄNGER AUFFANGEN	3	PRIMARY_FORM	Erkenne olkeey als F050; sprich: DIESEN POSTEN LÄNGER AUFFANGEN.
F050	9	2	NO	solkeey	SOLK+EE+Y	DIESEN POSTEN LÄNGER AUFFANGEN	2	POSITION_OR_HAND_VARIANT	Erkenne solkeey als F050; sprich: DIESEN POSTEN LÄNGER AUFFANGEN.
F051	10	1	YES	qokshedy	OK+SH+E+DY	ANSETZEN, KURZ HALTEN; ENDE	3	PRIMARY_FORM	Erkenne qokshedy als F051; sprich: ANSETZEN, KURZ HALTEN; ENDE.
F051	10	2	NO	okshedy	OK+SH+E+DY	ANSETZEN, KURZ HALTEN; ENDE	2	POSITION_OR_HAND_VARIANT	Erkenne okshedy als F051; sprich: ANSETZEN, KURZ HALTEN; ENDE.
F052	10	1	YES	pchedy	P+CHD+DY	EINSETZEN, UMSETZEN; ENDE	5	PRIMARY_FORM	Erkenne pchedy als F052; sprich: EINSETZEN, UMSETZEN; ENDE.
F053	10	1	YES	ytchy	Y+T+Y	DIESEN POSTEN EINSTELLEN	2	PRIMARY_FORM	Erkenne ytchy als F053; sprich: DIESEN POSTEN EINSTELLEN.
F053	10	2	NO	yty	Y+T+Y	DIESEN POSTEN EINSTELLEN	2	POSITION_OR_HAND_VARIANT	Erkenne yty als F053; sprich: DIESEN POSTEN EINSTELLEN.
F053	10	3	NO	ytshy	Y+T+Y	DIESEN POSTEN EINSTELLEN	1	POSITION_OR_HAND_VARIANT	Erkenne ytshy als F053; sprich: DIESEN POSTEN EINSTELLEN.
F054	10	1	YES	qockhey	O+CKH+E+Y	DIESEN POSTEN KURZ DURCHFÜHREN	3	PRIMARY_FORM	Erkenne qockhey als F054; sprich: DIESEN POSTEN KURZ DURCHFÜHREN.
F054	10	2	NO	ockhey	O+CKH+E+Y	DIESEN POSTEN KURZ DURCHFÜHREN	1	POSITION_OR_HAND_VARIANT	Erkenne ockhey als F054; sprich: DIESEN POSTEN KURZ DURCHFÜHREN.
F055	10	1	YES	olshedy	OL+SH+E+DY	WEITER KURZ HALTEN; ENDE	3	PRIMARY_FORM	Erkenne olshedy als F055; sprich: WEITER KURZ HALTEN; ENDE.
F055	10	2	NO	solshedy	OL+SH+E+DY	WEITER KURZ HALTEN; ENDE	1	POSITION_OR_HAND_VARIANT	Erkenne solshedy als F055; sprich: WEITER KURZ HALTEN; ENDE.
F056	10	1	YES	otchol	OT+CH+OL	DANACH TEIL ENTNEHMEN UND WEITER	2	PRIMARY_FORM	Erkenne otchol als F056; sprich: DANACH TEIL ENTNEHMEN UND WEITER.
F056	10	2	NO	qotchol	OT+CH+OL	DANACH TEIL ENTNEHMEN UND WEITER	2	POSITION_OR_HAND_VARIANT	Erkenne qotchol als F056; sprich: DANACH TEIL ENTNEHMEN UND WEITER.
F057	10	1	YES	tchedy	T+CHD+Y	DIESEN POSTEN UMSTELLEN	4	PRIMARY_FORM	Erkenne tchedy als F057; sprich: DIESEN POSTEN UMSTELLEN.
F058	10	1	YES	checkhy	CH+E+CKH+Y	DIESEN TEIL KURZ DURCHFÜHREN	3	PRIMARY_FORM	Erkenne checkhy als F058; sprich: DIESEN TEIL KURZ DURCHFÜHREN.
F059	10	1	YES	chody	CH+O+D_ADDR+Y	DEN BEZEICHNETEN TEIL BEARBEITEN	3	PRIMARY_FORM	Erkenne chody als F059; sprich: DEN BEZEICHNETEN TEIL BEARBEITEN.
F060	10	1	YES	chos	CH+O+S	TEIL BEARBEITEN UND VARIANTE WÄHLEN	3	PRIMARY_FORM	Erkenne chos als F060; sprich: TEIL BEARBEITEN UND VARIANTE WÄHLEN.
F061	10	1	YES	dchedy	D_ADDR+CHD+Y	DEN BEZEICHNETEN TEIL UMSETZEN	3	PRIMARY_FORM	Erkenne dchedy als F061; sprich: DEN BEZEICHNETEN TEIL UMSETZEN.
F062	10	1	YES	lkedy	L+K+E+DY	AM WEG KURZ ZUGEBEN; ENDE	3	PRIMARY_FORM	Erkenne lkedy als F062; sprich: AM WEG KURZ ZUGEBEN; ENDE.
F063	10	1	YES	otchor	OT+CH+OR	DANACH TEIL FÜR DEN ANSATZ ENTNEHMEN	2	PRIMARY_FORM	Erkenne otchor als F063; sprich: DANACH TEIL FÜR DEN ANSATZ ENTNEHMEN.
F063	10	2	NO	qotchor	OT+CH+OR	DANACH TEIL FÜR DEN ANSATZ ENTNEHMEN	1	POSITION_OR_HAND_VARIANT	Erkenne qotchor als F063; sprich: DANACH TEIL FÜR DEN ANSATZ ENTNEHMEN.
F064	10	1	YES	shckhedy	SH+CKH+E+DY	KURZ IM DURCHLASS HALTEN; ENDE	3	PRIMARY_FORM	Erkenne shckhedy als F064; sprich: KURZ IM DURCHLASS HALTEN; ENDE.
F065	10	1	YES	ykeey	Y+K+EE+Y	DIESEN POSTEN LÄNGER ZUGEBEN	5	PRIMARY_FORM	Erkenne ykeey als F065; sprich: DIESEN POSTEN LÄNGER ZUGEBEN.
F066	10	1	YES	ykor	Y+K+OR	DIESEN POSTEN DEM ANSATZ ZUGEBEN	3	PRIMARY_FORM	Erkenne ykor als F066; sprich: DIESEN POSTEN DEM ANSATZ ZUGEBEN.
