source_group_id	unit_id	page	visible_surface	atom_sequence	card_reading_de	semantic_cue_classes	explicit_body_or_patient_noun	domain_decision_from_card_alone	owner_or_master_required
E023	H2-S001	f10r	shy	Y	dieser Posten	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E024	H2-S002	f10r	qotchor	OT+OR	Folgeansatz	MATERIAL_OR_PREPARATION	NO	NONE	YES
E025	H2-S002	f10r	chor	OR	Ansatz	MATERIAL_OR_PREPARATION	NO	NONE	YES
E026	H2-S002	f10r	otol	OT+OL	danach fortsetzen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E027	H2-S002	f10r	chol	OL	fortsetzen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E028	H2-S002	f10r	cholor	OL+OR	Fortsetzungsansatz	MATERIAL_OR_PREPARATION	NO	NONE	YES
E029	H2-S002	f10r	chol	OL	fortsetzen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E030	H2-S002	f10r	daiin	AIIN	Sollmaß	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E031	H2-S002	f10r	dar	AR	aus dem Ansatz	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E032	H2-S003	f10r	oykchor	Y+KCH+OR	aktuellen Ansatz bearbeiten	MATERIAL_OR_PREPARATION	NO	NONE	YES
E033	H2-S003	f10r	shor	OR	Ansatz	MATERIAL_OR_PREPARATION	NO	NONE	YES
E034	H2-S003	f10r	chor	OR	Ansatz	MATERIAL_OR_PREPARATION	NO	NONE	YES
E035	H2-S003	f10r	chy	Y	dieser Posten	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E036	H2-S003	f10r	kaiiin	IIN	Weichstufe	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E037	H2-S003	f10r	dy	Y	dieser Posten	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E038	H2-S003	f10r	chodaiin	HO+AIIN	Zutatenmaß	MATERIAL_OR_PREPARATION	NO	NONE	YES
E039	H3-S001	f11r	tshol	HO+L	Zutat entnehmen	MATERIAL_OR_PREPARATION	NO	NONE	YES
E040	H3-S001	f11r	schoal	HO+AL	Zutat an die Arbeitsstelle geben	MATERIAL_OR_PREPARATION	NO	NONE	YES
E041	H3-S001	f11r	cfhy	CFH+Y	aktuellen Posten auswringen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E042	H3-S001	f11r	shfydaiin	SH+AIIN	Standmaß	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E043	H3-S001	f11r	cphy	CPH+Y	aktuellen Posten nachseihen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E044	H3-S001	f11r	shey	CHEEY	klarer Auszug	PROCESS_OR_STATION	NO	NONE	YES
E045	H3-S001	f11r	tchody	HO+CLOSE	Eingangsposten beiseitestellen; Schluss	MATERIAL_OR_PREPARATION	NO	NONE	YES
E046	H3-S002	f11r	shoyty	HO+Y+TY	Zutatenteil	MATERIAL_OR_PREPARATION	NO	NONE	YES
E047	H3-S003	f11r	dchol	PREV+OL	vorigen Posten fortsetzen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E048	H3-S003	f11r	chy	Y	dieser Posten	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E049	H3-S003	f11r	kchy	KCH+Y	diesen Posten bearbeiten	MATERIAL_OR_PREPARATION	NO	NONE	YES
E050	H3-S003	f11r	dy	Y	dieser Posten	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E051	H3-S003	f11r	daiin	AIIN	Sollmaß	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E052	H3-S004	f11r	qotchy	OT+Y	anschließender Arbeitsposten	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E053	H3-S004	f11r	okchol	OK+OL	weiterlaufenden Posten aufnehmen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E054	H3-S004	f11r	cthy	CTH+Y	bereit	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E055	H3-S004	f11r	dy	Y	dieser Posten	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E056	H4-S001	f55v	qokaiin	OK+AIIN	auf Sollmaß einstellen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E057	H4-S001	f55v	chaiin	AIIN	Sollmaß	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E058	H4-S001	f55v	ykain	Y+AIN	Postenportion	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E059	H4-S001	f55v	ykan	Y+AIN	dieser Anteil	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E060	H4-S001	f55v	ody	ODY	kühlen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E061	H4-S002	f55v	daiin	AIIN	Sollmaß	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E062	H4-S002	f55v	chedy	CHD+Y	laufenden Posten umsetzen	PROCESS_OR_STATION	NO	NONE	YES
E063	H4-S002	f55v	talam	AL+AM	am Ziel verwahren	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E064	H4-S003	f55v	ykaiin	Y+AIIN	Postenmaß	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E065	H4-S003	f55v	cheoar	CHEO+AR	Auszug entnehmen	MATERIAL_OR_PREPARATION	NO	NONE	YES
E066	H4-S003	f55v	cheeky	CHK+EE+Y	länger erwärmen und offen halten	PROCESS_OR_STATION	NO	NONE	YES
E067	H4-S003	f55v	oldy	OL+CLOSE	Fortsetzung abschließen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E068	H4-S004	f55v	aiin	AIIN	Sollmaß	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E069	H4-S004	f55v	okal	OK+AL	dort ansetzen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E070	H4-S004	f55v	oltchy	OL+CTH+Y	bereiten Posten weiterführen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E071	H4-S004	f55v	or	OR	Ansatz	MATERIAL_OR_PREPARATION	NO	NONE	YES
E072	H4-S004	f55v	y	Y	dieser Posten	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E073	H4-S004	f55v	orain	OR+AIN	Ansatzportion	MATERIAL_OR_PREPARATION	NO	NONE	YES
E074	H5-S001	f56r	chochor	HO+OR	Zutatenansatz	MATERIAL_OR_PREPARATION	NO	NONE	YES
E075	H5-S001	f56r	cho	HO	Eingangsposten oder Zutat	MATERIAL_OR_PREPARATION	NO	NONE	YES
E076	H5-S001	f56r	chodaly	HO+AL+Y	diese Zutat zur Stelle bringen	MATERIAL_OR_PREPARATION	NO	NONE	YES
E077	H5-S001	f56r	daiin	AIIN	Sollmaß	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E078	H5-S001	f56r	sho	HO	Zutat	MATERIAL_OR_PREPARATION	NO	NONE	YES
E079	H5-S001	f56r	kchol	KCH+OL	weiter bearbeiten	MATERIAL_OR_PREPARATION	NO	NONE	YES
E080	H5-S001	f56r	otchor	OT+OR	Folgeansatz	MATERIAL_OR_PREPARATION	NO	NONE	YES
E081	H5-S001	f56r	choky	OK+Y	aktuellen Posten ansetzen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E082	H5-S001	f56r	dal	AL	dorthin	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E083	H5-S002	f56r	schol	PREV+OL	vorigen Posten fortsetzen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E084	H5-S002	f56r	choy	HO+Y	diese Zutat	MATERIAL_OR_PREPARATION	NO	NONE	YES
E085	H5-S002	f56r	choky	OK+Y	aktuellen Posten ansetzen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E086	H5-S002	f56r	cheeckhody	EE+CKH+HO+CLOSE	länger auftragen; Schluss	MATERIAL_OR_PREPARATION+PROCESS_OR_STATION	NO	NONE	YES
E087	H5-S003	f56r	sh	SH	halten	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E088	H5-S003	f56r	cho	HO	Eingangsposten oder Zutat	MATERIAL_OR_PREPARATION	NO	NONE	YES
E089	H5-S003	f56r	kchey	KCH+E+Y	diesen Posten kurz bearbeiten	MATERIAL_OR_PREPARATION	NO	NONE	YES
E090	H5-S003	f56r	qokokchy	OK+OK+Y	erneut ansetzen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E091	H5-S004	f56r	okchy	OK+Y	Posten zur Weiterbearbeitung ansetzen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E092	H5-S004	f56r	chokcheo	OK+CHEO	Auszug zugeben	MATERIAL_OR_PREPARATION	NO	NONE	YES
E093	H5-S004	f56r	kchal	KCH+AL	an der Zielstelle bearbeiten	MATERIAL_OR_PREPARATION	NO	NONE	YES
E094	H5-S005	f56r	sho	HO	Zutat	MATERIAL_OR_PREPARATION	NO	NONE	YES
E095	H5-S005	f56r	chokchy	OK+Y	Posten zur Weiterbearbeitung ansetzen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E096	H5-S005	f56r	kchoar	CHEO+AR	Auszug daraus	MATERIAL_OR_PREPARATION	NO	NONE	YES
E097	H5-S005	f56r	sotodan	OT+DAN	danach anwenden	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E098	H5-S006	f56r	otchey	OT+Y	nächster Teilposten	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E099	H5-S006	f56r	keol	E+OL	kurz weiterbearbeiten	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E100	H5-S006	f56r	daiin	AIIN	Sollmaß	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E101	B1-S001	f81v	qokedy	OK+E+CLOSE	kurz ansetzen; Schluss	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E102	B1-S002	f81v	okaiin	OK+AIIN	auf Sollmaß einstellen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E103	B1-S002	f81v	kair	AIR	Beckenwasser	PROCESS_OR_STATION	NO	NONE	YES
E104	B1-S002	f81v	okal	OK+AL	dort ansetzen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E105	B1-S002	f81v	sar	AR	aus dem Ansatz	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E106	B1-S002	f81v	ol	OL	fortsetzen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E107	B1-S002	f81v	kain	AIN	eine Portion	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E108	B1-S002	f81v	olkain	OL+AIN	weitere Portion	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E109	B1-S002	f81v	al	AL	dorthin	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E110	B1-S002	f81v	ol	OL	fortsetzen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E111	B1-S002	f81v	rol	OL	vom vorigen Gang weiterführen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E112	B1-S002	f81v	dl	LOCAL_WHOLE	Zusatz	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E113	B1-S002	f81v	olor	OL+OR	Fortsetzungsansatz	MATERIAL_OR_PREPARATION	NO	NONE	YES
E114	B1-S002	f81v	ol	OL	fortsetzen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E115	B1-S002	f81v	sheckhal	CKH+E+AL	kurz zur Zielstelle durchleiten	PROCESS_OR_STATION	NO	NONE	YES
E116	B1-S002	f81v	daiin	AIIN	Sollmaß	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E117	B1-S002	f81v	qokeedal	OK+EE+AL	dort länger halten	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E118	B1-S002	f81v	daiin	AIIN	Sollmaß	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E119	B1-S002	f81v	chckhy	CKH+Y	durchleiten	PROCESS_OR_STATION	NO	NONE	YES
E120	B1-S002	f81v	schedy	CHD+CLOSE	Posten überführen; Schluss	PROCESS_OR_STATION	NO	NONE	YES
E121	B1-S003	f81v	qol	OL	fortsetzen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E122	B1-S003	f81v	sshkchdy	SH+KCH+CHD+CLOSE	im Arbeitsgang schwenken; Schluss	MATERIAL_OR_PREPARATION+PROCESS_OR_STATION	NO	NONE	YES
E123	B1-S004	f81v	chedy	CHD+Y	laufenden Posten umsetzen	PROCESS_OR_STATION	NO	NONE	YES
E124	B1-S004	f81v	ol	OL	fortsetzen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E125	B1-S004	f81v	shedy	SHED+E+CLOSE	kurz absetzen lassen; Schluss	PROCESS_OR_STATION	NO	NONE	YES
E126	B1-S005	f81v	qolchedy	OL+CHD+CLOSE	weiterüberführen; Schluss	PROCESS_OR_STATION	NO	NONE	YES
E127	B1-S006	f81v	qokain	OK+AIN	eine Portion zugeben	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E128	B1-S006	f81v	shckhy	CKH+Y	durchleiten	PROCESS_OR_STATION	NO	NONE	YES
E129	B1-S006	f81v	dl	LOCAL_WHOLE	Zusatz	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E130	B1-S006	f81v	ral	AL	zur Zielstelle	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E131	B1-S007	f81v	qokchdy	OK+CHD+CLOSE	Umsetzung ansetzen; Schluss	PROCESS_OR_STATION	NO	NONE	YES
E132	B1-S008	f81v	chey	Y	dieser Posten	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E133	B1-S008	f81v	ol	OL	fortsetzen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E134	B1-S008	f81v	cheky	CHK+E+Y	kurz wärmen	PROCESS_OR_STATION	NO	NONE	YES
E135	B1-S008	f81v	ol	OL	fortsetzen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E136	B1-S008	f81v	shedy	SHED+E+CLOSE	kurz absetzen lassen; Schluss	PROCESS_OR_STATION	NO	NONE	YES
E137	B1-S009	f81v	qokedy	OK+E+CLOSE	kurz ansetzen; Schluss	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E138	B1-S010	f81v	qokedy	OK+E+CLOSE	kurz ansetzen; Schluss	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E139	B1-S011	f81v	chckhy	CKH+Y	durchleiten	PROCESS_OR_STATION	NO	NONE	YES
E140	B1-S011	f81v	qoky	OK+Y	aktuellen Posten ansetzen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E141	B1-S012	f81v	lsho	WASH+START	Waschgang beginnen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E142	B1-S012	f81v	qokey	OK+E+Y	kurz ansetzen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E143	B1-S012	f81v	lshedy	WASH+CLOSE	waschen; Schluss	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E144	B1-S013	f81v	lshedy	WASH+CLOSE	waschen; Schluss	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E145	B1-S014	f81v	chedy	CHD+Y	laufenden Posten umsetzen	PROCESS_OR_STATION	NO	NONE	YES
E146	B1-S014	f81v	qolky	OL	auf dem Arbeitsweg weiterleiten	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E147	B1-S014	f81v	lchedal	L+CHD+AL	zur Ablaufstelle führen	PROCESS_OR_STATION	NO	NONE	YES
E148	B1-S014	f81v	qol	OL	fortsetzen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E149	B1-S014	f81v	otar	OT+AR	danach von dort	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E150	B1-S015	f81v	ytey	Y+E+TY	kurzen Teil des aktuellen Postens nehmen	MATERIAL_OR_PREPARATION	NO	NONE	YES
E151	B1-S015	f81v	okchedy	OK+CHD+CLOSE	angesetzten Inhalt überführen; Schluss	PROCESS_OR_STATION	NO	NONE	YES
E152	B1-S016	f81v	qokal	OK+AL	dort ansetzen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E153	B1-S016	f81v	okeey	OK+EE+Y	länger ansetzen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E154	B1-S016	f81v	qol	OL	fortsetzen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E155	B1-S016	f81v	cheedy	SHED+E+CLOSE	kurz absetzen lassen; Schluss	PROCESS_OR_STATION	NO	NONE	YES
E156	B1-S017	f81v	sal	AL	dorthin	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E157	B1-S017	f81v	teol	E+OL	kurz weiterleiten	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E158	B1-S017	f81v	dchdy	CHD+CLOSE	weitergeführten Posten überführen; Schluss	PROCESS_OR_STATION	NO	NONE	YES
E159	B1-S018	f81v	ly	L+Y	aktuellen Posten abführen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E160	B1-S018	f81v	dsheol	SH+E+OL	kurz weiter ruhen lassen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E161	B1-S018	f81v	oiiin	IIN	Sollstufe	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E162	B1-S018	f81v	olkeedy	SOLK+EE+CLOSE	länger sammeln; Schluss	PROCESS_OR_STATION	NO	NONE	YES
E163	B1-S019	f81v	tedy	SHED+E+CLOSE	kurz absetzen lassen; Schluss	PROCESS_OR_STATION	NO	NONE	YES
E164	B1-S020	f81v	cheky	CHK+E+Y	kurz wärmen	PROCESS_OR_STATION	NO	NONE	YES
E165	B1-S020	f81v	shckhedy	CKHE+CLOSE	seihen; Schluss	PROCESS_OR_STATION	NO	NONE	YES
E166	B1-S021	f81v	chal	AL	dorthin	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E167	B2-S001	f82r	dchedy	CHD+CLOSE	Posten überführen; Schluss	PROCESS_OR_STATION	NO	NONE	YES
E168	B2-S002	f82r	qolchedy	OL+CHD+CLOSE	weiterüberführen; Schluss	PROCESS_OR_STATION	NO	NONE	YES
E169	B2-S003	f82r	qokain	OK+AIN	eine Portion zugeben	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E170	B2-S003	f82r	dy	Y	dieser Posten	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E171	B2-S003	f82r	qokeedy	OK+EE+CLOSE	länger ansetzen; Schluss	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E172	B2-S004	f82r	qokal	OK+AL	dort ansetzen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E173	B2-S004	f82r	lcheckhy	L+CKH+Y	Ausgangsdurchlass	PROCESS_OR_STATION	NO	NONE	YES
E174	B2-S004	f82r	lched	L+CHD	abführen	PROCESS_OR_STATION	NO	NONE	YES
E175	B2-S004	f82r	qokeey	OK+EE+Y	länger ansetzen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E176	B2-S004	f82r	lcheckhedy	L+CKHE+CLOSE	abseihen; Schluss	PROCESS_OR_STATION	NO	NONE	YES
E177	B2-S005	f82r	qokaly	OK+AL+Y	dies dort ansetzen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E178	B2-S005	f82r	solkaiin	SOLK+AIIN	bis Sollmass sammeln	PROCESS_OR_STATION	NO	NONE	YES
E179	B2-S005	f82r	chckhy	CKH+Y	durchleiten	PROCESS_OR_STATION	NO	NONE	YES
E180	B2-S005	f82r	qokaiin	OK+AIIN	auf Sollmaß einstellen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E181	B2-S005	f82r	qokaiin	OK+AIIN	auf Sollmaß einstellen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E182	B2-S005	f82r	octheol	CTH+OL	bereitgestellten Gang fortsetzen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E183	B2-S005	f82r	chkeey	CHK+EE+Y	diesen Posten länger warm halten	PROCESS_OR_STATION	NO	NONE	YES
E184	B2-S005	f82r	ldy	L+CLOSE	abziehen; Ende	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E185	B2-S006	f82r	oteey	OT+EE+Y	langer Folgeposten	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E186	B2-S006	f82r	qokal	OK+AL	dort ansetzen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E187	B2-S006	f82r	sheckhy	CKH+E+Y	kurz durchleiten	PROCESS_OR_STATION	NO	NONE	YES
E188	B2-S006	f82r	qoky	OK+Y	aktuellen Posten ansetzen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E189	B2-S007	f82r	dshedy	SHED+E+CLOSE	kurz absetzen; Schluss	PROCESS_OR_STATION	NO	NONE	YES
E190	B2-S008	f82r	sotaiin	OT+AIIN	Folgemaß	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E191	B2-S008	f82r	qokar	OK+AR	daraus ansetzen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E192	B2-S008	f82r	shedy	SHED+E+CLOSE	kurz absetzen lassen; Schluss	PROCESS_OR_STATION	NO	NONE	YES
E193	B2-S009	f82r	solshedy	OL+SHED+CLOSE	weiter absetzen; Schluss	PROCESS_OR_STATION	NO	NONE	YES
E194	B2-S010	f82r	qokeey	OK+EE+Y	länger ansetzen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E195	B2-S010	f82r	qoky	OK+Y	aktuellen Posten ansetzen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E196	B2-S010	f82r	ls	L	Durchlassöffnung	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E197	B2-S010	f82r	cheey	CHEEY	klarer Auszug	PROCESS_OR_STATION	NO	NONE	YES
E198	B2-S011	f82r	okain	OK+AIN	eine Portion zugeben	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E199	B2-S011	f82r	char	AR	aus dem Ansatz	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E200	B2-S011	f82r	okain	OK+AIN	eine Portion zugeben	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E201	B2-S011	f82r	qokeedy	OK+EE+CLOSE	länger ansetzen; Schluss	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E202	B2-S012	f82r	lchy	L+Y	abziehen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E203	B2-S012	f82r	cheey	CHEEY	klarer Auszug	PROCESS_OR_STATION	NO	NONE	YES
E204	B2-S012	f82r	qcthey	CTH+E+Y	kurz bereithalten	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E205	B2-S012	f82r	qokeey	OK+EE+Y	länger ansetzen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E206	B2-S012	f82r	lcheey	L+CHEEY	Klarlauf abfuehren	PROCESS_OR_STATION	NO	NONE	YES
E207	B2-S012	f82r	daiin	AIIN	Sollmaß	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E208	B2-S012	f82r	chey	Y	dieser Posten	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E209	B2-S012	f82r	qokeeedy	OK+EEE+CLOSE	vollständig ansetzen; Schluss	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E210	B2-S013	f82r	lchedy	L+CHD+CLOSE	abführen; Schluss	PROCESS_OR_STATION	NO	NONE	YES
E211	B2-S014	f82r	lar	L+AR	von dort abfuehren	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E212	B2-S015	f82r	tshey	CHEEY	Klarlauf zugeben	PROCESS_OR_STATION	NO	NONE	YES
E213	B2-S015	f82r	qokeedy	OK+EE+CLOSE	länger ansetzen; Schluss	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E214	B2-S016	f82r	cheal	AL	dorthin	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E215	B2-S016	f82r	lchedar	L+CHD+AR	von dort abführen	PROCESS_OR_STATION	NO	NONE	YES
E216	B2-S016	f82r	ches	PARTITION	teilen	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E217	B2-S016	f82r	aiin	AIIN	Sollmaß	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
E218	B2-S016	f82r	oteey	OT+EE+Y	langer Folgeposten	GENERAL_CONTROL_OR_PARAMETER	NO	NONE	YES
