page	locus	target_surfaces	zl3b_line	v29_tokenwise_de	v30_tokenwise_de	v30_working_reading_de	complete_v30
f34r	f34r.3	chdaly	qotedy chyty chdaly dar chd otedy qotol okedy dody ody kam	kalt in der Mitte des Grades, abgeschlossen | [chyty:?] | [chdaly:?] | abgemessene Fraktion I | [chd:?] | kalter Ansatz in der Mitte des Grades, abgeschlossen | kaltes Material | heißer Ansatz in der Mitte des Grades, abgeschlossen | [dody:?] | [ody:?] | [kam:?]	kalt in der Mitte des Grades, abgeschlossen | [chyty:?] | trockener Rohdrogenposten, Grundform | abgemessene Fraktion I | [chd:?] | kalter Ansatz in der Mitte des Grades, abgeschlossen | kaltes Material | heißer Ansatz in der Mitte des Grades, abgeschlossen | [dody:?] | [ody:?] | [kam:?]	kalt in der Mitte des Grades, abgeschlossen; [chyty:?]; trockener Rohdrogenposten, Grundform; abgemessene Fraktion I; [chd:?]; kalter Ansatz in der Mitte des Grades, abgeschlossen; kaltes Material; heißer Ansatz in der Mitte des Grades, abgeschlossen; [dody:?]; [ody:?]; [kam:?]	False
f42v	f42v.8	sodal	sodal saiin	[sodal:?] | Samen/Saatgut, Typ/Charge III	Ansatz aus einem Saatdrogenposten | Samen/Saatgut, Typ/Charge III	Ansatz aus einem Saatdrogenposten; Samen/Saatgut, Typ/Charge III	True
f53r	f53r.9	orol	otol chol ctheees os orol chod qoty	kaltes Zubereitungsgut | trocken; nominal trockenes Gut/Material | [ctheees:?] | [os:?] | [orol:?] | [chod:?] | kalt am Anfang des Grades	kaltes Zubereitungsgut | trocken; nominal trockenes Gut/Material | [ctheees:?] | [os:?] | Drogenstoffportion | [chod:?] | kalt am Anfang des Grades	kaltes Zubereitungsgut; trocken; nominal trockenes Gut/Material; [ctheees:?]; [os:?]; Drogenstoffportion; [chod:?]; kalt am Anfang des Grades	False
f55r	f55r.4	orol	daiin or orol char ar kaiin okchd ykar odaiin chdolaiin	Grad-/Maßwert III | Teil-/Nominalträger; genaue Basisbedeutung offen | [orol:?] | [char:?] | [ar:?] | heiß, Grad III | [okchd:?] | [ykar:?] | Zubereitungsdosis III | [chdolaiin:?]	Grad-/Maßwert III | Teil-/Nominalträger; genaue Basisbedeutung offen | Drogenstoffportion | [char:?] | [ar:?] | heiß, Grad III | [okchd:?] | [ykar:?] | Zubereitungsdosis III | [chdolaiin:?]	Grad-/Maßwert III; Teil-/Nominalträger; genaue Basisbedeutung offen; Drogenstoffportion; [char:?]; [ar:?]; heiß, Grad III; [okchd:?]; [ykar:?]; Zubereitungsdosis III; [chdolaiin:?]	False
f75v	f75v.38	orol	tolsheor qokal dar olked orol kchey okain olchey okar sheky dedy kedy	[tolsheor:?] | heiße Substanz | abgemessene Fraktion I | [olked:?] | [orol:?] | heiß und trocken in der Mitte des Grades | heiß im Zubereitungsrahmen, Grad II | [olchey:?] | [okar:?] | [sheky:?] | [dedy:?] | heiß in der Mitte des Grades, abgeschlossen	[tolsheor:?] | heiße Substanz | abgemessene Fraktion I | [olked:?] | Drogenstoffportion | heiß und trocken in der Mitte des Grades | heiß im Zubereitungsrahmen, Grad II | [olchey:?] | [okar:?] | [sheky:?] | [dedy:?] | heiß in der Mitte des Grades, abgeschlossen	[tolsheor:?]; heiße Substanz; abgemessene Fraktion I; [olked:?]; Drogenstoffportion; heiß und trocken in der Mitte des Grades; heiß im Zubereitungsrahmen, Grad II; [olchey:?]; [okar:?]; [sheky:?]; [dedy:?]; heiß in der Mitte des Grades, abgeschlossen	False
f75v	f75v.70	orol	qokey olchedy otey orol	heiß in der Mitte des Grades | [olchedy:?] | kalter Ansatz in der Mitte des Grades | [orol:?]	heiß in der Mitte des Grades | [olchedy:?] | kalter Ansatz in der Mitte des Grades | Drogenstoffportion	heiß in der Mitte des Grades; [olchedy:?]; kalter Ansatz in der Mitte des Grades; Drogenstoffportion	False
f78r	f78r.27	chckhal	daiin chckhal daiil aldy	Grad-/Maßwert III | [chckhal:?] | [daiil:?] | [aldy:?]	Grad-/Maßwert III | trockenes Arzneikompositum, Rohstoffform I | [daiil:?] | [aldy:?]	Grad-/Maßwert III; trockenes Arzneikompositum, Rohstoffform I; [daiil:?]; [aldy:?]	False
f80r	f80r.25	orol	dar sheal cheeky okain sol lshedy dol checthy orol eeesal olo teol ory	abgemessene Fraktion I | [sheal:?] | [cheeky:?] | heiß im Zubereitungsrahmen, Grad II | Samenmaterial/Saatgut | eingeweichtes Drogenholz | Materialmaß | trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut | [orol:?] | [eeesal:?] | [olo:?] | [teol:?] | [ory:?]	abgemessene Fraktion I | [sheal:?] | [cheeky:?] | heiß im Zubereitungsrahmen, Grad II | Samenmaterial/Saatgut | eingeweichtes Drogenholz | Materialmaß | trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut | Drogenstoffportion | [eeesal:?] | [olo:?] | [teol:?] | [ory:?]	abgemessene Fraktion I; [sheal:?]; [cheeky:?]; heiß im Zubereitungsrahmen, Grad II; Samenmaterial/Saatgut; eingeweichtes Drogenholz; Materialmaß; trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut; Drogenstoffportion; [eeesal:?]; [olo:?]; [teol:?]; [ory:?]	False
f80r	f80r.46	orol	qokain cheey olkain shedy qokain orol s	heiß, Grad II | trocken am Ende des Grades | [olkain:?] | feucht in der Mitte des Grades, abgeschlossen | heiß, Grad II | [orol:?] | [s:?]	heiß, Grad II | trocken am Ende des Grades | [olkain:?] | feucht in der Mitte des Grades, abgeschlossen | heiß, Grad II | Drogenstoffportion | [s:?]	heiß, Grad II; trocken am Ende des Grades; [olkain:?]; feucht in der Mitte des Grades, abgeschlossen; heiß, Grad II; Drogenstoffportion; [s:?]	False
f80v	f80v.44	orol	qokal orol	heiße Substanz | [orol:?]	heiße Substanz | Drogenstoffportion	heiße Substanz; Drogenstoffportion	True
f83r	f83r.39	chckhal	qokain shey kain chckhal	heiß, Grad II | feucht in der Mitte des Grades | heiß, Grad II | [chckhal:?]	heiß, Grad II | feucht in der Mitte des Grades | heiß, Grad II | trockenes Arzneikompositum, Rohstoffform I	heiß, Grad II; feucht in der Mitte des Grades; heiß, Grad II; trockenes Arzneikompositum, Rohstoffform I	True
f83r	f83r.44	skar	skar shedy	[skar:?] | feucht in der Mitte des Grades, abgeschlossen	heiße Samenfraktion I | feucht in der Mitte des Grades, abgeschlossen	heiße Samenfraktion I; feucht in der Mitte des Grades, abgeschlossen	True
