program_id	renderer_id	workshop_name	source_instruction_de	card_identity_sequence	visible_surface_sequence	changed_from_master_cards	surface_ambiguous_cards	ambiguous_surfaces	surface_candidate_set_sizes	semantic_program_preserved	decode_rule
U10	R-A	VORLAGENHAND	Nimm eine Zutat und gib sie nach Sollmaß zu.	MC034 MC087	cho chodaiin	0	0	NONE	1,1	YES	VISIBLE_FAMILY_SUFFICIENT
U10	R-B	Q-EINTRITTSHAND	Nimm eine Zutat und gib sie nach Sollmaß zu.	MC034 MC087	cho chodaiin	0	0	NONE	1,1	YES	VISIBLE_FAMILY_SUFFICIENT
U10	R-C	S-FLUSSHAND	Nimm eine Zutat und gib sie nach Sollmaß zu.	MC034 MC087	sho chodaiin	1	0	NONE	1,1	YES	VISIBLE_FAMILY_SUFFICIENT
U10	R-D	KURZHAND	Nimm eine Zutat und gib sie nach Sollmaß zu.	MC034 MC087	cho chodaiin	0	0	NONE	1,1	YES	VISIBLE_FAMILY_SUFFICIENT
U11	R-A	VORLAGENHAND	Sammle länger, schließe den Schritt und fahre fort.	MC045 MC153	olkeedy cheol	0	0	NONE	1,1	YES	VISIBLE_FAMILY_SUFFICIENT
U11	R-B	Q-EINTRITTSHAND	Sammle länger, schließe den Schritt und fahre fort.	MC045 MC153	olkeedy qol	1	0	NONE	1,1	YES	VISIBLE_FAMILY_SUFFICIENT
U11	R-C	S-FLUSSHAND	Sammle länger, schließe den Schritt und fahre fort.	MC045 MC153	solkeedy sol	2	0	NONE	1,1	YES	VISIBLE_FAMILY_SUFFICIENT
U11	R-D	KURZHAND	Sammle länger, schließe den Schritt und fahre fort.	MC045 MC153	olkeedy ol	1	0	NONE	1,1	YES	VISIBLE_FAMILY_SUFFICIENT
U12	R-A	VORLAGENHAND	Übertrage den Folgeposten, bereite den Ansatz und halte ihn bereit.	MC057 MC080 MC161	otchedy chor checthy	0	0	NONE	1,1,1	YES	VISIBLE_FAMILY_SUFFICIENT
U12	R-B	Q-EINTRITTSHAND	Übertrage den Folgeposten, bereite den Ansatz und halte ihn bereit.	MC057 MC080 MC161	qotchedy chor checthy	1	0	NONE	1,1,1	YES	VISIBLE_FAMILY_SUFFICIENT
U12	R-C	S-FLUSSHAND	Übertrage den Folgeposten, bereite den Ansatz und halte ihn bereit.	MC057 MC080 MC161	otchedy shor shcthy	2	0	NONE	1,1,1	YES	VISIBLE_FAMILY_SUFFICIENT
U12	R-D	KURZHAND	Übertrage den Folgeposten, bereite den Ansatz und halte ihn bereit.	MC057 MC080 MC161	otchedy or cthy	2	0	NONE	1,1,1	YES	VISIBLE_FAMILY_SUFFICIENT
