edition	paragraph	page	scope	at	word	value	numerator	numerator_at	denominator	denominator_at	M_status	R_status
ZL3b	f108r|f108r.8-f108r.13	f108r	RECORD	ZL3b|f108r.11|G009	dain	B	okaiin	ZL3b|f108r.11|G007	cthey	ZL3b|f108r.9|G001	BOUND	BOUND
ZL3b	f108r|f108r.8-f108r.13	f108r	RECORD	ZL3b|f108r.12|G003	dain	B	okaiin	ZL3b|f108r.11|G007	cthey	ZL3b|f108r.9|G001	BOUND	BOUND
ZL3b	f108r|f108r.8-f108r.13	f108r	LINE	ZL3b|f108r.11|G009	dain	B	okaiin	ZL3b|f108r.11|G007			BOUND	MISSING_DENOMINATOR
ZL3b	f108r|f108r.8-f108r.13	f108r	LINE	ZL3b|f108r.12|G003	dain	B					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f111r|f111r.6-f111r.35	f111r	RECORD	ZL3b|f111r.6|G001	dain	B					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f111r|f111r.6-f111r.35	f111r	RECORD	ZL3b|f111r.8|G001	daiin	C					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f111r|f111r.6-f111r.35	f111r	RECORD	ZL3b|f111r.8|G004	daiin	C					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f111r|f111r.6-f111r.35	f111r	RECORD	ZL3b|f111r.11|G011	daiin	C					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f111r|f111r.6-f111r.35	f111r	RECORD	ZL3b|f111r.13|G009	dain	B					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f111r|f111r.6-f111r.35	f111r	RECORD	ZL3b|f111r.15|G008	daiin	C					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f111r|f111r.6-f111r.35	f111r	RECORD	ZL3b|f111r.18|G001	daiin	C					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f111r|f111r.6-f111r.35	f111r	RECORD	ZL3b|f111r.21|G001	daiin	C					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f111r|f111r.6-f111r.35	f111r	RECORD	ZL3b|f111r.21|G014	dain	B					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f111r|f111r.6-f111r.35	f111r	RECORD	ZL3b|f111r.27|G009	daiin	C	odaiin	ZL3b|f111r.25|G013			BOUND	MISSING_DENOMINATOR
ZL3b	f111r|f111r.6-f111r.35	f111r	RECORD	ZL3b|f111r.28|G009	dain	B	odaiin	ZL3b|f111r.25|G013			BOUND	MISSING_DENOMINATOR
ZL3b	f111r|f111r.6-f111r.35	f111r	LINE	ZL3b|f111r.6|G001	dain	B					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f111r|f111r.6-f111r.35	f111r	LINE	ZL3b|f111r.8|G001	daiin	C					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f111r|f111r.6-f111r.35	f111r	LINE	ZL3b|f111r.8|G004	daiin	C					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f111r|f111r.6-f111r.35	f111r	LINE	ZL3b|f111r.11|G011	daiin	C					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f111r|f111r.6-f111r.35	f111r	LINE	ZL3b|f111r.13|G009	dain	B					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f111r|f111r.6-f111r.35	f111r	LINE	ZL3b|f111r.15|G008	daiin	C					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f111r|f111r.6-f111r.35	f111r	LINE	ZL3b|f111r.18|G001	daiin	C					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f111r|f111r.6-f111r.35	f111r	LINE	ZL3b|f111r.21|G001	daiin	C					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f111r|f111r.6-f111r.35	f111r	LINE	ZL3b|f111r.21|G014	dain	B					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f111r|f111r.6-f111r.35	f111r	LINE	ZL3b|f111r.27|G009	daiin	C					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f111r|f111r.6-f111r.35	f111r	LINE	ZL3b|f111r.28|G009	dain	B					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f112v|f112v.39-f112v.41	f112v	RECORD	ZL3b|f112v.40|G007	daiin	C	okaiin	ZL3b|f112v.39|G003			BOUND	MISSING_DENOMINATOR
ZL3b	f112v|f112v.39-f112v.41	f112v	RECORD	ZL3b|f112v.40|G011	daiin	C	okaiin	ZL3b|f112v.39|G003			BOUND	MISSING_DENOMINATOR
ZL3b	f112v|f112v.39-f112v.41	f112v	LINE	ZL3b|f112v.40|G007	daiin	C					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f112v|f112v.39-f112v.41	f112v	LINE	ZL3b|f112v.40|G011	daiin	C					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f113r|f113r.37-f113r.38	f113r	RECORD	ZL3b|f113r.38|G001	daiin	C					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f113r|f113r.37-f113r.38	f113r	RECORD	ZL3b|f113r.38|G004	daiin	C					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f113r|f113r.37-f113r.38	f113r	LINE	ZL3b|f113r.38|G001	daiin	C					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f113r|f113r.37-f113r.38	f113r	LINE	ZL3b|f113r.38|G004	daiin	C					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f115v|f115v.1-f115v.5	f115v	RECORD	ZL3b|f115v.5|G001	dair	A					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f115v|f115v.1-f115v.5	f115v	LINE	ZL3b|f115v.5|G001	dair	A					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f115v|f115v.13-f115v.17	f115v	RECORD	ZL3b|f115v.16|G001	dain	B					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f115v|f115v.13-f115v.17	f115v	LINE	ZL3b|f115v.16|G001	dain	B					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f115v|f115v.18-f115v.20	f115v	RECORD	ZL3b|f115v.19|G008	dain	B					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f115v|f115v.18-f115v.20	f115v	LINE	ZL3b|f115v.19|G008	dain	B					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f116r|f116r.1-f116r.3	f116r	RECORD	ZL3b|f116r.3|G001	dain	B					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f116r|f116r.1-f116r.3	f116r	LINE	ZL3b|f116r.3|G001	dain	B					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f19v|f19v.1-f19v.7	f19v	RECORD	ZL3b|f19v.3|G003	daiin	C					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f19v|f19v.1-f19v.7	f19v	RECORD	ZL3b|f19v.4|G004	daiin	C					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f19v|f19v.1-f19v.7	f19v	RECORD	ZL3b|f19v.4|G005	daiin	C					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f19v|f19v.1-f19v.7	f19v	RECORD	ZL3b|f19v.5|G003	daiin	C					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f19v|f19v.1-f19v.7	f19v	LINE	ZL3b|f19v.3|G003	daiin	C					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f19v|f19v.1-f19v.7	f19v	LINE	ZL3b|f19v.4|G004	daiin	C					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f19v|f19v.1-f19v.7	f19v	LINE	ZL3b|f19v.4|G005	daiin	C					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f19v|f19v.1-f19v.7	f19v	LINE	ZL3b|f19v.5|G003	daiin	C					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f20r|f20r.9-f20r.13	f20r	RECORD	ZL3b|f20r.12|G007	daiin	C	chor	ZL3b|f20r.10|G002			BOUND	MISSING_DENOMINATOR
ZL3b	f20r|f20r.9-f20r.13	f20r	LINE	ZL3b|f20r.12|G007	daiin	C					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f42v|f42v.9-f42v.16	f42v	RECORD	ZL3b|f42v.13|G006	daiin	C	chy	ZL3b|f42v.10|G003			BOUND	MISSING_DENOMINATOR
ZL3b	f42v|f42v.9-f42v.16	f42v	RECORD	ZL3b|f42v.13|G008	daiin	C	chy	ZL3b|f42v.10|G003			BOUND	MISSING_DENOMINATOR
ZL3b	f42v|f42v.9-f42v.16	f42v	LINE	ZL3b|f42v.13|G006	daiin	C					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f42v|f42v.9-f42v.16	f42v	LINE	ZL3b|f42v.13|G008	daiin	C					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f44r|f44r.5-f44r.7	f44r	RECORD	ZL3b|f44r.5|G008	daiin	C					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f44r|f44r.5-f44r.7	f44r	LINE	ZL3b|f44r.5|G008	daiin	C					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f56v|f56v.1-f56v.6	f56v	RECORD	ZL3b|f56v.2|G004	daiin	C	shor	ZL3b|f56v.1|G005			BOUND	MISSING_DENOMINATOR
ZL3b	f56v|f56v.1-f56v.6	f56v	RECORD	ZL3b|f56v.3|G005	daiin	C	shor	ZL3b|f56v.1|G005			BOUND	MISSING_DENOMINATOR
ZL3b	f56v|f56v.1-f56v.6	f56v	RECORD	ZL3b|f56v.4|G004	daiin	C	shor	ZL3b|f56v.1|G005			BOUND	MISSING_DENOMINATOR
ZL3b	f56v|f56v.1-f56v.6	f56v	RECORD	ZL3b|f56v.4|G008	dain	B	shor	ZL3b|f56v.1|G005			BOUND	MISSING_DENOMINATOR
ZL3b	f56v|f56v.1-f56v.6	f56v	LINE	ZL3b|f56v.2|G004	daiin	C					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f56v|f56v.1-f56v.6	f56v	LINE	ZL3b|f56v.3|G005	daiin	C					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f56v|f56v.1-f56v.6	f56v	LINE	ZL3b|f56v.4|G004	daiin	C					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f56v|f56v.1-f56v.6	f56v	LINE	ZL3b|f56v.4|G008	dain	B					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f75r|f75r.32-f75r.46	f75r	RECORD	ZL3b|f75r.46|G005	dain	B	okaiin	ZL3b|f75r.45|G010			BOUND	MISSING_DENOMINATOR
ZL3b	f75r|f75r.32-f75r.46	f75r	LINE	ZL3b|f75r.46|G005	dain	B					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f76v|f76v.16-f76v.24	f76v	RECORD	ZL3b|f76v.18|G008	daiin	C					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f76v|f76v.16-f76v.24	f76v	LINE	ZL3b|f76v.18|G008	daiin	C					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f77r|f77r.9-f77r.24	f77r	RECORD	ZL3b|f77r.18|G001	daiin	C	qotaiin	ZL3b|f77r.16|G002			BOUND	MISSING_DENOMINATOR
ZL3b	f77r|f77r.9-f77r.24	f77r	RECORD	ZL3b|f77r.24|G001	daiin	C	chy	ZL3b|f77r.22|G006	qotaiin	ZL3b|f77r.18|G011	BOUND	BOUND
ZL3b	f77r|f77r.9-f77r.24	f77r	LINE	ZL3b|f77r.18|G001	daiin	C					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f77r|f77r.9-f77r.24	f77r	LINE	ZL3b|f77r.24|G001	daiin	C					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f82r|f82r.11-f82r.19	f82r	RECORD	ZL3b|f82r.15|G008	daiin	C					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f82r|f82r.11-f82r.19	f82r	LINE	ZL3b|f82r.15|G008	daiin	C					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f82r|f82r.20-f82r.33	f82r	RECORD	ZL3b|f82r.21|G001	daiin	C					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f82r|f82r.20-f82r.33	f82r	RECORD	ZL3b|f82r.21|G005	daiin	C					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f82r|f82r.20-f82r.33	f82r	RECORD	ZL3b|f82r.23|G005	daiin	C					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f82r|f82r.20-f82r.33	f82r	LINE	ZL3b|f82r.21|G001	daiin	C					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f82r|f82r.20-f82r.33	f82r	LINE	ZL3b|f82r.21|G005	daiin	C					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f82r|f82r.20-f82r.33	f82r	LINE	ZL3b|f82r.23|G005	daiin	C					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f86v3|f86v3.23-f86v3.28	f86v3	RECORD	ZL3b|f86v3.25|G006	daiin	C	qotaiin	ZL3b|f86v3.23|G008			BOUND	MISSING_DENOMINATOR
ZL3b	f86v3|f86v3.23-f86v3.28	f86v3	RECORD	ZL3b|f86v3.25|G010	daiin	C	qotaiin	ZL3b|f86v3.23|G008			BOUND	MISSING_DENOMINATOR
ZL3b	f86v3|f86v3.23-f86v3.28	f86v3	LINE	ZL3b|f86v3.25|G006	daiin	C					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f86v3|f86v3.23-f86v3.28	f86v3	LINE	ZL3b|f86v3.25|G010	daiin	C					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f86v3|f86v3.29-f86v3.36	f86v3	RECORD	ZL3b|f86v3.30|G006	daiin	C					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f86v3|f86v3.29-f86v3.36	f86v3	LINE	ZL3b|f86v3.30|G006	daiin	C					MISSING_MATERIAL	MISSING_BOTH
ZL3b	f86v5|f86v5.26-f86v5.39	f86v5	RECORD	ZL3b|f86v5.33|G009	daiin	C	odaiin	ZL3b|f86v5.30|G001			BOUND	MISSING_DENOMINATOR
ZL3b	f86v5|f86v5.26-f86v5.39	f86v5	LINE	ZL3b|f86v5.33|G009	daiin	C					MISSING_MATERIAL	MISSING_BOTH
IT2a	f100r|f100r.12-f100r.15	f100r	RECORD	IT2a|f100r.13|G007	daiin	C	cthey	IT2a|f100r.13|G002			BOUND	MISSING_DENOMINATOR
IT2a	f100r|f100r.12-f100r.15	f100r	RECORD	IT2a|f100r.13|G008	daiin	C	cthey	IT2a|f100r.13|G002			BOUND	MISSING_DENOMINATOR
IT2a	f100r|f100r.12-f100r.15	f100r	LINE	IT2a|f100r.13|G007	daiin	C	cthey	IT2a|f100r.13|G002			BOUND	MISSING_DENOMINATOR
IT2a	f100r|f100r.12-f100r.15	f100r	LINE	IT2a|f100r.13|G008	daiin	C	cthey	IT2a|f100r.13|G002			BOUND	MISSING_DENOMINATOR
IT2a	f103r|f103r.1-f103r.4	f103r	RECORD	IT2a|f103r.1|G010	dain	B					MISSING_MATERIAL	MISSING_BOTH
IT2a	f103r|f103r.1-f103r.4	f103r	RECORD	IT2a|f103r.2|G001	dain	B					MISSING_MATERIAL	MISSING_BOTH
IT2a	f103r|f103r.1-f103r.4	f103r	LINE	IT2a|f103r.1|G010	dain	B					MISSING_MATERIAL	MISSING_BOTH
IT2a	f103r|f103r.1-f103r.4	f103r	LINE	IT2a|f103r.2|G001	dain	B					MISSING_MATERIAL	MISSING_BOTH
IT2a	f103r|f103r.24-f103r.26	f103r	RECORD	IT2a|f103r.24|G010	dain	B					MISSING_MATERIAL	MISSING_BOTH
IT2a	f103r|f103r.24-f103r.26	f103r	LINE	IT2a|f103r.24|G010	dain	B					MISSING_MATERIAL	MISSING_BOTH
IT2a	f103v|f103v.17-f103v.19	f103v	RECORD	IT2a|f103v.19|G001	daiin	C					MISSING_MATERIAL	MISSING_BOTH
IT2a	f103v|f103v.17-f103v.19	f103v	LINE	IT2a|f103v.19|G001	daiin	C					MISSING_MATERIAL	MISSING_BOTH
IT2a	f104v|f104v.41-f104v.44	f104v	RECORD	IT2a|f104v.44|G001	daiin	C	qotaiin	IT2a|f104v.41|G008			BOUND	MISSING_DENOMINATOR
IT2a	f104v|f104v.41-f104v.44	f104v	LINE	IT2a|f104v.44|G001	daiin	C					MISSING_MATERIAL	MISSING_BOTH
IT2a	f106r|f106r.42-f106r.47	f106r	RECORD	IT2a|f106r.43|G003	daiin	C					MISSING_MATERIAL	MISSING_BOTH
IT2a	f106r|f106r.42-f106r.47	f106r	LINE	IT2a|f106r.43|G003	daiin	C					MISSING_MATERIAL	MISSING_BOTH
IT2a	f107r|f107r.4-f107r.7	f107r	RECORD	IT2a|f107r.6|G004	daiin	C					MISSING_MATERIAL	MISSING_BOTH
IT2a	f107r|f107r.4-f107r.7	f107r	LINE	IT2a|f107r.6|G004	daiin	C					MISSING_MATERIAL	MISSING_BOTH
IT2a	f107v|f107v.45-f107v.49	f107v	RECORD	IT2a|f107v.47|G007	daiin	C					MISSING_MATERIAL	MISSING_BOTH
IT2a	f107v|f107v.45-f107v.49	f107v	LINE	IT2a|f107v.47|G007	daiin	C					MISSING_MATERIAL	MISSING_BOTH
IT2a	f108r|f108r.8-f108r.10	f108r	RECORD	IT2a|f108r.10|G009	daiin	C	cthey	IT2a|f108r.9|G001			BOUND	MISSING_DENOMINATOR
IT2a	f108r|f108r.8-f108r.10	f108r	LINE	IT2a|f108r.10|G009	daiin	C					MISSING_MATERIAL	MISSING_BOTH
IT2a	f111r|f111r.6-f111r.35	f111r	RECORD	IT2a|f111r.6|G001	dain	B					MISSING_MATERIAL	MISSING_BOTH
IT2a	f111r|f111r.6-f111r.35	f111r	RECORD	IT2a|f111r.8|G001	daiin	C					MISSING_MATERIAL	MISSING_BOTH
IT2a	f111r|f111r.6-f111r.35	f111r	RECORD	IT2a|f111r.8|G004	daiin	C					MISSING_MATERIAL	MISSING_BOTH
IT2a	f111r|f111r.6-f111r.35	f111r	RECORD	IT2a|f111r.11|G011	daiin	C					MISSING_MATERIAL	MISSING_BOTH
IT2a	f111r|f111r.6-f111r.35	f111r	RECORD	IT2a|f111r.13|G009	dain	B					MISSING_MATERIAL	MISSING_BOTH
IT2a	f111r|f111r.6-f111r.35	f111r	RECORD	IT2a|f111r.13|G015	daiin	C					MISSING_MATERIAL	MISSING_BOTH
IT2a	f111r|f111r.6-f111r.35	f111r	RECORD	IT2a|f111r.15|G008	daiin	C					MISSING_MATERIAL	MISSING_BOTH
IT2a	f111r|f111r.6-f111r.35	f111r	RECORD	IT2a|f111r.18|G001	daiin	C					MISSING_MATERIAL	MISSING_BOTH
IT2a	f111r|f111r.6-f111r.35	f111r	RECORD	IT2a|f111r.21|G001	daiin	C					MISSING_MATERIAL	MISSING_BOTH
IT2a	f111r|f111r.6-f111r.35	f111r	RECORD	IT2a|f111r.21|G011	dain	B					MISSING_MATERIAL	MISSING_BOTH
IT2a	f111r|f111r.6-f111r.35	f111r	RECORD	IT2a|f111r.24|G009	dain	B					MISSING_MATERIAL	MISSING_BOTH
IT2a	f111r|f111r.6-f111r.35	f111r	RECORD	IT2a|f111r.27|G009	daiin	C	odaiin	IT2a|f111r.25|G012			BOUND	MISSING_DENOMINATOR
IT2a	f111r|f111r.6-f111r.35	f111r	RECORD	IT2a|f111r.28|G009	dain	B	odaiin	IT2a|f111r.25|G012			BOUND	MISSING_DENOMINATOR
IT2a	f111r|f111r.6-f111r.35	f111r	LINE	IT2a|f111r.6|G001	dain	B					MISSING_MATERIAL	MISSING_BOTH
IT2a	f111r|f111r.6-f111r.35	f111r	LINE	IT2a|f111r.8|G001	daiin	C					MISSING_MATERIAL	MISSING_BOTH
IT2a	f111r|f111r.6-f111r.35	f111r	LINE	IT2a|f111r.8|G004	daiin	C					MISSING_MATERIAL	MISSING_BOTH
IT2a	f111r|f111r.6-f111r.35	f111r	LINE	IT2a|f111r.11|G011	daiin	C					MISSING_MATERIAL	MISSING_BOTH
IT2a	f111r|f111r.6-f111r.35	f111r	LINE	IT2a|f111r.13|G009	dain	B					MISSING_MATERIAL	MISSING_BOTH
IT2a	f111r|f111r.6-f111r.35	f111r	LINE	IT2a|f111r.13|G015	daiin	C					MISSING_MATERIAL	MISSING_BOTH
IT2a	f111r|f111r.6-f111r.35	f111r	LINE	IT2a|f111r.15|G008	daiin	C					MISSING_MATERIAL	MISSING_BOTH
IT2a	f111r|f111r.6-f111r.35	f111r	LINE	IT2a|f111r.18|G001	daiin	C					MISSING_MATERIAL	MISSING_BOTH
IT2a	f111r|f111r.6-f111r.35	f111r	LINE	IT2a|f111r.21|G001	daiin	C					MISSING_MATERIAL	MISSING_BOTH
IT2a	f111r|f111r.6-f111r.35	f111r	LINE	IT2a|f111r.21|G011	dain	B					MISSING_MATERIAL	MISSING_BOTH
IT2a	f111r|f111r.6-f111r.35	f111r	LINE	IT2a|f111r.24|G009	dain	B					MISSING_MATERIAL	MISSING_BOTH
IT2a	f111r|f111r.6-f111r.35	f111r	LINE	IT2a|f111r.27|G009	daiin	C					MISSING_MATERIAL	MISSING_BOTH
IT2a	f111r|f111r.6-f111r.35	f111r	LINE	IT2a|f111r.28|G009	dain	B					MISSING_MATERIAL	MISSING_BOTH
IT2a	f112v|f112v.39-f112v.41	f112v	RECORD	IT2a|f112v.40|G007	daiin	C	okaiin	IT2a|f112v.39|G003			BOUND	MISSING_DENOMINATOR
IT2a	f112v|f112v.39-f112v.41	f112v	RECORD	IT2a|f112v.40|G011	daiin	C	okaiin	IT2a|f112v.39|G003			BOUND	MISSING_DENOMINATOR
IT2a	f112v|f112v.39-f112v.41	f112v	LINE	IT2a|f112v.40|G007	daiin	C					MISSING_MATERIAL	MISSING_BOTH
IT2a	f112v|f112v.39-f112v.41	f112v	LINE	IT2a|f112v.40|G011	daiin	C					MISSING_MATERIAL	MISSING_BOTH
IT2a	f113r|f113r.37-f113r.38	f113r	RECORD	IT2a|f113r.38|G001	daiin	C					MISSING_MATERIAL	MISSING_BOTH
IT2a	f113r|f113r.37-f113r.38	f113r	RECORD	IT2a|f113r.38|G004	daiin	C					MISSING_MATERIAL	MISSING_BOTH
IT2a	f113r|f113r.37-f113r.38	f113r	LINE	IT2a|f113r.38|G001	daiin	C					MISSING_MATERIAL	MISSING_BOTH
IT2a	f113r|f113r.37-f113r.38	f113r	LINE	IT2a|f113r.38|G004	daiin	C					MISSING_MATERIAL	MISSING_BOTH
IT2a	f115v|f115v.1-f115v.5	f115v	RECORD	IT2a|f115v.5|G001	dair	A					MISSING_MATERIAL	MISSING_BOTH
IT2a	f115v|f115v.1-f115v.5	f115v	LINE	IT2a|f115v.5|G001	dair	A					MISSING_MATERIAL	MISSING_BOTH
IT2a	f115v|f115v.13-f115v.17	f115v	RECORD	IT2a|f115v.16|G001	dain	B					MISSING_MATERIAL	MISSING_BOTH
IT2a	f115v|f115v.13-f115v.17	f115v	LINE	IT2a|f115v.16|G001	dain	B					MISSING_MATERIAL	MISSING_BOTH
IT2a	f115v|f115v.18-f115v.20	f115v	RECORD	IT2a|f115v.19|G008	dain	B					MISSING_MATERIAL	MISSING_BOTH
IT2a	f115v|f115v.18-f115v.20	f115v	LINE	IT2a|f115v.19|G008	dain	B					MISSING_MATERIAL	MISSING_BOTH
IT2a	f116r|f116r.1-f116r.3	f116r	RECORD	IT2a|f116r.3|G001	dain	B					MISSING_MATERIAL	MISSING_BOTH
IT2a	f116r|f116r.1-f116r.3	f116r	LINE	IT2a|f116r.3|G001	dain	B					MISSING_MATERIAL	MISSING_BOTH
IT2a	f19v|f19v.1-f19v.7	f19v	RECORD	IT2a|f19v.3|G003	daiin	C					MISSING_MATERIAL	MISSING_BOTH
IT2a	f19v|f19v.1-f19v.7	f19v	RECORD	IT2a|f19v.3|G006	daiin	C					MISSING_MATERIAL	MISSING_BOTH
IT2a	f19v|f19v.1-f19v.7	f19v	RECORD	IT2a|f19v.4|G004	daiin	C					MISSING_MATERIAL	MISSING_BOTH
IT2a	f19v|f19v.1-f19v.7	f19v	RECORD	IT2a|f19v.4|G005	daiin	C					MISSING_MATERIAL	MISSING_BOTH
IT2a	f19v|f19v.1-f19v.7	f19v	RECORD	IT2a|f19v.5|G003	daiin	C					MISSING_MATERIAL	MISSING_BOTH
IT2a	f19v|f19v.1-f19v.7	f19v	LINE	IT2a|f19v.3|G003	daiin	C					MISSING_MATERIAL	MISSING_BOTH
IT2a	f19v|f19v.1-f19v.7	f19v	LINE	IT2a|f19v.3|G006	daiin	C					MISSING_MATERIAL	MISSING_BOTH
IT2a	f19v|f19v.1-f19v.7	f19v	LINE	IT2a|f19v.4|G004	daiin	C					MISSING_MATERIAL	MISSING_BOTH
IT2a	f19v|f19v.1-f19v.7	f19v	LINE	IT2a|f19v.4|G005	daiin	C					MISSING_MATERIAL	MISSING_BOTH
IT2a	f19v|f19v.1-f19v.7	f19v	LINE	IT2a|f19v.5|G003	daiin	C					MISSING_MATERIAL	MISSING_BOTH
IT2a	f20r|f20r.9-f20r.13	f20r	RECORD	IT2a|f20r.12|G007	daiin	C	chor	IT2a|f20r.10|G002			BOUND	MISSING_DENOMINATOR
IT2a	f20r|f20r.9-f20r.13	f20r	LINE	IT2a|f20r.12|G007	daiin	C					MISSING_MATERIAL	MISSING_BOTH
IT2a	f42v|f42v.9-f42v.16	f42v	RECORD	IT2a|f42v.13|G006	daiin	C	chy	IT2a|f42v.10|G003			BOUND	MISSING_DENOMINATOR
