edition	paragraph	at	word	role	R	M
ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.14|G004	qokeody	UNREAD	⟦qokeody⟧	⟦qokeody⟧
ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.14|G005	qoteold	UNREAD	⟦qoteold⟧	⟦qoteold⟧
ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.14|G006	qokeol	UNREAD	⟦qokeol⟧	⟦qokeol⟧
ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.14|G007	so	UNREAD	⟦so⟧	⟦so⟧
ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.14|G008	raiin	UNREAD	⟦raiin⟧	⟦raiin⟧
ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.14|G009	otal	UNREAD	⟦otal⟧	⟦otal⟧
ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.14|G010	yk[eee:ech]o	UNREAD	⟦yk[eee:ech]o⟧	⟦yk[eee:ech]o⟧
ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.15|G001	dcheor	UNREAD	⟦dcheor⟧	⟦dcheor⟧
ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.15|G002	shol	UNREAD	⟦shol⟧	⟦shol⟧
ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.15|G003	qokeeol	UNREAD	⟦qokeeol⟧	⟦qokeeol⟧
ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.15|G004	chor	MATERIAL_ASSUMED	M(chor) [Materialhypothese]	M(chor) [Materialhypothese]
ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.15|G005	chol	UNREAD	⟦chol⟧	⟦chol⟧
ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.15|G006	qokeeody	UNREAD	⟦qokeeody⟧	⟦qokeeody⟧
ZL3b	f100r|f100r.12-f100r.15	ZL3b|f100r.15|G007	dareu	UNREAD	⟦dareu⟧	⟦dareu⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.1|G001	pchedal	UNREAD	⟦pchedal⟧	⟦pchedal⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.1|G002	shdy	UNREAD	⟦shdy⟧	⟦shdy⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.1|G003	ytechypchy	UNREAD	⟦ytechypchy⟧	⟦ytechypchy⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.1|G004	otey	UNREAD	⟦otey⟧	⟦otey⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.1|G005	?lshey	UNREAD	⟦?lshey⟧	⟦?lshey⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.1|G006	qoteey	UNREAD	⟦qoteey⟧	⟦qoteey⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.1|G007	qotal	UNREAD	⟦qotal⟧	⟦qotal⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.1|G008	shedy	UNREAD	⟦shedy⟧	⟦shedy⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.1|G009	yshdal	UNREAD	⟦yshdal⟧	⟦yshdal⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.1|G010	dain	VALUE_ASSUMED	m(?)/m(?)=B	m(?)=B·Uₚ
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.1|G011	okal	UNREAD	⟦okal⟧	⟦okal⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.1|G012	daldy	UNREAD	⟦daldy⟧	⟦daldy⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G001	dain	VALUE_ASSUMED	m(?)/m(?)=B	m(?)=B·Uₚ
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G002	shek	UNREAD	⟦shek⟧	⟦shek⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G003	ch{cphh}dy	UNREAD	⟦ch{cphh}dy⟧	⟦ch{cphh}dy⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G004	daloky	UNREAD	⟦daloky⟧	⟦daloky⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G005	opchedy	UNREAD	⟦opchedy⟧	⟦opchedy⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G006	peshol	UNREAD	⟦peshol⟧	⟦peshol⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G007	chep	UNREAD	⟦chep⟧	⟦chep⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G008	ar	UNREAD	⟦ar⟧	⟦ar⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G009	otchy	UNREAD	⟦otchy⟧	⟦otchy⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G010	sal	UNREAD	⟦sal⟧	⟦sal⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G011	lkeey	UNREAD	⟦lkeey⟧	⟦lkeey⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G012	sar	UNREAD	⟦sar⟧	⟦sar⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G013	ain	UNREAD	⟦ain⟧	⟦ain⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G014	ok??	UNREAD	⟦ok??⟧	⟦ok??⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.2|G015	chedy	UNREAD	⟦chedy⟧	⟦chedy⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G001	yshdain	UNREAD	⟦yshdain⟧	⟦yshdain⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G002	sheek	UNREAD	⟦sheek⟧	⟦sheek⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G003	cheoty	UNREAD	⟦cheoty⟧	⟦cheoty⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G004	eeokal	UNREAD	⟦eeokal⟧	⟦eeokal⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G005	chedy	UNREAD	⟦chedy⟧	⟦chedy⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G006	chckhy	UNREAD	⟦chckhy⟧	⟦chckhy⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G007	or	UNREAD	⟦or⟧	⟦or⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G008	orol	UNREAD	⟦orol⟧	⟦orol⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G009	okaiin	MATERIAL_ASSUMED	M(okaiin) [Materialhypothese]	M(okaiin) [Materialhypothese]
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G010	eeal	UNREAD	⟦eeal⟧	⟦eeal⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G011	ot	UNREAD	⟦ot⟧	⟦ot⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G012	kar	UNREAD	⟦kar⟧	⟦kar⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G013	otar	UNREAD	⟦otar⟧	⟦otar⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.3|G014	cha[l:?]	UNREAD	⟦cha[l:?]⟧	⟦cha[l:?]⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.4|G001	ychedy	UNREAD	⟦ychedy⟧	⟦ychedy⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.4|G002	qokedy	UNREAD	⟦qokedy⟧	⟦qokedy⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.4|G003	okedy	UNREAD	⟦okedy⟧	⟦okedy⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.4|G004	qokeey	UNREAD	⟦qokeey⟧	⟦qokeey⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.4|G005	okey	UNREAD	⟦okey⟧	⟦okey⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.4|G006	chdar	UNREAD	⟦chdar⟧	⟦chdar⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.4|G007	ol	UNREAD	⟦ol⟧	⟦ol⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.4|G008	loty	UNREAD	⟦loty⟧	⟦loty⟧
ZL3b	f103r|f103r.1-f103r.4	ZL3b|f103r.4|G009	chedaraly	UNREAD	⟦chedaraly⟧	⟦chedaraly⟧
ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.24|G001	tchoky	UNREAD	⟦tchoky⟧	⟦tchoky⟧
ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.24|G002	okeal	UNREAD	⟦okeal⟧	⟦okeal⟧
ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.24|G003	shedy	UNREAD	⟦shedy⟧	⟦shedy⟧
ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.24|G004	qokal	UNREAD	⟦qokal⟧	⟦qokal⟧
ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.24|G005	oty	UNREAD	⟦oty⟧	⟦oty⟧
ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.24|G006	opchedy	UNREAD	⟦opchedy⟧	⟦opchedy⟧
ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.24|G007	qotain	UNREAD	⟦qotain⟧	⟦qotain⟧
ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.24|G008	shcthy	UNREAD	⟦shcthy⟧	⟦shcthy⟧
ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.24|G009	otey	UNREAD	⟦otey⟧	⟦otey⟧
ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.24|G010	dain	VALUE_ASSUMED	m(?)/m(?)=B	m(?)=B·Uₚ
ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.24|G011	oteey	UNREAD	⟦oteey⟧	⟦oteey⟧
ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.24|G012	oky	UNREAD	⟦oky⟧	⟦oky⟧
ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.25|G001	dar	UNREAD	⟦dar⟧	⟦dar⟧
ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.25|G002	shey	UNREAD	⟦shey⟧	⟦shey⟧
ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.25|G003	qokain	UNREAD	⟦qokain⟧	⟦qokain⟧
ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.25|G004	chckhey	UNREAD	⟦chckhey⟧	⟦chckhey⟧
ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.25|G005	chey	UNREAD	⟦chey⟧	⟦chey⟧
ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.25|G006	kain	UNREAD	⟦kain⟧	⟦kain⟧
ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.25|G007	chedal	UNREAD	⟦chedal⟧	⟦chedal⟧
ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.25|G008	okeeey	UNREAD	⟦okeeey⟧	⟦okeeey⟧
ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.25|G009	qoodain	UNREAD	⟦qoodain⟧	⟦qoodain⟧
ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.25|G010	okain	UNREAD	⟦okain⟧	⟦okain⟧
ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.25|G011	[o:?]teey	UNREAD	⟦[o:?]teey⟧	⟦[o:?]teey⟧
ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.25|G012	ol	UNREAD	⟦ol⟧	⟦ol⟧
ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.26|G001	oteedy	UNREAD	⟦oteedy⟧	⟦oteedy⟧
ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.26|G002	okeey	UNREAD	⟦okeey⟧	⟦okeey⟧
ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.26|G003	qot[ch:ee]y	UNREAD	⟦qot[ch:ee]y⟧	⟦qot[ch:ee]y⟧
ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.26|G004	shey	UNREAD	⟦shey⟧	⟦shey⟧
ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.26|G005	olcheedar	UNREAD	⟦olcheedar⟧	⟦olcheedar⟧
ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.26|G006	shey	UNREAD	⟦shey⟧	⟦shey⟧
ZL3b	f103r|f103r.24-f103r.26	ZL3b|f103r.26|G007	lotor	UNREAD	⟦lotor⟧	⟦lotor⟧
ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.40|G001	qokeey	UNREAD	⟦qokeey⟧	⟦qokeey⟧
ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.40|G002	sheeol	UNREAD	⟦sheeol⟧	⟦sheeol⟧
ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.40|G003	shckhy	UNREAD	⟦shckhy⟧	⟦shckhy⟧
ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.40|G004	sheol	UNREAD	⟦sheol⟧	⟦sheol⟧
ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.40|G005	shodyol	UNREAD	⟦shodyol⟧	⟦shodyol⟧
ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.40|G006	aiin	UNREAD	⟦aiin⟧	⟦aiin⟧
ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.40|G007	otedy	UNREAD	⟦otedy⟧	⟦otedy⟧
ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.40|G008	qoteey	UNREAD	⟦qoteey⟧	⟦qoteey⟧
ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.40|G009	lotar	UNREAD	⟦lotar⟧	⟦lotar⟧
ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.40|G010	otam	UNREAD	⟦otam⟧	⟦otam⟧
ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.41|G001	cheol	UNREAD	⟦cheol⟧	⟦cheol⟧
ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.41|G002	sheeey	UNREAD	⟦sheeey⟧	⟦sheeey⟧
ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.41|G003	qotey	UNREAD	⟦qotey⟧	⟦qotey⟧
ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.41|G004	oteeal	UNREAD	⟦oteeal⟧	⟦oteeal⟧
ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.41|G005	oteedy	UNREAD	⟦oteedy⟧	⟦oteedy⟧
ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.41|G006	shet	UNREAD	⟦shet⟧	⟦shet⟧
ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.41|G007	sho	UNREAD	⟦sho⟧	⟦sho⟧
ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.41|G008	keeo	UNREAD	⟦keeo⟧	⟦keeo⟧
ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.41|G009	s	UNREAD	⟦s⟧	⟦s⟧
ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.41|G010	shey	UNREAD	⟦shey⟧	⟦shey⟧
ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.41|G011	qokeedy	UNREAD	⟦qokeedy⟧	⟦qokeedy⟧
ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.41|G012	qokal	UNREAD	⟦qokal⟧	⟦qokal⟧
ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.41|G013	dal	UNREAD	⟦dal⟧	⟦dal⟧
ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.42|G001	tshey	UNREAD	⟦tshey⟧	⟦tshey⟧
ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.42|G002	sheol	UNREAD	⟦sheol⟧	⟦sheol⟧
ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.42|G003	cheolshy	UNREAD	⟦cheolshy⟧	⟦cheolshy⟧
ZL3b	f103r|f103r.40-f103r.42	ZL3b|f103r.42|G004	chalal	UNREAD	⟦chalal⟧	⟦chalal⟧
ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.17|G001	qokeedy	UNREAD	⟦qokeedy⟧	⟦qokeedy⟧
ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.17|G002	chedy	UNREAD	⟦chedy⟧	⟦chedy⟧
ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.17|G003	qoteey	UNREAD	⟦qoteey⟧	⟦qoteey⟧
ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.17|G004	oteedy	UNREAD	⟦oteedy⟧	⟦oteedy⟧
ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.17|G005	lkedy	UNREAD	⟦lkedy⟧	⟦lkedy⟧
ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.17|G006	shedy	UNREAD	⟦shedy⟧	⟦shedy⟧
ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.17|G007	qokal	UNREAD	⟦qokal⟧	⟦qokal⟧
ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.17|G008	ol	UNREAD	⟦ol⟧	⟦ol⟧
ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.17|G009	char	UNREAD	⟦char⟧	⟦char⟧
ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.17|G010	otal	UNREAD	⟦otal⟧	⟦otal⟧
ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.17|G011	opchedy	UNREAD	⟦opchedy⟧	⟦opchedy⟧
ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.18|G001	yshear	UNREAD	⟦yshear⟧	⟦yshear⟧
ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.18|G002	ol	UNREAD	⟦ol⟧	⟦ol⟧
ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.18|G003	oqaiin	UNREAD	⟦oqaiin⟧	⟦oqaiin⟧
ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.18|G004	chckhey	UNREAD	⟦chckhey⟧	⟦chckhey⟧
ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.18|G005	lchedy	UNREAD	⟦lchedy⟧	⟦lchedy⟧
ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.18|G006	chedy	UNREAD	⟦chedy⟧	⟦chedy⟧
ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.18|G007	olaiin	UNREAD	⟦olaiin⟧	⟦olaiin⟧
ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.18|G008	oteedy	UNREAD	⟦oteedy⟧	⟦oteedy⟧
ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.18|G009	qokeedal	UNREAD	⟦qokeedal⟧	⟦qokeedal⟧
ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.18|G010	larorol	UNREAD	⟦larorol⟧	⟦larorol⟧
ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.19|G001	daiin	VALUE_ASSUMED	m(?)/m(?)=C	m(?)=C·Uₚ
ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.19|G002	chey	UNREAD	⟦chey⟧	⟦chey⟧
ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.19|G003	lkeey	UNREAD	⟦lkeey⟧	⟦lkeey⟧
ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.19|G004	chalkar	UNREAD	⟦chalkar⟧	⟦chalkar⟧
ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.19|G005	cheeey	UNREAD	⟦cheeey⟧	⟦cheeey⟧
ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.19|G006	l	UNREAD	⟦l⟧	⟦l⟧
ZL3b	f103v|f103v.17-f103v.19	ZL3b|f103v.19|G007	chealainor	UNREAD	⟦chealainor⟧	⟦chealainor⟧
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.39|G001	pcholor	UNREAD	⟦pcholor⟧	⟦pcholor⟧
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.39|G002	ar	UNREAD	⟦ar⟧	⟦ar⟧
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.39|G003	aiin	UNREAD	⟦aiin⟧	⟦aiin⟧
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.39|G004	alkchdy	UNREAD	⟦alkchdy⟧	⟦alkchdy⟧
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.39|G005	qotal	UNREAD	⟦qotal⟧	⟦qotal⟧
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.39|G006	chol	UNREAD	⟦chol⟧	⟦chol⟧
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.39|G007	qoar	UNREAD	⟦qoar⟧	⟦qoar⟧
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.39|G008	aiin	UNREAD	⟦aiin⟧	⟦aiin⟧
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.39|G009	qopcheedy	UNREAD	⟦qopcheedy⟧	⟦qopcheedy⟧
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.39|G010	qotair	UNREAD	⟦qotair⟧	⟦qotair⟧
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.39|G011	ofaiino	UNREAD	⟦ofaiino⟧	⟦ofaiino⟧
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.40|G001	olkeeos	UNREAD	⟦olkeeos⟧	⟦olkeeos⟧
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.40|G002	olkaiin	UNREAD	⟦olkaiin⟧	⟦olkaiin⟧
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.40|G003	oair	UNREAD	⟦oair⟧	⟦oair⟧
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.40|G004	qcthy	UNREAD	⟦qcthy⟧	⟦qcthy⟧
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.40|G005	oiinol	UNREAD	⟦oiinol⟧	⟦oiinol⟧
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.40|G006	al	UNREAD	⟦al⟧	⟦al⟧
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.40|G007	ly	UNREAD	⟦ly⟧	⟦ly⟧
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.40|G008	oeear	UNREAD	⟦oeear⟧	⟦oeear⟧
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.40|G009	chcthy	UNREAD	⟦chcthy⟧	⟦chcthy⟧
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.40|G010	olched	UNREAD	⟦olched⟧	⟦olched⟧
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.40|G011	qotaiiin	UNREAD	⟦qotaiiin⟧	⟦qotaiiin⟧
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.41|G001	qoteey	UNREAD	⟦qoteey⟧	⟦qoteey⟧
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.41|G002	qokeor	UNREAD	⟦qokeor⟧	⟦qokeor⟧
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.41|G003	soiir	UNREAD	⟦soiir⟧	⟦soiir⟧
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.41|G004	qoty	UNREAD	⟦qoty⟧	⟦qoty⟧
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.41|G005	qokl	UNREAD	⟦qokl⟧	⟦qokl⟧
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.41|G006	lkaiin	UNREAD	⟦lkaiin⟧	⟦lkaiin⟧
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.41|G007	yteedy	UNREAD	⟦yteedy⟧	⟦yteedy⟧
ZL3b	f104r|f104r.39-f104r.42	ZL3b|f104r.41|G008	qokain	UNREAD	⟦qokain⟧	⟦qokain⟧
