clause_id	instruction_id	record	page	member_card_nos	source_position_ids	visible_event_ids	old_reparsed_clause_de	frame_conditioned_clause_de	refined_action_components	component_values_changed	attachment_status
I006-C05	I006	H4	f55v	PROC046|PROC047	SRC_E066|SRC_E067	E066|E067	den laufenden Posten weiter länger wärmen und den Schritt schließen	den laufenden Posten weiter länger wärmen und den Schritt schließen	NONE	NO	DIRECT_ACTION_BUNDLE
I007-C01	I007	H4	f55v	PROC009|PROC048	SRC_E068|SRC_E069	E068|E069	den laufenden Posten nach vorgeschriebenem Maß an der bezeichneten Stelle ansetzen	den laufenden Posten nach vorgeschriebenem Maß an der bezeichneten Stelle anlegen	OK:TARGET_APPLY	NO	DIRECT_ACTION_BUNDLE
I007-C02	I007	H4	f55v	PROC049|PROC016|PROC019|PROC050	SRC_E070|SRC_E071|SRC_E072|SRC_E073	E070|E071|E072|E073	den laufenden Posten weiter als Portion eintragen	den laufenden Posten weiter als Portion eintragen	NONE	NO	DIRECT_ACTION_BUNDLE
I008-C01	I008	H5	f56r	PROC051	SRC_E074	E074	den Ansatz abziehen	den Ansatz abziehen	NONE	NO	DIRECT_ACTION_BUNDLE
I008-C02	I008	H5	f56r	PROC052|PROC053|PROC009|PROC052|PROC054	SRC_E075|SRC_E076|SRC_E077|SRC_E078|SRC_E079	E075|E076|E077|E078|E079	den laufenden Posten weiter nach vorgeschriebenem Maß an der bezeichneten Stelle zuführen	den laufenden Posten weiter nach vorgeschriebenem Maß an der bezeichneten Stelle zuführen	K:TARGET_FEED	NO	DIRECT_ACTION_BUNDLE
I008-C03	I008	H5	f56r	PROC020	SRC_E080	E080	danach den Ansatz abziehen	danach den Ansatz abziehen	NONE	NO	DIRECT_ACTION_BUNDLE
I008-C04	I008	H5	f56r	PROC008	SRC_E081	E081	den laufenden Posten ansetzen	den laufenden Posten einsetzen	OK:ACTIVATE	NO	DIRECT_ACTION_BUNDLE
I008-C05	I008	H5	f56r	PROC055|PROC034|PROC056|PROC008	SRC_E082|SRC_E083|SRC_E084|SRC_E085	E082|E083|E084|E085	den laufenden Posten weiter an der bezeichneten Stelle ansetzen	den laufenden Posten weiter an der bezeichneten Stelle anlegen	OK:TARGET_APPLY	NO	DIRECT_ACTION_BUNDLE
I008-C06	I008	H5	f56r	PROC057	SRC_E086	E086	den laufenden Posten durch den Durchlass im Arbeitsgang länger abziehen und den Schritt schließen	den laufenden Posten durch den Durchlass im Arbeitsgang länger abziehen und den Schritt schließen	NONE	NO	DIRECT_ACTION_BUNDLE
I009-C01	I009	H5	f56r	PROC058	SRC_E087	E087	den laufenden Posten halten	den laufenden Posten halten	NONE	NO	DIRECT_ACTION_BUNDLE
I009-C02	I009	H5	f56r	PROC052|PROC059	SRC_E088|SRC_E089	E088|E089	den laufenden Posten kurz zuführen	den laufenden Posten kurz zugeben	K:MATERIAL_ADD	NO	DIRECT_ACTION_BUNDLE
I009-C03	I009	H5	f56r	PROC060	SRC_E090	E090	den laufenden Posten erneut ansetzen	den laufenden Posten erneut einsetzen	OK:ACTIVATE|OK:ACTIVATE	NO	DIRECT_ACTION_BUNDLE
I009-C04	I009	H5	f56r	PROC011	SRC_E091	E091	den laufenden Posten ansetzen	den laufenden Posten einsetzen	OK:ACTIVATE	NO	DIRECT_ACTION_BUNDLE
I009-C05	I009	H5	f56r	PROC061	SRC_E092	E092	den laufenden Posten im Arbeitsgang kurz ansetzen und abziehen	den laufenden Posten im Arbeitsgang kurz ansetzen und abziehen	OK:PREPARATION_START	NO	DIRECT_ACTION_BUNDLE
I009-C06	I009	H5	f56r	PROC062	SRC_E093	E093	den laufenden Posten an der bezeichneten Stelle zuführen	den laufenden Posten an der bezeichneten Stelle zuführen	K:TARGET_FEED	NO	DIRECT_ACTION_BUNDLE
I009-C07	I009	H5	f56r	PROC052|PROC011	SRC_E094|SRC_E095	E094|E095	den laufenden Posten ansetzen	den laufenden Posten ansetzen	OK:PREPARATION_START	NO	DIRECT_ACTION_BUNDLE
I009-C08	I009	H5	f56r	PROC063	SRC_E096	E096	die Gabe von dort zuführen	die Gabe von dort zugeben	K:MATERIAL_ADD	NO	DIRECT_ACTION_BUNDLE
I009-C09	I009	H5	f56r	PROC064|PROC065|PROC066|PROC009	SRC_E097|SRC_E098|SRC_E099|SRC_E100	E097|E098|E099|E100	danach den laufenden Posten weiter nach vorgeschriebenem Maß als Portion im Arbeitsgang kurz zuführen	danach den laufenden Posten weiter nach vorgeschriebenem Maß als Portion im Arbeitsgang kurz zugeben	K:MATERIAL_ADD	NO	DIRECT_ACTION_BUNDLE
I010-C01	I010	B1	f81v	PROC067	SRC_E101	E101	den laufenden Posten kurz ansetzen und den Schritt schließen	den laufenden Posten kurz einwirken lassen und den Schritt schließen	OK:TIMED_APPLICATION	NO	DIRECT_ACTION_BUNDLE
I011-C01	I011	B1	f81v	PROC038	SRC_E102	E102	den laufenden Posten nach vorgeschriebenem Maß ansetzen	den laufenden Posten nach vorgeschriebenem Maß einsetzen	OK:MEASURED_CHARGE	NO	DIRECT_ACTION_BUNDLE
I011-C02	I011	B1	f81v	PROC068	SRC_E103	E103	den laufenden Posten im Lauf zuführen	den laufenden Posten im Lauf einspeisen	K:PATH_FEED	NO	DIRECT_ACTION_BUNDLE
I011-C03	I011	B1	f81v	PROC048	SRC_E104	E104	den laufenden Posten an der bezeichneten Stelle ansetzen	den laufenden Posten an der bezeichneten Stelle anlegen	OK:TARGET_APPLY	NO	DIRECT_ACTION_BUNDLE
I011-C04	I011	B1	f81v	PROC003|PROC013|PROC069	SRC_E105|SRC_E106|SRC_E107	E105|E106|E107	eine Portion weiter von dort zuführen	eine Portion weiter von dort dosiert zugeben	K:MEASURED_ADD	NO	DIRECT_ACTION_BUNDLE
I011-C05	I011	B1	f81v	PROC070	SRC_E108	E108	eine Portion weiter zuführen	eine Portion weiter dosiert zugeben	K:MEASURED_ADD	NO	DIRECT_ACTION_BUNDLE
I011-C06	I011	B1	f81v	PROC055|PROC013|PROC071	SRC_E109|SRC_E110|SRC_E111	E109|E110|E111	den laufenden Posten weiter an der bezeichneten Stelle abkühlen	den laufenden Posten weiter an der bezeichneten Stelle abkühlen	NONE	NO	DIRECT_ACTION_BUNDLE
I011-C07	I011	B1	f81v	PROC072	SRC_E112	E112	den laufenden Posten führen	den laufenden Posten führen	L:GUIDE	NO	DIRECT_ACTION_BUNDLE
I011-C08	I011	B1	f81v	PROC022|PROC013|PROC073	SRC_E113|SRC_E114|SRC_E115	E113|E114|E115	den Ansatz weiter an der bezeichneten Stelle durch den Durchlass kurz halten	den Ansatz weiter an der bezeichneten Stelle durch den Durchlass kurz halten	NONE	NO	DIRECT_ACTION_BUNDLE
I011-C09	I011	B1	f81v	PROC009|PROC074	SRC_E116|SRC_E117	E116|E117	den laufenden Posten nach vorgeschriebenem Maß an der bezeichneten Stelle länger ansetzen	den laufenden Posten nach vorgeschriebenem Maß an der bezeichneten Stelle länger anlegen	OK:TARGET_APPLY	NO	DIRECT_ACTION_BUNDLE
I011-C10	I011	B1	f81v	PROC009|PROC075|PROC076	SRC_E118|SRC_E119|SRC_E120	E118|E119|E120	den laufenden Posten nach vorgeschriebenem Maß durch den Durchlass umsetzen und den Schritt schließen	den laufenden Posten nach vorgeschriebenem Maß durch den Durchlass durchleiten und den Schritt schließen	CHD:PATH_TRANSFER	NO	DIRECT_ACTION_BUNDLE
I012-C01	I012	B1	f81v	PROC013|PROC077	SRC_E121|SRC_E122	E121|E122	den laufenden Posten weiter halten und zuführen und umsetzen und den Schritt schließen	den laufenden Posten weiter halten und zugeben und überführen und den Schritt schließen	K:COMMIT_ADD|CHD:COMMIT_TRANSFER	NO	COMPLEX_MULTI_ACTION
I013-C01	I013	B1	f81v	PROC042	SRC_E123	E123	den laufenden Posten umsetzen	den laufenden Posten umsetzen	CHD:TRANSFER	NO	DIRECT_ACTION_BUNDLE
I013-C02	I013	B1	f81v	PROC013|PROC078	SRC_E124|SRC_E125	E124|E125	den laufenden Posten weiter absetzen und den Schritt schließen	den laufenden Posten weiter absetzen und den Schritt schließen	NONE	NO	DIRECT_ACTION_BUNDLE
I014-C01	I014	B1	f81v	PROC079	SRC_E126	E126	den laufenden Posten weiter umsetzen und den Schritt schließen	den laufenden Posten weiter überführen und den Schritt schließen	CHD:COMMIT_TRANSFER	NO	DIRECT_ACTION_BUNDLE
I015-C01	I015	B1	f81v	PROC080	SRC_E127	E127	eine Portion ansetzen	eine Portion einsetzen	OK:MEASURED_CHARGE	NO	DIRECT_ACTION_BUNDLE
I015-C02	I015	B1	f81v	PROC075|PROC072	SRC_E128|SRC_E129	E128|E129	den laufenden Posten durch den Durchlass führen	den laufenden Posten durch den Durchlass durchleiten	L:PATH_GUIDE	NO	DIRECT_ACTION_BUNDLE
I015-C03	I015	B1	f81v	PROC081	SRC_E130	E130	den laufenden Posten an der bezeichneten Stelle abkühlen	den laufenden Posten an der bezeichneten Stelle abkühlen	NONE	NO	DIRECT_ACTION_BUNDLE
I015-C04	I015	B1	f81v	PROC082	SRC_E131	E131	den laufenden Posten ansetzen und umsetzen und den Schritt schließen	den laufenden Posten einsetzen und überführen und den Schritt schließen	OK:ACTIVATE|CHD:COMMIT_TRANSFER	NO	DIRECT_ACTION_BUNDLE
I016-C01	I016	B1	f81v	PROC019|PROC013|PROC083	SRC_E132|SRC_E133|SRC_E134	E132|E133|E134	den laufenden Posten weiter kurz wärmen	den laufenden Posten weiter kurz wärmen	NONE	NO	DIRECT_ACTION_BUNDLE
I016-C02	I016	B1	f81v	PROC013|PROC078	SRC_E135|SRC_E136	E135|E136	den laufenden Posten weiter absetzen und den Schritt schließen	den laufenden Posten weiter absetzen und den Schritt schließen	NONE	NO	DIRECT_ACTION_BUNDLE
I017-C01	I017	B1	f81v	PROC067	SRC_E137	E137	den laufenden Posten kurz ansetzen und den Schritt schließen	den laufenden Posten kurz einwirken lassen und den Schritt schließen	OK:TIMED_APPLICATION	NO	DIRECT_ACTION_BUNDLE
I018-C01	I018	B1	f81v	PROC067	SRC_E138	E138	den laufenden Posten kurz ansetzen und den Schritt schließen	den laufenden Posten kurz einwirken lassen und den Schritt schließen	OK:TIMED_APPLICATION	NO	DIRECT_ACTION_BUNDLE
I019-C01	I019	B1	f81v	PROC075|PROC008	SRC_E139|SRC_E140	E139|E140	den laufenden Posten durch den Durchlass ansetzen	den laufenden Posten durch den Durchlass einleiten	OK:FLOW_START	NO	DIRECT_ACTION_BUNDLE
I019-C02	I019	B1	f81v	PROC084	SRC_E141	E141	den laufenden Posten im Arbeitsgang waschen	den laufenden Posten im Arbeitsgang waschen	NONE	NO	DIRECT_ACTION_BUNDLE
I019-C03	I019	B1	f81v	PROC085	SRC_E142	E142	den laufenden Posten kurz ansetzen	den laufenden Posten kurz wirken lassen	OK:HOLD_ACTIVE	NO	DIRECT_ACTION_BUNDLE
I019-C04	I019	B1	f81v	PROC086	SRC_E143	E143	den laufenden Posten kurz waschen und den Schritt schließen	den laufenden Posten kurz waschen und den Schritt schließen	NONE	NO	DIRECT_ACTION_BUNDLE
I020-C01	I020	B1	f81v	PROC086	SRC_E144	E144	den laufenden Posten kurz waschen und den Schritt schließen	den laufenden Posten kurz waschen und den Schritt schließen	NONE	NO	DIRECT_ACTION_BUNDLE
I021-C01	I021	B1	f81v	PROC042	SRC_E145	E145	den laufenden Posten umsetzen	den laufenden Posten umsetzen	CHD:TRANSFER	NO	DIRECT_ACTION_BUNDLE
I021-C02	I021	B1	f81v	PROC087	SRC_E146	E146	den laufenden Posten auffangen	den laufenden Posten auffangen	NONE	NO	DIRECT_ACTION_BUNDLE
I021-C03	I021	B1	f81v	PROC088	SRC_E147	E147	den laufenden Posten an der bezeichneten Stelle führen und umsetzen	den laufenden Posten an der bezeichneten Stelle hinleiten und umfüllen	L:TARGET_GUIDE|CHD:TARGET_TRANSFER	NO	DIRECT_ACTION_BUNDLE
I021-C04	I021	B1	f81v	PROC013|PROC089|PROC090	SRC_E148|SRC_E149|SRC_E150	E148|E149|E150	danach den laufenden Posten weiter von dort kurz eintragen	danach den laufenden Posten weiter von dort kurz eintragen	NONE	NO	DIRECT_ACTION_BUNDLE
I021-C05	I021	B1	f81v	PROC091	SRC_E151	E151	den laufenden Posten ansetzen und umsetzen und den Schritt schließen	den laufenden Posten einsetzen und überführen und den Schritt schließen	OK:ACTIVATE|CHD:COMMIT_TRANSFER	NO	DIRECT_ACTION_BUNDLE
I022-C01	I022	B1	f81v	PROC048	SRC_E152	E152	den laufenden Posten an der bezeichneten Stelle ansetzen	den laufenden Posten an der bezeichneten Stelle anlegen	OK:TARGET_APPLY	NO	DIRECT_ACTION_BUNDLE
I022-C02	I022	B1	f81v	PROC092	SRC_E153	E153	den laufenden Posten länger ansetzen	den laufenden Posten länger wirken lassen	OK:HOLD_ACTIVE	NO	DIRECT_ACTION_BUNDLE
I022-C03	I022	B1	f81v	PROC013|PROC078	SRC_E154|SRC_E155	E154|E155	den laufenden Posten weiter absetzen und den Schritt schließen	den laufenden Posten weiter absetzen und den Schritt schließen	NONE	NO	DIRECT_ACTION_BUNDLE
I023-C01	I023	B1	f81v	PROC055|PROC093|PROC094	SRC_E156|SRC_E157|SRC_E158	E156|E157|E158	den laufenden Posten weiter an der bezeichneten Stelle kurz umsetzen und den Schritt schließen	den laufenden Posten weiter an der bezeichneten Stelle kurz umfüllen und den Schritt schließen	CHD:TARGET_TRANSFER	NO	DIRECT_ACTION_BUNDLE
I024-C01	I024	B1	f81v	PROC095	SRC_E159	E159	den laufenden Posten führen	den laufenden Posten führen	L:GUIDE	NO	DIRECT_ACTION_BUNDLE
I024-C02	I024	B1	f81v	PROC096	SRC_E160	E160	den laufenden Posten weiter kurz halten	den laufenden Posten weiter kurz halten	NONE	NO	DIRECT_ACTION_BUNDLE
I024-C03	I024	B1	f81v	PROC097|PROC098	SRC_E161|SRC_E162	E161|E162	den laufenden Posten im Arbeitsgang länger bis zur Sollstufe auffangen und den Schritt schließen	den laufenden Posten im Arbeitsgang länger bis zur Sollstufe auffangen und den Schritt schließen	NONE	NO	DIRECT_ACTION_BUNDLE
I025-C01	I025	B1	f81v	PROC078	SRC_E163	E163	den laufenden Posten absetzen und den Schritt schließen	den laufenden Posten absetzen und den Schritt schließen	NONE	NO	DIRECT_ACTION_BUNDLE
I026-C01	I026	B1	f81v	PROC083	SRC_E164	E164	den laufenden Posten kurz wärmen	den laufenden Posten kurz wärmen	NONE	NO	DIRECT_ACTION_BUNDLE
I026-C02	I026	B1	f81v	PROC099	SRC_E165	E165	den laufenden Posten durch den Durchlass kurz halten und den Schritt schließen	den laufenden Posten durch den Durchlass kurz halten und den Schritt schließen	NONE	NO	DIRECT_ACTION_BUNDLE
I027-C01	I027	B1	f81v	PROC055	SRC_E166	E166	an der bezeichneten Stelle weiterarbeiten	an der bezeichneten Stelle weiterarbeiten	NONE	NO	ELLIPTIC_INHERITED_ACTION
I028-C01	I028	B2	f82r	PROC076	SRC_E167	E167	den laufenden Posten umsetzen und den Schritt schließen	den laufenden Posten überführen und den Schritt schließen	CHD:COMMIT_TRANSFER	NO	DIRECT_ACTION_BUNDLE
I029-C01	I029	B2	f82r	PROC079	SRC_E168	E168	den laufenden Posten weiter umsetzen und den Schritt schließen	den laufenden Posten weiter überführen und den Schritt schließen	CHD:COMMIT_TRANSFER	NO	DIRECT_ACTION_BUNDLE
I030-C01	I030	B2	f82r	PROC080	SRC_E169	E169	eine Portion ansetzen	eine Portion einsetzen	OK:MEASURED_CHARGE	NO	DIRECT_ACTION_BUNDLE
I030-C02	I030	B2	f82r	PROC019|PROC100	SRC_E170|SRC_E171	E170|E171	den laufenden Posten länger ansetzen und den Schritt schließen	den laufenden Posten länger einwirken lassen und den Schritt schließen	OK:TIMED_APPLICATION	NO	DIRECT_ACTION_BUNDLE
I031-C01	I031	B2	f82r	PROC048	SRC_E172	E172	den laufenden Posten an der bezeichneten Stelle ansetzen	den laufenden Posten an der bezeichneten Stelle anlegen	OK:TARGET_APPLY	NO	DIRECT_ACTION_BUNDLE
I031-C02	I031	B2	f82r	PROC101	SRC_E173	E173	den laufenden Posten durch den Durchlass führen	den laufenden Posten durch den Durchlass durchleiten	L:PATH_GUIDE	NO	DIRECT_ACTION_BUNDLE
I031-C03	I031	B2	f82r	PROC102	SRC_E174	E174	den laufenden Posten führen und umsetzen	den laufenden Posten führen und umsetzen	L:GUIDE|CHD:TRANSFER	NO	DIRECT_ACTION_BUNDLE
I031-C04	I031	B2	f82r	PROC092	SRC_E175	E175	den laufenden Posten länger ansetzen	den laufenden Posten länger wirken lassen	OK:HOLD_ACTIVE	NO	DIRECT_ACTION_BUNDLE
I031-C05	I031	B2	f82r	PROC103	SRC_E176	E176	den laufenden Posten durch den Durchlass kurz führen und den Schritt schließen	den laufenden Posten durch den Durchlass kurz durchleiten und den Schritt schließen	L:PATH_GUIDE	NO	DIRECT_ACTION_BUNDLE
I032-C01	I032	B2	f82r	PROC104	SRC_E177	E177	den laufenden Posten an der bezeichneten Stelle ansetzen	den laufenden Posten an der bezeichneten Stelle anlegen	OK:TARGET_APPLY	NO	DIRECT_ACTION_BUNDLE
I032-C02	I032	B2	f82r	PROC105	SRC_E178	E178	den laufenden Posten nach vorgeschriebenem Maß auffangen	den laufenden Posten nach vorgeschriebenem Maß auffangen	NONE	NO	DIRECT_ACTION_BUNDLE
I032-C03	I032	B2	f82r	PROC075|PROC038	SRC_E179|SRC_E180_E181	E179|E180|E181	den laufenden Posten nach vorgeschriebenem Maß durch den Durchlass ansetzen	den laufenden Posten nach vorgeschriebenem Maß durch den Durchlass einleiten	OK:FLOW_START	NO	DIRECT_ACTION_BUNDLE
I032-C04	I032	B2	f82r	PROC106|PROC107	SRC_E182|SRC_E183	E182|E183	den laufenden Posten weiter im Arbeitsgang zunächst kurz, dann länger bis bereit wärmen	den laufenden Posten weiter im Arbeitsgang zunächst kurz, dann länger bis bereit wärmen	NONE	NO	DIRECT_ACTION_BUNDLE
I032-C05	I032	B2	f82r	PROC108	SRC_E184	E184	den laufenden Posten führen und den Schritt schließen	den laufenden Posten abführen und den Schritt schließen	L:CLOSED_DRAIN	NO	DIRECT_ACTION_BUNDLE
I033-C01	I033	B2	f82r	PROC109|PROC048	SRC_E185|SRC_E186	E185|E186	danach den laufenden Posten an der bezeichneten Stelle länger ansetzen	danach den laufenden Posten an der bezeichneten Stelle länger anlegen	OK:TARGET_APPLY	NO	DIRECT_ACTION_BUNDLE
I033-C02	I033	B2	f82r	PROC110	SRC_E187	E187	den laufenden Posten durch den Durchlass kurz halten	den laufenden Posten durch den Durchlass kurz halten	NONE	NO	DIRECT_ACTION_BUNDLE
I033-C03	I033	B2	f82r	PROC008	SRC_E188	E188	den laufenden Posten ansetzen	den laufenden Posten einsetzen	OK:ACTIVATE	NO	DIRECT_ACTION_BUNDLE
I033-C04	I033	B2	f82r	PROC111	SRC_E189	E189	den laufenden Posten kurz halten und den Schritt schließen	den laufenden Posten kurz halten und den Schritt schließen	NONE	NO	DIRECT_ACTION_BUNDLE
I034-C01	I034	B2	f82r	PROC112|PROC113	SRC_E190|SRC_E191	E190|E191	danach den laufenden Posten von dort nach vorgeschriebenem Maß ansetzen	danach den laufenden Posten von dort nach vorgeschriebenem Maß einsetzen	OK:MEASURED_CHARGE	NO	DIRECT_ACTION_BUNDLE
I034-C02	I034	B2	f82r	PROC078	SRC_E192	E192	den laufenden Posten absetzen und den Schritt schließen	den laufenden Posten absetzen und den Schritt schließen	NONE	NO	DIRECT_ACTION_BUNDLE
I035-C01	I035	B2	f82r	PROC114	SRC_E193	E193	den laufenden Posten weiter kurz halten und den Schritt schließen	den laufenden Posten weiter kurz halten und den Schritt schließen	NONE	NO	DIRECT_ACTION_BUNDLE
I036-C01	I036	B2	f82r	PROC092	SRC_E194	E194	den laufenden Posten länger ansetzen	den laufenden Posten länger wirken lassen	OK:HOLD_ACTIVE	NO	DIRECT_ACTION_BUNDLE
