edition	paragraph	target	grammar	operation	form	patient	second	carrier_same_written_argument	carrier_same_form	complete_qotchy_pair	debts	relation	row_status
ZL3b	f24r|f24r.1-f24r.20	f24r.16:4	J	f24r.6:5	qoky	f24r.6:3		False	False	False	UNREAD_BETWEEN:f24r.6:4	NO_BOUND_SUBTRACTION	recorded
ZL3b	f24r|f24r.1-f24r.20	f24r.16:4	J	f24r.12:1	qokchy	f24r.12:3	f24r.12:4	False	False	False		NO_BOUND_SUBTRACTION	recorded
ZL3b	f24r|f24r.1-f24r.20	f24r.16:4	J	f24r.12:2	qotchy	f24r.12:3	f24r.12:4	False	False	True		NO_BOUND_SUBTRACTION	recorded
ZL3b	f24r|f24r.1-f24r.20	f24r.16:4	J	f24r.12:5	ckhy	f24r.12:4		False	False	False		NO_BOUND_SUBTRACTION	recorded
ZL3b	f24r|f24r.1-f24r.20	f24r.16:4	J	f24r.13:4	chey	f24r.12:4		False	False	False	IMPLICIT_SUBJECT_CONTINUATION	NO_BOUND_SUBTRACTION	recorded
ZL3b	f24r|f24r.1-f24r.20	f24r.16:4	J	f24r.14:2	cheey	f24r.14:4		False	False	False	UNREAD_BETWEEN:f24r.14:3	NO_BOUND_SUBTRACTION	recorded
ZL3b	f24r|f24r.1-f24r.20	f24r.16:4	M	f24r.1:6	she	f24r.1:4		False	False	False	UNREAD_BETWEEN:f24r.1:5	NO_BOUND_SUBTRACTION	recorded
ZL3b	f24r|f24r.1-f24r.20	f24r.16:4	M	f24r.3:5	ckhy	f24r.3:3		False	False	False		NO_BOUND_SUBTRACTION	recorded
ZL3b	f24r|f24r.1-f24r.20	f24r.16:4	M	f24r.5:4	chey	f24r.5:5		False	False	False		NO_BOUND_SUBTRACTION	recorded
ZL3b	f24r|f24r.1-f24r.20	f24r.16:4	M	f24r.6:5	qoky	f24r.6:3		False	False	False	UNREAD_BETWEEN:f24r.6:4	NO_BOUND_SUBTRACTION	recorded
ZL3b	f24r|f24r.1-f24r.20	f24r.16:4	M	f24r.12:1	qokchy	f24r.12:3	f24r.12:4	False	False	False		NO_BOUND_SUBTRACTION	recorded
ZL3b	f24r|f24r.1-f24r.20	f24r.16:4	M	f24r.12:2	qotchy	f24r.12:3	f24r.12:4	False	False	True		NO_BOUND_SUBTRACTION	recorded
ZL3b	f24r|f24r.1-f24r.20	f24r.16:4	M	f24r.12:5	ckhy	f24r.12:4		False	False	False		NO_BOUND_SUBTRACTION	recorded
ZL3b	f24r|f24r.1-f24r.20	f24r.16:4	M	f24r.13:4	chey	f24r.12:4		False	False	False	IMPLICIT_SUBJECT_CONTINUATION	NO_BOUND_SUBTRACTION	recorded
ZL3b	f24r|f24r.1-f24r.20	f24r.16:4	M	f24r.14:2	cheey	f24r.14:4		False	False	False	UNREAD_BETWEEN:f24r.14:3	NO_BOUND_SUBTRACTION	recorded
ZL3b	f93r|f93r.1-f93r.32	f93r.3:5	B	f93r.2:3	chol	f93r.2:6		False	False	False	UNREAD_BETWEEN:f93r.2:4;UNREAD_BETWEEN:f93r.2:5	NO_BOUND_SUBTRACTION	recorded
ZL3b	f93r|f93r.1-f93r.32	f93r.3:5	J	f93r.2:3	chol	f93r.2:6		False	False	False	UNREAD_BETWEEN:f93r.2:4;UNREAD_BETWEEN:f93r.2:5	NO_BOUND_SUBTRACTION	recorded
ZL3b	f93r|f93r.1-f93r.32	f93r.3:5	M	f93r.2:3	chol	f93r.2:6		False	False	False	UNREAD_BETWEEN:f93r.2:4;UNREAD_BETWEEN:f93r.2:5	NO_BOUND_SUBTRACTION	recorded
IT2a	f22v|f22v.6-f22v.16	f22v.8:5	B	f22v.8:1	qotchy	f22v.8:2	f22v.8:3	True	True	True		LOCAL_REMAINDER_PAIR_CANDIDATE	recorded
IT2a	f22v|f22v.6-f22v.16	f22v.8:5	J	f22v.8:1	qotchy	f22v.8:2	f22v.8:3	True	True	True		LOCAL_REMAINDER_PAIR_CANDIDATE	recorded
IT2a	f22v|f22v.6-f22v.16	f22v.8:5	M	f22v.8:1	qotchy	f22v.8:2	f22v.8:3	True	True	True		LOCAL_REMAINDER_PAIR_CANDIDATE	recorded
IT2a	f24r|f24r.1-f24r.20	f24r.16:4	B	f24r.1:4	she	f24r.1:2		False	False	False	UNREAD_BETWEEN:f24r.1:3	NO_BOUND_SUBTRACTION	recorded
IT2a	f24r|f24r.1-f24r.20	f24r.16:4	B	f24r.3:6	ckhy	f24r.3:4		False	False	False		NO_BOUND_SUBTRACTION	recorded
IT2a	f24r|f24r.1-f24r.20	f24r.16:4	B	f24r.5:4	chey	f24r.5:5		False	False	False		NO_BOUND_SUBTRACTION	recorded
IT2a	f24r|f24r.1-f24r.20	f24r.16:4	B	f24r.6:5	qoky	f24r.6:3		False	False	False	UNREAD_BETWEEN:f24r.6:4	NO_BOUND_SUBTRACTION	recorded
IT2a	f24r|f24r.1-f24r.20	f24r.16:4	B	f24r.12:1	qokchy	f24r.11:5		False	False	False	IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT	NO_BOUND_SUBTRACTION	recorded
IT2a	f24r|f24r.1-f24r.20	f24r.16:4	B	f24r.12:2	qotchy	f24r.12:3	f24r.12:4	False	False	True		NO_BOUND_SUBTRACTION	recorded
IT2a	f24r|f24r.1-f24r.20	f24r.16:4	B	f24r.12:5	ckhy	f24r.12:4		False	False	False		NO_BOUND_SUBTRACTION	recorded
IT2a	f24r|f24r.1-f24r.20	f24r.16:4	B	f24r.13:4	chey	f24r.12:4		False	False	False	IMPLICIT_SUBJECT_CONTINUATION	NO_BOUND_SUBTRACTION	recorded
IT2a	f24r|f24r.1-f24r.20	f24r.16:4	B	f24r.14:2	cheey	f24r.14:4		False	False	False	UNREAD_BETWEEN:f24r.14:3	NO_BOUND_SUBTRACTION	recorded
IT2a	f24r|f24r.1-f24r.20	f24r.16:4	J	f24r.1:4	she	f24r.1:2		False	False	False	UNREAD_BETWEEN:f24r.1:3	NO_BOUND_SUBTRACTION	recorded
IT2a	f24r|f24r.1-f24r.20	f24r.16:4	J	f24r.3:6	ckhy	f24r.3:4		False	False	False		NO_BOUND_SUBTRACTION	recorded
IT2a	f24r|f24r.1-f24r.20	f24r.16:4	J	f24r.5:4	chey	f24r.5:5		False	False	False		NO_BOUND_SUBTRACTION	recorded
IT2a	f24r|f24r.1-f24r.20	f24r.16:4	J	f24r.6:5	qoky	f24r.6:3		False	False	False	UNREAD_BETWEEN:f24r.6:4	NO_BOUND_SUBTRACTION	recorded
IT2a	f24r|f24r.1-f24r.20	f24r.16:4	J	f24r.12:1	qokchy	f24r.12:3	f24r.12:4	False	False	False		NO_BOUND_SUBTRACTION	recorded
IT2a	f24r|f24r.1-f24r.20	f24r.16:4	J	f24r.12:2	qotchy	f24r.12:3	f24r.12:4	False	False	True		NO_BOUND_SUBTRACTION	recorded
IT2a	f24r|f24r.1-f24r.20	f24r.16:4	J	f24r.12:5	ckhy	f24r.12:4		False	False	False		NO_BOUND_SUBTRACTION	recorded
IT2a	f24r|f24r.1-f24r.20	f24r.16:4	J	f24r.13:4	chey	f24r.12:4		False	False	False	IMPLICIT_SUBJECT_CONTINUATION	NO_BOUND_SUBTRACTION	recorded
IT2a	f24r|f24r.1-f24r.20	f24r.16:4	J	f24r.14:2	cheey	f24r.14:4		False	False	False	UNREAD_BETWEEN:f24r.14:3	NO_BOUND_SUBTRACTION	recorded
IT2a	f24r|f24r.1-f24r.20	f24r.16:4	M	f24r.1:4	she	f24r.1:2		False	False	False	UNREAD_BETWEEN:f24r.1:3	NO_BOUND_SUBTRACTION	recorded
IT2a	f24r|f24r.1-f24r.20	f24r.16:4	M	f24r.3:6	ckhy	f24r.3:4		False	False	False		NO_BOUND_SUBTRACTION	recorded
IT2a	f24r|f24r.1-f24r.20	f24r.16:4	M	f24r.5:4	chey	f24r.5:5		False	False	False		NO_BOUND_SUBTRACTION	recorded
IT2a	f24r|f24r.1-f24r.20	f24r.16:4	M	f24r.6:5	qoky	f24r.6:3		False	False	False	UNREAD_BETWEEN:f24r.6:4	NO_BOUND_SUBTRACTION	recorded
IT2a	f24r|f24r.1-f24r.20	f24r.16:4	M	f24r.12:1	qokchy	f24r.12:3	f24r.12:4	False	False	False		NO_BOUND_SUBTRACTION	recorded
IT2a	f24r|f24r.1-f24r.20	f24r.16:4	M	f24r.12:2	qotchy	f24r.12:3	f24r.12:4	False	False	True		NO_BOUND_SUBTRACTION	recorded
IT2a	f24r|f24r.1-f24r.20	f24r.16:4	M	f24r.12:5	ckhy	f24r.12:4		False	False	False		NO_BOUND_SUBTRACTION	recorded
IT2a	f24r|f24r.1-f24r.20	f24r.16:4	M	f24r.13:4	chey	f24r.12:4		False	False	False	IMPLICIT_SUBJECT_CONTINUATION	NO_BOUND_SUBTRACTION	recorded
IT2a	f24r|f24r.1-f24r.20	f24r.16:4	M	f24r.14:2	cheey	f24r.14:4		False	False	False	UNREAD_BETWEEN:f24r.14:3	NO_BOUND_SUBTRACTION	recorded
IT2a	f93r|f93r.1-f93r.32	f93r.3:5	B	f93r.2:3	chol	f93r.2:6		False	False	False	UNREAD_BETWEEN:f93r.2:4;UNREAD_BETWEEN:f93r.2:5	NO_BOUND_SUBTRACTION	recorded
IT2a	f93r|f93r.1-f93r.32	f93r.3:5	J	f93r.2:3	chol	f93r.2:6		False	False	False	UNREAD_BETWEEN:f93r.2:4;UNREAD_BETWEEN:f93r.2:5	NO_BOUND_SUBTRACTION	recorded
IT2a	f93r|f93r.1-f93r.32	f93r.3:5	M	f93r.2:3	chol	f93r.2:6		False	False	False	UNREAD_BETWEEN:f93r.2:4;UNREAD_BETWEEN:f93r.2:5	NO_BOUND_SUBTRACTION	recorded
RF1b	f22v|f22v.6-f22v.16	f22v.8:5	B	f22v.8:1	qotchy	f22v.8:2	f22v.8:3	True	True	True		LOCAL_REMAINDER_PAIR_CANDIDATE	recorded
RF1b	f22v|f22v.6-f22v.16	f22v.8:5	J	f22v.8:1	qotchy	f22v.8:2	f22v.8:3	True	True	True		LOCAL_REMAINDER_PAIR_CANDIDATE	recorded
RF1b	f22v|f22v.6-f22v.16	f22v.8:5	M	f22v.8:1	qotchy	f22v.8:2	f22v.8:3	True	True	True		LOCAL_REMAINDER_PAIR_CANDIDATE	recorded
RF1b	f24r|f24r.1-f24r.20	f24r.16:4	B	f24r.1:4	she	f24r.1:2		False	False	False	UNREAD_BETWEEN:f24r.1:3	NO_BOUND_SUBTRACTION	recorded
RF1b	f24r|f24r.1-f24r.20	f24r.16:4	B	f24r.3:5	ckhy	f24r.3:3		False	False	False		NO_BOUND_SUBTRACTION	recorded
RF1b	f24r|f24r.1-f24r.20	f24r.16:4	B	f24r.5:4	chey	f24r.5:5		False	False	False		NO_BOUND_SUBTRACTION	recorded
RF1b	f24r|f24r.1-f24r.20	f24r.16:4	B	f24r.6:5	qoky	f24r.6:3		False	False	False	UNREAD_BETWEEN:f24r.6:4	NO_BOUND_SUBTRACTION	recorded
RF1b	f24r|f24r.1-f24r.20	f24r.16:4	B	f24r.12:1	qokchy	f24r.11:5		False	False	False	IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT	NO_BOUND_SUBTRACTION	recorded
RF1b	f24r|f24r.1-f24r.20	f24r.16:4	B	f24r.12:2	qotchy	f24r.12:3	f24r.12:4	False	False	True		NO_BOUND_SUBTRACTION	recorded
RF1b	f24r|f24r.1-f24r.20	f24r.16:4	B	f24r.13:4	chey	f24r.12:4		False	False	False	UNREAD_BETWEEN:f24r.12:5;IMPLICIT_SUBJECT_CONTINUATION	NO_BOUND_SUBTRACTION	recorded
RF1b	f24r|f24r.1-f24r.20	f24r.16:4	B	f24r.14:2	cheey	f24r.14:4		False	False	False	UNREAD_BETWEEN:f24r.14:3	NO_BOUND_SUBTRACTION	recorded
RF1b	f24r|f24r.1-f24r.20	f24r.16:4	J	f24r.1:4	she	f24r.1:2		False	False	False	UNREAD_BETWEEN:f24r.1:3	NO_BOUND_SUBTRACTION	recorded
RF1b	f24r|f24r.1-f24r.20	f24r.16:4	J	f24r.3:5	ckhy	f24r.3:3		False	False	False		NO_BOUND_SUBTRACTION	recorded
RF1b	f24r|f24r.1-f24r.20	f24r.16:4	J	f24r.5:4	chey	f24r.5:5		False	False	False		NO_BOUND_SUBTRACTION	recorded
RF1b	f24r|f24r.1-f24r.20	f24r.16:4	J	f24r.6:5	qoky	f24r.6:3		False	False	False	UNREAD_BETWEEN:f24r.6:4	NO_BOUND_SUBTRACTION	recorded
RF1b	f24r|f24r.1-f24r.20	f24r.16:4	J	f24r.12:1	qokchy	f24r.12:3	f24r.12:4	False	False	False		NO_BOUND_SUBTRACTION	recorded
RF1b	f24r|f24r.1-f24r.20	f24r.16:4	J	f24r.12:2	qotchy	f24r.12:3	f24r.12:4	False	False	True		NO_BOUND_SUBTRACTION	recorded
RF1b	f24r|f24r.1-f24r.20	f24r.16:4	J	f24r.13:4	chey	f24r.12:4		False	False	False	UNREAD_BETWEEN:f24r.12:5;IMPLICIT_SUBJECT_CONTINUATION	NO_BOUND_SUBTRACTION	recorded
RF1b	f24r|f24r.1-f24r.20	f24r.16:4	J	f24r.14:2	cheey	f24r.14:4		False	False	False	UNREAD_BETWEEN:f24r.14:3	NO_BOUND_SUBTRACTION	recorded
RF1b	f24r|f24r.1-f24r.20	f24r.16:4	M	f24r.1:4	she	f24r.1:2		False	False	False	UNREAD_BETWEEN:f24r.1:3	NO_BOUND_SUBTRACTION	recorded
RF1b	f24r|f24r.1-f24r.20	f24r.16:4	M	f24r.3:5	ckhy	f24r.3:3		False	False	False		NO_BOUND_SUBTRACTION	recorded
RF1b	f24r|f24r.1-f24r.20	f24r.16:4	M	f24r.5:4	chey	f24r.5:5		False	False	False		NO_BOUND_SUBTRACTION	recorded
RF1b	f24r|f24r.1-f24r.20	f24r.16:4	M	f24r.6:5	qoky	f24r.6:3		False	False	False	UNREAD_BETWEEN:f24r.6:4	NO_BOUND_SUBTRACTION	recorded
RF1b	f24r|f24r.1-f24r.20	f24r.16:4	M	f24r.12:1	qokchy	f24r.12:3	f24r.12:4	False	False	False		NO_BOUND_SUBTRACTION	recorded
RF1b	f24r|f24r.1-f24r.20	f24r.16:4	M	f24r.12:2	qotchy	f24r.12:3	f24r.12:4	False	False	True		NO_BOUND_SUBTRACTION	recorded
RF1b	f24r|f24r.1-f24r.20	f24r.16:4	M	f24r.13:4	chey	f24r.12:4		False	False	False	UNREAD_BETWEEN:f24r.12:5;IMPLICIT_SUBJECT_CONTINUATION	NO_BOUND_SUBTRACTION	recorded
RF1b	f24r|f24r.1-f24r.20	f24r.16:4	M	f24r.14:2	cheey	f24r.14:4		False	False	False	UNREAD_BETWEEN:f24r.14:3	NO_BOUND_SUBTRACTION	recorded
RF1b	f93r|f93r.1-f93r.32	f93r.3:5	B	f93r.2:3	chol	f93r.2:6		False	False	False	UNREAD_BETWEEN:f93r.2:4;UNREAD_BETWEEN:f93r.2:5	NO_BOUND_SUBTRACTION	recorded
RF1b	f93r|f93r.1-f93r.32	f93r.3:5	J	f93r.2:3	chol	f93r.2:6		False	False	False	UNREAD_BETWEEN:f93r.2:4;UNREAD_BETWEEN:f93r.2:5	NO_BOUND_SUBTRACTION	recorded
RF1b	f93r|f93r.1-f93r.32	f93r.3:5	M	f93r.2:3	chol	f93r.2:6		False	False	False	UNREAD_BETWEEN:f93r.2:4;UNREAD_BETWEEN:f93r.2:5	NO_BOUND_SUBTRACTION	recorded
