attachment_id	focus_key	focus_core	focus_value_de	focus_family	event_id	pass1026_event_id	running_event_ordinal	physical_page	register	statement_id	card_ordinal_in_statement	locus	owner_de	surface	component_recipe	focus_atom_ordinal	focus_occurrence_ordinal	left_atom	right_atom	active_head_before	chosen_attachment_class	chosen_action	chosen_action_value_de	chosen_action_event_id	chosen_action_card_ordinal	chosen_action_atom_ordinal	selected_attachment_de	teaching_rule_families	micro_signature	r_position_mode	duplicate_scope_mode	duplicate_scope_role	paired_focus_atom_ordinal	bounded_lookahead_cards	owner_boundary_crossed	resolution_status
G399-A00011	P912-E0011:AR:1	AR	AUSGANG	RELATION	P912-E0011	P1026-E0011	11	f10r	HERBAL	P1009-S001	11	f10r.2	zweiknolliges blauköpfiges Heilkraut	char	AR	1	1	CARD_START	CARD_END	T=EINSTELLEN	PREVIOUS_CARD_ACTION	T	EINSTELLEN	P912-E0010	10	2	T=EINSTELLEN⟨VORIGE KARTE⟩[AR=AUSGANG]	AL_AR_ORDERED_FALLBACK	AL_AR__PREVIOUS_CARD_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00012	P912-E0012:Y:1	Y	AKTIVER POSTEN	ARGUMENT	P912-E0012	P1026-E0012	12	f10r	HERBAL	P1009-S001	12	f10r.2	zweiknolliges blauköpfiges Heilkraut	chty	CH+T+Y	3	1	T	CARD_END	T=EINSTELLEN	SAME_CARD_LEFT_ACTION	T	EINSTELLEN	P912-E0012	12	2	T=EINSTELLEN[Y=AKTIVER POSTEN]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00013	P912-E0014:AIR:1	AIR	LAUF	RELATION	P912-E0014	P1026-E0014	14	f10r	HERBAL	P1009-S001	14	f10r.2	zweiknolliges blauköpfiges Heilkraut	chair	CH+AIR	2	1	CH	CARD_END	T=EINSTELLEN	SAME_CARD_LEFT_ACTION	CH	NEHMEN	P912-E0014	14	1	CH=NEHMEN[AIR=LAUF]	L_AIR_RIGHT_FALLBACK	L_AIR__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00014	P912-E0015:Y:1	Y	AKTIVER POSTEN	ARGUMENT	P912-E0015	P1026-E0015	15	f10r	HERBAL	P1009-S001	15	f10r.2	zweiknolliges blauköpfiges Heilkraut	otytchol	OT+Y+T+CH+OL	2	1	OT	T	CH=NEHMEN	SAME_CARD_RIGHT_ACTION	T	EINSTELLEN	P912-E0015	15	3	[Y=AKTIVER POSTEN]→T=EINSTELLEN	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_RIGHT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00015	P912-E0016:Y:1	Y	AKTIVER POSTEN	ARGUMENT	P912-E0016	P1026-E0016	16	f10r	HERBAL	P1009-S001	16	f10r.2	zweiknolliges blauköpfiges Heilkraut	oky	OK+Y	2	1	OK	CARD_END	CH=NEHMEN	SAME_CARD_LEFT_ACTION	OK	SETZEN	P912-E0016	16	1	OK=SETZEN[Y=AKTIVER POSTEN]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00016	P912-E0017:AIIN:1	AIIN	WERT	ARGUMENT	P912-E0017	P1026-E0017	17	f10r	HERBAL	P1009-S001	17	f10r.2	zweiknolliges blauköpfiges Heilkraut	daiin	AIIN	1	1	CARD_START	CARD_END	OK=SETZEN	PREVIOUS_CARD_ACTION	OK	SETZEN	P912-E0016	16	1	OK=SETZEN⟨VORIGE KARTE⟩[AIIN=WERT]	PREVIOUS_CARD_STACK	ARG_GRADE__PREVIOUS_CARD_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00017	P912-E0018:E:1	E	GRAD I	GRADE	P912-E0018	P1026-E0018	18	f10r	HERBAL	P1009-S001	18	f10r.2	zweiknolliges blauköpfiges Heilkraut	etyd	E+T+Y	1	1	CARD_START	T	OK=SETZEN	SAME_CARD_RIGHT_ACTION	T	EINSTELLEN	P912-E0018	18	2	[E=GRAD I]→T=EINSTELLEN	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_RIGHT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00018	P912-E0018:Y:1	Y	AKTIVER POSTEN	ARGUMENT	P912-E0018	P1026-E0018	18	f10r	HERBAL	P1009-S001	18	f10r.2	zweiknolliges blauköpfiges Heilkraut	etyd	E+T+Y	3	1	T	CARD_END	OK=SETZEN	SAME_CARD_LEFT_ACTION	T	EINSTELLEN	P912-E0018	18	2	T=EINSTELLEN[Y=AKTIVER POSTEN]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00019	P912-E0019:OR:1	OR	EINHEIT	ARGUMENT	P912-E0019	P1026-E0019	19	f10r	HERBAL	P1009-S001	19	f10r.3	zweiknolliges blauköpfiges Heilkraut	qotor	OT+OR	2	1	OT	CARD_END	T=EINSTELLEN	PREVIOUS_CARD_ACTION	T	EINSTELLEN	P912-E0018	18	2	T=EINSTELLEN⟨VORIGE KARTE⟩[OR=EINHEIT]	PREVIOUS_CARD_STACK	ARG_GRADE__PREVIOUS_CARD_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00020	P912-E0021:Y:1	Y	AKTIVER POSTEN	ARGUMENT	P912-E0021	P1026-E0021	21	f10r	HERBAL	P1009-S001	21	f10r.3	zweiknolliges blauköpfiges Heilkraut	tchy	T+Y	2	1	T	CARD_END	T=EINSTELLEN	SAME_CARD_LEFT_ACTION	T	EINSTELLEN	P912-E0021	21	1	T=EINSTELLEN[Y=AKTIVER POSTEN]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00021	P912-E0022:AIIN:1	AIIN	WERT	ARGUMENT	P912-E0022	P1026-E0022	22	f10r	HERBAL	P1009-S001	22	f10r.3	zweiknolliges blauköpfiges Heilkraut	daiin	AIIN	1	1	CARD_START	CARD_END	T=EINSTELLEN	PREVIOUS_CARD_ACTION	T	EINSTELLEN	P912-E0021	21	1	T=EINSTELLEN⟨VORIGE KARTE⟩[AIIN=WERT]	PREVIOUS_CARD_STACK	ARG_GRADE__PREVIOUS_CARD_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00022	P912-E0023:Y:1	Y	AKTIVER POSTEN	ARGUMENT	P912-E0023	P1026-E0023	23	f10r	HERBAL	P1009-S001	23	f10r.3	zweiknolliges blauköpfiges Heilkraut	chocthy	CH+O+CH+T+Y	5	1	T	CARD_END	T=EINSTELLEN	SAME_CARD_LEFT_ACTION	T	EINSTELLEN	P912-E0023	23	4	T=EINSTELLEN[Y=AKTIVER POSTEN]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00023	P912-E0024:Y:1	Y	AKTIVER POSTEN	ARGUMENT	P912-E0024	P1026-E0024	24	f10r	HERBAL	P1009-S001	24	f10r.3	zweiknolliges blauköpfiges Heilkraut	qotchy	OT+Y	2	1	OT	CARD_END	T=EINSTELLEN	PREVIOUS_CARD_ACTION	T	EINSTELLEN	P912-E0023	23	4	T=EINSTELLEN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	PREVIOUS_CARD_STACK	ARG_GRADE__PREVIOUS_CARD_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00024	P912-E0026:OR:1	OR	EINHEIT	ARGUMENT	P912-E0026	P1026-E0026	26	f10r	HERBAL	P1009-S001	26	f10r.3	zweiknolliges blauköpfiges Heilkraut	or	OR	1	1	CARD_START	CARD_END	T=EINSTELLEN	INHERITED_ACTION	T	EINSTELLEN	P912-E0023	23	4	T=EINSTELLEN⟨GEERBT⟩[OR=EINHEIT]	INHERITED_ACTION_STACK	ARG_GRADE__INHERITED_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00025	P912-E0027:Y:1	Y	AKTIVER POSTEN	ARGUMENT	P912-E0027	P1026-E0027	27	f10r	HERBAL	P1009-S001	27	f10r.3	zweiknolliges blauköpfiges Heilkraut	yty	Y+T+Y	1	1	CARD_START	T	T=EINSTELLEN	SAME_CARD_RIGHT_ACTION	T	EINSTELLEN	P912-E0027	27	2	[Y=AKTIVER POSTEN]→T=EINSTELLEN	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_RIGHT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00026	P912-E0027:Y:2	Y	AKTIVER POSTEN	ARGUMENT	P912-E0027	P1026-E0027	27	f10r	HERBAL	P1009-S001	27	f10r.3	zweiknolliges blauköpfiges Heilkraut	yty	Y+T+Y	3	2	T	CARD_END	T=EINSTELLEN	SAME_CARD_LEFT_ACTION	T	EINSTELLEN	P912-E0027	27	2	T=EINSTELLEN[Y=AKTIVER POSTEN]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00027	P912-E0028:Y:1	Y	AKTIVER POSTEN	ARGUMENT	P912-E0028	P1026-E0028	28	f10r	HERBAL	P1009-S001	28	f10r.3	zweiknolliges blauköpfiges Heilkraut	dy	Y	1	1	CARD_START	CARD_END	T=EINSTELLEN	PREVIOUS_CARD_ACTION	T	EINSTELLEN	P912-E0027	27	2	T=EINSTELLEN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	PREVIOUS_CARD_STACK	ARG_GRADE__PREVIOUS_CARD_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00028	P912-E0029:Y:1	Y	AKTIVER POSTEN	ARGUMENT	P912-E0029	P1026-E0029	29	f10r	HERBAL	P1009-S001	29	f10r.3	zweiknolliges blauköpfiges Heilkraut	dy	Y	1	1	CARD_START	CARD_END	T=EINSTELLEN	INHERITED_ACTION	T	EINSTELLEN	P912-E0027	27	2	T=EINSTELLEN⟨GEERBT⟩[Y=AKTIVER POSTEN]	INHERITED_ACTION_STACK	ARG_GRADE__INHERITED_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00029	P912-E0030:OR:1	OR	EINHEIT	ARGUMENT	P912-E0030	P1026-E0030	30	f10r	HERBAL	P1009-S001	30	f10r.4	zweiknolliges blauköpfiges Heilkraut	sor	S+OR	2	1	S	CARD_END	T=EINSTELLEN	SAME_CARD_LEFT_ACTION	S	WÄHLEN	P912-E0030	30	1	S=WÄHLEN[OR=EINHEIT]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00030	P912-E0031:AIIN:1	AIIN	WERT	ARGUMENT	P912-E0031	P1026-E0031	31	f10r	HERBAL	P1009-S001	31	f10r.4	zweiknolliges blauköpfiges Heilkraut	chaiin	CH+AIIN	2	1	CH	CARD_END	S=WÄHLEN	SAME_CARD_LEFT_ACTION	CH	NEHMEN	P912-E0031	31	1	CH=NEHMEN[AIIN=WERT]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00031	P912-E0032:Y:1	Y	AKTIVER POSTEN	ARGUMENT	P912-E0032	P1026-E0032	32	f10r	HERBAL	P1009-S001	32	f10r.4	zweiknolliges blauköpfiges Heilkraut	chcthy	CH+CH+T+Y	4	1	T	CARD_END	CH=NEHMEN	SAME_CARD_LEFT_ACTION	T	EINSTELLEN	P912-E0032	32	3	T=EINSTELLEN[Y=AKTIVER POSTEN]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00032	P912-E0034:Y:1	Y	AKTIVER POSTEN	ARGUMENT	P912-E0034	P1026-E0034	34	f10r	HERBAL	P1009-S001	34	f10r.4	zweiknolliges blauköpfiges Heilkraut	ckhy	CH+K+Y	3	1	K	CARD_END	T=EINSTELLEN	SAME_CARD_LEFT_ACTION	K	GEBEN	P912-E0034	34	2	K=GEBEN[Y=AKTIVER POSTEN]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00033	P912-E0035:OR:1	OR	EINHEIT	ARGUMENT	P912-E0035	P1026-E0035	35	f10r	HERBAL	P1009-S001	35	f10r.4	zweiknolliges blauköpfiges Heilkraut	or	OR	1	1	CARD_START	CARD_END	K=GEBEN	PREVIOUS_CARD_ACTION	K	GEBEN	P912-E0034	34	2	K=GEBEN⟨VORIGE KARTE⟩[OR=EINHEIT]	PREVIOUS_CARD_STACK	ARG_GRADE__PREVIOUS_CARD_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00034	P912-E0036:AIIN:1	AIIN	WERT	ARGUMENT	P912-E0036	P1026-E0036	36	f10r	HERBAL	P1009-S001	36	f10r.4	zweiknolliges blauköpfiges Heilkraut	aiin	AIIN	1	1	CARD_START	CARD_END	K=GEBEN	INHERITED_ACTION	K	GEBEN	P912-E0034	34	2	K=GEBEN⟨GEERBT⟩[AIIN=WERT]	INHERITED_ACTION_STACK	ARG_GRADE__INHERITED_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00035	P912-E0037:OR:1	OR	EINHEIT	ARGUMENT	P912-E0037	P1026-E0037	37	f10r	HERBAL	P1009-S001	37	f10r.4	zweiknolliges blauköpfiges Heilkraut	chtchor	CH+T+CH+OR	4	1	CH	CARD_END	K=GEBEN	SAME_CARD_LEFT_ACTION	CH	NEHMEN	P912-E0037	37	3	CH=NEHMEN[OR=EINHEIT]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00036	P912-E0040:Y:1	Y	AKTIVER POSTEN	ARGUMENT	P912-E0040	P1026-E0040	40	f10r	HERBAL	P1009-S002	1	f10r.5	zweiknolliges blauköpfiges Heilkraut	qokchy	OK+Y	2	1	OK	CARD_END	NONE	SAME_CARD_LEFT_ACTION	OK	SETZEN	P912-E0040	1	1	OK=SETZEN[Y=AKTIVER POSTEN]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00037	P912-E0043:Y:1	Y	AKTIVER POSTEN	ARGUMENT	P912-E0043	P1026-E0043	43	f10r	HERBAL	P1009-S002	4	f10r.5	zweiknolliges blauköpfiges Heilkraut	cthy	CH+T+Y	3	1	T	CARD_END	CH=NEHMEN	SAME_CARD_LEFT_ACTION	T	EINSTELLEN	P912-E0043	4	2	T=EINSTELLEN[Y=AKTIVER POSTEN]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00038	P912-E0044:Y:1	Y	AKTIVER POSTEN	ARGUMENT	P912-E0044	P1026-E0044	44	f10r	HERBAL	P1009-S002	5	f10r.6	zweiknolliges blauköpfiges Heilkraut	ycheor	Y+CH+E+O+R	1	1	CARD_START	CH	T=EINSTELLEN	SAME_CARD_RIGHT_ACTION	CH	NEHMEN	P912-E0044	5	2	[Y=AKTIVER POSTEN]→CH=NEHMEN	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_RIGHT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00039	P912-E0044:E:1	E	GRAD I	GRADE	P912-E0044	P1026-E0044	44	f10r	HERBAL	P1009-S002	5	f10r.6	zweiknolliges blauköpfiges Heilkraut	ycheor	Y+CH+E+O+R	3	1	CH	O	T=EINSTELLEN	SAME_CARD_LEFT_ACTION	CH	NEHMEN	P912-E0044	5	2	CH=NEHMEN[E=GRAD I]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00040	P912-E0045:Y:1	Y	AKTIVER POSTEN	ARGUMENT	P912-E0045	P1026-E0045	45	f10r	HERBAL	P1009-S002	6	f10r.6	zweiknolliges blauköpfiges Heilkraut	cthy	CH+T+Y	3	1	T	CARD_END	CH=NEHMEN	SAME_CARD_LEFT_ACTION	T	EINSTELLEN	P912-E0045	6	2	T=EINSTELLEN[Y=AKTIVER POSTEN]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00041	P912-E0046:OR:1	OR	EINHEIT	ARGUMENT	P912-E0046	P1026-E0046	46	f10r	HERBAL	P1009-S002	7	f10r.6	zweiknolliges blauköpfiges Heilkraut	chor	CH+OR	2	1	CH	CARD_END	T=EINSTELLEN	SAME_CARD_LEFT_ACTION	CH	NEHMEN	P912-E0046	7	1	CH=NEHMEN[OR=EINHEIT]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00042	P912-E0047:AIIN:1	AIIN	WERT	ARGUMENT	P912-E0047	P1026-E0047	47	f10r	HERBAL	P1009-S002	8	f10r.6	zweiknolliges blauköpfiges Heilkraut	cthaiin	CH+T+AIIN	3	1	T	CARD_END	CH=NEHMEN	SAME_CARD_LEFT_ACTION	T	EINSTELLEN	P912-E0047	8	2	T=EINSTELLEN[AIIN=WERT]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00043	P912-E0048:Y:1	Y	AKTIVER POSTEN	ARGUMENT	P912-E0048	P1026-E0048	48	f10r	HERBAL	P1009-S002	9	f10r.6	zweiknolliges blauköpfiges Heilkraut	qoctholy	CARRIER_Q+O+CH+T+OL+Y	6	1	OL	CARD_END	T=EINSTELLEN	SAME_CARD_LEFT_ACTION	T	EINSTELLEN	P912-E0048	9	4	T=EINSTELLEN[Y=AKTIVER POSTEN]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00044	P912-E0049:Y:1	Y	AKTIVER POSTEN	ARGUMENT	P912-E0049	P1026-E0049	49	f10r	HERBAL	P1009-S002	10	f10r.6	zweiknolliges blauköpfiges Heilkraut	dy	Y	1	1	CARD_START	CARD_END	T=EINSTELLEN	PREVIOUS_CARD_ACTION	T	EINSTELLEN	P912-E0048	9	4	T=EINSTELLEN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	PREVIOUS_CARD_STACK	ARG_GRADE__PREVIOUS_CARD_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A00045	P912-E0050:Y:1	Y	AKTIVER POSTEN	ARGUMENT	P912-E0050	P1026-E0050	50	f10r	HERBAL	P1009-S002	11	f10r.6	zweiknolliges blauköpfiges Heilkraut	chy	Y	1	1	CARD_START	CARD_END	T=EINSTELLEN	INHERITED_ACTION	T	EINSTELLEN	P912-E0048	9	4	T=EINSTELLEN⟨GEERBT⟩[Y=AKTIVER POSTEN]	INHERITED_ACTION_STACK	ARG_GRADE__INHERITED_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
