statement_id	physical_page	register	event_count	changed_event_count	old_recipe_sequence	new_recipe_sequence	old_focus_count	new_focus_count	focus_count_delta	added_focus_atoms	removed_focus_atoms	old_rule_families	new_rule_families	new_bounded_forward_count	new_owner_only_count	scope_rebuild_result
P1009-S056	f72r	CELESTIAL	13	5	OK+EE+OL | AR+OL | OK+EE+Y | AL+AIIN | OK+E+OR | OL | O | OT+EE+O+S_ADDR | AIIN | CH+AL | OT+AIIN | T+CH+OR | CH+K+Y	OK+EE+OL+S | AR+OL+Y | OK+EE+S | AL+AIIN | OK+E+OR | OL | O | OT+E+O+S_ADDR | AIIN | CH+AL | OT+AIIN | A_ADDR+T+CH+OR | CH+K+Y	14	14	0	E×1	EE×1	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	0	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S057	f72r	CELESTIAL	41	8	OT+EE+O+S_ADDR | AIIN | OK+E+O | AIIN | OK+EE+Y | CH+E+O | T+E+O+D_ADDR+AL | OL | OK+E+OL | OL+Y | OT+E+O+K+EE+Y | T+EE+Y | OK+AIIN | OK+CH+AL | Y | AL | O | K+EE+Y | AIIN | OT+AR | AL | OT+AIIN | OT+Y | O+EE+Y | S | CH+AL | CH+K+EE+K+AIIN | OT+AIIN | Y | D_ADDR | R | AIIN | AL | Y | O | CH+K+EE+K+AIIN | OK+AL | OK+EE+AL | S+AIIN | OT+O | OT+EE+Y	OT+E+O+S_ADDR | AIIN | OK+E+O | AIIN | OK+EE+Y | CH+E+O | K+E+O+AL | OL | OK+E+OL | OL+Y | OT+E+O+K+EE+Y | T+E+Y | OK+AIIN | OK+CH+AL | Y | AL | O | K+EE+Y | AIIN | OT+AR | AL | OT+AIIN | OT+Y | O+EE+Y | S | CH+K+AL | CH+K+AIIN | OT+AIIN | Y | D_ADDR | R | AIIN | AL | Y | O | CH+K+AIIN | OK+AL | OK+E+O+AL | S+AIIN | OT+O | OT+EE+S	45	42	-3	E×3	Y×1|EE×5	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|NEAREST_HEAD_LEFT_TIE|ONE_CARD_FORWARD|OWNER_CONTEXT|PREVIOUS_CARD_STACK|R_POSITIONAL_MARKING	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|NEAREST_HEAD_LEFT_TIE|ONE_CARD_FORWARD|OWNER_CONTEXT|PREVIOUS_CARD_STACK|R_POSITIONAL_MARKING	1	1	COMPLETE__NO_NEW_CORE_VALUE
P1009-S058	f72r	CELESTIAL	17	5	OT+EE+Y | T+EE+Y | T+E+O+D_ADDR+AL | OK+AL | OL | CH+E+O+L | OL | AIIN | OT+O | AIIN | OK+AL | OT+E+Y | OT+AIIN | OT+AL+Y | AL | OK+AL | AL+CHD+DY	OT+EE+Y | T+E+Y | T+E+O+D_ADDR+AL | OK+AL+Y | OL | CH+E+O+L | OL | AIIN | OT+E+O | AIIN | SH+OK+AL | OT+E+Y | OT+AIIN | OT+AL+Y | AL | OK+AL+Y | AL+CHD+DY	20	23	3	Y×2|E×2	EE×1	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK|Q_OT_PACKAGE_FORWARD	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK|Q_OT_PACKAGE_FORWARD	2	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S059	f72r	CELESTIAL	4	2	T+EEE+Y | OK+AL | SH+E+Y | OT+EE+DY	E+T+EEE+Y | OK+AL | SH+E+Y | OT+EE+O+DY	6	7	1	E×1	NONE	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	0	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S060	f72r	CELESTIAL	5	2	SH+E+CH+T+Y | OT+AL | CH+O+S | OT+EE+Y | AIIN	SH+E+Y+CH+T+Y | OT+AL | CH+A_ADDR+S | OT+EE+Y | AIIN	6	7	1	Y×1	NONE	INHERITED_ACTION_STACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	0	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S061	f72r	CELESTIAL	15	5	OT+AR | AIR | AL+Y | OK+AIIN | OT+EE+Y | CH+O+S | CH+CH+S | AR | AL+Y | T+AL | D_ADDR+AR | OT+Y | OK+AIIN | OL+AIIN | Y	OT+O+AR | AIR | AL+O+Y | OK+AIIN | OT+EE+S | CH+S | CH+CH+S | AR | AL+Y | T+AL+Y | D_ADDR+AR | OT+Y | OK+AIIN | OL+AIIN | Y	16	16	0	NONE	NONE	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|NEAREST_HEAD_LEFT_TIE|ONE_CARD_FORWARD|OWNER_CONTEXT|PREVIOUS_CARD_STACK	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|ONE_CARD_FORWARD|PREVIOUS_CARD_STACK	1	3	COMPLETE__NO_NEW_CORE_VALUE
P1009-S062	f72r	CELESTIAL	11	2	OK+EE+Y | CH+K+O+D_ADDR+Y | OT+O | Y+K+EE+Y | CHD+AIIN | OK+EE+OL | CH+EE+OR | CH+O+CH+T+AR | AR | OT+E+O+Y | OT+EE+DY	OK+EE+Y | CH+K+O+Y | OT+E+O | Y+K+EE+Y | CHD+AIIN | OK+EE+OL | CH+EE+OR | CH+O+CH+T+AR | AR | OT+E+O+Y | OT+EE+DY	15	16	1	E×1	NONE	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	0	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S063	f72r	CELESTIAL	19	6	OK+E+OL+AIIN | OT+EE+Y | OK+AL+AR | E+OL | SH+E+OL | AL | AL+AIIN | OK+E+O | AL+AIIN | OK+OR | O | O+D_ADDR+AR | OK+EE+Y | S | AR | AIIN | CH+E+CH+K+Y | OK+EE+Y | OT+EE+DY	OK+E+OL+AIIN | OT+EE+Y | OK+AR+AR | T+E+O | SH+E+OL | AL | AL+AIIN+LOCAL_CHAR_I | OK+E+O+S | AL+AIIN | OK+OR | O | O+D_ADDR+AR | OK+EE | S | AR | AIIN | CH+E+CH+K+Y | OK+EE+S | OT+EE+DY	25	23	-2	AR×1	Y×2|AL×1	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	0	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S064	f72r	CELESTIAL	17	4	CH+K+AR | OK+AR | OL+Y | CH+E+S | OS | O+IIN | OK+EE+Y | SH+EE+Y | CH+E+S | OK+E+O+D_ADDR+Y | AL+Y | SH+CH+T+Y | CH+OT+EE+Y | SH+E+OL | OL | SH+EE+Y | OR+AIN	CH+K+AR | OK+AR | OL+Y | CH+E+S | OS | O+IIN | OK+EEE+Y | SH+EE+Y | CH+E+S | OK+E+O+D_ADDR+Y | AL+Y | SH+O+CH+T+Y | CH+OT+EE+Y | SH+E+OL+Y | E+OL | SH+EE+Y | OR+AIN	21	23	2	Y×1|E×1|EEE×1	EE×1	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	0	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S065	f72r	CELESTIAL	1	1	OT+CHD+DY	OT+O+CHD+DY	0	0	0	NONE	NONE	NONE	NONE	0	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S066	f72r	CELESTIAL	4	1	OT+E+Y | O | K+EE+Y | SH+EE+DY	OT+E+Y | O | K+O+E+Y | SH+EE+DY	5	5	0	E×1	EE×1	NEAREST_HEAD_LEFT_TIE|OWNER_CONTEXT	NEAREST_HEAD_LEFT_TIE|OWNER_CONTEXT	0	2	COMPLETE__NO_NEW_CORE_VALUE
P1009-S067	f72r	CELESTIAL	36	9	OT+E+O+D_ADDR+AR | Y+K+E+OL+OL | Y | AIR | OT+EE+O+S_ADDR | CH+E+O | L | AIIN | Y+K+OL+Y | OT+AIIN | SH+E+AR | O+IIN | OR+AL+Y | O | AL+Y | OK+OR | OT+E+O+Y | OS | OT+EE+Y | CH+T+O+S | OT+EE+Y | S+OR | OT+E+OL | SH+OL | SH+EE+Y | OK+E+O+D_ADDR+Y | OL | SH+E+Y | SH+E+Y | CH+OT+EE+Y | CH+E+O+R | Y+T+EE+Y | OK+EE+OL | Y | OK+E+O | Y+K+OL+Y	OT+E+O+D_ADDR+AR | Y+K+E+OL+OL | Y | AIR | OT+E+O+S_ADDR | CH+E+O | L | AIIN | Y+K+OL+Y | OT+AIIN | SH+E+AR | O+IIN | OR+AL | O | AL+Y | OK+OR | OT+E+O+Y | OS | OT+EE+S | CH+T+E+O+S | D_ADDR+OT+EE+Y | S+OR | OT+E+OL | SH+OL | SH+EE+LOCAL_CHAR_G | OK+E+O+D_ADDR+Y | E+OL | SH+E+Y | SH+E+Y | SH+OT+EE+Y | CH+E+O+R | Y+T+EE+Y | OK+EE+OL | Y | OK+EE+O | Y+K+OL+Y	48	47	-1	E×2	Y×3	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK|Q_OT_PACKAGE_FORWARD	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK|Q_OT_PACKAGE_FORWARD	2	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S069	f72r	CELESTIAL	21	6	Y | SH+EE+S | O+P+CH+OL+AL+AIIN | OT+E+OR | AM_ADDR | SH+E+AL | OK+A_ADDR+LOCAL_CHAR_I+P+CH+Y | OT+EE+O+S_ADDR | AR | AM_ADDR | OL+AIIN | OT+E+O+D_ADDR+AR | OL+OL | CH+OT+Y | OT+E+OL | SH+E+O+D_ADDR+Y | CHD+Y | CHD+Y | Y | SH+EE+S | EEE+DY	CH+E | SH+EE+S | O+P+CH+OL+AL+AIIN | OT+EE+OR | AM_ADDR | SH+E+AL | OK+A_ADDR+LOCAL_CHAR_I+P+CH+Y | OT+EEE+S_ADDR | AR | AM_ADDR | OL+AIIN | OT+E+D_ADDR+AR | OL+OL | CH+OT+Y | OT+E+OL | SH+E+O+D_ADDR+Y | CHD+Y | CHD+Y | Y | SH+E+S | EE+DY	23	23	0	E×1	Y×1	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|NEAREST_HEAD_LEFT_TIE|ONE_CARD_FORWARD|PREVIOUS_CARD_STACK	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	0	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S070	f72r	CELESTIAL	3	1	SH+E+OL | Y | OL	SH+E+OL | Y | CH+K+OL	2	2	0	NONE	NONE	NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	0	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S071	f72r	CELESTIAL	9	3	OK+E+O | AIIN | OL+AIIN | OR+AIIN | O+CH+T+E+OL+AR+L | OK+EE+O+D_ADDR+Y | OT+EE+O+S_ADDR | AIIN | OL+Y	OK+E+O+S | AIIN | OL+AIIN | OR+AIIN | O+CH+T+E+OL+AR+L | OK+EE+O+D_ADDR+Y | OT+E+O+S_ADDR | AIIN | K+OL+Y	13	13	0	E×1	EE×1	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	0	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S183	f76r	BIOLOGICAL	13	5	P+OT+CH+OK+OR | CH+O+CH+LOCAL_CHAR_F+Y | CARRIER_Q+O+P+SH+D_ADDR+Y | OL | CH+CH+P+E+Y | CH+CH+P+E+Y | O+P+SH+E+Y | CARRIER_Q+O+P+SH+D_ADDR+Y | P+CHD+Y | S+AIN | A_ADDR+S | Y | SH+E+DY	P+OT+CH+OK+OR | CH+O+CH+LOCAL_CHAR_F+Y | O+P+SH+D_ADDR+Y | OL+P | CH+CH+P+Y | CH+CH+P+Y | O+P+SH+E+Y | CARRIER_Q+O+P+SH+D_ADDR+Y | O+P+CHD+Y | S+AIN | A_ADDR+S | Y | SH+E+DY	14	12	-2	NONE	E×2	NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	0	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S184	f76r	BIOLOGICAL	7	1	OT+D_ADDR+D_ADDR+Y+AR | CH+T+AR | Y | AIN | OK+AIN | OK+E+OR | SH+E+DY	OT+D_ADDR+D_ADDR+Y+AR | CH+T+AR | CH+E+P | AIN | OK+AIN | OK+E+OR | SH+E+DY	9	9	0	E×1	Y×1	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK|Q_OT_PACKAGE_FORWARD	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK|Q_OT_PACKAGE_FORWARD	2	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S185	f76r	BIOLOGICAL	9	1	OL | AIN | SH+E+AL | OK+EE+Y | Y+SH+E+Y | OK+EE+Y | OK+E+Y | OK+EE+D_ADDR | OK+E+DY	OL | AIN | SH+E+AL+S | OK+EE+Y | Y+SH+E+Y | OK+EE+Y | OK+E+Y | OK+EE+D_ADDR | OK+E+DY	14	14	0	NONE	NONE	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE|ONE_CARD_FORWARD	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE|ONE_CARD_FORWARD	1	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S188	f76r	BIOLOGICAL	5	1	SH+OL | OT+Y | OL | CHD+Y | AIIN	SH+OL | OT+Y | OL | CHD+Y | AIIN+Y	3	4	1	Y×1	NONE	NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	0	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S193	f76r	BIOLOGICAL	4	1	OK+AL | CH+AM_ADDR | S+OL+CHD+Y | OK+EE+DY	OK+AL | CHD+AM_ADDR | S+OL+CHD+Y | OK+EE+DY	3	3	0	NONE	NONE	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE	0	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S194	f76r	BIOLOGICAL	4	1	CARRIER_Q+O+P+CHD+Y | OK+EE+Y | R+OL | SH+E+DY	CARRIER_Q+O+P+CHD+Y | OK+EE+O | R+OL | SH+E+DY	4	3	-1	NONE	Y×1	NEAREST_HEAD_LEFT_TIE	NEAREST_HEAD_LEFT_TIE	0	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S196	f76r	BIOLOGICAL	6	1	SH+EE+Y | OK+EE+Y | AL | AL | CHD+AIN | D_ADDR+AR	SH+EE+Y | OK+EE+S | AL | AL | CHD+AIN | D_ADDR+AR	8	7	-1	NONE	Y×1	INHERITED_ACTION_STACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE	0	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S199	f76r	BIOLOGICAL	1	1	SH+E+DY	SH+E+D_ADDR	1	1	0	NONE	NONE	NEAREST_HEAD_LEFT_TIE	NEAREST_HEAD_LEFT_TIE	0	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S200	f76r	BIOLOGICAL	5	1	AL | SH+CH+K+Y | R | AIN | L+CH+CH+P+E+DY	AL | SH+CH+K+Y | R | AIN | CH+CH+P+E+DY	5	4	-1	NONE	L×1	AL_AR_ORDERED_FALLBACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK|R_POSITIONAL_MARKING	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK|R_POSITIONAL_MARKING	0	1	COMPLETE__NO_NEW_CORE_VALUE
P1009-S201	f76r	BIOLOGICAL	9	3	AIN | OL+K+EE+Y | K+AR | AIN | OT+CH+Y | K+AIN | CHD+Y | D_ADDR+AR | AL	AIN | OL+K+EE+Y | L+K+AR | AIN | OT+CH+Y | L+K+AIN | CHD+Y | D_ADDR+AR | AL+Y	10	13	3	Y×1|L×2	NONE	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|NEAREST_HEAD_LEFT_TIE|ONE_CARD_FORWARD|PREVIOUS_CARD_STACK	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|ONE_CARD_FORWARD|PREVIOUS_CARD_STACK	1	0	COMPLETE__NO_NEW_CORE_VALUE
