event_id	page	record	statement_id	statement_position	exact_card_id	surface	component_recipe	quantity_token	quantity_reading_de	working_reading_de	surface_transparency
E270	f83r	B3	B3-S021	FIRST	PROC038	qokaiin	OK+AIIN	AIIN	SOLLMASS	ANSETZEN · SOLLMASS	TRANSPARENT
E274	f83r	B3	B3-S021	MIDDLE	PROC009	saiin	AIIN	AIIN	SOLLMASS	SOLLMASS	TRANSPARENT
E286	f83r	B3	B3-S026	MIDDLE	PROC147	chldaiin	L+AIIN	AIIN	SOLLMASS	LEITEN · SOLLMASS	TRANSPARENT
E288	f83r	B3	B3-S026	MIDDLE	PROC080	qokain	OK+AIN	AIN	PORTION	ANSETZEN · PORTION	TRANSPARENT
E299	f83r	B3	B3-S030	MIDDLE	PROC009	saiin	AIIN	AIIN	SOLLMASS	SOLLMASS	TRANSPARENT
E303	f83r	B3	B3-S032	FIRST	PROC151	chedain	CHD+AIN	AIN	PORTION	UMSETZEN · PORTION	TRANSPARENT
E305	f83r	B3	B3-S032	MIDDLE	PROC152	qotedaiin	OT+E+AIIN	AIIN	SOLLMASS	DANACH · KURZ · SOLLMASS	TRANSPARENT
E306	f83r	B3	B3-S032	MIDDLE	PROC112	otaiin	OT+AIIN	AIIN	SOLLMASS	DANACH · SOLLMASS	TRANSPARENT
E312	f83r	B3	B3-S034	MIDDLE	PROC112	otaiin	OT+AIIN	AIIN	SOLLMASS	DANACH · SOLLMASS	TRANSPARENT
E327	f83r	B4	B4-S005	FIRST	PROC156	dain	AIN	AIN	PORTION	PORTION	TRANSPARENT
E332	f83r	B4	B4-S008	FIRST	PROC009	saiin	AIIN	AIIN	SOLLMASS	SOLLMASS	TRANSPARENT
E338	f83r	B4	B4-S011	FIRST	PROC009	saiin	AIIN	AIIN	SOLLMASS	SOLLMASS	TRANSPARENT
E341	f83r	B4	B4-S011	MIDDLE	PROC080	okain	OK+AIN	AIN	PORTION	ANSETZEN · PORTION	TRANSPARENT
E352	f83r	B4	B4-S015	FIRST	PROC080	qokain	OK+AIN	AIN	PORTION	ANSETZEN · PORTION	TRANSPARENT
E354	f83r	B4	B4-S015	MIDDLE	PROC069	kain	K+AIN	AIN	PORTION	ZUGEBEN · PORTION	TRANSPARENT
E358	f83r	B4	B4-S016	FIRST	PROC070	qolkain	OL+K+AIN	AIN	PORTION	WEITER · ZUGEBEN · PORTION	TRANSPARENT
E369	f83r	B5	B5-S003	MIDDLE	PROC009	aiin	AIIN	AIIN	SOLLMASS	SOLLMASS	TRANSPARENT
E377	f83r	B6	B6-S001	MIDDLE	PROC009	daiin	AIIN	AIIN	SOLLMASS	SOLLMASS	TRANSPARENT
E379	f83r	B6	B6-S001	MIDDLE	PROC156	dain	AIN	AIN	PORTION	PORTION	TRANSPARENT
