unified_id	section	page	record_or_locus	case_ids	surface	local_identity	workshop_role_de	learning_mode	cross_section_pointer
PROSE:E054	PROSE_CASE	f11r	H3	C3	cthy	PROC014	adressieren oder spezifizieren: aktuell gemeinter Arbeitsposten	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E055	PROSE_CASE	f11r	H3	C3	dy	PROC019	adressieren oder spezifizieren: aktuell gemeinter Arbeitsposten	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E056	PROSE_CASE	f55v	H4	C4	qokaiin	PROC038	ansetzen: vom Bildbesitzer gesetzter lokaler Arbeitsstoff	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E057	PROSE_CASE	f55v	H4	C4	chaiin	PROC009	adressieren oder spezifizieren: vom Bildbesitzer gesetzter lokaler Arbeitsstoff	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E058	PROSE_CASE	f55v	H4	C4	ykain	PROC039	zufuehren: abgeteilte Portion	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E059	PROSE_CASE	f55v	H4	C4	ykan	PROC040	zufuehren: abgeteilte Portion	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E060	PROSE_CASE	f55v	H4	C4	ody	PROC041	adressieren oder spezifizieren: vom Bildbesitzer gesetzter lokaler Arbeitsstoff	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E061	PROSE_CASE	f55v	H4	C4	daiin	PROC009	adressieren oder spezifizieren: vom Bildbesitzer gesetzter lokaler Arbeitsstoff	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E062	PROSE_CASE	f55v	H4	C4	chedy	PROC042	umsetzen: aktuell gemeinter Arbeitsposten	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E063	PROSE_CASE	f55v	H4	C4	talam	PROC043	verwahren: vom Bildbesitzer gesetzter lokaler Arbeitsstoff	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E064	PROSE_CASE	f55v	H4	C4	ykaiin	PROC044	zufuehren: aktuell gemeinter Arbeitsposten	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E065	PROSE_CASE	f55v	H4	C4	cheoar	PROC045	abziehen: lokaler Quellvorrat	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E066	PROSE_CASE	f55v	H4	C4	cheeky	PROC046	waermen: aktuell gemeinter Arbeitsposten	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E067	PROSE_CASE	f55v	H4	C4	oldy	PROC047	adressieren oder spezifizieren: vom Bildbesitzer gesetzter lokaler Arbeitsstoff	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E068	PROSE_CASE	f55v	H4	C4	aiin	PROC009	adressieren oder spezifizieren: vom Bildbesitzer gesetzter lokaler Arbeitsstoff	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E069	PROSE_CASE	f55v	H4	C4	okal	PROC048	ansetzen: bezeichnete Zielstelle	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E070	PROSE_CASE	f55v	H4	C4	oltchy	PROC049	eintragen: aktuell gemeinter Arbeitsposten	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E071	PROSE_CASE	f55v	H4	C4	or	PROC016	adressieren oder spezifizieren: aktueller Ansatz	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E072	PROSE_CASE	f55v	H4	C4	y	PROC019	adressieren oder spezifizieren: aktuell gemeinter Arbeitsposten	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E073	PROSE_CASE	f55v	H4	C4	orain	PROC050	adressieren oder spezifizieren: aktueller Ansatz	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E074	PROSE_CASE	f56r	H5	C5	chochor	PROC051	abziehen: aktueller Ansatz	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E075	PROSE_CASE	f56r	H5	C5	cho	PROC052	adressieren oder spezifizieren: einzusetzende Materialgabe	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E076	PROSE_CASE	f56r	H5	C5	chodaly	PROC053	adressieren oder spezifizieren: einzusetzende Materialgabe	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E077	PROSE_CASE	f56r	H5	C5	daiin	PROC009	adressieren oder spezifizieren: vom Bildbesitzer gesetzter lokaler Arbeitsstoff	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E078	PROSE_CASE	f56r	H5	C5	sho	PROC052	adressieren oder spezifizieren: einzusetzende Materialgabe	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E079	PROSE_CASE	f56r	H5	C5	kchol	PROC054	zufuehren: vom Bildbesitzer gesetzter lokaler Arbeitsstoff	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E080	PROSE_CASE	f56r	H5	C5	otchor	PROC020	abziehen: aktueller Ansatz	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E081	PROSE_CASE	f56r	H5	C5	choky	PROC008	ansetzen: aktuell gemeinter Arbeitsposten	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E082	PROSE_CASE	f56r	H5	C5	dal	PROC055	adressieren oder spezifizieren: bezeichnete Zielstelle	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E083	PROSE_CASE	f56r	H5	C5	schol	PROC034	adressieren oder spezifizieren: vom Bildbesitzer gesetzter lokaler Arbeitsstoff	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E084	PROSE_CASE	f56r	H5	C5	choy	PROC056	adressieren oder spezifizieren: einzusetzende Materialgabe	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E085	PROSE_CASE	f56r	H5	C5	choky	PROC008	ansetzen: aktuell gemeinter Arbeitsposten	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E086	PROSE_CASE	f56r	H5	C5	cheeckhody	PROC057	abziehen: Durchlass oder Gang	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E087	PROSE_CASE	f56r	H5	C5	sh	PROC058	halten: vom Bildbesitzer gesetzter lokaler Arbeitsstoff	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E088	PROSE_CASE	f56r	H5	C5	cho	PROC052	adressieren oder spezifizieren: einzusetzende Materialgabe	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E089	PROSE_CASE	f56r	H5	C5	kchey	PROC059	zufuehren: aktuell gemeinter Arbeitsposten	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E090	PROSE_CASE	f56r	H5	C5	qokokchy	PROC060	ansetzen + ansetzen: aktuell gemeinter Arbeitsposten	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E091	PROSE_CASE	f56r	H5	C5	okchy	PROC011	ansetzen: aktuell gemeinter Arbeitsposten	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E092	PROSE_CASE	f56r	H5	C5	chokcheo	PROC061	ansetzen + abziehen: vom Bildbesitzer gesetzter lokaler Arbeitsstoff	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E093	PROSE_CASE	f56r	H5	C5	kchal	PROC062	zufuehren: bezeichnete Zielstelle	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E094	PROSE_CASE	f56r	H5	C5	sho	PROC052	adressieren oder spezifizieren: einzusetzende Materialgabe	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E095	PROSE_CASE	f56r	H5	C5	chokchy	PROC011	ansetzen: aktuell gemeinter Arbeitsposten	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E096	PROSE_CASE	f56r	H5	C5	kchoar	PROC063	zufuehren: einzusetzende Materialgabe	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E097	PROSE_CASE	f56r	H5	C5	sotodan	PROC064	adressieren oder spezifizieren: abgeteilte Portion	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E098	PROSE_CASE	f56r	H5	C5	otchey	PROC065	adressieren oder spezifizieren: aktuell gemeinter Arbeitsposten	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E099	PROSE_CASE	f56r	H5	C5	keol	PROC066	zufuehren: vom Bildbesitzer gesetzter lokaler Arbeitsstoff	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E100	PROSE_CASE	f56r	H5	C5	daiin	PROC009	adressieren oder spezifizieren: vom Bildbesitzer gesetzter lokaler Arbeitsstoff	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E101	PROSE_CASE	f81v	B1	C1	qokedy	PROC067	ansetzen: vom Bildbesitzer gesetzter lokaler Arbeitsstoff	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E102	PROSE_CASE	f81v	B1	C1	okaiin	PROC038	ansetzen: vom Bildbesitzer gesetzter lokaler Arbeitsstoff	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E103	PROSE_CASE	f81v	B1	C1	kair	PROC068	zufuehren: laufende Arbeitsfluessigkeit	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E104	PROSE_CASE	f81v	B1	C1	okal	PROC048	ansetzen: bezeichnete Zielstelle	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E105	PROSE_CASE	f81v	B1	C1	sar	PROC003	adressieren oder spezifizieren: lokaler Quellvorrat	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E106	PROSE_CASE	f81v	B1	C1	ol	PROC013	adressieren oder spezifizieren: vom Bildbesitzer gesetzter lokaler Arbeitsstoff	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E107	PROSE_CASE	f81v	B1	C1	kain	PROC069	zufuehren: abgeteilte Portion	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E108	PROSE_CASE	f81v	B1	C1	olkain	PROC070	zufuehren: abgeteilte Portion	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E109	PROSE_CASE	f81v	B1	C1	al	PROC055	adressieren oder spezifizieren: bezeichnete Zielstelle	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E110	PROSE_CASE	f81v	B1	C1	ol	PROC013	adressieren oder spezifizieren: vom Bildbesitzer gesetzter lokaler Arbeitsstoff	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E111	PROSE_CASE	f81v	B1	C1	rol	PROC071	abkuehlen: vom Bildbesitzer gesetzter lokaler Arbeitsstoff	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E112	PROSE_CASE	f81v	B1	C1	dl	PROC072	fuehren: vom Bildbesitzer gesetzter lokaler Arbeitsstoff	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E113	PROSE_CASE	f81v	B1	C1	olor	PROC022	adressieren oder spezifizieren: aktueller Ansatz	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E114	PROSE_CASE	f81v	B1	C1	ol	PROC013	adressieren oder spezifizieren: vom Bildbesitzer gesetzter lokaler Arbeitsstoff	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E115	PROSE_CASE	f81v	B1	C1	sheckhal	PROC073	halten: bezeichnete Zielstelle	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E116	PROSE_CASE	f81v	B1	C1	daiin	PROC009	adressieren oder spezifizieren: vom Bildbesitzer gesetzter lokaler Arbeitsstoff	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E117	PROSE_CASE	f81v	B1	C1	qokeedal	PROC074	ansetzen: bezeichnete Zielstelle	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E118	PROSE_CASE	f81v	B1	C1	daiin	PROC009	adressieren oder spezifizieren: vom Bildbesitzer gesetzter lokaler Arbeitsstoff	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E119	PROSE_CASE	f81v	B1	C1	chckhy	PROC075	adressieren oder spezifizieren: aktuell gemeinter Arbeitsposten	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E120	PROSE_CASE	f81v	B1	C1	schedy	PROC076	umsetzen: vom Bildbesitzer gesetzter lokaler Arbeitsstoff	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E121	PROSE_CASE	f81v	B1	C1	qol	PROC013	adressieren oder spezifizieren: vom Bildbesitzer gesetzter lokaler Arbeitsstoff	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E122	PROSE_CASE	f81v	B1	C1	sshkchdy	PROC077	halten + zufuehren + umsetzen: vom Bildbesitzer gesetzter lokaler Arbeitsstoff	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E123	PROSE_CASE	f81v	B1	C1	chedy	PROC042	umsetzen: aktuell gemeinter Arbeitsposten	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E124	PROSE_CASE	f81v	B1	C1	ol	PROC013	adressieren oder spezifizieren: vom Bildbesitzer gesetzter lokaler Arbeitsstoff	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E125	PROSE_CASE	f81v	B1	C1	shedy	PROC078	absetzen: vom Bildbesitzer gesetzter lokaler Arbeitsstoff	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E126	PROSE_CASE	f81v	B1	C1	qolchedy	PROC079	umsetzen: vom Bildbesitzer gesetzter lokaler Arbeitsstoff	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E127	PROSE_CASE	f81v	B1	C1	qokain	PROC080	ansetzen: abgeteilte Portion	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E128	PROSE_CASE	f81v	B1	C1	shckhy	PROC075	adressieren oder spezifizieren: aktuell gemeinter Arbeitsposten	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E129	PROSE_CASE	f81v	B1	C1	dl	PROC072	fuehren: vom Bildbesitzer gesetzter lokaler Arbeitsstoff	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E130	PROSE_CASE	f81v	B1	C1	ral	PROC081	abkuehlen: bezeichnete Zielstelle	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E131	PROSE_CASE	f81v	B1	C1	qokchdy	PROC082	ansetzen + umsetzen: vom Bildbesitzer gesetzter lokaler Arbeitsstoff	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E132	PROSE_CASE	f81v	B1	C1	chey	PROC019	adressieren oder spezifizieren: aktuell gemeinter Arbeitsposten	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E133	PROSE_CASE	f81v	B1	C1	ol	PROC013	adressieren oder spezifizieren: vom Bildbesitzer gesetzter lokaler Arbeitsstoff	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E134	PROSE_CASE	f81v	B1	C1	cheky	PROC083	waermen: aktuell gemeinter Arbeitsposten	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E135	PROSE_CASE	f81v	B1	C1	ol	PROC013	adressieren oder spezifizieren: vom Bildbesitzer gesetzter lokaler Arbeitsstoff	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E136	PROSE_CASE	f81v	B1	C1	shedy	PROC078	absetzen: vom Bildbesitzer gesetzter lokaler Arbeitsstoff	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E137	PROSE_CASE	f81v	B1	C1	qokedy	PROC067	ansetzen: vom Bildbesitzer gesetzter lokaler Arbeitsstoff	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E138	PROSE_CASE	f81v	B1	C1	qokedy	PROC067	ansetzen: vom Bildbesitzer gesetzter lokaler Arbeitsstoff	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E139	PROSE_CASE	f81v	B1	C1	chckhy	PROC075	adressieren oder spezifizieren: aktuell gemeinter Arbeitsposten	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E140	PROSE_CASE	f81v	B1	C1	qoky	PROC008	ansetzen: aktuell gemeinter Arbeitsposten	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E141	PROSE_CASE	f81v	B1	C1	lsho	PROC084	waschen: vom Bildbesitzer gesetzter lokaler Arbeitsstoff	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E142	PROSE_CASE	f81v	B1	C1	qokey	PROC085	ansetzen: aktuell gemeinter Arbeitsposten	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E143	PROSE_CASE	f81v	B1	C1	lshedy	PROC086	waschen: vom Bildbesitzer gesetzter lokaler Arbeitsstoff	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E144	PROSE_CASE	f81v	B1	C1	lshedy	PROC086	waschen: vom Bildbesitzer gesetzter lokaler Arbeitsstoff	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E145	PROSE_CASE	f81v	B1	C1	chedy	PROC042	umsetzen: aktuell gemeinter Arbeitsposten	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E146	PROSE_CASE	f81v	B1	C1	qolky	PROC087	auffangen: aktuell gemeinter Arbeitsposten	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E147	PROSE_CASE	f81v	B1	C1	lchedal	PROC088	fuehren + umsetzen: bezeichnete Zielstelle	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E148	PROSE_CASE	f81v	B1	C1	qol	PROC013	adressieren oder spezifizieren: vom Bildbesitzer gesetzter lokaler Arbeitsstoff	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E149	PROSE_CASE	f81v	B1	C1	otar	PROC089	adressieren oder spezifizieren: lokaler Quellvorrat	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E150	PROSE_CASE	f81v	B1	C1	ytey	PROC090	eintragen: aktuell gemeinter Arbeitsposten	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E151	PROSE_CASE	f81v	B1	C1	okchedy	PROC091	ansetzen + umsetzen: vom Bildbesitzer gesetzter lokaler Arbeitsstoff	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E152	PROSE_CASE	f81v	B1	C1	qokal	PROC048	ansetzen: bezeichnete Zielstelle	COMPOSITION_OR_LEARNED_CARD	NONE
PROSE:E153	PROSE_CASE	f81v	B1	C1	okeey	PROC092	ansetzen: aktuell gemeinter Arbeitsposten	COMPOSITION_OR_LEARNED_CARD	NONE
