source_group_id	unit_id	page	visible_surface	atom_sequence	card_reading_de	source_slot_sequence	learned_or_local_atoms	slot_assignment_complete	clause_shape_id	clause_shape_family	shape_assignment_reason
E035	H2-S003	f10r	chy	Y	dieser Posten	REFERENT	NONE	YES	C12	REFERENT_CLOSE_RESIDUE	REFERENT
E036	H2-S003	f10r	kaiiin	IIN	Weichstufe	QUANTITY_OR_STAGE	NONE	YES	C10	QUANTITY_STAGE	QUANTITY_OR_STAGE
E037	H2-S003	f10r	dy	Y	dieser Posten	REFERENT	NONE	YES	C12	REFERENT_CLOSE_RESIDUE	REFERENT
E038	H2-S003	f10r	chodaiin	HO+AIIN	Zutatenmaß	LEARNED_OR_LOCAL_BODY>QUANTITY_OR_STAGE	HO	YES	C01	LEARNED_BODY_CHAIN	LEARNED_OR_LOCAL_BODY>QUANTITY_OR_STAGE
E039	H3-S001	f11r	tshol	HO+L	Zutat entnehmen	LEARNED_OR_LOCAL_BODY	HO+L	YES	C01	LEARNED_BODY_CHAIN	LEARNED_OR_LOCAL_BODY
E040	H3-S001	f11r	schoal	HO+AL	Zutat an die Arbeitsstelle geben	LEARNED_OR_LOCAL_BODY>TARGET	HO	YES	C01	LEARNED_BODY_CHAIN	LEARNED_OR_LOCAL_BODY>TARGET
E041	H3-S001	f11r	cfhy	CFH+Y	aktuellen Posten auswringen	ACTION>REFERENT	NONE	YES	C07	ACTION_REFERENT	ACTION>REFERENT
E042	H3-S001	f11r	shfydaiin	SH+AIIN	Standmaß	ACTION>QUANTITY_OR_STAGE	NONE	YES	C06	ACTION_QUANTITY	ACTION>QUANTITY_OR_STAGE
E043	H3-S001	f11r	cphy	CPH+Y	aktuellen Posten nachseihen	ACTION>REFERENT	NONE	YES	C07	ACTION_REFERENT	ACTION>REFERENT
E044	H3-S001	f11r	shey	CHEEY	klarer Auszug	LEARNED_OR_LOCAL_BODY	CHEEY	YES	C01	LEARNED_BODY_CHAIN	LEARNED_OR_LOCAL_BODY
E045	H3-S001	f11r	tchody	HO+CLOSE	Eingangsposten beiseitestellen; Schluss	LEARNED_OR_LOCAL_BODY>CLOSE	HO	YES	C01	LEARNED_BODY_CHAIN	LEARNED_OR_LOCAL_BODY>CLOSE
E046	H3-S002	f11r	shoyty	HO+Y+TY	Zutatenteil	LEARNED_OR_LOCAL_BODY>QUANTITY_OR_STAGE>REFERENT	HO	YES	C01	LEARNED_BODY_CHAIN	LEARNED_OR_LOCAL_BODY>QUANTITY_OR_STAGE>REFERENT
E047	H3-S003	f11r	dchol	PREV+OL	vorigen Posten fortsetzen	ORDER	NONE	YES	C02	ORDER_CHAIN	ORDER
E048	H3-S003	f11r	chy	Y	dieser Posten	REFERENT	NONE	YES	C12	REFERENT_CLOSE_RESIDUE	REFERENT
E049	H3-S003	f11r	kchy	KCH+Y	diesen Posten bearbeiten	ACTION>REFERENT	NONE	YES	C07	ACTION_REFERENT	ACTION>REFERENT
E050	H3-S003	f11r	dy	Y	dieser Posten	REFERENT	NONE	YES	C12	REFERENT_CLOSE_RESIDUE	REFERENT
E051	H3-S003	f11r	daiin	AIIN	Sollmaß	QUANTITY_OR_STAGE	NONE	YES	C10	QUANTITY_STAGE	QUANTITY_OR_STAGE
E052	H3-S004	f11r	qotchy	OT+Y	anschließender Arbeitsposten	ORDER>REFERENT	NONE	YES	C02	ORDER_CHAIN	ORDER>REFERENT
E053	H3-S004	f11r	okchol	OK+OL	weiterlaufenden Posten aufnehmen	ORDER>ACTION	NONE	YES	C02	ORDER_CHAIN	ORDER>ACTION
E054	H3-S004	f11r	cthy	CTH+Y	bereit	ACTION>REFERENT	NONE	YES	C07	ACTION_REFERENT	ACTION>REFERENT
E055	H3-S004	f11r	dy	Y	dieser Posten	REFERENT	NONE	YES	C12	REFERENT_CLOSE_RESIDUE	REFERENT
E056	H4-S001	f55v	qokaiin	OK+AIIN	auf Sollmaß einstellen	ACTION>QUANTITY_OR_STAGE	NONE	YES	C06	ACTION_QUANTITY	ACTION>QUANTITY_OR_STAGE
E057	H4-S001	f55v	chaiin	AIIN	Sollmaß	QUANTITY_OR_STAGE	NONE	YES	C10	QUANTITY_STAGE	QUANTITY_OR_STAGE
E058	H4-S001	f55v	ykain	Y+AIN	Postenportion	QUANTITY_OR_STAGE>REFERENT	NONE	YES	C10	QUANTITY_STAGE	QUANTITY_OR_STAGE>REFERENT
E059	H4-S001	f55v	ykan	Y+AIN	dieser Anteil	QUANTITY_OR_STAGE>REFERENT	NONE	YES	C10	QUANTITY_STAGE	QUANTITY_OR_STAGE>REFERENT
E060	H4-S001	f55v	ody	ODY	kühlen	LEARNED_OR_LOCAL_BODY	ODY	YES	C01	LEARNED_BODY_CHAIN	LEARNED_OR_LOCAL_BODY
E061	H4-S002	f55v	daiin	AIIN	Sollmaß	QUANTITY_OR_STAGE	NONE	YES	C10	QUANTITY_STAGE	QUANTITY_OR_STAGE
E062	H4-S002	f55v	chedy	CHD+Y	laufenden Posten umsetzen	ACTION>REFERENT	NONE	YES	C07	ACTION_REFERENT	ACTION>REFERENT
E063	H4-S002	f55v	talam	AL+AM	am Ziel verwahren	LEARNED_OR_LOCAL_BODY>TARGET	AM	YES	C01	LEARNED_BODY_CHAIN	LEARNED_OR_LOCAL_BODY>TARGET
E064	H4-S003	f55v	ykaiin	Y+AIIN	Postenmaß	QUANTITY_OR_STAGE>REFERENT	NONE	YES	C10	QUANTITY_STAGE	QUANTITY_OR_STAGE>REFERENT
E065	H4-S003	f55v	cheoar	CHEO+AR	Auszug entnehmen	SOURCE_OR_PREPARATION	NONE	YES	C09	SOURCE_PREPARATION	SOURCE_OR_PREPARATION
E066	H4-S003	f55v	cheeky	CHK+EE+Y	länger erwärmen und offen halten	ACTION>GRADE>REFERENT	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>GRADE>REFERENT
E067	H4-S003	f55v	oldy	OL+CLOSE	Fortsetzung abschließen	ORDER>CLOSE	NONE	YES	C02	ORDER_CHAIN	ORDER>CLOSE
E068	H4-S004	f55v	aiin	AIIN	Sollmaß	QUANTITY_OR_STAGE	NONE	YES	C10	QUANTITY_STAGE	QUANTITY_OR_STAGE
E069	H4-S004	f55v	okal	OK+AL	dort ansetzen	ACTION>TARGET	NONE	YES	C04	ACTION_TARGET	ACTION>TARGET
E070	H4-S004	f55v	oltchy	OL+CTH+Y	bereiten Posten weiterführen	ORDER>ACTION>REFERENT	NONE	YES	C02	ORDER_CHAIN	ORDER>ACTION>REFERENT
E071	H4-S004	f55v	or	OR	Ansatz	SOURCE_OR_PREPARATION	NONE	YES	C09	SOURCE_PREPARATION	SOURCE_OR_PREPARATION
E072	H4-S004	f55v	y	Y	dieser Posten	REFERENT	NONE	YES	C12	REFERENT_CLOSE_RESIDUE	REFERENT
E073	H4-S004	f55v	orain	OR+AIN	Ansatzportion	SOURCE_OR_PREPARATION>QUANTITY_OR_STAGE	NONE	YES	C09	SOURCE_PREPARATION	SOURCE_OR_PREPARATION>QUANTITY_OR_STAGE
E074	H5-S001	f56r	chochor	HO+OR	Zutatenansatz	LEARNED_OR_LOCAL_BODY>SOURCE_OR_PREPARATION	HO	YES	C01	LEARNED_BODY_CHAIN	LEARNED_OR_LOCAL_BODY>SOURCE_OR_PREPARATION
E075	H5-S001	f56r	cho	HO	Eingangsposten oder Zutat	LEARNED_OR_LOCAL_BODY	HO	YES	C01	LEARNED_BODY_CHAIN	LEARNED_OR_LOCAL_BODY
E076	H5-S001	f56r	chodaly	HO+AL+Y	diese Zutat zur Stelle bringen	LEARNED_OR_LOCAL_BODY>TARGET>REFERENT	HO	YES	C01	LEARNED_BODY_CHAIN	LEARNED_OR_LOCAL_BODY>TARGET>REFERENT
E077	H5-S001	f56r	daiin	AIIN	Sollmaß	QUANTITY_OR_STAGE	NONE	YES	C10	QUANTITY_STAGE	QUANTITY_OR_STAGE
E078	H5-S001	f56r	sho	HO	Zutat	LEARNED_OR_LOCAL_BODY	HO	YES	C01	LEARNED_BODY_CHAIN	LEARNED_OR_LOCAL_BODY
E079	H5-S001	f56r	kchol	KCH+OL	weiter bearbeiten	ORDER>ACTION	NONE	YES	C02	ORDER_CHAIN	ORDER>ACTION
E080	H5-S001	f56r	otchor	OT+OR	Folgeansatz	ORDER>SOURCE_OR_PREPARATION	NONE	YES	C02	ORDER_CHAIN	ORDER>SOURCE_OR_PREPARATION
E081	H5-S001	f56r	choky	OK+Y	aktuellen Posten ansetzen	ACTION>REFERENT	NONE	YES	C07	ACTION_REFERENT	ACTION>REFERENT
E082	H5-S001	f56r	dal	AL	dorthin	TARGET	NONE	YES	C11	TARGET_ADDRESS	TARGET
E083	H5-S002	f56r	schol	PREV+OL	vorigen Posten fortsetzen	ORDER	NONE	YES	C02	ORDER_CHAIN	ORDER
E084	H5-S002	f56r	choy	HO+Y	diese Zutat	LEARNED_OR_LOCAL_BODY>REFERENT	HO	YES	C01	LEARNED_BODY_CHAIN	LEARNED_OR_LOCAL_BODY>REFERENT
E085	H5-S002	f56r	choky	OK+Y	aktuellen Posten ansetzen	ACTION>REFERENT	NONE	YES	C07	ACTION_REFERENT	ACTION>REFERENT
E086	H5-S002	f56r	cheeckhody	EE+CKH+HO+CLOSE	länger auftragen; Schluss	LEARNED_OR_LOCAL_BODY>ACTION>GRADE>CLOSE	HO	YES	C01	LEARNED_BODY_CHAIN	LEARNED_OR_LOCAL_BODY>ACTION>GRADE>CLOSE
E087	H5-S003	f56r	sh	SH	halten	ACTION	NONE	YES	C08	ACTION_CLOSE_OR_BARE	ACTION
E088	H5-S003	f56r	cho	HO	Eingangsposten oder Zutat	LEARNED_OR_LOCAL_BODY	HO	YES	C01	LEARNED_BODY_CHAIN	LEARNED_OR_LOCAL_BODY
E089	H5-S003	f56r	kchey	KCH+E+Y	diesen Posten kurz bearbeiten	ACTION>GRADE>REFERENT	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>GRADE>REFERENT
E090	H5-S003	f56r	qokokchy	OK+OK+Y	erneut ansetzen	ACTION>REFERENT	NONE	YES	C07	ACTION_REFERENT	ACTION>REFERENT
E091	H5-S004	f56r	okchy	OK+Y	Posten zur Weiterbearbeitung ansetzen	ACTION>REFERENT	NONE	YES	C07	ACTION_REFERENT	ACTION>REFERENT
E092	H5-S004	f56r	chokcheo	OK+CHEO	Auszug zugeben	ACTION>SOURCE_OR_PREPARATION	NONE	YES	C05	ACTION_SOURCE	ACTION>SOURCE_OR_PREPARATION
E093	H5-S004	f56r	kchal	KCH+AL	an der Zielstelle bearbeiten	ACTION>TARGET	NONE	YES	C04	ACTION_TARGET	ACTION>TARGET
E094	H5-S005	f56r	sho	HO	Zutat	LEARNED_OR_LOCAL_BODY	HO	YES	C01	LEARNED_BODY_CHAIN	LEARNED_OR_LOCAL_BODY
E095	H5-S005	f56r	chokchy	OK+Y	Posten zur Weiterbearbeitung ansetzen	ACTION>REFERENT	NONE	YES	C07	ACTION_REFERENT	ACTION>REFERENT
E096	H5-S005	f56r	kchoar	CHEO+AR	Auszug daraus	SOURCE_OR_PREPARATION	NONE	YES	C09	SOURCE_PREPARATION	SOURCE_OR_PREPARATION
E097	H5-S005	f56r	sotodan	OT+DAN	danach anwenden	ORDER>ACTION	NONE	YES	C02	ORDER_CHAIN	ORDER>ACTION
E098	H5-S006	f56r	otchey	OT+Y	nächster Teilposten	ORDER>REFERENT	NONE	YES	C02	ORDER_CHAIN	ORDER>REFERENT
E099	H5-S006	f56r	keol	E+OL	kurz weiterbearbeiten	ORDER>GRADE	NONE	YES	C02	ORDER_CHAIN	ORDER>GRADE
E100	H5-S006	f56r	daiin	AIIN	Sollmaß	QUANTITY_OR_STAGE	NONE	YES	C10	QUANTITY_STAGE	QUANTITY_OR_STAGE
E101	B1-S001	f81v	qokedy	OK+E+CLOSE	kurz ansetzen; Schluss	ACTION>GRADE>CLOSE	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>GRADE>CLOSE
E102	B1-S002	f81v	okaiin	OK+AIIN	auf Sollmaß einstellen	ACTION>QUANTITY_OR_STAGE	NONE	YES	C06	ACTION_QUANTITY	ACTION>QUANTITY_OR_STAGE
E103	B1-S002	f81v	kair	AIR	Beckenwasser	SOURCE_OR_PREPARATION	NONE	YES	C09	SOURCE_PREPARATION	SOURCE_OR_PREPARATION
E104	B1-S002	f81v	okal	OK+AL	dort ansetzen	ACTION>TARGET	NONE	YES	C04	ACTION_TARGET	ACTION>TARGET
E105	B1-S002	f81v	sar	AR	aus dem Ansatz	SOURCE_OR_PREPARATION	NONE	YES	C09	SOURCE_PREPARATION	SOURCE_OR_PREPARATION
E106	B1-S002	f81v	ol	OL	fortsetzen	ORDER	NONE	YES	C02	ORDER_CHAIN	ORDER
E107	B1-S002	f81v	kain	AIN	eine Portion	QUANTITY_OR_STAGE	NONE	YES	C10	QUANTITY_STAGE	QUANTITY_OR_STAGE
E108	B1-S002	f81v	olkain	OL+AIN	weitere Portion	ORDER>QUANTITY_OR_STAGE	NONE	YES	C02	ORDER_CHAIN	ORDER>QUANTITY_OR_STAGE
E109	B1-S002	f81v	al	AL	dorthin	TARGET	NONE	YES	C11	TARGET_ADDRESS	TARGET
E110	B1-S002	f81v	ol	OL	fortsetzen	ORDER	NONE	YES	C02	ORDER_CHAIN	ORDER
E111	B1-S002	f81v	rol	OL	vom vorigen Gang weiterführen	ORDER	NONE	YES	C02	ORDER_CHAIN	ORDER
E112	B1-S002	f81v	dl	LOCAL_WHOLE	Zusatz	LEARNED_OR_LOCAL_BODY	LOCAL_WHOLE	YES	C01	LEARNED_BODY_CHAIN	LEARNED_OR_LOCAL_BODY
E113	B1-S002	f81v	olor	OL+OR	Fortsetzungsansatz	ORDER>SOURCE_OR_PREPARATION	NONE	YES	C02	ORDER_CHAIN	ORDER>SOURCE_OR_PREPARATION
E114	B1-S002	f81v	ol	OL	fortsetzen	ORDER	NONE	YES	C02	ORDER_CHAIN	ORDER
E115	B1-S002	f81v	sheckhal	CKH+E+AL	kurz zur Zielstelle durchleiten	ACTION>TARGET>GRADE	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>TARGET>GRADE
E116	B1-S002	f81v	daiin	AIIN	Sollmaß	QUANTITY_OR_STAGE	NONE	YES	C10	QUANTITY_STAGE	QUANTITY_OR_STAGE
E117	B1-S002	f81v	qokeedal	OK+EE+AL	dort länger halten	ACTION>TARGET>GRADE	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>TARGET>GRADE
E118	B1-S002	f81v	daiin	AIIN	Sollmaß	QUANTITY_OR_STAGE	NONE	YES	C10	QUANTITY_STAGE	QUANTITY_OR_STAGE
E119	B1-S002	f81v	chckhy	CKH+Y	durchleiten	ACTION>REFERENT	NONE	YES	C07	ACTION_REFERENT	ACTION>REFERENT
E120	B1-S002	f81v	schedy	CHD+CLOSE	Posten überführen; Schluss	ACTION>CLOSE	NONE	YES	C08	ACTION_CLOSE_OR_BARE	ACTION>CLOSE
E121	B1-S003	f81v	qol	OL	fortsetzen	ORDER	NONE	YES	C02	ORDER_CHAIN	ORDER
E122	B1-S003	f81v	sshkchdy	SH+KCH+CHD+CLOSE	im Arbeitsgang schwenken; Schluss	ACTION>CLOSE	NONE	YES	C08	ACTION_CLOSE_OR_BARE	ACTION>CLOSE
E123	B1-S004	f81v	chedy	CHD+Y	laufenden Posten umsetzen	ACTION>REFERENT	NONE	YES	C07	ACTION_REFERENT	ACTION>REFERENT
E124	B1-S004	f81v	ol	OL	fortsetzen	ORDER	NONE	YES	C02	ORDER_CHAIN	ORDER
E125	B1-S004	f81v	shedy	SHED+E+CLOSE	kurz absetzen lassen; Schluss	ACTION>GRADE>CLOSE	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>GRADE>CLOSE
E126	B1-S005	f81v	qolchedy	OL+CHD+CLOSE	weiterüberführen; Schluss	ORDER>ACTION>CLOSE	NONE	YES	C02	ORDER_CHAIN	ORDER>ACTION>CLOSE
E127	B1-S006	f81v	qokain	OK+AIN	eine Portion zugeben	ACTION>QUANTITY_OR_STAGE	NONE	YES	C06	ACTION_QUANTITY	ACTION>QUANTITY_OR_STAGE
E128	B1-S006	f81v	shckhy	CKH+Y	durchleiten	ACTION>REFERENT	NONE	YES	C07	ACTION_REFERENT	ACTION>REFERENT
E129	B1-S006	f81v	dl	LOCAL_WHOLE	Zusatz	LEARNED_OR_LOCAL_BODY	LOCAL_WHOLE	YES	C01	LEARNED_BODY_CHAIN	LEARNED_OR_LOCAL_BODY
E130	B1-S006	f81v	ral	AL	zur Zielstelle	TARGET	NONE	YES	C11	TARGET_ADDRESS	TARGET
E131	B1-S007	f81v	qokchdy	OK+CHD+CLOSE	Umsetzung ansetzen; Schluss	ACTION>CLOSE	NONE	YES	C08	ACTION_CLOSE_OR_BARE	ACTION>CLOSE
E132	B1-S008	f81v	chey	Y	dieser Posten	REFERENT	NONE	YES	C12	REFERENT_CLOSE_RESIDUE	REFERENT
E133	B1-S008	f81v	ol	OL	fortsetzen	ORDER	NONE	YES	C02	ORDER_CHAIN	ORDER
E134	B1-S008	f81v	cheky	CHK+E+Y	kurz wärmen	ACTION>GRADE>REFERENT	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>GRADE>REFERENT
E135	B1-S008	f81v	ol	OL	fortsetzen	ORDER	NONE	YES	C02	ORDER_CHAIN	ORDER
E136	B1-S008	f81v	shedy	SHED+E+CLOSE	kurz absetzen lassen; Schluss	ACTION>GRADE>CLOSE	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>GRADE>CLOSE
E137	B1-S009	f81v	qokedy	OK+E+CLOSE	kurz ansetzen; Schluss	ACTION>GRADE>CLOSE	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>GRADE>CLOSE
E138	B1-S010	f81v	qokedy	OK+E+CLOSE	kurz ansetzen; Schluss	ACTION>GRADE>CLOSE	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>GRADE>CLOSE
E139	B1-S011	f81v	chckhy	CKH+Y	durchleiten	ACTION>REFERENT	NONE	YES	C07	ACTION_REFERENT	ACTION>REFERENT
E140	B1-S011	f81v	qoky	OK+Y	aktuellen Posten ansetzen	ACTION>REFERENT	NONE	YES	C07	ACTION_REFERENT	ACTION>REFERENT
E141	B1-S012	f81v	lsho	WASH+START	Waschgang beginnen	LEARNED_OR_LOCAL_BODY>ACTION	START	YES	C01	LEARNED_BODY_CHAIN	LEARNED_OR_LOCAL_BODY>ACTION
E142	B1-S012	f81v	qokey	OK+E+Y	kurz ansetzen	ACTION>GRADE>REFERENT	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>GRADE>REFERENT
E143	B1-S012	f81v	lshedy	WASH+CLOSE	waschen; Schluss	ACTION>CLOSE	NONE	YES	C08	ACTION_CLOSE_OR_BARE	ACTION>CLOSE
E144	B1-S013	f81v	lshedy	WASH+CLOSE	waschen; Schluss	ACTION>CLOSE	NONE	YES	C08	ACTION_CLOSE_OR_BARE	ACTION>CLOSE
E145	B1-S014	f81v	chedy	CHD+Y	laufenden Posten umsetzen	ACTION>REFERENT	NONE	YES	C07	ACTION_REFERENT	ACTION>REFERENT
E146	B1-S014	f81v	qolky	OL	auf dem Arbeitsweg weiterleiten	ORDER	NONE	YES	C02	ORDER_CHAIN	ORDER
E147	B1-S014	f81v	lchedal	L+CHD+AL	zur Ablaufstelle führen	LEARNED_OR_LOCAL_BODY>ACTION>TARGET	L	YES	C01	LEARNED_BODY_CHAIN	LEARNED_OR_LOCAL_BODY>ACTION>TARGET
E148	B1-S014	f81v	qol	OL	fortsetzen	ORDER	NONE	YES	C02	ORDER_CHAIN	ORDER
E149	B1-S014	f81v	otar	OT+AR	danach von dort	ORDER>SOURCE_OR_PREPARATION	NONE	YES	C02	ORDER_CHAIN	ORDER>SOURCE_OR_PREPARATION
E150	B1-S015	f81v	ytey	Y+E+TY	kurzen Teil des aktuellen Postens nehmen	QUANTITY_OR_STAGE>GRADE>REFERENT	NONE	YES	C10	QUANTITY_STAGE	QUANTITY_OR_STAGE>GRADE>REFERENT
E151	B1-S015	f81v	okchedy	OK+CHD+CLOSE	angesetzten Inhalt überführen; Schluss	ACTION>CLOSE	NONE	YES	C08	ACTION_CLOSE_OR_BARE	ACTION>CLOSE
E152	B1-S016	f81v	qokal	OK+AL	dort ansetzen	ACTION>TARGET	NONE	YES	C04	ACTION_TARGET	ACTION>TARGET
E153	B1-S016	f81v	okeey	OK+EE+Y	länger ansetzen	ACTION>GRADE>REFERENT	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>GRADE>REFERENT
E154	B1-S016	f81v	qol	OL	fortsetzen	ORDER	NONE	YES	C02	ORDER_CHAIN	ORDER
E155	B1-S016	f81v	cheedy	SHED+E+CLOSE	kurz absetzen lassen; Schluss	ACTION>GRADE>CLOSE	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>GRADE>CLOSE
E156	B1-S017	f81v	sal	AL	dorthin	TARGET	NONE	YES	C11	TARGET_ADDRESS	TARGET
E157	B1-S017	f81v	teol	E+OL	kurz weiterleiten	ORDER>GRADE	NONE	YES	C02	ORDER_CHAIN	ORDER>GRADE
E158	B1-S017	f81v	dchdy	CHD+CLOSE	weitergeführten Posten überführen; Schluss	ACTION>CLOSE	NONE	YES	C08	ACTION_CLOSE_OR_BARE	ACTION>CLOSE
E159	B1-S018	f81v	ly	L+Y	aktuellen Posten abführen	LEARNED_OR_LOCAL_BODY>REFERENT	L	YES	C01	LEARNED_BODY_CHAIN	LEARNED_OR_LOCAL_BODY>REFERENT
E160	B1-S018	f81v	dsheol	SH+E+OL	kurz weiter ruhen lassen	ORDER>ACTION>GRADE	NONE	YES	C02	ORDER_CHAIN	ORDER>ACTION>GRADE
E161	B1-S018	f81v	oiiin	IIN	Sollstufe	QUANTITY_OR_STAGE	NONE	YES	C10	QUANTITY_STAGE	QUANTITY_OR_STAGE
