token_effect_id	source_comparison_card_id	effect_side	atom	portable_value_de	realization_register	owner_local_value_de	phrase_marker_de	source_phrase_contains_marker	target_phrase_contains_marker	source_inherited_argument_root	expectation	effect_check_passed	guard
G504-E011	G502-F11	TARGET_ADD	CHD	BEARBEITEN	CELESTIAL	EINTRAG BEARBEITEN	zweimal	NO	YES	NONE	TARGET_COUNT_WORD_ZWEIMAL	YES	EDITORIAL_SEMANTIC_DELTA_ONLY__NO_TARGET_OBSERVATION_OR_SURFACE_PREDICTION
G504-E012	G502-F12	TARGET_ADD	OR	EINHEIT	PHARMA	ANSATZEINHEIT	ansatzeinheit	NO	YES	NONE	TARGET_REALIZATION_PRESENT	YES	EDITORIAL_SEMANTIC_DELTA_ONLY__NO_TARGET_OBSERVATION_OR_SURFACE_PREDICTION
G504-E013	G502-F13	TARGET_ADD	AL	ZIELORT	SOURCE_SECTION_T	ZIELSPALTE	zielspalte	NO	YES	NONE	TARGET_REALIZATION_PRESENT	YES	EDITORIAL_SEMANTIC_DELTA_ONLY__NO_TARGET_OBSERVATION_OR_SURFACE_PREDICTION
G504-E014	G502-F14	TARGET_ADD	CHD	BEARBEITEN	PHARMA	ANSATZ BEARBEITEN	zweimal	NO	YES	NONE	TARGET_COUNT_WORD_ZWEIMAL	YES	EDITORIAL_SEMANTIC_DELTA_ONLY__NO_TARGET_OBSERVATION_OR_SURFACE_PREDICTION
G504-E015	G502-F15	TARGET_ADD	CHD	BEARBEITEN	SOURCE_SECTION_T	EINTRAG BEARBEITEN	zweimal	NO	YES	NONE	TARGET_COUNT_WORD_ZWEIMAL	YES	EDITORIAL_SEMANTIC_DELTA_ONLY__NO_TARGET_OBSERVATION_OR_SURFACE_PREDICTION
G504-E016	G502-F16	TARGET_ADD	AL	ZIELORT	SOURCE_SECTION_T	ZIELSPALTE	zielspalte	NO	YES	NONE	TARGET_REALIZATION_PRESENT	YES	EDITORIAL_SEMANTIC_DELTA_ONLY__NO_TARGET_OBSERVATION_OR_SURFACE_PREDICTION
G504-E017	G502-F17	TARGET_ADD	CH	NEHMEN	CELESTIAL	POSITION AUFNEHMEN	nimm	NO	YES	NONE	TARGET_REALIZATION_PRESENT	YES	EDITORIAL_SEMANTIC_DELTA_ONLY__NO_TARGET_OBSERVATION_OR_SURFACE_PREDICTION
G504-E018	G502-F17	TARGET_ADD	E	GRAD I	CELESTIAL	GRAD I	grad i	NO	YES	NONE	TARGET_REALIZATION_PRESENT	YES	EDITORIAL_SEMANTIC_DELTA_ONLY__NO_TARGET_OBSERVATION_OR_SURFACE_PREDICTION
G504-E019	G502-F18	TARGET_ADD	CH	NEHMEN	PHARMA	DROGENPOSTEN NEHMEN	nimm	NO	YES	NONE	TARGET_REALIZATION_PRESENT	YES	EDITORIAL_SEMANTIC_DELTA_ONLY__NO_TARGET_OBSERVATION_OR_SURFACE_PREDICTION
G504-E020	G502-F18	TARGET_ADD	E	GRAD I	PHARMA	GRAD I	grad i	NO	YES	NONE	TARGET_REALIZATION_PRESENT	YES	EDITORIAL_SEMANTIC_DELTA_ONLY__NO_TARGET_OBSERVATION_OR_SURFACE_PREDICTION
G504-E021	G502-F19	TARGET_ADD	CH	NEHMEN	CELESTIAL	POSITION AUFNEHMEN	zweimal	NO	YES	Y	TARGET_COUNT_WORD_ZWEIMAL	YES	EDITORIAL_SEMANTIC_DELTA_ONLY__NO_TARGET_OBSERVATION_OR_SURFACE_PREDICTION
G504-E022	G502-F19	TARGET_ADD	Y	POSTEN	CELESTIAL	POSITIONSPOSTEN	positionsposten	YES	YES	Y	TARGET_REALIZATION_PRESENT__SOURCE_ARGUMENT_WAS_INHERITED	YES	EDITORIAL_SEMANTIC_DELTA_ONLY__NO_TARGET_OBSERVATION_OR_SURFACE_PREDICTION
G504-E023	G502-F20	TARGET_ADD	CHD	BEARBEITEN	CELESTIAL	EINTRAG BEARBEITEN	bearbeite	NO	YES	NONE	TARGET_REALIZATION_PRESENT	YES	EDITORIAL_SEMANTIC_DELTA_ONLY__NO_TARGET_OBSERVATION_OR_SURFACE_PREDICTION
G504-E024	G502-F21	TARGET_ADD	Y	POSTEN	PHARMA	DROGENPOSTEN	drogenposten	NO	YES	OR	TARGET_REALIZATION_PRESENT	YES	EDITORIAL_SEMANTIC_DELTA_ONLY__NO_TARGET_OBSERVATION_OR_SURFACE_PREDICTION
G504-E025	G502-F21	CARRIER_REMOVE	O	AUSFÜHRUNG	PHARMA	AUSFÜHRUNG	ausführung	YES	NO	OR	SOURCE_REALIZATION_PRESENT__TARGET_REALIZATION_ABSENT	YES	EDITORIAL_SEMANTIC_DELTA_ONLY__NO_TARGET_OBSERVATION_OR_SURFACE_PREDICTION
G504-E026	G502-F21	CARRIER_REMOVE	OL	FORTSETZEN	PHARMA	ANSATZ FORTSETZEN	weiter	YES	NO	OR	SOURCE_REALIZATION_PRESENT__TARGET_REALIZATION_ABSENT	YES	EDITORIAL_SEMANTIC_DELTA_ONLY__NO_TARGET_OBSERVATION_OR_SURFACE_PREDICTION
G504-E027	G502-F22	CARRIER_REMOVE	OL	FORTSETZEN	BIOLOGICAL	STATION WEITERFÜHREN	weiter	YES	NO	NONE	SOURCE_REALIZATION_PRESENT__TARGET_REALIZATION_ABSENT	YES	EDITORIAL_SEMANTIC_DELTA_ONLY__NO_TARGET_OBSERVATION_OR_SURFACE_PREDICTION
G504-E028	G502-F23	TARGET_ADD	CH	NEHMEN	CELESTIAL	POSITION AUFNEHMEN	nimm	NO	YES	NONE	TARGET_REALIZATION_PRESENT	YES	EDITORIAL_SEMANTIC_DELTA_ONLY__NO_TARGET_OBSERVATION_OR_SURFACE_PREDICTION
G504-E029	G502-F24	TARGET_ADD	OR	EINHEIT	PHARMA	ANSATZEINHEIT	ansatzeinheit	NO	YES	NONE	TARGET_REALIZATION_PRESENT	YES	EDITORIAL_SEMANTIC_DELTA_ONLY__NO_TARGET_OBSERVATION_OR_SURFACE_PREDICTION
G504-E030	G502-F25	TARGET_ADD	CHD	BEARBEITEN	PHARMA	ANSATZ BEARBEITEN	bearbeite	NO	YES	NONE	TARGET_REALIZATION_PRESENT	YES	EDITORIAL_SEMANTIC_DELTA_ONLY__NO_TARGET_OBSERVATION_OR_SURFACE_PREDICTION
G504-E031	G502-F26	TARGET_ADD	CHD	BEARBEITEN	SOURCE_SECTION_T	EINTRAG BEARBEITEN	bearbeite	NO	YES	NONE	TARGET_REALIZATION_PRESENT	YES	EDITORIAL_SEMANTIC_DELTA_ONLY__NO_TARGET_OBSERVATION_OR_SURFACE_PREDICTION
G504-E032	G502-F27	TARGET_ADD	E	GRAD I	CELESTIAL	GRAD I	grad i	NO	YES	NONE	TARGET_REALIZATION_PRESENT	YES	EDITORIAL_SEMANTIC_DELTA_ONLY__NO_TARGET_OBSERVATION_OR_SURFACE_PREDICTION
G504-E033	G502-F27	CARRIER_REMOVE	O	AUSFÜHRUNG	CELESTIAL	AUSFÜHRUNG	ausführung	YES	NO	NONE	SOURCE_REALIZATION_PRESENT__TARGET_REALIZATION_ABSENT	YES	EDITORIAL_SEMANTIC_DELTA_ONLY__NO_TARGET_OBSERVATION_OR_SURFACE_PREDICTION
G504-E034	G502-F27	CARRIER_REMOVE	AR	AUSGANG	CELESTIAL	AUSGANGSPOSITION	ausgang	YES	NO	NONE	SOURCE_REALIZATION_PRESENT__TARGET_REALIZATION_ABSENT	YES	EDITORIAL_SEMANTIC_DELTA_ONLY__NO_TARGET_OBSERVATION_OR_SURFACE_PREDICTION
G504-E035	G502-F28	CARRIER_REMOVE	OL	FORTSETZEN	BIOLOGICAL	STATION WEITERFÜHREN	weiter	YES	NO	NONE	SOURCE_REALIZATION_PRESENT__TARGET_REALIZATION_ABSENT	YES	EDITORIAL_SEMANTIC_DELTA_ONLY__NO_TARGET_OBSERVATION_OR_SURFACE_PREDICTION
G504-E036	G502-F29	CARRIER_REMOVE	OL	FORTSETZEN	BIOLOGICAL	STATION WEITERFÜHREN	weiter	YES	NO	NONE	SOURCE_REALIZATION_PRESENT__TARGET_REALIZATION_ABSENT	YES	EDITORIAL_SEMANTIC_DELTA_ONLY__NO_TARGET_OBSERVATION_OR_SURFACE_PREDICTION
G504-E037	G502-F30	TARGET_ADD	CH	NEHMEN	PHARMA	DROGENPOSTEN NEHMEN	nimm	NO	YES	NONE	TARGET_REALIZATION_PRESENT	YES	EDITORIAL_SEMANTIC_DELTA_ONLY__NO_TARGET_OBSERVATION_OR_SURFACE_PREDICTION
G504-E038	G502-F31	TARGET_ADD	CH	NEHMEN	SOURCE_SECTION_T	ENTNEHMEN	entnimm	NO	YES	NONE	TARGET_REALIZATION_PRESENT	YES	EDITORIAL_SEMANTIC_DELTA_ONLY__NO_TARGET_OBSERVATION_OR_SURFACE_PREDICTION
G504-E039	G502-F32	TARGET_ADD	Y	POSTEN	CELESTIAL	POSITIONSPOSTEN	positionsposten	NO	YES	NONE	TARGET_REALIZATION_PRESENT	YES	EDITORIAL_SEMANTIC_DELTA_ONLY__NO_TARGET_OBSERVATION_OR_SURFACE_PREDICTION
G504-E040	G502-F33	TARGET_ADD	OR	EINHEIT	CELESTIAL	POSITIONSEINHEIT	positionseinheit	NO	YES	NONE	TARGET_REALIZATION_PRESENT	YES	EDITORIAL_SEMANTIC_DELTA_ONLY__NO_TARGET_OBSERVATION_OR_SURFACE_PREDICTION
G504-E041	G502-F34	TARGET_ADD	Y	POSTEN	HERBAL	PFLANZENPOSTEN	pflanzenposten	NO	YES	Y	TARGET_REALIZATION_PRESENT__SOURCE_ARGUMENT_WAS_INHERITED	YES	EDITORIAL_SEMANTIC_DELTA_ONLY__NO_TARGET_OBSERVATION_OR_SURFACE_PREDICTION
G504-E042	G502-F35	TARGET_ADD	Y	POSTEN	SOURCE_SECTION_T	LAUFENDER EINTRAG	laufenden eintrag	NO	YES	Y	TARGET_REALIZATION_PRESENT__SOURCE_ARGUMENT_WAS_INHERITED	YES	EDITORIAL_SEMANTIC_DELTA_ONLY__NO_TARGET_OBSERVATION_OR_SURFACE_PREDICTION
G504-E043	G502-F36	TARGET_ADD	Y	POSTEN	HERBAL	PFLANZENPOSTEN	pflanzenposten	NO	YES	Y	TARGET_REALIZATION_PRESENT__SOURCE_ARGUMENT_WAS_INHERITED	YES	EDITORIAL_SEMANTIC_DELTA_ONLY__NO_TARGET_OBSERVATION_OR_SURFACE_PREDICTION
G504-E044	G502-F37	TARGET_ADD	Y	POSTEN	SOURCE_SECTION_T	LAUFENDER EINTRAG	laufenden eintrag	NO	YES	Y	TARGET_REALIZATION_PRESENT__SOURCE_ARGUMENT_WAS_INHERITED	YES	EDITORIAL_SEMANTIC_DELTA_ONLY__NO_TARGET_OBSERVATION_OR_SURFACE_PREDICTION
G504-E045	G502-F38	TARGET_ADD	AL	ZIELORT	HERBAL	ZIELSTELLE	zielstelle	NO	YES	NONE	TARGET_REALIZATION_PRESENT	YES	EDITORIAL_SEMANTIC_DELTA_ONLY__NO_TARGET_OBSERVATION_OR_SURFACE_PREDICTION
G504-E046	G502-F39	TARGET_ADD	AL	ZIELORT	SOURCE_SECTION_T	ZIELSPALTE	zielspalte	NO	YES	NONE	TARGET_REALIZATION_PRESENT	YES	EDITORIAL_SEMANTIC_DELTA_ONLY__NO_TARGET_OBSERVATION_OR_SURFACE_PREDICTION
G504-E047	G502-F40	TARGET_ADD	OR	EINHEIT	CELESTIAL	POSITIONSEINHEIT	positionseinheit	NO	YES	NONE	TARGET_REALIZATION_PRESENT	YES	EDITORIAL_SEMANTIC_DELTA_ONLY__NO_TARGET_OBSERVATION_OR_SURFACE_PREDICTION
G504-E048	G502-F41	CARRIER_REMOVE	OL	FORTSETZEN	PHARMA	ANSATZ FORTSETZEN	weiter	YES	NO	Y	SOURCE_REALIZATION_PRESENT__TARGET_REALIZATION_ABSENT	YES	EDITORIAL_SEMANTIC_DELTA_ONLY__NO_TARGET_OBSERVATION_OR_SURFACE_PREDICTION
G504-E049	G502-F42	CARRIER_REMOVE	AR	AUSGANG	SOURCE_SECTION_T	AUSGANGSZEILE	ausgang	YES	NO	AIIN	SOURCE_REALIZATION_PRESENT__TARGET_REALIZATION_ABSENT	YES	EDITORIAL_SEMANTIC_DELTA_ONLY__NO_TARGET_OBSERVATION_OR_SURFACE_PREDICTION
G504-E050	G502-F43	CARRIER_REMOVE	OR	EINHEIT	HERBAL	ARBEITSEINHEIT	arbeitseinheit	YES	NO	NONE	SOURCE_REALIZATION_PRESENT__TARGET_REALIZATION_ABSENT	YES	EDITORIAL_SEMANTIC_DELTA_ONLY__NO_TARGET_OBSERVATION_OR_SURFACE_PREDICTION
G504-E051	G502-F43	CARRIER_REMOVE	Y	POSTEN	HERBAL	PFLANZENPOSTEN	pflanzenposten	YES	NO	NONE	SOURCE_REALIZATION_PRESENT__TARGET_REALIZATION_ABSENT	YES	EDITORIAL_SEMANTIC_DELTA_ONLY__NO_TARGET_OBSERVATION_OR_SURFACE_PREDICTION
G504-E052	G502-F44	CARRIER_REMOVE	OR	EINHEIT	HERBAL	ARBEITSEINHEIT	arbeitseinheit	YES	NO	NONE	SOURCE_REALIZATION_PRESENT__TARGET_REALIZATION_ABSENT	YES	EDITORIAL_SEMANTIC_DELTA_ONLY__NO_TARGET_OBSERVATION_OR_SURFACE_PREDICTION
G504-E053	G502-F44	CARRIER_REMOVE	Y	POSTEN	HERBAL	PFLANZENPOSTEN	pflanzenposten	YES	NO	NONE	SOURCE_REALIZATION_PRESENT__TARGET_REALIZATION_ABSENT	YES	EDITORIAL_SEMANTIC_DELTA_ONLY__NO_TARGET_OBSERVATION_OR_SURFACE_PREDICTION
G504-E054	G502-F45	CARRIER_REMOVE	OL	FORTSETZEN	HERBAL	PFLANZENBEHANDLUNG FORTSETZEN	weiter	YES	NO	NONE	SOURCE_REALIZATION_PRESENT__TARGET_REALIZATION_ABSENT	YES	EDITORIAL_SEMANTIC_DELTA_ONLY__NO_TARGET_OBSERVATION_OR_SURFACE_PREDICTION
G504-E055	G502-F45	CARRIER_REMOVE	D_ADDR	HIER	HERBAL	HIER	bezeichneten stelle	YES	NO	NONE	SOURCE_REALIZATION_PRESENT__TARGET_REALIZATION_ABSENT	YES	EDITORIAL_SEMANTIC_DELTA_ONLY__NO_TARGET_OBSERVATION_OR_SURFACE_PREDICTION
G504-E056	G502-F45	CARRIER_REMOVE	Y	POSTEN	HERBAL	PFLANZENPOSTEN	pflanzenposten	YES	NO	NONE	SOURCE_REALIZATION_PRESENT__TARGET_REALIZATION_ABSENT	YES	EDITORIAL_SEMANTIC_DELTA_ONLY__NO_TARGET_OBSERVATION_OR_SURFACE_PREDICTION
G504-E057	G502-F46	CARRIER_REMOVE	OL	FORTSETZEN	HERBAL	PFLANZENBEHANDLUNG FORTSETZEN	weiter	YES	NO	NONE	SOURCE_REALIZATION_PRESENT__TARGET_REALIZATION_ABSENT	YES	EDITORIAL_SEMANTIC_DELTA_ONLY__NO_TARGET_OBSERVATION_OR_SURFACE_PREDICTION
G504-E058	G502-F46	CARRIER_REMOVE	D_ADDR	HIER	HERBAL	HIER	bezeichneten stelle	YES	NO	NONE	SOURCE_REALIZATION_PRESENT__TARGET_REALIZATION_ABSENT	YES	EDITORIAL_SEMANTIC_DELTA_ONLY__NO_TARGET_OBSERVATION_OR_SURFACE_PREDICTION
G504-E059	G502-F46	CARRIER_REMOVE	Y	POSTEN	HERBAL	PFLANZENPOSTEN	pflanzenposten	YES	NO	NONE	SOURCE_REALIZATION_PRESENT__TARGET_REALIZATION_ABSENT	YES	EDITORIAL_SEMANTIC_DELTA_ONLY__NO_TARGET_OBSERVATION_OR_SURFACE_PREDICTION
