case_id	case_material_de	module_id	module_name_de	prepare_statements	operate_apply_statements	total_statements	statement_ids
C3	Bluetenauszug der H3-Bildpflanze	M02	ANSETZEN_BEHANDELN	1	15	16	H3-S004|B3-S004|B3-S006|B3-S007|B3-S009|B3-S011|B3-S013|B3-S014|B3-S017|B3-S019|B3-S021|B3-S026|B3-S028|B3-S029|B3-S030|B3-S031
C3	Bluetenauszug der H3-Bildpflanze	M03	ADRESSIEREN_WEITERLEITEN	1	23	24	H3-S001|B3-S002|B3-S003|B3-S004|B3-S005|B3-S006|B3-S007|B3-S008|B3-S010|B3-S011|B3-S014|B3-S015|B3-S016|B3-S020|B3-S021|B3-S022|B3-S023|B3-S024|B3-S025|B3-S026|B3-S030|B3-S032|B3-S033|B3-S034
C3	Bluetenauszug der H3-Bildpflanze	M04	HALTEN_ABSETZEN	2	7	9	H3-S001|H3-S002|B3-S011|B3-S012|B3-S014|B3-S018|B3-S019|B3-S021|B3-S034
C3	Bluetenauszug der H3-Bildpflanze	M05	AUFFANGEN	0	2	2	B3-S001|B3-S026
C3	Bluetenauszug der H3-Bildpflanze	M06	FORTSETZEN	3	10	13	H3-S001|H3-S003|H3-S004|B3-S002|B3-S004|B3-S006|B3-S010|B3-S022|B3-S027|B3-S029|B3-S030|B3-S032|B3-S034
C3	Bluetenauszug der H3-Bildpflanze	M07	BEREITSCHAFT_PRUEFEN	1	5	6	H3-S004|B3-S011|B3-S013|B3-S021|B3-S026|B3-S034
C3	Bluetenauszug der H3-Bildpflanze	M08	SCHLIESSEN	1	31	32	H3-S001|B3-S001|B3-S002|B3-S003|B3-S005|B3-S006|B3-S007|B3-S008|B3-S010|B3-S012|B3-S013|B3-S014|B3-S015|B3-S016|B3-S017|B3-S018|B3-S019|B3-S020|B3-S021|B3-S022|B3-S023|B3-S024|B3-S025|B3-S026|B3-S027|B3-S028|B3-S029|B3-S030|B3-S031|B3-S032|B3-S033|B3-S034
C4	temperierte Pflanzenauflage oder Waschportion der H4-Bildpflanze	M01	DOSIEREN	3	5	8	H4-S001|H4-S003|H4-S004|B4-S005|B4-S008|B4-S011|B4-S015|B4-S016
C4	temperierte Pflanzenauflage oder Waschportion der H4-Bildpflanze	M02	ANSETZEN_BEHANDELN	2	8	10	H4-S001|H4-S004|B4-S001|B4-S002|B4-S003|B4-S004|B4-S005|B4-S008|B4-S011|B4-S015
C4	temperierte Pflanzenauflage oder Waschportion der H4-Bildpflanze	M03	ADRESSIEREN_WEITERLEITEN	3	9	12	H4-S002|H4-S003|H4-S004|B4-S003|B4-S005|B4-S006|B4-S007|B4-S011|B4-S012|B4-S014|B4-S015|B4-S016
C4	temperierte Pflanzenauflage oder Waschportion der H4-Bildpflanze	M04	HALTEN_ABSETZEN	0	8	8	B4-S003|B4-S006|B4-S007|B4-S008|B4-S009|B4-S013|B4-S015|B4-S016
C4	temperierte Pflanzenauflage oder Waschportion der H4-Bildpflanze	M05	AUFFANGEN	0	1	1	B4-S015
C4	temperierte Pflanzenauflage oder Waschportion der H4-Bildpflanze	M06	FORTSETZEN	2	6	8	H4-S003|H4-S004|B4-S002|B4-S003|B4-S010|B4-S011|B4-S013|B4-S016
C4	temperierte Pflanzenauflage oder Waschportion der H4-Bildpflanze	M07	BEREITSCHAFT_PRUEFEN	0	0	0	NONE
C4	temperierte Pflanzenauflage oder Waschportion der H4-Bildpflanze	M08	SCHLIESSEN	2	16	18	H4-S001|H4-S003|B4-S001|B4-S002|B4-S003|B4-S004|B4-S005|B4-S006|B4-S007|B4-S008|B4-S009|B4-S010|B4-S011|B4-S012|B4-S013|B4-S014|B4-S015|B4-S016
C5	konzentrierter Pflanzenauszug der H5-Bildpflanze	M01	DOSIEREN	3	0	3	H5-S001|H5-S005|H5-S006
C5	konzentrierter Pflanzenauszug der H5-Bildpflanze	M02	ANSETZEN_BEHANDELN	5	0	5	H5-S001|H5-S002|H5-S003|H5-S004|H5-S005
C5	konzentrierter Pflanzenauszug der H5-Bildpflanze	M03	ADRESSIEREN_WEITERLEITEN	4	3	7	H5-S001|H5-S002|H5-S004|H5-S005|B5-S001|B5-S002|B5-S003
C5	konzentrierter Pflanzenauszug der H5-Bildpflanze	M04	HALTEN_ABSETZEN	1	1	2	H5-S003|B5-S003
C5	konzentrierter Pflanzenauszug der H5-Bildpflanze	M05	AUFFANGEN	0	0	0	NONE
C5	konzentrierter Pflanzenauszug der H5-Bildpflanze	M06	FORTSETZEN	4	2	6	H5-S001|H5-S002|H5-S005|H5-S006|B5-S001|B5-S003
C5	konzentrierter Pflanzenauszug der H5-Bildpflanze	M07	BEREITSCHAFT_PRUEFEN	0	0	0	NONE
C5	konzentrierter Pflanzenauszug der H5-Bildpflanze	M08	SCHLIESSEN	1	2	3	H5-S002|B5-S001|B5-S002
C6	uebernommener Werkstattvorrat ohne eigene Herbal-Seite	M01	DOSIEREN	0	1	1	B6-S001
C6	uebernommener Werkstattvorrat ohne eigene Herbal-Seite	M02	ANSETZEN_BEHANDELN	0	0	0	NONE
C6	uebernommener Werkstattvorrat ohne eigene Herbal-Seite	M03	ADRESSIEREN_WEITERLEITEN	0	1	1	B6-S001
C6	uebernommener Werkstattvorrat ohne eigene Herbal-Seite	M04	HALTEN_ABSETZEN	0	0	0	NONE
C6	uebernommener Werkstattvorrat ohne eigene Herbal-Seite	M05	AUFFANGEN	0	1	1	B6-S001
C6	uebernommener Werkstattvorrat ohne eigene Herbal-Seite	M06	FORTSETZEN	0	1	1	B6-S001
C6	uebernommener Werkstattvorrat ohne eigene Herbal-Seite	M07	BEREITSCHAFT_PRUEFEN	0	0	0	NONE
C6	uebernommener Werkstattvorrat ohne eigene Herbal-Seite	M08	SCHLIESSEN	0	0	0	NONE
