active_group_serial	work_order_id	active_unit_no	active_unit_id	phase	path_role	source_group_id	page	source_unit	reading_unit_id	visible_owner	visible_surface	lookup_id	resolved_entry_id	resolved_reading_de
P014	D1_ROOT_BATH_RIGHT_WHEEL	5	H1-S001	WHAT	EXECUTED_PROSE_CARD	E008	f10r	H1	H1-S001	NOT_REQUIRED	oky	PR110	MC026	aktuellen Posten ansetzen
P015	D1_ROOT_BATH_RIGHT_WHEEL	5	H1-S001	WHAT	EXECUTED_PROSE_CARD	E009	f10r	H1	H1-S001	NOT_REQUIRED	daiin	PR053	MC039	Sollmaß
P016	D1_ROOT_BATH_RIGHT_WHEEL	5	H1-S001	WHAT	EXECUTED_PROSE_CARD	E010	f10r	H1	H1-S001	NOT_REQUIRED	etyd	PR068	MC108	kleiner Restteil
P017	D1_ROOT_BATH_RIGHT_WHEEL	6	H1-S002	WHAT	EXECUTED_PROSE_CARD	E011	f10r	H1	H1-S002	NOT_REQUIRED	qokchy	PR147	MC103	Posten zur Weiterbearbeitung ansetzen
P018	D1_ROOT_BATH_RIGHT_WHEEL	6	H1-S002	WHAT	EXECUTED_PROSE_CARD	E012	f10r	H1	H1-S002	NOT_REQUIRED	qotchol	PR166	MC163	danach weiterfuehren
P019	D1_ROOT_BATH_RIGHT_WHEEL	6	H1-S002	WHAT	EXECUTED_PROSE_CARD	E013	f10r	H1	H1-S002	NOT_REQUIRED	chol	PR042	MC153	fortsetzen
P020	D1_ROOT_BATH_RIGHT_WHEEL	6	H1-S002	WHAT	EXECUTED_PROSE_CARD	E014	f10r	H1	H1-S002	NOT_REQUIRED	cthy	PR051	MC161	bereit
P021	D1_ROOT_BATH_RIGHT_WHEEL	7	H2-S001	WHAT	EXECUTED_PROSE_CARD	E015	f10r	H2	H2-S001	NOT_REQUIRED	ycheor	PR226	MC075	Auszugsansatz
P022	D1_ROOT_BATH_RIGHT_WHEEL	7	H2-S001	WHAT	EXECUTED_PROSE_CARD	E016	f10r	H2	H2-S001	NOT_REQUIRED	cthy	PR051	MC161	bereit
P023	D1_ROOT_BATH_RIGHT_WHEEL	7	H2-S001	WHAT	EXECUTED_PROSE_CARD	E017	f10r	H2	H2-S001	NOT_REQUIRED	chor	PR044	MC080	Ansatz
P024	D1_ROOT_BATH_RIGHT_WHEEL	7	H2-S001	WHAT	EXECUTED_PROSE_CARD	E018	f10r	H2	H2-S001	NOT_REQUIRED	cthaiin	PR049	MC169	Fertigmaß
P025	D1_ROOT_BATH_RIGHT_WHEEL	7	H2-S001	WHAT	EXECUTED_PROSE_CARD	E019	f10r	H2	H2-S001	NOT_REQUIRED	qoctholy	PR139	MC115	bereiten Posten weiterfuehren
P026	D1_ROOT_BATH_RIGHT_WHEEL	7	H2-S001	WHAT	EXECUTED_PROSE_CARD	E020	f10r	H2	H2-S001	NOT_REQUIRED	dy	PR067	MC123	dieser Posten
P027	D1_ROOT_BATH_RIGHT_WHEEL	7	H2-S001	WHAT	EXECUTED_PROSE_CARD	E021	f10r	H2	H2-S001	NOT_REQUIRED	chy	PR047	MC123	dieser Posten
P028	D1_ROOT_BATH_RIGHT_WHEEL	7	H2-S001	WHAT	EXECUTED_PROSE_CARD	E022	f10r	H2	H2-S001	NOT_REQUIRED	taiin	PR215	MC039	Sollmaß
P029	D1_ROOT_BATH_RIGHT_WHEEL	7	H2-S001	WHAT	EXECUTED_PROSE_CARD	E023	f10r	H2	H2-S001	NOT_REQUIRED	shy	PR201	MC123	dieser Posten
P030	D1_ROOT_BATH_RIGHT_WHEEL	8	H2-S002	WHAT	EXECUTED_PROSE_CARD	E024	f10r	H2	H2-S002	NOT_REQUIRED	qotchor	PR167	MC013	Folgeansatz
P031	D1_ROOT_BATH_RIGHT_WHEEL	8	H2-S002	WHAT	EXECUTED_PROSE_CARD	E025	f10r	H2	H2-S002	NOT_REQUIRED	chor	PR044	MC080	Ansatz
P032	D1_ROOT_BATH_RIGHT_WHEEL	8	H2-S002	WHAT	EXECUTED_PROSE_CARD	E026	f10r	H2	H2-S002	NOT_REQUIRED	otol	PR131	MC053	danach fortsetzen
P033	D1_ROOT_BATH_RIGHT_WHEEL	8	H2-S002	WHAT	EXECUTED_PROSE_CARD	E027	f10r	H2	H2-S002	NOT_REQUIRED	chol	PR042	MC153	fortsetzen
P034	D1_ROOT_BATH_RIGHT_WHEEL	8	H2-S002	WHAT	EXECUTED_PROSE_CARD	E028	f10r	H2	H2-S002	NOT_REQUIRED	cholor	PR043	MC157	Fortsetzungsansatz
P035	D1_ROOT_BATH_RIGHT_WHEEL	8	H2-S002	WHAT	EXECUTED_PROSE_CARD	E029	f10r	H2	H2-S002	NOT_REQUIRED	chol	PR042	MC153	fortsetzen
P036	D1_ROOT_BATH_RIGHT_WHEEL	8	H2-S002	WHAT	EXECUTED_PROSE_CARD	E030	f10r	H2	H2-S002	NOT_REQUIRED	daiin	PR053	MC039	Sollmaß
P037	D1_ROOT_BATH_RIGHT_WHEEL	8	H2-S002	WHAT	EXECUTED_PROSE_CARD	E031	f10r	H2	H2-S002	NOT_REQUIRED	dar	PR059	MC055	aus dem Ansatz
P038	D1_ROOT_BATH_RIGHT_WHEEL	9	H2-S003	WHAT	EXECUTED_PROSE_CARD	E032	f10r	H2	H2-S003	NOT_REQUIRED	oykchor	PR133	MC027	Ansatzgefäß
P039	D1_ROOT_BATH_RIGHT_WHEEL	9	H2-S003	WHAT	EXECUTED_PROSE_CARD	E033	f10r	H2	H2-S003	NOT_REQUIRED	shor	PR199	MC080	Ansatz
P040	D1_ROOT_BATH_RIGHT_WHEEL	9	H2-S003	WHAT	EXECUTED_PROSE_CARD	E034	f10r	H2	H2-S003	NOT_REQUIRED	chor	PR044	MC080	Ansatz
P041	D1_ROOT_BATH_RIGHT_WHEEL	9	H2-S003	WHAT	EXECUTED_PROSE_CARD	E035	f10r	H2	H2-S003	NOT_REQUIRED	chy	PR047	MC123	dieser Posten
P042	D1_ROOT_BATH_RIGHT_WHEEL	9	H2-S003	WHAT	EXECUTED_PROSE_CARD	E036	f10r	H2	H2-S003	NOT_REQUIRED	kaiiin	PR069	MC048	Weichstufe
P043	D1_ROOT_BATH_RIGHT_WHEEL	9	H2-S003	WHAT	EXECUTED_PROSE_CARD	E037	f10r	H2	H2-S003	NOT_REQUIRED	dy	PR067	MC123	dieser Posten
P044	D1_ROOT_BATH_RIGHT_WHEEL	9	H2-S003	WHAT	EXECUTED_PROSE_CARD	E038	f10r	H2	H2-S003	NOT_REQUIRED	chodaiin	PR037	MC087	Zutatenmaß
P045	D1_ROOT_BATH_RIGHT_WHEEL	10	B1-S001	HOW	EXECUTED_PROSE_CARD	E101	f81v	B1	B1-S001	NOT_REQUIRED	qokedy	PR148	MC083	kurz ansetzen; Schluss
P046	D1_ROOT_BATH_RIGHT_WHEEL	11	B1-S002	HOW	EXECUTED_PROSE_CARD	E102	f81v	B1	B1-S002	NOT_REQUIRED	okaiin	PR100	MC120	auf Sollmaß einstellen
P047	D1_ROOT_BATH_RIGHT_WHEEL	11	B1-S002	HOW	EXECUTED_PROSE_CARD	E103	f81v	B1	B1-S002	NOT_REQUIRED	kair	PR071	MC023	Beckenwasser
P048	D1_ROOT_BATH_RIGHT_WHEEL	11	B1-S002	HOW	EXECUTED_PROSE_CARD	E104	f81v	B1	B1-S002	NOT_REQUIRED	okal	PR103	MC040	dort ansetzen
P049	D1_ROOT_BATH_RIGHT_WHEEL	11	B1-S002	HOW	EXECUTED_PROSE_CARD	E105	f81v	B1	B1-S002	NOT_REQUIRED	sar	PR178	MC055	aus dem Ansatz
P050	D1_ROOT_BATH_RIGHT_WHEEL	11	B1-S002	HOW	EXECUTED_PROSE_CARD	E106	f81v	B1	B1-S002	NOT_REQUIRED	ol	PR111	MC153	fortsetzen
P051	D1_ROOT_BATH_RIGHT_WHEEL	11	B1-S002	HOW	EXECUTED_PROSE_CARD	E107	f81v	B1	B1-S002	NOT_REQUIRED	kain	PR070	MC105	eine Portion
P052	D1_ROOT_BATH_RIGHT_WHEEL	11	B1-S002	HOW	EXECUTED_PROSE_CARD	E108	f81v	B1	B1-S002	NOT_REQUIRED	olkain	PR114	MC097	weitere Portion
P053	D1_ROOT_BATH_RIGHT_WHEEL	11	B1-S002	HOW	EXECUTED_PROSE_CARD	E109	f81v	B1	B1-S002	NOT_REQUIRED	al	PR002	MC154	dorthin
P054	D1_ROOT_BATH_RIGHT_WHEEL	11	B1-S002	HOW	EXECUTED_PROSE_CARD	E110	f81v	B1	B1-S002	NOT_REQUIRED	ol	PR111	MC153	fortsetzen
P055	D1_ROOT_BATH_RIGHT_WHEEL	11	B1-S002	HOW	EXECUTED_PROSE_CARD	E111	f81v	B1	B1-S002	NOT_REQUIRED	rol	PR173	MC016	vom vorigen Gang weiterführen
P056	D1_ROOT_BATH_RIGHT_WHEEL	11	B1-S002	HOW	EXECUTED_PROSE_CARD	E112	f81v	B1	B1-S002	NOT_REQUIRED	dl	PR064	MC012	Zusatz
P057	D1_ROOT_BATH_RIGHT_WHEEL	11	B1-S002	HOW	EXECUTED_PROSE_CARD	E113	f81v	B1	B1-S002	NOT_REQUIRED	olor	PR116	MC157	Fortsetzungsansatz
P058	D1_ROOT_BATH_RIGHT_WHEEL	11	B1-S002	HOW	EXECUTED_PROSE_CARD	E114	f81v	B1	B1-S002	NOT_REQUIRED	ol	PR111	MC153	fortsetzen
P059	D1_ROOT_BATH_RIGHT_WHEEL	11	B1-S002	HOW	EXECUTED_PROSE_CARD	E115	f81v	B1	B1-S002	NOT_REQUIRED	sheckhal	PR188	MC058	kurz zur Zielstelle durchleiten
P060	D1_ROOT_BATH_RIGHT_WHEEL	11	B1-S002	HOW	EXECUTED_PROSE_CARD	E116	f81v	B1	B1-S002	NOT_REQUIRED	daiin	PR053	MC039	Sollmaß
P061	D1_ROOT_BATH_RIGHT_WHEEL	11	B1-S002	HOW	EXECUTED_PROSE_CARD	E117	f81v	B1	B1-S002	NOT_REQUIRED	qokeedal	PR149	MC096	dort länger halten
P062	D1_ROOT_BATH_RIGHT_WHEEL	11	B1-S002	HOW	EXECUTED_PROSE_CARD	E118	f81v	B1	B1-S002	NOT_REQUIRED	daiin	PR053	MC039	Sollmaß
P063	D1_ROOT_BATH_RIGHT_WHEEL	11	B1-S002	HOW	EXECUTED_PROSE_CARD	E119	f81v	B1	B1-S002	NOT_REQUIRED	chckhy	PR010	MC035	durchleiten
P064	D1_ROOT_BATH_RIGHT_WHEEL	11	B1-S002	HOW	EXECUTED_PROSE_CARD	E120	f81v	B1	B1-S002	NOT_REQUIRED	schedy	PR180	MC025	Posten überführen; Schluss
P065	D1_ROOT_BATH_RIGHT_WHEEL	12	B1-S003	HOW	EXECUTED_PROSE_CARD	E121	f81v	B1	B1-S003	NOT_REQUIRED	qol	PR159	MC153	fortsetzen
P066	D1_ROOT_BATH_RIGHT_WHEEL	12	B1-S003	HOW	EXECUTED_PROSE_CARD	E122	f81v	B1	B1-S003	NOT_REQUIRED	sshkchdy	PR213	MC061	schwenken
P067	D1_ROOT_BATH_RIGHT_WHEEL	13	B1-S004	HOW	EXECUTED_PROSE_CARD	E123	f81v	B1	B1-S004	NOT_REQUIRED	chedy	PR018	MC074	laufenden Posten umsetzen
P068	D1_ROOT_BATH_RIGHT_WHEEL	13	B1-S004	HOW	EXECUTED_PROSE_CARD	E124	f81v	B1	B1-S004	NOT_REQUIRED	ol	PR111	MC153	fortsetzen
P069	D1_ROOT_BATH_RIGHT_WHEEL	13	B1-S004	HOW	EXECUTED_PROSE_CARD	E125	f81v	B1	B1-S004	NOT_REQUIRED	shedy	PR193	MC128	kurz absetzen lassen; Schluss
P070	D1_ROOT_BATH_RIGHT_WHEEL	14	B1-S005	HOW	EXECUTED_PROSE_CARD	E126	f81v	B1	B1-S005	NOT_REQUIRED	qolchedy	PR160	MC028	weiterüberführen; Schluss
P071	D1_ROOT_BATH_RIGHT_WHEEL	15	B1-S006	HOW	EXECUTED_PROSE_CARD	E127	f81v	B1	B1-S006	NOT_REQUIRED	qokain	PR141	MC017	eine Portion zugeben
P072	D1_ROOT_BATH_RIGHT_WHEEL	15	B1-S006	HOW	EXECUTED_PROSE_CARD	E128	f81v	B1	B1-S006	NOT_REQUIRED	shckhy	PR185	MC035	durchleiten
P073	D1_ROOT_BATH_RIGHT_WHEEL	15	B1-S006	HOW	EXECUTED_PROSE_CARD	E129	f81v	B1	B1-S006	NOT_REQUIRED	dl	PR064	MC012	Zusatz
P074	D1_ROOT_BATH_RIGHT_WHEEL	15	B1-S006	HOW	EXECUTED_PROSE_CARD	E130	f81v	B1	B1-S006	NOT_REQUIRED	ral	PR171	MC056	zur Zielstelle
P075	D1_ROOT_BATH_RIGHT_WHEEL	16	B1-S007	HOW	EXECUTED_PROSE_CARD	E131	f81v	B1	B1-S007	NOT_REQUIRED	qokchdy	PR145	MC088	Umsetzung ansetzen; Schluss
P076	D1_ROOT_BATH_RIGHT_WHEEL	17	B1-S008	HOW	EXECUTED_PROSE_CARD	E132	f81v	B1	B1-S008	NOT_REQUIRED	chey	PR030	MC123	dieser Posten
P077	D1_ROOT_BATH_RIGHT_WHEEL	17	B1-S008	HOW	EXECUTED_PROSE_CARD	E133	f81v	B1	B1-S008	NOT_REQUIRED	ol	PR111	MC153	fortsetzen
P078	D1_ROOT_BATH_RIGHT_WHEEL	17	B1-S008	HOW	EXECUTED_PROSE_CARD	E134	f81v	B1	B1-S008	NOT_REQUIRED	cheky	PR025	MC147	kurz wärmen
P079	D1_ROOT_BATH_RIGHT_WHEEL	17	B1-S008	HOW	EXECUTED_PROSE_CARD	E135	f81v	B1	B1-S008	NOT_REQUIRED	ol	PR111	MC153	fortsetzen
P080	D1_ROOT_BATH_RIGHT_WHEEL	17	B1-S008	HOW	EXECUTED_PROSE_CARD	E136	f81v	B1	B1-S008	NOT_REQUIRED	shedy	PR193	MC128	kurz absetzen lassen; Schluss
P081	D1_ROOT_BATH_RIGHT_WHEEL	18	B1-S009	HOW	EXECUTED_PROSE_CARD	E137	f81v	B1	B1-S009	NOT_REQUIRED	qokedy	PR148	MC083	kurz ansetzen; Schluss
P082	D1_ROOT_BATH_RIGHT_WHEEL	19	B1-S010	HOW	EXECUTED_PROSE_CARD	E138	f81v	B1	B1-S010	NOT_REQUIRED	qokedy	PR148	MC083	kurz ansetzen; Schluss
P083	D1_ROOT_BATH_RIGHT_WHEEL	20	B1-S011	HOW	EXECUTED_PROSE_CARD	E139	f81v	B1	B1-S011	NOT_REQUIRED	chckhy	PR010	MC035	durchleiten
P084	D1_ROOT_BATH_RIGHT_WHEEL	20	B1-S011	HOW	EXECUTED_PROSE_CARD	E140	f81v	B1	B1-S011	NOT_REQUIRED	qoky	PR157	MC026	aktuellen Posten ansetzen
P085	D1_ROOT_BATH_RIGHT_WHEEL	21	B1-S012	HOW	EXECUTED_PROSE_CARD	E141	f81v	B1	B1-S012	NOT_REQUIRED	lsho	PR095	MC130	Waschgang beginnen
P086	D1_ROOT_BATH_RIGHT_WHEEL	21	B1-S012	HOW	EXECUTED_PROSE_CARD	E142	f81v	B1	B1-S012	NOT_REQUIRED	qokey	PR153	MC007	kurz ansetzen
P087	D1_ROOT_BATH_RIGHT_WHEEL	21	B1-S012	HOW	EXECUTED_PROSE_CARD	E143	f81v	B1	B1-S012	NOT_REQUIRED	lshedy	PR094	MC038	waschen; Schluss
P088	D1_ROOT_BATH_RIGHT_WHEEL	22	B1-S013	HOW	EXECUTED_PROSE_CARD	E144	f81v	B1	B1-S013	NOT_REQUIRED	lshedy	PR094	MC038	waschen; Schluss
P089	D1_ROOT_BATH_RIGHT_WHEEL	23	B1-S014	HOW	EXECUTED_PROSE_CARD	E145	f81v	B1	B1-S014	NOT_REQUIRED	chedy	PR018	MC074	laufenden Posten umsetzen
P090	D1_ROOT_BATH_RIGHT_WHEEL	23	B1-S014	HOW	EXECUTED_PROSE_CARD	E146	f81v	B1	B1-S014	NOT_REQUIRED	qolky	PR163	MC134	auf dem Arbeitsweg weiterleiten
P091	D1_ROOT_BATH_RIGHT_WHEEL	23	B1-S014	HOW	EXECUTED_PROSE_CARD	E147	f81v	B1	B1-S014	NOT_REQUIRED	lchedal	PR082	MC051	zur Ablaufstelle führen
P092	D1_ROOT_BATH_RIGHT_WHEEL	23	B1-S014	HOW	EXECUTED_PROSE_CARD	E148	f81v	B1	B1-S014	NOT_REQUIRED	qol	PR159	MC153	fortsetzen
P093	D1_ROOT_BATH_RIGHT_WHEEL	23	B1-S014	HOW	EXECUTED_PROSE_CARD	E149	f81v	B1	B1-S014	NOT_REQUIRED	otar	PR124	MC121	danach von dort
P094	D1_ROOT_BATH_RIGHT_WHEEL	24	B1-S015	HOW	EXECUTED_PROSE_CARD	E150	f81v	B1	B1-S015	NOT_REQUIRED	ytey	PR230	MC109	fuellen
P095	D1_ROOT_BATH_RIGHT_WHEEL	24	B1-S015	HOW	EXECUTED_PROSE_CARD	E151	f81v	B1	B1-S015	NOT_REQUIRED	okchedy	PR104	MC005	angesetzten Inhalt überführen; Schluss
P096	D1_ROOT_BATH_RIGHT_WHEEL	25	B1-S016	HOW	EXECUTED_PROSE_CARD	E152	f81v	B1	B1-S016	NOT_REQUIRED	qokal	PR142	MC040	dort ansetzen
P097	D1_ROOT_BATH_RIGHT_WHEEL	25	B1-S016	HOW	EXECUTED_PROSE_CARD	E153	f81v	B1	B1-S016	NOT_REQUIRED	okeey	PR108	MC002	länger ansetzen
P098	D1_ROOT_BATH_RIGHT_WHEEL	25	B1-S016	HOW	EXECUTED_PROSE_CARD	E154	f81v	B1	B1-S016	NOT_REQUIRED	qol	PR159	MC153	fortsetzen
P099	D1_ROOT_BATH_RIGHT_WHEEL	25	B1-S016	HOW	EXECUTED_PROSE_CARD	E155	f81v	B1	B1-S016	NOT_REQUIRED	cheedy	PR021	MC128	kurz absetzen lassen; Schluss
P100	D1_ROOT_BATH_RIGHT_WHEEL	26	B1-S017	HOW	EXECUTED_PROSE_CARD	E156	f81v	B1	B1-S017	NOT_REQUIRED	sal	PR177	MC154	dorthin
P101	D1_ROOT_BATH_RIGHT_WHEEL	26	B1-S017	HOW	EXECUTED_PROSE_CARD	E157	f81v	B1	B1-S017	NOT_REQUIRED	teol	PR221	MC106	kurz weiterleiten
P102	D1_ROOT_BATH_RIGHT_WHEEL	26	B1-S017	HOW	EXECUTED_PROSE_CARD	E158	f81v	B1	B1-S017	NOT_REQUIRED	dchdy	PR060	MC139	weitergeführten Posten überführen; Schluss
P103	D1_ROOT_BATH_RIGHT_WHEEL	27	B1-S018	HOW	EXECUTED_PROSE_CARD	E159	f81v	B1	B1-S018	NOT_REQUIRED	ly	PR096	MC118	Sammelgefäß
P104	D1_ROOT_BATH_RIGHT_WHEEL	27	B1-S018	HOW	EXECUTED_PROSE_CARD	E160	f81v	B1	B1-S018	NOT_REQUIRED	dsheol	PR066	MC076	kurz weiter ruhen lassen
P105	D1_ROOT_BATH_RIGHT_WHEEL	27	B1-S018	HOW	EXECUTED_PROSE_CARD	E161	f81v	B1	B1-S018	NOT_REQUIRED	oiiin	PR099	MC033	Sollstufe
P106	D1_ROOT_BATH_RIGHT_WHEEL	27	B1-S018	HOW	EXECUTED_PROSE_CARD	E162	f81v	B1	B1-S018	NOT_REQUIRED	olkeedy	PR115	MC045	länger sammeln; Schluss
P107	D1_ROOT_BATH_RIGHT_WHEEL	28	B1-S019	HOW	EXECUTED_PROSE_CARD	E163	f81v	B1	B1-S019	NOT_REQUIRED	tedy	PR220	MC128	kurz absetzen lassen; Schluss
P108	D1_ROOT_BATH_RIGHT_WHEEL	29	B1-S020	HOW	EXECUTED_PROSE_CARD	E164	f81v	B1	B1-S020	NOT_REQUIRED	cheky	PR025	MC147	kurz wärmen
P109	D1_ROOT_BATH_RIGHT_WHEEL	29	B1-S020	HOW	EXECUTED_PROSE_CARD	E165	f81v	B1	B1-S020	NOT_REQUIRED	shckhedy	PR184	MC143	seihen; Schluss
P110	D1_ROOT_BATH_RIGHT_WHEEL	30	B1-S021	HOW	EXECUTED_PROSE_CARD	E166	f81v	B1	B1-S021	NOT_REQUIRED	chal	PR006	MC154	dorthin
P111	D2_CLEAR_EXTRACT_STAR_ATLAS	1	D2-C01-RELEASED-READOUT	WHEN	SELECTED_LOOKUP_VALUE	A2:G013	f68r1	M68_PANEL_HEADERS	f68r1.2	A2_MIDDLE_PANEL_HEADER	cheey	AR205	ASTRO_OWNER_VALUE_205	Sternplatz A2_MIDDLE_PANEL_HEADER: abgelesener oder freigegebener Diagrammwert.
P112	D2_CLEAR_EXTRACT_STAR_ATLAS	2	D2-C02-TRANSFER-STATION-21	WHEN	SELECTED_LOOKUP_VALUE	A2:G053	f68r1	M68_STAR_STATIONS	f68r1.29	A2_STAR_STATION_21	ykchdy	AR246	ASTRO_OWNER_VALUE_246	Sternplatz A2_STAR_STATION_21: Wert oder Platzbezug uebertragen; lokaler Namensrest yk/y.
P113	D2_CLEAR_EXTRACT_STAR_ATLAS	3	D2-C03-BASE-GRADE	WHEN	SELECTED_LOOKUP_VALUE	A2:G065	f68r1	M68_CENTER_KEY	f68r1.37	A2_CENTRAL_LEGEND_UNRESOLVED	oygy	AR192	ASTRO_OWNER_VALUE_192	A2_CENTRAL_LEGEND_UNRESOLVED: aktueller Grundgrad.
P114	D2_CLEAR_EXTRACT_STAR_ATLAS	4	H3-S001	WHAT	EXECUTED_PROSE_CARD	E039	f11r	H3	H3-S001	NOT_REQUIRED	tshol	PR224	MC098	Zutat entnehmen
P115	D2_CLEAR_EXTRACT_STAR_ATLAS	4	H3-S001	WHAT	EXECUTED_PROSE_CARD	E040	f11r	H3	H3-S001	NOT_REQUIRED	schoal	PR181	MC049	Zutat an die Arbeitsstelle geben
P116	D2_CLEAR_EXTRACT_STAR_ATLAS	4	H3-S001	WHAT	EXECUTED_PROSE_CARD	E041	f11r	H3	H3-S001	NOT_REQUIRED	cfhy	PR003	MC129	auswringen
P117	D2_CLEAR_EXTRACT_STAR_ATLAS	4	H3-S001	WHAT	EXECUTED_PROSE_CARD	E042	f11r	H3	H3-S001	NOT_REQUIRED	shfydaiin	PR197	MC111	Standmaß
P118	D2_CLEAR_EXTRACT_STAR_ATLAS	4	H3-S001	WHAT	EXECUTED_PROSE_CARD	E043	f11r	H3	H3-S001	NOT_REQUIRED	cphy	PR048	MC156	nachseihen
P119	D2_CLEAR_EXTRACT_STAR_ATLAS	4	H3-S001	WHAT	EXECUTED_PROSE_CARD	E044	f11r	H3	H3-S001	NOT_REQUIRED	shey	PR196	MC119	klarer Auszug
P120	D2_CLEAR_EXTRACT_STAR_ATLAS	4	H3-S001	WHAT	EXECUTED_PROSE_CARD	E045	f11r	H3	H3-S001	NOT_REQUIRED	tchody	PR219	MC037	kalt stellen
P121	D2_CLEAR_EXTRACT_STAR_ATLAS	5	H3-S002	WHAT	EXECUTED_PROSE_CARD	E046	f11r	H3	H3-S002	NOT_REQUIRED	shoyty	PR200	MC062	Zutatenteil
P122	D2_CLEAR_EXTRACT_STAR_ATLAS	6	H3-S003	WHAT	EXECUTED_PROSE_CARD	E047	f11r	H3	H3-S003	NOT_REQUIRED	dchol	PR063	MC142	Voriges
P123	D2_CLEAR_EXTRACT_STAR_ATLAS	6	H3-S003	WHAT	EXECUTED_PROSE_CARD	E048	f11r	H3	H3-S003	NOT_REQUIRED	chy	PR047	MC123	dieser Posten
