active_global_no	active_unit_no	active_unit_id	work_order_id	work_order_title_de	phase	unit_kind	source_unit	page	source_group_ids	visible_surface_sequence	literal_reading_sequence_de	fluent_workshop_reading_de	execution_note_de
11	11	B1-S002	D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	HOW	PROSE_STATEMENT	B1	f81v	E102;E103;E104;E105;E106;E107;E108;E109;E110;E111;E112;E113;E114;E115;E116;E117;E118;E119;E120	okaiin kair okal sar ol kain olkain al ol rol dl olor ol sheckhal daiin qokeedal daiin chckhy schedy	auf Sollmaß einstellen -> Beckenwasser -> dort ansetzen -> aus dem Ansatz -> fortsetzen -> eine Portion -> weitere Portion -> dorthin -> fortsetzen -> vom vorigen Gang weiterführen -> Zusatz -> Fortsetzungsansatz -> fortsetzen -> kurz zur Zielstelle durchleiten -> Sollmaß -> dort länger halten -> Sollmaß -> durchleiten -> Posten überführen; Schluss	Stelle das Sollmass ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, fuehre den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmass ein, halte dort laenger, leite durch, setze um und schliesse.	aktuellen Stoff- oder Stationsposten ausführen
12	12	B1-S003	D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	HOW	PROSE_STATEMENT	B1	f81v	E121;E122	qol sshkchdy	fortsetzen -> schwenken	Führe weiter, schwenke den Posten und schließe	aktuellen Stoff- oder Stationsposten ausführen
13	13	B1-S004	D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	HOW	PROSE_STATEMENT	B1	f81v	E123;E124;E125	chedy ol shedy	laufenden Posten umsetzen -> fortsetzen -> kurz absetzen lassen; Schluss	Setze um, führe weiter, lass absetzen und schließe	aktuellen Stoff- oder Stationsposten ausführen
14	14	B1-S005	D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	HOW	PROSE_STATEMENT	B1	f81v	E126	qolchedy	weiterüberführen; Schluss	Führe den Posten weiter und schließe	aktuellen Stoff- oder Stationsposten ausführen
15	15	B1-S006	D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	HOW	PROSE_STATEMENT	B1	f81v	E127;E128;E129;E130	qokain shckhy dl ral	eine Portion zugeben -> durchleiten -> Zusatz -> zur Zielstelle	Gib eine Portion und den Zusatz zu, leite durch, fuehre zur Zielstelle und uebergib an den folgenden Umsetzschritt.	aktuellen Stoff- oder Stationsposten ausführen
16	16	B1-S007	D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	HOW	PROSE_STATEMENT	B1	f81v	E131	qokchdy	Umsetzung ansetzen; Schluss	Setze die abgekühlte Badmischung um und schließe	aktuellen Stoff- oder Stationsposten ausführen
17	17	B1-S008	D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	HOW	PROSE_STATEMENT	B1	f81v	E132;E133;E134;E135;E136	chey ol cheky ol shedy	dieser Posten -> fortsetzen -> kurz wärmen -> fortsetzen -> kurz absetzen lassen; Schluss	Führe den aktuellen Posten weiter, wärme kurz, lass absetzen und schließe	aktuellen Stoff- oder Stationsposten ausführen
18	18	B1-S009	D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	HOW	PROSE_STATEMENT	B1	f81v	E137	qokedy	kurz ansetzen; Schluss	Setze kurz an und schließe	aktuellen Stoff- oder Stationsposten ausführen
19	19	B1-S010	D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	HOW	PROSE_STATEMENT	B1	f81v	E138	qokedy	kurz ansetzen; Schluss	Setze kurz an und schließe	aktuellen Stoff- oder Stationsposten ausführen
20	20	B1-S011	D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	HOW	PROSE_STATEMENT	B1	f81v	E139;E140	chckhy qoky	durchleiten -> aktuellen Posten ansetzen	Leite durch und setze den Posten an	aktuellen Stoff- oder Stationsposten ausführen
21	21	B1-S012	D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	HOW	PROSE_STATEMENT	B1	f81v	E141;E142;E143	lsho qokey lshedy	Waschgang beginnen -> kurz ansetzen -> waschen; Schluss	Beginne mit dem durchgeleiteten Waschposten den Waschgang, setze kurz an, wasche und schließe	aktuellen Stoff- oder Stationsposten ausführen
22	22	B1-S013	D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	HOW	PROSE_STATEMENT	B1	f81v	E144	lshedy	waschen; Schluss	Wasche und schließe	aktuellen Stoff- oder Stationsposten ausführen
23	23	B1-S014	D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	HOW	PROSE_STATEMENT	B1	f81v	E145;E146;E147;E148;E149	chedy qolky lchedal qol otar	laufenden Posten umsetzen -> auf dem Arbeitsweg weiterleiten -> zur Ablaufstelle führen -> fortsetzen -> danach von dort	Setze um, fuehre weiter, leite am Auslass ab und fuehre danach von dort weiter.	aktuellen Stoff- oder Stationsposten ausführen
24	24	B1-S015	D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	HOW	PROSE_STATEMENT	B1	f81v	E150;E151	ytey okchedy	fuellen -> angesetzten Inhalt überführen; Schluss	Fülle das Gefäß mit der abgeleiteten Arbeitsflüssigkeit, setze den Inhalt um und schließe	aktuellen Stoff- oder Stationsposten ausführen
25	25	B1-S016	D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	HOW	PROSE_STATEMENT	B1	f81v	E152;E153;E154;E155	qokal okeey qol cheedy	dort ansetzen -> länger ansetzen -> fortsetzen -> kurz absetzen lassen; Schluss	Setze dort länger an, führe weiter, lass absetzen und schließe	aktuellen Stoff- oder Stationsposten ausführen
26	26	B1-S017	D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	HOW	PROSE_STATEMENT	B1	f81v	E156;E157;E158	sal teol dchdy	dorthin -> kurz weiterleiten -> weitergeführten Posten überführen; Schluss	Fuehre dorthin, fuehre kurz weiter, setze um und schliesse.	aktuellen Stoff- oder Stationsposten ausführen
27	27	B1-S018	D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	HOW	PROSE_STATEMENT	B1	f81v	E159;E160;E161;E162	ly dsheol oiiin olkeedy	Sammelgefäß -> kurz weiter ruhen lassen -> Sollstufe -> länger sammeln; Schluss	Stelle das Gefaess bereit, lass den Posten kurz weiter ruhen, bringe ihn auf Sollstufe, sammle laenger und schliesse.	aktuellen Stoff- oder Stationsposten ausführen
28	28	B1-S019	D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	HOW	PROSE_STATEMENT	B1	f81v	E163	tedy	kurz absetzen lassen; Schluss	Lass absetzen und schließe	aktuellen Stoff- oder Stationsposten ausführen
29	29	B1-S020	D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	HOW	PROSE_STATEMENT	B1	f81v	E164;E165	cheky shckhedy	kurz wärmen -> seihen; Schluss	Wärme kurz, seih und schließe	aktuellen Stoff- oder Stationsposten ausführen
30	30	B1-S021	D1_ROOT_BATH_RIGHT_WHEEL	Wurzelbad unter rechter Radbedingung	HOW	PROSE_STATEMENT	B1	f81v	E166	chal	dorthin	Führe den Posten dorthin	aktuellen Stoff- oder Stationsposten ausführen
31	1	D2-C01-RELEASED-READOUT	D2_CLEAR_EXTRACT_STAR_ATLAS	Klarauszug durch Stationen mit Sternatlas-Ablesung	WHEN	SELECTED_ASTRO_OPTION	M68_PANEL_HEADERS	f68r1	A2:G013	cheey	Sternplatz A2_MIDDLE_PANEL_HEADER: abgelesener oder freigegebener Diagrammwert.	mittleres Paneel: freigegebenen Ablesewert verwenden	entspricht dem nach Standzeit und Nachseihen freigegebenen Klarauszug
32	2	D2-C02-TRANSFER-STATION-21	D2_CLEAR_EXTRACT_STAR_ATLAS	Klarauszug durch Stationen mit Sternatlas-Ablesung	WHEN	SELECTED_ASTRO_OPTION	M68_STAR_STATIONS	f68r1	A2:G053	ykchdy	Sternplatz A2_STAR_STATION_21: Wert oder Platzbezug uebertragen; lokaler Namensrest yk/y.	Sternstation 21: den gewählten Wert oder Posten übertragen	passt zur anschließenden Weitergabe des Klarauszugs durch die lokalen Stationen
33	3	D2-C03-BASE-GRADE	D2_CLEAR_EXTRACT_STAR_ATLAS	Klarauszug durch Stationen mit Sternatlas-Ablesung	WHEN	SELECTED_ASTRO_OPTION	M68_CENTER_KEY	f68r1	A2:G065	oygy	A2_CENTRAL_LEGEND_UNRESOLVED: aktueller Grundgrad.	im Zentrum den aktuellen Grundgrad lesen	gibt der gewählten Übertragungsstation einen einfachen gemeinsamen Grad
34	4	H3-S001	D2_CLEAR_EXTRACT_STAR_ATLAS	Klarauszug durch Stationen mit Sternatlas-Ablesung	WHAT	PROSE_STATEMENT	H3	f11r	E039;E040;E041;E042;E043;E044;E045	tshol schoal cfhy shfydaiin cphy shey tchody	Zutat entnehmen -> Zutat an die Arbeitsstelle geben -> auswringen -> Standmaß -> nachseihen -> klarer Auszug -> kalt stellen	Entnimm eine Zutat, gib sie dorthin, wringe aus, lass bis zum Standmass stehen, seih nach, nimm den Klarlauf und stelle ihn kalt.	aktuellen Stoff- oder Stationsposten ausführen
35	5	H3-S002	D2_CLEAR_EXTRACT_STAR_ATLAS	Klarauszug durch Stationen mit Sternatlas-Ablesung	WHAT	PROSE_STATEMENT	H3	f11r	E046	shoyty	Zutatenteil	Lege einen Zutatenteil zurueck.	aktuellen Stoff- oder Stationsposten ausführen
36	6	H3-S003	D2_CLEAR_EXTRACT_STAR_ATLAS	Klarauszug durch Stationen mit Sternatlas-Ablesung	WHAT	PROSE_STATEMENT	H3	f11r	E047;E048;E049;E050;E051	dchol chy kchy dy daiin	Voriges -> dieser Posten -> diesen Posten bearbeiten -> dieser Posten -> Sollmaß	Nimm den Vorposten, bearbeite diesen Posten und stelle sein Sollmass ein.	aktuellen Stoff- oder Stationsposten ausführen
37	7	H3-S004	D2_CLEAR_EXTRACT_STAR_ATLAS	Klarauszug durch Stationen mit Sternatlas-Ablesung	WHAT	PROSE_STATEMENT	H3	f11r	E052;E053;E054;E055	qotchy okchol cthy dy	anschließender Arbeitsposten -> weiterlaufenden Posten aufnehmen -> bereit -> dieser Posten	Nimm die restliche Blütenreserve als Folgeposten, setze die Fortsetzung an und halte sie bereit	aktuellen Stoff- oder Stationsposten ausführen
38	8	B2-S001	D2_CLEAR_EXTRACT_STAR_ATLAS	Klarauszug durch Stationen mit Sternatlas-Ablesung	HOW	PROSE_STATEMENT	B2	f82r	E167	dchedy	Posten überführen; Schluss	Setze um und schließe	aktuellen Stoff- oder Stationsposten ausführen
39	9	B2-S002	D2_CLEAR_EXTRACT_STAR_ATLAS	Klarauszug durch Stationen mit Sternatlas-Ablesung	HOW	PROSE_STATEMENT	B2	f82r	E168	qolchedy	weiterüberführen; Schluss	Führe weiter und schließe	aktuellen Stoff- oder Stationsposten ausführen
40	10	B2-S003	D2_CLEAR_EXTRACT_STAR_ATLAS	Klarauszug durch Stationen mit Sternatlas-Ablesung	HOW	PROSE_STATEMENT	B2	f82r	E169;E170;E171	qokain dy qokeedy	eine Portion zugeben -> dieser Posten -> länger ansetzen; Schluss	Gib eine Portion zu, setze den Posten länger an und schließe	aktuellen Stoff- oder Stationsposten ausführen
41	11	B2-S004	D2_CLEAR_EXTRACT_STAR_ATLAS	Klarauszug durch Stationen mit Sternatlas-Ablesung	HOW	PROSE_STATEMENT	B2	f82r	E172;E173;E174;E175;E176	qokal lcheckhy lched qokeey lcheckhedy	dort ansetzen -> Ausgangsdurchlass -> abführen -> länger ansetzen -> abseihen; Schluss	Setze dort an, leite durch den Ausgang, führe ab, setze länger an, seih ab und schließe	aktuellen Stoff- oder Stationsposten ausführen
42	12	B2-S005	D2_CLEAR_EXTRACT_STAR_ATLAS	Klarauszug durch Stationen mit Sternatlas-Ablesung	HOW	PROSE_STATEMENT	B2	f82r	E177;E178;E179;E180;E181;E182;E183;E184	qokaly solkaiin chckhy qokaiin qokaiin octheol chkeey ldy	dies dort ansetzen -> bis Sollmass sammeln -> durchleiten -> auf Sollmaß einstellen -> auf Sollmaß einstellen -> bereitgestellten Gang fortsetzen -> diesen Posten länger warm halten -> abziehen; Ende	Setze diesen Posten dort an, sammle bis zum Sollmass, leite durch, stelle das Sollmass ein, fuehre bereit weiter, waerme laenger, ziehe ab und schliesse.	aktuellen Stoff- oder Stationsposten ausführen
43	13	B2-S006	D2_CLEAR_EXTRACT_STAR_ATLAS	Klarauszug durch Stationen mit Sternatlas-Ablesung	HOW	PROSE_STATEMENT	B2	f82r	E185;E186;E187;E188	oteey qokal sheckhy qoky	langer Folgeposten -> dort ansetzen -> kurz durchleiten -> aktuellen Posten ansetzen	Nimm den langen Folgeposten, setze ihn dort an, leite ihn kurz durch und setze den Posten an.	aktuellen Stoff- oder Stationsposten ausführen
44	14	B2-S007	D2_CLEAR_EXTRACT_STAR_ATLAS	Klarauszug durch Stationen mit Sternatlas-Ablesung	HOW	PROSE_STATEMENT	B2	f82r	E189	dshedy	Frischwasser	Gib dem weitergeführten Überlaufposten Frischwasser zu und schließe	aktuellen Stoff- oder Stationsposten ausführen
45	15	B2-S008	D2_CLEAR_EXTRACT_STAR_ATLAS	Klarauszug durch Stationen mit Sternatlas-Ablesung	HOW	PROSE_STATEMENT	B2	f82r	E190;E191;E192	sotaiin qokar shedy	Folgemaß -> daraus ansetzen -> kurz absetzen lassen; Schluss	Stelle das Folgemaß ein, setze daraus an, lass absetzen und schließe	aktuellen Stoff- oder Stationsposten ausführen
46	16	B2-S009	D2_CLEAR_EXTRACT_STAR_ATLAS	Klarauszug durch Stationen mit Sternatlas-Ablesung	HOW	PROSE_STATEMENT	B2	f82r	E193	solshedy	weiter absetzen; Schluss	Lass weiter absetzen und schließe	aktuellen Stoff- oder Stationsposten ausführen
47	17	B2-S010	D2_CLEAR_EXTRACT_STAR_ATLAS	Klarauszug durch Stationen mit Sternatlas-Ablesung	HOW	PROSE_STATEMENT	B2	f82r	E194;E195;E196;E197	qokeey qoky ls cheey	länger ansetzen -> aktuellen Posten ansetzen -> Durchlassöffnung -> klarer Auszug	Setze laenger an, fuehre den Posten durch den Auslass und nimm den Klarlauf.	aktuellen Stoff- oder Stationsposten ausführen
48	18	B2-S011	D2_CLEAR_EXTRACT_STAR_ATLAS	Klarauszug durch Stationen mit Sternatlas-Ablesung	HOW	PROSE_STATEMENT	B2	f82r	E198;E199;E200;E201	okain char okain qokeedy	eine Portion zugeben -> aus dem Ansatz -> eine Portion zugeben -> länger ansetzen; Schluss	Gib der Klarflüssigkeit eine Portion zu, nimm daraus eine weitere Portion, setze länger an und schließe	aktuellen Stoff- oder Stationsposten ausführen
49	19	B2-S012	D2_CLEAR_EXTRACT_STAR_ATLAS	Klarauszug durch Stationen mit Sternatlas-Ablesung	HOW	PROSE_STATEMENT	B2	f82r	E202;E203;E204;E205;E206;E207;E208;E209	lchy cheey qcthey qokeey lcheey daiin chey qokeeedy	abziehen -> klarer Auszug -> kurz bereithalten -> länger ansetzen -> Klarlauf abfuehren -> Sollmaß -> dieser Posten -> vollständig ansetzen; Schluss	Ziehe den Posten ab, nimm den Klarlauf, halte ihn kurz bereit, setze ihn laenger an, fuehre den Klarlauf ab, stelle das Sollmass ein, fuehre den Posten vollstaendig aus und schliesse.	aktuellen Stoff- oder Stationsposten ausführen
50	20	B2-S013	D2_CLEAR_EXTRACT_STAR_ATLAS	Klarauszug durch Stationen mit Sternatlas-Ablesung	HOW	PROSE_STATEMENT	B2	f82r	E210	lchedy	abführen; Schluss	Führe ab und schließe	aktuellen Stoff- oder Stationsposten ausführen
51	21	B2-S014	D2_CLEAR_EXTRACT_STAR_ATLAS	Klarauszug durch Stationen mit Sternatlas-Ablesung	HOW	PROSE_STATEMENT	B2	f82r	E211	lar	von dort abfuehren	Fuehre von dort ab.	aktuellen Stoff- oder Stationsposten ausführen
52	22	B2-S015	D2_CLEAR_EXTRACT_STAR_ATLAS	Klarauszug durch Stationen mit Sternatlas-Ablesung	HOW	PROSE_STATEMENT	B2	f82r	E212;E213	tshey qokeedy	Klarlauf zugeben -> länger ansetzen; Schluss	Halte den vorigen Ablauf geschlossen, gib den Klarlauf zu, setze laenger an und schliesse.	aktuellen Stoff- oder Stationsposten ausführen
53	23	B2-S016	D2_CLEAR_EXTRACT_STAR_ATLAS	Klarauszug durch Stationen mit Sternatlas-Ablesung	HOW	PROSE_STATEMENT	B2	f82r	E214;E215;E216;E217;E218;E219;E220;E221	cheal lchedar ches aiin oteey qokaiin okey pchedy	dorthin -> von dort abführen -> teilen -> Sollmaß -> langer Folgeposten -> auf Sollmaß einstellen -> kurz ansetzen -> einführen; Schluss	Führe ihn dorthin und von dort ab, teile gleich, stelle das Sollmaß ein, nimm den langen Folgeposten, setze kurz an, führe ein und schließe	aktuellen Stoff- oder Stationsposten ausführen
54	24	B2-S017	D2_CLEAR_EXTRACT_STAR_ATLAS	Klarauszug durch Stationen mit Sternatlas-Ablesung	HOW	PROSE_STATEMENT	B2	f82r	E222;E223	rsheal daldy	kurz am Ziel ruhen -> Nebenoeffnung; Schluss	Lass den Posten kurz am Ziel ruhen, schliesse die Nebenöffnung und beende den Schritt.	aktuellen Stoff- oder Stationsposten ausführen
55	25	B2-S018	D2_CLEAR_EXTRACT_STAR_ATLAS	Klarauszug durch Stationen mit Sternatlas-Ablesung	HOW	PROSE_STATEMENT	B2	f82r	E224	qokeedy	länger ansetzen; Schluss	Setze länger an und schließe	aktuellen Stoff- oder Stationsposten ausführen
56	26	B2-S019	D2_CLEAR_EXTRACT_STAR_ATLAS	Klarauszug durch Stationen mit Sternatlas-Ablesung	HOW	PROSE_STATEMENT	B2	f82r	E225	rshedy	Waschgang abschließen	Führe den Waschgang aus und schließe.	aktuellen Stoff- oder Stationsposten ausführen
57	27	B2-S020	D2_CLEAR_EXTRACT_STAR_ATLAS	Klarauszug durch Stationen mit Sternatlas-Ablesung	HOW	PROSE_STATEMENT	B2	f82r	E226	qoteedy	lange Folge; Schluss	Nimm die lange Folge und schließe	aktuellen Stoff- oder Stationsposten ausführen
58	28	B2-S021	D2_CLEAR_EXTRACT_STAR_ATLAS	Klarauszug durch Stationen mit Sternatlas-Ablesung	HOW	PROSE_STATEMENT	B2	f82r	E227	qokeedy	länger ansetzen; Schluss	Setze länger an und schließe	aktuellen Stoff- oder Stationsposten ausführen
59	29	B2-S022	D2_CLEAR_EXTRACT_STAR_ATLAS	Klarauszug durch Stationen mit Sternatlas-Ablesung	HOW	PROSE_STATEMENT	B2	f82r	E228	lochedy	Rest abfuehren; Schluss	Führe den Rest ab und schließe	aktuellen Stoff- oder Stationsposten ausführen
60	1	D3-C01-SLOT-22-LONG-HOLD	D3_STORED_APPLICATION_THREE_WHEELS	Gelagerter Ansatz, Tuchanwendung und Dreirad-Bedingung	WHEN	SELECTED_ASTRO_OPTION	M69_LEFT_28_SLOTS	f69v	A3:G131;A3:G132	okeey dy	Radstelle A3_LEFT_RADIAL_SLOT_22: in langer Stufe setzen. | Radstelle A3_LEFT_RADIAL_SLOT_22: dieser lokale Diagrammposten.	linker Platz 22: den aktuellen Posten in langer Stufe setzen	passt zum länger gehaltenen gelagerten Ansatz und zur Tuchanwendung
61	2	D3-C02-MIDDLE-LONG-HOLD	D3_STORED_APPLICATION_THREE_WHEELS	Gelagerter Ansatz, Tuchanwendung und Dreirad-Bedingung	WHEN	SELECTED_ASTRO_OPTION	M69_MIDDLE_QUALITY	f69v	A3:G053	sheey	lokaler Himmels- oder Kalenderplatz A3_MIDDLE_WHEEL_RING_TEXT: diese Position laenger halten.	mittlere Qualität: diese Stellung länger halten	macht die Dauer zur Qualitätsbedingung der örtlichen Anwendung
62	3	D3-C03-RIGHT-FIXED-STATE	D3_STORED_APPLICATION_THREE_WHEELS	Gelagerter Ansatz, Tuchanwendung und Dreirad-Bedingung	WHEN	SELECTED_ASTRO_OPTION	M69_RIGHT_LIGHT	f69v	A3:G097	dchy	A3_RIGHT_WHEEL_RING_TEXT: fester Zustand.	rechtes Rad: festen Zustand wählen	passt zum Festmachen der Anwendung und verhindert einen offenen Endzustand
63	4	H4-S001	D3_STORED_APPLICATION_THREE_WHEELS	Gelagerter Ansatz, Tuchanwendung und Dreirad-Bedingung	WHAT	PROSE_STATEMENT	H4	f55v	E056;E057;E058;E059;E060	qokaiin chaiin ykain ykan ody	auf Sollmaß einstellen -> Sollmaß -> Postenportion -> dieser Anteil -> kühlen	Stelle das Sollmaß ein, nimm eine Postenportion und kühle diesen Anteil ab	aktuellen Stoff- oder Stationsposten ausführen
64	5	H4-S002	D3_STORED_APPLICATION_THREE_WHEELS	Gelagerter Ansatz, Tuchanwendung und Dreirad-Bedingung	WHAT	PROSE_STATEMENT	H4	f55v	E061;E062;E063	daiin chedy talam	Sollmaß -> laufenden Posten umsetzen -> am Ziel verwahren	Setze den Posten nach Sollmass um und verwahre ihn am Ziel.	aktuellen Stoff- oder Stationsposten ausführen
65	6	H4-S003	D3_STORED_APPLICATION_THREE_WHEELS	Gelagerter Ansatz, Tuchanwendung und Dreirad-Bedingung	WHAT	PROSE_STATEMENT	H4	f55v	E064;E065;E066;E067	ykaiin cheoar cheeky oldy	Postenmaß -> Auszug entnehmen -> länger erwärmen und offen halten -> Fortsetzung abschließen	Nimm den Auszug aus dem verwahrten Ansatz nach Postenmaß, wärme ihn länger und schließe die Fortsetzung	aktuellen Stoff- oder Stationsposten ausführen
66	7	H4-S004	D3_STORED_APPLICATION_THREE_WHEELS	Gelagerter Ansatz, Tuchanwendung und Dreirad-Bedingung	WHAT	PROSE_STATEMENT	H4	f55v	E068;E069;E070;E071;E072;E073	aiin okal oltchy or y orain	Sollmaß -> dort ansetzen -> bereiten Posten weiterführen -> Ansatz -> dieser Posten -> Ansatzportion	Stelle das Sollmass ein, setze dort an, fuehre den bereiten Ansatz weiter und nimm davon eine Portion.	aktuellen Stoff- oder Stationsposten ausführen
