universal_group_serial	register	unit_id	page	source_serial	locus	field_or_address	statement_or_station	exact_card_or_local_group_id	formal_value	atomic_or_whole_card_mnemonic	source_order_slot	local_selected_source_fragment	abbreviation_channel	register_state_before	register_update	register_state_after	selected_parse_status	terminal_status	renderer_instruction	rendered_surface	reverse_lookup_requirement	semantic_invertibility_from_surface_alone	source_fragment_digest	mechanical_roundtrip_token	roundtrip_status
11	HERBAL	H1	f10r	11	f10r.5	F002	H1-S002	9ad66e67803a12e745de	OPAQUE_PAYLOAD || NONE	UNKNOWN	EXEMPLAR_TAIL	[EXEMPLAR:nimm den frischen ersten Lauf]	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=H1:O01;ACTIVE_ITEM/PREPARATION=H1:I001;TARGET/STATION=H1:T001;PREVIOUS_ITEM=H1:I002	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H1:O01;ACTIVE_ITEM/PREPARATION=H1:I001;TARGET/STATION=H1:T001;PREVIOUS_ITEM=H1:I002	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; START_OR_RESUME_NEXT_SELECTED_STATEMENT	qokchy	RECORD_LOCAL_EXEMPLAR_CODEBOOK_REQUIRED	NOT_CLAIMED	380efdfaab86139d00a0	d664fc85da6d218466cf	PASS_EXACT_IDENTITY_AND_CONTEXT
12	HERBAL	H1	f10r	12	f10r.5	F002	H1-S002	e8a6105b5c3a6220b440	FRAME_OT(OPAQUE_PAYLOAD) || NONE	UNKNOWN	RELATION_LINK	[GENRE:erwärme ihn gelinde]	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=H1:O01;ACTIVE_ITEM/PREPARATION=H1:I001;TARGET/STATION=H1:T001;PREVIOUS_ITEM=H1:I002	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H1:O01;ACTIVE_ITEM/PREPARATION=H1:I001;TARGET/STATION=H1:T001;PREVIOUS_ITEM=H1:I002	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	qotchol	RECORD_LOCAL_EXEMPLAR_CODEBOOK_REQUIRED	NOT_CLAIMED	3892b0e61cc72fb78b7e	9a6152e8e4434a754127	PASS_EXACT_IDENTITY_AND_CONTEXT
13	HERBAL	H1	f10r	13	f10r.5	F002	H1-S002	dcda95c81a5460feb191	FRAME_O(LINK) || AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	UNKNOWN	LINK_ACTIVE	[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN; keine Wortbedeutung] [REGISTER:H1:I001 fortführen]	LICENSED_FORMAL_SLOT_CARD	OWNER=H1:O01;ACTIVE_ITEM/PREPARATION=H1:I001;TARGET/STATION=H1:T001;PREVIOUS_ITEM=H1:I002	ACTIVE_ITEM/PREPARATION:=FORMAL_ACTIVE_LINK(OPAQUE_EVENT_VALUE);PREVIOUS_ITEM=CARRY	OWNER=H1:O01;ACTIVE_ITEM/PREPARATION=H1:I001;TARGET/STATION=H1:T001;PREVIOUS_ITEM=H1:I002	UNIQUE_FORMAL_ONLY	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	chol	CARD_OR_FORMAL_SKELETON_PLUS_RECORD_CONTEXT	NOT_CLAIMED	377371b7b361a39c8420	1627e062e462066f0b88	PASS_EXACT_IDENTITY_AND_CONTEXT
14	HERBAL	H1	f10r	14	f10r.5	F002	H1-S002	e0b630cb1b5df5e7105b	OPAQUE_PAYLOAD || NONE	BEREIT?	STATE_GATE	[CARD:BEREIT?] [EXEMPLAR:bis zum örtlichen Gebrauchszustand]	LICENSED_EXACT_WHOLE_CARD	OWNER=H1:O01;ACTIVE_ITEM/PREPARATION=H1:I001;TARGET/STATION=H1:T001;PREVIOUS_ITEM=H1:I002	ACTIVE_ITEM/PREPARATION.STATE:=EXACT_GATE_VALUE	OWNER=H1:O01;ACTIVE_ITEM/PREPARATION=H1:I001;TARGET/STATION=H1:T001;PREVIOUS_ITEM=H1:I002	UNIQUE_EXACT	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	cthy	CARD_OR_FORMAL_SKELETON_PLUS_RECORD_CONTEXT	NOT_CLAIMED	e847b081b9b9d97d9270	946291a8884bd8806da6	PASS_EXACT_IDENTITY_AND_CONTEXT
15	HERBAL	H2	f10r	15	f10r.6	F003	H2-S001	7249edc4df3419c26999	OPAQUE_PAYLOAD || NONE	UNKNOWN	EXEMPLAR_TAIL	[IMAGE:Blütenköpfe und junge Blätter derselben Teufelsabbiss-Pflanze]	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; START_SELECTED_STATEMENT	ycheor	RECORD_LOCAL_EXEMPLAR_CODEBOOK_REQUIRED	NOT_CLAIMED	4339dae7f188b2ea1424	021b945b3e73512e4f36	PASS_EXACT_IDENTITY_AND_CONTEXT
16	HERBAL	H2	f10r	16	f10r.6	F003	H2-S001	e0b630cb1b5df5e7105b	OPAQUE_PAYLOAD || NONE	BEREIT?	STATE_GATE	[CARD:BEREIT?] [EXEMPLAR:wenn sie eben aufgehen]	LICENSED_EXACT_WHOLE_CARD	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	ACTIVE_ITEM/PREPARATION.STATE:=EXACT_GATE_VALUE	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	UNIQUE_EXACT	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	cthy	CARD_OR_FORMAL_SKELETON_PLUS_RECORD_CONTEXT	NOT_CLAIMED	36e12ab2bda74e8a2d14	7dfc700cfd9944f2d230	PASS_EXACT_IDENTITY_AND_CONTEXT
17	HERBAL	H2	f10r	17	f10r.6	F003	H2-S001	7a4bb8136330ee4e6e56	OPAQUE_PAYLOAD || NONE	ANSATZ?	ACTIVE_PREPARATION_OR_ITEM	[CARD:ANSATZ?] [REGISTER:H2:I001 als frischen Ansatz führen]	LICENSED_EXACT_WHOLE_CARD	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	ACTIVE_ITEM/PREPARATION:=EXACT_ACTIVE_PREPARATION;PREVIOUS_ITEM=CARRY	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	UNIQUE_EXACT	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	chor	CARD_OR_FORMAL_SKELETON_PLUS_RECORD_CONTEXT	NOT_CLAIMED	18ac2c5429729cf3f084	c58fc42d3ea247032040	PASS_EXACT_IDENTITY_AND_CONTEXT
18	HERBAL	H2	f10r	18	f10r.6	F003	H2-S001	f3c23f42baf625639e1e	OPAQUE_PAYLOAD + <ARG_AIIN> || NONE	UNKNOWN	PARAMETER_ASSIGNMENT	[GENRE:zerstoße das Kraut]	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	cthaiin	RECORD_LOCAL_EXEMPLAR_CODEBOOK_REQUIRED	NOT_CLAIMED	f989f95cb1bebcd5833c	cca1ee0711ef7ef98b59	PASS_EXACT_IDENTITY_AND_CONTEXT
19	HERBAL	H2	f10r	19	f10r.6	F003	H2-S001	af816c04e65874a0f2fa	OPAQUE_PAYLOAD || NONE	UNKNOWN	EXEMPLAR_TAIL	[GENRE:presse den Saft durch ein Tuch]	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	qoctholy	RECORD_LOCAL_EXEMPLAR_CODEBOOK_REQUIRED	NOT_CLAIMED	23dd78eeb2f35fd86a7c	1fdb6de1e682066fa12b	PASS_EXACT_IDENTITY_AND_CONTEXT
20	HERBAL	H2	f10r	20	f10r.6	F003	H2-S001	b921a237be883a820352	OPAQUE_PAYLOAD || NONE	UNKNOWN	EXEMPLAR_TAIL	[EXEMPLAR:fange die erste Fraktion auf]	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	dy	RECORD_LOCAL_EXEMPLAR_CODEBOOK_REQUIRED	NOT_CLAIMED	e65c22ca488de0e39145	dfe611fa08d8aa6b1d90	PASS_EXACT_IDENTITY_AND_CONTEXT
21	HERBAL	H2	f10r	21	f10r.6	F003	H2-S001	b921a237be883a820352	OPAQUE_PAYLOAD || NONE	UNKNOWN	EXEMPLAR_TAIL	[GENRE:gib Olivenöl hinzu]	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	chy	RECORD_LOCAL_EXEMPLAR_CODEBOOK_REQUIRED	NOT_CLAIMED	bec9e0a47dabcc04409b	5874de6dc7e23ebcefaa	PASS_EXACT_IDENTITY_AND_CONTEXT
22	HERBAL	H2	f10r	22	f10r.6	F003	H2-S001	2f1c5e56e8f0ff459065	OPAQUE_PAYLOAD || NONE	MASS?	PARAMETER_ASSIGNMENT	[CARD:MASS?] [EXEMPLAR:ein örtlich vorgeschriebenes Maß]	LICENSED_EXACT_WHOLE_CARD	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	PARAMETER_SLOT:=EXACT_MASS_VALUE;FOUR_REGISTERS=CARRY	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	UNIQUE_EXACT	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	taiin	CARD_OR_FORMAL_SKELETON_PLUS_RECORD_CONTEXT	NOT_CLAIMED	0de5d69e78352bc104fc	8bc10b76687dff8ae276	PASS_EXACT_IDENTITY_AND_CONTEXT
23	HERBAL	H2	f10r	23	f10r.6	F003	H2-S001	b921a237be883a820352	OPAQUE_PAYLOAD || NONE	UNKNOWN	EXEMPLAR_TAIL	[GENRE:erwärme gelinde]	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	shy	RECORD_LOCAL_EXEMPLAR_CODEBOOK_REQUIRED	NOT_CLAIMED	8cd00836849c8fb1c23e	dfb26ff96f96c63d638e	PASS_EXACT_IDENTITY_AND_CONTEXT
24	HERBAL	H2	f10r	24	f10r.8	F004	H2-S002	10488b911aae52b3b334	FRAME_OT(OPAQUE_PAYLOAD) || NONE	UNKNOWN	RELATION_LINK	[IMAGE:nimm vor voller Blüte eine zweite Portion der Spitzen]	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; START_OR_RESUME_NEXT_SELECTED_STATEMENT	qotchor	RECORD_LOCAL_EXEMPLAR_CODEBOOK_REQUIRED	NOT_CLAIMED	de9c6c6794d68f6519dd	a1da5a94a69fac55ed6a	PASS_EXACT_IDENTITY_AND_CONTEXT
25	HERBAL	H2	f10r	25	f10r.8	F004	H2-S002	7a4bb8136330ee4e6e56	OPAQUE_PAYLOAD || NONE	ANSATZ?	ACTIVE_PREPARATION_OR_ITEM	[CARD:ANSATZ?] [REGISTER:H2:I001 fortführen]	LICENSED_EXACT_WHOLE_CARD	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	ACTIVE_ITEM/PREPARATION:=EXACT_ACTIVE_PREPARATION;PREVIOUS_ITEM=CARRY	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	UNIQUE_EXACT	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	chor	CARD_OR_FORMAL_SKELETON_PLUS_RECORD_CONTEXT	NOT_CLAIMED	3ea44f464d7a2c9c6583	3aefab1d20816f178615	PASS_EXACT_IDENTITY_AND_CONTEXT
