combined_group_ordinal	namespace	unit_id	page	source_locus	field_or_local_address	statement_or_locus_unit	group_ordinal_within_unit	opaque_whole_card_key	surface_display_only	typed_source_class	silent_state_mode	compiler_channel	licensed_prompt	event_template_or_local_role	external_exemplar_payload_key	external_source_payload	field_grouping_operation	line_reflow_operation	hand_renderer_operation	id_to_surface_encode_status	surface_to_id_decode_status	formal_identity_order_layout_roundtrip	source_intention_without_exemplar	source_intention_with_exemplar	external_exemplar_required_for_complete_source	semantic_contract
11	PROSE_EXACT_JOINT_CARD	H1	f10r	f10r.5	F002	H1-S002	11	P:9ad66e67803a12e745de	qokchy	MIXED_AMBIGUOUS	FOUR_RECORD_LOCAL_REGISTERS	EXEMPLAR_WHOLE_CARD	NO_REUSABLE_PROMPT	EXEMPLAR_ONLY	SRC:P:E011	[EXEMPLAR:nimm den frischen ersten Lauf]	APPEND_FIELD	SPACE	COPY_OCCURRENCE_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	EXTERNAL_OCCURRENCE_RENDERER_SELECTOR_REQUIRED	UNIQUE_WITHIN_PROSE_DECK	PASS	LOST_OPAQUE_EVENT	PASS_SELECTED_LOCAL_PAYLOAD	YES	WORKING_PROMPT_NOT_LEXEM;EXACT_CARD_ATOMIC;NO_PAGE_HOST_OR_STRING_INHERITANCE
12	PROSE_EXACT_JOINT_CARD	H1	f10r	f10r.5	F002	H1-S002	12	P:e8a6105b5c3a6220b440	qotchol	MIXED_AMBIGUOUS	FOUR_RECORD_LOCAL_REGISTERS	EXEMPLAR_WHOLE_CARD	NO_REUSABLE_PROMPT	EXEMPLAR_ONLY	SRC:P:E012	[GENRE:erwärme ihn gelinde]	APPEND_FIELD	SPACE	COPY_OCCURRENCE_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	UNIQUE_DECK_SURFACE	UNIQUE_WITHIN_PROSE_DECK	PASS	LOST_OPAQUE_EVENT	PASS_SELECTED_LOCAL_PAYLOAD	YES	WORKING_PROMPT_NOT_LEXEM;EXACT_CARD_ATOMIC;NO_PAGE_HOST_OR_STRING_INHERITANCE
13	PROSE_EXACT_JOINT_CARD	H1	f10r	f10r.5	F002	H1-S002	13	P:dcda95c81a5460feb191	chol	MIXED_AMBIGUOUS	FOUR_RECORD_LOCAL_REGISTERS	STRICT_FORMAL_PROMPT	FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	LINK_ACTIVE	SRC:P:E013	[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN; keine Wortbedeutung] [REGISTER:H1:I001 fortführen]	APPEND_FIELD	SPACE	COPY_OCCURRENCE_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	EXTERNAL_OCCURRENCE_RENDERER_SELECTOR_REQUIRED	UNIQUE_WITHIN_PROSE_DECK	PASS	PARTIAL_CONTROL_TEMPLATE_ONLY	PASS_SELECTED_LOCAL_PAYLOAD	YES	WORKING_PROMPT_NOT_LEXEM;EXACT_CARD_ATOMIC;NO_PAGE_HOST_OR_STRING_INHERITANCE
14	PROSE_EXACT_JOINT_CARD	H1	f10r	f10r.5	F002	H1-S002	14	P:e0b630cb1b5df5e7105b	cthy	MIXED_AMBIGUOUS	FOUR_RECORD_LOCAL_REGISTERS	EXACT_MNEMONIC	MNEMONIC:BEREIT?	STATE_GATE	SRC:P:E014	[CARD:BEREIT?] [EXEMPLAR:bis zum örtlichen Gebrauchszustand]	OPEN_FIELD_CUT	LINE_RESET	COPY_OCCURRENCE_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	EXTERNAL_OCCURRENCE_RENDERER_SELECTOR_REQUIRED	UNIQUE_WITHIN_PROSE_DECK	PASS	PARTIAL_CONTROL_TEMPLATE_ONLY	PASS_SELECTED_LOCAL_PAYLOAD	YES	WORKING_PROMPT_NOT_LEXEM;EXACT_CARD_ATOMIC;NO_PAGE_HOST_OR_STRING_INHERITANCE
15	PROSE_EXACT_JOINT_CARD	H2	f10r	f10r.6	F003	H2-S001	1	P:7249edc4df3419c26999	ycheor	MIXED_AMBIGUOUS	FOUR_RECORD_LOCAL_REGISTERS	EXEMPLAR_WHOLE_CARD	NO_REUSABLE_PROMPT	EXEMPLAR_ONLY	SRC:P:E015	[IMAGE:Blütenköpfe und junge Blätter derselben Teufelsabbiss-Pflanze]	APPEND_FIELD	SPACE	COPY_OCCURRENCE_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	UNIQUE_DECK_SURFACE	UNIQUE_WITHIN_PROSE_DECK	PASS	LOST_OPAQUE_EVENT	PASS_SELECTED_LOCAL_PAYLOAD	YES	WORKING_PROMPT_NOT_LEXEM;EXACT_CARD_ATOMIC;NO_PAGE_HOST_OR_STRING_INHERITANCE
16	PROSE_EXACT_JOINT_CARD	H2	f10r	f10r.6	F003	H2-S001	2	P:e0b630cb1b5df5e7105b	cthy	MIXED_AMBIGUOUS	FOUR_RECORD_LOCAL_REGISTERS	EXACT_MNEMONIC	MNEMONIC:BEREIT?	STATE_GATE	SRC:P:E016	[CARD:BEREIT?] [EXEMPLAR:wenn sie eben aufgehen]	APPEND_FIELD	SPACE	COPY_OCCURRENCE_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	EXTERNAL_OCCURRENCE_RENDERER_SELECTOR_REQUIRED	UNIQUE_WITHIN_PROSE_DECK	PASS	PARTIAL_CONTROL_TEMPLATE_ONLY	PASS_SELECTED_LOCAL_PAYLOAD	YES	WORKING_PROMPT_NOT_LEXEM;EXACT_CARD_ATOMIC;NO_PAGE_HOST_OR_STRING_INHERITANCE
17	PROSE_EXACT_JOINT_CARD	H2	f10r	f10r.6	F003	H2-S001	3	P:7a4bb8136330ee4e6e56	chor	MIXED_AMBIGUOUS	FOUR_RECORD_LOCAL_REGISTERS	EXACT_MNEMONIC	MNEMONIC:ANSATZ?	LINK_ACTIVE	SRC:P:E017	[CARD:ANSATZ?] [REGISTER:H2:I001 als frischen Ansatz führen]	APPEND_FIELD	SPACE	COPY_OCCURRENCE_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	EXTERNAL_OCCURRENCE_RENDERER_SELECTOR_REQUIRED	UNIQUE_WITHIN_PROSE_DECK	PASS	PARTIAL_CONTROL_TEMPLATE_ONLY	PASS_SELECTED_LOCAL_PAYLOAD	YES	WORKING_PROMPT_NOT_LEXEM;EXACT_CARD_ATOMIC;NO_PAGE_HOST_OR_STRING_INHERITANCE
18	PROSE_EXACT_JOINT_CARD	H2	f10r	f10r.6	F003	H2-S001	4	P:f3c23f42baf625639e1e	cthaiin	MIXED_AMBIGUOUS	FOUR_RECORD_LOCAL_REGISTERS	EXEMPLAR_WHOLE_CARD	NO_REUSABLE_PROMPT	EXEMPLAR_ONLY	SRC:P:E018	[GENRE:zerstoße das Kraut]	APPEND_FIELD	SPACE	COPY_OCCURRENCE_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	UNIQUE_DECK_SURFACE	UNIQUE_WITHIN_PROSE_DECK	PASS	LOST_OPAQUE_EVENT	PASS_SELECTED_LOCAL_PAYLOAD	YES	WORKING_PROMPT_NOT_LEXEM;EXACT_CARD_ATOMIC;NO_PAGE_HOST_OR_STRING_INHERITANCE
19	PROSE_EXACT_JOINT_CARD	H2	f10r	f10r.6	F003	H2-S001	5	P:af816c04e65874a0f2fa	qoctholy	MIXED_AMBIGUOUS	FOUR_RECORD_LOCAL_REGISTERS	EXEMPLAR_WHOLE_CARD	NO_REUSABLE_PROMPT	EXEMPLAR_ONLY	SRC:P:E019	[GENRE:presse den Saft durch ein Tuch]	APPEND_FIELD	SPACE	COPY_OCCURRENCE_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	UNIQUE_DECK_SURFACE	UNIQUE_WITHIN_PROSE_DECK	PASS	LOST_OPAQUE_EVENT	PASS_SELECTED_LOCAL_PAYLOAD	YES	WORKING_PROMPT_NOT_LEXEM;EXACT_CARD_ATOMIC;NO_PAGE_HOST_OR_STRING_INHERITANCE
20	PROSE_EXACT_JOINT_CARD	H2	f10r	f10r.6	F003	H2-S001	6	P:b921a237be883a820352	dy	MIXED_AMBIGUOUS	FOUR_RECORD_LOCAL_REGISTERS	EXEMPLAR_WHOLE_CARD	NO_REUSABLE_PROMPT	EXEMPLAR_ONLY	SRC:P:E020	[EXEMPLAR:fange die erste Fraktion auf]	APPEND_FIELD	SPACE	COPY_OCCURRENCE_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	EXTERNAL_OCCURRENCE_RENDERER_SELECTOR_REQUIRED	UNIQUE_WITHIN_PROSE_DECK	PASS	LOST_OPAQUE_EVENT	PASS_SELECTED_LOCAL_PAYLOAD	YES	WORKING_PROMPT_NOT_LEXEM;EXACT_CARD_ATOMIC;NO_PAGE_HOST_OR_STRING_INHERITANCE
21	PROSE_EXACT_JOINT_CARD	H2	f10r	f10r.6	F003	H2-S001	7	P:b921a237be883a820352	chy	MIXED_AMBIGUOUS	FOUR_RECORD_LOCAL_REGISTERS	EXEMPLAR_WHOLE_CARD	NO_REUSABLE_PROMPT	EXEMPLAR_ONLY	SRC:P:E021	[GENRE:gib Olivenöl hinzu]	APPEND_FIELD	SPACE	COPY_OCCURRENCE_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	EXTERNAL_OCCURRENCE_RENDERER_SELECTOR_REQUIRED	UNIQUE_WITHIN_PROSE_DECK	PASS	LOST_OPAQUE_EVENT	PASS_SELECTED_LOCAL_PAYLOAD	YES	WORKING_PROMPT_NOT_LEXEM;EXACT_CARD_ATOMIC;NO_PAGE_HOST_OR_STRING_INHERITANCE
22	PROSE_EXACT_JOINT_CARD	H2	f10r	f10r.6	F003	H2-S001	8	P:2f1c5e56e8f0ff459065	taiin	MIXED_AMBIGUOUS	FOUR_RECORD_LOCAL_REGISTERS	EXACT_MNEMONIC	MNEMONIC:MASS?	PARAMETER_ASSIGN	SRC:P:E022	[CARD:MASS?] [EXEMPLAR:ein örtlich vorgeschriebenes Maß]	APPEND_FIELD	SPACE	COPY_OCCURRENCE_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	EXTERNAL_OCCURRENCE_RENDERER_SELECTOR_REQUIRED	UNIQUE_WITHIN_PROSE_DECK	PASS	PARTIAL_CONTROL_TEMPLATE_ONLY	PASS_SELECTED_LOCAL_PAYLOAD	YES	WORKING_PROMPT_NOT_LEXEM;EXACT_CARD_ATOMIC;NO_PAGE_HOST_OR_STRING_INHERITANCE
23	PROSE_EXACT_JOINT_CARD	H2	f10r	f10r.6	F003	H2-S001	9	P:b921a237be883a820352	shy	MIXED_AMBIGUOUS	FOUR_RECORD_LOCAL_REGISTERS	EXEMPLAR_WHOLE_CARD	NO_REUSABLE_PROMPT	EXEMPLAR_ONLY	SRC:P:E023	[GENRE:erwärme gelinde]	OPEN_FIELD_CUT	LINE_RESET	COPY_OCCURRENCE_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	EXTERNAL_OCCURRENCE_RENDERER_SELECTOR_REQUIRED	UNIQUE_WITHIN_PROSE_DECK	PASS	LOST_OPAQUE_EVENT	PASS_SELECTED_LOCAL_PAYLOAD	YES	WORKING_PROMPT_NOT_LEXEM;EXACT_CARD_ATOMIC;NO_PAGE_HOST_OR_STRING_INHERITANCE
24	PROSE_EXACT_JOINT_CARD	H2	f10r	f10r.8	F004	H2-S002	10	P:10488b911aae52b3b334	qotchor	MIXED_AMBIGUOUS	FOUR_RECORD_LOCAL_REGISTERS	EXEMPLAR_WHOLE_CARD	NO_REUSABLE_PROMPT	EXEMPLAR_ONLY	SRC:P:E024	[IMAGE:nimm vor voller Blüte eine zweite Portion der Spitzen]	APPEND_FIELD	SPACE	COPY_OCCURRENCE_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	EXTERNAL_OCCURRENCE_RENDERER_SELECTOR_REQUIRED	UNIQUE_WITHIN_PROSE_DECK	PASS	LOST_OPAQUE_EVENT	PASS_SELECTED_LOCAL_PAYLOAD	YES	WORKING_PROMPT_NOT_LEXEM;EXACT_CARD_ATOMIC;NO_PAGE_HOST_OR_STRING_INHERITANCE
25	PROSE_EXACT_JOINT_CARD	H2	f10r	f10r.8	F004	H2-S002	11	P:7a4bb8136330ee4e6e56	chor	MIXED_AMBIGUOUS	FOUR_RECORD_LOCAL_REGISTERS	EXACT_MNEMONIC	MNEMONIC:ANSATZ?	LINK_ACTIVE	SRC:P:E025	[CARD:ANSATZ?] [REGISTER:H2:I001 fortführen]	APPEND_FIELD	SPACE	COPY_OCCURRENCE_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	EXTERNAL_OCCURRENCE_RENDERER_SELECTOR_REQUIRED	UNIQUE_WITHIN_PROSE_DECK	PASS	PARTIAL_CONTROL_TEMPLATE_ONLY	PASS_SELECTED_LOCAL_PAYLOAD	YES	WORKING_PROMPT_NOT_LEXEM;EXACT_CARD_ATOMIC;NO_PAGE_HOST_OR_STRING_INHERITANCE
26	PROSE_EXACT_JOINT_CARD	H2	f10r	f10r.8	F004	H2-S002	12	P:497cbd9c7401810ff56b	otol	MIXED_AMBIGUOUS	FOUR_RECORD_LOCAL_REGISTERS	EXEMPLAR_WHOLE_CARD	NO_REUSABLE_PROMPT	EXEMPLAR_ONLY	SRC:P:E026	[EXEMPLAR:eine Handvoll]	APPEND_FIELD	SPACE	COPY_OCCURRENCE_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	UNIQUE_DECK_SURFACE	UNIQUE_WITHIN_PROSE_DECK	PASS	LOST_OPAQUE_EVENT	PASS_SELECTED_LOCAL_PAYLOAD	YES	WORKING_PROMPT_NOT_LEXEM;EXACT_CARD_ATOMIC;NO_PAGE_HOST_OR_STRING_INHERITANCE
27	PROSE_EXACT_JOINT_CARD	H2	f10r	f10r.8	F004	H2-S002	13	P:dcda95c81a5460feb191	chol	MIXED_AMBIGUOUS	FOUR_RECORD_LOCAL_REGISTERS	STRICT_FORMAL_PROMPT	FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	LINK_ACTIVE	SRC:P:E027	[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN; keine Wortbedeutung] [REGISTER:H2:I001 fortführen]	APPEND_FIELD	SPACE	COPY_OCCURRENCE_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	EXTERNAL_OCCURRENCE_RENDERER_SELECTOR_REQUIRED	UNIQUE_WITHIN_PROSE_DECK	PASS	PARTIAL_CONTROL_TEMPLATE_ONLY	PASS_SELECTED_LOCAL_PAYLOAD	YES	WORKING_PROMPT_NOT_LEXEM;EXACT_CARD_ATOMIC;NO_PAGE_HOST_OR_STRING_INHERITANCE
28	PROSE_EXACT_JOINT_CARD	H2	f10r	f10r.8	F004	H2-S002	14	P:dec401773c1f0347793d	cholor	MIXED_AMBIGUOUS	FOUR_RECORD_LOCAL_REGISTERS	EXACT_MNEMONIC	MNEMONIC:VORIGES?	SELECT_PREVIOUS	SRC:P:E028	[CARD:VORIGES?] [REGISTER:H2:I001 als vorigen Posten aufnehmen]	APPEND_FIELD	SPACE	COPY_OCCURRENCE_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	EXTERNAL_OCCURRENCE_RENDERER_SELECTOR_REQUIRED	UNIQUE_WITHIN_PROSE_DECK	PASS	PARTIAL_CONTROL_TEMPLATE_ONLY	PASS_SELECTED_LOCAL_PAYLOAD	YES	WORKING_PROMPT_NOT_LEXEM;EXACT_CARD_ATOMIC;NO_PAGE_HOST_OR_STRING_INHERITANCE
29	PROSE_EXACT_JOINT_CARD	H2	f10r	f10r.8	F004	H2-S002	15	P:dcda95c81a5460feb191	chol	MIXED_AMBIGUOUS	FOUR_RECORD_LOCAL_REGISTERS	STRICT_FORMAL_PROMPT	FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	LINK_ACTIVE	SRC:P:E029	[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN; keine Wortbedeutung] [REGISTER:H2:I002 führen]	APPEND_FIELD	SPACE	COPY_OCCURRENCE_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	EXTERNAL_OCCURRENCE_RENDERER_SELECTOR_REQUIRED	UNIQUE_WITHIN_PROSE_DECK	PASS	PARTIAL_CONTROL_TEMPLATE_ONLY	PASS_SELECTED_LOCAL_PAYLOAD	YES	WORKING_PROMPT_NOT_LEXEM;EXACT_CARD_ATOMIC;NO_PAGE_HOST_OR_STRING_INHERITANCE
30	PROSE_EXACT_JOINT_CARD	H2	f10r	f10r.8	F004	H2-S002	16	P:2f1c5e56e8f0ff459065	daiin	MIXED_AMBIGUOUS	FOUR_RECORD_LOCAL_REGISTERS	EXACT_MNEMONIC_PLUS_FORMAL_CONVERGENT	MNEMONIC:MASS?|FORMAL:VORGABEPARAMETER?	PARAMETER_ASSIGN	SRC:P:E030	[CARD:MASS?] [FORMAL:VORGABEPARAMETER?; keine Wortbedeutung] [EXEMPLAR:ein gleiches örtliches Maß]	APPEND_FIELD	SPACE	COPY_OCCURRENCE_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	EXTERNAL_OCCURRENCE_RENDERER_SELECTOR_REQUIRED	UNIQUE_WITHIN_PROSE_DECK	PASS	PARTIAL_CONTROL_TEMPLATE_ONLY	PASS_SELECTED_LOCAL_PAYLOAD	YES	WORKING_PROMPT_NOT_LEXEM;EXACT_CARD_ATOMIC;NO_PAGE_HOST_OR_STRING_INHERITANCE
31	PROSE_EXACT_JOINT_CARD	H2	f10r	f10r.8	F004	H2-S002	17	P:4d4559019a961b834aa1	dar	MIXED_AMBIGUOUS	FOUR_RECORD_LOCAL_REGISTERS	EXEMPLAR_WHOLE_CARD	NO_REUSABLE_PROMPT	EXEMPLAR_ONLY	SRC:P:E031	[GENRE:verbinde beide Fraktionen]	OPEN_FIELD_CUT	LINE_RESET	COPY_OCCURRENCE_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	EXTERNAL_OCCURRENCE_RENDERER_SELECTOR_REQUIRED	UNIQUE_WITHIN_PROSE_DECK	PASS	LOST_OPAQUE_EVENT	PASS_SELECTED_LOCAL_PAYLOAD	YES	WORKING_PROMPT_NOT_LEXEM;EXACT_CARD_ATOMIC;NO_PAGE_HOST_OR_STRING_INHERITANCE
