global_index	section	page	unit_id	locus	local_index	opaque_identity	surface_display_only	source_segment	compiler_mechanism	source_recoverable_without_local_exemplar	register_context	field_or_diagram_context	roundtrip_contract
11	HERBAL	f10r	H1	f10r.5	11	9ad66e67803a12e745de	qokchy	[EXEMPLAR:nimm den frischen ersten Lauf]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=H1:O01;ACTIVE_ITEM/PREPARATION=H1:I001;TARGET/STATION=H1:T001;PREVIOUS_ITEM=H1:I002	F002	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
12	HERBAL	f10r	H1	f10r.5	12	e8a6105b5c3a6220b440	qotchol	[GENRE:erwärme ihn gelinde]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=H1:O01;ACTIVE_ITEM/PREPARATION=H1:I001;TARGET/STATION=H1:T001;PREVIOUS_ITEM=H1:I002	F002	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
13	HERBAL	f10r	H1	f10r.5	13	dcda95c81a5460feb191	chol	[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN; keine Wortbedeutung] [REGISTER:H1:I001 fortführen]	FORMAL_SLOT_CARD	FORMAL_ROLE_ONLY	OWNER=H1:O01;ACTIVE_ITEM/PREPARATION=H1:I001;TARGET/STATION=H1:T001;PREVIOUS_ITEM=H1:I002	F002	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
14	HERBAL	f10r	H1	f10r.5	14	e0b630cb1b5df5e7105b	cthy	[CARD:BEREIT?] [EXEMPLAR:bis zum örtlichen Gebrauchszustand]	COMMON_EXACT_WHOLE_CARD	SHORT_MNEMONIC_ONLY	OWNER=H1:O01;ACTIVE_ITEM/PREPARATION=H1:I001;TARGET/STATION=H1:T001;PREVIOUS_ITEM=H1:I002	F002	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
15	HERBAL	f10r	H2	f10r.6	15	7249edc4df3419c26999	ycheor	[IMAGE:Blütenköpfe und junge Blätter derselben Teufelsabbiss-Pflanze]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	F003	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
16	HERBAL	f10r	H2	f10r.6	16	e0b630cb1b5df5e7105b	cthy	[CARD:BEREIT?] [EXEMPLAR:wenn sie eben aufgehen]	COMMON_EXACT_WHOLE_CARD	SHORT_MNEMONIC_ONLY	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	F003	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
17	HERBAL	f10r	H2	f10r.6	17	7a4bb8136330ee4e6e56	chor	[CARD:ANSATZ?] [REGISTER:H2:I001 als frischen Ansatz führen]	COMMON_EXACT_WHOLE_CARD	SHORT_MNEMONIC_ONLY	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	F003	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
18	HERBAL	f10r	H2	f10r.6	18	f3c23f42baf625639e1e	cthaiin	[GENRE:zerstoße das Kraut]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	F003	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
19	HERBAL	f10r	H2	f10r.6	19	af816c04e65874a0f2fa	qoctholy	[GENRE:presse den Saft durch ein Tuch]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	F003	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
20	HERBAL	f10r	H2	f10r.6	20	b921a237be883a820352	dy	[EXEMPLAR:fange die erste Fraktion auf]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	F003	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
21	HERBAL	f10r	H2	f10r.6	21	b921a237be883a820352	chy	[GENRE:gib Olivenöl hinzu]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	F003	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
22	HERBAL	f10r	H2	f10r.6	22	2f1c5e56e8f0ff459065	taiin	[CARD:MASS?] [EXEMPLAR:ein örtlich vorgeschriebenes Maß]	COMMON_EXACT_WHOLE_CARD	SHORT_MNEMONIC_ONLY	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	F003	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
23	HERBAL	f10r	H2	f10r.6	23	b921a237be883a820352	shy	[GENRE:erwärme gelinde]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	F003	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
24	HERBAL	f10r	H2	f10r.8	24	10488b911aae52b3b334	qotchor	[IMAGE:nimm vor voller Blüte eine zweite Portion der Spitzen]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	F004	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
25	HERBAL	f10r	H2	f10r.8	25	7a4bb8136330ee4e6e56	chor	[CARD:ANSATZ?] [REGISTER:H2:I001 fortführen]	COMMON_EXACT_WHOLE_CARD	SHORT_MNEMONIC_ONLY	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	F004	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
26	HERBAL	f10r	H2	f10r.8	26	497cbd9c7401810ff56b	otol	[EXEMPLAR:eine Handvoll]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	F004	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
27	HERBAL	f10r	H2	f10r.8	27	dcda95c81a5460feb191	chol	[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN; keine Wortbedeutung] [REGISTER:H2:I001 fortführen]	FORMAL_SLOT_CARD	FORMAL_ROLE_ONLY	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	F004	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
28	HERBAL	f10r	H2	f10r.8	28	dec401773c1f0347793d	cholor	[CARD:VORIGES?] [REGISTER:H2:I001 als vorigen Posten aufnehmen]	COMMON_EXACT_WHOLE_CARD	SHORT_MNEMONIC_ONLY	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	F004	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
29	HERBAL	f10r	H2	f10r.8	29	dcda95c81a5460feb191	chol	[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN; keine Wortbedeutung] [REGISTER:H2:I002 führen]	FORMAL_SLOT_CARD	FORMAL_ROLE_ONLY	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	F004	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
30	HERBAL	f10r	H2	f10r.8	30	2f1c5e56e8f0ff459065	daiin	[CARD:MASS?] [FORMAL:VORGABEPARAMETER?; keine Wortbedeutung] [EXEMPLAR:ein gleiches örtliches Maß]	COMMON_EXACT_WHOLE_CARD	SHORT_MNEMONIC_ONLY	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	F004	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
31	HERBAL	f10r	H2	f10r.8	31	4d4559019a961b834aa1	dar	[GENRE:verbinde beide Fraktionen]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	F004	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
32	HERBAL	f10r	H2	f10r.9	32	27d97af8c96eb056c2e6	oykchor	[GENRE:gib die Fraktionen in ein glasiertes Gefäß]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	F005	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
33	HERBAL	f10r	H2	f10r.9	33	7a4bb8136330ee4e6e56	shor	[CARD:ANSATZ?] [REGISTER:H2:I003 als Salbenansatz führen]	COMMON_EXACT_WHOLE_CARD	SHORT_MNEMONIC_ONLY	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	F005	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
34	HERBAL	f10r	H2	f10r.9	34	7a4bb8136330ee4e6e56	chor	[CARD:ANSATZ?] [REGISTER:H2:I003 wiederholt; Slotkonflikt bleibt sichtbar]	COMMON_EXACT_WHOLE_CARD	SHORT_MNEMONIC_ONLY	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	F005	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
35	HERBAL	f10r	H2	f10r.9	35	b921a237be883a820352	chy	[GENRE:rühre bei kleinem Feuer]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	F005	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
36	HERBAL	f10r	H2	f10r.9	36	409de02322e7b2ca0c62	kaiiin	[EXEMPLAR:bis eine weiche Salbe entsteht]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	F005	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
37	HERBAL	f10r	H2	f10r.9	37	b921a237be883a820352	dy	[GENRE:bewahre sie bedeckt]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	F005	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
38	HERBAL	f10r	H2	f10r.9	38	834825c61d048a6b5628	chodaiin	[GENRE:lege sie äußerlich auf ein Geschwür oder eine harte Schwellung]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=H2:O01;ACTIVE_ITEM/PREPARATION=H2:I002;TARGET/STATION=UNSET;PREVIOUS_ITEM=H2:I001	F005	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
39	HERBAL	f11r	H3	f11r.1	39	953ad19b79517fc8a211	tshol	[IMAGE:Blüten und junge Blätter des Duftveilchens] [GENRE:im ersten Frühjahr nehmen]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	F006	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
40	HERBAL	f11r	H3	f11r.1	40	428a5e3662aa57b4b256	schoal	[GENRE:in reinem Wein kochen]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	F006	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
41	HERBAL	f11r	H3	f11r.1	41	bdad9f9ea8b80f141496	cfhy	[GENRE:durch ein feines Tuch wringen]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	F006	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
42	HERBAL	f11r	H3	f11r.1	42	a8af08e69edab8e54f15	shfydaiin	[GENRE:den Auszug stehen lassen]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	F006	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
43	HERBAL	f11r	H3	f11r.1	43	deb377381ceaf55ea310	cphy	[GENRE:nochmals seihen]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	F006	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
44	HERBAL	f11r	H3	f11r.1	44	b5df9126607030b95175	shey	[CARD:KLAR?] [EXEMPLAR:bis zum örtlich geprüften klaren Zustand]	COMMON_EXACT_WHOLE_CARD	SHORT_MNEMONIC_ONLY	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	F006	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
45	HERBAL	f11r	H3	f11r.1	45	2e2027b1951d79911e24	tchody	[FORMAL:CLOSE; keine Wortbedeutung] [GENRE:abkühlen lassen]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	F006	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
46	HERBAL	f11r	H3	f11r.1	46	577c03a928d674d420d7	shoyty	[EXEMPLAR:behalte einen Teil der frischen Blüten für die zweite Arznei zurück]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=UNSET	F007	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
47	HERBAL	f11r	H3	f11r.4	47	d665560c8ff80799a82c	dchol	[REGISTER:H3:I001 als erster Auszug]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=H3:I002	F008	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
48	HERBAL	f11r	H3	f11r.4	48	b921a237be883a820352	chy	[GENRE:nimm davon]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=H3:I002	F008	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
49	HERBAL	f11r	H3	f11r.4	49	b2812c8283c3a62438bd	kchy	[GENRE:gib ihn als Trank]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=H3:I002	F008	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
50	HERBAL	f11r	H3	f11r.4	50	b921a237be883a820352	dy	[GENRE:bei bedrücktem Gemüt und beschwerter Brust]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=H3:I002	F008	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
51	HERBAL	f11r	H3	f11r.4	51	2f1c5e56e8f0ff459065	daiin	[CARD:MASS?] [FORMAL:VORGABEPARAMETER?; keine Wortbedeutung] [EXEMPLAR:in kleinem örtlichem Maß]	COMMON_EXACT_WHOLE_CARD	SHORT_MNEMONIC_ONLY	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T002;PREVIOUS_ITEM=H3:I002	F008	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
52	HERBAL	f11r	H3	f11r.7	52	a48efd6c4491a046ba78	qotchy	[EXEMPLAR:nimm die zurückbehaltenen Blüten]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T003;PREVIOUS_ITEM=H3:I002	F009	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
53	HERBAL	f11r	H3	f11r.7	53	322281bd391aa621f568	okchol	[GENRE:erwärme sie in Olivenöl]	LOCAL_EXEMPLAR_WHOLE_CARD	NO_SEMANTIC_RECOVERY_WITHOUT_EXEMPLAR	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T003;PREVIOUS_ITEM=H3:I002	F009	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
54	HERBAL	f11r	H3	f11r.7	54	e0b630cb1b5df5e7105b	cthy	[CARD:BEREIT?] [EXEMPLAR:bis zum örtlichen Bereitschaftszustand]	COMMON_EXACT_WHOLE_CARD	SHORT_MNEMONIC_ONLY	OWNER=H3:O01;ACTIVE_ITEM/PREPARATION=H3:I001;TARGET/STATION=H3:T003;PREVIOUS_ITEM=H3:I002	F009	EXACT_ID_AND_ORDER_WITH_CODEBOOK;SOURCE_CONTENT_REQUIRES_DECLARED_LAYER
