target_mask_id	candidate_id	gate_id	evaluation_order	applicable	observed	pass	candidate_disposition
TM-N5K6	OTAR_NULL	G03_EVERY_RIVAL_MARGIN	3	0	-25	NA	OPAQUE_BASELINE
TM-N5K6	OTAR_NULL	G04_ORPHANS_REMOVED	4	0	0	NA	OPAQUE_BASELINE
TM-N5K6	OTAR_NULL	G05_ORPHAN_PAGES	5	0	0	NA	OPAQUE_BASELINE
TM-N5K6	OTAR_NULL	G06_POSITIONAL_BEATS_INVARIANT	6	0	NA	NA	OPAQUE_BASELINE
TM-N5K6	OTAR_NULL	G07_ALL_LEAVE_ONE_PAGE_OUT_WINS	7	0	-27	NA	OPAQUE_BASELINE
TM-N5K6	OTAR_NULL	G08_EXACT_TIE_TO_NULL	8	0	NOT_AT_MINIMUM	NA	OPAQUE_BASELINE
TM-N5K6	OTAR_GENERAL_SEQUENCE	G01_BRANCH_PAGE_COVERAGE	1	0	0	NA	NOT_APPLICABLE_OR_NOT_REACHED
TM-N5K6	OTAR_GENERAL_SEQUENCE	G02_NULL_MARGIN	2	1	23	1	CONTINUE
TM-N5K6	OTAR_GENERAL_SEQUENCE	G03_EVERY_RIVAL_MARGIN	3	1	-2	0	OPAQUE_NULL
TM-N5K6	OTAR_GENERAL_SEQUENCE	G04_ORPHANS_REMOVED	4	1	7	1	CONTINUE
TM-N5K6	OTAR_GENERAL_SEQUENCE	G05_ORPHAN_PAGES	5	1	3	1	CONTINUE
TM-N5K6	OTAR_GENERAL_SEQUENCE	G06_POSITIONAL_BEATS_INVARIANT	6	0	NA	NA	NOT_APPLICABLE_OR_NOT_REACHED
TM-N5K6	OTAR_GENERAL_SEQUENCE	G07_ALL_LEAVE_ONE_PAGE_OUT_WINS	7	1	-10	0	OPAQUE_NULL
TM-N5K6	OTAR_GENERAL_SEQUENCE	G08_EXACT_TIE_TO_NULL	8	0	NOT_AT_MINIMUM	NA	NOT_APPLICABLE_OR_NOT_REACHED
TM-N5K6	OTAR_ENDPOINT_UNTIL	G01_BRANCH_PAGE_COVERAGE	1	1	1	0	INSUFFICIENT_BRANCH_COVERAGE
TM-N5K6	OTAR_ENDPOINT_UNTIL	G02_NULL_MARGIN	2	1	-11	0	OPAQUE_NULL
TM-N5K6	OTAR_ENDPOINT_UNTIL	G03_EVERY_RIVAL_MARGIN	3	1	-36	0	OPAQUE_NULL
TM-N5K6	OTAR_ENDPOINT_UNTIL	G04_ORPHANS_REMOVED	4	1	2	1	CONTINUE
TM-N5K6	OTAR_ENDPOINT_UNTIL	G05_ORPHAN_PAGES	5	1	1	0	OPAQUE_NULL
TM-N5K6	OTAR_ENDPOINT_UNTIL	G06_POSITIONAL_BEATS_INVARIANT	6	0	NA	NA	NOT_APPLICABLE_OR_NOT_REACHED
TM-N5K6	OTAR_ENDPOINT_UNTIL	G07_ALL_LEAVE_ONE_PAGE_OUT_WINS	7	1	-40	0	OPAQUE_NULL
TM-N5K6	OTAR_ENDPOINT_UNTIL	G08_EXACT_TIE_TO_NULL	8	0	NOT_AT_MINIMUM	NA	NOT_APPLICABLE_OR_NOT_REACHED
TM-N5K6	OTAR_NOMINAL_TRANSITION_PREPARATION	G01_BRANCH_PAGE_COVERAGE	1	0	0	NA	NOT_APPLICABLE_OR_NOT_REACHED
TM-N5K6	OTAR_NOMINAL_TRANSITION_PREPARATION	G02_NULL_MARGIN	2	1	25	1	CONTINUE
TM-N5K6	OTAR_NOMINAL_TRANSITION_PREPARATION	G03_EVERY_RIVAL_MARGIN	3	1	2	0	OPAQUE_NULL
TM-N5K6	OTAR_NOMINAL_TRANSITION_PREPARATION	G04_ORPHANS_REMOVED	4	1	5	1	CONTINUE
TM-N5K6	OTAR_NOMINAL_TRANSITION_PREPARATION	G05_ORPHAN_PAGES	5	1	3	1	CONTINUE
TM-N5K6	OTAR_NOMINAL_TRANSITION_PREPARATION	G06_POSITIONAL_BEATS_INVARIANT	6	0	NA	NA	NOT_APPLICABLE_OR_NOT_REACHED
TM-N5K6	OTAR_NOMINAL_TRANSITION_PREPARATION	G07_ALL_LEAVE_ONE_PAGE_OUT_WINS	7	1	-7	0	OPAQUE_NULL
TM-N5K6	OTAR_NOMINAL_TRANSITION_PREPARATION	G08_EXACT_TIE_TO_NULL	8	0	1	NA	NOT_APPLICABLE_OR_NOT_REACHED
TM-Q7M2	OL_NULL	G01_BRANCH_PAGE_COVERAGE	1	0	0	NA	OPAQUE_BASELINE
TM-Q7M2	OL_NULL	G02_NULL_MARGIN	2	0	0	NA	OPAQUE_BASELINE
TM-Q7M2	OL_NULL	G03_EVERY_RIVAL_MARGIN	3	0	-71	NA	OPAQUE_BASELINE
TM-Q7M2	OL_NULL	G04_ORPHANS_REMOVED	4	0	0	NA	OPAQUE_BASELINE
TM-Q7M2	OL_NULL	G05_ORPHAN_PAGES	5	0	0	NA	OPAQUE_BASELINE
TM-Q7M2	OL_NULL	G06_POSITIONAL_BEATS_INVARIANT	6	0	NA	NA	OPAQUE_BASELINE
TM-Q7M2	OL_NULL	G07_ALL_LEAVE_ONE_PAGE_OUT_WINS	7	0	-70	NA	OPAQUE_BASELINE
TM-Q7M2	OL_NULL	G08_EXACT_TIE_TO_NULL	8	0	NOT_AT_MINIMUM	NA	OPAQUE_BASELINE
TM-Q7M2	OL_POSITIONAL_RELATOR	G01_BRANCH_PAGE_COVERAGE	1	1	4	1	CONTINUE
TM-Q7M2	OL_POSITIONAL_RELATOR	G02_NULL_MARGIN	2	1	71	1	CONTINUE
TM-Q7M2	OL_POSITIONAL_RELATOR	G03_EVERY_RIVAL_MARGIN	3	1	0	0	OPAQUE_NULL
TM-Q7M2	OL_POSITIONAL_RELATOR	G04_ORPHANS_REMOVED	4	1	20	1	CONTINUE
TM-Q7M2	OL_POSITIONAL_RELATOR	G05_ORPHAN_PAGES	5	1	10	1	CONTINUE
TM-Q7M2	OL_POSITIONAL_RELATOR	G06_POSITIONAL_BEATS_INVARIANT	6	1	0	0	OPAQUE_NULL
TM-Q7M2	OL_POSITIONAL_RELATOR	G07_ALL_LEAVE_ONE_PAGE_OUT_WINS	7	1	-4	0	OPAQUE_NULL
TM-Q7M2	OL_POSITIONAL_RELATOR	G08_EXACT_TIE_TO_NULL	8	1	2	0	OPAQUE_NULL
TM-Q7M2	OL_NOMINAL_BASE	G01_BRANCH_PAGE_COVERAGE	1	0	0	NA	NOT_APPLICABLE_OR_NOT_REACHED
TM-Q7M2	OL_NOMINAL_BASE	G02_NULL_MARGIN	2	1	71	1	CONTINUE
TM-Q7M2	OL_NOMINAL_BASE	G03_EVERY_RIVAL_MARGIN	3	1	0	0	OPAQUE_NULL
TM-Q7M2	OL_NOMINAL_BASE	G04_ORPHANS_REMOVED	4	1	14	1	CONTINUE
TM-Q7M2	OL_NOMINAL_BASE	G05_ORPHAN_PAGES	5	1	8	1	CONTINUE
TM-Q7M2	OL_NOMINAL_BASE	G06_POSITIONAL_BEATS_INVARIANT	6	0	NA	NA	NOT_APPLICABLE_OR_NOT_REACHED
TM-Q7M2	OL_NOMINAL_BASE	G07_ALL_LEAVE_ONE_PAGE_OUT_WINS	7	1	-20	0	OPAQUE_NULL
TM-Q7M2	OL_NOMINAL_BASE	G08_EXACT_TIE_TO_NULL	8	1	2	0	OPAQUE_NULL
TM-Q7M2	OL_MEASURABLE_PRODUCT_RESULT	G01_BRANCH_PAGE_COVERAGE	1	0	0	NA	NOT_APPLICABLE_OR_NOT_REACHED
TM-Q7M2	OL_MEASURABLE_PRODUCT_RESULT	G02_NULL_MARGIN	2	1	51	1	CONTINUE
TM-Q7M2	OL_MEASURABLE_PRODUCT_RESULT	G03_EVERY_RIVAL_MARGIN	3	1	-20	0	OPAQUE_NULL
TM-Q7M2	OL_MEASURABLE_PRODUCT_RESULT	G04_ORPHANS_REMOVED	4	1	16	1	CONTINUE
TM-Q7M2	OL_MEASURABLE_PRODUCT_RESULT	G05_ORPHAN_PAGES	5	1	7	1	CONTINUE
TM-Q7M2	OL_MEASURABLE_PRODUCT_RESULT	G06_POSITIONAL_BEATS_INVARIANT	6	0	NA	NA	NOT_APPLICABLE_OR_NOT_REACHED
TM-Q7M2	OL_MEASURABLE_PRODUCT_RESULT	G07_ALL_LEAVE_ONE_PAGE_OUT_WINS	7	1	-24	0	OPAQUE_NULL
TM-Q7M2	OL_MEASURABLE_PRODUCT_RESULT	G08_EXACT_TIE_TO_NULL	8	0	NOT_AT_MINIMUM	NA	NOT_APPLICABLE_OR_NOT_REACHED
TM-V4C9	CKHY_NULL	G01_BRANCH_PAGE_COVERAGE	1	0	0	NA	OPAQUE_BASELINE
TM-V4C9	CKHY_NULL	G02_NULL_MARGIN	2	0	0	NA	OPAQUE_BASELINE
TM-V4C9	CKHY_NULL	G03_EVERY_RIVAL_MARGIN	3	0	-19	NA	OPAQUE_BASELINE
TM-V4C9	CKHY_NULL	G04_ORPHANS_REMOVED	4	0	0	NA	OPAQUE_BASELINE
TM-V4C9	CKHY_NULL	G05_ORPHAN_PAGES	5	0	0	NA	OPAQUE_BASELINE
TM-V4C9	CKHY_NULL	G06_POSITIONAL_BEATS_INVARIANT	6	0	NA	NA	OPAQUE_BASELINE
TM-V4C9	CKHY_NULL	G07_ALL_LEAVE_ONE_PAGE_OUT_WINS	7	0	-23	NA	OPAQUE_BASELINE
TM-V4C9	CKHY_NULL	G08_EXACT_TIE_TO_NULL	8	0	NOT_AT_MINIMUM	NA	OPAQUE_BASELINE
TM-V4C9	CKHY_POSITIONAL_MIX_DISPATCH	G01_BRANCH_PAGE_COVERAGE	1	1	1	0	INSUFFICIENT_BRANCH_COVERAGE
TM-V4C9	CKHY_POSITIONAL_MIX_DISPATCH	G02_NULL_MARGIN	2	1	5	1	CONTINUE
TM-V4C9	CKHY_POSITIONAL_MIX_DISPATCH	G03_EVERY_RIVAL_MARGIN	3	1	-14	0	OPAQUE_NULL
TM-V4C9	CKHY_POSITIONAL_MIX_DISPATCH	G04_ORPHANS_REMOVED	4	1	2	1	CONTINUE
TM-V4C9	CKHY_POSITIONAL_MIX_DISPATCH	G05_ORPHAN_PAGES	5	1	2	1	CONTINUE
TM-V4C9	CKHY_POSITIONAL_MIX_DISPATCH	G06_POSITIONAL_BEATS_INVARIANT	6	1	-14	0	OPAQUE_NULL
TM-V4C9	CKHY_POSITIONAL_MIX_DISPATCH	G07_ALL_LEAVE_ONE_PAGE_OUT_WINS	7	1	-14	0	OPAQUE_NULL
TM-V4C9	CKHY_POSITIONAL_MIX_DISPATCH	G08_EXACT_TIE_TO_NULL	8	0	NOT_AT_MINIMUM	NA	NOT_APPLICABLE_OR_NOT_REACHED
TM-V4C9	CKHY_INVARIANT_MIX_OPERATION	G01_BRANCH_PAGE_COVERAGE	1	0	0	NA	NOT_APPLICABLE_OR_NOT_REACHED
TM-V4C9	CKHY_INVARIANT_MIX_OPERATION	G02_NULL_MARGIN	2	1	19	1	CONTINUE
TM-V4C9	CKHY_INVARIANT_MIX_OPERATION	G03_EVERY_RIVAL_MARGIN	3	1	11	1	CONTINUE
TM-V4C9	CKHY_INVARIANT_MIX_OPERATION	G04_ORPHANS_REMOVED	4	1	5	1	CONTINUE
TM-V4C9	CKHY_INVARIANT_MIX_OPERATION	G05_ORPHAN_PAGES	5	1	3	1	CONTINUE
TM-V4C9	CKHY_INVARIANT_MIX_OPERATION	G06_POSITIONAL_BEATS_INVARIANT	6	0	NA	NA	NOT_APPLICABLE_OR_NOT_REACHED
TM-V4C9	CKHY_INVARIANT_MIX_OPERATION	G07_ALL_LEAVE_ONE_PAGE_OUT_WINS	7	1	-1	0	OPAQUE_NULL
TM-V4C9	CKHY_INVARIANT_MIX_OPERATION	G08_EXACT_TIE_TO_NULL	8	0	1	NA	NOT_APPLICABLE_OR_NOT_REACHED
TM-V4C9	CKHY_INVARIANT_MIXTURE_NOUN	G01_BRANCH_PAGE_COVERAGE	1	0	0	NA	NOT_APPLICABLE_OR_NOT_REACHED
TM-V4C9	CKHY_INVARIANT_MIXTURE_NOUN	G02_NULL_MARGIN	2	1	8	1	CONTINUE
TM-V4C9	CKHY_INVARIANT_MIXTURE_NOUN	G03_EVERY_RIVAL_MARGIN	3	1	-11	0	OPAQUE_NULL
TM-V4C9	CKHY_INVARIANT_MIXTURE_NOUN	G04_ORPHANS_REMOVED	4	1	1	0	OPAQUE_NULL
TM-V4C9	CKHY_INVARIANT_MIXTURE_NOUN	G05_ORPHAN_PAGES	5	1	1	0	OPAQUE_NULL
TM-V4C9	CKHY_INVARIANT_MIXTURE_NOUN	G06_POSITIONAL_BEATS_INVARIANT	6	0	NA	NA	NOT_APPLICABLE_OR_NOT_REACHED
TM-V4C9	CKHY_INVARIANT_MIXTURE_NOUN	G07_ALL_LEAVE_ONE_PAGE_OUT_WINS	7	1	-16	0	OPAQUE_NULL
TM-V4C9	CKHY_INVARIANT_MIXTURE_NOUN	G08_EXACT_TIE_TO_NULL	8	0	NOT_AT_MINIMUM	NA	NOT_APPLICABLE_OR_NOT_REACHED
TM-V4C9	CKHY_INFUSION_DECOCTION_NOUN	G01_BRANCH_PAGE_COVERAGE	1	0	0	NA	NOT_APPLICABLE_OR_NOT_REACHED
TM-V4C9	CKHY_INFUSION_DECOCTION_NOUN	G02_NULL_MARGIN	2	1	8	1	CONTINUE
TM-V4C9	CKHY_INFUSION_DECOCTION_NOUN	G03_EVERY_RIVAL_MARGIN	3	1	-11	0	OPAQUE_NULL
TM-V4C9	CKHY_INFUSION_DECOCTION_NOUN	G04_ORPHANS_REMOVED	4	1	1	0	OPAQUE_NULL
TM-V4C9	CKHY_INFUSION_DECOCTION_NOUN	G05_ORPHAN_PAGES	5	1	1	0	OPAQUE_NULL
TM-V4C9	CKHY_INFUSION_DECOCTION_NOUN	G06_POSITIONAL_BEATS_INVARIANT	6	0	NA	NA	NOT_APPLICABLE_OR_NOT_REACHED
TM-V4C9	CKHY_INFUSION_DECOCTION_NOUN	G07_ALL_LEAVE_ONE_PAGE_OUT_WINS	7	1	-16	0	OPAQUE_NULL
TM-V4C9	CKHY_INFUSION_DECOCTION_NOUN	G08_EXACT_TIE_TO_NULL	8	0	NOT_AT_MINIMUM	NA	NOT_APPLICABLE_OR_NOT_REACHED
