cohort_id	locus	page	line_class	line_token_count	ordinal	surface	is_target	target_mask_id	scoring_identity	frozen_non_target_default_de	structural_axes	structural_roles	reader_exact	span_id	span_member_role	render_once_owner_ordinal	left_neighbor_roles	right_neighbor_roles	left_neighbor_exact	right_neighbor_exact	source_artifact	source_row	current_provenance	old_target_default_credit	old_target_role_credit	old_target_evidence_credit	old_target_confidence_credit	default_is_translation	confirmed_lexeme	confirmed_plaintext	component_export_credit
G770-L003	f83v.22	f83v	MASKED_COHORT_LINE	7	4	shckhey	0	NONE	NON_TARGET	feuchtes Kompositum, Mittelstufe	MOIST|MIDDLE_STAGE	FIELD|PREPARATION	1	NONE	NONE	NONE	NONE	NONE	0	0	experiments/yolo/gdt769_liquid_process_role_identity_dispatch/src/LINE_READER_DEFAULT_SPECS.tsv	f83v.22@4	GDT769_CURRENT_LINE_READER	0	0	0	0	0	0	0	0
G770-L003	f83v.22	f83v	MASKED_COHORT_LINE	7	5	qokal	0	NONE	NON_TARGET	heißer Stoffposten I	HOT|BEGIN_STAGE|LEVEL_I	PATIENT|FIELD|MATERIAL	1	NONE	NONE	NONE	NONE	NONE	0	0	experiments/yolo/gdt769_liquid_process_role_identity_dispatch/src/LINE_READER_DEFAULT_SPECS.tsv	f83v.22@5	GDT769_CURRENT_LINE_READER	0	0	0	0	0	0	0	0
G770-L003	f83v.22	f83v	MASKED_COHORT_LINE	7	6	cheor	0	NONE	NON_TARGET	Trockenform	DRY	PATIENT|FIELD|MATERIAL	1	NONE	NONE	NONE	NONE	NONE	0	0	experiments/yolo/gdt769_liquid_process_role_identity_dispatch/src/LINE_READER_DEFAULT_SPECS.tsv	f83v.22@6	GDT769_CURRENT_LINE_READER	0	0	0	0	0	0	0	0
G770-L003	f83v.22	f83v	MASKED_COHORT_LINE	7	7	ols	1	TM-H8R1	TM-H8R1		NONE	NONE	1	NONE	NONE	NONE	PATIENT|FIELD|MATERIAL	NONE	1	0	experiments/yolo/gdt769_liquid_process_role_identity_dispatch/artifacts/TARGET_526_EXACT_CONTEXT_ATLAS.tsv	G769-T0445	GDT769_TARGET_EXACT_CONTEXT__SURFACE_PROVENANCE_ONLY__SEMANTIC_DEFAULT_ROLE_EVIDENCE_CONFIDENCE_WITHHELD	0	0	0	0	0	0	0	0
G770-L004	f104v.19	f104v	MASKED_COHORT_LINE	13	1	pcheor	0	NONE	NON_TARGET	Trockenposten	DRY	FIELD	1	NONE	NONE	NONE	NONE	NONE	0	0	experiments/yolo/gdt769_liquid_process_role_identity_dispatch/src/LINE_READER_DEFAULT_SPECS.tsv	f104v.19@1	GDT769_CURRENT_LINE_READER	0	0	0	0	0	0	0	0
G770-L004	f104v.19	f104v	MASKED_COHORT_LINE	13	2	chol	0	NONE	NON_TARGET	trocken	DRY	FIELD	1	NONE	NONE	NONE	NONE	NONE	0	0	experiments/yolo/gdt769_liquid_process_role_identity_dispatch/src/LINE_READER_DEFAULT_SPECS.tsv	f104v.19@2	GDT769_CURRENT_LINE_READER	0	0	0	0	0	0	0	0
G770-L004	f104v.19	f104v	MASKED_COHORT_LINE	13	3	chpcheor	0	NONE	NON_TARGET	trockengebundener Inhaltskopf	DRY	FIELD|MATERIAL	1	NONE	NONE	NONE	NONE	NONE	0	0	experiments/yolo/gdt769_liquid_process_role_identity_dispatch/src/LINE_READER_DEFAULT_SPECS.tsv	f104v.19@3	GDT769_CURRENT_LINE_READER	0	0	0	0	0	0	0	0
G770-L004	f104v.19	f104v	MASKED_COHORT_LINE	13	4	cholkshedy	0	NONE	NON_TARGET	Trocken-Endposten	DRY|END_STAGE	RESULT|ENDPOINT|FIELD|PRODUCT	1	NONE	NONE	NONE	NONE	NONE	0	0	experiments/yolo/gdt769_liquid_process_role_identity_dispatch/src/LINE_READER_DEFAULT_SPECS.tsv	f104v.19@4	GDT769_CURRENT_LINE_READER	0	0	0	0	0	0	0	0
G770-L004	f104v.19	f104v	MASKED_COHORT_LINE	13	5	qotol	0	NONE	NON_TARGET	kaltes Material	COLD	PATIENT|FIELD|MATERIAL	1	NONE	NONE	NONE	NONE	NONE	0	0	experiments/yolo/gdt769_liquid_process_role_identity_dispatch/src/LINE_READER_DEFAULT_SPECS.tsv	f104v.19@5	GDT769_CURRENT_LINE_READER	0	0	0	0	0	0	0	0
G770-L004	f104v.19	f104v	MASKED_COHORT_LINE	13	6	sheedy	0	NONE	NON_TARGET	Feucht-Endstufe	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	0	0	experiments/yolo/gdt769_liquid_process_role_identity_dispatch/src/LINE_READER_DEFAULT_SPECS.tsv	f104v.19@6	GDT769_CURRENT_LINE_READER	0	0	0	0	0	0	0	0
G770-L004	f104v.19	f104v	MASKED_COHORT_LINE	13	7	qokchy	0	NONE	NON_TARGET	heiß-trockene Anfangsstufe	HOT|DRY|BEGIN_STAGE	FIELD	1	NONE	NONE	NONE	NONE	NONE	0	0	experiments/yolo/gdt769_liquid_process_role_identity_dispatch/src/LINE_READER_DEFAULT_SPECS.tsv	f104v.19@7	GDT769_CURRENT_LINE_READER	0	0	0	0	0	0	0	0
G770-L004	f104v.19	f104v	MASKED_COHORT_LINE	13	8	qotched	0	NONE	NON_TARGET	Kaltzustand	COLD	FIELD	1	NONE	NONE	NONE	NONE	NONE	0	0	experiments/yolo/gdt769_liquid_process_role_identity_dispatch/src/LINE_READER_DEFAULT_SPECS.tsv	f104v.19@8	GDT769_CURRENT_LINE_READER	0	0	0	0	0	0	0	0
G770-L004	f104v.19	f104v	MASKED_COHORT_LINE	13	9	sho	0	NONE	NON_TARGET	Feuchtansatz	MOIST	FIELD|PREPARATION	1	NONE	NONE	NONE	NONE	NONE	0	0	experiments/yolo/gdt769_liquid_process_role_identity_dispatch/src/LINE_READER_DEFAULT_SPECS.tsv	f104v.19@9	GDT769_CURRENT_LINE_READER	0	0	0	0	0	0	0	0
G770-L004	f104v.19	f104v	MASKED_COHORT_LINE	13	10	fchor	0	NONE	NON_TARGET	benannter Drogenposten	NONE	PATIENT|FIELD|MATERIAL	1	NONE	NONE	NONE	NONE	NONE	0	0	experiments/yolo/gdt769_liquid_process_role_identity_dispatch/src/LINE_READER_DEFAULT_SPECS.tsv	f104v.19@10	GDT769_CURRENT_LINE_READER	0	0	0	0	0	0	0	0
G770-L004	f104v.19	f104v	MASKED_COHORT_LINE	13	11	ols	1	TM-H8R1	TM-H8R1		NONE	NONE	1	G770-SPAN-X4P7	MASKED_OWNER	11	PATIENT|FIELD|MATERIAL	VALUE|FIELD	1	1	experiments/yolo/gdt769_liquid_process_role_identity_dispatch/artifacts/TARGET_526_EXACT_CONTEXT_ATLAS.tsv	G769-T0037	GDT769_TARGET_EXACT_CONTEXT__SURFACE_PROVENANCE_ONLY__SEMANTIC_DEFAULT_ROLE_EVIDENCE_CONFIDENCE_WITHHELD	0	0	0	0	0	0	0	0
G770-L004	f104v.19	f104v	MASKED_COHORT_LINE	13	12	aiin	0	NONE	NON_TARGET	Wert III	LEVEL_III	VALUE|FIELD	1	G770-SPAN-X4P7	CONSUMED	11	NONE	NONE	0	0	experiments/yolo/gdt769_liquid_process_role_identity_dispatch/src/LINE_READER_DEFAULT_SPECS.tsv	f104v.19@12	TARGET_ADJACENT_EXACT_VALUE__TARGET_BEARING_GDT759_ID_AND_RENDER_WITHHELD	0	0	0	0	0	0	0	0
G770-L004	f104v.19	f104v	MASKED_COHORT_LINE	13	13	chekal	0	NONE	NON_TARGET	trocken-heißes Rohstofffeld I	HOT|DRY|BEGIN_STAGE|LEVEL_I	PATIENT|FIELD|MATERIAL	1	NONE	NONE	NONE	NONE	NONE	0	0	experiments/yolo/gdt769_liquid_process_role_identity_dispatch/src/LINE_READER_DEFAULT_SPECS.tsv	f104v.19@13	GDT769_CURRENT_LINE_READER	0	0	0	0	0	0	0	0
G770-L005	f86v5.13	f86v5	MASKED_COHORT_LINE	11	1	daiin	0	NONE	NON_TARGET	Wert III	LEVEL_III	VALUE|FIELD	1	NONE	NONE	NONE	NONE	NONE	0	0	experiments/yolo/gdt769_liquid_process_role_identity_dispatch/src/LINE_READER_DEFAULT_SPECS.tsv	f86v5.13@1	GDT769_CURRENT_LINE_READER	0	0	0	0	0	0	0	0
G770-L005	f86v5.13	f86v5	MASKED_COHORT_LINE	11	2	shar	0	NONE	NON_TARGET	angefeuchtete Fraktion I	MOIST|LEVEL_I	PATIENT|FIELD|MATERIAL	1	NONE	NONE	NONE	NONE	NONE	0	0	experiments/yolo/gdt769_liquid_process_role_identity_dispatch/src/LINE_READER_DEFAULT_SPECS.tsv	f86v5.13@2	GDT769_CURRENT_LINE_READER	0	0	0	0	0	0	0	0
G770-L005	f86v5.13	f86v5	MASKED_COHORT_LINE	11	3	otam	0	NONE	NON_TARGET	Maß Kaltansatz I	COLD|LEVEL_I|MEASURED	AMOUNT|VALUE|FIELD|PREPARATION	1	NONE	NONE	NONE	NONE	NONE	0	0	experiments/yolo/gdt769_liquid_process_role_identity_dispatch/src/LINE_READER_DEFAULT_SPECS.tsv	f86v5.13@3	GDT769_CURRENT_LINE_READER	0	0	0	0	0	0	0	0
G770-L005	f86v5.13	f86v5	MASKED_COHORT_LINE	11	4	ytaiin	0	NONE	NON_TARGET	Kaltposten III	COLD|LEVEL_III	VALUE|FIELD	1	NONE	NONE	NONE	NONE	NONE	0	0	experiments/yolo/gdt769_liquid_process_role_identity_dispatch/src/LINE_READER_DEFAULT_SPECS.tsv	f86v5.13@4	GDT769_CURRENT_LINE_READER	0	0	0	0	0	0	0	0
G770-L005	f86v5.13	f86v5	MASKED_COHORT_LINE	11	5	otal	0	NONE	NON_TARGET	kalter Rohstoffposten I	COLD|BEGIN_STAGE|LEVEL_I	PATIENT|FIELD|MATERIAL	1	NONE	NONE	NONE	NONE	NONE	0	0	experiments/yolo/gdt769_liquid_process_role_identity_dispatch/src/LINE_READER_DEFAULT_SPECS.tsv	f86v5.13@5	GDT769_CURRENT_LINE_READER	0	0	0	0	0	0	0	0
G770-L005	f86v5.13	f86v5	MASKED_COHORT_LINE	11	6	teody	0	NONE	NON_TARGET	abgekühlter Endansatz	COLD|END_STAGE	RESULT|ENDPOINT|FIELD|PREPARATION|PRODUCT	1	NONE	NONE	NONE	NONE	NONE	0	0	experiments/yolo/gdt769_liquid_process_role_identity_dispatch/src/LINE_READER_DEFAULT_SPECS.tsv	f86v5.13@6	GDT769_CURRENT_LINE_READER	0	0	0	0	0	0	0	0
G770-L005	f86v5.13	f86v5	MASKED_COHORT_LINE	11	7	cthy	0	NONE	NON_TARGET	Blattgut	NONE	PATIENT|FIELD|MATERIAL	1	NONE	NONE	NONE	NONE	NONE	0	0	experiments/yolo/gdt769_liquid_process_role_identity_dispatch/src/LINE_READER_DEFAULT_SPECS.tsv	f86v5.13@7	GDT769_CURRENT_LINE_READER	0	0	0	0	0	0	0	0
G770-L005	f86v5.13	f86v5	MASKED_COHORT_LINE	11	8	or	0	NONE	NON_TARGET	drei Portionen	LEVEL_III|MEASURED	AMOUNT	1	G759-S0101	OWNER	8	NONE	NONE	0	0	experiments/yolo/gdt769_liquid_process_role_identity_dispatch/src/LINE_READER_DEFAULT_SPECS.tsv|experiments/yolo/gdt759_quantity_part_state_construction_atlas/artifacts/EXACT_122_CONSTRUCTION_SPAN_ATLAS.tsv	f86v5.13@8|G759-S0101	GDT759_EXACT_AMOUNT_SPAN__RENDER_ONCE	0	0	0	0	0	0	0	0
G770-L005	f86v5.13	f86v5	MASKED_COHORT_LINE	11	9	aiin	0	NONE	NON_TARGET	NONE	LEVEL_III|MEASURED	AMOUNT|VALUE	1	G759-S0101	CONSUMED	8	NONE	NONE	0	0	experiments/yolo/gdt769_liquid_process_role_identity_dispatch/src/LINE_READER_DEFAULT_SPECS.tsv|experiments/yolo/gdt759_quantity_part_state_construction_atlas/artifacts/EXACT_122_CONSTRUCTION_SPAN_ATLAS.tsv	f86v5.13@9|G759-S0101	GDT759_EXACT_AMOUNT_SPAN__RENDER_ONCE	0	0	0	0	0	0	0	0
G770-L005	f86v5.13	f86v5	MASKED_COHORT_LINE	11	10	otar	1	TM-N5K6	TM-N5K6		NONE	NONE	1	NONE	NONE	NONE	AMOUNT|VALUE	VALUE|FIELD	1	1	experiments/yolo/gdt769_liquid_process_role_identity_dispatch/artifacts/TARGET_526_EXACT_CONTEXT_ATLAS.tsv	G769-T0465	GDT769_TARGET_EXACT_CONTEXT__SURFACE_PROVENANCE_ONLY__SEMANTIC_DEFAULT_ROLE_EVIDENCE_CONFIDENCE_WITHHELD	0	0	0	0	0	0	0	0
G770-L005	f86v5.13	f86v5	MASKED_COHORT_LINE	11	11	aiiin	0	NONE	NON_TARGET	Wert IV	LEVEL_IV	VALUE|FIELD	1	NONE	NONE	NONE	NONE	NONE	0	0	experiments/yolo/gdt769_liquid_process_role_identity_dispatch/src/LINE_READER_DEFAULT_SPECS.tsv	f86v5.13@11	GDT769_CURRENT_LINE_READER	0	0	0	0	0	0	0	0
G770-L006	f75r.43	f75r	MASKED_COHORT_LINE	7	1	yshedy	0	NONE	NON_TARGET	Mazerations-Endzustand	MOIST|MIDDLE_STAGE|END_STAGE	RESULT|ENDPOINT|FIELD|CLOSE|PREPARATION	1	NONE	NONE	NONE	NONE	NONE	0	0	experiments/yolo/gdt769_liquid_process_role_identity_dispatch/src/LINE_READER_DEFAULT_SPECS.tsv	f75r.43@1	GDT769_CURRENT_LINE_READER	0	0	0	0	0	0	0	0
G770-L006	f75r.43	f75r	MASKED_COHORT_LINE	7	2	chekar	0	NONE	NON_TARGET	Zwischenzubereitung	NONE	FIELD|PREPARATION	1	NONE	NONE	NONE	NONE	NONE	0	0	experiments/yolo/gdt769_liquid_process_role_identity_dispatch/src/LINE_READER_DEFAULT_SPECS.tsv	f75r.43@2	GDT769_LOCAL_C0_PLACEHOLDER__GDT754_SOURCE_COMPOSITION_WITHHELD	0	0	0	0	0	0	0	0
G770-L006	f75r.43	f75r	MASKED_COHORT_LINE	7	3	oldy	0	NONE	NON_TARGET	fertiger Auszug	END_STAGE	RESULT|ENDPOINT|FIELD|CLOSE|PRODUCT	1	NONE	NONE	NONE	NONE	NONE	0	0	experiments/yolo/gdt769_liquid_process_role_identity_dispatch/src/LINE_READER_DEFAULT_SPECS.tsv	f75r.43@3	GDT769_CURRENT_LINE_READER	0	0	0	0	0	0	0	0
G770-L006	f75r.43	f75r	MASKED_COHORT_LINE	7	4	qokain	0	NONE	NON_TARGET	Hitzestufe II	HOT|LEVEL_II	VALUE|FIELD	1	NONE	NONE	NONE	NONE	NONE	0	0	experiments/yolo/gdt769_liquid_process_role_identity_dispatch/src/LINE_READER_DEFAULT_SPECS.tsv	f75r.43@4	GDT769_CURRENT_LINE_READER	0	0	0	0	0	0	0	0
G770-L006	f75r.43	f75r	MASKED_COHORT_LINE	7	5	chkar	0	NONE	NON_TARGET	heiß-trockene Fraktion I	HOT|DRY|LEVEL_I	PATIENT|FIELD|MATERIAL	1	NONE	NONE	NONE	NONE	NONE	0	0	experiments/yolo/gdt769_liquid_process_role_identity_dispatch/src/LINE_READER_DEFAULT_SPECS.tsv	f75r.43@5	GDT769_CURRENT_LINE_READER	0	0	0	0	0	0	0	0
G770-L006	f75r.43	f75r	MASKED_COHORT_LINE	7	6	otar	1	TM-N5K6	TM-N5K6		NONE	NONE	1	NONE	NONE	NONE	PATIENT|FIELD|MATERIAL	RESULT|ENDPOINT|FIELD|CLOSE|PRODUCT	1	1	experiments/yolo/gdt769_liquid_process_role_identity_dispatch/artifacts/TARGET_526_EXACT_CONTEXT_ATLAS.tsv	G769-T0264	GDT769_TARGET_EXACT_CONTEXT__SURFACE_PROVENANCE_ONLY__SEMANTIC_DEFAULT_ROLE_EVIDENCE_CONFIDENCE_WITHHELD	0	0	0	0	0	0	0	0
G770-L006	f75r.43	f75r	MASKED_COHORT_LINE	7	7	oldy	0	NONE	NON_TARGET	fertiger Auszug	END_STAGE	RESULT|ENDPOINT|FIELD|CLOSE|PRODUCT	1	NONE	NONE	NONE	NONE	NONE	0	0	experiments/yolo/gdt769_liquid_process_role_identity_dispatch/src/LINE_READER_DEFAULT_SPECS.tsv	f75r.43@7	GDT769_CURRENT_LINE_READER	0	0	0	0	0	0	0	0
G770-L007	f115v.5	f115v	MASKED_COHORT_LINE	6	1	dair	0	NONE	NON_TARGET	Anteil II	LEVEL_II|MEASURED	AMOUNT|PATIENT|FIELD|MATERIAL	1	NONE	NONE	NONE	NONE	NONE	0	0	experiments/yolo/gdt769_liquid_process_role_identity_dispatch/src/LINE_READER_DEFAULT_SPECS.tsv	f115v.5@1	GDT769_CURRENT_LINE_READER	0	0	0	0	0	0	0	0
G770-L007	f115v.5	f115v	MASKED_COHORT_LINE	6	2	cheky	0	NONE	NON_TARGET	getrocknete, leicht erhitzte Zubereitung	HOT|DRY|MIDDLE_STAGE	FIELD|PREPARATION	1	NONE	NONE	NONE	NONE	NONE	0	0	experiments/yolo/gdt769_liquid_process_role_identity_dispatch/src/LINE_READER_DEFAULT_SPECS.tsv	f115v.5@2	GDT769_CURRENT_LINE_READER	0	0	0	0	0	0	0	0
G770-L007	f115v.5	f115v	MASKED_COHORT_LINE	6	3	qoteey	0	NONE	NON_TARGET	Kälte-Endstufe	COLD|END_STAGE	ENDPOINT|FIELD	1	NONE	NONE	NONE	NONE	NONE	0	0	experiments/yolo/gdt769_liquid_process_role_identity_dispatch/src/LINE_READER_DEFAULT_SPECS.tsv	f115v.5@3	GDT769_CURRENT_LINE_READER	0	0	0	0	0	0	0	0
G770-L007	f115v.5	f115v	MASKED_COHORT_LINE	6	4	otar	1	TM-N5K6	TM-N5K6		NONE	NONE	1	NONE	NONE	NONE	ENDPOINT|FIELD	PROCESS|FIELD	1	1	experiments/yolo/gdt769_liquid_process_role_identity_dispatch/artifacts/TARGET_526_EXACT_CONTEXT_ATLAS.tsv	G769-T0140	GDT769_TARGET_EXACT_CONTEXT__SURFACE_PROVENANCE_ONLY__SEMANTIC_DEFAULT_ROLE_EVIDENCE_CONFIDENCE_WITHHELD	0	0	0	0	0	0	0	0
G770-L007	f115v.5	f115v	MASKED_COHORT_LINE	6	5	chl	0	NONE	NON_TARGET	Trocknen	DRY	PROCESS|FIELD	1	NONE	NONE	NONE	NONE	NONE	0	0	experiments/yolo/gdt769_liquid_process_role_identity_dispatch/src/LINE_READER_DEFAULT_SPECS.tsv	f115v.5@5	GDT769_CURRENT_LINE_READER	0	0	0	0	0	0	0	0
G770-L007	f115v.5	f115v	MASKED_COHORT_LINE	6	6	oleed	0	NONE	NON_TARGET	abgeschlossene Endzubereitung	NONE	NONE	0	NONE	NONE	NONE	NONE	NONE	0	0	experiments/yolo/gdt769_liquid_process_role_identity_dispatch/src/LINE_READER_DEFAULT_SPECS.tsv	f115v.5@6	GDT769_CURRENT_LINE_READER	0	0	0	0	0	0	0	0
