world	target	side	paragraph	grammar	model	timing	source_event	execution_index	order	kind	location	form	patient	second	object	second_object	source_object	before	after	assertion	status	debts	state_origin	alias_collision	row_status
C_A|B|D|I	f21r.12:4	LATER	f21r.8-f21r.12	B	D	I	24	24	39	MATERIAL	f21r.12:5	chor	f21r.12:5		f21r.12:2			"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"		SAME_FORM_REMENTION	SAME_FORM_IDENTITY_ASSUMED		False	recorded
C_A|B|D|I	f21r.12:4	LATER	f21r.8-f21r.12	B	D	I	25	25	40	ACTION	f21r.12:6	chol	f21r.12:5		f21r.12:2			"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	"{""axis"":""moisture"",""value"":""dry""}"	ASSUMED_EFFECT_APPLIED			False	recorded
C_A|B|D|I	f21r.12:4	LATER	f21r.8-f21r.12	B	D	I	26	26	42	QUALITY	f21r.12:8	chkaiin	f21r.12:5		f21r.12:2			"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	"{""CONSTITUTION:thermal"":""hot"",""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	CONSTITUTION:thermal=hot	INITIAL_CONSTRAINT	ASSUMED_RESULT_OR_PROCESS_CONDITION:f21r.12:6		False	recorded
C_A|B|D|I	f21r.12:4	LATER	f21r.8-f21r.12	B	D	I	27	27	42	QUALITY	f21r.12:8	chkaiin	f21r.12:5		f21r.12:2			"{""CONSTITUTION:thermal"":""hot"",""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	"{""CONSTITUTION:moisture"":""dry"",""CONSTITUTION:thermal"":""hot"",""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	CONSTITUTION:moisture=dry	INITIAL_CONSTRAINT	ASSUMED_RESULT_OR_PROCESS_CONDITION:f21r.12:6		False	recorded
C_A|B|H|O	f21r.12:4	PRIOR	f21r.8-f21r.12	B	H	O	21	21	36	MATERIAL	f21r.12:2	chor	f21r.12:2		f21r.12:2			{}	{}		EXTERNAL_PORTION			False	recorded
C_A|B|H|O	f21r.12:4	PRIOR	f21r.8-f21r.12	B	H	O	22	22	36	ACTION	f21r.12:1	ykeey	f21r.12:2		f21r.12:2			{}	"{""PHYSICAL:thermal"":""warm""}"	"{""axis"":""thermal"",""value"":""warm""}"	ASSUMED_EFFECT_APPLIED			False	recorded
C_A|B|H|O	f21r.12:4	PRIOR	f21r.8-f21r.12	B	H	O	23	23	37	ACTION	f21r.12:3	sheey	f21r.12:2		f21r.12:2			"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	"{""axis"":""moisture"",""value"":""wet""}"	ASSUMED_EFFECT_APPLIED			False	recorded
C_A|B|H|O	f21r.12:4	LATER	f21r.8-f21r.12	B	H	O	24	24	39	MATERIAL	f21r.12:5	chor	f21r.12:5		f21r.12:2			"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"		SAME_FORM_REMENTION	SAME_FORM_IDENTITY_ASSUMED		False	recorded
C_A|B|H|O	f21r.12:4	LATER	f21r.8-f21r.12	B	H	O	25	25	40	ACTION	f21r.12:6	chol	f21r.12:5		f21r.12:2			"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	"{""axis"":""thermal"",""value"":""hot""}"	ASSUMED_EFFECT_APPLIED			False	recorded
C_A|B|H|O	f21r.12:4	LATER	f21r.8-f21r.12	B	H	O	26	26	42	QUALITY	f21r.12:8	chkaiin	f21r.12:5		f21r.12:2			"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	"{""CONSTITUTION:thermal"":""hot"",""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	CONSTITUTION:thermal=hot	INITIAL_CONSTRAINT	ASSUMED_RESULT_OR_PROCESS_CONDITION:f21r.12:6		False	recorded
C_A|B|H|O	f21r.12:4	LATER	f21r.8-f21r.12	B	H	O	27	27	42	QUALITY	f21r.12:8	chkaiin	f21r.12:5		f21r.12:2			"{""CONSTITUTION:thermal"":""hot"",""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	"{""CONSTITUTION:moisture"":""dry"",""CONSTITUTION:thermal"":""hot"",""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	CONSTITUTION:moisture=dry	INITIAL_CONSTRAINT	ASSUMED_RESULT_OR_PROCESS_CONDITION:f21r.12:6		False	recorded
C_A|B|H|I	f21r.12:4	PRIOR	f21r.8-f21r.12	B	H	I	21	21	36	MATERIAL	f21r.12:2	chor	f21r.12:2		f21r.12:2			{}	{}		EXTERNAL_PORTION			False	recorded
C_A|B|H|I	f21r.12:4	PRIOR	f21r.8-f21r.12	B	H	I	22	22	36	ACTION	f21r.12:1	ykeey	f21r.12:2		f21r.12:2			{}	"{""PHYSICAL:thermal"":""warm""}"	"{""axis"":""thermal"",""value"":""warm""}"	ASSUMED_EFFECT_APPLIED			False	recorded
C_A|B|H|I	f21r.12:4	PRIOR	f21r.8-f21r.12	B	H	I	23	23	37	ACTION	f21r.12:3	sheey	f21r.12:2		f21r.12:2			"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	"{""axis"":""moisture"",""value"":""wet""}"	ASSUMED_EFFECT_APPLIED			False	recorded
C_A|B|H|I	f21r.12:4	LATER	f21r.8-f21r.12	B	H	I	24	24	39	MATERIAL	f21r.12:5	chor	f21r.12:5		f21r.12:2			"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"		SAME_FORM_REMENTION	SAME_FORM_IDENTITY_ASSUMED		False	recorded
C_A|B|H|I	f21r.12:4	LATER	f21r.8-f21r.12	B	H	I	25	25	40	ACTION	f21r.12:6	chol	f21r.12:5		f21r.12:2			"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	"{""axis"":""thermal"",""value"":""hot""}"	ASSUMED_EFFECT_APPLIED			False	recorded
C_A|B|H|I	f21r.12:4	LATER	f21r.8-f21r.12	B	H	I	26	26	42	QUALITY	f21r.12:8	chkaiin	f21r.12:5		f21r.12:2			"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	"{""CONSTITUTION:thermal"":""hot"",""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	CONSTITUTION:thermal=hot	INITIAL_CONSTRAINT	ASSUMED_RESULT_OR_PROCESS_CONDITION:f21r.12:6		False	recorded
C_A|B|H|I	f21r.12:4	LATER	f21r.8-f21r.12	B	H	I	27	27	42	QUALITY	f21r.12:8	chkaiin	f21r.12:5		f21r.12:2			"{""CONSTITUTION:thermal"":""hot"",""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	"{""CONSTITUTION:moisture"":""dry"",""CONSTITUTION:thermal"":""hot"",""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	CONSTITUTION:moisture=dry	INITIAL_CONSTRAINT	ASSUMED_RESULT_OR_PROCESS_CONDITION:f21r.12:6		False	recorded
C_A|J|D|O	f21r.12:4	PRIOR	f21r.8-f21r.12	J	D	O	21	21	36	MATERIAL	f21r.12:2	chor	f21r.12:2		f21r.12:2			{}	{}		EXTERNAL_PORTION			False	recorded
C_A|J|D|O	f21r.12:4	PRIOR	f21r.8-f21r.12	J	D	O	22	22	36	ACTION	f21r.12:1	ykeey	f21r.12:2		f21r.12:2			{}	"{""PHYSICAL:thermal"":""warm""}"	"{""axis"":""thermal"",""value"":""warm""}"	ASSUMED_EFFECT_APPLIED			False	recorded
C_A|J|D|O	f21r.12:4	PRIOR	f21r.8-f21r.12	J	D	O	23	23	37	ACTION	f21r.12:3	sheey	f21r.12:2		f21r.12:2			"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	"{""axis"":""moisture"",""value"":""wet""}"	ASSUMED_EFFECT_APPLIED			False	recorded
C_A|J|D|O	f21r.12:4	LATER	f21r.8-f21r.12	J	D	O	24	24	39	MATERIAL	f21r.12:5	chor	f21r.12:5		f21r.12:2			"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"		SAME_FORM_REMENTION	SAME_FORM_IDENTITY_ASSUMED		False	recorded
C_A|J|D|O	f21r.12:4	LATER	f21r.8-f21r.12	J	D	O	25	25	40	ACTION	f21r.12:6	chol	f21r.12:5		f21r.12:2			"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	"{""axis"":""moisture"",""value"":""dry""}"	ASSUMED_EFFECT_APPLIED			False	recorded
C_A|J|D|O	f21r.12:4	LATER	f21r.8-f21r.12	J	D	O	26	26	42	QUALITY	f21r.12:8	chkaiin	f21r.12:5		f21r.12:2			"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	"{""CONSTITUTION:thermal"":""hot"",""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	CONSTITUTION:thermal=hot	INITIAL_CONSTRAINT	ASSUMED_RESULT_OR_PROCESS_CONDITION:f21r.12:6		False	recorded
C_A|J|D|O	f21r.12:4	LATER	f21r.8-f21r.12	J	D	O	27	27	42	QUALITY	f21r.12:8	chkaiin	f21r.12:5		f21r.12:2			"{""CONSTITUTION:thermal"":""hot"",""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	"{""CONSTITUTION:moisture"":""dry"",""CONSTITUTION:thermal"":""hot"",""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	CONSTITUTION:moisture=dry	INITIAL_CONSTRAINT	ASSUMED_RESULT_OR_PROCESS_CONDITION:f21r.12:6		False	recorded
C_A|J|D|I	f21r.12:4	PRIOR	f21r.8-f21r.12	J	D	I	21	21	36	MATERIAL	f21r.12:2	chor	f21r.12:2		f21r.12:2			{}	{}		EXTERNAL_PORTION			False	recorded
C_A|J|D|I	f21r.12:4	PRIOR	f21r.8-f21r.12	J	D	I	22	22	36	ACTION	f21r.12:1	ykeey	f21r.12:2		f21r.12:2			{}	"{""PHYSICAL:thermal"":""warm""}"	"{""axis"":""thermal"",""value"":""warm""}"	ASSUMED_EFFECT_APPLIED			False	recorded
C_A|J|D|I	f21r.12:4	PRIOR	f21r.8-f21r.12	J	D	I	23	23	37	ACTION	f21r.12:3	sheey	f21r.12:2		f21r.12:2			"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	"{""axis"":""moisture"",""value"":""wet""}"	ASSUMED_EFFECT_APPLIED			False	recorded
C_A|J|D|I	f21r.12:4	LATER	f21r.8-f21r.12	J	D	I	24	24	39	MATERIAL	f21r.12:5	chor	f21r.12:5		f21r.12:2			"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"		SAME_FORM_REMENTION	SAME_FORM_IDENTITY_ASSUMED		False	recorded
C_A|J|D|I	f21r.12:4	LATER	f21r.8-f21r.12	J	D	I	25	25	40	ACTION	f21r.12:6	chol	f21r.12:5		f21r.12:2			"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	"{""axis"":""moisture"",""value"":""dry""}"	ASSUMED_EFFECT_APPLIED			False	recorded
C_A|J|D|I	f21r.12:4	LATER	f21r.8-f21r.12	J	D	I	26	26	42	QUALITY	f21r.12:8	chkaiin	f21r.12:5		f21r.12:2			"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	"{""CONSTITUTION:thermal"":""hot"",""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	CONSTITUTION:thermal=hot	INITIAL_CONSTRAINT	ASSUMED_RESULT_OR_PROCESS_CONDITION:f21r.12:6		False	recorded
C_A|J|D|I	f21r.12:4	LATER	f21r.8-f21r.12	J	D	I	27	27	42	QUALITY	f21r.12:8	chkaiin	f21r.12:5		f21r.12:2			"{""CONSTITUTION:thermal"":""hot"",""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	"{""CONSTITUTION:moisture"":""dry"",""CONSTITUTION:thermal"":""hot"",""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	CONSTITUTION:moisture=dry	INITIAL_CONSTRAINT	ASSUMED_RESULT_OR_PROCESS_CONDITION:f21r.12:6		False	recorded
C_A|J|H|O	f21r.12:4	PRIOR	f21r.8-f21r.12	J	H	O	21	21	36	MATERIAL	f21r.12:2	chor	f21r.12:2		f21r.12:2			{}	{}		EXTERNAL_PORTION			False	recorded
C_A|J|H|O	f21r.12:4	PRIOR	f21r.8-f21r.12	J	H	O	22	22	36	ACTION	f21r.12:1	ykeey	f21r.12:2		f21r.12:2			{}	"{""PHYSICAL:thermal"":""warm""}"	"{""axis"":""thermal"",""value"":""warm""}"	ASSUMED_EFFECT_APPLIED			False	recorded
C_A|J|H|O	f21r.12:4	PRIOR	f21r.8-f21r.12	J	H	O	23	23	37	ACTION	f21r.12:3	sheey	f21r.12:2		f21r.12:2			"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	"{""axis"":""moisture"",""value"":""wet""}"	ASSUMED_EFFECT_APPLIED			False	recorded
C_A|J|H|O	f21r.12:4	LATER	f21r.8-f21r.12	J	H	O	24	24	39	MATERIAL	f21r.12:5	chor	f21r.12:5		f21r.12:2			"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"		SAME_FORM_REMENTION	SAME_FORM_IDENTITY_ASSUMED		False	recorded
C_A|J|H|O	f21r.12:4	LATER	f21r.8-f21r.12	J	H	O	25	25	40	ACTION	f21r.12:6	chol	f21r.12:5		f21r.12:2			"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	"{""axis"":""thermal"",""value"":""hot""}"	ASSUMED_EFFECT_APPLIED			False	recorded
C_A|J|H|O	f21r.12:4	LATER	f21r.8-f21r.12	J	H	O	26	26	42	QUALITY	f21r.12:8	chkaiin	f21r.12:5		f21r.12:2			"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	"{""CONSTITUTION:thermal"":""hot"",""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	CONSTITUTION:thermal=hot	INITIAL_CONSTRAINT	ASSUMED_RESULT_OR_PROCESS_CONDITION:f21r.12:6		False	recorded
C_A|J|H|O	f21r.12:4	LATER	f21r.8-f21r.12	J	H	O	27	27	42	QUALITY	f21r.12:8	chkaiin	f21r.12:5		f21r.12:2			"{""CONSTITUTION:thermal"":""hot"",""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	"{""CONSTITUTION:moisture"":""dry"",""CONSTITUTION:thermal"":""hot"",""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	CONSTITUTION:moisture=dry	INITIAL_CONSTRAINT	ASSUMED_RESULT_OR_PROCESS_CONDITION:f21r.12:6		False	recorded
C_A|J|H|I	f21r.12:4	PRIOR	f21r.8-f21r.12	J	H	I	21	21	36	MATERIAL	f21r.12:2	chor	f21r.12:2		f21r.12:2			{}	{}		EXTERNAL_PORTION			False	recorded
C_A|J|H|I	f21r.12:4	PRIOR	f21r.8-f21r.12	J	H	I	22	22	36	ACTION	f21r.12:1	ykeey	f21r.12:2		f21r.12:2			{}	"{""PHYSICAL:thermal"":""warm""}"	"{""axis"":""thermal"",""value"":""warm""}"	ASSUMED_EFFECT_APPLIED			False	recorded
C_A|J|H|I	f21r.12:4	PRIOR	f21r.8-f21r.12	J	H	I	23	23	37	ACTION	f21r.12:3	sheey	f21r.12:2		f21r.12:2			"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	"{""axis"":""moisture"",""value"":""wet""}"	ASSUMED_EFFECT_APPLIED			False	recorded
C_A|J|H|I	f21r.12:4	LATER	f21r.8-f21r.12	J	H	I	24	24	39	MATERIAL	f21r.12:5	chor	f21r.12:5		f21r.12:2			"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"		SAME_FORM_REMENTION	SAME_FORM_IDENTITY_ASSUMED		False	recorded
C_A|J|H|I	f21r.12:4	LATER	f21r.8-f21r.12	J	H	I	25	25	40	ACTION	f21r.12:6	chol	f21r.12:5		f21r.12:2			"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	"{""axis"":""thermal"",""value"":""hot""}"	ASSUMED_EFFECT_APPLIED			False	recorded
C_A|J|H|I	f21r.12:4	LATER	f21r.8-f21r.12	J	H	I	26	26	42	QUALITY	f21r.12:8	chkaiin	f21r.12:5		f21r.12:2			"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	"{""CONSTITUTION:thermal"":""hot"",""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	CONSTITUTION:thermal=hot	INITIAL_CONSTRAINT	ASSUMED_RESULT_OR_PROCESS_CONDITION:f21r.12:6		False	recorded
C_A|J|H|I	f21r.12:4	LATER	f21r.8-f21r.12	J	H	I	27	27	42	QUALITY	f21r.12:8	chkaiin	f21r.12:5		f21r.12:2			"{""CONSTITUTION:thermal"":""hot"",""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	"{""CONSTITUTION:moisture"":""dry"",""CONSTITUTION:thermal"":""hot"",""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""hot""}"	CONSTITUTION:moisture=dry	INITIAL_CONSTRAINT	ASSUMED_RESULT_OR_PROCESS_CONDITION:f21r.12:6		False	recorded
C_A|M|D|O	f21r.12:4	PRIOR	f21r.8-f21r.12	M	D	O	21	21	36	MATERIAL	f21r.12:2	chor	f21r.12:2		f21r.12:2			{}	{}		EXTERNAL_PORTION			False	recorded
C_A|M|D|O	f21r.12:4	PRIOR	f21r.8-f21r.12	M	D	O	22	22	36	ACTION	f21r.12:1	ykeey	f21r.12:2		f21r.12:2			{}	"{""PHYSICAL:thermal"":""warm""}"	"{""axis"":""thermal"",""value"":""warm""}"	ASSUMED_EFFECT_APPLIED			False	recorded
C_A|M|D|O	f21r.12:4	PRIOR	f21r.8-f21r.12	M	D	O	23	23	37	ACTION	f21r.12:3	sheey	f21r.12:2		f21r.12:2			"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	"{""axis"":""moisture"",""value"":""wet""}"	ASSUMED_EFFECT_APPLIED			False	recorded
C_A|M|D|O	f21r.12:4	LATER	f21r.8-f21r.12	M	D	O	24	24	39	MATERIAL	f21r.12:5	chor	f21r.12:5		f21r.12:2			"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"		SAME_FORM_REMENTION	SAME_FORM_IDENTITY_ASSUMED		False	recorded
C_A|M|D|O	f21r.12:4	LATER	f21r.8-f21r.12	M	D	O	25	25	40	ACTION	f21r.12:6	chol	f21r.12:5		f21r.12:2			"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	"{""axis"":""moisture"",""value"":""dry""}"	ASSUMED_EFFECT_APPLIED			False	recorded
C_A|M|D|O	f21r.12:4	LATER	f21r.8-f21r.12	M	D	O	26	26	42	QUALITY	f21r.12:8	chkaiin	f21r.12:5		f21r.12:2			"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	"{""CONSTITUTION:thermal"":""hot"",""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	CONSTITUTION:thermal=hot	INITIAL_CONSTRAINT	ASSUMED_RESULT_OR_PROCESS_CONDITION:f21r.12:6		False	recorded
C_A|M|D|O	f21r.12:4	LATER	f21r.8-f21r.12	M	D	O	27	27	42	QUALITY	f21r.12:8	chkaiin	f21r.12:5		f21r.12:2			"{""CONSTITUTION:thermal"":""hot"",""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	"{""CONSTITUTION:moisture"":""dry"",""CONSTITUTION:thermal"":""hot"",""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	CONSTITUTION:moisture=dry	INITIAL_CONSTRAINT	ASSUMED_RESULT_OR_PROCESS_CONDITION:f21r.12:6		False	recorded
C_A|M|D|I	f21r.12:4	PRIOR	f21r.8-f21r.12	M	D	I	21	21	36	MATERIAL	f21r.12:2	chor	f21r.12:2		f21r.12:2			{}	{}		EXTERNAL_PORTION			False	recorded
C_A|M|D|I	f21r.12:4	PRIOR	f21r.8-f21r.12	M	D	I	22	22	36	ACTION	f21r.12:1	ykeey	f21r.12:2		f21r.12:2			{}	"{""PHYSICAL:thermal"":""warm""}"	"{""axis"":""thermal"",""value"":""warm""}"	ASSUMED_EFFECT_APPLIED			False	recorded
C_A|M|D|I	f21r.12:4	PRIOR	f21r.8-f21r.12	M	D	I	23	23	37	ACTION	f21r.12:3	sheey	f21r.12:2		f21r.12:2			"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	"{""axis"":""moisture"",""value"":""wet""}"	ASSUMED_EFFECT_APPLIED			False	recorded
C_A|M|D|I	f21r.12:4	LATER	f21r.8-f21r.12	M	D	I	24	24	39	MATERIAL	f21r.12:5	chor	f21r.12:5		f21r.12:2			"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"		SAME_FORM_REMENTION	SAME_FORM_IDENTITY_ASSUMED		False	recorded
C_A|M|D|I	f21r.12:4	LATER	f21r.8-f21r.12	M	D	I	25	25	40	ACTION	f21r.12:6	chol	f21r.12:5		f21r.12:2			"{""PHYSICAL:moisture"":""wet"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	"{""axis"":""moisture"",""value"":""dry""}"	ASSUMED_EFFECT_APPLIED			False	recorded
