card_no	surface	component_recipe	semantic_recipe_de	selected_diagnostic_fragments	renderer_residue	renderer_residue_length	surface_class	composition_mode	events	pages
PROC029	shfydaiin	SH+Y+AIIN	HALTEN · DIES · MASS	sh-y-aiin	fd	2	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f11r
PROC030	cphy	P+Y	EINFUELLEN · DIES	p-y	ch	2	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f11r
PROC031	cheey	SH+EE+Y	HALTEN · LANG · DIES	ch-ee-y	NONE	0	DIRECT_COMPONENT_STRING	PRODUCTIVE_COMPOSITION	4	f11r|f82r|f83r
PROC031	shey	SH+EE+Y	HALTEN · LANG · DIES	sh-e-y	NONE	0	DIRECT_COMPONENT_STRING	PRODUCTIVE_COMPOSITION	4	f11r|f82r|f83r
PROC032	tchody	T+CH+O+DY	EINTRAGEN · ABNEHMEN · GANG · SCHLUSS	t-ch-o-dy	NONE	0	DIRECT_COMPONENT_STRING	PRODUCTIVE_COMPOSITION	1	f11r
PROC033	shoyty	SH+O+Y+T+Y	HALTEN · GANG · DIES · EINTRAGEN · DIES	sh-o-y-t-y	NONE	0	DIRECT_COMPONENT_STRING	PRODUCTIVE_COMPOSITION	1	f11r
PROC034	dchol	RESUME_CARD	WIEDERAUFNEHMEN	chol	d	1	ORDERED_COMPONENTS_PLUS_RENDERER	MEMORIZED_WHOLE_COMMAND	2	f11r|f56r
PROC034	schol	RESUME_CARD	WIEDERAUFNEHMEN	chol	s	1	ORDERED_COMPONENTS_PLUS_RENDERER	MEMORIZED_WHOLE_COMMAND	2	f11r|f56r
PROC035	kchy	K+Y	ZUDOSIEREN · DIES	k-y	ch	2	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f11r
PROC036	qotchy	OT+Y	DANACH · DIES	ot-y	qch	3	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f11r
PROC037	okchol	OK+OL	ANSETZEN · FORTSETZEN	ok-ol	ch	2	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f11r
PROC038	okaiin	OK+AIIN	ANSETZEN · MASS	ok-aiin	NONE	0	DIRECT_COMPONENT_STRING	PRODUCTIVE_COMPOSITION	9	f55v|f81v|f82r|f83r
PROC038	qokaiin	OK+AIIN	ANSETZEN · MASS	ok-aiin	q	1	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	9	f55v|f81v|f82r|f83r
PROC039	ykain	Y+K+AIN	DIES · ZUDOSIEREN · PORTION	y-k-ain	NONE	0	DIRECT_COMPONENT_STRING	PRODUCTIVE_COMPOSITION	1	f55v
PROC040	ykan	Y+K+AN	DIES · ZUDOSIEREN · NACHGABE	y-k-an	NONE	0	DIRECT_COMPONENT_STRING	COMPOSITION_WITH_SINGLETON_ATOM	1	f55v
PROC041	ody	O+DY	GANG · SCHLUSS	o-dy	NONE	0	DIRECT_COMPONENT_STRING	PRODUCTIVE_COMPOSITION	1	f55v
PROC042	chdy	CHD+Y	UMSETZEN · DIES	ch-y	d	1	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	11	f55v|f81v|f83r
PROC042	chedy	CHD+Y	UMSETZEN · DIES	ch-y	ed	2	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	11	f55v|f81v|f83r
PROC043	talam	TALAM	VERWAHREN	talam	NONE	0	DIRECT_COMPONENT_STRING	MEMORIZED_WHOLE_COMMAND	1	f55v
PROC044	ykaiin	Y+K+AIIN	DIES · ZUDOSIEREN · MASS	y-k-aiin	NONE	0	DIRECT_COMPONENT_STRING	PRODUCTIVE_COMPOSITION	1	f55v
PROC045	cheoar	CH+E+O+AR	ABNEHMEN · KURZ · GANG · QUELLE	ch-e-o-ar	NONE	0	DIRECT_COMPONENT_STRING	PRODUCTIVE_COMPOSITION	1	f55v
PROC046	cheeky	CHK+EE+Y	WAERMEN · LANG · DIES	ch-ee-y	k	1	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	2	f55v|f83r
PROC047	oldy	OL+DY	FORTSETZEN · SCHLUSS	ol-dy	NONE	0	DIRECT_COMPONENT_STRING	PRODUCTIVE_COMPOSITION	2	f55v|f83r
PROC048	okal	OK+AL	ANSETZEN · ZIEL	ok-al	NONE	0	DIRECT_COMPONENT_STRING	PRODUCTIVE_COMPOSITION	6	f55v|f81v|f82r|f83r
PROC048	qokal	OK+AL	ANSETZEN · ZIEL	ok-al	q	1	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	6	f55v|f81v|f82r|f83r
PROC049	oltchy	OL+T+Y	FORTSETZEN · EINTRAGEN · DIES	ol-t-y	ch	2	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f55v
PROC050	orain	OR+AIN	ANSATZ · PORTION	or-ain	NONE	0	DIRECT_COMPONENT_STRING	PRODUCTIVE_COMPOSITION	1	f55v
PROC051	chochor	HO+CH+OR	ZUTAT · ABNEHMEN · ANSATZ	ho-ch-or	c	1	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f56r
PROC052	cho	HO	ZUTAT	ho	c	1	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	4	f56r
PROC052	sho	HO	ZUTAT	ho	s	1	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	4	f56r
PROC053	chodaly	HO+AL+Y	ZUTAT · ZIEL · DIES	ho-al-y	cd	2	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f56r
PROC054	kchol	K+OL	ZUDOSIEREN · FORTSETZEN	k-ol	ch	2	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f56r
PROC055	al	AL	ZIEL	al	NONE	0	DIRECT_COMPONENT_STRING	PRODUCTIVE_COMPOSITION	10	f56r|f81v|f82r|f83r
PROC055	chal	AL	ZIEL	al	ch	2	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	10	f56r|f81v|f82r|f83r
PROC055	cheal	AL	ZIEL	al	che	3	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	10	f56r|f81v|f82r|f83r
PROC055	dal	AL	ZIEL	al	d	1	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	10	f56r|f81v|f82r|f83r
PROC055	sal	AL	ZIEL	al	s	1	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	10	f56r|f81v|f82r|f83r
PROC055	tal	AL	ZIEL	al	t	1	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	10	f56r|f81v|f82r|f83r
PROC056	choy	HO+Y	ZUTAT · DIES	ho-y	c	1	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f56r
PROC057	cheeckhody	CH+EE+CKH+O+DY	ABNEHMEN · LANG · DURCHLASS · GANG · SCHLUSS	ch-ee-ckh-o-dy	NONE	0	DIRECT_COMPONENT_STRING	PRODUCTIVE_COMPOSITION	1	f56r
PROC058	sh	SH	HALTEN	sh	NONE	0	DIRECT_COMPONENT_STRING	PRODUCTIVE_COMPOSITION	1	f56r
PROC059	kchey	K+E+Y	ZUDOSIEREN · KURZ · DIES	k-e-y	ch	2	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f56r
PROC060	qokokchy	OK+OK+Y	ANSETZEN · ANSETZEN · DIES	ok-ok-y	qch	3	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f56r
PROC061	chokcheo	OK+CH+E+O	ANSETZEN · ABNEHMEN · KURZ · GANG	ok-ch-e-o	ch	2	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f56r
PROC062	kchal	K+AL	ZUDOSIEREN · ZIEL	k-al	ch	2	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f56r
PROC063	kchoar	K+HO+AR	ZUDOSIEREN · ZUTAT · QUELLE	k-ho-ar	c	1	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f56r
PROC064	sotodan	OT+O+AIN	DANACH · GANG · PORTION	ot-o-an	sd	2	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f56r
PROC065	otchey	OT+Y	DANACH · DIES	ot-y	che	3	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	2	f56r|f83r
PROC066	keol	K+E+OL	ZUDOSIEREN · KURZ · FORTSETZEN	k-e-ol	NONE	0	DIRECT_COMPONENT_STRING	PRODUCTIVE_COMPOSITION	1	f56r
PROC067	qokedy	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	ok-e-dy	q	1	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	8	f81v|f83r
PROC068	kair	K+AIR	ZUDOSIEREN · LAUF	k-air	NONE	0	DIRECT_COMPONENT_STRING	PRODUCTIVE_COMPOSITION	1	f81v
PROC069	chkain	K+AIN	ZUDOSIEREN · PORTION	k-ain	ch	2	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	3	f81v|f83r
PROC069	kain	K+AIN	ZUDOSIEREN · PORTION	k-ain	NONE	0	DIRECT_COMPONENT_STRING	PRODUCTIVE_COMPOSITION	3	f81v|f83r
PROC070	olkain	OL+K+AIN	FORTSETZEN · ZUDOSIEREN · PORTION	ol-k-ain	NONE	0	DIRECT_COMPONENT_STRING	PRODUCTIVE_COMPOSITION	2	f81v|f83r
PROC070	qolkain	OL+K+AIN	FORTSETZEN · ZUDOSIEREN · PORTION	ol-k-ain	q	1	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	2	f81v|f83r
PROC071	rol	R+OL	KUEHLEN · FORTSETZEN	r-ol	NONE	0	DIRECT_COMPONENT_STRING	PRODUCTIVE_COMPOSITION	1	f81v
PROC072	dl	L	WEITERLEITEN	l	d	1	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	2	f81v
PROC073	sheckhal	SH+E+CKH+AL	HALTEN · KURZ · DURCHLASS · ZIEL	sh-e-ckh-al	NONE	0	DIRECT_COMPONENT_STRING	PRODUCTIVE_COMPOSITION	1	f81v
PROC074	qokeedal	OK+EE+AL	ANSETZEN · LANG · ZIEL	ok-ee-al	qd	2	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f81v
PROC075	chckhy	CKH+Y	DURCHLASS · DIES	ckh-y	ch	2	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	4	f81v|f82r
PROC075	shckhy	CKH+Y	DURCHLASS · DIES	ckh-y	sh	2	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	4	f81v|f82r
PROC076	dchedy	CHD+DY	UMSETZEN · SCHLUSS	ch-dy	de	2	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	4	f81v|f82r|f83r
PROC076	schedy	CHD+DY	UMSETZEN · SCHLUSS	ch-dy	se	2	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	4	f81v|f82r|f83r
PROC076	tchedy	CHD+DY	UMSETZEN · SCHLUSS	ch-dy	te	2	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	4	f81v|f82r|f83r
PROC077	sshkchdy	SH+K+CHD+DY	HALTEN · ZUDOSIEREN · UMSETZEN · SCHLUSS	sh-k-ch-dy	s	1	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f81v
PROC078	cheedy	SHED+DY	ABSETZEN · SCHLUSS	chee-dy	NONE	0	DIRECT_COMPONENT_STRING	PRODUCTIVE_COMPOSITION	12	f81v|f82r|f83r
PROC078	shedy	SHED+DY	ABSETZEN · SCHLUSS	she-dy	NONE	0	DIRECT_COMPONENT_STRING	PRODUCTIVE_COMPOSITION	12	f81v|f82r|f83r
PROC078	tedy	SHED+DY	ABSETZEN · SCHLUSS	te-dy	NONE	0	DIRECT_COMPONENT_STRING	PRODUCTIVE_COMPOSITION	12	f81v|f82r|f83r
PROC079	olchedy	OL+CHD+DY	FORTSETZEN · UMSETZEN · SCHLUSS	ol-ch-dy	e	1	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	3	f81v|f82r|f83r
PROC079	qolchedy	OL+CHD+DY	FORTSETZEN · UMSETZEN · SCHLUSS	ol-ch-dy	qe	2	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	3	f81v|f82r|f83r
PROC080	okain	OK+AIN	ANSETZEN · PORTION	ok-ain	NONE	0	DIRECT_COMPONENT_STRING	PRODUCTIVE_COMPOSITION	7	f81v|f82r|f83r
PROC080	qokain	OK+AIN	ANSETZEN · PORTION	ok-ain	q	1	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	7	f81v|f82r|f83r
PROC081	ral	R+AL	KUEHLEN · ZIEL	r-al	NONE	0	DIRECT_COMPONENT_STRING	PRODUCTIVE_COMPOSITION	1	f81v
PROC082	qokchdy	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	ok-ch-dy	q	1	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	3	f81v|f83r
PROC083	cheky	CHK+E+Y	WAERMEN · KURZ · DIES	ch-e-y	k	1	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	3	f81v|f83r
PROC084	lsho	LSH+O	WASCHEN · GANG	lsh-o	NONE	0	DIRECT_COMPONENT_STRING	PRODUCTIVE_COMPOSITION	1	f81v
PROC085	okey	OK+E+Y	ANSETZEN · KURZ · DIES	ok-e-y	NONE	0	DIRECT_COMPONENT_STRING	PRODUCTIVE_COMPOSITION	2	f81v|f82r
PROC085	qokey	OK+E+Y	ANSETZEN · KURZ · DIES	ok-e-y	q	1	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	2	f81v|f82r
PROC086	lshedy	LSH+E+DY	WASCHEN · KURZ · SCHLUSS	lsh-e-dy	NONE	0	DIRECT_COMPONENT_STRING	PRODUCTIVE_COMPOSITION	2	f81v
PROC087	qolky	SOLK+Y	AUFFANGEN · DIES	olk-y	q	1	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f81v
PROC088	lchedal	L+CHD+AL	WEITERLEITEN · UMSETZEN · ZIEL	l-ch-al	ed	2	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f81v
PROC089	otar	OT+AR	DANACH · QUELLE	ot-ar	NONE	0	DIRECT_COMPONENT_STRING	PRODUCTIVE_COMPOSITION	1	f81v
PROC090	ytey	T+E+Y	EINTRAGEN · KURZ · DIES	t-e-y	y	1	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f81v
PROC091	okchedy	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	ok-ch-dy	e	1	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	2	f81v|f83r
PROC091	qokchedy	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	ok-ch-dy	qe	2	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	2	f81v|f83r
PROC092	okeey	OK+EE+Y	ANSETZEN · LANG · DIES	ok-ee-y	NONE	0	DIRECT_COMPONENT_STRING	PRODUCTIVE_COMPOSITION	7	f81v|f82r|f83r
PROC092	qokeey	OK+EE+Y	ANSETZEN · LANG · DIES	ok-ee-y	q	1	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	7	f81v|f82r|f83r
PROC093	teol	E+OL	KURZ · FORTSETZEN	e-ol	t	1	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f81v
PROC094	dchdy	CHD+DY	UMSETZEN · SCHLUSS	ch-dy	d	1	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f81v
PROC095	ly	L+Y	WEITERLEITEN · DIES	l-y	NONE	0	DIRECT_COMPONENT_STRING	PRODUCTIVE_COMPOSITION	1	f81v
PROC096	dsheol	SH+E+OL	HALTEN · KURZ · FORTSETZEN	sh-e-ol	d	1	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	1	f81v
PROC097	oiiin	O+IIN	GANG · STUFE	o-iin	i	1	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	2	f81v|f83r
PROC097	soiiin	O+IIN	GANG · STUFE	o-iin	si	2	ORDERED_COMPONENTS_PLUS_RENDERER	PRODUCTIVE_COMPOSITION	2	f81v|f83r
