clause_id	physical_page	register	start_event	end_event	events	formula_events	root_composition_events	end_reason	canonical_clause_reading_de	event_ids
P915-C011	f55v	HERBAL	P912-E0237	P912-E0258	22	5	17	LICENSED_DY_CLOSE	BEGINNEN · AUSFÜHREN · SOLLMASS ; ANSETZEN · KURZ · AUSFÜHREN · TEIL · DIES ; DIES · ZUGEBEN · LÄNGER · AUSWÄHLEN · ZUSATZ ; ANSETZEN · VOLL · DIES ; DAZU ; PORTION ; BEGINNEN · AUSFÜHREN · FORTSETZEN ; ZIEL ; DIESEN POSTEN UMSETZEN ; QUELLE WAEHLEN ; SOLLMASS ; FORTSETZEN ; VON DER ENTNAHMESTELLE ZUGEBEN ; INNEN ; AUS DER QUELLE ANSETZEN ; ENTNEHMEN · DURCHLASS · TEIL · DIES ; AUSZUG · DIES ; ZUGEBEN · LÄNGER · DIES · NEBENWEG · QUELLE ; ZIEL ; AUSFÜHREN · UMSETZEN · DIES ; EINE PORTION ANSETZEN ; AUSFÜHREN · SCHLIESSEN. TEILGANG GESCHLOSSEN.	P912-E0237|P912-E0238|P912-E0239|P912-E0240|P912-E0241|P912-E0242|P912-E0243|P912-E0244|P912-E0245|P912-E0246|P912-E0247|P912-E0248|P912-E0249|P912-E0250|P912-E0251|P912-E0252|P912-E0253|P912-E0254|P912-E0255|P912-E0256|P912-E0257|P912-E0258
P915-C012	f55v	HERBAL	P912-E0259	P912-E0263	5	1	4	LICENSED_DY_CLOSE	NACH SOLLMASS ANSETZEN ; ENTNEHMEN · SOLLMASS ; DIES · ZUGEBEN · PORTION ; DIES · ZUGEBEN · ZUSATZ ; AUSFÜHREN · SCHLIESSEN. TEILGANG GESCHLOSSEN.	P912-E0259|P912-E0260|P912-E0261|P912-E0262|P912-E0263
P915-C013	f55v	HERBAL	P912-E0264	P912-E0319	56	15	41	LICENSED_DY_CLOSE	SOLLMASS ; DIESEN POSTEN UMSETZEN ; EINSTELLEN · ZIEL · INNEN ; DIES · ZUGEBEN · SOLLMASS ; SOLLMASS ; DIES · ZUGEBEN · LAUF ; KURZ BEHANDELN ; TEIL · SOLLMASS · DIES ; ANSETZEN · UMSETZEN ; DIES · ZUGEBEN · PORTION ; HALTEN · KURZ · ANSETZEN · KURZ · DIES ; ANSATZ ; PORTION ; ENTNEHMEN ; ZUGEBEN · UMSETZEN · DIES ; EINSETZEN · ENTNEHMEN · ZIEL ; QUELLE ; ZIEL · TEIL · DIES ; ZWEIT · MARKIEREN · DIES ; EINSTELLEN · QUELLE ; DIESEN POSTEN UMSETZEN ; NACH SOLLMASS ANSETZEN ; AUS DER QUELLE ANSETZEN ; FORTSETZEN ; DANACH AUS DER QUELLE ; TEILSTOFF ; QUELLE ; EINSTELLEN · ZIEL · AUSFÜHREN · TEIL · DIES ; AUS DER QUELLE ANSETZEN ; DIES ; DIES · ZUGEBEN · ORT · ZUGEBEN · DIES ; DIESEN POSTEN ANSETZEN ; AN DER ZIELSTELLE ANSETZEN ; DIES ; ANSATZ ; ANSATZ ; SOLLMASS ; NACH SOLLMASS ANSETZEN ; DIES · ZUGEBEN · PORTION ; DANACH · ORT · ZUGEBEN · DIES ; AUSFÜHREN · SOLLMASS ; FORTSETZEN ; AUSWÄHLEN ; SOLLMASS ; NACH SOLLMASS ANSETZEN ; DIESEN POSTEN ANSETZEN ; DIES · EINSTELLEN · SOLLMASS ; DANACH AUS DER QUELLE ; DIES ; ZUGEBEN · ZIEL ; DIES · ZUGEBEN · QUELLE ; FORTSETZEN ; DIES · ZUGEBEN · SOLLMASS ; ENTNEHMEN · KURZ · AUSFÜHREN · QUELLE ; DIESEN POSTEN LÄNGER BEHANDELN ; DAMIT FORTFAHREN; ENDE. TEILGANG GESCHLOSSEN.	P912-E0264|P912-E0265|P912-E0266|P912-E0267|P912-E0268|P912-E0269|P912-E0270|P912-E0271|P912-E0272|P912-E0273|P912-E0274|P912-E0275|P912-E0276|P912-E0277|P912-E0278|P912-E0279|P912-E0280|P912-E0281|P912-E0282|P912-E0283|P912-E0284|P912-E0285|P912-E0286|P912-E0287|P912-E0288|P912-E0289|P912-E0290|P912-E0291|P912-E0292|P912-E0293|P912-E0294|P912-E0295|P912-E0296|P912-E0297|P912-E0298|P912-E0299|P912-E0300|P912-E0301|P912-E0302|P912-E0303|P912-E0304|P912-E0305|P912-E0306|P912-E0307|P912-E0308|P912-E0309|P912-E0310|P912-E0311|P912-E0312|P912-E0313|P912-E0314|P912-E0315|P912-E0316|P912-E0317|P912-E0318|P912-E0319
P915-C014	f55v	HERBAL	P912-E0320	P912-E0334	15	2	13	PAGE_END_OPEN	SOLLMASS ; AN DER ZIELSTELLE ANSETZEN ; FORTSETZEN · EINSTELLEN · DIES ; ANSATZ ; DIES ; ANSATZ · PORTION ; SOLLMASS ; QUELLE ; KURZ BEHANDELN ; FORTSETZEN · ZUGEBEN · LÄNGER · ENTNEHMEN · DIES ; AUSWÄHLEN · LEITEN ; QUELLE ; SOLLMASS ; SOLLMASS ; DANACH · INNEN. FORTSETZUNG OFFEN.	P912-E0320|P912-E0321|P912-E0322|P912-E0323|P912-E0324|P912-E0325|P912-E0326|P912-E0327|P912-E0328|P912-E0329|P912-E0330|P912-E0331|P912-E0332|P912-E0333|P912-E0334
P915-C015	f56r	HERBAL	P912-E0335	P912-E0340	6	1	5	LICENSED_DY_CLOSE	AUSFÜHREN ; ENTNEHMEN · ZIEL ; ENTNEHMEN · ENTNEHMEN · AUSWÄHLEN ; DIES ; DANACH DIESER POSTEN ; KURZ · AUSWÄHLEN · KURZ · SCHLIESSEN. TEILGANG GESCHLOSSEN.	P912-E0335|P912-E0336|P912-E0337|P912-E0338|P912-E0339|P912-E0340
P915-C016	f56r	HERBAL	P912-E0341	P912-E0385	45	13	32	LICENSED_DY_CLOSE	DIES ; DIES · ENTNEHMEN · AUSFÜHREN · UMLEITEN · DIES ; ENTNEHMEN · ANSATZ · ENTNEHMEN · DIES ; DIES ; ANSETZEN · ENTNEHMEN · KURZ · DIES ; FORTSETZEN ; MIT DIESEM POSTEN WEITER ; ZUGEBEN · ANSATZ · ENTNEHMEN · DIES ; ENTNEHMEN · DIES · ZUGEBEN · KURZ · DIES ; ENTNEHMEN · DANACH · DIES ; HALTEN · ANSETZEN · SOLLMASS ; MIT DIESEM POSTEN WEITER ; ANSETZEN UND WEITERFÜHREN ; DIES ; ZUGEBEN · LÄNGER · DIES ; LAENGER ANSETZEN ; LAENGER ANSETZEN ; ANSETZEN · AUSWÄHLEN · DIES ; DANACH ; VOM ANSATZ ENTNEHMEN ; VOM ANSATZ ENTNEHMEN ; ANSETZEN · ANSATZ ; BEHANDELN · ANSATZ ; DIES ; AUS DER QUELLE ANSETZEN ; DIESEN POSTEN UMSETZEN ; TEILSTOFF · ENTNEHMEN · ANSATZ ; TEILSTOFF ; TEILSTOFF · ZIEL · DIES ; SOLLMASS ; DIES · ZUGEBEN · ENTNEHMEN · AUSFÜHREN ; DIES ; ENTNEHMEN · KURZ · DIES ; ZUGEBEN · LÄNGER · DIES ; SOLLMASS ; DIES ; HALTEN · AUSFÜHREN ; WEITER ZUGEBEN ; DANACH TEIL FÜR DEN ANSATZ ENTNEHMEN ; DIESEN POSTEN ANSETZEN ; ZIEL ; WIEDER ; TEILSTOFF · DIES ; DIESEN POSTEN ANSETZEN ; ENTNEHMEN · LÄNGER · DURCHLASS · AUSFÜHREN · SCHLIESSEN. TEILGANG GESCHLOSSEN.	P912-E0341|P912-E0342|P912-E0343|P912-E0344|P912-E0345|P912-E0346|P912-E0347|P912-E0348|P912-E0349|P912-E0350|P912-E0351|P912-E0352|P912-E0353|P912-E0354|P912-E0355|P912-E0356|P912-E0357|P912-E0358|P912-E0359|P912-E0360|P912-E0361|P912-E0362|P912-E0363|P912-E0364|P912-E0365|P912-E0366|P912-E0367|P912-E0368|P912-E0369|P912-E0370|P912-E0371|P912-E0372|P912-E0373|P912-E0374|P912-E0375|P912-E0376|P912-E0377|P912-E0378|P912-E0379|P912-E0380|P912-E0381|P912-E0382|P912-E0383|P912-E0384|P912-E0385
P915-C017	f56r	HERBAL	P912-E0386	P912-E0439	54	12	42	PAGE_END_OPEN	EINSTELLEN · ANSETZEN · DIES ; WEITER ZUGEBEN ; WEITER HALTEN ; ENTNEHMEN · DANACH · ENTNEHMEN · KURZ · DIES ; EINSTELLEN · FORTSETZEN ; DIES · EINSTELLEN ; VOM ANSATZ ENTNEHMEN ; DANACH · ENTNEHMEN · DIES ; ANSETZEN ; DIES ; EINSTELLEN ; DIES ; MARKIEREN ; NACH SOLLMASS ANSETZEN ; DIES ; ZUGEBEN · ENTNEHMEN · LÄNGER · DIES ; SOLLMASS ; BEREIT · FORTSETZEN ; TEIL BEARBEITEN UND VARIANTE WÄHLEN ; ANSETZEN · ANSATZ ; HALTEN ; TEILSTOFF ; ZUGEBEN · ENTNEHMEN · KURZ · DIES ; ANSETZEN · ANSETZEN · ENTNEHMEN · DIES ; DIESEN POSTEN ANSETZEN ; ANSETZEN · AUSZUG ; ZUGEBEN · ENTNEHMEN · ZIEL ; AUSWÄHLEN ; FORTSETZEN ; ENTNEHMEN · DANACH · FORTSETZEN ; DANACH DIESER POSTEN ; EINSTELLEN · ENTNEHMEN · AUSFÜHREN ; EINSTELLEN · FORTSETZEN ; FORTSETZEN ; BIS BEREIT FUEHREN ; DANACH DIESER POSTEN ; DEN BEZEICHNETEN TEIL BEARBEITEN ; BEREIT · AUSFÜHREN ; MARKIEREN ; DIES ; ZUGEBEN · ENTNEHMEN · QUELLE · EINMAL ; LAENGER ANSETZEN ; ANSETZEN · ENTNEHMEN · LÄNGER · DIES ; AUSWÄHLEN · ENTNEHMEN · KURZ · DIES ; TEIL ; SOLLMASS ; DIES ; HALTEN · AUSFÜHREN ; ANSETZEN · ENTNEHMEN · DIES ; ZUGEBEN · ENTNEHMEN · AUSFÜHREN · QUELLE ; AUSWÄHLEN · DANACH · AUSFÜHREN · TEIL · ZUSATZ ; DANACH DIESER POSTEN ; ZUGEBEN · KURZ · FORTSETZEN ; SOLLMASS. FORTSETZUNG OFFEN.	P912-E0386|P912-E0387|P912-E0388|P912-E0389|P912-E0390|P912-E0391|P912-E0392|P912-E0393|P912-E0394|P912-E0395|P912-E0396|P912-E0397|P912-E0398|P912-E0399|P912-E0400|P912-E0401|P912-E0402|P912-E0403|P912-E0404|P912-E0405|P912-E0406|P912-E0407|P912-E0408|P912-E0409|P912-E0410|P912-E0411|P912-E0412|P912-E0413|P912-E0414|P912-E0415|P912-E0416|P912-E0417|P912-E0418|P912-E0419|P912-E0420|P912-E0421|P912-E0422|P912-E0423|P912-E0424|P912-E0425|P912-E0426|P912-E0427|P912-E0428|P912-E0429|P912-E0430|P912-E0431|P912-E0432|P912-E0433|P912-E0434|P912-E0435|P912-E0436|P912-E0437|P912-E0438|P912-E0439
P915-C018	f75r	BIOLOGICAL	P912-E0440	P912-E0446	7	5	2	LICENSED_DY_CLOSE	ZUGEBEN · UMSETZEN · DIES · ZUGEBEN · QUELLE · DIES ; LAENGER ANSETZEN ; AUS DER QUELLE ANSETZEN ; DIES · ZUGEBEN ; DIESEN POSTEN UMSETZEN ; DANACH AUS DER QUELLE ; ABSETZEN; ENDE. TEILGANG GESCHLOSSEN.	P912-E0440|P912-E0441|P912-E0442|P912-E0443|P912-E0444|P912-E0445|P912-E0446
P915-C019	f75r	BIOLOGICAL	P912-E0447	P912-E0451	5	2	3	LICENSED_DY_CLOSE	PORTION ; KURZ HALTEN ; LEITEN · DIES ; AUSWÄHLEN · HALTEN · KURZ · FORTSETZEN ; DAMIT FORTFAHREN; ENDE. TEILGANG GESCHLOSSEN.	P912-E0447|P912-E0448|P912-E0449|P912-E0450|P912-E0451
P915-C020	f75r	BIOLOGICAL	P912-E0452	P912-E0453	2	0	2	LICENSED_DY_CLOSE	UMSETZEN · DIES · ZUGEBEN · QUELLE ; BEHANDELN · LÄNGER · SCHLIESSEN. TEILGANG GESCHLOSSEN.	P912-E0452|P912-E0453
P915-C021	f75r	BIOLOGICAL	P912-E0454	P912-E0473	20	5	15	LICENSED_DY_CLOSE	MARKIEREN · ANSATZ ; EINE PORTION ANSETZEN ; ENTNEHMEN · ZIEL ; ANSATZ · DIES ; KURZ · DIES ; ZUGEBEN · PORTION ; HALTEN · LÄNGER · ZUGEBEN · DIES ; LEITEN · EINSTELLEN · PORTION ; AUFFANGEN · QUELLE ; ANSATZ ; ZWEIT · DURCHLASS · DIES ; LEITEN · ZUGEBEN · INNEN · AUSFÜHREN ; DIESEN POSTEN LÄNGER ZUGEBEN ; LEITEN · HALTEN · KURZ · DIES ; ZUGEBEN · ZIEL ; DIES ; KURZ HALTEN ; ANSETZEN ; KURZ HALTEN ; LAENGER ANSETZEN; ENDE. TEILGANG GESCHLOSSEN.	P912-E0454|P912-E0455|P912-E0456|P912-E0457|P912-E0458|P912-E0459|P912-E0460|P912-E0461|P912-E0462|P912-E0463|P912-E0464|P912-E0465|P912-E0466|P912-E0467|P912-E0468|P912-E0469|P912-E0470|P912-E0471|P912-E0472|P912-E0473
P915-C022	f75r	BIOLOGICAL	P912-E0474	P912-E0481	8	2	6	LICENSED_DY_CLOSE	KURZ HALTEN ; VON DER ENTNAHMESTELLE ZUGEBEN ; DIES ; DURCHLASS · KURZ · DIES ; MARKIEREN ; PORTION ; FORTSETZEN ; FORTSETZEN · HALTEN · LÄNGER · SCHLIESSEN. TEILGANG GESCHLOSSEN.	P912-E0474|P912-E0475|P912-E0476|P912-E0477|P912-E0478|P912-E0479|P912-E0480|P912-E0481
P915-C023	f75r	BIOLOGICAL	P912-E0482	P912-E0490	9	6	3	LICENSED_DY_CLOSE	LAENGER ANSETZEN ; DIESEN POSTEN ANSETZEN ; EINSETZEN · DIES · ZUGEBEN · LÄNGER · ANSATZ ; AUFFANGEN · DIES ; AUS DEM BEZEICHNETEN TEIL ; KURZ ANSETZEN ; EINE PORTION ANSETZEN ; ENTNEHMEN · BEREIT · DIES ; LAENGER ANSETZEN; ENDE. TEILGANG GESCHLOSSEN.	P912-E0482|P912-E0483|P912-E0484|P912-E0485|P912-E0486|P912-E0487|P912-E0488|P912-E0489|P912-E0490
P915-C024	f75r	BIOLOGICAL	P912-E0491	P912-E0492	2	2	0	LICENSED_DY_CLOSE	DIESEN POSTEN ANSETZEN ; EINSETZEN, UMSETZEN; ENDE. TEILGANG GESCHLOSSEN.	P912-E0491|P912-E0492
