event_id	page	record	statement_id	surface	card_no	clause_type	role_based_reading_de	silent_owner_de	component_values_unchanged
E029	f10r	H2	H2-S002	chol	PROC013	SEQUENCE_OR_CONTINUATION	fortsetzen	abgebildete breit gezähnte radialblütige Pflanze	YES
E030	f10r	H2	H2-S002	daiin	PROC009	ARGUMENT_OR_ADDRESS	vorgeschriebenes Maß	abgebildete breit gezähnte radialblütige Pflanze	YES
E031	f10r	H2	H2-S002	dar	PROC003	ARGUMENT_OR_ADDRESS	von dort	abgebildete breit gezähnte radialblütige Pflanze	YES
E032	f10r	H2	H2-S003	oykchor	PROC023	ACTION_CLAUSE	diesen Posten zuführen	abgebildete breit gezähnte radialblütige Pflanze	YES
E033	f10r	H2	H2-S003	shor	PROC016	ARGUMENT_OR_ADDRESS	Ansatz	abgebildete breit gezähnte radialblütige Pflanze	YES
E034	f10r	H2	H2-S003	chor	PROC016	ARGUMENT_OR_ADDRESS	Ansatz	abgebildete breit gezähnte radialblütige Pflanze	YES
E035	f10r	H2	H2-S003	chy	PROC019	ARGUMENT_OR_ADDRESS	dieser Posten	abgebildete breit gezähnte radialblütige Pflanze	YES
E036	f10r	H2	H2-S003	kaiiin	PROC024	ACTION_CLAUSE	den laufenden Posten zuführen bis Sollstufe	abgebildete breit gezähnte radialblütige Pflanze	YES
E037	f10r	H2	H2-S003	dy	PROC019	ARGUMENT_OR_ADDRESS	dieser Posten	abgebildete breit gezähnte radialblütige Pflanze	YES
E038	f10r	H2	H2-S003	chodaiin	PROC025	ACTION_CLAUSE	den Arbeitsgang nach vorgeschriebenes Maß abziehen	abgebildete breit gezähnte radialblütige Pflanze	YES
E039	f11r	H3	H3-S001	tshol	PROC026	ACTION_CLAUSE	fortsetzen den laufenden Posten eintragen und halten	abgebildete dicht blau blühende Kronenpflanze	YES
E040	f11r	H3	H3-S001	schoal	PROC027	ACTION_CLAUSE	den Arbeitsgang an bezeichnete Stelle halten	abgebildete dicht blau blühende Kronenpflanze	YES
E041	f11r	H3	H3-S001	cfhy	PROC028	ACTION_CLAUSE	diesen Posten auswringen	abgebildete dicht blau blühende Kronenpflanze	YES
E042	f11r	H3	H3-S001	shfydaiin	PROC029	ACTION_CLAUSE	diesen Posten nach vorgeschriebenes Maß halten	abgebildete dicht blau blühende Kronenpflanze	YES
E043	f11r	H3	H3-S001	cphy	PROC030	ACTION_CLAUSE	diesen Posten hineingeben	abgebildete dicht blau blühende Kronenpflanze	YES
E044	f11r	H3	H3-S001	shey	PROC031	ACTION_CLAUSE	diesen Posten länger halten	abgebildete dicht blau blühende Kronenpflanze	YES
E045	f11r	H3	H3-S001	tchody	PROC032	ACTION_CLAUSE	den Arbeitsgang eintragen und abziehen; Schritt schließen	abgebildete dicht blau blühende Kronenpflanze	YES
E046	f11r	H3	H3-S002	shoyty	PROC033	ACTION_CLAUSE	diesen Posten halten und eintragen	abgebildete dicht blau blühende Kronenpflanze	YES
E047	f11r	H3	H3-S003	dchol	PROC034	SEQUENCE_OR_CONTINUATION	fortsetzen	abgebildete dicht blau blühende Kronenpflanze	YES
E048	f11r	H3	H3-S003	chy	PROC019	ARGUMENT_OR_ADDRESS	dieser Posten	abgebildete dicht blau blühende Kronenpflanze	YES
E049	f11r	H3	H3-S003	kchy	PROC035	ACTION_CLAUSE	diesen Posten zuführen	abgebildete dicht blau blühende Kronenpflanze	YES
E050	f11r	H3	H3-S003	dy	PROC019	ARGUMENT_OR_ADDRESS	dieser Posten	abgebildete dicht blau blühende Kronenpflanze	YES
E051	f11r	H3	H3-S003	daiin	PROC009	ARGUMENT_OR_ADDRESS	vorgeschriebenes Maß	abgebildete dicht blau blühende Kronenpflanze	YES
E052	f11r	H3	H3-S004	qotchy	PROC036	SEQUENCE_OR_CONTINUATION	danach · dieser Posten	abgebildete dicht blau blühende Kronenpflanze	YES
E053	f11r	H3	H3-S004	okchol	PROC037	ACTION_CLAUSE	fortsetzen den laufenden Posten ansetzen	abgebildete dicht blau blühende Kronenpflanze	YES
E054	f11r	H3	H3-S004	cthy	PROC014	STATE_OR_GRADE_PHRASE	bereit · dieser Posten	abgebildete dicht blau blühende Kronenpflanze	YES
E055	f11r	H3	H3-S004	dy	PROC019	ARGUMENT_OR_ADDRESS	dieser Posten	abgebildete dicht blau blühende Kronenpflanze	YES
E056	f55v	H4	H4-S001	qokaiin	PROC038	ACTION_CLAUSE	den laufenden Posten nach vorgeschriebenes Maß ansetzen	abgebildete breitblättrige rispige Pflanze	YES
E057	f55v	H4	H4-S001	chaiin	PROC009	ARGUMENT_OR_ADDRESS	vorgeschriebenes Maß	abgebildete breitblättrige rispige Pflanze	YES
E058	f55v	H4	H4-S001	ykain	PROC039	ACTION_CLAUSE	diesen Posten nach Portion zuführen	abgebildete breitblättrige rispige Pflanze	YES
E059	f55v	H4	H4-S001	ykan	PROC040	ACTION_CLAUSE	diesen Posten nach Portion zuführen	abgebildete breitblättrige rispige Pflanze	YES
E060	f55v	H4	H4-S001	ody	PROC041	CLOSE_WITHOUT_ACTION	Arbeitsgang; Schritt schließen	abgebildete breitblättrige rispige Pflanze	YES
E061	f55v	H4	H4-S002	daiin	PROC009	ARGUMENT_OR_ADDRESS	vorgeschriebenes Maß	abgebildete breitblättrige rispige Pflanze	YES
E062	f55v	H4	H4-S002	chedy	PROC042	ACTION_CLAUSE	diesen Posten umsetzen	abgebildete breitblättrige rispige Pflanze	YES
E063	f55v	H4	H4-S002	talam	PROC043	ACTION_CLAUSE	den laufenden Posten verwahren	abgebildete breitblättrige rispige Pflanze	YES
E064	f55v	H4	H4-S003	ykaiin	PROC044	ACTION_CLAUSE	diesen Posten nach vorgeschriebenes Maß zuführen	abgebildete breitblättrige rispige Pflanze	YES
E065	f55v	H4	H4-S003	cheoar	PROC045	ACTION_CLAUSE	den Arbeitsgang von dort kurz abziehen	abgebildete breitblättrige rispige Pflanze	YES
E066	f55v	H4	H4-S003	cheeky	PROC046	ACTION_CLAUSE	diesen Posten länger wärmen	abgebildete breitblättrige rispige Pflanze	YES
E067	f55v	H4	H4-S003	oldy	PROC047	CLOSE_WITHOUT_ACTION	fortsetzen; Schritt schließen	abgebildete breitblättrige rispige Pflanze	YES
E068	f55v	H4	H4-S004	aiin	PROC009	ARGUMENT_OR_ADDRESS	vorgeschriebenes Maß	abgebildete breitblättrige rispige Pflanze	YES
E069	f55v	H4	H4-S004	okal	PROC048	ACTION_CLAUSE	den laufenden Posten an bezeichnete Stelle ansetzen	abgebildete breitblättrige rispige Pflanze	YES
E070	f55v	H4	H4-S004	oltchy	PROC049	ACTION_CLAUSE	fortsetzen diesen Posten eintragen	abgebildete breitblättrige rispige Pflanze	YES
E071	f55v	H4	H4-S004	or	PROC016	ARGUMENT_OR_ADDRESS	Ansatz	abgebildete breitblättrige rispige Pflanze	YES
E072	f55v	H4	H4-S004	y	PROC019	ARGUMENT_OR_ADDRESS	dieser Posten	abgebildete breitblättrige rispige Pflanze	YES
E073	f55v	H4	H4-S004	orain	PROC050	ARGUMENT_OR_ADDRESS	Ansatz · Portion	abgebildete breitblättrige rispige Pflanze	YES
E074	f56r	H5	H5-S001	chochor	PROC051	ACTION_CLAUSE	den Gabe und Ansatz abziehen	abgebildete mehrköpfige stachelige Pflanze	YES
E075	f56r	H5	H5-S001	cho	PROC052	ARGUMENT_OR_ADDRESS	Gabe	abgebildete mehrköpfige stachelige Pflanze	YES
E076	f56r	H5	H5-S001	chodaly	PROC053	ARGUMENT_OR_ADDRESS	Gabe · bezeichnete Stelle · dieser Posten	abgebildete mehrköpfige stachelige Pflanze	YES
E077	f56r	H5	H5-S001	daiin	PROC009	ARGUMENT_OR_ADDRESS	vorgeschriebenes Maß	abgebildete mehrköpfige stachelige Pflanze	YES
E078	f56r	H5	H5-S001	sho	PROC052	ARGUMENT_OR_ADDRESS	Gabe	abgebildete mehrköpfige stachelige Pflanze	YES
E079	f56r	H5	H5-S001	kchol	PROC054	ACTION_CLAUSE	fortsetzen den laufenden Posten zuführen	abgebildete mehrköpfige stachelige Pflanze	YES
E080	f56r	H5	H5-S001	otchor	PROC020	ACTION_CLAUSE	danach den Ansatz abziehen	abgebildete mehrköpfige stachelige Pflanze	YES
E081	f56r	H5	H5-S001	choky	PROC008	ACTION_CLAUSE	diesen Posten ansetzen	abgebildete mehrköpfige stachelige Pflanze	YES
E082	f56r	H5	H5-S001	dal	PROC055	ARGUMENT_OR_ADDRESS	bezeichnete Stelle	abgebildete mehrköpfige stachelige Pflanze	YES
E083	f56r	H5	H5-S002	schol	PROC034	SEQUENCE_OR_CONTINUATION	fortsetzen	abgebildete mehrköpfige stachelige Pflanze	YES
E084	f56r	H5	H5-S002	choy	PROC056	ARGUMENT_OR_ADDRESS	Gabe · dieser Posten	abgebildete mehrköpfige stachelige Pflanze	YES
E085	f56r	H5	H5-S002	choky	PROC008	ACTION_CLAUSE	diesen Posten ansetzen	abgebildete mehrköpfige stachelige Pflanze	YES
E086	f56r	H5	H5-S002	cheeckhody	PROC057	ACTION_CLAUSE	den Arbeitsgang durch Durchlass länger abziehen; Schritt schließen	abgebildete mehrköpfige stachelige Pflanze	YES
E087	f56r	H5	H5-S003	sh	PROC058	ACTION_CLAUSE	den laufenden Posten halten	abgebildete mehrköpfige stachelige Pflanze	YES
E088	f56r	H5	H5-S003	cho	PROC052	ARGUMENT_OR_ADDRESS	Gabe	abgebildete mehrköpfige stachelige Pflanze	YES
E089	f56r	H5	H5-S003	kchey	PROC059	ACTION_CLAUSE	diesen Posten kurz zuführen	abgebildete mehrköpfige stachelige Pflanze	YES
E090	f56r	H5	H5-S003	qokokchy	PROC060	ACTION_CLAUSE	diesen Posten ansetzen und ansetzen	abgebildete mehrköpfige stachelige Pflanze	YES
E091	f56r	H5	H5-S004	okchy	PROC011	ACTION_CLAUSE	diesen Posten ansetzen	abgebildete mehrköpfige stachelige Pflanze	YES
E092	f56r	H5	H5-S004	chokcheo	PROC061	ACTION_CLAUSE	den Arbeitsgang kurz ansetzen und abziehen	abgebildete mehrköpfige stachelige Pflanze	YES
E093	f56r	H5	H5-S004	kchal	PROC062	ACTION_CLAUSE	den laufenden Posten an bezeichnete Stelle zuführen	abgebildete mehrköpfige stachelige Pflanze	YES
E094	f56r	H5	H5-S005	sho	PROC052	ARGUMENT_OR_ADDRESS	Gabe	abgebildete mehrköpfige stachelige Pflanze	YES
E095	f56r	H5	H5-S005	chokchy	PROC011	ACTION_CLAUSE	diesen Posten ansetzen	abgebildete mehrköpfige stachelige Pflanze	YES
E096	f56r	H5	H5-S005	kchoar	PROC063	ACTION_CLAUSE	den Gabe von dort zuführen	abgebildete mehrköpfige stachelige Pflanze	YES
E097	f56r	H5	H5-S005	sotodan	PROC064	SEQUENCE_OR_CONTINUATION	danach · Arbeitsgang · Portion	abgebildete mehrköpfige stachelige Pflanze	YES
E098	f56r	H5	H5-S006	otchey	PROC065	SEQUENCE_OR_CONTINUATION	danach · dieser Posten	abgebildete mehrköpfige stachelige Pflanze	YES
E099	f56r	H5	H5-S006	keol	PROC066	ACTION_CLAUSE	fortsetzen den laufenden Posten kurz zuführen	abgebildete mehrköpfige stachelige Pflanze	YES
E100	f56r	H5	H5-S006	daiin	PROC009	ARGUMENT_OR_ADDRESS	vorgeschriebenes Maß	abgebildete mehrköpfige stachelige Pflanze	YES
E101	f81v	B1	B1-S001	qokedy	PROC067	ACTION_CLAUSE	den laufenden Posten kurz ansetzen; Schritt schließen	gemeinsame zweireihige Figuren-/Beckenstation	YES
E102	f81v	B1	B1-S002	okaiin	PROC038	ACTION_CLAUSE	den laufenden Posten nach vorgeschriebenes Maß ansetzen	gemeinsame zweireihige Figuren-/Beckenstation	YES
E103	f81v	B1	B1-S002	kair	PROC068	ACTION_CLAUSE	den laufenden Posten durch laufender Bestand zuführen	gemeinsame zweireihige Figuren-/Beckenstation	YES
E104	f81v	B1	B1-S002	okal	PROC048	ACTION_CLAUSE	den laufenden Posten an bezeichnete Stelle ansetzen	gemeinsame zweireihige Figuren-/Beckenstation	YES
E105	f81v	B1	B1-S002	sar	PROC003	ARGUMENT_OR_ADDRESS	von dort	gemeinsame zweireihige Figuren-/Beckenstation	YES
E106	f81v	B1	B1-S002	ol	PROC013	SEQUENCE_OR_CONTINUATION	fortsetzen	gemeinsame zweireihige Figuren-/Beckenstation	YES
E107	f81v	B1	B1-S002	kain	PROC069	ACTION_CLAUSE	den laufenden Posten nach Portion zuführen	gemeinsame zweireihige Figuren-/Beckenstation	YES
E108	f81v	B1	B1-S002	olkain	PROC070	ACTION_CLAUSE	fortsetzen den laufenden Posten nach Portion zuführen	gemeinsame zweireihige Figuren-/Beckenstation	YES
E109	f81v	B1	B1-S002	al	PROC055	ARGUMENT_OR_ADDRESS	bezeichnete Stelle	gemeinsame zweireihige Figuren-/Beckenstation	YES
E110	f81v	B1	B1-S002	ol	PROC013	SEQUENCE_OR_CONTINUATION	fortsetzen	gemeinsame zweireihige Figuren-/Beckenstation	YES
E111	f81v	B1	B1-S002	rol	PROC071	ACTION_CLAUSE	fortsetzen den laufenden Posten abkühlen	gemeinsame zweireihige Figuren-/Beckenstation	YES
E112	f81v	B1	B1-S002	dl	PROC072	ACTION_CLAUSE	den laufenden Posten führen	gemeinsame zweireihige Figuren-/Beckenstation	YES
E113	f81v	B1	B1-S002	olor	PROC022	SEQUENCE_OR_CONTINUATION	fortsetzen · Ansatz	gemeinsame zweireihige Figuren-/Beckenstation	YES
E114	f81v	B1	B1-S002	ol	PROC013	SEQUENCE_OR_CONTINUATION	fortsetzen	gemeinsame zweireihige Figuren-/Beckenstation	YES
E115	f81v	B1	B1-S002	sheckhal	PROC073	ACTION_CLAUSE	den laufenden Posten an bezeichnete Stelle durch Durchlass kurz halten	gemeinsame zweireihige Figuren-/Beckenstation	YES
E116	f81v	B1	B1-S002	daiin	PROC009	ARGUMENT_OR_ADDRESS	vorgeschriebenes Maß	gemeinsame zweireihige Figuren-/Beckenstation	YES
E117	f81v	B1	B1-S002	qokeedal	PROC074	ACTION_CLAUSE	den laufenden Posten an bezeichnete Stelle länger ansetzen	gemeinsame zweireihige Figuren-/Beckenstation	YES
E118	f81v	B1	B1-S002	daiin	PROC009	ARGUMENT_OR_ADDRESS	vorgeschriebenes Maß	gemeinsame zweireihige Figuren-/Beckenstation	YES
E119	f81v	B1	B1-S002	chckhy	PROC075	ARGUMENT_OR_ADDRESS	Durchlass · dieser Posten	gemeinsame zweireihige Figuren-/Beckenstation	YES
E120	f81v	B1	B1-S002	schedy	PROC076	ACTION_CLAUSE	den laufenden Posten umsetzen; Schritt schließen	gemeinsame zweireihige Figuren-/Beckenstation	YES
E121	f81v	B1	B1-S003	qol	PROC013	SEQUENCE_OR_CONTINUATION	fortsetzen	gemeinsame zweireihige Figuren-/Beckenstation	YES
E122	f81v	B1	B1-S003	sshkchdy	PROC077	ACTION_CLAUSE	den laufenden Posten halten und zuführen und umsetzen; Schritt schließen	gemeinsame zweireihige Figuren-/Beckenstation	YES
E123	f81v	B1	B1-S004	chedy	PROC042	ACTION_CLAUSE	diesen Posten umsetzen	gemeinsame zweireihige Figuren-/Beckenstation	YES
E124	f81v	B1	B1-S004	ol	PROC013	SEQUENCE_OR_CONTINUATION	fortsetzen	gemeinsame zweireihige Figuren-/Beckenstation	YES
E125	f81v	B1	B1-S004	shedy	PROC078	ACTION_CLAUSE	den laufenden Posten absetzen; Schritt schließen	gemeinsame zweireihige Figuren-/Beckenstation	YES
E126	f81v	B1	B1-S005	qolchedy	PROC079	ACTION_CLAUSE	fortsetzen den laufenden Posten umsetzen; Schritt schließen	gemeinsame zweireihige Figuren-/Beckenstation	YES
E127	f81v	B1	B1-S006	qokain	PROC080	ACTION_CLAUSE	den laufenden Posten nach Portion ansetzen	gemeinsame zweireihige Figuren-/Beckenstation	YES
E128	f81v	B1	B1-S006	shckhy	PROC075	ARGUMENT_OR_ADDRESS	Durchlass · dieser Posten	gemeinsame zweireihige Figuren-/Beckenstation	YES
E129	f81v	B1	B1-S006	dl	PROC072	ACTION_CLAUSE	den laufenden Posten führen	gemeinsame zweireihige Figuren-/Beckenstation	YES
E130	f81v	B1	B1-S006	ral	PROC081	ACTION_CLAUSE	den laufenden Posten an bezeichnete Stelle abkühlen	gemeinsame zweireihige Figuren-/Beckenstation	YES
E131	f81v	B1	B1-S007	qokchdy	PROC082	ACTION_CLAUSE	den laufenden Posten ansetzen und umsetzen; Schritt schließen	gemeinsame zweireihige Figuren-/Beckenstation	YES
E132	f81v	B1	B1-S008	chey	PROC019	ARGUMENT_OR_ADDRESS	dieser Posten	gemeinsame zweireihige Figuren-/Beckenstation	YES
E133	f81v	B1	B1-S008	ol	PROC013	SEQUENCE_OR_CONTINUATION	fortsetzen	gemeinsame zweireihige Figuren-/Beckenstation	YES
E134	f81v	B1	B1-S008	cheky	PROC083	ACTION_CLAUSE	diesen Posten kurz wärmen	gemeinsame zweireihige Figuren-/Beckenstation	YES
E135	f81v	B1	B1-S008	ol	PROC013	SEQUENCE_OR_CONTINUATION	fortsetzen	gemeinsame zweireihige Figuren-/Beckenstation	YES
E136	f81v	B1	B1-S008	shedy	PROC078	ACTION_CLAUSE	den laufenden Posten absetzen; Schritt schließen	gemeinsame zweireihige Figuren-/Beckenstation	YES
E137	f81v	B1	B1-S009	qokedy	PROC067	ACTION_CLAUSE	den laufenden Posten kurz ansetzen; Schritt schließen	gemeinsame zweireihige Figuren-/Beckenstation	YES
E138	f81v	B1	B1-S010	qokedy	PROC067	ACTION_CLAUSE	den laufenden Posten kurz ansetzen; Schritt schließen	gemeinsame zweireihige Figuren-/Beckenstation	YES
E139	f81v	B1	B1-S011	chckhy	PROC075	ARGUMENT_OR_ADDRESS	Durchlass · dieser Posten	gemeinsame zweireihige Figuren-/Beckenstation	YES
E140	f81v	B1	B1-S011	qoky	PROC008	ACTION_CLAUSE	diesen Posten ansetzen	gemeinsame zweireihige Figuren-/Beckenstation	YES
E141	f81v	B1	B1-S012	lsho	PROC084	ACTION_CLAUSE	den Arbeitsgang waschen	gemeinsame zweireihige Figuren-/Beckenstation	YES
E142	f81v	B1	B1-S012	qokey	PROC085	ACTION_CLAUSE	diesen Posten kurz ansetzen	gemeinsame zweireihige Figuren-/Beckenstation	YES
E143	f81v	B1	B1-S012	lshedy	PROC086	ACTION_CLAUSE	den laufenden Posten kurz waschen; Schritt schließen	gemeinsame zweireihige Figuren-/Beckenstation	YES
E144	f81v	B1	B1-S013	lshedy	PROC086	ACTION_CLAUSE	den laufenden Posten kurz waschen; Schritt schließen	gemeinsame zweireihige Figuren-/Beckenstation	YES
E145	f81v	B1	B1-S014	chedy	PROC042	ACTION_CLAUSE	diesen Posten umsetzen	gemeinsame zweireihige Figuren-/Beckenstation	YES
E146	f81v	B1	B1-S014	qolky	PROC087	ACTION_CLAUSE	diesen Posten auffangen	gemeinsame zweireihige Figuren-/Beckenstation	YES
E147	f81v	B1	B1-S014	lchedal	PROC088	ACTION_CLAUSE	den laufenden Posten an bezeichnete Stelle führen und umsetzen	gemeinsame zweireihige Figuren-/Beckenstation	YES
E148	f81v	B1	B1-S014	qol	PROC013	SEQUENCE_OR_CONTINUATION	fortsetzen	gemeinsame zweireihige Figuren-/Beckenstation	YES
E149	f81v	B1	B1-S014	otar	PROC089	SEQUENCE_OR_CONTINUATION	danach · von dort	gemeinsame zweireihige Figuren-/Beckenstation	YES
E150	f81v	B1	B1-S015	ytey	PROC090	ACTION_CLAUSE	diesen Posten kurz eintragen	gemeinsame zweireihige Figuren-/Beckenstation	YES
E151	f81v	B1	B1-S015	okchedy	PROC091	ACTION_CLAUSE	den laufenden Posten ansetzen und umsetzen; Schritt schließen	gemeinsame zweireihige Figuren-/Beckenstation	YES
E152	f81v	B1	B1-S016	qokal	PROC048	ACTION_CLAUSE	den laufenden Posten an bezeichnete Stelle ansetzen	gemeinsame zweireihige Figuren-/Beckenstation	YES
E153	f81v	B1	B1-S016	okeey	PROC092	ACTION_CLAUSE	diesen Posten länger ansetzen	gemeinsame zweireihige Figuren-/Beckenstation	YES
E154	f81v	B1	B1-S016	qol	PROC013	SEQUENCE_OR_CONTINUATION	fortsetzen	gemeinsame zweireihige Figuren-/Beckenstation	YES
E155	f81v	B1	B1-S016	cheedy	PROC078	ACTION_CLAUSE	den laufenden Posten absetzen; Schritt schließen	gemeinsame zweireihige Figuren-/Beckenstation	YES
E156	f81v	B1	B1-S017	sal	PROC055	ARGUMENT_OR_ADDRESS	bezeichnete Stelle	gemeinsame zweireihige Figuren-/Beckenstation	YES
E157	f81v	B1	B1-S017	teol	PROC093	STATE_OR_GRADE_PHRASE	kurz · fortsetzen	gemeinsame zweireihige Figuren-/Beckenstation	YES
E158	f81v	B1	B1-S017	dchdy	PROC094	ACTION_CLAUSE	den laufenden Posten umsetzen; Schritt schließen	gemeinsame zweireihige Figuren-/Beckenstation	YES
E159	f81v	B1	B1-S018	ly	PROC095	ACTION_CLAUSE	diesen Posten führen	gemeinsame zweireihige Figuren-/Beckenstation	YES
E160	f81v	B1	B1-S018	dsheol	PROC096	ACTION_CLAUSE	fortsetzen den laufenden Posten kurz halten	gemeinsame zweireihige Figuren-/Beckenstation	YES
E161	f81v	B1	B1-S018	oiiin	PROC097	STATE_OR_GRADE_PHRASE	Arbeitsgang · Sollstufe	gemeinsame zweireihige Figuren-/Beckenstation	YES
E162	f81v	B1	B1-S018	olkeedy	PROC098	ACTION_CLAUSE	den laufenden Posten länger auffangen; Schritt schließen	gemeinsame zweireihige Figuren-/Beckenstation	YES
E163	f81v	B1	B1-S019	tedy	PROC078	ACTION_CLAUSE	den laufenden Posten absetzen; Schritt schließen	gemeinsame zweireihige Figuren-/Beckenstation	YES
E164	f81v	B1	B1-S020	cheky	PROC083	ACTION_CLAUSE	diesen Posten kurz wärmen	gemeinsame zweireihige Figuren-/Beckenstation	YES
E165	f81v	B1	B1-S020	shckhedy	PROC099	ACTION_CLAUSE	den laufenden Posten durch Durchlass kurz halten; Schritt schließen	gemeinsame zweireihige Figuren-/Beckenstation	YES
E166	f81v	B1	B1-S021	chal	PROC055	ARGUMENT_OR_ADDRESS	bezeichnete Stelle	gemeinsame zweireihige Figuren-/Beckenstation	YES
E167	f82r	B2	B2-S001	dchedy	PROC076	ACTION_CLAUSE	den laufenden Posten umsetzen; Schritt schließen	oberes Beckenpaar mit Zylinder	YES
E168	f82r	B2	B2-S002	qolchedy	PROC079	ACTION_CLAUSE	fortsetzen den laufenden Posten umsetzen; Schritt schließen	oberes Beckenpaar mit Zylinder	YES
E169	f82r	B2	B2-S003	qokain	PROC080	ACTION_CLAUSE	den laufenden Posten nach Portion ansetzen	oberes Beckenpaar mit Zylinder	YES
E170	f82r	B2	B2-S003	dy	PROC019	ARGUMENT_OR_ADDRESS	dieser Posten	oberes Beckenpaar mit Zylinder	YES
E171	f82r	B2	B2-S003	qokeedy	PROC100	ACTION_CLAUSE	den laufenden Posten länger ansetzen; Schritt schließen	oberes Beckenpaar mit Zylinder	YES
E172	f82r	B2	B2-S004	qokal	PROC048	ACTION_CLAUSE	den laufenden Posten an bezeichnete Stelle ansetzen	oberes Beckenpaar mit Zylinder	YES
