statement_id	record_unit_id	page	loci	lesson_level	source_instruction_de	whole_variant_count	whole_variant_plan_de	whole_variant_cues_de	target_surface_sequence	target_architecture_sequence	readback_de
H5-S003	H5	f56r	f56r.12	L3_CODEBOOK	Nimm den Staengel als Zutat, bearbeite diesen Posten kurz und setze ihn erneut an.	1	E087:PFLANZENTEIL->sh [STAENGEL]	Die Pflanzenzeichnung liefert STAENGEL; daher sh.	sh cho kchey qokokchy	W P P P	Nimm den Staengel als Zutat, bearbeite diesen Posten kurz und setze ihn erneut an.
H5-S004	H5	f56r	f56r.13	L1_PRODUCTIVE	Setze den Posten an, gib den Auszug zu und bearbeite ihn an der Zielstelle.	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	okchy chokcheo kchal	P P P	Setze den Posten an, gib den Auszug zu und bearbeite ihn an der Zielstelle.
H5-S005	H5	f56r	f56r.18	L2_BOUND_CARRIERS	Setze den Ansatz als Zutat an, nimm den Auszug daraus und wende ihn danach an.	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	sho chokchy kchoar sotodan	P P P p	Setze den Ansatz als Zutat an, nimm den Auszug daraus und wende ihn danach an.
H5-S006	H5	f56r	f56r.19	L1_PRODUCTIVE	Nimm den Folgeposten, fuehre ihn kurz weiter und stelle das Sollmass ein.	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	otchey keol daiin	P P P	Nimm den Folgeposten, fuehre ihn kurz weiter und stelle das Sollmass ein.
B1-S001	B1	f81v	f81v.2	L1_PRODUCTIVE	Setze kurz an und schließe	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	qokedy	P	Setze kurz an und schließe
B1-S002	B1	f81v	f81v.2|f81v.7	L3_CODEBOOK	Stelle das Sollmass ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, fuehre den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmass ein, halte dort laenger, leite durch, setze um und schliesse.	1	E112:ZUSATZ->dl [ALLGEMEINER_ZUSATZ]	Unbenannter Zusatz zum laufenden Ansatz; daher dl.	okaiin kair okal sar ol kain olkain al ol rol dl olor ol sheckhal daiin qokeedal daiin chckhy schedy	P P P P P P P P P p W P P P P P P P P	Stelle das Sollmass ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, fuehre den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmass ein, halte dort laenger, leite durch, setze um und schliesse.
B1-S003	B1	f81v	f81v.7|f81v.17	L3_CODEBOOK	Führe weiter, schwenke den Posten und schließe	1	E122:SCHWENKEN->sshkchdy [EINMAL_SCHWENKEN]	Ein einzelner geschlossener Schwenkgang; daher sshkchdy.	qol sshkchdy	P W	Führe weiter, schwenke den Posten und schließe
B1-S004	B1	f81v	f81v.17	L1_PRODUCTIVE	Setze um, führe weiter, lass absetzen und schließe	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	chedy ol shedy	P P P	Setze um, führe weiter, lass absetzen und schließe
B1-S005	B1	f81v	f81v.17	L1_PRODUCTIVE	Führe den Posten weiter und schließe	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	qolchedy	P	Führe den Posten weiter und schließe
B1-S006	B1	f81v	f81v.17	L3_CODEBOOK	Gib eine Portion und den Zusatz zu, leite durch, fuehre zur Zielstelle und uebergib an den folgenden Umsetzschritt.	1	E129:ZUSATZ->dl [ALLGEMEINER_ZUSATZ]	Unbenannter Zusatz zum laufenden Ansatz; daher dl.	qokain shckhy dl ral	P P W p	Gib eine Portion und den Zusatz zu, leite durch, fuehre zur Zielstelle und uebergib an den folgenden Umsetzschritt.
B1-S007	B1	f81v	f81v.18	L1_PRODUCTIVE	Setze die abgekühlte Badmischung um und schließe	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	qokchdy	P	Setze die abgekühlte Badmischung um und schließe
B1-S008	B1	f81v	f81v.18	L1_PRODUCTIVE	Führe den aktuellen Posten weiter, wärme kurz, lass absetzen und schließe	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	chey ol cheky ol shedy	P P P P P	Führe den aktuellen Posten weiter, wärme kurz, lass absetzen und schließe
B1-S009	B1	f81v	f81v.18	L1_PRODUCTIVE	Setze kurz an und schließe	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	qokedy	P	Setze kurz an und schließe
B1-S010	B1	f81v	f81v.18	L1_PRODUCTIVE	Setze kurz an und schließe	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	qokedy	P	Setze kurz an und schließe
B1-S011	B1	f81v	f81v.18	L1_PRODUCTIVE	Leite durch und setze den Posten an	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	chckhy qoky	P P	Leite durch und setze den Posten an
B1-S012	B1	f81v	f81v.21	L1_PRODUCTIVE	Beginne mit dem durchgeleiteten Waschposten den Waschgang, setze kurz an, wasche und schließe	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	lsho qokey lshedy	P P P	Beginne mit dem durchgeleiteten Waschposten den Waschgang, setze kurz an, wasche und schließe
B1-S013	B1	f81v	f81v.21	L1_PRODUCTIVE	Wasche und schließe	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	lshedy	P	Wasche und schließe
B1-S014	B1	f81v	f81v.21	L2_BOUND_CARRIERS	Setze um, fuehre weiter, leite am Auslass ab und fuehre danach von dort weiter.	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	chedy qolky lchedal qol otar	P p P P P	Setze um, fuehre weiter, leite am Auslass ab und fuehre danach von dort weiter.
B1-S015	B1	f81v	f81v.24	L3_CODEBOOK	Fülle das Gefäß mit der abgeleiteten Arbeitsflüssigkeit, setze den Inhalt um und schließe	1	E150:FUELLEN->ytey [EMPFANGER_FUELLEN]	Der sichtbare Empfaenger wird gefuellt; daher ytey.	ytey okchedy	W P	Fülle das Gefäß mit der abgeleiteten Arbeitsflüssigkeit, setze den Inhalt um und schließe
B1-S016	B1	f81v	f81v.24	L1_PRODUCTIVE	Setze dort länger an, führe weiter, lass absetzen und schließe	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	qokal okeey qol cheedy	P P P P	Setze dort länger an, führe weiter, lass absetzen und schließe
B1-S017	B1	f81v	f81v.24	L1_PRODUCTIVE	Fuehre dorthin, fuehre kurz weiter, setze um und schliesse.	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	sal teol dchdy	P P P	Fuehre dorthin, fuehre kurz weiter, setze um und schliesse.
B1-S018	B1	f81v	f81v.24|f81v.27	L3_CODEBOOK	Stelle das Gefaess bereit, lass den Posten kurz weiter ruhen, bringe ihn auf Sollstufe, sammle laenger und schliesse.	1	E159:GEFAESS->ly [AUFFANG_ODER_HALTEGEFAESS]	Bio-Empfangsstation zum Ruhen und Sammeln; daher ly.	ly dsheol oiiin olkeedy	W P P P	Stelle das Gefaess bereit, lass den Posten kurz weiter ruhen, bringe ihn auf Sollstufe, sammle laenger und schliesse.
B1-S019	B1	f81v	f81v.27	L1_PRODUCTIVE	Lass absetzen und schließe	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	tedy	P	Lass absetzen und schließe
B1-S020	B1	f81v	f81v.27	L1_PRODUCTIVE	Wärme kurz, seih und schließe	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	cheky shckhedy	P P	Wärme kurz, seih und schließe
B1-S021	B1	f81v	f81v.27	L1_PRODUCTIVE	Führe den Posten dorthin	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	chal	P	Führe den Posten dorthin
B2-S001	B2	f82r	f82r.2	L1_PRODUCTIVE	Setze um und schließe	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	dchedy	P	Setze um und schließe
B2-S002	B2	f82r	f82r.2	L1_PRODUCTIVE	Führe weiter und schließe	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	qolchedy	P	Führe weiter und schließe
B2-S003	B2	f82r	f82r.2	L1_PRODUCTIVE	Gib eine Portion zu, setze den Posten länger an und schließe	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	qokain dy qokeedy	P P P	Gib eine Portion zu, setze den Posten länger an und schließe
B2-S004	B2	f82r	f82r.2|f82r.3	L1_PRODUCTIVE	Setze dort an, leite durch den Ausgang, führe ab, setze länger an, seih ab und schließe	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	qokal lcheckhy lched qokeey lcheckhedy	P P P P P	Setze dort an, leite durch den Ausgang, führe ab, setze länger an, seih ab und schließe
B2-S005	B2	f82r	f82r.3|f82r.4	L2_BOUND_CARRIERS	Setze diesen Posten dort an, sammle bis zum Sollmass, leite durch, stelle das Sollmass ein, fuehre bereit weiter, waerme laenger, ziehe ab und schliesse.	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	qokaly solkaiin chckhy qokaiin qokaiin octheol chkeey ldy	P P P P P P P p	Setze diesen Posten dort an, sammle bis zum Sollmass, leite durch, stelle das Sollmass ein, fuehre bereit weiter, waerme laenger, ziehe ab und schliesse.
B2-S006	B2	f82r	f82r.4	L1_PRODUCTIVE	Nimm den langen Folgeposten, setze ihn dort an, leite ihn kurz durch und setze den Posten an.	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	oteey qokal sheckhy qoky	P P P P	Nimm den langen Folgeposten, setze ihn dort an, leite ihn kurz durch und setze den Posten an.
B2-S007	B2	f82r	f82r.7	L3_CODEBOOK	Gib dem weitergeführten Überlaufposten Frischwasser zu und schließe	1	E189:FRISCHWASSER->dshedy [FRISCHWASSER_ZUGEBEN]	Frischwasserzugabe als eigene Schlusszelle; daher dshedy.	dshedy	W	Gib dem weitergeführten Überlaufposten Frischwasser zu und schließe
B2-S008	B2	f82r	f82r.7	L1_PRODUCTIVE	Stelle das Folgemaß ein, setze daraus an, lass absetzen und schließe	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	sotaiin qokar shedy	P P P	Stelle das Folgemaß ein, setze daraus an, lass absetzen und schließe
B2-S009	B2	f82r	f82r.7	L1_PRODUCTIVE	Lass weiter absetzen und schließe	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	solshedy	P	Lass weiter absetzen und schließe
B2-S010	B2	f82r	f82r.7	L3_CODEBOOK	Setze laenger an, fuehre den Posten durch den Auslass und nimm den Klarlauf.	1	E197:KLARLAUF->cheey [KLARLAUF]	Klarlaufkopf; in B2 wird die lokale Form cheey kopiert.	qokeey qoky ls cheey	P P p W	Setze laenger an, fuehre den Posten durch den Auslass und nimm den Klarlauf.
B2-S011	B2	f82r	f82r.19	L1_PRODUCTIVE	Gib der Klarflüssigkeit eine Portion zu, nimm daraus eine weitere Portion, setze länger an und schließe	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	okain char okain qokeedy	P P P P	Gib der Klarflüssigkeit eine Portion zu, nimm daraus eine weitere Portion, setze länger an und schließe
B2-S012	B2	f82r	f82r.19|f82r.23	L3_CODEBOOK	Ziehe den Posten ab, nimm den Klarlauf, halte ihn kurz bereit, setze ihn laenger an, fuehre den Klarlauf ab, stelle das Sollmass ein, fuehre den Posten vollstaendig aus und schliesse.	1	E203:KLARLAUF->cheey [KLARLAUF]	Klarlaufkopf; in B2 wird die lokale Form cheey kopiert.	lchy cheey qcthey qokeey lcheey daiin chey qokeeedy	P W P P P P P P	Ziehe den Posten ab, nimm den Klarlauf, halte ihn kurz bereit, setze ihn laenger an, fuehre den Klarlauf ab, stelle das Sollmass ein, fuehre den Posten vollstaendig aus und schliesse.
B2-S013	B2	f82r	f82r.23	L1_PRODUCTIVE	Führe ab und schließe	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	lchedy	P	Führe ab und schließe
B2-S014	B2	f82r	f82r.23	L1_PRODUCTIVE	Fuehre von dort ab.	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	lar	P	Fuehre von dort ab.
B2-S015	B2	f82r	f82r.26	L2_BOUND_CARRIERS	Halte den vorigen Ablauf geschlossen, gib den Klarlauf zu, setze laenger an und schliesse.	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	tshey qokeedy	p P	Halte den vorigen Ablauf geschlossen, gib den Klarlauf zu, setze laenger an und schliesse.
B2-S016	B2	f82r	f82r.26|f82r.27	L3_CODEBOOK	Führe ihn dorthin und von dort ab, teile gleich, stelle das Sollmaß ein, nimm den langen Folgeposten, setze kurz an, führe ein und schließe	1	E216:TEILEN->ches [AKTUELLEN_POSTEN_TEILEN]	Der laufende Posten wird geteilt; daher ches.	cheal lchedar ches aiin oteey qokaiin okey pchedy	P P W P P P P P	Führe ihn dorthin und von dort ab, teile gleich, stelle das Sollmaß ein, nimm den langen Folgeposten, setze kurz an, führe ein und schließe
B2-S017	B2	f82r	f82r.27	L2_BOUND_CARRIERS	Lass den Posten kurz am Ziel ruhen, schliesse die Nebenöffnung und beende den Schritt.	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	rsheal daldy	p p	Lass den Posten kurz am Ziel ruhen, schliesse die Nebenöffnung und beende den Schritt.
B2-S018	B2	f82r	f82r.27	L1_PRODUCTIVE	Setze länger an und schließe	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	qokeedy	P	Setze länger an und schließe
B2-S019	B2	f82r	f82r.27	L3_CODEBOOK	Führe den Waschgang aus und schließe.	1	E225:WASCHEN->rshedy [VOLLSTAENDIGER_WASCHGANG]	Eigenstaendige vollstaendige Waschzelle; daher rshedy.	rshedy	W	Führe den Waschgang aus und schließe.
B2-S020	B2	f82r	f82r.27	L1_PRODUCTIVE	Nimm die lange Folge und schließe	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	qoteedy	P	Nimm die lange Folge und schließe
B2-S021	B2	f82r	f82r.27	L1_PRODUCTIVE	Setze länger an und schließe	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	qokeedy	P	Setze länger an und schließe
B2-S022	B2	f82r	f82r.27	L2_BOUND_CARRIERS	Führe den Rest ab und schließe	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	lochedy	p	Führe den Rest ab und schließe
B3-S001	B3	f83r	f83r.3	L1_PRODUCTIVE	Sammle länger und schließe	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	olkeedy	P	Sammle länger und schließe
B3-S002	B3	f83r	f83r.3	L1_PRODUCTIVE	Führe danach dorthin, wärme länger und schließe	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	qotal chkeedy	P P	Führe danach dorthin, wärme länger und schließe
B3-S003	B3	f83r	f83r.3	L1_PRODUCTIVE	Nimm den aktuellen Posten nach Sollmaß, führe ihn ab und schließe	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	chey daiin chey lchedy	P P P P	Nimm den aktuellen Posten nach Sollmaß, führe ihn ab und schließe
B3-S004	B3	f83r	f83r.3	L1_PRODUCTIVE	Stelle das Sollmaß ein, führe danach dorthin und nimm daraus	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	qokaiin qotal dar	P P P	Stelle das Sollmaß ein, führe danach dorthin und nimm daraus
B3-S005	B3	f83r	f83r.6	L1_PRODUCTIVE	Setze die entnommene Sollmaßportion um und schließe	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	schedy	P	Setze die entnommene Sollmaßportion um und schließe
B3-S006	B3	f83r	f83r.6	L1_PRODUCTIVE	Setze dorthin um, führe weiter und schließe	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	chedchy qokal olchedy	P P P	Setze dorthin um, führe weiter und schließe
B3-S007	B3	f83r	f83r.6	L1_PRODUCTIVE	Stelle das Sollmaß ein, setze um, setze länger an und schließe	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	qokaiin chedy qokeedy	P P P	Stelle das Sollmaß ein, setze um, setze länger an und schließe
B3-S008	B3	f83r	f83r.6	L1_PRODUCTIVE	Führe ab und schließe	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	lchedy	P	Führe ab und schließe
B3-S009	B3	f83r	f83r.6	L1_PRODUCTIVE	Setze den Posten an	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	qoky	P	Setze den Posten an
B3-S010	B3	f83r	f83r.8	L1_PRODUCTIVE	Führe den angesetzten Posten am Einlass zu, nimm die kurze Folge und schließe	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	pchedal otedy	P P	Führe den angesetzten Posten am Einlass zu, nimm die kurze Folge und schließe
B3-S011	B3	f83r	f83r.8	L1_PRODUCTIVE	Setze den bereiten Posten um, setze ihn an, setze erneut um und nimm daraus den folgenden Posten.	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	shecthedchy qoky chedy chary	P P P P	Setze den bereiten Posten um, setze ihn an, setze erneut um und nimm daraus den folgenden Posten.
B3-S012	B3	f83r	f83r.11	L1_PRODUCTIVE	Lass den aufgestrichenen und abgekühlten Ansatz absetzen und schließe	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	sor shedy	P P	Lass den aufgestrichenen und abgekühlten Ansatz absetzen und schließe
B3-S013	B3	f83r	f83r.11	L1_PRODUCTIVE	Stelle das Sollmaß ein, nimm eine Portion, halte kurz bereit, setze kurz an und schließe	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	qokaiin chkain shcthey qokedy	P P P P	Stelle das Sollmaß ein, nimm eine Portion, halte kurz bereit, setze kurz an und schließe
B3-S014	B3	f83r	f83r.11	L1_PRODUCTIVE	Lass Wasser ein, lass länger absetzen und schließe	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	okair sheedy	P P	Lass Wasser ein, lass länger absetzen und schließe
B3-S015	B3	f83r	f83r.11	L1_PRODUCTIVE	Führe ab und schließe	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	lchedy	P	Führe ab und schließe
B3-S016	B3	f83r	f83r.11|f83r.14	L2_BOUND_CARRIERS	Fuehre ab, setze den Posten um und schliesse.	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	lo qokchedy	p P	Fuehre ab, setze den Posten um und schliesse.
B3-S017	B3	f83r	f83r.14	L1_PRODUCTIVE	Setze länger an und schließe	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	qokeedy	P	Setze länger an und schließe
B3-S018	B3	f83r	f83r.14	L1_PRODUCTIVE	Lass absetzen und schließe	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	shedy	P	Lass absetzen und schließe
B3-S019	B3	f83r	f83r.14	L1_PRODUCTIVE	Lass absetzen und schließe	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	qokshedy	P	Lass absetzen und schließe
B3-S020	B3	f83r	f83r.14	L1_PRODUCTIVE	Führe dorthin, führe ab und schließe	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	dal lchedy	P P	Führe dorthin, führe ab und schließe
B3-S021	B3	f83r	f83r.14|f83r.15	L1_PRODUCTIVE	Stelle das Sollmass ein, halte bereit, fuehre dorthin, lass dort absetzen, halte den Posten kurz bereit, fuehre ihn erneut dorthin, setze um und schliesse.	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	qokaiin shcthy dal sy saiin shedal shecthy chey tal shcthy dalchdy	P P P P P P P P P P P	Stelle das Sollmass ein, halte bereit, fuehre dorthin, lass dort absetzen, halte den Posten kurz bereit, fuehre ihn erneut dorthin, setze um und schliesse.
B3-S022	B3	f83r	f83r.15	L1_PRODUCTIVE	Führe die Folgeumsetzung aus und schließe	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	qotchedy	P	Führe die Folgeumsetzung aus und schließe
B3-S023	B3	f83r	f83r.15	L1_PRODUCTIVE	Führe ab und schließe	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	lchedy	P	Führe ab und schließe
B3-S024	B3	f83r	f83r.16	L1_PRODUCTIVE	Setze um und schließe	0	KEIN_CODEBUCHGRIFF	Nur P/p-Bauteile verwenden.	tchedy	P	Setze um und schließe
