page	locus	kind	reader	whole	ordinals_json
f77r	f77r.25	P	rf1b_clean	chedy	[7]
f77r	f77r.32	P	zl3b_clean	ol	[4]
f77r	f77r.32	P	it2a_clean	ol	[4]
f77r	f77r.32	P	rf1b_clean	ol	[4]
f77r	f77r.33	P	zl3b_clean	chedy	[2]
f77r	f77r.33	P	it2a_clean	chedy	[2]
f77r	f77r.33	P	rf1b_clean	chedy	[2]
f77r	f77r.34	P	zl3b_clean	chedy	[3]
f77r	f77r.34	P	it2a_clean	chedy	[3, 5]
f77r	f77r.34	P	rf1b_clean	chedy	[3]
f77r	f77r.35	P	zl3b_clean	chedy	[3]
f77r	f77r.35	P	it2a_clean	chedy	[3]
f77r	f77r.35	P	rf1b_clean	chedy	[3]
f77r	f77r.36	P	zl3b_clean	chedy	[4]
f77r	f77r.36	P	it2a_clean	chedy	[4]
f77r	f77r.36	P	rf1b_clean	chedy	[4]
f77r	f77r.40	P	zl3b_clean	ol	[2]
f77r	f77r.40	P	it2a_clean	ol	[2]
f77r	f77r.40	P	rf1b_clean	ol	[2]
f77r	f77r.43	P	zl3b_clean	ol	[3]
f77r	f77r.43	P	it2a_clean	ol	[2]
f77r	f77r.43	P	rf1b_clean	ol	[2]
f77r	f77r.45	P	zl3b_clean	ol	[9]
f77r	f77r.45	P	it2a_clean	ol	[8]
f77r	f77r.45	P	rf1b_clean	ol	[8]
f81r	f81r.1	P	rf1b_clean	ol	[3]
f81r	f81r.2	P	zl3b_clean	chedy	[7]
f81r	f81r.2	P	it2a_clean	chedy	[7]
f81r	f81r.2	P	rf1b_clean	chedy	[7]
f81r	f81r.3	P	zl3b_clean	chedy	[6]
f81r	f81r.3	P	zl3b_clean	ol	[5]
f81r	f81r.3	P	it2a_clean	chedy	[5]
f81r	f81r.3	P	it2a_clean	ol	[4]
f81r	f81r.3	P	rf1b_clean	chedy	[6]
f81r	f81r.3	P	rf1b_clean	ol	[5]
f81r	f81r.4	P	zl3b_clean	ol	[3, 4]
f81r	f81r.4	P	it2a_clean	ol	[3, 4]
f81r	f81r.4	P	rf1b_clean	ol	[3, 4]
f81r	f81r.5	P	zl3b_clean	ol	[4, 5, 7]
f81r	f81r.5	P	it2a_clean	ol	[4, 5, 6, 8]
f81r	f81r.5	P	rf1b_clean	ol	[4, 5, 6, 8]
f81r	f81r.6	P	zl3b_clean	ol	[2, 7]
f81r	f81r.6	P	it2a_clean	ol	[2, 7]
f81r	f81r.6	P	rf1b_clean	ol	[2, 7]
f81r	f81r.11	P	rf1b_clean	ol	[1]
f81r	f81r.12	P	zl3b_clean	ol	[3]
f81r	f81r.12	P	it2a_clean	ol	[3]
f81r	f81r.12	P	rf1b_clean	ol	[3]
f81r	f81r.13	P	zl3b_clean	chedy	[5]
f81r	f81r.13	P	it2a_clean	chedy	[5]
f81r	f81r.15	P	zl3b_clean	ol	[2]
f81r	f81r.15	P	it2a_clean	ol	[2]
f81r	f81r.15	P	rf1b_clean	ol	[2]
f81r	f81r.17	P	zl3b_clean	ol	[6]
f81r	f81r.17	P	it2a_clean	ol	[5]
f81r	f81r.17	P	rf1b_clean	ol	[6]
f81r	f81r.18	P	zl3b_clean	ol	[3]
f81r	f81r.18	P	it2a_clean	ol	[3]
f81r	f81r.18	P	rf1b_clean	ol	[5]
f81r	f81r.19	P	zl3b_clean	chedy	[3]
f81r	f81r.19	P	it2a_clean	chedy	[3]
f81r	f81r.19	P	rf1b_clean	chedy	[4]
f81r	f81r.19	P	rf1b_clean	ol	[6]
f81r	f81r.20	P	zl3b_clean	chedy	[3]
f81r	f81r.20	P	it2a_clean	chedy	[3]
f81r	f81r.20	P	rf1b_clean	chedy	[3]
f81r	f81r.22	P	zl3b_clean	chedy	[2]
f81r	f81r.22	P	zl3b_clean	ol	[4, 6, 8]
f81r	f81r.22	P	it2a_clean	chedy	[2]
f81r	f81r.22	P	it2a_clean	ol	[4, 6, 8]
f81r	f81r.22	P	rf1b_clean	chedy	[2]
f81r	f81r.22	P	rf1b_clean	ol	[4, 6, 8]
f81r	f81r.25	P	zl3b_clean	chedy	[7]
f81r	f81r.25	P	it2a_clean	chedy	[7]
f81r	f81r.25	P	rf1b_clean	chedy	[8]
f81r	f81r.27	P	zl3b_clean	chedy	[2]
f81r	f81r.27	P	it2a_clean	chedy	[2]
f81r	f81r.28	P	zl3b_clean	chedy	[2]
f81r	f81r.28	P	it2a_clean	chedy	[2]
f81r	f81r.28	P	rf1b_clean	chedy	[2]
f81r	f81r.29	P	zl3b_clean	ol	[9]
f81r	f81r.29	P	it2a_clean	ol	[8]
f81r	f81r.29	P	rf1b_clean	ol	[8]
f81r	f81r.30	P	zl3b_clean	ol	[6]
f81r	f81r.30	P	rf1b_clean	ol	[7]
f81r	f81r.31	P	zl3b_clean	ol	[3]
f81r	f81r.31	P	it2a_clean	ol	[3]
f81r	f81r.31	P	rf1b_clean	ol	[3]
f81v	f81v.1	P	zl3b_clean	ol	[7]
f81v	f81v.1	P	it2a_clean	ol	[7]
f81v	f81v.1	P	rf1b_clean	ol	[7]
f81v	f81v.2	P	zl3b_clean	ol	[6, 10]
f81v	f81v.2	P	it2a_clean	ol	[6, 10]
f81v	f81v.2	P	rf1b_clean	ol	[7, 11]
f81v	f81v.3	P	rf1b_clean	ol	[3]
f81v	f81v.4	P	zl3b_clean	ol	[5]
f81v	f81v.4	P	it2a_clean	ol	[5]
f81v	f81v.4	P	rf1b_clean	ol	[5]
f81v	f81v.6	P	zl3b_clean	chedy	[4]
f81v	f81v.6	P	zl3b_clean	ol	[3]
f81v	f81v.6	P	it2a_clean	chedy	[4]
f81v	f81v.6	P	it2a_clean	ol	[3]
f81v	f81v.6	P	rf1b_clean	chedy	[4]
f81v	f81v.6	P	rf1b_clean	ol	[3]
f81v	f81v.7	P	zl3b_clean	ol	[2]
f81v	f81v.7	P	it2a_clean	ol	[2]
f81v	f81v.7	P	rf1b_clean	ol	[2]
f81v	f81v.8	P	rf1b_clean	ol	[2, 11]
f81v	f81v.9	P	rf1b_clean	ol	[2]
f81v	f81v.12	P	zl3b_clean	ol	[2]
f81v	f81v.12	P	it2a_clean	ol	[2]
f81v	f81v.12	P	rf1b_clean	ol	[2]
f81v	f81v.15	P	zl3b_clean	chedy	[2, 8]
f81v	f81v.15	P	zl3b_clean	ol	[3]
f81v	f81v.15	P	it2a_clean	chedy	[2, 8]
f81v	f81v.15	P	it2a_clean	ol	[3]
f81v	f81v.15	P	rf1b_clean	chedy	[2, 8]
f81v	f81v.15	P	rf1b_clean	ol	[3]
f81v	f81v.16	P	zl3b_clean	ol	[4]
f81v	f81v.16	P	it2a_clean	ol	[4]
f81v	f81v.16	P	rf1b_clean	ol	[6]
f81v	f81v.17	P	zl3b_clean	chedy	[2]
f81v	f81v.17	P	zl3b_clean	ol	[3]
f81v	f81v.17	P	it2a_clean	chedy	[2]
f81v	f81v.17	P	it2a_clean	ol	[3]
f81v	f81v.17	P	rf1b_clean	chedy	[2]
f81v	f81v.17	P	rf1b_clean	ol	[3]
f81v	f81v.18	P	zl3b_clean	ol	[3, 5]
f81v	f81v.18	P	it2a_clean	ol	[3, 5]
f81v	f81v.18	P	rf1b_clean	ol	[4, 6]
f81v	f81v.19	P	zl3b_clean	ol	[2]
f81v	f81v.19	P	it2a_clean	ol	[2]
f81v	f81v.19	P	rf1b_clean	ol	[2]
f81v	f81v.20	P	zl3b_clean	chedy	[3]
f81v	f81v.20	P	rf1b_clean	chedy	[3]
f81v	f81v.21	P	zl3b_clean	chedy	[5]
f81v	f81v.21	P	it2a_clean	chedy	[5]
f81v	f81v.21	P	rf1b_clean	chedy	[6]
f81v	f81v.22	P	zl3b_clean	chedy	[7]
f81v	f81v.22	P	rf1b_clean	chedy	[7]
f81v	f81v.23	P	it2a_clean	ol	[9]
f81v	f81v.23	P	rf1b_clean	ol	[10]
f81v	f81v.25	P	zl3b_clean	chedy	[4, 10]
f81v	f81v.25	P	zl3b_clean	ol	[7]
f81v	f81v.25	P	it2a_clean	chedy	[4, 9]
f81v	f81v.25	P	it2a_clean	ol	[6]
f81v	f81v.25	P	rf1b_clean	ol	[3, 7]
f81v	f81v.26	P	zl3b_clean	ol	[1]
f81v	f81v.26	P	it2a_clean	ol	[1]
f82r	f82r.5	P	zl3b_clean	chedy	[6]
f82r	f82r.5	P	it2a_clean	chedy	[6]
f82r	f82r.8	P	zl3b_clean	chedy	[9]
f82r	f82r.8	P	it2a_clean	chedy	[8]
f82r	f82r.11	P	zl3b_clean	chedy	[7]
f82r	f82r.11	P	it2a_clean	chedy	[7]
f82r	f82r.11	P	rf1b_clean	chedy	[7]
f82r	f82r.12	P	it2a_clean	chedy	[9]
f82r	f82r.16	P	zl3b_clean	ol	[7]
f82r	f82r.16	P	it2a_clean	ol	[6]
f82r	f82r.16	P	rf1b_clean	ol	[7]
f82r	f82r.17	P	zl3b_clean	chedy	[3]
f82r	f82r.17	P	it2a_clean	chedy	[3]
f82r	f82r.21	P	zl3b_clean	chedy	[8]
f82r	f82r.21	P	it2a_clean	chedy	[8]
f82r	f82r.21	P	rf1b_clean	chedy	[8]
f82r	f82r.31	P	zl3b_clean	ol	[2]
f82r	f82r.31	P	it2a_clean	ol	[2]
f82r	f82r.31	P	rf1b_clean	ol	[2]
f82r	f82r.33	P	zl3b_clean	ol	[2]
f82r	f82r.33	P	it2a_clean	ol	[2]
f82r	f82r.33	P	rf1b_clean	ol	[2]
f83r	f83r.2	P	zl3b_clean	chedy	[10]
f83r	f83r.2	P	it2a_clean	chedy	[10]
f83r	f83r.2	P	rf1b_clean	chedy	[11]
f83r	f83r.4	P	zl3b_clean	chedy	[2, 9]
f83r	f83r.4	P	it2a_clean	chedy	[2, 9]
f83r	f83r.4	P	rf1b_clean	chedy	[11]
f83r	f83r.6	P	zl3b_clean	chedy	[6]
f83r	f83r.6	P	it2a_clean	chedy	[6]
f83r	f83r.6	P	rf1b_clean	chedy	[6]
f83r	f83r.8	P	zl3b_clean	chedy	[5]
f83r	f83r.8	P	it2a_clean	chedy	[5]
f83r	f83r.8	P	rf1b_clean	chedy	[5]
f83r	f83r.16	P	zl3b_clean	chedy	[5]
f83r	f83r.16	P	it2a_clean	chedy	[5]
f83r	f83r.19	P	rf1b_clean	chedy	[15]
f83r	f83r.21	P	zl3b_clean	chedy	[5]
f83r	f83r.21	P	it2a_clean	chedy	[5]
f83r	f83r.22	P	zl3b_clean	chedy	[5]
f83r	f83r.22	P	it2a_clean	chedy	[5]
f83r	f83r.22	P	rf1b_clean	chedy	[5]
f83r	f83r.23	P	zl3b_clean	chedy	[9]
f83r	f83r.23	P	it2a_clean	chedy	[9]
f83r	f83r.25	P	zl3b_clean	chedy	[5]
f83r	f83r.25	P	it2a_clean	chedy	[5]
f83r	f83r.25	P	rf1b_clean	chedy	[5]
f83r	f83r.27	P	zl3b_clean	chedy	[2]
f83r	f83r.27	P	it2a_clean	chedy	[2]
f83r	f83r.27	P	rf1b_clean	chedy	[2]
f83r	f83r.31	P	rf1b_clean	chedy	[3]
f83r	f83r.40	P	rf1b_clean	chedy	[2]
f83r	f83r.42	P	zl3b_clean	chedy	[5]
f83r	f83r.42	P	zl3b_clean	ol	[2]
f83r	f83r.42	P	it2a_clean	ol	[2]
f83r	f83r.42	P	rf1b_clean	chedy	[6]
f83r	f83r.42	P	rf1b_clean	ol	[2]
f83r	f83r.43	P	zl3b_clean	chedy	[3]
f83r	f83r.43	P	it2a_clean	chedy	[3]
f83r	f83r.43	P	rf1b_clean	chedy	[3]
f83r	f83r.49	P	zl3b_clean	chedy	[3]
f83r	f83r.49	P	it2a_clean	chedy	[3]
f83r	f83r.49	P	rf1b_clean	chedy	[3]
f83r	f83r.52	P	zl3b_clean	ol	[4]
f83r	f83r.52	P	it2a_clean	ol	[4]
f83r	f83r.52	P	rf1b_clean	ol	[4]
f83r	f83r.53	P	zl3b_clean	ol	[4]
f83r	f83r.53	P	it2a_clean	ol	[4]
f83r	f83r.53	P	rf1b_clean	ol	[4]
f83r	f83r.54	P	zl3b_clean	ol	[2]
f83r	f83r.54	P	it2a_clean	ol	[2]
f83r	f83r.54	P	rf1b_clean	ol	[2]
f88r	f88r.21	P	zl3b_clean	ol	[6]
f88r	f88r.21	P	it2a_clean	ol	[6]
f88r	f88r.21	P	rf1b_clean	ol	[7]
f88r	f88r.22	P	zl3b_clean	ol	[5]
f88r	f88r.22	P	it2a_clean	ol	[5]
f88r	f88r.22	P	rf1b_clean	ol	[5]
f88v	f88v.15	P	it2a_clean	ol	[4]
f88v	f88v.15	P	rf1b_clean	ol	[4]
f88v	f88v.19	P	zl3b_clean	ol	[3]
f88v	f88v.19	P	it2a_clean	ol	[3]
f88v	f88v.19	P	rf1b_clean	ol	[3, 5]
f89r1	f89r1.7	P	zl3b_clean	chedy	[5]
f89r1	f89r1.7	P	it2a_clean	chedy	[5]
f89r1	f89r1.7	P	rf1b_clean	chedy	[5]
f89r1	f89r1.21	P	zl3b_clean	ol	[8]
f89r1	f89r1.21	P	it2a_clean	ol	[8]
f89r1	f89r1.21	P	rf1b_clean	ol	[8]
f89r2	f89r2.12	P	it2a_clean	ol	[8]
f89r2	f89r2.12	P	rf1b_clean	ol	[8]
f89r2	f89r2.13	P	zl3b_clean	ol	[7]
f89r2	f89r2.13	P	it2a_clean	ol	[7]
f89r2	f89r2.13	P	rf1b_clean	ol	[7]
f89r2	f89r2.14	P	zl3b_clean	ol	[2]
f89r2	f89r2.14	P	it2a_clean	ol	[2]
f89r2	f89r2.14	P	rf1b_clean	ol	[2]
f89r2	f89r2.22	P	rf1b_clean	ol	[11]
f89r2	f89r2.28	P	zl3b_clean	ol	[6, 9]
f89r2	f89r2.28	P	it2a_clean	ol	[6, 9]
f89r2	f89r2.28	P	rf1b_clean	ol	[4, 7]
f95v1	f95v1.3	P	zl3b_clean	chedy	[7]
f95v1	f95v1.3	P	it2a_clean	chedy	[6]
f95v1	f95v1.6	P	zl3b_clean	ol	[8]
f95v1	f95v1.6	P	it2a_clean	ol	[8]
f95v1	f95v1.6	P	rf1b_clean	ol	[12]
f95v1	f95v1.9	P	zl3b_clean	ol	[3]
f95v1	f95v1.9	P	it2a_clean	ol	[3]
f95v1	f95v1.9	P	rf1b_clean	ol	[3]
f100v	f100v.15	P	zl3b_clean	ol	[4]
f100v	f100v.15	P	it2a_clean	ol	[4]
f100v	f100v.18	P	zl3b_clean	ol	[3]
f100v	f100v.18	P	rf1b_clean	ol	[3]
f100v	f100v.20	P	zl3b_clean	ol	[7]
f100v	f100v.20	P	it2a_clean	ol	[7]
f100v	f100v.20	P	rf1b_clean	ol	[8]
f100v	f100v.21	P	zl3b_clean	ol	[3]
f100v	f100v.21	P	it2a_clean	ol	[3]
f100v	f100v.21	P	rf1b_clean	ol	[3]
f101r	f101r.1	P	zl3b_clean	ol	[3]
f101r	f101r.1	P	it2a_clean	ol	[3]
f101r	f101r.1	P	rf1b_clean	ol	[3]
f101r	f101r.2	P	zl3b_clean	ol	[11, 13]
f101r	f101r.2	P	it2a_clean	ol	[11]
f101r	f101r.2	P	rf1b_clean	ol	[12, 14]
f101r	f101r.3	P	zl3b_clean	ol	[13, 16, 24]
f101r	f101r.3	P	it2a_clean	ol	[15, 22]
f101r	f101r.3	P	rf1b_clean	ol	[12, 15, 24]
f101r	f101r.5	P	zl3b_clean	ol	[20]
f101r	f101r.5	P	rf1b_clean	ol	[20]
