event_id	diagram_unit	physical_page	locus	surface	owner_id	visible_owner_de	component_recipe	local_address_reading_de	diagram_model	correction_status
P912-E1398	f82r	f82r	f82r.40	sororl	f82r	mehrere lokale Bad- und Leitungsstationen	S+OR+OR+L	mehrere lokale Bad- und Leitungsstationen: Klasse wählen, Eintragsklasse, Verbindung.	LOKALE_BAD_UND_LEITUNGSSTATIONEN	UNCHANGED
P912-E1399	f82r	f82r	f82r.41	olkoky	f82r	mehrere lokale Bad- und Leitungsstationen	OL+K+OK+Y	mehrere lokale Bad- und Leitungsstationen: gleiche Reihe weiter, Wert zuordnen, Platz aktivieren, dieser Platz.	LOKALE_BAD_UND_LEITUNGSSTATIONEN	UNCHANGED
P912-E1400	f82r	f82r	f82r.42	sokoly	f82r	mehrere lokale Bad- und Leitungsstationen	S+OK+OL+Y	mehrere lokale Bad- und Leitungsstationen: Klasse wählen, Platz aktivieren, gleiche Reihe weiter, dieser Platz.	LOKALE_BAD_UND_LEITUNGSSTATIONEN	UNCHANGED
P912-E1401	f82r	f82r	f82r.43	dolol	f82r	mehrere lokale Bad- und Leitungsstationen	D_ADDR+OL+OL	mehrere lokale Bad- und Leitungsstationen: Unterplatz, gleiche Reihe weiter.	LOKALE_BAD_UND_LEITUNGSSTATIONEN	UNCHANGED
P912-E1402	f82r	f82r	f82r.44	olaiin	f82r	mehrere lokale Bad- und Leitungsstationen	OL+AIIN	mehrere lokale Bad- und Leitungsstationen: gleiche Reihe weiter, verzeichneter Sollwert.	LOKALE_BAD_UND_LEITUNGSSTATIONEN	UNCHANGED
P912-E1403	f82r	f82r	f82r.45	okeear	f82r	mehrere lokale Bad- und Leitungsstationen	OK+EE+AR	mehrere lokale Bad- und Leitungsstationen: Platz aktivieren, zweiter Grad, Quell- oder Bezugsstelle.	LOKALE_BAD_UND_LEITUNGSSTATIONEN	UNCHANGED
P912-E1718	f83r	f83r	f83r.45	chtorol	f83r	lokale Becken-, Figuren- und Verbindungsstationen	CH+T+OR+OL	lokale Becken-, Figuren- und Verbindungsstationen: Klassenkennung, Platz einstellen, Eintragsklasse, gleiche Reihe weiter.	LOKALE_BECKEN_UND_VERBINDUNGSSTATIONEN	UNCHANGED
P912-E1719	f83r	f83r	f83r.46	olsaiin	f83r	lokale Becken-, Figuren- und Verbindungsstationen	OL+S+AIIN	lokale Becken-, Figuren- und Verbindungsstationen: gleiche Reihe weiter, Klasse wählen, verzeichneter Sollwert.	LOKALE_BECKEN_UND_VERBINDUNGSSTATIONEN	UNCHANGED
P912-E1731	f83r	f83r	f83r.50	sasoldal	f83r	lokale Becken-, Figuren- und Verbindungsstationen	S+A_ADDR+S+OL+DA+L	lokale Becken-, Figuren- und Verbindungsstationen: Klasse wählen, lokale Adresse, Klasse wählen, gleiche Reihe weiter, zweite Stufe, Verbindung.	LOKALE_BECKEN_UND_VERBINDUNGSSTATIONEN	UNCHANGED
P912-E1732	f83r	f83r	f83r.51	darolsy	f83r	lokale Becken-, Figuren- und Verbindungsstationen	DA+R+OL+S+Y	lokale Becken-, Figuren- und Verbindungsstationen: zweite Stufe, Zustandsmarke, gleiche Reihe weiter, Klasse wählen, dieser Platz.	LOKALE_BECKEN_UND_VERBINDUNGSSTATIONEN	UNCHANGED
P912-E1749	f67r2	f67r2	f67r2.1	ykshy	f67r2	zwei lokale Himmelsraeder	Y+K+Y	zwei lokale Himmelsraeder: dieser Platz, Wert zuordnen, dieser Platz.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1750	f67r2	f67r2	f67r2.1	s	f67r2	zwei lokale Himmelsraeder	S	zwei lokale Himmelsraeder: Klasse wählen.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1751	f67r2	f67r2	f67r2.1	aram	f67r2	zwei lokale Himmelsraeder	AR+AM_ADDR	zwei lokale Himmelsraeder: Quell- oder Bezugsstelle, Innenplatz.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1752	f67r2	f67r2	f67r2.2	ykecho	f67r2	zwei lokale Himmelsraeder	Y+K+E+CH+O	zwei lokale Himmelsraeder: dieser Platz, Wert zuordnen, erster Grad, Klassenkennung, Reihe aufrufen.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1753	f67r2	f67r2	f67r2.2	ols	f67r2	zwei lokale Himmelsraeder	OL+S	zwei lokale Himmelsraeder: gleiche Reihe weiter, Klasse wählen.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1754	f67r2	f67r2	f67r2.2	eesydy	f67r2	zwei lokale Himmelsraeder	EE+S+Y+D_ADDR+Y	zwei lokale Himmelsraeder: zweiter Grad, Klasse wählen, dieser Platz, Unterplatz, dieser Platz.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1755	f67r2	f67r2	f67r2.3	ey	f67r2	zwei lokale Himmelsraeder	E+Y	zwei lokale Himmelsraeder: erster Grad, dieser Platz.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1756	f67r2	f67r2	f67r2.3	shs	f67r2	zwei lokale Himmelsraeder	SH+S	zwei lokale Himmelsraeder: Bezug halten, Klasse wählen.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1757	f67r2	f67r2	f67r2.3	okar	f67r2	zwei lokale Himmelsraeder	OK+AR	zwei lokale Himmelsraeder: Platz aktivieren, Quell- oder Bezugsstelle.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1758	f67r2	f67r2	f67r2.4	shekchy	f67r2	zwei lokale Himmelsraeder	SH+E+K+CH+Y	zwei lokale Himmelsraeder: Bezug halten, erster Grad, Wert zuordnen, Klassenkennung, dieser Platz.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1759	f67r2	f67r2	f67r2.4	sykos	f67r2	zwei lokale Himmelsraeder	S+Y+K+O+S_ADDR	zwei lokale Himmelsraeder: Klasse wählen, dieser Platz, Wert zuordnen, Reihe aufrufen, Sternbezug.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1760	f67r2	f67r2	f67r2.5	ykeody	f67r2	zwei lokale Himmelsraeder	Y+K+E+O+DY	zwei lokale Himmelsraeder: dieser Platz, Wert zuordnen, erster Grad, Reihe aufrufen, Eintrag schließen.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1761	f67r2	f67r2	f67r2.5	okchy	f67r2	zwei lokale Himmelsraeder	OK+Y	zwei lokale Himmelsraeder: Platz aktivieren, dieser Platz.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1762	f67r2	f67r2	f67r2.6	dchetay	f67r2	zwei lokale Himmelsraeder	D_ADDR+CH+E+T+A_ADDR+Y	zwei lokale Himmelsraeder: Unterplatz, Klassenkennung, erster Grad, Platz einstellen, lokale Adresse, dieser Platz.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1763	f67r2	f67r2	f67r2.7	ykchy	f67r2	zwei lokale Himmelsraeder	Y+K+Y	zwei lokale Himmelsraeder: dieser Platz, Wert zuordnen, dieser Platz.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1764	f67r2	f67r2	f67r2.7	kchey	f67r2	zwei lokale Himmelsraeder	K+CH+E+Y	zwei lokale Himmelsraeder: Wert zuordnen, Klassenkennung, erster Grad, dieser Platz.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1765	f67r2	f67r2	f67r2.7	ykchys	f67r2	zwei lokale Himmelsraeder	Y+K+CH+Y+S	zwei lokale Himmelsraeder: dieser Platz, Wert zuordnen, Klassenkennung, dieser Platz, Klasse wählen.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1766	f67r2	f67r2	f67r2.8	chkchdar	f67r2	zwei lokale Himmelsraeder	CHK+CHD+AR	zwei lokale Himmelsraeder: Bedingungsklasse, zum nächsten Platz wechseln, Quell- oder Bezugsstelle.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1767	f67r2	f67r2	f67r2.9	ykar	f67r2	zwei lokale Himmelsraeder	Y+K+AR	zwei lokale Himmelsraeder: dieser Platz, Wert zuordnen, Quell- oder Bezugsstelle.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1768	f67r2	f67r2	f67r2.9	ykaly	f67r2	zwei lokale Himmelsraeder	Y+K+AL+Y	zwei lokale Himmelsraeder: dieser Platz, Wert zuordnen, Zielplatz, dieser Platz.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1769	f67r2	f67r2	f67r2.10	lkshy	f67r2	zwei lokale Himmelsraeder	L+K+SH+Y	zwei lokale Himmelsraeder: Verbindung, Wert zuordnen, Bezug halten, dieser Platz.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1770	f67r2	f67r2	f67r2.10	kchy	f67r2	zwei lokale Himmelsraeder	K+Y	zwei lokale Himmelsraeder: Wert zuordnen, dieser Platz.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1771	f67r2	f67r2	f67r2.10	okar	f67r2	zwei lokale Himmelsraeder	OK+AR	zwei lokale Himmelsraeder: Platz aktivieren, Quell- oder Bezugsstelle.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1772	f67r2	f67r2	f67r2.11	chky	f67r2	zwei lokale Himmelsraeder	CHK+Y	zwei lokale Himmelsraeder: Bedingungsklasse, dieser Platz.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1773	f67r2	f67r2	f67r2.11	chykchs	f67r2	zwei lokale Himmelsraeder	CH+Y+K+CH+S	zwei lokale Himmelsraeder: Klassenkennung, dieser Platz, Wert zuordnen, Klassenkennung, Klasse wählen.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1774	f67r2	f67r2	f67r2.11	chy	f67r2	zwei lokale Himmelsraeder	Y	zwei lokale Himmelsraeder: dieser Platz.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1775	f67r2	f67r2	f67r2.12	ykees	f67r2	zwei lokale Himmelsraeder	Y+K+EE+S	zwei lokale Himmelsraeder: dieser Platz, Wert zuordnen, zweiter Grad, Klasse wählen.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1776	f67r2	f67r2	f67r2.12	ykchos	f67r2	zwei lokale Himmelsraeder	Y+K+CH+O+S	zwei lokale Himmelsraeder: dieser Platz, Wert zuordnen, Klassenkennung, Reihe aufrufen, Klasse wählen.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1784	f67r2	f67r2	f67r2.15	dolchsody	f67r2	zwei lokale Himmelsraeder	D_ADDR+OL+CH+S_ADDR+O+DY	zwei lokale Himmelsraeder: Unterplatz, gleiche Reihe weiter, Klassenkennung, Sternbezug, Reihe aufrufen, Eintrag schließen.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1804	f67r2	f67r2	f67r2.22	okal	f67r2	zwei lokale Himmelsraeder	OK+AL	zwei lokale Himmelsraeder: Platz aktivieren, Zielplatz.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1818	f67r2	f67r2	f67r2.28	okain	f67r2	zwei lokale Himmelsraeder	OK+AIN	zwei lokale Himmelsraeder: Platz aktivieren, Einheit.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1819	f67r2	f67r2	f67r2.28	am	f67r2	zwei lokale Himmelsraeder	AM_ADDR	zwei lokale Himmelsraeder: Innenplatz.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1824	f67r2	f67r2	f67r2.31	opcholdy	f67r2	zwei lokale Himmelsraeder	O+P+OL+D_ADDR+Y	zwei lokale Himmelsraeder: Reihe aufrufen, Eintrag beginnen, gleiche Reihe weiter, Unterplatz, dieser Platz.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1832	f67r2	f67r2	f67r2.34	ofar	f67r2	zwei lokale Himmelsraeder	O+LOCAL_CHAR_F+AR	zwei lokale Himmelsraeder: Reihe aufrufen, f-Zeichen, Quell- oder Bezugsstelle.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1833	f67r2	f67r2	f67r2.34	oeoldan	f67r2	zwei lokale Himmelsraeder	O+E+OL+D_ADDR+AN	zwei lokale Himmelsraeder: Reihe aufrufen, erster Grad, gleiche Reihe weiter, Unterplatz, Zusatzklasse.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1840	f67r2	f67r2	f67r2.37	ytoaiin	f67r2	zwei lokale Himmelsraeder	Y+T+O+AIIN	zwei lokale Himmelsraeder: dieser Platz, Platz einstellen, Reihe aufrufen, verzeichneter Sollwert.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1866	f67r2	f67r2	f67r2.47	yfain	f67r2	zwei lokale Himmelsraeder	Y+LOCAL_CHAR_F+AIN	zwei lokale Himmelsraeder: dieser Platz, f-Zeichen, Einheit.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1876	f67r2	f67r2	f67r2.52	qotoear	f67r2	zwei lokale Himmelsraeder	OT+O+E+AR	zwei lokale Himmelsraeder: nächster Platz, Reihe aufrufen, erster Grad, Quell- oder Bezugsstelle.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1877	f67r2	f67r2	f67r2.53	dchdar	f67r2	zwei lokale Himmelsraeder	D_ADDR+CHD+AR	zwei lokale Himmelsraeder: Unterplatz, zum nächsten Platz wechseln, Quell- oder Bezugsstelle.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1878	f67r2	f67r2	f67r2.54	y	f67r2	zwei lokale Himmelsraeder	Y	zwei lokale Himmelsraeder: dieser Platz.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1879	f67r2	f67r2	f67r2.54	saldal	f67r2	zwei lokale Himmelsraeder	S+AL+DA+L	zwei lokale Himmelsraeder: Klasse wählen, Zielplatz, zweite Stufe, Verbindung.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1880	f67r2	f67r2	f67r2.55	ytodal	f67r2	zwei lokale Himmelsraeder	Y+T+O+DA+L	zwei lokale Himmelsraeder: dieser Platz, Platz einstellen, Reihe aufrufen, zweite Stufe, Verbindung.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1881	f67r2	f67r2	f67r2.56	tol	f67r2	zwei lokale Himmelsraeder	T+OL	zwei lokale Himmelsraeder: Platz einstellen, gleiche Reihe weiter.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1882	f67r2	f67r2	f67r2.56	daiin	f67r2	zwei lokale Himmelsraeder	AIIN	zwei lokale Himmelsraeder: verzeichneter Sollwert.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1883	f67r2	f67r2	f67r2.57	otar	f67r2	zwei lokale Himmelsraeder	OT+AR	zwei lokale Himmelsraeder: nächster Platz, Quell- oder Bezugsstelle.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1884	f67r2	f67r2	f67r2.57	dy	f67r2	zwei lokale Himmelsraeder	Y	zwei lokale Himmelsraeder: dieser Platz.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1885	f67r2	f67r2	f67r2.58	cho	f67r2	zwei lokale Himmelsraeder	HO	zwei lokale Himmelsraeder: Teil.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1886	f67r2	f67r2	f67r2.58	dal	f67r2	zwei lokale Himmelsraeder	AL	zwei lokale Himmelsraeder: Zielplatz.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1887	f67r2	f67r2	f67r2.58	g	f67r2	zwei lokale Himmelsraeder	G_LABEL	zwei lokale Himmelsraeder: g-Zeichen.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1888	f67r2	f67r2	f67r2.59	ytchodly	f67r2	zwei lokale Himmelsraeder	Y+T+CH+O+D_ADDR+L+Y	zwei lokale Himmelsraeder: dieser Platz, Platz einstellen, Klassenkennung, Reihe aufrufen, Unterplatz, Verbindung, dieser Platz.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1889	f67r2	f67r2	f67r2.60	octhys	f67r2	zwei lokale Himmelsraeder	O+CTH+Y+S	zwei lokale Himmelsraeder: Reihe aufrufen, Bereitschaftsklasse, dieser Platz, Klasse wählen.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1890	f67r2	f67r2	f67r2.61	ytokar	f67r2	zwei lokale Himmelsraeder	Y+T+OK+AR	zwei lokale Himmelsraeder: dieser Platz, Platz einstellen, Platz aktivieren, Quell- oder Bezugsstelle.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1891	f67r2	f67r2	f67r2.62	otolor	f67r2	zwei lokale Himmelsraeder	OT+OL+OR	zwei lokale Himmelsraeder: nächster Platz, gleiche Reihe weiter, Eintragsklasse.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1892	f67r2	f67r2	f67r2.63	okodar	f67r2	zwei lokale Himmelsraeder	OK+O+DA+R	zwei lokale Himmelsraeder: Platz aktivieren, Reihe aufrufen, zweite Stufe, Zustandsmarke.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1893	f67r2	f67r2	f67r2.64	s	f67r2	zwei lokale Himmelsraeder	S	zwei lokale Himmelsraeder: Klasse wählen.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1894	f67r2	f67r2	f67r2.64	air	f67r2	zwei lokale Himmelsraeder	AIR	zwei lokale Himmelsraeder: Ringlauf.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1895	f67r2	f67r2	f67r2.65	soear	f67r2	zwei lokale Himmelsraeder	S+O+E+AR	zwei lokale Himmelsraeder: Klasse wählen, Reihe aufrufen, erster Grad, Quell- oder Bezugsstelle.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1896	f67r2	f67r2	f67r2.66	cpheey	f67r2	zwei lokale Himmelsraeder	CPH+EE+Y	zwei lokale Himmelsraeder: Gegenplatz, zweiter Grad, dieser Platz.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1897	f67r2	f67r2	f67r2.67	okodar	f67r2	zwei lokale Himmelsraeder	OK+O+DA+R	zwei lokale Himmelsraeder: Platz aktivieren, Reihe aufrufen, zweite Stufe, Zustandsmarke.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1898	f67r2	f67r2	f67r2.68	oepchod	f67r2	zwei lokale Himmelsraeder	O+E+P+CH+O+D_ADDR	zwei lokale Himmelsraeder: Reihe aufrufen, erster Grad, Eintrag beginnen, Klassenkennung, Reihe aufrufen, Unterplatz.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1899	f67r2	f67r2	f67r2.69	s	f67r2	zwei lokale Himmelsraeder	S	zwei lokale Himmelsraeder: Klasse wählen.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1900	f67r2	f67r2	f67r2.69	ay	f67r2	zwei lokale Himmelsraeder	A_ADDR+Y	zwei lokale Himmelsraeder: lokale Adresse, dieser Platz.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1901	f67r2	f67r2	f67r2.70	osar	f67r2	zwei lokale Himmelsraeder	O+S+AR	zwei lokale Himmelsraeder: Reihe aufrufen, Klasse wählen, Quell- oder Bezugsstelle.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1902	f67r2	f67r2	f67r2.71	oran	f67r2	zwei lokale Himmelsraeder	OR+AN	zwei lokale Himmelsraeder: Eintragsklasse, Zusatzklasse.	ZWEI_HIMMELSRAD_REGISTER	UNCHANGED
P912-E1970	f68r1	f68r1	f68r1.8	okodaly	f68r1	mehrteiliger Sternatlas mit lokalen Zentren	OK+O+DA+L+Y	mehrteiliger Sternatlas mit lokalen Zentren: Platz aktivieren, Reihe aufrufen, zweite Stufe, Verbindung, dieser Platz.	MEHRTEILIGER_STERNATLAS	UNCHANGED
P912-E1971	f68r1	f68r1	f68r1.9	odchecthy	f68r1	mehrteiliger Sternatlas mit lokalen Zentren	O+D_ADDR+CH+E+CTH+Y	mehrteiliger Sternatlas mit lokalen Zentren: Reihe aufrufen, Unterplatz, Klassenkennung, erster Grad, Bereitschaftsklasse, dieser Platz.	MEHRTEILIGER_STERNATLAS	UNCHANGED
P912-E1972	f68r1	f68r1	f68r1.10	otcheody	f68r1	mehrteiliger Sternatlas mit lokalen Zentren	OT+CHEO+D_ADDR+Y	mehrteiliger Sternatlas mit lokalen Zentren: nächster Platz, lokaler Eintrag, Unterplatz, dieser Platz.	MEHRTEILIGER_STERNATLAS	UNCHANGED
P912-E1973	f68r1	f68r1	f68r1.11	okoaly	f68r1	mehrteiliger Sternatlas mit lokalen Zentren	OK+O+AL+Y	mehrteiliger Sternatlas mit lokalen Zentren: Platz aktivieren, Reihe aufrufen, Zielplatz, dieser Platz.	MEHRTEILIGER_STERNATLAS	UNCHANGED
P912-E1974	f68r1	f68r1	f68r1.12	chocfhy	f68r1	mehrteiliger Sternatlas mit lokalen Zentren	CH+O+CFH+Y	mehrteiliger Sternatlas mit lokalen Zentren: Klassenkennung, Reihe aufrufen, Trennklasse, dieser Platz.	MEHRTEILIGER_STERNATLAS	UNCHANGED
P912-E1975	f68r1	f68r1	f68r1.13	octhey	f68r1	mehrteiliger Sternatlas mit lokalen Zentren	O+CTH+E+Y	mehrteiliger Sternatlas mit lokalen Zentren: Reihe aufrufen, Bereitschaftsklasse, erster Grad, dieser Platz.	MEHRTEILIGER_STERNATLAS	UNCHANGED
