fragment_id	source_case	surviving_cards	source_positions	surface_fragment	card_fragment	matching_cases	matching_case_count	unique_case_recovery	owner_or_margin_needed
C2_K4_09	C2	4	1|3|5|6	cthy qoctholy qokal qokeeedy	PROC014|PROC018|PROC048|PROC119	C2	1	YES	NO
C2_K4_10	C2	4	1|4|5|6	cthy ches qokal qokeeedy	PROC014|PROC124|PROC048|PROC119	C2	1	YES	NO
C2_K4_11	C2	4	2|3|4|5	cthaiin qoctholy ches qokal	PROC017|PROC018|PROC124|PROC048	C2	1	YES	NO
C2_K4_12	C2	4	2|3|4|6	cthaiin qoctholy ches qokeeedy	PROC017|PROC018|PROC124|PROC119	C2	1	YES	NO
C2_K4_13	C2	4	2|3|5|6	cthaiin qoctholy qokal qokeeedy	PROC017|PROC018|PROC048|PROC119	C2	1	YES	NO
C2_K4_14	C2	4	2|4|5|6	cthaiin ches qokal qokeeedy	PROC017|PROC124|PROC048|PROC119	C2	1	YES	NO
C2_K4_15	C2	4	3|4|5|6	qoctholy ches qokal qokeeedy	PROC018|PROC124|PROC048|PROC119	C2	1	YES	NO
C2_K5_01	C2	5	1|2|3|4|5	cthy cthaiin qoctholy ches qokal	PROC014|PROC017|PROC018|PROC124|PROC048	C2	1	YES	NO
C2_K5_02	C2	5	1|2|3|4|6	cthy cthaiin qoctholy ches qokeeedy	PROC014|PROC017|PROC018|PROC124|PROC119	C2	1	YES	NO
C2_K5_03	C2	5	1|2|3|5|6	cthy cthaiin qoctholy qokal qokeeedy	PROC014|PROC017|PROC018|PROC048|PROC119	C2	1	YES	NO
C2_K5_04	C2	5	1|2|4|5|6	cthy cthaiin ches qokal qokeeedy	PROC014|PROC017|PROC124|PROC048|PROC119	C2	1	YES	NO
C2_K5_05	C2	5	1|3|4|5|6	cthy qoctholy ches qokal qokeeedy	PROC014|PROC018|PROC124|PROC048|PROC119	C2	1	YES	NO
C2_K5_06	C2	5	2|3|4|5|6	cthaiin qoctholy ches qokal qokeeedy	PROC017|PROC018|PROC124|PROC048|PROC119	C2	1	YES	NO
C2_K6_01	C2	6	1|2|3|4|5|6	cthy cthaiin qoctholy ches qokal qokeeedy	PROC014|PROC017|PROC018|PROC124|PROC048|PROC119	C2	1	YES	NO
C3_K1_01	C3	1	1	cfhy	PROC028	C3	1	YES	NO
C3_K1_02	C3	1	2	cphy	PROC030	C3	1	YES	NO
C3_K1_03	C3	1	3	qokaiin	PROC038	C1|C3|C4|C5	4	NO	YES
C3_K1_04	C3	1	4	qokal	PROC048	C1|C2|C3|C4	4	NO	YES
C3_K1_05	C3	1	5	shey	PROC031	C1|C3	2	NO	YES
C3_K1_06	C3	1	6	shedy	PROC078	C1|C3|C5	3	NO	YES
C3_K2_01	C3	2	1|2	cfhy cphy	PROC028|PROC030	C3	1	YES	NO
C3_K2_02	C3	2	1|3	cfhy qokaiin	PROC028|PROC038	C3	1	YES	NO
C3_K2_03	C3	2	1|4	cfhy qokal	PROC028|PROC048	C3	1	YES	NO
C3_K2_04	C3	2	1|5	cfhy shey	PROC028|PROC031	C3	1	YES	NO
C3_K2_05	C3	2	1|6	cfhy shedy	PROC028|PROC078	C3	1	YES	NO
C3_K2_06	C3	2	2|3	cphy qokaiin	PROC030|PROC038	C3	1	YES	NO
C3_K2_07	C3	2	2|4	cphy qokal	PROC030|PROC048	C3	1	YES	NO
C3_K2_08	C3	2	2|5	cphy shey	PROC030|PROC031	C3	1	YES	NO
C3_K2_09	C3	2	2|6	cphy shedy	PROC030|PROC078	C3	1	YES	NO
C3_K2_10	C3	2	3|4	qokaiin qokal	PROC038|PROC048	C1|C3|C4	3	NO	YES
C3_K2_11	C3	2	3|5	qokaiin shey	PROC038|PROC031	C1|C3	2	NO	YES
C3_K2_12	C3	2	3|6	qokaiin shedy	PROC038|PROC078	C1|C3|C5	3	NO	YES
C3_K2_13	C3	2	4|5	qokal shey	PROC048|PROC031	C1|C3	2	NO	YES
C3_K2_14	C3	2	4|6	qokal shedy	PROC048|PROC078	C1|C3	2	NO	YES
C3_K2_15	C3	2	5|6	shey shedy	PROC031|PROC078	C1|C3	2	NO	YES
C3_K3_01	C3	3	1|2|3	cfhy cphy qokaiin	PROC028|PROC030|PROC038	C3	1	YES	NO
C3_K3_02	C3	3	1|2|4	cfhy cphy qokal	PROC028|PROC030|PROC048	C3	1	YES	NO
C3_K3_03	C3	3	1|2|5	cfhy cphy shey	PROC028|PROC030|PROC031	C3	1	YES	NO
C3_K3_04	C3	3	1|2|6	cfhy cphy shedy	PROC028|PROC030|PROC078	C3	1	YES	NO
C3_K3_05	C3	3	1|3|4	cfhy qokaiin qokal	PROC028|PROC038|PROC048	C3	1	YES	NO
C3_K3_06	C3	3	1|3|5	cfhy qokaiin shey	PROC028|PROC038|PROC031	C3	1	YES	NO
C3_K3_07	C3	3	1|3|6	cfhy qokaiin shedy	PROC028|PROC038|PROC078	C3	1	YES	NO
C3_K3_08	C3	3	1|4|5	cfhy qokal shey	PROC028|PROC048|PROC031	C3	1	YES	NO
C3_K3_09	C3	3	1|4|6	cfhy qokal shedy	PROC028|PROC048|PROC078	C3	1	YES	NO
C3_K3_10	C3	3	1|5|6	cfhy shey shedy	PROC028|PROC031|PROC078	C3	1	YES	NO
C3_K3_11	C3	3	2|3|4	cphy qokaiin qokal	PROC030|PROC038|PROC048	C3	1	YES	NO
C3_K3_12	C3	3	2|3|5	cphy qokaiin shey	PROC030|PROC038|PROC031	C3	1	YES	NO
C3_K3_13	C3	3	2|3|6	cphy qokaiin shedy	PROC030|PROC038|PROC078	C3	1	YES	NO
C3_K3_14	C3	3	2|4|5	cphy qokal shey	PROC030|PROC048|PROC031	C3	1	YES	NO
C3_K3_15	C3	3	2|4|6	cphy qokal shedy	PROC030|PROC048|PROC078	C3	1	YES	NO
C3_K3_16	C3	3	2|5|6	cphy shey shedy	PROC030|PROC031|PROC078	C3	1	YES	NO
C3_K3_17	C3	3	3|4|5	qokaiin qokal shey	PROC038|PROC048|PROC031	C1|C3	2	NO	YES
C3_K3_18	C3	3	3|4|6	qokaiin qokal shedy	PROC038|PROC048|PROC078	C1|C3	2	NO	YES
C3_K3_19	C3	3	3|5|6	qokaiin shey shedy	PROC038|PROC031|PROC078	C1|C3	2	NO	YES
C3_K3_20	C3	3	4|5|6	qokal shey shedy	PROC048|PROC031|PROC078	C1|C3	2	NO	YES
C3_K4_01	C3	4	1|2|3|4	cfhy cphy qokaiin qokal	PROC028|PROC030|PROC038|PROC048	C3	1	YES	NO
C3_K4_02	C3	4	1|2|3|5	cfhy cphy qokaiin shey	PROC028|PROC030|PROC038|PROC031	C3	1	YES	NO
C3_K4_03	C3	4	1|2|3|6	cfhy cphy qokaiin shedy	PROC028|PROC030|PROC038|PROC078	C3	1	YES	NO
C3_K4_04	C3	4	1|2|4|5	cfhy cphy qokal shey	PROC028|PROC030|PROC048|PROC031	C3	1	YES	NO
C3_K4_05	C3	4	1|2|4|6	cfhy cphy qokal shedy	PROC028|PROC030|PROC048|PROC078	C3	1	YES	NO
C3_K4_06	C3	4	1|2|5|6	cfhy cphy shey shedy	PROC028|PROC030|PROC031|PROC078	C3	1	YES	NO
C3_K4_07	C3	4	1|3|4|5	cfhy qokaiin qokal shey	PROC028|PROC038|PROC048|PROC031	C3	1	YES	NO
C3_K4_08	C3	4	1|3|4|6	cfhy qokaiin qokal shedy	PROC028|PROC038|PROC048|PROC078	C3	1	YES	NO
C3_K4_09	C3	4	1|3|5|6	cfhy qokaiin shey shedy	PROC028|PROC038|PROC031|PROC078	C3	1	YES	NO
C3_K4_10	C3	4	1|4|5|6	cfhy qokal shey shedy	PROC028|PROC048|PROC031|PROC078	C3	1	YES	NO
C3_K4_11	C3	4	2|3|4|5	cphy qokaiin qokal shey	PROC030|PROC038|PROC048|PROC031	C3	1	YES	NO
C3_K4_12	C3	4	2|3|4|6	cphy qokaiin qokal shedy	PROC030|PROC038|PROC048|PROC078	C3	1	YES	NO
C3_K4_13	C3	4	2|3|5|6	cphy qokaiin shey shedy	PROC030|PROC038|PROC031|PROC078	C3	1	YES	NO
C3_K4_14	C3	4	2|4|5|6	cphy qokal shey shedy	PROC030|PROC048|PROC031|PROC078	C3	1	YES	NO
C3_K4_15	C3	4	3|4|5|6	qokaiin qokal shey shedy	PROC038|PROC048|PROC031|PROC078	C1|C3	2	NO	YES
C3_K5_01	C3	5	1|2|3|4|5	cfhy cphy qokaiin qokal shey	PROC028|PROC030|PROC038|PROC048|PROC031	C3	1	YES	NO
C3_K5_02	C3	5	1|2|3|4|6	cfhy cphy qokaiin qokal shedy	PROC028|PROC030|PROC038|PROC048|PROC078	C3	1	YES	NO
C3_K5_03	C3	5	1|2|3|5|6	cfhy cphy qokaiin shey shedy	PROC028|PROC030|PROC038|PROC031|PROC078	C3	1	YES	NO
C3_K5_04	C3	5	1|2|4|5|6	cfhy cphy qokal shey shedy	PROC028|PROC030|PROC048|PROC031|PROC078	C3	1	YES	NO
C3_K5_05	C3	5	1|3|4|5|6	cfhy qokaiin qokal shey shedy	PROC028|PROC038|PROC048|PROC031|PROC078	C3	1	YES	NO
C3_K5_06	C3	5	2|3|4|5|6	cphy qokaiin qokal shey shedy	PROC030|PROC038|PROC048|PROC031|PROC078	C3	1	YES	NO
C3_K6_01	C3	6	1|2|3|4|5|6	cfhy cphy qokaiin qokal shey shedy	PROC028|PROC030|PROC038|PROC048|PROC031|PROC078	C3	1	YES	NO
C4_K1_01	C4	1	1	qokaiin	PROC038	C1|C3|C4|C5	4	NO	YES
C4_K1_02	C4	1	2	qokain	PROC080	C4	1	YES	NO
C4_K1_03	C4	1	3	ykan	PROC040	C4	1	YES	NO
C4_K1_04	C4	1	4	qokal	PROC048	C1|C2|C3|C4	4	NO	YES
C4_K1_05	C4	1	5	qokylddy	PROC155	C4	1	YES	NO
C4_K1_06	C4	1	6	talam	PROC043	C4	1	YES	NO
C4_K2_01	C4	2	1|2	qokaiin qokain	PROC038|PROC080	C4	1	YES	NO
C4_K2_02	C4	2	1|3	qokaiin ykan	PROC038|PROC040	C4	1	YES	NO
C4_K2_03	C4	2	1|4	qokaiin qokal	PROC038|PROC048	C1|C3|C4	3	NO	YES
C4_K2_04	C4	2	1|5	qokaiin qokylddy	PROC038|PROC155	C4	1	YES	NO
C4_K2_05	C4	2	1|6	qokaiin talam	PROC038|PROC043	C4	1	YES	NO
C4_K2_06	C4	2	2|3	qokain ykan	PROC080|PROC040	C4	1	YES	NO
C4_K2_07	C4	2	2|4	qokain qokal	PROC080|PROC048	C4	1	YES	NO
C4_K2_08	C4	2	2|5	qokain qokylddy	PROC080|PROC155	C4	1	YES	NO
C4_K2_09	C4	2	2|6	qokain talam	PROC080|PROC043	C4	1	YES	NO
C4_K2_10	C4	2	3|4	ykan qokal	PROC040|PROC048	C4	1	YES	NO
C4_K2_11	C4	2	3|5	ykan qokylddy	PROC040|PROC155	C4	1	YES	NO
C4_K2_12	C4	2	3|6	ykan talam	PROC040|PROC043	C4	1	YES	NO
C4_K2_13	C4	2	4|5	qokal qokylddy	PROC048|PROC155	C4	1	YES	NO
C4_K2_14	C4	2	4|6	qokal talam	PROC048|PROC043	C4	1	YES	NO
C4_K2_15	C4	2	5|6	qokylddy talam	PROC155|PROC043	C4	1	YES	NO
C4_K3_01	C4	3	1|2|3	qokaiin qokain ykan	PROC038|PROC080|PROC040	C4	1	YES	NO
C4_K3_02	C4	3	1|2|4	qokaiin qokain qokal	PROC038|PROC080|PROC048	C4	1	YES	NO
C4_K3_03	C4	3	1|2|5	qokaiin qokain qokylddy	PROC038|PROC080|PROC155	C4	1	YES	NO
C4_K3_04	C4	3	1|2|6	qokaiin qokain talam	PROC038|PROC080|PROC043	C4	1	YES	NO
C4_K3_05	C4	3	1|3|4	qokaiin ykan qokal	PROC038|PROC040|PROC048	C4	1	YES	NO
C4_K3_06	C4	3	1|3|5	qokaiin ykan qokylddy	PROC038|PROC040|PROC155	C4	1	YES	NO
C4_K3_07	C4	3	1|3|6	qokaiin ykan talam	PROC038|PROC040|PROC043	C4	1	YES	NO
C4_K3_08	C4	3	1|4|5	qokaiin qokal qokylddy	PROC038|PROC048|PROC155	C4	1	YES	NO
C4_K3_09	C4	3	1|4|6	qokaiin qokal talam	PROC038|PROC048|PROC043	C4	1	YES	NO
C4_K3_10	C4	3	1|5|6	qokaiin qokylddy talam	PROC038|PROC155|PROC043	C4	1	YES	NO
C4_K3_11	C4	3	2|3|4	qokain ykan qokal	PROC080|PROC040|PROC048	C4	1	YES	NO
C4_K3_12	C4	3	2|3|5	qokain ykan qokylddy	PROC080|PROC040|PROC155	C4	1	YES	NO
C4_K3_13	C4	3	2|3|6	qokain ykan talam	PROC080|PROC040|PROC043	C4	1	YES	NO
C4_K3_14	C4	3	2|4|5	qokain qokal qokylddy	PROC080|PROC048|PROC155	C4	1	YES	NO
C4_K3_15	C4	3	2|4|6	qokain qokal talam	PROC080|PROC048|PROC043	C4	1	YES	NO
C4_K3_16	C4	3	2|5|6	qokain qokylddy talam	PROC080|PROC155|PROC043	C4	1	YES	NO
C4_K3_17	C4	3	3|4|5	ykan qokal qokylddy	PROC040|PROC048|PROC155	C4	1	YES	NO
C4_K3_18	C4	3	3|4|6	ykan qokal talam	PROC040|PROC048|PROC043	C4	1	YES	NO
C4_K3_19	C4	3	3|5|6	ykan qokylddy talam	PROC040|PROC155|PROC043	C4	1	YES	NO
C4_K3_20	C4	3	4|5|6	qokal qokylddy talam	PROC048|PROC155|PROC043	C4	1	YES	NO
C4_K4_01	C4	4	1|2|3|4	qokaiin qokain ykan qokal	PROC038|PROC080|PROC040|PROC048	C4	1	YES	NO
C4_K4_02	C4	4	1|2|3|5	qokaiin qokain ykan qokylddy	PROC038|PROC080|PROC040|PROC155	C4	1	YES	NO
C4_K4_03	C4	4	1|2|3|6	qokaiin qokain ykan talam	PROC038|PROC080|PROC040|PROC043	C4	1	YES	NO
C4_K4_04	C4	4	1|2|4|5	qokaiin qokain qokal qokylddy	PROC038|PROC080|PROC048|PROC155	C4	1	YES	NO
C4_K4_05	C4	4	1|2|4|6	qokaiin qokain qokal talam	PROC038|PROC080|PROC048|PROC043	C4	1	YES	NO
C4_K4_06	C4	4	1|2|5|6	qokaiin qokain qokylddy talam	PROC038|PROC080|PROC155|PROC043	C4	1	YES	NO
C4_K4_07	C4	4	1|3|4|5	qokaiin ykan qokal qokylddy	PROC038|PROC040|PROC048|PROC155	C4	1	YES	NO
C4_K4_08	C4	4	1|3|4|6	qokaiin ykan qokal talam	PROC038|PROC040|PROC048|PROC043	C4	1	YES	NO
C4_K4_09	C4	4	1|3|5|6	qokaiin ykan qokylddy talam	PROC038|PROC040|PROC155|PROC043	C4	1	YES	NO
C4_K4_10	C4	4	1|4|5|6	qokaiin qokal qokylddy talam	PROC038|PROC048|PROC155|PROC043	C4	1	YES	NO
C4_K4_11	C4	4	2|3|4|5	qokain ykan qokal qokylddy	PROC080|PROC040|PROC048|PROC155	C4	1	YES	NO
C4_K4_12	C4	4	2|3|4|6	qokain ykan qokal talam	PROC080|PROC040|PROC048|PROC043	C4	1	YES	NO
C4_K4_13	C4	4	2|3|5|6	qokain ykan qokylddy talam	PROC080|PROC040|PROC155|PROC043	C4	1	YES	NO
C4_K4_14	C4	4	2|4|5|6	qokain qokal qokylddy talam	PROC080|PROC048|PROC155|PROC043	C4	1	YES	NO
