cell_ordinal	register	gdt584_rule_id	carrier_root	portable_core	assignment_count	host_count	page_count	pages	strict_selection_signature_count	selected_lemmas_de	carrier_root_signatures	packet_rules	exact_foreign_assignment_count	same_cell_foreign_assignment_count	register_root_fallback_assignment_count	page_private_assignment_count	cell_mobility_profile	example_carrier_slot_ids	guard
15	HERBAL	CHD_HP_MATERIAL_COMMINUTE	AIN	ANTEIL	2	2	2	f55v|f95v	2	Pflanzenportion	AIN|Y+AIN	DEFAULT_GDT584_OBJECT_COMPOSITION	0	2	0	0	CROSS_PAGE_CELL_DIFFERENT_SIGNATURES	RUNNING:G407-E0692@4|RUNNING:G407-E4548@2	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
16	HERBAL	CHD_HP_MATERIAL_COMMINUTE	OR	EINHEIT	1	1	1	f95v	1	Pflanzenansatz	Y+OR	DEFAULT_GDT584_OBJECT_COMPOSITION	0	0	1	0	SINGLE_PAGE_CELL_REGISTER_ROOT_FALLBACK	RUNNING:G407-E4411@2	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
17	HERBAL	CHD_HP_WET_EXTRACT_PROCESS	Y	POSTEN	4	4	3	f31r|f55v|f95v	1	Pflanzenmaterial	Y+AIIN	DEFAULT_GDT584_OBJECT_COMPOSITION	4	0	0	0	EVERY_ASSIGNMENT_EXACT_OTHER_PAGE	RUNNING:G407-E0727@2|RUNNING:G407-E4403@4|RUNNING:G407-E4566@4|RUNNING:G515-E0245@2	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
18	HERBAL	CHD_HP_WET_EXTRACT_PROCESS	AIIN	WERT	4	4	3	f31r|f55v|f95v	1	Pflanzenauszug	Y+AIIN	DEFAULT_GDT584_OBJECT_COMPOSITION	4	0	0	0	EVERY_ASSIGNMENT_EXACT_OTHER_PAGE	RUNNING:G407-E0726@1|RUNNING:G407-E4402@4|RUNNING:G407-E4567@2|RUNNING:G515-E0246@1	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
19	HERBAL	CHD_HP_WET_TRITURATE	Y	POSTEN	4	4	4	f24v|f31r|f55v|f95v	1	Pflanzenmaterial	Y	DEFAULT_GDT584_OBJECT_COMPOSITION	4	0	0	0	EVERY_ASSIGNMENT_EXACT_OTHER_PAGE	RUNNING:G407-E0688@3|RUNNING:G407-E0718@3|RUNNING:G407-E4485@2|RUNNING:G515-E0183@2	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
20	HERBAL	CHD_REST_PROCESS	AIIN	WERT	5	4	2	f31r|f95v	2	Pflanzenauszug	AIIN|AIIN+AIN	DEFAULT_GDT584_OBJECT_COMPOSITION	3	2	0	0	PARTIAL_EXACT_OTHER_PAGE	RUNNING:G407-E4462@5|RUNNING:G407-E4549@2|RUNNING:G407-E4551@1|RUNNING:G407-E4570@3|RUNNING:G515-E0236@2	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
21	HERBAL	CHD_REST_PROCESS	AIN	ANTEIL	1	1	1	f95v	1	Pflanzenportion	AIIN+AIN	DEFAULT_GDT584_OBJECT_COMPOSITION	0	0	1	0	SINGLE_PAGE_CELL_REGISTER_ROOT_FALLBACK	RUNNING:G407-E4550@2	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
22	HERBAL	SH_CH_BRIDGE_HOLD	Y	POSTEN	2	2	2	f10r|f17r	2	Pflanzenmaterial	Y|Y+OR	DEFAULT_GDT584_OBJECT_COMPOSITION	0	2	0	0	CROSS_PAGE_CELL_DIFFERENT_SIGNATURES	RUNNING:G407-E0299@2|RUNNING:G407-E0494@5	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
23	HERBAL	SH_CH_BRIDGE_HOLD	OR	EINHEIT	2	1	1	f10r	1	Pflanzeneinheit	Y+OR	DEFAULT_GDT584_OBJECT_COMPOSITION	0	0	2	0	SINGLE_PAGE_CELL_REGISTER_ROOT_FALLBACK	RUNNING:G407-E0298@5|RUNNING:G407-E0300@2	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
24	HERBAL	SH_HP_EXTRACT_STEEP	Y	POSTEN	4	4	3	f11r|f20v|f95v	2	Pflanzenmaterial	Y+AIIN|Y+AIIN+AIN	DEFAULT_GDT584_OBJECT_COMPOSITION	3	1	0	0	PARTIAL_EXACT_OTHER_PAGE	RUNNING:G407-E0310@2|RUNNING:G407-E0318@3|RUNNING:G407-E4451@1|RUNNING:G515-E0128@1	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
25	HERBAL	SH_HP_EXTRACT_STEEP	AIIN	WERT	10	10	5	f11r|f13r|f18r|f20v|f95v	4	Pflanzenauszug	AIIN|AIIN+OR|Y+AIIN|Y+AIIN+AIN	DEFAULT_GDT584_OBJECT_COMPOSITION	9	1	0	0	PARTIAL_EXACT_OTHER_PAGE	RUNNING:G407-E0310@3|RUNNING:G407-E0319@1|RUNNING:G407-E0389@2|RUNNING:G407-E0566@2|RUNNING:G407-E0597@2|RUNNING:G407-E4405@3	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
26	HERBAL	SH_HP_EXTRACT_STEEP	AIN	ANTEIL	1	1	1	f95v	1	Pflanzenportion	Y+AIIN+AIN	DEFAULT_GDT584_OBJECT_COMPOSITION	0	0	1	0	SINGLE_PAGE_CELL_REGISTER_ROOT_FALLBACK	RUNNING:G407-E4449@3	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
27	HERBAL	SH_HP_EXTRACT_STEEP	OR	EINHEIT	2	2	2	f20v|f95v	1	Pflanzeneinheit	AIIN+OR	DEFAULT_GDT584_OBJECT_COMPOSITION	2	0	0	0	EVERY_ASSIGNMENT_EXACT_OTHER_PAGE	RUNNING:G407-E4406@2|RUNNING:G515-E0095@1	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
28	HERBAL	SH_HP_SETTLE_BEFORE_STRAIN	Y	POSTEN	1	1	1	f95v	1	Pflanzenmaterial	Y	DEFAULT_GDT584_OBJECT_COMPOSITION	0	0	1	0	SINGLE_PAGE_CELL_REGISTER_ROOT_FALLBACK	RUNNING:G407-E4562@5	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
29	HERBAL	SH_HP_SETTLE_BEFORE_STRAIN	OR	EINHEIT	1	1	1	f18r	1	Pflanzenansatz	OR	DEFAULT_GDT584_OBJECT_COMPOSITION	0	0	1	0	SINGLE_PAGE_CELL_REGISTER_ROOT_FALLBACK	RUNNING:G407-E0582@2	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
30	HERBAL	SH_HP_SOAK	Y	POSTEN	20	19	7	f11r|f13r|f20v|f24v|f31r|f4r|f95v	2	Pflanzenmaterial	Y|Y+OR	DEFAULT_GDT584_OBJECT_COMPOSITION	20	0	0	0	EVERY_ASSIGNMENT_EXACT_OTHER_PAGE	RUNNING:G407-E0312@3|RUNNING:G407-E0401@1|RUNNING:G407-E0434@3|RUNNING:G407-E0684@1|RUNNING:G407-E4463@3|RUNNING:G407-E4484@5	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
31	HERBAL	SH_HP_SOAK	AIN	ANTEIL	1	1	1	f95v	1	Pflanzenportion	AIN	DEFAULT_GDT584_OBJECT_COMPOSITION	0	0	1	0	SINGLE_PAGE_CELL_REGISTER_ROOT_FALLBACK	RUNNING:G407-E4573@3	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
32	HERBAL	SH_HP_SOAK	OR	EINHEIT	2	2	2	f13r|f4r	1	Pflanzeneinheit	Y+OR	DEFAULT_GDT584_OBJECT_COMPOSITION	2	0	0	0	EVERY_ASSIGNMENT_EXACT_OTHER_PAGE	RUNNING:G407-E0400@2|RUNNING:G515-E0058@3	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
33	HERBAL	SH_HP_UNIT_HOLD	OR	EINHEIT	1	1	1	f18r	1	Pflanzeneinheit	OR	DEFAULT_GDT584_OBJECT_COMPOSITION	0	0	1	0	SINGLE_PAGE_CELL_REGISTER_ROOT_FALLBACK	RUNNING:G407-E0565@3	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
34	HERBAL	SH_REST_HOLD	Y	POSTEN	9	8	5	f13r|f18r|f20v|f4r|f95v	1	Pflanzenmaterial	Y	DEFAULT_GDT584_OBJECT_COMPOSITION	9	0	0	0	EVERY_ASSIGNMENT_EXACT_OTHER_PAGE	RUNNING:G407-E0369@1|RUNNING:G407-E0568@4|RUNNING:G407-E4461@5|RUNNING:G407-E4505@3|RUNNING:G515-E0037@2|RUNNING:G515-E0055@2	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
35	HERBAL	SH_REST_HOLD	AIN	ANTEIL	2	2	2	f20v|f4r	1	Pflanzenportion	AIN	DEFAULT_GDT584_OBJECT_COMPOSITION	2	0	0	0	EVERY_ASSIGNMENT_EXACT_OTHER_PAGE	RUNNING:G515-E0025@2|RUNNING:G515-E0124@2	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
36	HERBAL	SH_REST_HOLD	OR	EINHEIT	13	13	9	f10r|f11r|f13r|f17r|f18r|f20v|f31r|f4r|f95v	1	Pflanzeneinheit	OR	DEFAULT_GDT584_OBJECT_COMPOSITION	13	0	0	0	EVERY_ASSIGNMENT_EXACT_OTHER_PAGE	RUNNING:G407-E0216@2|RUNNING:G407-E0286@2|RUNNING:G407-E0340@2|RUNNING:G407-E0341@2|RUNNING:G407-E0366@4|RUNNING:G407-E0481@2	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
37	HERBAL	S_HP_SEPARATE	Y	POSTEN	10	9	5	f11r|f13r|f17r|f24v|f56r	1	Pflanzenmaterial	Y	DEFAULT_GDT584_OBJECT_COMPOSITION	10	0	0	0	EVERY_ASSIGNMENT_EXACT_OTHER_PAGE	RUNNING:G407-E0353@1|RUNNING:G407-E0385@1|RUNNING:G407-E0387@1|RUNNING:G407-E0440@3|RUNNING:G407-E0502@3|RUNNING:G407-E0616@1	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
38	HERBAL	S_HP_SIEVE	Y	POSTEN	3	3	2	f17r|f24v	3	Pflanzenmaterial	Y+AIN|Y+AIN+OR|Y+OR	DEFAULT_GDT584_OBJECT_COMPOSITION	0	3	0	0	CROSS_PAGE_CELL_DIFFERENT_SIGNATURES	RUNNING:G407-E0464@1|RUNNING:G407-E0511@1|RUNNING:G407-E0653@1	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
39	HERBAL	S_HP_SIEVE	AIN	ANTEIL	5	5	4	f10r|f17r|f24v|f95v	3	Pflanzenportion	AIN|Y+AIN|Y+AIN+OR	DEFAULT_GDT584_OBJECT_COMPOSITION	3	2	0	0	PARTIAL_EXACT_OTHER_PAGE	RUNNING:G407-E0296@3|RUNNING:G407-E0510@2|RUNNING:G407-E0652@2|RUNNING:G407-E4458@2|RUNNING:G407-E4544@2	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
40	HERBAL	S_HP_SIEVE	OR	EINHEIT	3	3	3	f10r|f17r|f24v	3	Pflanzenansatz	OR|Y+AIN+OR|Y+OR	DEFAULT_GDT584_OBJECT_COMPOSITION	0	3	0	0	CROSS_PAGE_CELL_DIFFERENT_SIGNATURES	RUNNING:G407-E0244@2|RUNNING:G407-E0463@1|RUNNING:G407-E0655@1	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
41	HERBAL	S_HP_STAGE_SEPARATE	OR	EINHEIT	1	1	1	f31r	1	Pflanzenansatz	OR	DEFAULT_GDT584_OBJECT_COMPOSITION	0	0	1	0	SINGLE_PAGE_CELL_REGISTER_ROOT_FALLBACK	RUNNING:G515-E0244@1	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
42	HERBAL	S_HP_STRAIN	Y	POSTEN	2	2	2	f11r|f31r	1	Pflanzenmaterial	Y+AIIN	HP_EXTRACT_OF_MATERIAL	2	0	0	0	EVERY_ASSIGNMENT_EXACT_OTHER_PAGE	RUNNING:G407-E0362@2|RUNNING:G515-E0176@1	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
43	HERBAL	S_HP_STRAIN	AIIN	WERT	18	17	7	f11r|f18r|f20v|f24v|f31r|f55v|f95v	3	Pflanzenauszug	AIIN|AIIN+OR|Y+AIIN	HP_EXTRACT_OF_MATERIAL	18	0	0	0	EVERY_ASSIGNMENT_EXACT_OTHER_PAGE	RUNNING:G407-E0361@1|RUNNING:G407-E0586@3|RUNNING:G407-E0638@2|RUNNING:G407-E0709@1|RUNNING:G407-E0769@1|RUNNING:G407-E0794@1	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
44	HERBAL	S_HP_STRAIN	OR	EINHEIT	3	2	2	f24v|f95v	1	Pflanzenansatz	AIIN+OR	HP_EXTRACT_OF_MATERIAL	3	0	0	0	EVERY_ASSIGNMENT_EXACT_OTHER_PAGE	RUNNING:G407-E0637@3|RUNNING:G407-E0638@1|RUNNING:G407-E4556@1	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
45	HERBAL	S_HP_STRAIN_AFTER_WET_STEP	AIN	ANTEIL	1	1	1	f95v	1	Pflanzenportion	AIN	HP_EXTRACT_OF_MATERIAL	0	0	1	0	SINGLE_PAGE_CELL_REGISTER_ROOT_FALLBACK	RUNNING:G407-E4407@3	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
46	HERBAL	T_AFTER_SH_COOL	Y	POSTEN	2	1	1	f11r	1	Pflanzenmaterial	Y	DEFAULT_GDT584_OBJECT_COMPOSITION	0	0	2	0	SINGLE_PAGE_CELL_REGISTER_ROOT_FALLBACK	RUNNING:G407-E0314@3|RUNNING:G407-E0314@5	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
47	HERBAL	T_HP_BEFORE_CHD_DRY	Y	POSTEN	1	1	1	f95v	1	Pflanzenmaterial	Y	DEFAULT_GDT584_OBJECT_COMPOSITION	0	0	1	0	SINGLE_PAGE_CELL_REGISTER_ROOT_FALLBACK	RUNNING:G407-E4476@1	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
48	HERBAL	T_HP_BEFORE_SH_WARM	Y	POSTEN	1	1	1	f95v	1	Pflanzenmaterial	Y	DEFAULT_GDT584_OBJECT_COMPOSITION	0	0	1	0	SINGLE_PAGE_CELL_REGISTER_ROOT_FALLBACK	RUNNING:G407-E4496@1	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
49	HERBAL	T_HP_BEFORE_SH_WARM	OR	EINHEIT	1	1	1	f13r	1	Pflanzenansatz	OR	DEFAULT_GDT584_OBJECT_COMPOSITION	0	0	1	0	SINGLE_PAGE_CELL_REGISTER_ROOT_FALLBACK	RUNNING:G407-E0366@2	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
50	HERBAL	T_HP_FORM_SET	Y	POSTEN	7	5	4	f10r|f11r|f4r|f55v	2	Pflanzenmaterial	Y|Y+OR	DEFAULT_GDT584_OBJECT_COMPOSITION	5	2	0	0	PARTIAL_EXACT_OTHER_PAGE	RUNNING:G407-E0217@6|RUNNING:G407-E0297@1|RUNNING:G407-E0315@7|RUNNING:G407-E0317@1|RUNNING:G407-E0753@5|RUNNING:G515-E0009@1	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
51	HERBAL	T_HP_FORM_SET	OR	EINHEIT	2	2	2	f10r|f11r	2	Arbeitseinheit	OR|Y+OR	DEFAULT_GDT584_OBJECT_COMPOSITION	0	2	0	0	CROSS_PAGE_CELL_DIFFERENT_SIGNATURES	RUNNING:G407-E0224@4|RUNNING:G407-E0316@4	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
52	HERBAL	T_HP_MEASURE_SET	Y	POSTEN	2	1	1	f10r	1	Pflanzenmaterial	Y+AIIN	HP_MEASURE_FOR_MATERIAL	0	0	2	0	SINGLE_PAGE_CELL_REGISTER_ROOT_FALLBACK	RUNNING:G407-E0266@1|RUNNING:G407-E0267@2	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
53	HERBAL	T_HP_MEASURE_SET	AIIN	WERT	5	5	3	f10r|f18r|f95v	2	Auszugsmenge	AIIN|Y+AIIN	DEFAULT_GDT584_OBJECT_COMPOSITION|HP_MEASURE_FOR_MATERIAL	4	1	0	0	PARTIAL_EXACT_OTHER_PAGE	RUNNING:G407-E0261@3|RUNNING:G407-E0265@2|RUNNING:G407-E0553@3|RUNNING:G407-E4419@5|RUNNING:G407-E4534@2	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
54	HERBAL	T_HP_MEASURE_SET	OR	EINHEIT	3	3	2	f10r|f18r	1	Arbeitseinheit	OR	DEFAULT_GDT584_OBJECT_COMPOSITION	3	0	0	0	EVERY_ASSIGNMENT_EXACT_OTHER_PAGE	RUNNING:G407-E0295@3|RUNNING:G407-E0528@4|RUNNING:G407-E0547@3	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
55	HERBAL	T_PHYSICAL_BROAD	Y	POSTEN	79	57	12	f10r|f11r|f13r|f17r|f18r|f20v|f24v|f31r|f4r|f55v|f56r|f95v	5	Pflanzenmaterial	Y|Y+AIIN|Y+AIIN+AIN+OR|Y+AIIN+OR|Y+OR	DEFAULT_GDT584_OBJECT_COMPOSITION	75	4	0	0	PARTIAL_EXACT_OTHER_PAGE	RUNNING:G407-E0215@6|RUNNING:G407-E0226@3|RUNNING:G407-E0229@2|RUNNING:G407-E0235@2|RUNNING:G407-E0237@5|RUNNING:G407-E0238@2	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
56	HERBAL	T_PHYSICAL_BROAD	AIIN	WERT	11	10	5	f10r|f18r|f20v|f4r|f55v	4	Pflanzenauszug	AIIN|Y+AIIN|Y+AIIN+AIN+OR|Y+AIIN+OR	DEFAULT_GDT584_OBJECT_COMPOSITION	8	3	0	0	PARTIAL_EXACT_OTHER_PAGE	RUNNING:G407-E0236@1|RUNNING:G407-E0272@1|RUNNING:G407-E0303@3|RUNNING:G407-E0304@1|RUNNING:G407-E0593@1|RUNNING:G407-E0772@3	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
57	HERBAL	T_PHYSICAL_BROAD	AIN	ANTEIL	2	2	2	f10r|f55v	2	Pflanzenportion	AIN|Y+AIIN+AIN+OR	DEFAULT_GDT584_OBJECT_COMPOSITION	0	2	0	0	CROSS_PAGE_CELL_DIFFERENT_SIGNATURES	RUNNING:G407-E0274@1|RUNNING:G407-E0787@2	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
58	HERBAL	T_PHYSICAL_BROAD	OR	EINHEIT	8	7	6	f10r|f11r|f13r|f18r|f55v|f95v	3	Pflanzenansatz	Y+AIIN+AIN+OR|Y+AIIN+OR|Y+OR	DEFAULT_GDT584_OBJECT_COMPOSITION	5	3	0	0	PARTIAL_EXACT_OTHER_PAGE	RUNNING:G407-E0240@1|RUNNING:G407-E0306@2|RUNNING:G407-E0327@2|RUNNING:G407-E0428@2|RUNNING:G407-E0596@1|RUNNING:G407-E0785@1	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
