reader_local_card_ordinal	local_card_host_key	source_event_id	physical_page	register	locus	record_id	record_governor_key	bundle_id	bundle_governor_key	owner_de	surface	component_recipe	complete_slot_count	base_reader_source	primary_reader_source	base_exact_trace_source	base_exact_slot_trace_de	name_override_count	name_override_slot_ids	raw_name_core_sequence	gdt582_legacy_default_sequence	gdt585_primary_default_sequence	exact_name_override_trace_de	gdt585_selected_model	gdt585_source_grammar_reading_de	gdt585_composition_hypothesis_de	compound_group_id	legacy_reader_de	gdt586_primary_reader_de	running_statement_link_status	name_layer_status	guard	gdt587_carrier_assignment_count	gdt587_carrier_slot_ids	gdt587_base_reader_de	gdt587_primary_reader_de	gdt587_reader_changed	gdt587_layer_status	gdt587_guard	gdt588_base_reader_de	gdt588_primary_reader_de	gdt588_multiplicity_repair	gdt588_guard
160	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2063	P912-E2063	f69v	CELESTIAL	f69v.2	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	drei getrennte heterogene Himmelsraeder	chear	CH+E+AR	3	GDT582_CONCRETE_LOCAL_CARD	GDT582_CONCRETE_LOCAL_CARD	GDT582_EXACT_SLOT_TRACE	[1:CH=Lies ab|LOCAL_COMPONENT:P912-E2063@1|LOCAL_ACTION:P912-E2063@1:CH] [2:E=auf Ringstufe I|LOCAL_COMPONENT:P912-E2063@2|LOCAL_ACTION:P912-E2063@1:CH] [3:AR=von der Ausgangsposition|LOCAL_COMPONENT:P912-E2063@3|LOCAL_ACTION:P912-E2063@1:CH]	0	NONE	NONE	NONE	NONE	NONE	ORDERED_INSTRUCTION_CARD	NOT_APPLICABLE	NONE	NONE	SAME_AS_PRIMARY__NO_NAME_OVERRIDE	Lies ab: auf Ringstufe I, von der Ausgangsposition.	NONE__LOCAL_CARD_GUARD_FORBIDS_RUNNING_SENTENCE_INHERITANCE	UNCHANGED_BY_NAME_LAYER	FIXED_744_LOCAL_CARDS__OWNER_RECORD_BUNDLE_AND_LOCUS_RETAINED__NO_RUNNING_STATEMENT_ATTACHMENT	0	NONE	Lies ab: auf Ringstufe I, von der Ausgangsposition.	Lies ab: auf Ringstufe I, von der Ausgangsposition.	NO	GDT586_BYTE_RETAINED	FIXED_744_LOCAL_CARDS__LOCAL_OWNER_BOUNDARY_RETAINED	Lies ab: auf Ringstufe I, von der Ausgangsposition.	Lies ab: auf Ringstufe I, von der Ausgangsposition.	NO	GDT587_READER_PLUS_EXPLICIT_WRITTEN_CARRIER_MULTIPLICITY
161	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2064	P912-E2064	f69v	CELESTIAL	f69v.2	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	drei getrennte heterogene Himmelsraeder	y	Y	1	GDT582_CONCRETE_LOCAL_CARD	GDT582_CONCRETE_LOCAL_CARD	GDT582_EXACT_SLOT_TRACE	[1:Y=Ringposition|LOCAL_COMPONENT:P912-E2064@1|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2064]	0	NONE	NONE	NONE	NONE	NONE	COORDINATE_OR_CATALOGUE_CARD	NOT_APPLICABLE	NONE	NONE	SAME_AS_PRIMARY__NO_NAME_OVERRIDE	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2064]: Ringposition.	NONE__LOCAL_CARD_GUARD_FORBIDS_RUNNING_SENTENCE_INHERITANCE	UNCHANGED_BY_NAME_LAYER	FIXED_744_LOCAL_CARDS__OWNER_RECORD_BUNDLE_AND_LOCUS_RETAINED__NO_RUNNING_STATEMENT_ATTACHMENT	0	NONE	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2064]: Ringposition.	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2064]: Ringposition.	NO	GDT586_BYTE_RETAINED	FIXED_744_LOCAL_CARDS__LOCAL_OWNER_BOUNDARY_RETAINED	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2064]: Ringposition.	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2064]: Ringposition.	NO	GDT587_READER_PLUS_EXPLICIT_WRITTEN_CARRIER_MULTIPLICITY
162	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2065	P912-E2065	f69v	CELESTIAL	f69v.2	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	drei getrennte heterogene Himmelsraeder	dy	Y	1	GDT582_CONCRETE_LOCAL_CARD	GDT582_CONCRETE_LOCAL_CARD	GDT582_EXACT_SLOT_TRACE	[1:Y=Ringposition|LOCAL_COMPONENT:P912-E2065@1|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2065]	0	NONE	NONE	NONE	NONE	NONE	COORDINATE_OR_CATALOGUE_CARD	NOT_APPLICABLE	NONE	NONE	SAME_AS_PRIMARY__NO_NAME_OVERRIDE	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2065]: Ringposition.	NONE__LOCAL_CARD_GUARD_FORBIDS_RUNNING_SENTENCE_INHERITANCE	UNCHANGED_BY_NAME_LAYER	FIXED_744_LOCAL_CARDS__OWNER_RECORD_BUNDLE_AND_LOCUS_RETAINED__NO_RUNNING_STATEMENT_ATTACHMENT	0	NONE	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2065]: Ringposition.	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2065]: Ringposition.	NO	GDT586_BYTE_RETAINED	FIXED_744_LOCAL_CARDS__LOCAL_OWNER_BOUNDARY_RETAINED	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2065]: Ringposition.	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2065]: Ringposition.	NO	GDT587_READER_PLUS_EXPLICIT_WRITTEN_CARRIER_MULTIPLICITY
163	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2066	P912-E2066	f69v	CELESTIAL	f69v.2	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	drei getrennte heterogene Himmelsraeder	ykey	Y+K+E+Y	4	GDT582_CONCRETE_LOCAL_CARD	GDT582_CONCRETE_LOCAL_CARD	GDT582_EXACT_SLOT_TRACE	[1:Y=Ringposition|LOCAL_COMPONENT:P912-E2066@1|LOCAL_ACTION:P912-E2066@2:K] [2:K=Ordne zu|LOCAL_COMPONENT:P912-E2066@2|LOCAL_ACTION:P912-E2066@2:K] [3:E=auf Ringstufe I|LOCAL_COMPONENT:P912-E2066@3|LOCAL_ACTION:P912-E2066@2:K] [4:Y=Ringposition|LOCAL_COMPONENT:P912-E2066@4|LOCAL_ACTION:P912-E2066@2:K]	0	NONE	NONE	NONE	NONE	NONE	ORDERED_INSTRUCTION_CARD	NOT_APPLICABLE	NONE	NONE	SAME_AS_PRIMARY__NO_NAME_OVERRIDE	Ordne zu: Ringposition, auf Ringstufe I, Ringposition.	NONE__LOCAL_CARD_GUARD_FORBIDS_RUNNING_SENTENCE_INHERITANCE	UNCHANGED_BY_NAME_LAYER	FIXED_744_LOCAL_CARDS__OWNER_RECORD_BUNDLE_AND_LOCUS_RETAINED__NO_RUNNING_STATEMENT_ATTACHMENT	0	NONE	Ordne zu: Ringposition, auf Ringstufe I, Ringposition.	Ordne zu: Ringposition, auf Ringstufe I, Ringposition.	NO	GDT586_BYTE_RETAINED	FIXED_744_LOCAL_CARDS__LOCAL_OWNER_BOUNDARY_RETAINED	Ordne zu: Ringposition, auf Ringstufe I, Ringposition.	Ordne zu: Ringposition, auf Ringstufe I, Ringposition.	NO	GDT587_READER_PLUS_EXPLICIT_WRITTEN_CARRIER_MULTIPLICITY
164	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2067	P912-E2067	f69v	CELESTIAL	f69v.2	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	drei getrennte heterogene Himmelsraeder	ch	CH	1	GDT582_CONCRETE_LOCAL_CARD	GDT582_CONCRETE_LOCAL_CARD	GDT582_EXACT_SLOT_TRACE	[1:CH=Lies ab|LOCAL_COMPONENT:P912-E2067@1|LOCAL_ACTION:P912-E2067@1:CH]	0	NONE	NONE	NONE	NONE	NONE	ORDERED_INSTRUCTION_CARD	NOT_APPLICABLE	NONE	NONE	SAME_AS_PRIMARY__NO_NAME_OVERRIDE	Lies ab.	NONE__LOCAL_CARD_GUARD_FORBIDS_RUNNING_SENTENCE_INHERITANCE	UNCHANGED_BY_NAME_LAYER	FIXED_744_LOCAL_CARDS__OWNER_RECORD_BUNDLE_AND_LOCUS_RETAINED__NO_RUNNING_STATEMENT_ATTACHMENT	0	NONE	Lies ab.	Lies ab.	NO	GDT586_BYTE_RETAINED	FIXED_744_LOCAL_CARDS__LOCAL_OWNER_BOUNDARY_RETAINED	Lies ab.	Lies ab.	NO	GDT587_READER_PLUS_EXPLICIT_WRITTEN_CARRIER_MULTIPLICITY
165	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2068	P912-E2068	f69v	CELESTIAL	f69v.2	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	drei getrennte heterogene Himmelsraeder	y	Y	1	GDT582_CONCRETE_LOCAL_CARD	GDT582_CONCRETE_LOCAL_CARD	GDT582_EXACT_SLOT_TRACE	[1:Y=Ringposition|LOCAL_COMPONENT:P912-E2068@1|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2068]	0	NONE	NONE	NONE	NONE	NONE	COORDINATE_OR_CATALOGUE_CARD	NOT_APPLICABLE	NONE	NONE	SAME_AS_PRIMARY__NO_NAME_OVERRIDE	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2068]: Ringposition.	NONE__LOCAL_CARD_GUARD_FORBIDS_RUNNING_SENTENCE_INHERITANCE	UNCHANGED_BY_NAME_LAYER	FIXED_744_LOCAL_CARDS__OWNER_RECORD_BUNDLE_AND_LOCUS_RETAINED__NO_RUNNING_STATEMENT_ATTACHMENT	0	NONE	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2068]: Ringposition.	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2068]: Ringposition.	NO	GDT586_BYTE_RETAINED	FIXED_744_LOCAL_CARDS__LOCAL_OWNER_BOUNDARY_RETAINED	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2068]: Ringposition.	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2068]: Ringposition.	NO	GDT587_READER_PLUS_EXPLICIT_WRITTEN_CARRIER_MULTIPLICITY
166	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2069	P912-E2069	f69v	CELESTIAL	f69v.2	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	drei getrennte heterogene Himmelsraeder	dy	Y	1	GDT582_CONCRETE_LOCAL_CARD	GDT582_CONCRETE_LOCAL_CARD	GDT582_EXACT_SLOT_TRACE	[1:Y=Ringposition|LOCAL_COMPONENT:P912-E2069@1|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2069]	0	NONE	NONE	NONE	NONE	NONE	COORDINATE_OR_CATALOGUE_CARD	NOT_APPLICABLE	NONE	NONE	SAME_AS_PRIMARY__NO_NAME_OVERRIDE	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2069]: Ringposition.	NONE__LOCAL_CARD_GUARD_FORBIDS_RUNNING_SENTENCE_INHERITANCE	UNCHANGED_BY_NAME_LAYER	FIXED_744_LOCAL_CARDS__OWNER_RECORD_BUNDLE_AND_LOCUS_RETAINED__NO_RUNNING_STATEMENT_ATTACHMENT	0	NONE	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2069]: Ringposition.	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2069]: Ringposition.	NO	GDT586_BYTE_RETAINED	FIXED_744_LOCAL_CARDS__LOCAL_OWNER_BOUNDARY_RETAINED	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2069]: Ringposition.	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2069]: Ringposition.	NO	GDT587_READER_PLUS_EXPLICIT_WRITTEN_CARRIER_MULTIPLICITY
167	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2070	P912-E2070	f69v	CELESTIAL	f69v.2	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	drei getrennte heterogene Himmelsraeder	chol	OL	1	GDT582_CONCRETE_LOCAL_CARD	GDT582_CONCRETE_LOCAL_CARD	GDT582_EXACT_SLOT_TRACE	[1:OL=weiter im selben Arbeitsgang|LOCAL_COMPONENT:P912-E2070@1|LOCAL_CONTROL:P912-E2070@1:OL]	0	NONE	NONE	NONE	NONE	NONE	ITINERARY_OR_ADDRESS_CARD	NOT_APPLICABLE	NONE	NONE	SAME_AS_PRIMARY__NO_NAME_OVERRIDE	im Rahmen [LOCAL_CONTROL:P912-E2070@1:OL]: weiter im selben Arbeitsgang.	NONE__LOCAL_CARD_GUARD_FORBIDS_RUNNING_SENTENCE_INHERITANCE	UNCHANGED_BY_NAME_LAYER	FIXED_744_LOCAL_CARDS__OWNER_RECORD_BUNDLE_AND_LOCUS_RETAINED__NO_RUNNING_STATEMENT_ATTACHMENT	0	NONE	im Rahmen [LOCAL_CONTROL:P912-E2070@1:OL]: weiter im selben Arbeitsgang.	im Rahmen [LOCAL_CONTROL:P912-E2070@1:OL]: weiter im selben Arbeitsgang.	NO	GDT586_BYTE_RETAINED	FIXED_744_LOCAL_CARDS__LOCAL_OWNER_BOUNDARY_RETAINED	im Rahmen [LOCAL_CONTROL:P912-E2070@1:OL]: weiter im selben Arbeitsgang.	im Rahmen [LOCAL_CONTROL:P912-E2070@1:OL]: weiter im selben Arbeitsgang.	NO	GDT587_READER_PLUS_EXPLICIT_WRITTEN_CARRIER_MULTIPLICITY
168	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2071	P912-E2071	f69v	CELESTIAL	f69v.2	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	drei getrennte heterogene Himmelsraeder	ykar	Y+K+AR	3	GDT582_CONCRETE_LOCAL_CARD	GDT582_CONCRETE_LOCAL_CARD	GDT582_EXACT_SLOT_TRACE	[1:Y=Ringposition|LOCAL_COMPONENT:P912-E2071@1|LOCAL_ACTION:P912-E2071@2:K] [2:K=Ordne zu|LOCAL_COMPONENT:P912-E2071@2|LOCAL_ACTION:P912-E2071@2:K] [3:AR=von der Ausgangsposition|LOCAL_COMPONENT:P912-E2071@3|LOCAL_ACTION:P912-E2071@2:K]	0	NONE	NONE	NONE	NONE	NONE	ORDERED_INSTRUCTION_CARD	NOT_APPLICABLE	NONE	NONE	SAME_AS_PRIMARY__NO_NAME_OVERRIDE	Ordne zu: Ringposition, von der Ausgangsposition.	NONE__LOCAL_CARD_GUARD_FORBIDS_RUNNING_SENTENCE_INHERITANCE	UNCHANGED_BY_NAME_LAYER	FIXED_744_LOCAL_CARDS__OWNER_RECORD_BUNDLE_AND_LOCUS_RETAINED__NO_RUNNING_STATEMENT_ATTACHMENT	0	NONE	Ordne zu: Ringposition, von der Ausgangsposition.	Ordne zu: Ringposition, von der Ausgangsposition.	NO	GDT586_BYTE_RETAINED	FIXED_744_LOCAL_CARDS__LOCAL_OWNER_BOUNDARY_RETAINED	Ordne zu: Ringposition, von der Ausgangsposition.	Ordne zu: Ringposition, von der Ausgangsposition.	NO	GDT587_READER_PLUS_EXPLICIT_WRITTEN_CARRIER_MULTIPLICITY
169	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2072	P912-E2072	f69v	CELESTIAL	f69v.2	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	drei getrennte heterogene Himmelsraeder	ol	OL	1	GDT582_CONCRETE_LOCAL_CARD	GDT582_CONCRETE_LOCAL_CARD	GDT582_EXACT_SLOT_TRACE	[1:OL=weiter im selben Arbeitsgang|LOCAL_COMPONENT:P912-E2072@1|LOCAL_CONTROL:P912-E2072@1:OL]	0	NONE	NONE	NONE	NONE	NONE	ITINERARY_OR_ADDRESS_CARD	NOT_APPLICABLE	NONE	NONE	SAME_AS_PRIMARY__NO_NAME_OVERRIDE	im Rahmen [LOCAL_CONTROL:P912-E2072@1:OL]: weiter im selben Arbeitsgang.	NONE__LOCAL_CARD_GUARD_FORBIDS_RUNNING_SENTENCE_INHERITANCE	UNCHANGED_BY_NAME_LAYER	FIXED_744_LOCAL_CARDS__OWNER_RECORD_BUNDLE_AND_LOCUS_RETAINED__NO_RUNNING_STATEMENT_ATTACHMENT	0	NONE	im Rahmen [LOCAL_CONTROL:P912-E2072@1:OL]: weiter im selben Arbeitsgang.	im Rahmen [LOCAL_CONTROL:P912-E2072@1:OL]: weiter im selben Arbeitsgang.	NO	GDT586_BYTE_RETAINED	FIXED_744_LOCAL_CARDS__LOCAL_OWNER_BOUNDARY_RETAINED	im Rahmen [LOCAL_CONTROL:P912-E2072@1:OL]: weiter im selben Arbeitsgang.	im Rahmen [LOCAL_CONTROL:P912-E2072@1:OL]: weiter im selben Arbeitsgang.	NO	GDT587_READER_PLUS_EXPLICIT_WRITTEN_CARRIER_MULTIPLICITY
170	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2073	P912-E2073	f69v	CELESTIAL	f69v.2	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	drei getrennte heterogene Himmelsraeder	y	Y	1	GDT582_CONCRETE_LOCAL_CARD	GDT582_CONCRETE_LOCAL_CARD	GDT582_EXACT_SLOT_TRACE	[1:Y=Ringposition|LOCAL_COMPONENT:P912-E2073@1|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2073]	0	NONE	NONE	NONE	NONE	NONE	COORDINATE_OR_CATALOGUE_CARD	NOT_APPLICABLE	NONE	NONE	SAME_AS_PRIMARY__NO_NAME_OVERRIDE	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2073]: Ringposition.	NONE__LOCAL_CARD_GUARD_FORBIDS_RUNNING_SENTENCE_INHERITANCE	UNCHANGED_BY_NAME_LAYER	FIXED_744_LOCAL_CARDS__OWNER_RECORD_BUNDLE_AND_LOCUS_RETAINED__NO_RUNNING_STATEMENT_ATTACHMENT	0	NONE	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2073]: Ringposition.	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2073]: Ringposition.	NO	GDT586_BYTE_RETAINED	FIXED_744_LOCAL_CARDS__LOCAL_OWNER_BOUNDARY_RETAINED	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2073]: Ringposition.	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2073]: Ringposition.	NO	GDT587_READER_PLUS_EXPLICIT_WRITTEN_CARRIER_MULTIPLICITY
171	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2074	P912-E2074	f69v	CELESTIAL	f69v.2	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	drei getrennte heterogene Himmelsraeder	ykeeody	Y+K+EE+O+Y	5	GDT582_CONCRETE_LOCAL_CARD	GDT582_CONCRETE_LOCAL_CARD	GDT582_EXACT_SLOT_TRACE	[1:Y=Ringposition|LOCAL_COMPONENT:P912-E2074@1|LOCAL_ACTION:P912-E2074@2:K] [2:K=Ordne zu|LOCAL_COMPONENT:P912-E2074@2|LOCAL_ACTION:P912-E2074@2:K] [3:EE=auf Ringstufe II|LOCAL_COMPONENT:P912-E2074@3|LOCAL_ACTION:P912-E2074@2:K] [4:O=in Eintragsform|LOCAL_COMPONENT:P912-E2074@4|LOCAL_ACTION:P912-E2074@2:K] [5:Y=Ringposition|LOCAL_COMPONENT:P912-E2074@5|LOCAL_ACTION:P912-E2074@2:K]	0	NONE	NONE	NONE	NONE	NONE	ORDERED_INSTRUCTION_CARD	NOT_APPLICABLE	NONE	NONE	SAME_AS_PRIMARY__NO_NAME_OVERRIDE	Ordne zu: Ringposition, auf Ringstufe II, in Eintragsform, Ringposition.	NONE__LOCAL_CARD_GUARD_FORBIDS_RUNNING_SENTENCE_INHERITANCE	UNCHANGED_BY_NAME_LAYER	FIXED_744_LOCAL_CARDS__OWNER_RECORD_BUNDLE_AND_LOCUS_RETAINED__NO_RUNNING_STATEMENT_ATTACHMENT	0	NONE	Ordne zu: Ringposition, auf Ringstufe II, in Eintragsform, Ringposition.	Ordne zu: Ringposition, auf Ringstufe II, in Eintragsform, Ringposition.	NO	GDT586_BYTE_RETAINED	FIXED_744_LOCAL_CARDS__LOCAL_OWNER_BOUNDARY_RETAINED	Ordne zu: Ringposition, auf Ringstufe II, in Eintragsform, Ringposition.	Ordne zu: Ringposition, auf Ringstufe II, in Eintragsform, Ringposition.	NO	GDT587_READER_PLUS_EXPLICIT_WRITTEN_CARRIER_MULTIPLICITY
172	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2075	P912-E2075	f69v	CELESTIAL	f69v.2	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	drei getrennte heterogene Himmelsraeder	chey	Y	1	GDT582_CONCRETE_LOCAL_CARD	GDT582_CONCRETE_LOCAL_CARD	GDT582_EXACT_SLOT_TRACE	[1:Y=Ringposition|LOCAL_COMPONENT:P912-E2075@1|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2075]	0	NONE	NONE	NONE	NONE	NONE	COORDINATE_OR_CATALOGUE_CARD	NOT_APPLICABLE	NONE	NONE	SAME_AS_PRIMARY__NO_NAME_OVERRIDE	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2075]: Ringposition.	NONE__LOCAL_CARD_GUARD_FORBIDS_RUNNING_SENTENCE_INHERITANCE	UNCHANGED_BY_NAME_LAYER	FIXED_744_LOCAL_CARDS__OWNER_RECORD_BUNDLE_AND_LOCUS_RETAINED__NO_RUNNING_STATEMENT_ATTACHMENT	0	NONE	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2075]: Ringposition.	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2075]: Ringposition.	NO	GDT586_BYTE_RETAINED	FIXED_744_LOCAL_CARDS__LOCAL_OWNER_BOUNDARY_RETAINED	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2075]: Ringposition.	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2075]: Ringposition.	NO	GDT587_READER_PLUS_EXPLICIT_WRITTEN_CARRIER_MULTIPLICITY
173	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2076	P912-E2076	f69v	CELESTIAL	f69v.2	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	drei getrennte heterogene Himmelsraeder	dal	AL	1	GDT582_CONCRETE_LOCAL_CARD	GDT582_CONCRETE_LOCAL_CARD	GDT582_EXACT_SLOT_TRACE	[1:AL=zur Zielposition|LOCAL_COMPONENT:P912-E2076@1|LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2076]	0	NONE	NONE	NONE	NONE	NONE	COORDINATE_OR_CATALOGUE_CARD	NOT_APPLICABLE	NONE	NONE	SAME_AS_PRIMARY__NO_NAME_OVERRIDE	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2076]: zur Zielposition.	NONE__LOCAL_CARD_GUARD_FORBIDS_RUNNING_SENTENCE_INHERITANCE	UNCHANGED_BY_NAME_LAYER	FIXED_744_LOCAL_CARDS__OWNER_RECORD_BUNDLE_AND_LOCUS_RETAINED__NO_RUNNING_STATEMENT_ATTACHMENT	0	NONE	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2076]: zur Zielposition.	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2076]: zur Zielposition.	NO	GDT586_BYTE_RETAINED	FIXED_744_LOCAL_CARDS__LOCAL_OWNER_BOUNDARY_RETAINED	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2076]: zur Zielposition.	auf der lokalen Karte [LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2076]: zur Zielposition.	NO	GDT587_READER_PLUS_EXPLICIT_WRITTEN_CARRIER_MULTIPLICITY
