statement_order	statement_id	record_unit_id	page	physical_loci	visible_surface_sequence	owner_sequence	owner_status_sequence	literal_atom_reading_de	creative_practical_reading_de	connection_rule
52	B2-S012	B2	f82r	f82r.19|f82r.23	lchy cheey qcthey qokeey lcheey daiin chey qokeeedy	B2_MIDDLE_RIGHT_RECLINING_FIGURE_VESSEL|B2_LOWER_GREEN_MULTI_FIGURE_POOL	CREATIVE_VISIBLE_OWNER|DIRECT_VISIBLE_OWNER	Am Besitzer Posten der liegenden Figur im eigenständigen kleinen Trichter-/Liegebecken: Vorgang=abführen; Posten=Posten || Vorgang=bereithalten; Posten=Ergebnis+Posten; Grad=kurz; Zustand=bereit+Ergebnis || Vorgang=ansetzen; Posten=Posten; Grad=länger || Vorgang=abführen; Posten=Ergebnis; Wert=Sollmaß; Zustand=Ergebnis || Vorgang=ansetzen; Posten=Posten; Grad=vollständig; Schluss	Ziehe den Arbeitsanteil aus dem kleinen Liegebecken ab. Wechsle ohne behauptete Leitungsverbindung zum grünen Mehrpersonenbecken: Nimm dort den Klarlauf, halte ihn kurz bereit, setze ihn länger an, führe ihn nach Sollmaß ab, vollende den Posten und schließe.	EXPLICIT_OWNER_RESET__NO_CARRY
53	B2-S013	B2	f82r	f82r.23	lchedy	B2_LOWER_GREEN_MULTI_FIGURE_POOL	INHERITED_VISIBLE_OWNER	Vorgang=abführen→umsetzen; Schluss	Für den Ansatz des grünen Mehrpersonenbeckens: Führe ab und schließe.	SINGLE_LOCAL_OWNER
54	B2-S014	B2	f82r	f82r.23	lar	B2_LOWER_GREEN_MULTI_FIGURE_POOL	INHERITED_VISIBLE_OWNER	Vorgang=abführen; Quelle=gesetzt	Für den Ansatz des grünen Mehrpersonenbeckens: Führe von dort ab.	SINGLE_LOCAL_OWNER
55	B2-S015	B2	f82r	f82r.26	tshey qokeedy	B2_LOWER_POOL_EDGE_STATIONS	DIRECT_VISIBLE_OWNER	Vorgang=ansetzen; Posten=Ergebnis; Grad=länger; Zustand=Ergebnis; Schluss	Für die Rand- und Servicecharge des unteren Beckens: Halte den vorigen Ablauf geschlossen, gib den Klarlauf zu, setze länger an und schließe.	SINGLE_LOCAL_OWNER
56	B2-S016	B2	f82r	f82r.26|f82r.27	cheal lchedar ches aiin oteey qokaiin okey pchedy	B2_LOWER_POOL_EDGE_STATIONS	INHERITED_VISIBLE_OWNER	Vorgang=abführen→umsetzen; Quelle=gesetzt; Ziel=gesetzt || Vorgang=teilen; Wert=Sollmaß || Vorgang=folgen→ansetzen; Reihenfolge=danach; Posten=Posten; Wert=Sollmaß; Grad=länger || Vorgang=ansetzen; Posten=Posten; Grad=kurz || Vorgang=zuführen→umsetzen; Schluss	Für die Rand- und Servicecharge des unteren Beckens: Führe ihn dorthin und von dort ab, teile gleich, stelle das Sollmaß ein, nimm den langen Folgeposten, setze kurz an, führe ein und schließe.	SINGLE_LOCAL_OWNER
57	B2-S017	B2	f82r	f82r.27	rsheal daldy	B2_LOWER_POOL_EDGE_STATIONS	INHERITED_VISIBLE_OWNER	Vorgang=halten; Ziel=gesetzt; Grad=kurz; Schluss	Für die Rand- und Servicecharge des unteren Beckens: Lass den Posten kurz am Ziel ruhen, schließe die Nebenöffnung und beende den Schritt.	SINGLE_LOCAL_OWNER
58	B2-S018	B2	f82r	f82r.27	qokeedy	B2_LOWER_POOL_EDGE_STATIONS	INHERITED_VISIBLE_OWNER	Vorgang=ansetzen; Grad=länger; Schluss	Für die Rand- und Servicecharge des unteren Beckens: Setze länger an und schließe.	SINGLE_LOCAL_OWNER
59	B2-S019	B2	f82r	f82r.27	rshedy	B2_LOWER_POOL_EDGE_STATIONS	INHERITED_VISIBLE_OWNER	Vorgang=waschen; Schluss	Für die Rand- und Servicecharge des unteren Beckens: Führe den Waschgang aus und schließe.	SINGLE_LOCAL_OWNER
60	B2-S020	B2	f82r	f82r.27	qoteedy	B2_LOWER_POOL_EDGE_STATIONS	INHERITED_VISIBLE_OWNER	Vorgang=folgen; Reihenfolge=danach; Grad=länger; Schluss	Für die Rand- und Servicecharge des unteren Beckens: Nimm die lange Folge und schließe.	SINGLE_LOCAL_OWNER
61	B2-S021	B2	f82r	f82r.27	qokeedy	B2_LOWER_POOL_EDGE_STATIONS	INHERITED_VISIBLE_OWNER	Vorgang=ansetzen; Grad=länger; Schluss	Für die Rand- und Servicecharge des unteren Beckens: Setze länger an und schließe.	SINGLE_LOCAL_OWNER
62	B2-S022	B2	f82r	f82r.27	lochedy	B2_LOWER_POOL_EDGE_STATIONS	INHERITED_VISIBLE_OWNER	Vorgang=abführen→umsetzen; Schluss	Für die Rand- und Servicecharge des unteren Beckens: Führe den Rest ab und schließe.	SINGLE_LOCAL_OWNER
63	B3-S001	B3	f83r	f83r.3	olkeedy	B3_UPPER_MARGIN_OPEN_FAN_STATION	DIRECT_VISIBLE_OWNER	Vorgang=sammeln; Grad=länger; Schluss	Für die Charge der oberen offenen Fächerstation: Sammle länger und schließe.	SINGLE_LOCAL_OWNER
64	B3-S002	B3	f83r	f83r.3	qotal chkeedy	B3_UPPER_MARGIN_OPEN_FAN_STATION	INHERITED_VISIBLE_OWNER	Vorgang=folgen→wärmen; Reihenfolge=danach; Ziel=gesetzt; Grad=länger; Schluss	Für die Charge der oberen offenen Fächerstation: Führe danach dorthin, wärme länger und schließe.	SINGLE_LOCAL_OWNER
65	B3-S003	B3	f83r	f83r.3	chey daiin chey lchedy	B3_UPPER_MARGIN_OPEN_FAN_STATION	INHERITED_VISIBLE_OWNER	Vorgang=abführen→umsetzen; Posten=Posten; Wert=Sollmaß; Schluss	Für die Charge der oberen offenen Fächerstation: Nimm den aktuellen Posten nach Sollmaß, führe ihn ab und schließe.	SINGLE_LOCAL_OWNER
66	B3-S004	B3	f83r	f83r.3	qokaiin qotal dar	B3_UPPER_MARGIN_OPEN_FAN_STATION	INHERITED_VISIBLE_OWNER	Vorgang=ansetzen→folgen; Reihenfolge=danach; Quelle=gesetzt; Ziel=gesetzt; Wert=Sollmaß	Für die Charge der oberen offenen Fächerstation: Stelle das Sollmaß ein, führe danach dorthin und nimm daraus.	SINGLE_LOCAL_OWNER
67	B3-S005	B3	f83r	f83r.6	schedy	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	DIRECT_VISIBLE_OWNER	Vorgang=umsetzen; Schluss	Für die Charge des runden Randgefäßes: Setze die entnommene Sollmaßportion um und schließe.	SINGLE_LOCAL_OWNER
68	B3-S006	B3	f83r	f83r.6	chedchy qokal olchedy	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	INHERITED_VISIBLE_OWNER	Vorgang=umsetzen; Posten=Posten || Vorgang=ansetzen; Ziel=gesetzt || Vorgang=weiterführen→umsetzen; Reihenfolge=weiter; Schluss	Für die Charge des runden Randgefäßes: Setze dorthin um, führe weiter und schließe.	SINGLE_LOCAL_OWNER
69	B3-S007	B3	f83r	f83r.6	qokaiin chedy qokeedy	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	INHERITED_VISIBLE_OWNER	Vorgang=ansetzen; Wert=Sollmaß || Vorgang=umsetzen; Posten=Posten || Vorgang=ansetzen; Grad=länger; Schluss	Für die Charge des runden Randgefäßes: Stelle das Sollmaß ein, setze um, setze länger an und schließe.	SINGLE_LOCAL_OWNER
70	B3-S008	B3	f83r	f83r.6	lchedy	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	INHERITED_VISIBLE_OWNER	Vorgang=abführen→umsetzen; Schluss	Für die Charge des runden Randgefäßes: Führe ab und schließe.	SINGLE_LOCAL_OWNER
71	B3-S009	B3	f83r	f83r.6	qoky	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	INHERITED_VISIBLE_OWNER	Vorgang=ansetzen; Posten=Posten	Für die Charge des runden Randgefäßes: Setze den Posten an.	SINGLE_LOCAL_OWNER
72	B3-S010	B3	f83r	f83r.8	pchedal otedy	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	DIRECT_VISIBLE_OWNER	Vorgang=zuführen→umsetzen→folgen; Reihenfolge=danach; Ziel=gesetzt; Grad=kurz; Schluss	Für die Charge des unteren Korb-/Randgefäßes: Führe den angesetzten Posten am Einlass zu, nimm die kurze Folge und schließe.	SINGLE_LOCAL_OWNER
73	B3-S011	B3	f83r	f83r.8	shecthedchy qoky chedy chary	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	INHERITED_VISIBLE_OWNER	Vorgang=bereithalten→umsetzen; Posten=Posten; Zustand=bereit || Vorgang=ansetzen; Posten=Posten || Vorgang=umsetzen; Posten=Posten; Quelle=gesetzt	Für die Charge des unteren Korb-/Randgefäßes: Setze den bereiten Posten um, setze ihn an, setze erneut um und nimm daraus den folgenden Posten.	SINGLE_LOCAL_OWNER
74	B3-S012	B3	f83r	f83r.11	sor shedy	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	INHERITED_VISIBLE_OWNER	Vorgang=absetzen; Posten=Ansatz; Grad=kurz; Schluss	Für die Charge des unteren Korb-/Randgefäßes: Lass den aufgestrichenen und abgekühlten Ansatz absetzen und schließe.	SINGLE_LOCAL_OWNER
75	B3-S013	B3	f83r	f83r.11	qokaiin chkain shcthey qokedy	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	INHERITED_VISIBLE_OWNER	Vorgang=ansetzen; Wert=Sollmaß+Anteil || Vorgang=bereithalten; Posten=Posten; Grad=kurz; Zustand=bereit || Vorgang=ansetzen; Grad=kurz; Schluss	Für die Charge des unteren Korb-/Randgefäßes: Stelle das Sollmaß ein, nimm eine Portion, halte kurz bereit, setze kurz an und schließe.	SINGLE_LOCAL_OWNER
76	B3-S014	B3	f83r	f83r.11	okair sheedy	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	INHERITED_VISIBLE_OWNER	Vorgang=ansetzen; Lauf=gesetzt || Vorgang=absetzen; Grad=länger; Schluss	Für die Charge des unteren Korb-/Randgefäßes: Lass Wasser ein, lass länger absetzen und schließe.	SINGLE_LOCAL_OWNER
77	B3-S015	B3	f83r	f83r.11	lchedy	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	INHERITED_VISIBLE_OWNER	Vorgang=abführen→umsetzen; Schluss	Für die Charge des unteren Korb-/Randgefäßes: Führe ab und schließe.	SINGLE_LOCAL_OWNER
78	B3-S016	B3	f83r	f83r.11|f83r.14	lo qokchedy	B3_LOWER_MARGIN_BASKET_VESSEL_STATION|B3_LOCAL_TRANSITION_BATCH_FROM_EXEMPLAR	INHERITED_VISIBLE_OWNER|CREATIVE_REGISTER_BATCH	Vorgang=abführen || Am Besitzer örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock: Vorgang=ansetzen→umsetzen; Schluss	Führe die Charge des unteren Korbgefäßes ab. Beginne jenseits der Bildlücke einen eigenen Übergangsansatz, setze ihn um und schließe; die Lücke ist keine Leitung.	LOCAL_EXEMPLAR_BATCH__NO_DRAWN_CONNECTION
79	B3-S017	B3	f83r	f83r.14	qokeedy	B3_LOCAL_TRANSITION_BATCH_FROM_EXEMPLAR	CREATIVE_REGISTER_BATCH	Am Besitzer örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock: Vorgang=ansetzen; Grad=länger; Schluss	Den örtlichen Übergangsansatz länger ansetzen und schließen.	LOCAL_EXEMPLAR_BATCH__NO_DRAWN_CONNECTION
80	B3-S018	B3	f83r	f83r.14	shedy	B3_LOCAL_TRANSITION_BATCH_FROM_EXEMPLAR	CREATIVE_REGISTER_BATCH	Am Besitzer örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock: Vorgang=absetzen; Grad=kurz; Schluss	Den örtlichen Übergangsansatz kurz absetzen lassen und schließen.	LOCAL_EXEMPLAR_BATCH__NO_DRAWN_CONNECTION
81	B3-S019	B3	f83r	f83r.14	qokshedy	B3_LOCAL_TRANSITION_BATCH_FROM_EXEMPLAR	CREATIVE_REGISTER_BATCH	Am Besitzer örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock: Vorgang=ansetzen→absetzen; Schluss	Den örtlichen Übergangsansatz ansetzen, absetzen lassen und schließen.	LOCAL_EXEMPLAR_BATCH__NO_DRAWN_CONNECTION
82	B3-S020	B3	f83r	f83r.14	dal lchedy	B3_LOCAL_TRANSITION_BATCH_FROM_EXEMPLAR	CREATIVE_REGISTER_BATCH	Am Besitzer örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock: Vorgang=abführen→umsetzen; Ziel=gesetzt; Schluss	Den örtlichen Übergangsansatz zur im Exemplar bezeichneten Stelle führen, dort abführen und schließen.	LOCAL_EXEMPLAR_BATCH__NO_DRAWN_CONNECTION
83	B3-S021	B3	f83r	f83r.14|f83r.15	qokaiin shcthy dal sy saiin shedal shecthy chey tal shcthy dalchdy	B3_LOCAL_TRANSITION_BATCH_FROM_EXEMPLAR	CREATIVE_REGISTER_BATCH	Am Besitzer örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock: Vorgang=ansetzen; Wert=Sollmaß || Am Besitzer örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock: Vorgang=bereithalten; Posten=Posten; Ziel=gesetzt; Zustand=bereit || Am Besitzer örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock: Vorgang=absetzen; Ziel=gesetzt; Wert=Sollmaß || Am Besitzer örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock: Vorgang=bereithalten; Posten=Posten; Grad=kurz; Zustand=bereit || Am Besitzer örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock: Vorgang=bereithalten; Posten=Posten; Ziel=gesetzt; Zustand=bereit || Am Besitzer örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock: Vorgang=umsetzen; Ziel=gesetzt; Schluss	Am örtlichen Übergangsansatz das Sollmaß einstellen, ihn am bezeichneten Platz bereithalten, dort absetzen lassen, kurz prüfen, erneut bereitstellen, umsetzen und schließen.	LOCAL_EXEMPLAR_BATCH__NO_DRAWN_CONNECTION
84	B3-S022	B3	f83r	f83r.15	qotchedy	B3_LOCAL_TRANSITION_BATCH_FROM_EXEMPLAR	CREATIVE_REGISTER_BATCH	Am Besitzer örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock: Vorgang=folgen→umsetzen; Reihenfolge=danach; Schluss	Danach den nächsten Übergangsansatz umsetzen und schließen.	LOCAL_EXEMPLAR_BATCH__NO_DRAWN_CONNECTION
85	B3-S023	B3	f83r	f83r.15	lchedy	B3_LOCAL_TRANSITION_BATCH_FROM_EXEMPLAR	CREATIVE_REGISTER_BATCH	Am Besitzer örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock: Vorgang=abführen→umsetzen; Schluss	Den Übergangsansatz abführen und schließen.	LOCAL_EXEMPLAR_BATCH__NO_DRAWN_CONNECTION
86	B3-S024	B3	f83r	f83r.16	tchedy	B3_LOCAL_TRANSITION_BATCH_FROM_EXEMPLAR	CREATIVE_REGISTER_BATCH	Am Besitzer örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock: Vorgang=umsetzen; Schluss	Den Übergangsansatz umsetzen und schließen.	LOCAL_EXEMPLAR_BATCH__NO_DRAWN_CONNECTION
87	B3-S025	B3	f83r	f83r.16	qokchdy	B3_LOCAL_TRANSITION_BATCH_FROM_EXEMPLAR	CREATIVE_REGISTER_BATCH	Am Besitzer örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock: Vorgang=ansetzen→umsetzen; Schluss	Den nächsten Übergangsansatz ansetzen, umsetzen und schließen.	LOCAL_EXEMPLAR_BATCH__NO_DRAWN_CONNECTION
88	B3-S026	B3	f83r	f83r.16|f83r.20	cheedar chldaiin chedy qokain checthy chealror solkeedy	B3_LOCAL_TRANSITION_BATCH_FROM_EXEMPLAR|B3_MAIN_ARCH_LINKED_PAIR_WITH_INCOMING_BATCH	CREATIVE_REGISTER_BATCH|FORWARD_TO_NEXT_DIRECT_OWNER	Am Besitzer örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock: Vorgang=umsetzen; Quelle=gesetzt || Am Besitzer örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock: Vorgang=absetzen; Wert=Sollmaß || Am Besitzer örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock: Vorgang=umsetzen; Posten=Posten || Am Besitzer örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock: Vorgang=ansetzen; Wert=Anteil || Am Besitzer örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock: Vorgang=bereithalten; Posten=Posten; Zustand=bereit || Am Besitzer eingehender Ansatz für das sichtbar gekoppelte Hauptpaar: Vorgang=sammeln; Posten=Ansatz; Ziel=gesetzt; Grad=länger; Schluss	Den Übergangsansatz von seinem gesetzten Ort umsetzen, bis zum Sollmaß absetzen lassen, erneut umsetzen, eine Portion zugeben und bereit halten. Dann ohne behauptete Leitung zum sichtbar gekoppelten Hauptpaar wechseln, den eingehenden Ansatz dort länger sammeln und schließen.	LOCAL_EXEMPLAR_BATCH__NO_DRAWN_CONNECTION
89	B3-S027	B3	f83r	f83r.20	qoteedy	B3_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE_OWNER	Vorgang=folgen; Reihenfolge=danach; Grad=länger; Schluss	Für den Ansatz des sichtbar gekoppelten Hauptpaars: Nimm die lange Folge und schließe.	SINGLE_LOCAL_OWNER
90	B3-S028	B3	f83r	f83r.20	qokeey qokedy	B3_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE_OWNER	Vorgang=ansetzen; Posten=Posten; Grad=länger || Vorgang=ansetzen; Grad=kurz; Schluss	Für den Ansatz des sichtbar gekoppelten Hauptpaars: Setze länger, dann kurz an und schließe.	SINGLE_LOCAL_OWNER
91	B3-S029	B3	f83r	f83r.20	sol cheeety qokedy	B3_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE_OWNER	Vorgang=weiterführen; Reihenfolge=weiter; Posten=Teil; Grad=vollständig || Vorgang=ansetzen; Grad=kurz; Schluss	Für den Ansatz des sichtbar gekoppelten Hauptpaars: Führe weiter, nimm den ganzen Teilposten, setze kurz an und schließe.	SINGLE_LOCAL_OWNER
92	B3-S030	B3	f83r	f83r.20|f83r.22	qoky saiin schedair otchedy	B3_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE_OWNER	Vorgang=ansetzen; Posten=Posten; Wert=Sollmaß || Vorgang=folgen→umsetzen; Reihenfolge=danach; Lauf=gesetzt; Schluss	Für den Ansatz des sichtbar gekoppelten Hauptpaars: Setze den Posten nach Sollmaß an, leite Wasser weiter, führe die Folgeumsetzung aus und schließe.	SINGLE_LOCAL_OWNER
93	B3-S031	B3	f83r	f83r.22	qokeedy	B3_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE_OWNER	Vorgang=ansetzen; Grad=länger; Schluss	Für den Ansatz des sichtbar gekoppelten Hauptpaars: Setze länger an und schließe.	SINGLE_LOCAL_OWNER
94	B3-S032	B3	f83r	f83r.22	chedain chedy qotedaiin otaiin otedy	B3_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE_OWNER	Vorgang=umsetzen; Wert=Anteil || Vorgang=umsetzen→folgen; Reihenfolge=danach; Posten=Posten; Wert=Sollmaß; Grad=kurz; Schluss	Für den Ansatz des sichtbar gekoppelten Hauptpaars: Setze eine Portion um, stelle ein kurzes Folgemaß und danach das Folgemaß ein, führe die kurze Folge aus und schließe.	SINGLE_LOCAL_OWNER
95	B3-S033	B3	f83r	f83r.22	ldy	B3_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE_OWNER	Vorgang=abführen; Schluss	Für den Ansatz des sichtbar gekoppelten Hauptpaars: Ziehe ab und schließe.	SINGLE_LOCAL_OWNER
96	B3-S034	B3	f83r	f83r.24	soiiin checthy chety otaiin olsaly shedy	B3_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE_OWNER	Vorgang=bereithalten; Posten=Posten; Wert=Stufe; Zustand=bereit || Vorgang=teilen; Posten=Teil || Vorgang=folgen→absetzen; Reihenfolge=danach; Posten=Posten; Ziel=gesetzt; Wert=Sollmaß; Grad=kurz; Schluss	Für den Ansatz des sichtbar gekoppelten Hauptpaars: Bringe auf Sollstufe, halte bereit, trenne einen Teil ab, stelle das Folgemaß ein, führe zur unteren Zielstelle, lass absetzen und schließe.	SINGLE_LOCAL_OWNER
