occurrence_id	page	locus	section	language	hand	ordinal	token_count	position	previous_token	next_token	old_structural_meta_gloss	working_translation_de	semantic_decision	export_policy	evidence_type	composition	unresolved_component	reader_scope	render_span_tokens	reader_rival_surface	reader_rival_de	reader_rival_source	it2a_operation	it2a_render	it2a_source_span	it2a_span_ordinals	rf1b_operation	rf1b_render	rf1b_source_span	rf1b_span_ordinals	reader_support	boundary_active	render_once	rationale	zl3b_line	it2a_line	rf1b_line
G683-OL-0011	f103r	f103r.10	S	B	3	2	14	MEDIAL	daiin	oain	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Grundansatz	MAJORITY_OL_BASE_WITH_READER_RIVAL	MAJORITY_DEFAULT__NOT_ALL_READERS	GDT664_PUBLISHED_LEARNED_WHOLE	OL_BASE	NONE	ZL3B_PLUS_ONE_EXACT__RF1B_RIVAL	ol	RF1B:al	Rohstoffklasse I	GDT655:NEW_EXACT_WHOLE	EXACT	ol	ol	2	ONE	al	ol	2	IT2A_ONLY_EXACT	0	0	GDT664s publizierte LEARNED_OL_BASE-Karte wird aus dem Praxis-/Stammkanal in den Tokenrenderer übernommen.	daiin ol oain okeol chol okam chety shedy otaiin shedy teolshy oteedy sor ain	daiin ol oain okeol chal okam chety shedy otaiin shedy teolshy oteedy sarain	daiin al oain okeol chal okam chety shedy otaiin shedy teolshy oteedy s ar ain
G683-OL-0012	f103r	f103r.25	S	B	3	12	12	EOS	oteey	EOS	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Grundansatz	BILATERAL_PORTABLE_OL_BASE	BILATERAL_EXACT_WHOLE	GDT664_PUBLISHED_LEARNED_WHOLE	OL_BASE	NONE	BILATERAL_EXACT	ol	NONE	NONE	NONE	EXACT	ol	ol	12	EXACT	ol	ol	12	BOTH_EXACT	0	0	GDT664s publizierte LEARNED_OL_BASE-Karte wird aus dem Praxis-/Stammkanal in den Tokenrenderer übernommen.	dar shey qokain chckhey chey kain chedal okeeey qoodain okain oteey ol	dar shey qokain chckhey chey kain chedal okeeey qoodain okain oteey ol	dar ey qokain chckhey cheykain chedal okeeey qoodain okain oteey ol
G683-OL-0013	f103r	f103r.28	S	B	3	9	11	MEDIAL	ain	cheey	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Grundansatz	BILATERAL_PORTABLE_OL_BASE	BILATERAL_EXACT_WHOLE	GDT664_PUBLISHED_LEARNED_WHOLE	OL_BASE	NONE	BILATERAL_EXACT	ol	NONE	NONE	NONE	EXACT	ol	ol	9	EXACT	ol	ol	9	BOTH_EXACT	0	0	GDT664s publizierte LEARNED_OL_BASE-Karte wird aus dem Praxis-/Stammkanal in den Tokenrenderer übernommen.	deshedy qokeeey dalkain okaiin chedy qokeey otain ain ol cheey lkeedy	deshedy qokchey dalkain okaiin chedy qokeey otain ain ol cheey lkeedy	deshedy qokeeey dalkain okaiin chedy qokeey otain ain ol cheey lkeedy
G683-OL-0014	f103r	f103r.4	S	B	3	7	9	MEDIAL	chdar	loty	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Grundansatz	MAJORITY_OL_BASE_WITH_READER_RIVAL	MAJORITY_DEFAULT__NOT_ALL_READERS	GDT664_PUBLISHED_LEARNED_WHOLE	OL_BASE	NONE	ZL3B_PLUS_ONE_EXACT__IT2A_RIVAL	ol	IT2A:chdarol	Leserform chdarol; lokale Bedeutung offen	UNRESOLVED_READER_FORM	MERGE_2	chdarol	chdar|ol	6|7	EXACT	ol	ol	7	RF1B_ONLY_EXACT	1	0	GDT664s publizierte LEARNED_OL_BASE-Karte wird aus dem Praxis-/Stammkanal in den Tokenrenderer übernommen.	ychedy qokedy okedy qokeey okey chdar ol loty chedaraly	ychedy qokedy okedy qokeey okey chdarol loty chedar aly	ychedy qokedy okedy qokeey okey chdar ol loty chedar aly
G683-OL-0015	f103r	f103r.43	S	B	3	3	11	MEDIAL	cheal	sheey	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Grundansatz	BILATERAL_PORTABLE_OL_BASE	BILATERAL_EXACT_WHOLE	GDT664_PUBLISHED_LEARNED_WHOLE	OL_BASE	NONE	BILATERAL_EXACT	ol	NONE	NONE	NONE	EXACT	ol	ol	3	EXACT	ol	ol	3	BOTH_EXACT	0	0	GDT664s publizierte LEARNED_OL_BASE-Karte wird aus dem Praxis-/Stammkanal in den Tokenrenderer übernommen.	tar cheal ol sheey qotal sheal qokal sheedy okeshedy shokey qokaiin	tar cheal ol sheey qotal sheal qokal sheedy okeshedy shokey qokaiin	tar cheal ol sheey qotal sheal qokal shee y okeshedy okey qokaiin
G683-OL-0016	f103r	f103r.46	S	B	3	9	11	MEDIAL	qokeey	loiin	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Grundansatz	BILATERAL_PORTABLE_OL_BASE	BILATERAL_EXACT_WHOLE	GDT664_PUBLISHED_LEARNED_WHOLE	OL_BASE	NONE	BILATERAL_EXACT	ol	NONE	NONE	NONE	EXACT	ol	ol	9	EXACT	ol	ol	9	BOTH_EXACT	0	0	GDT664s publizierte LEARNED_OL_BASE-Karte wird aus dem Praxis-/Stammkanal in den Tokenrenderer übernommen.	chol keey qokeey cheol chorol shedy qokeey qokeey ol loiin chedan	chol keey qokeey cheol chorol shedy qokeey qokeey ol laiin chedan	cholkeey qokeey cheol chorol shedy qokeey qokeey ol l iin che an
G683-OL-0017	f103r	f103r.49	S	B	3	5	13	MEDIAL	l	sheed	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Grundansatz	MAJORITY_OL_BASE_WITH_READER_RIVAL	MAJORITY_DEFAULT__NOT_ALL_READERS	GDT664_PUBLISHED_LEARNED_WHOLE	OL_BASE	NONE	ZL3B_PLUS_ONE_EXACT__RF1B_RIVAL	ol	RF1B:olsheed	Holzdrogenansatz vollständig einweichen und abschließen	GDT666:EXACT_WHOLE	EXACT	ol	ol	5	MERGE_2	olsheed	ol|sheed	5|6	IT2A_ONLY_EXACT	1	0	GDT664s publizierte LEARNED_OL_BASE-Karte wird aus dem Praxis-/Stammkanal in den Tokenrenderer übernommen.	okeey lr ain l ol sheed qokeey sheol qokeedy shedy qoky leeesain am	okeey lr ain l ol sheed qokeey sheol qokeedy shedy qoky leeesain am	okeey lr ain l olsheed qokeey she l qokee y shedy qoky leees ain am
G683-OL-0018	f103r	f103r.7	S	B	3	8	9	MEDIAL	qoedy	shedy	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Grundansatz	MAJORITY_OL_BASE_WITH_READER_RIVAL	MAJORITY_DEFAULT__NOT_ALL_READERS	GDT664_PUBLISHED_LEARNED_WHOLE	OL_BASE	NONE	ZL3B_PLUS_ONE_EXACT__IT2A_RIVAL	ol	IT2A:olshedy	Holzdroge im Ansatz vollständig eingeweicht	GDT664:EXACT_WHOLE	MERGE_2	olshedy	ol|shedy	8|9	EXACT	ol	ol	8	RF1B_ONLY_EXACT	1	0	GDT664s publizierte LEARNED_OL_BASE-Karte wird aus dem Praxis-/Stammkanal in den Tokenrenderer übernommen.	saiin chey shs olshedy qokeey okeeody qoedy ol shedy	sain chey she olshedy qokeey okeeody qoeedy olshedy	saiin chey shs olshedy qokeey okeeody qaedy ol shedy
G683-OL-0019	f103v	f103v.12	S	B	3	7	13	MEDIAL	l	shedy	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Holzstoff	BOUND_OL_MATERIAL_COMPONENT	LOCAL_COMPOUND_ONLY	PUBLISHED_EXACT_WHOLE	LOL_WOOD_MATERIAL	NONE	BILATERAL_BOUND	l|ol	IT2A:lol|RF1B:lol	Holzstoff	PUBLISHED_EXACT_WHOLE	MERGE_2	lol	l|ol	6|7	MERGE_2	lol	l|ol	6|7	NEITHER_EXACT	1	1	Beide Alternativleser binden links zu lol; die publizierte Ganzwortkarte lol trägt Holzstoff.	sal sheal shedy okeedy qokeey l ol shedy pchor pchedy pol sheedy opalam	sal sheal shedy okeedy qokeey lol shedy pchor pchedy pol sheedy opalam	sal she l shedy okeedy qokeey lol shedy pchor pchedy pol sheedy opalam
G683-OL-0020	f103v	f103v.16	S	B	3	7	8	MEDIAL	otain	kedy	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	erhitzte Drogenbasis	BOUND_OL_MATERIAL_COMPONENT	LOCAL_COMPOUND_ONLY	SHARED_COMPONENT_CORE	OL_BASE+K_HOT+E_MIDDLE	DY completion only in IT2a olkedy; RF1b has olke	BILATERAL_BOUND_DIFFERENT_COMPLETION	ol|kedy	IT2A:olkedy|RF1B:olke|y	erhitzte Drogenbasis	SHARED_COMPONENT_CORE	MERGE_2	olkedy	ol|kedy	7|8	RESEG_2_2	olke|y	ol|kedy	7|8	NEITHER_EXACT	1	1	IT2a bildet olkedy und trägt Abschluss; RF1b bildet olke ohne publizierte Abschlusskarte. Nur der gemeinsame erhitzte Drogenbasiskern wird gerendert.	daiin sheekchy okeeshy qol shedy otain ol kedy	doiin sheekchy okeeshy qol shedy otain olkedy	d iin sheekchy okeeshy qol shedy otain olke y
G683-OL-0021	f103v	f103v.17	S	B	3	8	11	MEDIAL	qokal	char	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Grundansatz	BILATERAL_PORTABLE_OL_BASE	BILATERAL_EXACT_WHOLE	GDT664_PUBLISHED_LEARNED_WHOLE	OL_BASE	NONE	BILATERAL_EXACT	ol	NONE	NONE	NONE	EXACT	ol	ol	8	EXACT	ol	ol	8	BOTH_EXACT	0	0	GDT664s publizierte LEARNED_OL_BASE-Karte wird aus dem Praxis-/Stammkanal in den Tokenrenderer übernommen.	qokeedy chedy qoteey oteedy lkedy shedy qokal ol char otal opchedy	qokeedy chedy qoteey oteedy lkedy shedy qokal ol char otal opchedy	qokeedy chedy qoteey oteedy lke y shedy qokal ol char otal opche y
G683-OL-0022	f103v	f103v.18	S	B	3	2	10	MEDIAL	yshear	oqaiin	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Grundansatz	MAJORITY_OL_BASE_WITH_READER_RIVAL	MAJORITY_DEFAULT__NOT_ALL_READERS	GDT664_PUBLISHED_LEARNED_WHOLE	OL_BASE	NONE	ZL3B_PLUS_ONE_EXACT__RF1B_RIVAL	ol	RF1B:al	Rohstoffklasse I	GDT655:NEW_EXACT_WHOLE	EXACT	ol	ol	2	ONE	al	ol	2	IT2A_ONLY_EXACT	0	0	GDT664s publizierte LEARNED_OL_BASE-Karte wird aus dem Praxis-/Stammkanal in den Tokenrenderer übernommen.	yshear ol oqaiin chckhey lchedy chedy olaiin oteedy qokeedal larorol	yshear ol oqaiin chckhy lchedy chedy olaiin oteedy qokeedal larorol	yshear al oqoiin chckhey lchedy chedy olaiin oteedy qokeedal larorol
G683-OL-0023	f103v	f103v.34	S	B	3	3	11	MEDIAL	sheey	chey	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Grundansatz	BILATERAL_PORTABLE_OL_BASE	BILATERAL_EXACT_WHOLE	GDT664_PUBLISHED_LEARNED_WHOLE	OL_BASE	NONE	BILATERAL_EXACT	ol	NONE	NONE	NONE	EXACT	ol	ol	3	EXACT	ol	ol	3	BOTH_EXACT	0	0	GDT664s publizierte LEARNED_OL_BASE-Karte wird aus dem Praxis-/Stammkanal in den Tokenrenderer übernommen.	daiin sheey ol chey qok shey qokaiin checkhy otedy lshey lchdy	daiin sheey ol chey qokshey qokaiin checkhy otedy lshey lchdy	daiin sheey ol chey qokshey qokaiin checkhy otedy lshey lch y
G683-OL-0024	f103v	f103v.37	S	B	3	3	9	MEDIAL	qokain	shey	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Grundansatz	BILATERAL_PORTABLE_OL_BASE	BILATERAL_EXACT_WHOLE	GDT664_PUBLISHED_LEARNED_WHOLE	OL_BASE	NONE	BILATERAL_EXACT	ol	NONE	NONE	NONE	EXACT	ol	ol	3	EXACT	ol	ol	3	BOTH_EXACT	0	0	GDT664s publizierte LEARNED_OL_BASE-Karte wird aus dem Praxis-/Stammkanal in den Tokenrenderer übernommen.	olshey qokain ol shey qokeshe lsheok shdy qcphey chetydar	ol shey qokain ol shey qokeshe lsheok shdy qcphhy chety dar	olshey qokain ol shey qokeshe lsheok shdy qcphey chety dar
G683-OL-0025	f103v	f103v.38	S	B	3	4	8	MEDIAL	chees	chey	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Grundansatz	BILATERAL_PORTABLE_OL_BASE	BILATERAL_EXACT_WHOLE	GDT664_PUBLISHED_LEARNED_WHOLE	OL_BASE	NONE	BILATERAL_EXACT	ol	NONE	NONE	NONE	EXACT	ol	ol	4	EXACT	ol	ol	4	BOTH_EXACT	0	0	GDT664s publizierte LEARNED_OL_BASE-Karte wird aus dem Praxis-/Stammkanal in den Tokenrenderer übernommen.	oteey l chees ol chey chey chol keechy	oteey lchees ol chey chey chol keechy	oteey l chees ol chey chey cholkeechy
G683-OL-0026	f103v	f103v.4	S	B	3	6	8	MEDIAL	lkees	qoteedy	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Grundansatz	BILATERAL_PORTABLE_OL_BASE	BILATERAL_EXACT_WHOLE	GDT664_PUBLISHED_LEARNED_WHOLE	OL_BASE	NONE	BILATERAL_EXACT	ol	NONE	NONE	NONE	EXACT	ol	ol	6	EXACT	ol	ol	6	BOTH_EXACT	0	0	GDT664s publizierte LEARNED_OL_BASE-Karte wird aus dem Praxis-/Stammkanal in den Tokenrenderer übernommen.	y cheey qokeey okeey lkees ol qoteedy ykeedy	y cheey qokeey okeey lkees ol qoteedy ykeedy	ycheey qokeey okeey lkees ol qoteed ykeedy
G683-OL-0027	f103v	f103v.40	S	B	3	5	10	MEDIAL	qoain	keey	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Grundansatz	BILATERAL_PORTABLE_OL_BASE	BILATERAL_EXACT_WHOLE	GDT664_PUBLISHED_LEARNED_WHOLE	OL_BASE	NONE	BILATERAL_EXACT	ol	NONE	NONE	NONE	EXACT	ol	ol	5	EXACT	ol	ol	5	BOTH_EXACT	0	0	GDT664s publizierte LEARNED_OL_BASE-Karte wird aus dem Praxis-/Stammkanal in den Tokenrenderer übernommen.	yteey sheal shey qoain ol keey qokaiin shckhy lchedy rain	yteey sheal shey qoain ol keey qokain shckhy lchedy rain	yteey sheal shey qoain ol keey qokaiin ckhy lchedy rain
G683-OL-0028	f103v	f103v.45	S	B	3	2	11	MEDIAL	okey	cheey	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Grundansatz	BILATERAL_PORTABLE_OL_BASE	BILATERAL_EXACT_WHOLE	GDT664_PUBLISHED_LEARNED_WHOLE	OL_BASE	NONE	BILATERAL_EXACT	ol	NONE	NONE	NONE	EXACT	ol	ol	2	EXACT	ol	ol	2	BOTH_EXACT	0	0	GDT664s publizierte LEARNED_OL_BASE-Karte wird aus dem Praxis-/Stammkanal in den Tokenrenderer übernommen.	okey ol cheey lcheey lkain shckhy sheckhy or ain otar oly	okey ol cheey lcheey lkain shckhy sheckhy orain otar oly	okey ol cheey lcheey lkain shckhy sheckhyorain otar oly
G683-OL-0029	f103v	f103v.7	S	B	3	11	12	MEDIAL	qokaiin	chedydy	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Grundansatz	BILATERAL_PORTABLE_OL_BASE	BILATERAL_EXACT_WHOLE	GDT664_PUBLISHED_LEARNED_WHOLE	OL_BASE	NONE	BILATERAL_EXACT	ol	NONE	NONE	NONE	EXACT	ol	ol	11	EXACT	ol	ol	11	BOTH_EXACT	0	0	GDT664s publizierte LEARNED_OL_BASE-Karte wird aus dem Praxis-/Stammkanal in den Tokenrenderer übernommen.	daiin shey chol chey oteey lkeeor okaiin shedy shedy qokaiin ol chedydy	daiin shey chol chey oteey lkeeor okaiin shedy shedy qokaiin ol chedydy	daiin shey chol chey oteey lkeeor okaiin shedy shedy qokaiin ol che ydy
G683-OL-0030	f103v	f103v.9	S	B	3	10	11	MEDIAL	qotar	lkar	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Grundansatz	BILATERAL_PORTABLE_OL_BASE	BILATERAL_EXACT_WHOLE	GDT664_PUBLISHED_LEARNED_WHOLE	OL_BASE	NONE	BILATERAL_EXACT	ol	NONE	NONE	NONE	EXACT	ol	ol	10	EXACT	ol	ol	10	BOTH_EXACT	0	0	GDT664s publizierte LEARNED_OL_BASE-Karte wird aus dem Praxis-/Stammkanal in den Tokenrenderer übernommen.	pchal shal shorchdy okeor okaiin shedy pchedy qotchedy qotar ol lkar	pchal shal shorchdy okeor okain shedy pchedy qotchedy qotar ol lkar	pchalshal shorch y okear okaiin shedy pchedy qotchedy qotar ol lkar
G683-OL-0031	f104r	f104r.14	S	B	3	9	10	MEDIAL	otal	oeeal	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Grundansatz	BILATERAL_PORTABLE_OL_BASE	BILATERAL_EXACT_WHOLE	GDT664_PUBLISHED_LEARNED_WHOLE	OL_BASE	NONE	BILATERAL_EXACT	ol	NONE	NONE	NONE	EXACT	ol	ol	9	EXACT	ol	ol	9	BOTH_EXACT	0	0	GDT664s publizierte LEARNED_OL_BASE-Karte wird aus dem Praxis-/Stammkanal in den Tokenrenderer übernommen.	daiin choaiin qokechy qotal cheolor saiin olkeechey otal ol oeeal	daiin choaiin qokechy qotal cheo lor saiin olkeechey otal ol oeeal	daiin choaiin qokechy qotal cheo lor saiin olkeeche otal ol oeeal
G683-OL-0032	f104r	f104r.23	S	B	3	1	13	BOS	BOS	sheockhey	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Grundansatz	BILATERAL_PORTABLE_OL_BASE	BILATERAL_EXACT_WHOLE	GDT664_PUBLISHED_LEARNED_WHOLE	OL_BASE	NONE	BILATERAL_EXACT	ol	NONE	NONE	NONE	EXACT	ol	ol	1	EXACT	ol	ol	1	BOTH_EXACT	0	0	GDT664s publizierte LEARNED_OL_BASE-Karte wird aus dem Praxis-/Stammkanal in den Tokenrenderer übernommen.	ol sheockhey chol kechdy okeedal lkain chol keeody otchor aiir chol kar alol	ol sheo ckhey chol kechdy okeedal lkain chol keeody otchor aiir chol kar alol	ol sheockhey chol kechd okeedal lkain cholkeeo y otchor aiir chol kar alol
