occurrence_id	page	locus	section	language	hand	ordinal	token_count	position	previous_token	next_token	old_structural_meta_gloss	working_translation_de	semantic_decision	export_policy	evidence_type	composition	unresolved_component	reader_scope	render_span_tokens	reader_rival_surface	reader_rival_de	reader_rival_source	it2a_operation	it2a_render	it2a_source_span	it2a_span_ordinals	rf1b_operation	rf1b_render	rf1b_source_span	rf1b_span_ordinals	reader_support	boundary_active	render_once	rationale	zl3b_line	it2a_line	rf1b_line
G683-OL-0134	f21r	f21r.6	H	A	1	10	12	MEDIAL	chol	qoteeol	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	trockener Drogenstoff im Grundansatz	BOUND_OL_MATERIAL_COMPONENT	LOCAL_COMPOUND_ONLY	INFERRED_COMPOSITION	CHOL_DRY_MATERIAL+OL_BASE	NONE	BILATERAL_LEFT_BOUND	chol|ol	IT2A:cholol|RF1B:cholol	trockener Drogenstoff im Grundansatz	INFERRED_COMPOSITION	MERGE_2	cholol	chol|ol	9|10	MERGE_2	cholol	chol|ol	9|10	NEITHER_EXACT	1	1	Beide Alternativleser binden links zu cholol; der trockene Stoff plus Ansatzkern ist eine lokale Komposition, keine publizierte cholol-Ganzwortkarte.	dchor y kol y ky chol kol qokeol chol ol qoteeol dady	dchor y kolyky chol kol qokeol cholol qoteeol dady	dchor y kolyky chol kol qokeol cholol qoteeol d dy
G683-OL-0144	f23v	f23v.4	H	A	1	4	7	MEDIAL	sholol	dal	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	abgemessener Drogenrohstoff I	BOUND_OL_MATERIAL_COMPONENT	LOCAL_COMPOUND_ONLY	PUBLISHED_EXACT_WHOLE	OLDAL_MEASURED_RAW_DRUG_I	NONE	BILATERAL_BOUND	ol|dal	IT2A:oldal|RF1B:oldal	abgemessener Drogenrohstoff I	PUBLISHED_EXACT_WHOLE	MERGE_2	oldal	ol|dal	4|5	MERGE_2	oldal	ol|dal	4|5	NEITHER_EXACT	1	1	Beide Alternativleser binden rechts zu oldal; die publizierte Ganzwortkarte ist abgemessener Drogenrohstoff I.	okchey dair sholol ol dal otchor dar	okchey dair sholol oldal otchor mar	okchey dair sh lol oldal otchor dar
G683-OL-0181	f50r	f50r.6	H	B	2	3	10	MEDIAL	shear	kchedy	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	heiß-trockener Grundansatz bis zur Mittelstufe	BOUND_OL_MATERIAL_COMPONENT	LOCAL_COMPOUND_ONLY	SHARED_COMPONENT_CORE	OL_BASE+K_HOT+CH_DRY+E_MIDDLE	DY completion only in IT2a olkchedy; RF1b has olkche	BILATERAL_BOUND_DIFFERENT_COMPLETION	ol|kchedy	IT2A:olkchedy|RF1B:olkche|y	heiß-trockener Grundansatz bis zur Mittelstufe	SHARED_COMPONENT_CORE	MERGE_2	olkchedy	ol|kchedy	3|4	RESEG_2_2	olkche|y	ol|kchedy	3|4	NEITHER_EXACT	1	1	IT2a bildet olkchedy mit Abschluss, RF1b olkche ohne dy. Nur der gemeinsame heiße, trockene Mittelstufenkern wird gerendert.	ykain shear ol kchedy okal qotor cheeor olkeedy daiin qoky	ykain ssear olkchedy okal qotor cheeor olkady daiin qoky	ykain sheor olkche y okal qotor cheeor olkeedy daiin qoky
G683-OL-0190	f58r	f58r.31	S	A	3	6	11	MEDIAL	chol	ekar	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	erste heiße Drogenfraktion im Grundansatz; e-Komponente offen	BOUND_OL_MATERIAL_COMPONENT	LOCAL_COMPOUND_ONLY	INFERRED_COMPOSITION	OL_BASE+E_UNRESOLVED+KAR_HOT_FRACTION_I	visible E	BILATERAL_BOUND	ol|ekar	IT2A:olekar|RF1B:olekar	erste heiße Drogenfraktion im Grundansatz; e-Komponente offen	INFERRED_COMPOSITION	MERGE_2	olekar	ol|ekar	6|7	MERGE_2	olekar	ol|ekar	6|7	NEITHER_EXACT	1	1	Beide Alternativleser binden rechts zu olekar. OL und KAR tragen die provisorische Ansatz-/Fraktionskomposition; das sichtbare e bleibt ausdrücklich unaufgelöst.	odshchol taiin okal or chol ol ekar otarchol chol kam qokal	odshchol taiin okalor chol olekar otarchol chol kam qokal	odshchol taiin okal or chol olekar otarchol chol kag qokal
G683-OL-0227	f76r	f76r.33	T	B	2	14	16	MEDIAL	r	sheey	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Wurzelrohstoff I oder Rohstoffklasse I	LOCAL_MATERIAL_READER_CONFLICT	NO_OL_EXPORT	PUBLISHED_READER_RIVALS	RAL_ROOT_RAW_I|AL_RAW_I	reader choice RAL versus AL	IT2A_FUZZY_LEFT_BOUND_RF1B_GLYPH_RIVAL	r|ol	IT2A:ral|RF1B:al	Wurzelrohstoff I oder Rohstoffklasse I	PUBLISHED_READER_RIVALS	FUZZY_MERGE_2	ral	r|ol	13|14	ONE	al	ol	14	NEITHER_EXACT	1	1	IT2a bindet r ol fuzzy zu ral, RF1b liest das ol als al; beide sind konkrete Rohstoffkarten, aber keine gemeinsame freie ol-Karte.	qokedy lkey kal shedy qopchey qo l pchedy okchy chckhy shey lol r ol sheey dar	qokedy lkey kal shedy qopchey qol pchedy okchy chckhy shey lol ral sheey dar	qokedy lkey kal she y qopchey qol pchedy okchy chckhy shey lol r al sheey dar
G683-OL-0229	f76r	f76r.44	T	B	2	7	12	MEDIAL	lkaiin	shedy	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	vollständig eingeweichte Holzdroge im Ansatz	BOUND_OL_MATERIAL_COMPONENT	LOCAL_COMPOUND_ONLY	PUBLISHED_EXACT_WHOLE	OLSHEDY_SOAKED_WOOD_PREPARATION	NONE	BILATERAL_BOUND	ol|shedy	IT2A:olshedy|RF1B:olshedy	vollständig eingeweichte Holzdroge im Ansatz	PUBLISHED_EXACT_WHOLE	MERGE_2	olshedy	ol|shedy	7|8	MERGE_2	olshedy	ol|shedy	7|8	NEITHER_EXACT	1	1	Beide Alternativleser binden rechts zu olshedy; die publizierte Ganzwortkarte bezeichnet vollständig eingeweichte Holzdroge im Ansatz.	poleedaran shckhy qoty ykar alol lkaiin ol shedy otain okar opar kolpy	poleedaran shckhy qoty ykar alol lkaiin olshedy otain okar opar kolpy	poleedaran shckhy qoty ykar alol lkaiin olshedy otain okar opar kolpy
G683-OL-0235	f76v	f76v.8	B	B	2	11	11	EOS	r	EOS	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Rohstoffklasse I oder Wurzelrohstoff I	LOCAL_MATERIAL_READER_CONFLICT	NO_OL_EXPORT	PUBLISHED_READER_RIVALS	AL_RAW_I|RAL_ROOT_RAW_I	reader choice AL versus RAL	IT2A_GLYPH_RIVAL_RF1B_FUZZY_LEFT_BOUND	r|ol	IT2A:al|RF1B:ral	Rohstoffklasse I oder Wurzelrohstoff I	PUBLISHED_READER_RIVALS	ONE	al	ol	11	FUZZY_MERGE_2	ral	r|ol	10|11	NEITHER_EXACT	1	1	IT2a liest al, RF1b bindet r ol fuzzy zu ral; die konkreten Rivalen werden lokal bewahrt.	qokeedy ochedy roiin sheedy qokeedy okeedy olor okeedy qolkchey r ol	qokeedy ochedy roiin sheedy qokeedy okeedy olor okeedy qolkeeey r al	qokeedy ochedy roiin eedy qokeedy okeedy olor okeedy qolkeeey ral
G683-OL-0258	f78r	f78r.35	B	B	2	10	11	MEDIAL	tees	y	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	abseihen	LOCAL_OLY_ACTION_CONFLICT	NO_OL_EXPORT	PUBLISHED_READER_RIVAL	OLY_STRAIN_ACTION	RF1b reads ly without initial O	IT2A_BOUND_ACTION_RF1B_FUZZY_BOUND	ol|y	IT2A:oly|RF1B:ly	abseihen	PUBLISHED_READER_RIVAL	MERGE_2	oly	ol|y	10|11	FUZZY_MERGE_2	ly	ol|y	10|11	NEITHER_EXACT	1	1	IT2a bindet ol mit folgendem y zu oly, der publizierten Abseihhandlung; RF1b liest denselben Quellspan fuzzy als ly.	y sain checkhy qokain cheeky daiin daiin y tees ol y	y sain checkhy qokain cheeky daiin daiin ytees oly	y sain checkhy qokain cheeky daiin daiin y tees ly
G683-OL-0319	f79v	f79v.41	B	B	2	4	9	MEDIAL	okain	keey	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	vollständig erhitzter Holzdrogenansatz	BOUND_OL_MATERIAL_COMPONENT	LOCAL_COMPOUND_ONLY	PUBLISHED_EXACT_WHOLE	OLKEEY_FULLY_HEATED_WOOD_PREPARATION	NONE	BILATERAL_BOUND	ol|keey	IT2A:olkeey|RF1B:olkeey	vollständig erhitzter Holzdrogenansatz	PUBLISHED_EXACT_WHOLE	MERGE_2	olkeey	ol|keey	4|5	MERGE_2	olkeey	ol|keey	4|5	NEITHER_EXACT	1	1	Beide Alternativleser binden rechts zu olkeey; die publizierte Ganzwortkarte bleibt erhalten.	yshedy qokeey okain ol keey daldy chedy raiin orain	yshedy qokeey okain olkeey daldy chedy raiin orain	yshedy qokeey okain olkeey daldy chedy raiin orain
G683-OL-0320	f79v	f79v.42	B	B	2	5	8	MEDIAL	chedy	ain	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	zwei Teile Drogenstoff	BOUND_OL_MATERIAL_COMPONENT	LOCAL_COMPOUND_ONLY	PUBLISHED_EXACT_WHOLE	OLAIN_DRUG_MATERIAL_QUANTITY_II	IT2a has fuzzy olaiin versus RF1b olain	BILATERAL_BOUND_READER_QUANTITY_RIVAL	ol|ain	IT2A:olaiin|RF1B:olain	zwei Teile Drogenstoff	PUBLISHED_EXACT_WHOLE	FUZZY_MERGE_2	olaiin	ol|ain	5|6	MERGE_2	olain	ol|ain	5|6	NEITHER_EXACT	1	1	RF1b bindet zu publiziertem olain; IT2a erweitert denselben Quellspan fuzzy zu olaiin. Der V48-Kontext behält lokal den Mengen-II-Default und weist die Mengen-III-Lesung aus.	okchedy qokain sheky chedy ol ain y daral	okchedy qokain sheky chedy olaiin ydaral	okchedy qokain eky che y olain y daral
G683-OL-0323	f7r	f7r.9	H	A	1	2	8	MEDIAL	qokechy	choiin	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	trockene Zubereitungsform III im Grundansatz	BOUND_OL_MATERIAL_COMPONENT	LOCAL_COMPOUND_ONLY	INFERRED_COMPOSITION	OL_BASE+CHOIIN_DRY_FORM_III	NONE	BILATERAL_BOUND	ol|choiin	IT2A:olchoiin|RF1B:olchoiin	trockene Zubereitungsform III im Grundansatz	INFERRED_COMPOSITION	MERGE_2	olchoiin	ol|choiin	2|3	MERGE_2	olchoiin	ol|choiin	2|3	NEITHER_EXACT	1	1	Beide Alternativleser binden rechts zu olchoiin; Ansatz plus trockene Zubereitungsform III ist eine lokale Komposition, keine publizierte Ganzwortkarte.	qokechy ol choiin chol cphey shckhy chochy kchod	qokechy olchoiin chol cphey shckhy chochy kchod	qokechy olchoiin chol cphey shckhy chochy kchod
G683-OL-0410	f85r1	f85r1.29	T	B	2	3	13	MEDIAL	aiin	keeody	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	vollständig ausgekochter Holzdrogenauszug	BOUND_OL_MATERIAL_COMPONENT	LOCAL_COMPOUND_ONLY	PUBLISHED_EXACT_WHOLE	OLKEEODY_FULLY_DECOCTED_WOOD_EXTRACT	NONE	BILATERAL_BOUND	ol|keeody	IT2A:olkeeody|RF1B:olkeeody	vollständig ausgekochter Holzdrogenauszug	PUBLISHED_EXACT_WHOLE	MERGE_2	olkeeody	ol|keeody	3|4	MERGE_2	olkeeody	ol|keeody	3|4	NEITHER_EXACT	1	1	Beide Alternativleser binden rechts zu olkeeody; die publizierte Ganzwortkarte bezeichnet den vollständig ausgekochten Holzdrogenauszug.	oees aiin ol keeody or s cheey qokchdy qotol okar otar otchy okam	oees aiin olkeeody ors cheey qokchdy qotol okar otar otchy dkam	oees aiin olkeeody or s cheey qokch y qotol okar otar otchy okam
G683-OL-0432	f86v6	f86v6.40	T	B	2	10	12	MEDIAL	kar	kar	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	erste erhitzte Drogenfraktion im Ansatz	BOUND_OL_MATERIAL_COMPONENT	LOCAL_COMPOUND_ONLY	INFERRED_COMPOSITION	OL_BASE+KAR_HOT_FRACTION_I	NONE	BILATERAL_BOUND	ol|kar	IT2A:olkar|RF1B:olkar	erste erhitzte Drogenfraktion im Ansatz	INFERRED_COMPOSITION	MERGE_2	olkar	ol|kar	10|11	MERGE_2	olkar	ol|kar	10|11	NEITHER_EXACT	1	1	Beide Alternativleser binden rechts zu olkar; die Bedeutung ist eine provisorische OL+KAR-Komposition, keine publizierte olkar-Ganzwortkarte.	daiin ar qotal tshdy otar shcthdy qokol chotal kar ol kar alky	daiin ar qotal kshdy otar shcthdy qokol chotal kar olkar alky	daiin ar qotal tsh y otar shcthdy qokol chotal kar olkar alky
