unified_serial	register	page	source_group_id	reading_unit_id	visible_owner	visible_surface	surface_id	atom_sequence	short_value_de	unit_reading_de	lookup_mode	autonomy
11	PROSE	f10r	E011	H1-S002	H1	qokchy	SF0324	OK+Y	Posten zur Weiterbearbeitung ansetzen	Nimm den Posten in Arbeit, führe ihn weiter und halte ihn bereit.	PROSE_STATEMENT_ATTACHMENT	FULL
12	PROSE	f10r	E012	H1-S002	H1	qotchol	SF0348	OT+OL	danach weiterfuehren	Nimm den Posten in Arbeit, führe ihn weiter und halte ihn bereit.	PROSE_STATEMENT_ATTACHMENT	FULL
13	PROSE	f10r	E013	H1-S002	H1	chol	SF0080	OL	fortsetzen	Nimm den Posten in Arbeit, führe ihn weiter und halte ihn bereit.	PROSE_STATEMENT_ATTACHMENT	FULL
14	PROSE	f10r	E014	H1-S002	H1	cthy	SF0100	CTH+Y	bereit	Nimm den Posten in Arbeit, führe ihn weiter und halte ihn bereit.	PROSE_STATEMENT_ATTACHMENT	FULL
15	PROSE	f10r	E015	H2-S001	H2	ycheor	SF0437	Y+CHEO+OR	Auszugsansatz	Nimm den Auszugsansatz, bringe ihn bis zum Bereitschaftsgrad und führe ihn nach Sollmaß weiter.	PROSE_STATEMENT_ATTACHMENT	FULL
16	PROSE	f10r	E016	H2-S001	H2	cthy	SF0100	CTH+Y	bereit	Nimm den Auszugsansatz, bringe ihn bis zum Bereitschaftsgrad und führe ihn nach Sollmaß weiter.	PROSE_STATEMENT_ATTACHMENT	FULL
17	PROSE	f10r	E017	H2-S001	H2	chor	SF0083	OR	Ansatz	Nimm den Auszugsansatz, bringe ihn bis zum Bereitschaftsgrad und führe ihn nach Sollmaß weiter.	PROSE_STATEMENT_ATTACHMENT	FULL
18	PROSE	f10r	E018	H2-S001	H2	cthaiin	SF0098	CTH+AIIN	Fertigmaß	Nimm den Auszugsansatz, bringe ihn bis zum Bereitschaftsgrad und führe ihn nach Sollmaß weiter.	PROSE_STATEMENT_ATTACHMENT	FULL
19	PROSE	f10r	E019	H2-S001	H2	qoctholy	SF0315	CTH+OL+Y	bereiten Posten weiterfuehren	Nimm den Auszugsansatz, bringe ihn bis zum Bereitschaftsgrad und führe ihn nach Sollmaß weiter.	PROSE_STATEMENT_ATTACHMENT	FULL
20	PROSE	f10r	E020	H2-S001	H2	dy	SF0133	Y	dieser Posten	Nimm den Auszugsansatz, bringe ihn bis zum Bereitschaftsgrad und führe ihn nach Sollmaß weiter.	PROSE_STATEMENT_ATTACHMENT	FULL
21	PROSE	f10r	E021	H2-S001	H2	chy	SF0091	Y	dieser Posten	Nimm den Auszugsansatz, bringe ihn bis zum Bereitschaftsgrad und führe ihn nach Sollmaß weiter.	PROSE_STATEMENT_ATTACHMENT	FULL
22	PROSE	f10r	E022	H2-S001	H2	taiin	SF0421	AIIN	Sollmaß	Nimm den Auszugsansatz, bringe ihn bis zum Bereitschaftsgrad und führe ihn nach Sollmaß weiter.	PROSE_STATEMENT_ATTACHMENT	FULL
23	PROSE	f10r	E023	H2-S001	H2	shy	SF0400	Y	dieser Posten	Nimm den Auszugsansatz, bringe ihn bis zum Bereitschaftsgrad und führe ihn nach Sollmaß weiter.	PROSE_STATEMENT_ATTACHMENT	FULL
24	PROSE	f10r	E024	H2-S002	H2	qotchor	SF0349	OT+OR	Folgeansatz	Beginne den nächsten Ansatz, arbeite mit dem vorigen Ansatz weiter, stelle auf Sollmaß und entnimm vom Ausgang.	PROSE_STATEMENT_ATTACHMENT	FULL
25	PROSE	f10r	E025	H2-S002	H2	chor	SF0083	OR	Ansatz	Beginne den nächsten Ansatz, arbeite mit dem vorigen Ansatz weiter, stelle auf Sollmaß und entnimm vom Ausgang.	PROSE_STATEMENT_ATTACHMENT	FULL
26	PROSE	f10r	E026	H2-S002	H2	otol	SF0292	OT+OL	danach fortsetzen	Beginne den nächsten Ansatz, arbeite mit dem vorigen Ansatz weiter, stelle auf Sollmaß und entnimm vom Ausgang.	PROSE_STATEMENT_ATTACHMENT	FULL
27	PROSE	f10r	E027	H2-S002	H2	chol	SF0080	OL	fortsetzen	Beginne den nächsten Ansatz, arbeite mit dem vorigen Ansatz weiter, stelle auf Sollmaß und entnimm vom Ausgang.	PROSE_STATEMENT_ATTACHMENT	FULL
28	PROSE	f10r	E028	H2-S002	H2	cholor	SF0081	OL+OR	Fortsetzungsansatz	Beginne den nächsten Ansatz, arbeite mit dem vorigen Ansatz weiter, stelle auf Sollmaß und entnimm vom Ausgang.	PROSE_STATEMENT_ATTACHMENT	FULL
29	PROSE	f10r	E029	H2-S002	H2	chol	SF0080	OL	fortsetzen	Beginne den nächsten Ansatz, arbeite mit dem vorigen Ansatz weiter, stelle auf Sollmaß und entnimm vom Ausgang.	PROSE_STATEMENT_ATTACHMENT	FULL
30	PROSE	f10r	E030	H2-S002	H2	daiin	SF0105	AIIN	Sollmaß	Beginne den nächsten Ansatz, arbeite mit dem vorigen Ansatz weiter, stelle auf Sollmaß und entnimm vom Ausgang.	PROSE_STATEMENT_ATTACHMENT	FULL
31	PROSE	f10r	E031	H2-S002	H2	dar	SF0112	AR	aus dem Ansatz	Beginne den nächsten Ansatz, arbeite mit dem vorigen Ansatz weiter, stelle auf Sollmaß und entnimm vom Ausgang.	PROSE_STATEMENT_ATTACHMENT	FULL
32	PROSE	f10r	E032	H2-S003	H2	oykchor	SF0304	Y+KCH+OR	aktuellen Ansatz bearbeiten	Bearbeite den laufenden Ansatz weiter, halte ihn auf der festgelegten Stufe und gib die vorgeschriebene Zutatenmenge zu.	PROSE_STATEMENT_ATTACHMENT	FULL
33	PROSE	f10r	E033	H2-S003	H2	shor	SF0397	OR	Ansatz	Bearbeite den laufenden Ansatz weiter, halte ihn auf der festgelegten Stufe und gib die vorgeschriebene Zutatenmenge zu.	PROSE_STATEMENT_ATTACHMENT	FULL
34	PROSE	f10r	E034	H2-S003	H2	chor	SF0083	OR	Ansatz	Bearbeite den laufenden Ansatz weiter, halte ihn auf der festgelegten Stufe und gib die vorgeschriebene Zutatenmenge zu.	PROSE_STATEMENT_ATTACHMENT	FULL
35	PROSE	f10r	E035	H2-S003	H2	chy	SF0091	Y	dieser Posten	Bearbeite den laufenden Ansatz weiter, halte ihn auf der festgelegten Stufe und gib die vorgeschriebene Zutatenmenge zu.	PROSE_STATEMENT_ATTACHMENT	FULL
36	PROSE	f10r	E036	H2-S003	H2	kaiiin	SF0143	IIN	Weichstufe	Bearbeite den laufenden Ansatz weiter, halte ihn auf der festgelegten Stufe und gib die vorgeschriebene Zutatenmenge zu.	PROSE_STATEMENT_ATTACHMENT	FULL
37	PROSE	f10r	E037	H2-S003	H2	dy	SF0133	Y	dieser Posten	Bearbeite den laufenden Ansatz weiter, halte ihn auf der festgelegten Stufe und gib die vorgeschriebene Zutatenmenge zu.	PROSE_STATEMENT_ATTACHMENT	FULL
38	PROSE	f10r	E038	H2-S003	H2	chodaiin	SF0072	HO+AIIN	Zutatenmaß	Bearbeite den laufenden Ansatz weiter, halte ihn auf der festgelegten Stufe und gib die vorgeschriebene Zutatenmenge zu.	PROSE_STATEMENT_ATTACHMENT	FULL
39	PROSE	f11r	E039	H3-S001	H3	tshol	SF0434	HO+L	Zutat entnehmen	Nimm den Pflanzenteil, bringe ihn zur Arbeitsstelle, wringe ihn aus, lasse ihn bis zum Sollwert stehen, seihe nach und stelle den Klarauszug beiseite.	COMPOSED_LEARNED_PROSE_BODY	FULL
40	PROSE	f11r	E040	H3-S001	H3	schoal	SF0375	HO+AL	Zutat an die Arbeitsstelle geben	Nimm den Pflanzenteil, bringe ihn zur Arbeitsstelle, wringe ihn aus, lasse ihn bis zum Sollwert stehen, seihe nach und stelle den Klarauszug beiseite.	PROSE_STATEMENT_ATTACHMENT	FULL
41	PROSE	f11r	E041	H3-S001	H3	cfhy	SF0016	CFH+Y	aktuellen Posten auswringen	Nimm den Pflanzenteil, bringe ihn zur Arbeitsstelle, wringe ihn aus, lasse ihn bis zum Sollwert stehen, seihe nach und stelle den Klarauszug beiseite.	COMPOSED_LEARNED_PROSE_BODY	FULL
42	PROSE	f11r	E042	H3-S001	H3	shfydaiin	SF0394	SH+AIIN	Standmaß	Nimm den Pflanzenteil, bringe ihn zur Arbeitsstelle, wringe ihn aus, lasse ihn bis zum Sollwert stehen, seihe nach und stelle den Klarauszug beiseite.	PROSE_STATEMENT_ATTACHMENT	FULL
43	PROSE	f11r	E043	H3-S001	H3	cphy	SF0097	CPH+Y	aktuellen Posten nachseihen	Nimm den Pflanzenteil, bringe ihn zur Arbeitsstelle, wringe ihn aus, lasse ihn bis zum Sollwert stehen, seihe nach und stelle den Klarauszug beiseite.	COMPOSED_LEARNED_PROSE_BODY	FULL
44	PROSE	f11r	E044	H3-S001	H3	shey	SF0393	CHEEY	klarer Auszug	Nimm den Pflanzenteil, bringe ihn zur Arbeitsstelle, wringe ihn aus, lasse ihn bis zum Sollwert stehen, seihe nach und stelle den Klarauszug beiseite.	CROSS_REGISTER_CHEEY_WET_RESULT	FULL
45	PROSE	f11r	E045	H3-S001	H3	tchody	SF0425	HO+CLOSE	Eingangsposten beiseitestellen; Schluss	Nimm den Pflanzenteil, bringe ihn zur Arbeitsstelle, wringe ihn aus, lasse ihn bis zum Sollwert stehen, seihe nach und stelle den Klarauszug beiseite.	PROSE_STATEMENT_ATTACHMENT	FULL
46	PROSE	f11r	E046	H3-S002	H3	shoyty	SF0398	HO+Y+TY	Zutatenteil	Lege einen Teil der Zutat zurück.	PROSE_STATEMENT_ATTACHMENT	FULL
47	PROSE	f11r	E047	H3-S003	H3	dchol	SF0120	PREV+OL	vorigen Posten fortsetzen	Nimm den vorigen Posten wieder auf, bearbeite ihn und arbeite nach Sollmaß.	FINAL_PRODUCTIVE_BODY_OR_REGISTER_SPLIT	FULL
48	PROSE	f11r	E048	H3-S003	H3	chy	SF0091	Y	dieser Posten	Nimm den vorigen Posten wieder auf, bearbeite ihn und arbeite nach Sollmaß.	PROSE_STATEMENT_ATTACHMENT	FULL
49	PROSE	f11r	E049	H3-S003	H3	kchy	SF0150	KCH+Y	diesen Posten bearbeiten	Nimm den vorigen Posten wieder auf, bearbeite ihn und arbeite nach Sollmaß.	PROSE_STATEMENT_ATTACHMENT	FULL
50	PROSE	f11r	E050	H3-S003	H3	dy	SF0133	Y	dieser Posten	Nimm den vorigen Posten wieder auf, bearbeite ihn und arbeite nach Sollmaß.	PROSE_STATEMENT_ATTACHMENT	FULL
51	PROSE	f11r	E051	H3-S003	H3	daiin	SF0105	AIIN	Sollmaß	Nimm den vorigen Posten wieder auf, bearbeite ihn und arbeite nach Sollmaß.	PROSE_STATEMENT_ATTACHMENT	FULL
52	PROSE	f11r	E052	H3-S004	H3	qotchy	SF0350	OT+Y	anschließender Arbeitsposten	Nimm den verbleibenden Pflanzenteil als nächsten Posten, setze die Fortsetzung an und halte sie bereit.	PROSE_STATEMENT_ATTACHMENT	FULL
53	PROSE	f11r	E053	H3-S004	H3	okchol	SF0217	OK+OL	weiterlaufenden Posten aufnehmen	Nimm den verbleibenden Pflanzenteil als nächsten Posten, setze die Fortsetzung an und halte sie bereit.	PROSE_STATEMENT_ATTACHMENT	FULL
54	PROSE	f11r	E054	H3-S004	H3	cthy	SF0100	CTH+Y	bereit	Nimm den verbleibenden Pflanzenteil als nächsten Posten, setze die Fortsetzung an und halte sie bereit.	PROSE_STATEMENT_ATTACHMENT	FULL
55	PROSE	f11r	E055	H3-S004	H3	dy	SF0133	Y	dieser Posten	Nimm den verbleibenden Pflanzenteil als nächsten Posten, setze die Fortsetzung an und halte sie bereit.	PROSE_STATEMENT_ATTACHMENT	FULL
56	PROSE	f55v	E056	H4-S001	H4	qokaiin	SF0317	OK+AIIN	auf Sollmaß einstellen	Arbeite nach Sollmaß, nimm zwei bezeichnete Anteile und kühle den letzten ab.	PROSE_STATEMENT_ATTACHMENT	FULL
57	PROSE	f55v	E057	H4-S001	H4	chaiin	SF0018	AIIN	Sollmaß	Arbeite nach Sollmaß, nimm zwei bezeichnete Anteile und kühle den letzten ab.	PROSE_STATEMENT_ATTACHMENT	FULL
58	PROSE	f55v	E058	H4-S001	H4	ykain	SF0449	Y+AIN	Postenportion	Arbeite nach Sollmaß, nimm zwei bezeichnete Anteile und kühle den letzten ab.	PROSE_STATEMENT_ATTACHMENT	FULL
59	PROSE	f55v	E059	H4-S001	H4	ykan	SF0451	Y+AIN	dieser Anteil	Arbeite nach Sollmaß, nimm zwei bezeichnete Anteile und kühle den letzten ab.	PROSE_STATEMENT_ATTACHMENT	FULL
60	PROSE	f55v	E060	H4-S001	H4	ody	SF0191	ODY	kühlen	Arbeite nach Sollmaß, nimm zwei bezeichnete Anteile und kühle den letzten ab.	PROSE_STATEMENT_ATTACHMENT	NONE
61	PROSE	f55v	E061	H4-S002	H4	daiin	SF0105	AIIN	Sollmaß	Stelle auf Sollmaß, übertrage den Posten und verwahre ihn an der Zielstelle.	PROSE_STATEMENT_ATTACHMENT	FULL
62	PROSE	f55v	E062	H4-S002	H4	chedy	SF0035	CHD+Y	laufenden Posten umsetzen	Stelle auf Sollmaß, übertrage den Posten und verwahre ihn an der Zielstelle.	PROSE_STATEMENT_ATTACHMENT	FULL
63	PROSE	f55v	E063	H4-S002	H4	talam	SF0423	AL+AM	am Ziel verwahren	Stelle auf Sollmaß, übertrage den Posten und verwahre ihn an der Zielstelle.	MEMORIZED_WHOLE_COMMAND	NONE
64	PROSE	f55v	E064	H4-S003	H4	ykaiin	SF0448	Y+AIIN	Postenmaß	Nimm den abgemessenen Auszug aus der Quelle, wärme ihn länger und führe den Arbeitsgang zu Ende.	PROSE_STATEMENT_ATTACHMENT	FULL
65	PROSE	f55v	E065	H4-S003	H4	cheoar	SF0047	CHEO+AR	Auszug entnehmen	Nimm den abgemessenen Auszug aus der Quelle, wärme ihn länger und führe den Arbeitsgang zu Ende.	PROSE_STATEMENT_ATTACHMENT	FULL
66	PROSE	f55v	E066	H4-S003	H4	cheeky	SF0040	CHK+EE+Y	länger erwärmen und offen halten	Nimm den abgemessenen Auszug aus der Quelle, wärme ihn länger und führe den Arbeitsgang zu Ende.	PROSE_STATEMENT_ATTACHMENT	FULL
67	PROSE	f55v	E067	H4-S003	H4	oldy	SF0247	OL+CLOSE	Fortsetzung abschließen	Nimm den abgemessenen Auszug aus der Quelle, wärme ihn länger und führe den Arbeitsgang zu Ende.	PROSE_STATEMENT_ATTACHMENT	FULL
68	PROSE	f55v	E068	H4-S004	H4	aiin	SF0002	AIIN	Sollmaß	Arbeite nach Sollmaß, setze den Ansatz an der Zielstelle an und nimm davon eine Portion.	PROSE_STATEMENT_ATTACHMENT	FULL
69	PROSE	f55v	E069	H4-S004	H4	okal	SF0210	OK+AL	dort ansetzen	Arbeite nach Sollmaß, setze den Ansatz an der Zielstelle an und nimm davon eine Portion.	PROSE_STATEMENT_ATTACHMENT	FULL
70	PROSE	f55v	E070	H4-S004	H4	oltchy	SF0254	OL+CTH+Y	bereiten Posten weiterführen	Arbeite nach Sollmaß, setze den Ansatz an der Zielstelle an und nimm davon eine Portion.	PROSE_STATEMENT_ATTACHMENT	FULL
71	PROSE	f55v	E071	H4-S004	H4	or	SF0260	OR	Ansatz	Arbeite nach Sollmaß, setze den Ansatz an der Zielstelle an und nimm davon eine Portion.	PROSE_STATEMENT_ATTACHMENT	FULL
72	PROSE	f55v	E072	H4-S004	H4	y	SF0435	Y	dieser Posten	Arbeite nach Sollmaß, setze den Ansatz an der Zielstelle an und nimm davon eine Portion.	PROSE_STATEMENT_ATTACHMENT	FULL
73	PROSE	f55v	E073	H4-S004	H4	orain	SF0261	OR+AIN	Ansatzportion	Arbeite nach Sollmaß, setze den Ansatz an der Zielstelle an und nimm davon eine Portion.	PROSE_STATEMENT_ATTACHMENT	FULL
74	PROSE	f56r	E074	H5-S001	H5	chochor	SF0069	HO+OR	Zutatenansatz	Nimm eine Zutat der abgebildeten Pflanze, bringe sie nach Sollmaß zur Arbeitsstelle und beginne damit den nächsten Ansatz.	PROSE_STATEMENT_ATTACHMENT	FULL
75	PROSE	f56r	E075	H5-S001	H5	cho	SF0066	HO	Eingangsposten oder Zutat	Nimm eine Zutat der abgebildeten Pflanze, bringe sie nach Sollmaß zur Arbeitsstelle und beginne damit den nächsten Ansatz.	FINAL_PRODUCTIVE_BODY_OR_REGISTER_SPLIT	FULL
76	PROSE	f56r	E076	H5-S001	H5	chodaly	SF0073	HO+AL+Y	diese Zutat zur Stelle bringen	Nimm eine Zutat der abgebildeten Pflanze, bringe sie nach Sollmaß zur Arbeitsstelle und beginne damit den nächsten Ansatz.	PROSE_STATEMENT_ATTACHMENT	FULL
77	PROSE	f56r	E077	H5-S001	H5	daiin	SF0105	AIIN	Sollmaß	Nimm eine Zutat der abgebildeten Pflanze, bringe sie nach Sollmaß zur Arbeitsstelle und beginne damit den nächsten Ansatz.	PROSE_STATEMENT_ATTACHMENT	FULL
78	PROSE	f56r	E078	H5-S001	H5	sho	SF0395	HO	Zutat	Nimm eine Zutat der abgebildeten Pflanze, bringe sie nach Sollmaß zur Arbeitsstelle und beginne damit den nächsten Ansatz.	FINAL_PRODUCTIVE_BODY_OR_REGISTER_SPLIT	FULL
79	PROSE	f56r	E079	H5-S001	H5	kchol	SF0149	KCH+OL	weiter bearbeiten	Nimm eine Zutat der abgebildeten Pflanze, bringe sie nach Sollmaß zur Arbeitsstelle und beginne damit den nächsten Ansatz.	PROSE_STATEMENT_ATTACHMENT	FULL
80	PROSE	f56r	E080	H5-S001	H5	otchor	SF0278	OT+OR	Folgeansatz	Nimm eine Zutat der abgebildeten Pflanze, bringe sie nach Sollmaß zur Arbeitsstelle und beginne damit den nächsten Ansatz.	PROSE_STATEMENT_ATTACHMENT	FULL
81	PROSE	f56r	E081	H5-S001	H5	choky	SF0079	OK+Y	aktuellen Posten ansetzen	Nimm eine Zutat der abgebildeten Pflanze, bringe sie nach Sollmaß zur Arbeitsstelle und beginne damit den nächsten Ansatz.	PROSE_STATEMENT_ATTACHMENT	FULL
82	PROSE	f56r	E082	H5-S001	H5	dal	SF0109	AL	dorthin	Nimm eine Zutat der abgebildeten Pflanze, bringe sie nach Sollmaß zur Arbeitsstelle und beginne damit den nächsten Ansatz.	PROSE_STATEMENT_ATTACHMENT	FULL
83	PROSE	f56r	E083	H5-S002	H5	schol	SF0376	PREV+OL	vorigen Posten fortsetzen	Nimm den vorigen Posten wieder auf, setze diese Zutat an und lasse sie länger an der Zielstelle einwirken.	FINAL_PRODUCTIVE_BODY_OR_REGISTER_SPLIT	FULL
84	PROSE	f56r	E084	H5-S002	H5	choy	SF0086	HO+Y	diese Zutat	Nimm den vorigen Posten wieder auf, setze diese Zutat an und lasse sie länger an der Zielstelle einwirken.	PROSE_STATEMENT_ATTACHMENT	FULL
85	PROSE	f56r	E085	H5-S002	H5	choky	SF0079	OK+Y	aktuellen Posten ansetzen	Nimm den vorigen Posten wieder auf, setze diese Zutat an und lasse sie länger an der Zielstelle einwirken.	PROSE_STATEMENT_ATTACHMENT	FULL
86	PROSE	f56r	E086	H5-S002	H5	cheeckhody	SF0036	EE+CKH+HO+CLOSE	länger auftragen; Schluss	Nimm den vorigen Posten wieder auf, setze diese Zutat an und lasse sie länger an der Zielstelle einwirken.	PROSE_STATEMENT_ATTACHMENT	FULL
87	PROSE	f56r	E087	H5-S003	H5	sh	SF0377	SH	halten	Halte die Zutat, bearbeite sie kurz und setze sie noch einmal an.: halten; Zutat; diesen Posten kurz bearbeiten; erneut ansetzen	CROSS_REGISTER_SH_HOLD_ROOT	FULL
88	PROSE	f56r	E088	H5-S003	H5	cho	SF0066	HO	Eingangsposten oder Zutat	Halte die Zutat, bearbeite sie kurz und setze sie noch einmal an.: halten; Zutat; diesen Posten kurz bearbeiten; erneut ansetzen	FINAL_PRODUCTIVE_BODY_OR_REGISTER_SPLIT	FULL
89	PROSE	f56r	E089	H5-S003	H5	kchey	SF0147	KCH+E+Y	diesen Posten kurz bearbeiten	Halte die Zutat, bearbeite sie kurz und setze sie noch einmal an.: halten; Zutat; diesen Posten kurz bearbeiten; erneut ansetzen	PROSE_STATEMENT_ATTACHMENT	FULL
90	PROSE	f56r	E090	H5-S003	H5	qokokchy	SF0334	OK+OK+Y	erneut ansetzen	Halte die Zutat, bearbeite sie kurz und setze sie noch einmal an.: halten; Zutat; diesen Posten kurz bearbeiten; erneut ansetzen	PROSE_STATEMENT_ATTACHMENT	FULL
91	PROSE	f56r	E091	H5-S004	H5	okchy	SF0218	OK+Y	Posten zur Weiterbearbeitung ansetzen	Nimm den Posten in Arbeit, gib den Auszug zu und bearbeite alles an der Zielstelle.	PROSE_STATEMENT_ATTACHMENT	FULL
92	PROSE	f56r	E092	H5-S004	H5	chokcheo	SF0077	OK+CHEO	Auszug zugeben	Nimm den Posten in Arbeit, gib den Auszug zu und bearbeite alles an der Zielstelle.	PROSE_STATEMENT_ATTACHMENT	FULL
93	PROSE	f56r	E093	H5-S004	H5	kchal	SF0146	KCH+AL	an der Zielstelle bearbeiten	Nimm den Posten in Arbeit, gib den Auszug zu und bearbeite alles an der Zielstelle.	PROSE_STATEMENT_ATTACHMENT	FULL
94	PROSE	f56r	E094	H5-S005	H5	sho	SF0395	HO	Zutat	Setze die nächste Zutat an, nimm den Auszug daraus und wende ihn danach an.	FINAL_PRODUCTIVE_BODY_OR_REGISTER_SPLIT	FULL
95	PROSE	f56r	E095	H5-S005	H5	chokchy	SF0078	OK+Y	Posten zur Weiterbearbeitung ansetzen	Setze die nächste Zutat an, nimm den Auszug daraus und wende ihn danach an.	PROSE_STATEMENT_ATTACHMENT	FULL
96	PROSE	f56r	E096	H5-S005	H5	kchoar	SF0148	CHEO+AR	Auszug daraus	Setze die nächste Zutat an, nimm den Auszug daraus und wende ihn danach an.	PROSE_STATEMENT_ATTACHMENT	FULL
97	PROSE	f56r	E097	H5-S005	H5	sotodan	SF0416	OT+DAN	danach anwenden	Setze die nächste Zutat an, nimm den Auszug daraus und wende ihn danach an.	COMPOSED_LEARNED_PROSE_BODY	FULL
98	PROSE	f56r	E098	H5-S006	H5	otchey	SF0276	OT+Y	nächster Teilposten	Nimm den folgenden Posten, führe ihn kurz weiter und stelle ihn auf Sollmaß.	PROSE_STATEMENT_ATTACHMENT	FULL
99	PROSE	f56r	E099	H5-S006	H5	keol	SF0151	E+OL	kurz weiterbearbeiten	Nimm den folgenden Posten, führe ihn kurz weiter und stelle ihn auf Sollmaß.	PROSE_STATEMENT_ATTACHMENT	FULL
100	PROSE	f56r	E100	H5-S006	H5	daiin	SF0105	AIIN	Sollmaß	Nimm den folgenden Posten, führe ihn kurz weiter und stelle ihn auf Sollmaß.	PROSE_STATEMENT_ATTACHMENT	FULL
101	PROSE	f81v	E101	B1-S001	B1	qokedy	SF0325	OK+E+CLOSE	kurz ansetzen; Schluss	Bearbeite kurz und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
102	PROSE	f81v	E102	B1-S002	B1	okaiin	SF0207	OK+AIIN	auf Sollmaß einstellen	Arbeite nach Sollmaß, öffne den Wasserlauf am Ziel, nimm vom Ausgang, führe weiter, gib einen Anteil, einen weiteren Anteil und den Zusatz zum Ziel, halte dort länger, übertrage und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
103	PROSE	f81v	E103	B1-S002	B1	kair	SF0145	AIR	Beckenwasser	Arbeite nach Sollmaß, öffne den Wasserlauf am Ziel, nimm vom Ausgang, führe weiter, gib einen Anteil, einen weiteren Anteil und den Zusatz zum Ziel, halte dort länger, übertrage und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
104	PROSE	f81v	E104	B1-S002	B1	okal	SF0210	OK+AL	dort ansetzen	Arbeite nach Sollmaß, öffne den Wasserlauf am Ziel, nimm vom Ausgang, führe weiter, gib einen Anteil, einen weiteren Anteil und den Zusatz zum Ziel, halte dort länger, übertrage und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
105	PROSE	f81v	E105	B1-S002	B1	sar	SF0370	AR	aus dem Ansatz	Arbeite nach Sollmaß, öffne den Wasserlauf am Ziel, nimm vom Ausgang, führe weiter, gib einen Anteil, einen weiteren Anteil und den Zusatz zum Ziel, halte dort länger, übertrage und schließe.	PROSE_STATEMENT_ATTACHMENT	FULL
