model	edition	paragraph	at	word	hypothesis
N	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.6|G002	chor	Blüten
N	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.6|G003	otchy	Material T
N	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.6|G004	qokeees	⟦qokeees⟧
N	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.6|G005	chy	Wasser
N	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.6|G006	s	und
N	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.6|G007	ar	Anteil
N	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.6|G008	ykar	⟦ykar⟧
N	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.7|G001	ychol	⟦ychol⟧
N	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.7|G002	dor	⟦dor⟧
N	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.7|G003	chod	⟦chod⟧
N	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.7|G004	qokol	⟦qokol⟧
N	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.7|G005	daiin	Menge Γ
N	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.7|G006	qokol	⟦qokol⟧
N	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.7|G007	dar	⟦dar⟧
N	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.7|G008	dy	⟦dy⟧
N	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.8|G001	tolol	⟦tolol⟧
N	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.8|G002	sh	⟦sh⟧
N	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.8|G003	cphoy	⟦cphoy⟧
N	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.8|G004	daror	⟦daror⟧
N	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.8|G005	ddy	⟦ddy⟧
N	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.8|G006	ytor	⟦ytor⟧
N	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.8|G007	ykam	⟦ykam⟧
N	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.9|G001	okchor	⟦okchor⟧
N	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.9|G002	qotchy	zugeben
N	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.9|G003	qokchy	⟦qokchy⟧
N	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.9|G004	ytol	⟦ytol⟧
N	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.9|G005	doky	⟦doky⟧
N	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.9|G006	dy	⟦dy⟧
N	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.10|G001	yk[o:a]	⟦yk[o:a]⟧
N	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.10|G002	dshy	⟦dshy⟧
N	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.10|G003	dair	Anteil Β
N	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.10|G004	ykol	⟦ykol⟧
N	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.10|G005	dom<!spots near dom>	⟦dom<!spots near dom>⟧
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.1|G001	told	⟦told⟧
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.1|G002	shor	Früchte
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.1|G003	ytshy	⟦ytshy⟧
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.1|G004	otchdal	⟦otchdal⟧
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.1|G005	dchal	⟦dchal⟧
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.1|G006	dchy	⟦dchy⟧
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.1|G007	ytdg	⟦ytdg⟧
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.2|G001	qoeees	⟦qoeees⟧
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.2|G002	or	⟦or⟧
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.2|G003	oaiin	⟦oaiin⟧
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.2|G004	shy@140;	⟦shy@140;⟧
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.2|G005	okshy	⟦okshy⟧
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.2|G006	qokchy	⟦qokchy⟧
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.2|G007	qokchy	⟦qokchy⟧
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.2|G008	s	und
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.2|G009	g	⟦g⟧
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.3|G001	orshy	⟦orshy⟧
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.3|G002	qoky	⟦qoky⟧
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.3|G003	qoky	⟦qoky⟧
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.3|G004	chkchy	⟦chkchy⟧
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.3|G005	qokshy	⟦qokshy⟧
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.3|G006	qokam	⟦qokam⟧
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.4|G001	qotchy	zugeben
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.4|G002	qokay	⟦qokay⟧
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.4|G003	qokchy	⟦qokchy⟧
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.4|G004	ykcho	⟦ykcho⟧
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.4|G005	ydl	⟦ydl⟧
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.4|G006	dar	⟦dar⟧
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.5|G001	ychoees	⟦ychoees⟧
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.5|G002	ykchy	⟦ykchy⟧
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.5|G003	qol	⟦qol⟧
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.5|G004	kchy	⟦kchy⟧
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.5|G005	qotchol	⟦qotchol⟧
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.5|G006	daiir	⟦daiir⟧
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.5|G007	om	⟦om⟧
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.6|G001	qotor	⟦qotor⟧
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.6|G002	chor	Blüten
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.6|G003	otchy	Eigenschaft T
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.6|G004	qokeees	⟦qokeees⟧
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.6|G005	chy	Wasser
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.6|G006	s	und
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.6|G007	ar	Anteil
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.6|G008	ykar	⟦ykar⟧
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.7|G001	ychol	⟦ychol⟧
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.7|G002	dor	⟦dor⟧
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.7|G003	chod	⟦chod⟧
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.7|G004	qokol	⟦qokol⟧
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.7|G005	daiin	Menge Γ
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.7|G006	qokol	⟦qokol⟧
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.7|G007	dar	⟦dar⟧
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.7|G008	dy	⟦dy⟧
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.8|G001	tolol	⟦tolol⟧
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.8|G002	sh	⟦sh⟧
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.8|G003	cphoy	⟦cphoy⟧
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.8|G004	daror	⟦daror⟧
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.8|G005	ddy	⟦ddy⟧
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.8|G006	ytor	⟦ytor⟧
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.8|G007	ykam	⟦ykam⟧
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.9|G001	okchor	⟦okchor⟧
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.9|G002	qotchy	zugeben
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.9|G003	qokchy	⟦qokchy⟧
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.9|G004	ytol	⟦ytol⟧
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.9|G005	doky	⟦doky⟧
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.9|G006	dy	⟦dy⟧
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.10|G001	yk[o:a]	⟦yk[o:a]⟧
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.10|G002	dshy	⟦dshy⟧
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.10|G003	dair	Anteil Β
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.10|G004	ykol	⟦ykol⟧
Q	ZL3b	f18v|f18v.1-f18v.10	ZL3b|f18v.10|G005	dom<!spots near dom>	⟦dom<!spots near dom>⟧
N	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.1|G001	pochaiin	⟦pochaiin⟧
N	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.1|G002	cthor	⟦cthor⟧
N	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.1|G003	chpcheos	⟦chpcheos⟧
N	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.1|G004	opchey	⟦opchey⟧
N	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.1|G005	py	⟦py⟧
N	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.1|G006	kchy	⟦kchy⟧
N	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.2|G001	qokchy	⟦qokchy⟧
N	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.2|G002	kchol	⟦kchol⟧
N	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.2|G003	sor	⟦sor⟧
N	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.2|G004	qokchos	⟦qokchos⟧
N	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.2|G005	ykchy	⟦ykchy⟧
N	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.2|G006	darom	⟦darom⟧
N	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.3|G001	otchy	Material T
N	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.3|G002	chol	getrocknet
N	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.3|G003	daiin	Menge Γ
N	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.3|G004	qotol	⟦qotol⟧
N	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.3|G005	ytol	⟦ytol⟧
N	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.3|G006	daiiin	⟦daiiin⟧
N	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.4|G001	ytch	⟦ytch⟧
N	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.4|G002	chcthy	⟦chcthy⟧
N	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.4|G003	qotol	⟦qotol⟧
N	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.4|G004	daiin	Menge Γ
N	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.4|G005	daiin	Menge Γ
N	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.5|G001	qotchy	zugeben
N	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.5|G002	qoteey	⟦qoteey⟧
N	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.5|G003	daiin	Menge Γ
N	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.5|G004	doty	⟦doty⟧
N	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.5|G005	qot	⟦qot⟧
N	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.6|G001	ychoy	⟦ychoy⟧
N	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.6|G002	kchor	⟦kchor⟧
N	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.6|G003	cthol	⟦cthol⟧
N	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.6|G004	chocthy	⟦chocthy⟧
N	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.6|G005	s	und
N	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.7|G001	ycho	⟦ycho⟧
N	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.7|G002	[r:s]	⟦[r:s]⟧
N	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.7|G003	chaiin	⟦chaiin⟧
N	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.7|G004	cthor	⟦cthor⟧
Q	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.1|G001	pochaiin	⟦pochaiin⟧
Q	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.1|G002	cthor	⟦cthor⟧
Q	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.1|G003	chpcheos	⟦chpcheos⟧
Q	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.1|G004	opchey	⟦opchey⟧
Q	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.1|G005	py	⟦py⟧
Q	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.1|G006	kchy	⟦kchy⟧
Q	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.2|G001	qokchy	⟦qokchy⟧
Q	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.2|G002	kchol	⟦kchol⟧
Q	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.2|G003	sor	⟦sor⟧
Q	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.2|G004	qokchos	⟦qokchos⟧
Q	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.2|G005	ykchy	⟦ykchy⟧
Q	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.2|G006	darom	⟦darom⟧
Q	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.3|G001	otchy	Eigenschaft T
Q	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.3|G002	chol	getrocknet
Q	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.3|G003	daiin	Menge Γ
Q	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.3|G004	qotol	⟦qotol⟧
Q	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.3|G005	ytol	⟦ytol⟧
Q	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.3|G006	daiiin	⟦daiiin⟧
Q	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.4|G001	ytch	⟦ytch⟧
Q	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.4|G002	chcthy	⟦chcthy⟧
Q	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.4|G003	qotol	⟦qotol⟧
Q	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.4|G004	daiin	Menge Γ
Q	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.4|G005	daiin	Menge Γ
Q	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.5|G001	qotchy	zugeben
Q	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.5|G002	qoteey	⟦qoteey⟧
Q	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.5|G003	daiin	Menge Γ
Q	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.5|G004	doty	⟦doty⟧
Q	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.5|G005	qot	⟦qot⟧
Q	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.6|G001	ychoy	⟦ychoy⟧
Q	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.6|G002	kchor	⟦kchor⟧
Q	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.6|G003	cthol	⟦cthol⟧
Q	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.6|G004	chocthy	⟦chocthy⟧
Q	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.6|G005	s	und
Q	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.7|G001	ycho	⟦ycho⟧
Q	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.7|G002	[r:s]	⟦[r:s]⟧
Q	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.7|G003	chaiin	⟦chaiin⟧
Q	ZL3b	f19v|f19v.1-f19v.7	ZL3b|f19v.7|G004	cthor	⟦cthor⟧
N	ZL3b	f2v|f2v.1-f2v.4	ZL3b|f2v.1|G001	kooiin	Wurzelstockmaterial
N	ZL3b	f2v|f2v.1-f2v.4	ZL3b|f2v.1|G002	cheo	⟦cheo⟧
N	ZL3b	f2v|f2v.1-f2v.4	ZL3b|f2v.1|G003	pchor	⟦pchor⟧
N	ZL3b	f2v|f2v.1-f2v.4	ZL3b|f2v.1|G004	otaiin	⟦otaiin⟧
N	ZL3b	f2v|f2v.1-f2v.4	ZL3b|f2v.1|G005	odain	⟦odain⟧
N	ZL3b	f2v|f2v.1-f2v.4	ZL3b|f2v.1|G006	chor	Blüten
N	ZL3b	f2v|f2v.1-f2v.4	ZL3b|f2v.1|G007	dair	Anteil Β
N	ZL3b	f2v|f2v.1-f2v.4	ZL3b|f2v.1|G008	shty	⟦shty⟧
N	ZL3b	f2v|f2v.1-f2v.4	ZL3b|f2v.2|G001	kcho	⟦kcho⟧
N	ZL3b	f2v|f2v.1-f2v.4	ZL3b|f2v.2|G002	kchy	⟦kchy⟧
N	ZL3b	f2v|f2v.1-f2v.4	ZL3b|f2v.2|G003	sho	mit
N	ZL3b	f2v|f2v.1-f2v.4	ZL3b|f2v.2|G004	shol	feucht
N	ZL3b	f2v|f2v.1-f2v.4	ZL3b|f2v.2|G005	qotcho	⟦qotcho⟧
N	ZL3b	f2v|f2v.1-f2v.4	ZL3b|f2v.2|G006	loeees	⟦loeees⟧
N	ZL3b	f2v|f2v.1-f2v.4	ZL3b|f2v.2|G007	qoty	⟦qoty⟧
N	ZL3b	f2v|f2v.1-f2v.4	ZL3b|f2v.2|G008	chor	Blüten
N	ZL3b	f2v|f2v.1-f2v.4	ZL3b|f2v.2|G009	daiin	Menge Γ
N	ZL3b	f2v|f2v.1-f2v.4	ZL3b|f2v.3|G001	otchy	Material T
N	ZL3b	f2v|f2v.1-f2v.4	ZL3b|f2v.3|G002	chor	Blüten
N	ZL3b	f2v|f2v.1-f2v.4	ZL3b|f2v.3|G003	lshy	⟦lshy⟧
N	ZL3b	f2v|f2v.1-f2v.4	ZL3b|f2v.3|G004	chol	getrocknet
N	ZL3b	f2v|f2v.1-f2v.4	ZL3b|f2v.3|G005	chody	⟦chody⟧
N	ZL3b	f2v|f2v.1-f2v.4	ZL3b|f2v.3|G006	chodain	⟦chodain⟧
N	ZL3b	f2v|f2v.1-f2v.4	ZL3b|f2v.3|G007	chcthy	⟦chcthy⟧
N	ZL3b	f2v|f2v.1-f2v.4	ZL3b|f2v.3|G008	daiin	Menge Γ
N	ZL3b	f2v|f2v.1-f2v.4	ZL3b|f2v.4|G001	sho	mit
N	ZL3b	f2v|f2v.1-f2v.4	ZL3b|f2v.4|G002	cholo	⟦cholo⟧
N	ZL3b	f2v|f2v.1-f2v.4	ZL3b|f2v.4|G003	cheor	⟦cheor⟧
N	ZL3b	f2v|f2v.1-f2v.4	ZL3b|f2v.4|G004	chodaiin	⟦chodaiin⟧
Q	ZL3b	f2v|f2v.1-f2v.4	ZL3b|f2v.1|G001	kooiin	Wurzelstockmaterial
Q	ZL3b	f2v|f2v.1-f2v.4	ZL3b|f2v.1|G002	cheo	⟦cheo⟧
Q	ZL3b	f2v|f2v.1-f2v.4	ZL3b|f2v.1|G003	pchor	⟦pchor⟧
Q	ZL3b	f2v|f2v.1-f2v.4	ZL3b|f2v.1|G004	otaiin	⟦otaiin⟧
Q	ZL3b	f2v|f2v.1-f2v.4	ZL3b|f2v.1|G005	odain	⟦odain⟧
Q	ZL3b	f2v|f2v.1-f2v.4	ZL3b|f2v.1|G006	chor	Blüten
Q	ZL3b	f2v|f2v.1-f2v.4	ZL3b|f2v.1|G007	dair	Anteil Β
Q	ZL3b	f2v|f2v.1-f2v.4	ZL3b|f2v.1|G008	shty	⟦shty⟧
Q	ZL3b	f2v|f2v.1-f2v.4	ZL3b|f2v.2|G001	kcho	⟦kcho⟧
Q	ZL3b	f2v|f2v.1-f2v.4	ZL3b|f2v.2|G002	kchy	⟦kchy⟧
Q	ZL3b	f2v|f2v.1-f2v.4	ZL3b|f2v.2|G003	sho	mit
Q	ZL3b	f2v|f2v.1-f2v.4	ZL3b|f2v.2|G004	shol	feucht
Q	ZL3b	f2v|f2v.1-f2v.4	ZL3b|f2v.2|G005	qotcho	⟦qotcho⟧
Q	ZL3b	f2v|f2v.1-f2v.4	ZL3b|f2v.2|G006	loeees	⟦loeees⟧
Q	ZL3b	f2v|f2v.1-f2v.4	ZL3b|f2v.2|G007	qoty	⟦qoty⟧
Q	ZL3b	f2v|f2v.1-f2v.4	ZL3b|f2v.2|G008	chor	Blüten
Q	ZL3b	f2v|f2v.1-f2v.4	ZL3b|f2v.2|G009	daiin	Menge Γ
Q	ZL3b	f2v|f2v.1-f2v.4	ZL3b|f2v.3|G001	otchy	Eigenschaft T
Q	ZL3b	f2v|f2v.1-f2v.4	ZL3b|f2v.3|G002	chor	Blüten
Q	ZL3b	f2v|f2v.1-f2v.4	ZL3b|f2v.3|G003	lshy	⟦lshy⟧
Q	ZL3b	f2v|f2v.1-f2v.4	ZL3b|f2v.3|G004	chol	getrocknet
Q	ZL3b	f2v|f2v.1-f2v.4	ZL3b|f2v.3|G005	chody	⟦chody⟧
Q	ZL3b	f2v|f2v.1-f2v.4	ZL3b|f2v.3|G006	chodain	⟦chodain⟧
