collision_group_id	generic_workshop_phrase_de	recipe_count	component_recipes	intake_tiers	matcher_rule
PC013	Danach: Auf Grad I; schließe den Schritt.	2	OT+E+DY|OT+E+O+DY	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC014	Danach: Auf Grad II; schließe den Schritt.	2	OT+EE+DY|OT+EE+O+DY	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC015	Danach: Führe die bezeichnete Karte aus.	2	OT|OT+O	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC016	Danach: Nimm den Posten.	2	CH+OT+Y|OT+CH+Y	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC017	Danach: Nimm den Wert.	2	CH+OT+AIIN|OT+CH+AIIN	T4_NARROW_APPENDIX	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC018	Danach: Vom Ausgang auf Grad I hier.	2	OT+E+D_ADDR+AR|OT+E+O+D_ADDR+AR	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC019	Danach: Vom Ausgang.	2	OT+AR|OT+O+AR	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC020	Einheit des Postens.	2	OR+Y|Y+OR	T0_EXACT_OBSERVED|T2_FUTURE_STRONG	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC021	Entlang der Bahn hier.	2	D_ADDR+AIR|O+D_ADDR+AIR	T0_EXACT_OBSERVED|T4_NARROW_APPENDIX	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC022	Entlang der Bahn.	2	AIR|AIR+O	T0_EXACT_OBSERVED|T4_NARROW_APPENDIX	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC023	Führe den Anteil aus hier.	2	D_ADDR+O+AIN|O+D_ADDR+AIN	T0_EXACT_OBSERVED|T4_NARROW_APPENDIX	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC024	Führe den Posten aus hier.	2	D_ADDR+O+Y|O+D_ADDR+Y	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC025	Führe den Wert aus hier.	2	D_ADDR+O+AIIN|O+D_ADDR+AIIN	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC026	Führe die Einheit aus hier.	2	D_ADDR+O+OR|O+D_ADDR+OR	T0_EXACT_OBSERVED|T4_NARROW_APPENDIX	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC027	Führe die Einheit aus.	2	O+OR|OR+O	T0_EXACT_OBSERVED|T2_FUTURE_STRONG	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC028	Gib als Ausführung hier.	2	K+O+D_ADDR|K+O+M_LOCAL	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC029	Gib den Posten am Zielort.	2	AL+K+Y|Y+K+AL	T0_EXACT_OBSERVED|T4_NARROW_APPENDIX	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC030	Gib den Posten auf Grad I als Ausführung.	2	K+O+E+Y|Y+K+E+O	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC031	Gib den Posten auf Grad I.	2	E+K+Y|K+E+Y	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC032	Gib den Posten hier.	2	D_ADDR+K+Y|K+D_ADDR+Y	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC033	Gib den Posten über die Verbindung.	2	L+K+Y|Y+K+L	T0_EXACT_OBSERVED|T2_FUTURE_STRONG	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC034	Gib den Posten.	2	K+Y|Y+K	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC035	Gib den Posten; halte den Posten auf Grad I als Ausführung.	2	K+O+SH+E+Y|O+E+K+SH+Y	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC036	Gib den Posten; halte den Posten auf Grad I.	2	K+E+SH+Y|K+SH+E+Y	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC037	Halte am Zielort.	2	AL+SH|SH+AL	T0_EXACT_OBSERVED|T4_NARROW_APPENDIX	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC038	Halte auf Grad I als Ausführung.	2	O+SH+E+O|SH+E+O	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC039	Halte auf Grad II hier.	2	SH+EE+D_ADDR|SH+EE+S_ADDR	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC040	Halte den Posten als Ausführung.	2	O+SH+Y|SH+O+Y	T0_EXACT_OBSERVED|T4_NARROW_APPENDIX	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC041	Halte den Posten auf Grad I als Ausführung hier.	2	SH+E+O+D_ADDR+Y|Y+SH+E+O+D_ADDR	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC042	Halte den Posten hier.	2	D_ADDR+SH+Y|SH+D_ADDR+Y	T0_EXACT_OBSERVED|T4_NARROW_APPENDIX	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC043	Halte den Posten und den Posten.	2	SH+Y+Y|Y+SH+Y	T4_NARROW_APPENDIX	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC044	Halte den Posten; gib den Posten auf Grad I.	2	SH+E+K+Y|SH+E+Y+K	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC045	Halte den Posten; nimm den Posten; gib den Posten auf Grad I hier.	2	D_ADDR+SH+E+CH+K+Y|SH+E+CH+K+D_ADDR+Y	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC046	Halte den Posten; nimm den Posten; gib den Posten auf Grad I.	2	SH+CH+K+E+Y|SH+E+CH+K+Y	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC047	Halte den Posten; nimm den Posten; stelle den Posten ein auf Grad I.	2	SH+CH+T+E+Y|SH+E+CH+T+Y	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC048	Halte die Einheit als Ausführung.	2	O+SH+OR|SH+O+OR	T0_EXACT_OBSERVED|T4_NARROW_APPENDIX	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC049	Halte über die Verbindung auf Grad I.	2	L+SH+E|SH+E+L	T0_EXACT_OBSERVED|T4_NARROW_APPENDIX	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC050	Halte über die Verbindung.	2	L+SH|SH+L	T0_EXACT_OBSERVED|T4_NARROW_APPENDIX	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC051	Hier und hier.	2	D_ADDR+O+D_ADDR|O+D_ADDR+AM_ADDR	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC052	Hier.	5	AM_ADDR|A_ADDR|D_ADDR|D_ADDR+O|O+AM_ADDR	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC053	Markiere hier.	2	R+AM_ADDR|R+A_ADDR	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC054	Mit der lokalen Variante.	3	LOCAL_CHAR_G|O+G_LABEL|O+LOCAL_CHAR_F	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC055	Nimm am Zielort.	2	AL+CH|CH+AL	T0_EXACT_OBSERVED|T4_NARROW_APPENDIX	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC056	Nimm auf Grad I als Ausführung hier.	2	CH+E+O+AM_ADDR|D_ADDR+CH+E+O	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC057	Nimm den Posten als Ausführung hier.	2	CH+O+D_ADDR+Y|Y+CH+O+D_ADDR	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC058	Nimm den Posten am Zielort.	2	AL+CH+Y|CH+AL+Y	T0_EXACT_OBSERVED|T4_NARROW_APPENDIX	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC059	Nimm den Posten auf Grad I als Ausführung.	3	CH+E+O+Y|O+CH+E+Y|Y+CH+E+O	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC060	Nimm den Posten über die Verbindung auf Grad I als Ausführung.	2	CH+E+O+L+Y|Y+CH+E+O+L	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC061	Nimm den Posten; gib den Posten als Ausführung.	2	CH+K+O+Y|O+CH+K+Y	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC062	Nimm den Posten; gib den Posten auf Grad I als Ausführung.	3	CH+E+O+K+Y|O+CH+K+E+Y|O+E+CH+K+Y	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC063	Nimm den Posten; gib den Posten.	2	CH+K+Y|Y+CH+K	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC064	Nimm den Posten; nimm den Posten; gib den Posten auf Grad I.	2	CH+CH+K+E+Y|CH+E+CH+K+Y	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC065	Nimm den Posten; setze den Posten ein auf Grad I.	2	CH+E+P+Y|CH+P+E+Y	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC066	Nimm den Posten; stelle den Posten ein als Ausführung hier.	2	O+CH+T+O+D_ADDR+Y|O+D_ADDR+CH+T+Y	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC067	Nimm den Posten; stelle den Posten ein auf Grad II.	2	CH+EE+T+Y|CH+T+EE+Y	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC068	Nimm die Einheit; stelle die Einheit ein als Ausführung.	2	CH+T+O+OR|O+CH+T+OR	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC069	Nimm hier.	2	CH+AM_ADDR|CH+A_ADDR	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC070	Nimm über die Verbindung auf Grad I als Ausführung.	2	CH+E+O+L|O+CH+E+O+L	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC071	Nimm über die Verbindung.	2	CH+L|L+CH	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC072	Nimm; markiere auf Grad I als Ausführung.	2	CH+E+O+R|CH+O+E+R	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC073	Nimm; setze ein als Ausführung.	2	CH+O+P|CH+P+O	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC074	Posten hier.	3	AM_ADDR+Y|A_ADDR+Y|D_ADDR+Y	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC075	Setze den Anteil als Ausführung.	2	O+OK+AIN|OK+O+AIN	T0_EXACT_OBSERVED|T4_NARROW_APPENDIX	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC076	Setze den Posten als Ausführung.	2	O+OK+Y|OK+O+Y	T0_EXACT_OBSERVED|T4_NARROW_APPENDIX	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC077	Setze den Posten auf Grad I als Ausführung.	2	OK+E+O+Y|OK+O+E+Y	T0_EXACT_OBSERVED|T4_NARROW_APPENDIX	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC078	Setze den Posten ein; nimm den Posten.	2	P+CH+Y|Y+P+CH	T0_EXACT_OBSERVED|T4_NARROW_APPENDIX	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC079	Setze den Posten hier.	2	D_ADDR+OK+Y|OK+A_ADDR+Y	T0_EXACT_OBSERVED|T4_NARROW_APPENDIX	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC080	Setze ein als Ausführung hier.	2	O+P+O+AM_ADDR|P+O+D_ADDR	T0_EXACT_OBSERVED|T4_NARROW_APPENDIX	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC081	Setze; wähle auf Grad I als Ausführung.	2	OK+E+O+S|OK+O+E+S	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC082	Stelle den Posten am Zielort ein.	2	T+AL+Y|Y+T+AL	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC083	Stelle den Posten ein auf Grad I.	2	E+T+Y|T+E+Y	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC084	Stelle den Posten ein auf Grad III.	2	EEE+T+Y|T+EEE+Y	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC085	Stelle den Posten ein.	2	T+Y|Y+T	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC086	Stelle den Posten über die Verbindung ein.	2	L+T+Y|Y+T+L	T4_NARROW_APPENDIX	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC087	Vom Ausgang hier und hier.	2	D_ADDR+AR+O+AM_ADDR|D_ADDR+AR+O+D_ADDR	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC088	Vom Ausgang hier.	2	D_ADDR+AR|O+D_ADDR+AR	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC089	Vom Ausgang mit der lokalen Variante.	3	LOCAL_CHAR_F+AR|LOCAL_CHAR_F+O+AR|O+LOCAL_CHAR_F+AR	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC090	Vom Ausgang.	3	AR|AR+O|O+AR	T0_EXACT_OBSERVED|T4_NARROW_APPENDIX	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC091	Weiter: Am Zielort.	2	AL+OL|OL+AL	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC092	Weiter: Am Zielort: Posten.	2	AL+OL+Y|OL+AL+Y	T0_EXACT_OBSERVED|T4_NARROW_APPENDIX	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC093	Weiter: Beginne den bezeichneten Gang.	2	CARRIER_Q+O+OL|OL+CARRIER_Q+O	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC094	Weiter: Entlang der Bahn.	2	AIR+OL|OL+AIR	T2_FUTURE_STRONG|T4_NARROW_APPENDIX	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC095	Weiter: Führe die bezeichnete Karte aus.	2	O+OL|OL	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC096	Weiter: Gib am Zielort.	2	K+AL+OL|OL+K+AL	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC097	Weiter: Gib den Posten.	3	K+OL+Y|OL+K+Y|Y+K+OL	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC098	Weiter: Gib den Posten; bearbeite den Posten.	2	K+OL+CHD+Y|OL+K+CHD+Y	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC099	Weiter: Halte den Posten auf Grad I.	2	OL+SH+E+Y|SH+E+OL+Y	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC100	Weiter: Hier.	4	D_ADDR+OL|M_LOCAL+OL|OL+AM_ADDR|OL+O+AM_ADDR	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC101	Weiter: Nimm; stelle ein auf Grad I als Ausführung.	2	O+CH+T+E+OL|O+CH+T+OL+E	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC102	Weiter: Posten.	2	OL+Y|Y+OL	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC103	Weiter: Schließe den Schritt.	2	OL+DY|OL+O+DY	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC104	Weiter: Setze ein.	2	OL+P|P+OL	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC105	Weiter: Setze ein; bearbeite; schließe den Schritt.	2	OL+P+CHD+DY|P+OL+CHD+DY	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC106	Weiter: Stelle den Posten ein.	2	OL+T+Y|Y+T+OL	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC107	Weiter: Vom Ausgang.	2	AR+OL|OL+AR	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC108	Weiter: Vom Ausgang: Posten.	2	AR+OL+Y|OL+AR+Y	T0_EXACT_OBSERVED|T4_NARROW_APPENDIX	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC109	Weiter: Wähle; halte auf Grad I.	2	S+OL+SH+E|S+SH+E+OL	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC110	Weiter: Über die Verbindung.	2	L+OL|OL+L	T0_EXACT_OBSERVED|T4_NARROW_APPENDIX	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC111	Wert des Postens hier.	2	D_ADDR+AIIN+Y|Y+D_ADDR+AIIN	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC112	Wert des Postens.	2	AIIN+Y|Y+AIIN	T0_EXACT_OBSERVED|T2_FUTURE_STRONG	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC113	Wie zuvor.	2	OS|RESUME_CARD	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC114	Wähle als Ausführung hier.	2	O+D_ADDR+S|S+O+M_LOCAL	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC115	Wähle am Zielort.	2	AL+S|S+AL	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC116	Wähle den Posten am Zielort.	2	AL+S+Y|Y+AL+S	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC117	Wähle hier.	3	A_ADDR+S|S+AM_ADDR|S+A_ADDR	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC118	Wähle über die Verbindung.	2	L+S|S+L	T0_EXACT_OBSERVED|T4_NARROW_APPENDIX	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC119	Äußerer Posten; innerer Posten.	3	D_ADDR+Y+Y|Y+D_ADDR+OL+Y|Y+Y	T0_EXACT_OBSERVED|T4_NARROW_APPENDIX	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC120	Über die Verbindung hier.	5	D_ADDR+L|D_ADDR+L+O+O|L+O+D_ADDR|L+O+M_LOCAL|O+D_ADDR+L	T0_EXACT_OBSERVED|T4_NARROW_APPENDIX	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
PC121	Über die Verbindung.	2	L|L+O	T0_EXACT_OBSERVED	EXACT_COMPONENT_RECIPE_ONLY__NEVER_PHRASE
