event_id	statement_id	physical_page	register	owner_de	surface	component_recipe	inherited_action_root	inherited_argument_root	catalog_tier	recipe_register_clause_variant_count	naive_first_event_id	naive_first_clause_matches_actual	context_key_id	context_key_clause_unique	actual_context_clause_de
G407-E0011	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	sory	S+OR+Y	NONE	NONE	T0_EXACT_OBSERVED	1	G407-E0011	YES	CTX2014	YES	Wähle die Eintragseinheit und den laufenden Eintrag.
G407-E0012	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	ckhar	CH+K+AR	NONE	Y	T0_EXACT_OBSERVED	1	G407-E0012	YES	CTX0414	YES	Entnimm den laufenden Eintrag [wie zuvor] und ordne den laufenden Eintrag [wie zuvor] zu; von der Ausgangszeile.
G407-E0013	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	or	OR	K	NONE	T0_EXACT_OBSERVED	2	G407-E0013	YES	CTX1594	YES	Im laufenden Gang ordne die Eintragseinheit zu.
G407-E0014	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	y	Y	K	NONE	T0_EXACT_OBSERVED	6	G407-E0008	NO	CTX2331	YES	Im laufenden Gang ordne den laufenden Eintrag zu.
G407-E0015	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	kair	K+AIR	NONE	Y	T0_EXACT_OBSERVED	1	G407-E0015	YES	CTX0809	YES	Ordne den laufenden Eintrag [wie zuvor] zu; entlang der Lesebahn.
G407-E0016	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	chtaiin	CH+T+AIIN	NONE	NONE	T0_EXACT_OBSERVED	1	G407-E0016	YES	CTX0525	YES	Entnimm den Kennwert und lege den Kennwert fest.
G407-E0017	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	shar	SH+AR	NONE	AIIN	T0_EXACT_OBSERVED	1	G407-E0017	YES	CTX2036	YES	Halte den Kennwert [wie zuvor] fest; von der Ausgangszeile.
G407-E0018	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	ase	A_ADDR+S+E	NONE	AIIN	T0_EXACT_OBSERVED	1	G407-E0018	YES	CTX0208	YES	Wähle den Kennwert [wie zuvor]; auf Grad I; an der bezeichneten Stelle.
G407-E0019	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	cthar	CH+T+AR	NONE	AIIN	T0_EXACT_OBSERVED	2	G407-E0019	YES	CTX0533	YES	Entnimm den Kennwert [wie zuvor] und lege den Kennwert [wie zuvor] fest; von der Ausgangszeile.
G407-E0020	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	cthar	CH+T+AR	NONE	AIIN	T0_EXACT_OBSERVED	2	G407-E0019	YES	CTX0533	YES	Entnimm den Kennwert [wie zuvor] und lege den Kennwert [wie zuvor] fest; von der Ausgangszeile.
G407-E0021	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	dan	AIN	T	NONE	T0_EXACT_OBSERVED	5	G407-E0021	YES	CTX0059	YES	Im laufenden Gang lege den Teilwert fest.
G407-E0022	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	syaiir	S+Y+IIN+R	NONE	NONE	T0_EXACT_OBSERVED	1	G407-E0022	YES	CTX2026	YES	Wähle den laufenden Eintrag und kennzeichne den laufenden Eintrag; auf der bezeichneten Stufe.
G407-E0023	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	sheky	SH+E+K+Y	NONE	NONE	T0_EXACT_OBSERVED	1	G407-E0023	YES	CTX2095	YES	Halte den laufenden Eintrag fest und ordne den laufenden Eintrag zu; auf Grad I.
G407-E0024	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	or	OR	K	NONE	T0_EXACT_OBSERVED	2	G407-E0013	YES	CTX1594	YES	Im laufenden Gang ordne die Eintragseinheit zu.
G407-E0025	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	ykaiin	Y+K+AIIN	NONE	NONE	T0_EXACT_OBSERVED	1	G407-E0025	YES	CTX2374	YES	Ordne den laufenden Eintrag und den Kennwert zu.
G407-E0026	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	shod	SH+O+D_ADDR	NONE	AIIN	T0_EXACT_OBSERVED	1	G407-E0026	YES	CTX2190	YES	Halte den Kennwert [wie zuvor] fest; als Ausführung; an der bezeichneten Stelle.
G407-E0027	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	cthoary	CH+T+O+AR+Y	NONE	NONE	T0_EXACT_OBSERVED	1	G407-E0027	YES	CTX0550	YES	Entnimm den laufenden Eintrag und lege den laufenden Eintrag fest; von der Ausgangszeile; als Ausführung.
G407-E0028	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	cthes	CH+T+E+S	NONE	Y	T0_EXACT_OBSERVED	1	G407-E0028	YES	CTX0541	YES	Entnimm den laufenden Eintrag [wie zuvor], lege den laufenden Eintrag [wie zuvor] fest und wähle den laufenden Eintrag [wie zuvor]; auf Grad I.
G407-E0029	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	daraiin	D_ADDR+AR+AIIN	S	NONE	T0_EXACT_OBSERVED	1	G407-E0029	YES	CTX0677	YES	Im laufenden Gang wähle den Kennwert; von der Ausgangszeile; an der bezeichneten Stelle.
G407-E0030	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	sy	Y	S	NONE	T0_EXACT_OBSERVED	6	G407-E0008	YES	CTX2334	YES	Im laufenden Gang wähle den laufenden Eintrag.
G407-E0031	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	soiin	S+O+IIN	NONE	Y	T0_EXACT_OBSERVED	1	G407-E0031	YES	CTX1995	YES	Wähle den laufenden Eintrag [wie zuvor]; als Ausführung und auf der bezeichneten Stufe.
G407-E0032	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	oteey	OT+EE+Y	S	NONE	T0_EXACT_OBSERVED	1	G407-E0032	YES	CTX1803	YES	Danach im laufenden Gang wähle den laufenden Eintrag; auf Grad II.
G407-E0033	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	oteos	OT+E+O+S_ADDR	S	Y	T0_EXACT_OBSERVED	1	G407-E0033	YES	CTX1743	YES	Danach im laufenden Gang wähle den laufenden Eintrag [wie zuvor]; auf Grad I und als Ausführung; an der bezeichneten Stelle.
G407-E0034	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	roloty	R+OL+OT+Y	NONE	NONE	T0_EXACT_OBSERVED	1	G407-E0034	YES	CTX1920	YES	Weiter und danach kennzeichne den laufenden Eintrag.
G407-E0035	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	cthiar	CH+T+LOCAL_CHAR_I+AR	NONE	Y	T0_EXACT_OBSERVED	1	G407-E0035	YES	CTX0548	YES	Entnimm den laufenden Eintrag [wie zuvor] und lege den laufenden Eintrag [wie zuvor] fest; von der Ausgangszeile; mit der lokalen Variante.
G407-E0036	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	daiin	AIIN	T	NONE	T0_EXACT_OBSERVED	4	G407-E0036	YES	CTX0036	YES	Im laufenden Gang lege den Kennwert fest.
G407-E0037	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	okaiin	OK+AIIN	NONE	NONE	T0_EXACT_OBSERVED	1	G407-E0037	YES	CTX1176	YES	Trage den Kennwert ein.
G407-E0038	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	or	OR	OK	NONE	T0_EXACT_OBSERVED	2	G407-E0013	NO	CTX1595	YES	Im laufenden Gang trage die Eintragseinheit ein.
G407-E0039	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	okan	OK+AN	NONE	OR	T0_EXACT_OBSERVED	2	G407-E0039	YES	CTX1207	YES	Trage die Eintragseinheit [wie zuvor] ein; in der bezeichneten Klasse.
G407-E0040	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	sair	S+AIR	NONE	OR	T0_EXACT_OBSERVED	1	G407-E0040	YES	CTX1954	YES	Wähle die Eintragseinheit [wie zuvor]; entlang der Lesebahn.
G407-E0041	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	y	Y	S	NONE	T0_EXACT_OBSERVED	6	G407-E0008	YES	CTX2334	YES	Im laufenden Gang wähle den laufenden Eintrag.
G407-E0042	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	chear	CH+E+AR	NONE	Y	T0_EXACT_OBSERVED	1	G407-E0042	YES	CTX0318	YES	Entnimm den laufenden Eintrag [wie zuvor]; von der Ausgangszeile; auf Grad I.
G407-E0043	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	cthaiin	CH+T+AIIN	NONE	NONE	T0_EXACT_OBSERVED	1	G407-E0016	YES	CTX0525	YES	Entnimm den Kennwert und lege den Kennwert fest.
G407-E0044	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	cphar	CH+P+AR	NONE	AIIN	T0_EXACT_OBSERVED	1	G407-E0044	YES	CTX0499	YES	Entnimm den Kennwert [wie zuvor] und setze den Kennwert [wie zuvor] ein; von der Ausgangszeile.
G407-E0045	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	cfhaiin	CH+LOCAL_CHAR_F+AIIN	NONE	NONE	T0_EXACT_OBSERVED	1	G407-E0045	YES	CTX0449	YES	Entnimm den Kennwert; an der bezeichneten Stelle.
G407-E0046	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	ydaraishy	Y+D_ADDR+AR+A_ADDR+LOCAL_CHAR_I+SH+Y	NONE	NONE	T0_EXACT_OBSERVED	1	G407-E0046	YES	CTX2366	YES	Halte den laufenden Eintrag [außen] und den laufenden Eintrag [innen] fest; von der Ausgangszeile; an der bezeichneten Stelle, an der bezeichneten Stelle und mit der lokalen Variante.
G407-E0047	G407-S002	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	odar	O+D_ADDR+AR	NONE	NONE	T0_EXACT_OBSERVED	1	G407-E0047	YES	CTX1082	YES	Von der Ausgangszeile; als Ausführung; an der bezeichneten Stelle.
G407-E0048	G407-S002	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	shol	SH+OL	NONE	NONE	T0_EXACT_OBSERVED	3	G407-E0005	NO	CTX2217	YES	Weiter halte fest.
G407-E0049	G407-S002	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	cphoy	CH+P+O+Y	NONE	NONE	T0_EXACT_OBSERVED	1	G407-E0049	YES	CTX0512	YES	Entnimm den laufenden Eintrag und setze den laufenden Eintrag ein; als Ausführung.
G407-E0050	G407-S002	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	oydar	O+Y+D_ADDR+AR	P	NONE	T0_EXACT_OBSERVED	1	G407-E0050	YES	CTX1165	YES	Im laufenden Gang setze den laufenden Eintrag ein; von der Ausgangszeile; als Ausführung; an der bezeichneten Stelle.
G407-E0051	G407-S002	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	sh	SH	NONE	Y	T0_EXACT_OBSERVED	1	G407-E0051	YES	CTX2030	YES	Halte den laufenden Eintrag [wie zuvor] fest.
G407-E0052	G407-S002	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	s	S	NONE	Y	T0_EXACT_OBSERVED	1	G407-E0052	YES	CTX1945	YES	Wähle den laufenden Eintrag [wie zuvor].
G407-E0053	G407-S002	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	cfhoaiin	CH+LOCAL_CHAR_F+O+AIIN	NONE	NONE	T0_EXACT_OBSERVED	1	G407-E0053	YES	CTX0450	YES	Entnimm den Kennwert; als Ausführung; an der bezeichneten Stelle.
G407-E0054	G407-S002	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	shodary	SH+O+D_ADDR+AR+Y	NONE	NONE	T0_EXACT_OBSERVED	1	G407-E0054	YES	CTX2193	YES	Halte den laufenden Eintrag fest; von der Ausgangszeile; als Ausführung; an der bezeichneten Stelle.
G407-E0055	G407-S002	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	yshey	Y+SH+E+Y	NONE	NONE	T0_EXACT_OBSERVED	1	G407-E0055	YES	CTX2432	YES	Halte den laufenden Eintrag [außen] und den laufenden Eintrag [innen] fest; auf Grad I.
G407-E0056	G407-S002	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	shody	SH+O+DY	NONE	Y	T0_EXACT_OBSERVED	2	G407-E0056	YES	CTX2188	YES	Halte den laufenden Eintrag [wie zuvor] fest; als Ausführung; schließe den Schritt.
G407-E0057	G407-S003	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	okchoy	OK+CH+O+Y	NONE	NONE	T0_EXACT_OBSERVED	1	G407-E0057	YES	CTX1239	YES	Trage den laufenden Eintrag ein und entnimm den laufenden Eintrag; als Ausführung.
G407-E0058	G407-S003	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	otchol	OT+CH+OL	NONE	Y	T0_EXACT_OBSERVED	1	G407-E0058	YES	CTX1697	YES	Danach und weiter entnimm den laufenden Eintrag [wie zuvor].
G407-E0059	G407-S003	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	chocthy	CH+O+CH+T+Y	NONE	NONE	T0_EXACT_OBSERVED	1	G407-E0059	YES	CTX0461	YES	Entnimm den laufenden Eintrag, entnimm den laufenden Eintrag und lege den laufenden Eintrag fest; als Ausführung.
G407-E0060	G407-S003	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	os	OS	T	Y	T0_EXACT_OBSERVED	2	G407-E0060	YES	CTX1620	YES	Im laufenden Gang lege den laufenden Eintrag [wie zuvor] fest; wie zuvor.
G407-E0061	G407-S003	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	chy	Y	T	NONE	T0_EXACT_OBSERVED	6	G407-E0008	NO	CTX2335	YES	Im laufenden Gang lege den laufenden Eintrag fest.
G407-E0062	G407-S003	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	dain	AIN	T	NONE	T0_EXACT_OBSERVED	5	G407-E0021	YES	CTX0059	YES	Im laufenden Gang lege den Teilwert fest.
G407-E0063	G407-S003	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	chor	CH+OR	NONE	NONE	T0_EXACT_OBSERVED	1	G407-E0063	YES	CTX0483	YES	Entnimm die Eintragseinheit.
G407-E0064	G407-S003	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	kos	K+O+S	NONE	OR	T0_EXACT_OBSERVED	1	G407-E0064	YES	CTX0862	YES	Ordne die Eintragseinheit [wie zuvor] zu und wähle die Eintragseinheit [wie zuvor]; als Ausführung.
G407-E0065	G407-S003	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	daiin	AIIN	S	NONE	T0_EXACT_OBSERVED	4	G407-E0036	NO	CTX0035	YES	Im laufenden Gang wähle den Kennwert.
G407-E0066	G407-S003	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	shos	SH+O+S	NONE	AIIN	T0_EXACT_OBSERVED	1	G407-E0066	YES	CTX2197	YES	Halte den Kennwert [wie zuvor] fest und wähle den Kennwert [wie zuvor]; als Ausführung.
G407-E0067	G407-S003	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	cfhol	CH+LOCAL_CHAR_F+OL	NONE	AIIN	T0_EXACT_OBSERVED	1	G407-E0067	YES	CTX0451	YES	Weiter entnimm den Kennwert [wie zuvor]; an der bezeichneten Stelle.
G407-E0068	G407-S003	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	shody	SH+O+DY	NONE	AIIN	T0_EXACT_OBSERVED	2	G407-E0056	NO	CTX2187	YES	Halte den Kennwert [wie zuvor] fest; als Ausführung; schließe den Schritt.
G407-E0069	G407-S004	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	dain	AIN	SH	NONE	T0_EXACT_OBSERVED	5	G407-E0021	NO	CTX0058	YES	Im laufenden Gang halte den Teilwert fest.
G407-E0070	G407-S004	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	os	OS	SH	AIN	T0_EXACT_OBSERVED	2	G407-E0060	NO	CTX1619	YES	Im laufenden Gang halte den Teilwert [wie zuvor] fest; wie zuvor.
G407-E0071	G407-S004	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	teody	T+E+O+DY	NONE	AIN	T0_EXACT_OBSERVED	1	G407-E0071	YES	CTX2266	YES	Lege den Teilwert [wie zuvor] fest; auf Grad I und als Ausführung; schließe den Schritt.
G407-E0072	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	ydain	Y+AIN	NONE	NONE	T0_EXACT_OBSERVED	1	G407-E0072	YES	CTX2337	YES	Bezug: den laufenden Eintrag und den Teilwert.
G407-E0073	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	cphesaiin	CH+P+E+S+AIIN	NONE	NONE	T0_EXACT_OBSERVED	1	G407-E0073	YES	CTX0504	YES	Entnimm den Kennwert, setze den Kennwert ein und wähle den Kennwert; auf Grad I.
G407-E0074	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	ols	OL+S	NONE	AIIN	T0_EXACT_OBSERVED	1	G407-E0074	YES	CTX1548	YES	Weiter wähle den Kennwert [wie zuvor].
G407-E0075	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	cphey	CH+P+E+Y	NONE	NONE	T0_EXACT_OBSERVED	1	G407-E0075	YES	CTX0507	YES	Entnimm den laufenden Eintrag und setze den laufenden Eintrag ein; auf Grad I.
G407-E0076	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	ytain	Y+T+AIN	NONE	NONE	T0_EXACT_OBSERVED	1	G407-E0076	YES	CTX2440	YES	Lege den laufenden Eintrag und den Teilwert fest.
G407-E0077	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	shoshy	SH+O+SH+Y	NONE	NONE	T0_EXACT_OBSERVED	1	G407-E0077	YES	CTX2198	YES	Halte den laufenden Eintrag fest und halte den laufenden Eintrag fest; als Ausführung.
G407-E0078	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	cphodal	CH+P+O+D_ADDR+AL	NONE	Y	T0_EXACT_OBSERVED	1	G407-E0078	YES	CTX0511	YES	Entnimm den laufenden Eintrag [wie zuvor] und setze den laufenden Eintrag [wie zuvor] ein; zur Zielspalte; als Ausführung; an der bezeichneten Stelle.
G407-E0079	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	es	E+S	NONE	Y	T0_EXACT_OBSERVED	1	G407-E0079	YES	CTX0768	YES	Wähle den laufenden Eintrag [wie zuvor]; auf Grad I.
G407-E0080	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	oksho	OK+SH+O	NONE	Y	T0_EXACT_OBSERVED	1	G407-E0080	YES	CTX1374	YES	Trage den laufenden Eintrag [wie zuvor] ein und halte den laufenden Eintrag [wie zuvor] fest; als Ausführung.
G407-E0081	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	kshoy	K+SH+O+Y	NONE	NONE	T0_EXACT_OBSERVED	1	G407-E0081	YES	CTX0885	YES	Ordne den laufenden Eintrag zu und halte den laufenden Eintrag fest; als Ausführung.
G407-E0082	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	otairin	OT+AIR+IIN	SH	Y	T0_EXACT_OBSERVED	1	G407-E0082	YES	CTX1644	YES	Danach im laufenden Gang halte den laufenden Eintrag [wie zuvor] fest; entlang der Lesebahn; auf der bezeichneten Stufe.
G407-E0083	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	oteol	OT+E+OL	SH	Y	T0_EXACT_OBSERVED	1	G407-E0083	YES	CTX1752	YES	Danach und weiter im laufenden Gang halte den laufenden Eintrag [wie zuvor] fest; auf Grad I.
G407-E0084	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	okan	OK+AN	NONE	Y	T0_EXACT_OBSERVED	2	G407-E0039	NO	CTX1208	YES	Trage den laufenden Eintrag [wie zuvor] ein; in der bezeichneten Klasse.
G407-E0085	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	shodain	SH+O+D_ADDR+AIN	NONE	NONE	T0_EXACT_OBSERVED	1	G407-E0085	YES	CTX2191	YES	Halte den Teilwert fest; als Ausführung; an der bezeichneten Stelle.
G407-E0086	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	sckhey	S+CH+K+E+Y	NONE	NONE	T0_EXACT_OBSERVED	1	G407-E0086	YES	CTX1982	YES	Wähle den laufenden Eintrag, entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; auf Grad I.
G407-E0087	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	daiin	AIIN	K	NONE	T0_EXACT_OBSERVED	4	G407-E0036	NO	CTX0033	YES	Im laufenden Gang ordne den Kennwert zu.
G407-E0088	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	shoy	SH+O+Y	NONE	NONE	T0_EXACT_OBSERVED	1	G407-E0088	YES	CTX2200	YES	Halte den laufenden Eintrag fest; als Ausführung.
G407-E0089	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	ckhey	CH+K+E+Y	NONE	NONE	T0_EXACT_OBSERVED	1	G407-E0089	YES	CTX0423	YES	Entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; auf Grad I.
G407-E0090	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	kodaiin	K+O+D_ADDR+AIIN	NONE	NONE	T0_EXACT_OBSERVED	1	G407-E0090	YES	CTX0857	YES	Ordne den Kennwert zu; als Ausführung; an der bezeichneten Stelle.
G407-E0091	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	cphy	CH+P+Y	NONE	NONE	T0_EXACT_OBSERVED	1	G407-E0091	YES	CTX0519	YES	Entnimm den laufenden Eintrag und setze den laufenden Eintrag ein.
G407-E0092	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	cphodaiils	CH+P+O+D_ADDR+AIIN+L+S	NONE	NONE	T0_EXACT_OBSERVED	1	G407-E0092	YES	CTX0510	YES	Entnimm den Kennwert, setze den Kennwert ein und wähle den Kennwert; über die Eintragsverbindung; als Ausführung; an der bezeichneten Stelle.
G407-E0093	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	cthey	CH+T+E+Y	NONE	NONE	T0_EXACT_OBSERVED	1	G407-E0093	YES	CTX0546	YES	Entnimm den laufenden Eintrag und lege den laufenden Eintrag fest; auf Grad I.
G407-E0094	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	sho	SH+O	NONE	Y	T0_EXACT_OBSERVED	3	G407-E0094	YES	CTX2178	YES	Halte den laufenden Eintrag [wie zuvor] fest; als Ausführung.
G407-E0095	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	oldain	OL+AIN	SH	NONE	T0_EXACT_OBSERVED	1	G407-E0095	YES	CTX1465	YES	Weiter im laufenden Gang halte den Teilwert fest.
G407-E0096	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	d	D_ADDR	SH	AIN	T0_EXACT_OBSERVED	2	G407-E0096	YES	CTX0629	YES	Im laufenden Gang halte den Teilwert [wie zuvor] fest; an der bezeichneten Stelle.
G407-E0097	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	dain	AIN	SH	NONE	T0_EXACT_OBSERVED	5	G407-E0021	NO	CTX0058	YES	Im laufenden Gang halte den Teilwert fest.
