target_occurrence_id	surface_provenance_only	page	physical_folio	locus	ordinal	line_token_count	line_position	gdt734_complete_line_v99r7	gdt734_unknown_cells_v99r7	gdt770_admitted_line	union_admitted_line	explicit_gdt770_exclusion	explicit_gdt771_exclusion	strict_discriminator_eligible	admission_source	current_reader_state	frame_ids	d1_left_eligible_donors	d1_right_eligible_donors	r2_left_eligible_donors	r2_right_eligible_donors	written_line_eva	target_default_credit	target_role_credit	confirmed_lexeme	confirmed_plaintext	component_export_credit
G769-T0036	ol	f104v	f104	f104v.9	7	12	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F14_MEDIAL_TWO_SIDED_LINKER	NONE	chedaiin@8:d1:roles=KNOWN_OTHER:features=NONE	qokaiin@5:d2:roles=KNOWN_OTHER:features=NONE	chedaiin@8:d1:roles=KNOWN_OTHER:features=NONE	ycheo lcheod otaiin qokeedy qokaiin cheor ol chedaiin qotar chedy qoty dal	0	0	0	0	0
G769-T0051	otar	f105v	f105	f105v.13	4	8	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F08_HOT_R2|F14_MEDIAL_TWO_SIDED_LINKER	NONE	NONE	NONE	kair@6:d2:roles=AMOUNT_VALUE/CONTENT_PREPARATION/QUALITY_STAGE:features=HOT/MATERIAL/VALUE_AMOUNT	saiin opchedy qokchdy otar al kair okees lkchdal	0	0	0	0	0
G769-T0056	ol	f106r	f106	f106r.28	2	12	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F14_MEDIAL_TWO_SIDED_LINKER	okaiin@1:d1:roles=KNOWN_OTHER:features=NONE	NONE	okaiin@1:d1:roles=KNOWN_OTHER:features=NONE	NONE	okaiin ol lcho rcheo raiin qokaiin chey chokaiin chear ar ol raralchl	0	0	0	0	0
G769-T0067	ol	f107r	f107	f107r.46	5	12	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F03_DRY_R2|F14_MEDIAL_TWO_SIDED_LINKER	qokaiin@4:d1:roles=KNOWN_OTHER:features=NONE	cheor@6:d1:roles=AMOUNT_VALUE/CONTENT_PREPARATION/QUALITY_STAGE:features=DRY/MATERIAL/STATE_DRY_ANCHOR/VALUE_AMOUNT	qokaiin@4:d1:roles=KNOWN_OTHER:features=NONE ; qodaiin@3:d2:roles=NONE:features=NONE	cheor@6:d1:roles=AMOUNT_VALUE/CONTENT_PREPARATION/QUALITY_STAGE:features=DRY/MATERIAL/STATE_DRY_ANCHOR/VALUE_AMOUNT ; aiin@7:d2:roles=KNOWN_OTHER:features=NONE	sar cheey qodaiin qokaiin ol cheor aiin otal taiin qokaiin otal alkal	0	0	0	0	0
G769-T0072	ol	f107v	f107	f107v.21	2	12	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F08_HOT_R2|F14_MEDIAL_TWO_SIDED_LINKER	taiin@1:d1:roles=NONE:features=NONE	kaiin@3:d1:roles=QUALITY_STAGE:features=HOT/STAGE	taiin@1:d1:roles=NONE:features=NONE	kaiin@3:d1:roles=QUALITY_STAGE:features=HOT/STAGE	taiin ol kaiin chol kchedy qokol ain air kaiin okal otar otalal	0	0	0	0	0
G769-T0073	otar	f107v	f107	f107v.21	11	12	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F08_HOT_R2	NONE	NONE	kaiin@9:d2:roles=QUALITY_STAGE:features=HOT/STAGE	NONE	taiin ol kaiin chol kchedy qokol ain air kaiin okal otar otalal	0	0	0	0	0
G769-T0074	ol	f108r	f108	f108r.6	1	13	FIRST	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F03_DRY_R2	NONE	cheol@2:d1:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=DRY	NONE	cheol@2:d1:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=DRY	ol cheol qo qokeey qokeey qokeedy sheoky otedy qotey qokchey chdar aiin y	0	0	0	0	0
G769-T0089	ckhy	f10v	f10	f10v.2	3	9	MIDDLE	1	0	1	1	0	0	1	GDT734_COMPLETE_AND_GDT770	GDT770_CURRENT_MASKED_READER	F03_DRY_R2|F14_MEDIAL_TWO_SIDED_LINKER	daiin@2:d1:roles=SCALAR_VALUE:features=VALUE_AMOUNT	chcthor@4:d1:roles=KNOWN_OTHER:features=NONE	daiin@2:d1:roles=SCALAR_VALUE:features=VALUE_AMOUNT ; dain@1:d2:roles=NONE:features=NONE	chcthor@4:d1:roles=KNOWN_OTHER:features=NONE ; choiin@5:d2:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=DRY/PREPARATION	dain daiin ckhy chcthor choiin qot chodaiin cthy daiin	0	0	0	0	0
G769-T0098	ol	f111v	f111	f111v.50	9	12	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F14_MEDIAL_TWO_SIDED_LINKER	NONE	loeees@10:d1:roles=KNOWN_OTHER:features=NONE	NONE	loeees@10:d1:roles=KNOWN_OTHER:features=NONE	shaiin qoiiin okain chey qokeeey okain chees ar ol loeees otain or	0	0	0	0	0
G769-T0105	ol	f112r	f112	f112r.36	2	6	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F03_DRY_R2	NONE	checkhy@3:d1:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=DRY/PREPARATION/STAGE	NONE	checkhy@3:d1:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=DRY/PREPARATION/STAGE ; olchain@4:d2:roles=KNOWN_OTHER:features=NONE	sain ol checkhy olchain okeey olam	0	0	0	0	0
G769-T0103	ol	f112r	f112	f112r.9	2	10	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F08_HOT_R2|F14_MEDIAL_TWO_SIDED_LINKER	saiin@1:d1:roles=AMOUNT_VALUE/H2_RECORD_FORM:features=H2/VALUE_AMOUNT	okeey@3:d1:roles=KNOWN_OTHER:features=NONE	saiin@1:d1:roles=AMOUNT_VALUE/H2_RECORD_FORM:features=H2/VALUE_AMOUNT	okeey@3:d1:roles=KNOWN_OTHER:features=NONE ; qokeey@4:d2:roles=QUALITY_STAGE:features=HOT/STAGE	saiin ol okeey qokeey y chedy teedy qokchy qokar y	0	0	0	0	0
G769-T0118	otar	f113v	f113	f113v.22	10	11	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	NONE	NONE	NONE	okaiin@8:d2:roles=KNOWN_OTHER:features=NONE	NONE	okaiin okaiin cheeky raiin olal okaiin cheody okaiin okaiin otar aly	0	0	0	0	0
G769-T0140	otar	f115v	f115	f115v.5	4	6	MIDDLE	1	0	1	1	0	0	1	GDT734_COMPLETE_AND_GDT770	GDT770_CURRENT_MASKED_READER	F09_COLD_R2	qoteey@3:d1:roles=QUALITY_STAGE:features=COLD/STAGE	NONE	qoteey@3:d1:roles=QUALITY_STAGE:features=COLD/STAGE	NONE	dair cheky qoteey otar chl oleed	0	0	0	0	0
G769-T0146	ol	f116r	f116	f116r.20	3	15	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F08_HOT_R2|F14_MEDIAL_TWO_SIDED_LINKER	keedy@2:d1:roles=CLOSE/QUALITY_STAGE:features=CLOSE/HOT/STAGE	NONE	keedy@2:d1:roles=CLOSE/QUALITY_STAGE:features=CLOSE/HOT/STAGE	NONE	chol keedy ol cheey raiin y chedy otar o kal okain olar otedy qoty sfm	0	0	0	0	0
G769-T0147	otar	f116r	f116	f116r.20	8	15	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F14_MEDIAL_TWO_SIDED_LINKER	NONE	NONE	NONE	NONE	chol keedy ol cheey raiin y chedy otar o kal okain olar otedy qoty sfm	0	0	0	0	0
G769-T0150	ol	f116r	f116	f116r.32	7	12	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F04_MOIST_R2|F14_MEDIAL_TWO_SIDED_LINKER|F15_STATE_TRANSITION_BRIDGE	shey@6:d1:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=MOIST/STAGE	NONE	shey@6:d1:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=MOIST/STAGE	rshey@9:d2:roles=H3_RECORD_FORM:features=H3	olkeey rain shey qor aiin shey ol lchedy rshey qokeedy chtain oly	0	0	0	0	0
G769-T0151	ol	f116r	f116	f116r.44	5	11	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F14_MEDIAL_TWO_SIDED_LINKER	NONE	NONE	qokain@3:d2:roles=KNOWN_OTHER:features=NONE	NONE	s okeedy qokain shckhy ol lcheor chky raiin chey qol okam	0	0	0	0	0
G769-T0142	ol	f116r	f116	f116r.6	2	9	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	NONE	NONE	NONE	NONE	NONE	sain ol lchedy chedy otey chedy lain otedy oteey	0	0	0	0	0
G769-T0153	ols	f15v	f15	f15v.7	8	8	LAST	1	0	1	1	0	0	1	GDT734_COMPLETE_AND_GDT770	GDT770_CURRENT_MASKED_READER	F07_LINE_FINAL_OR_CLOSE	NONE	NONE	NONE	NONE	y choiin sho chy s chy tor ols	0	0	0	0	0
G769-T0154	ol	f15v	f15	f15v.8	3	7	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F03_DRY_R2|F09_COLD_R2|F10_PART_OR_CONTENT_R2|F14_MEDIAL_TWO_SIDED_LINKER	chor@2:d1:roles=KNOWN_OTHER:features=NONE	oiin@4:d1:roles=CONTENT_PREPARATION:features=PREPARATION	chor@2:d1:roles=KNOWN_OTHER:features=NONE ; ytchor@1:d2:roles=AMOUNT_VALUE/CONTENT_PREPARATION/QUALITY_STAGE:features=COLD/DRY/MATERIAL/VALUE_AMOUNT	oiin@4:d1:roles=CONTENT_PREPARATION:features=PREPARATION	ytchor chor ol oiin oty shol daiin	0	0	0	0	0
G769-T0158	ol	f17v	f17	f17v.12	5	6	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F03_DRY_R2|F10_PART_OR_CONTENT_R2|F14_MEDIAL_TWO_SIDED_LINKER	chckhey@4:d1:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=DRY/PREPARATION/STAGE	chor@6:d1:roles=KNOWN_OTHER:features=NONE	chckhey@4:d1:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=DRY/PREPARATION/STAGE	chor@6:d1:roles=KNOWN_OTHER:features=NONE	oy choy keaiin chckhey ol chor	0	0	0	0	0
G769-T0155	ckhy	f17v	f17	f17v.5	6	6	LAST	1	0	1	1	0	0	1	GDT734_COMPLETE_AND_GDT770	GDT770_CURRENT_MASKED_READER	F03_DRY_R2|F05_PROCESS_SLOT_FINAL|F07_LINE_FINAL_OR_CLOSE|F09_COLD_R2	NONE	NONE	tchol@4:d2:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=COLD/DRY/MATERIAL	NONE	ychol chol dolcheey tchol dar ckhy	0	0	0	0	0
G769-T0156	ol	f17v	f17	f17v.8	3	6	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F08_HOT_R2|F14_MEDIAL_TWO_SIDED_LINKER	kchar@2:d1:roles=KNOWN_OTHER:features=NONE	NONE	kchar@2:d1:roles=KNOWN_OTHER:features=NONE ; qokeey@1:d2:roles=QUALITY_STAGE:features=HOT/STAGE	choldaiin@5:d2:roles=NONE:features=NONE	qokeey kchar ol dy choldaiin sy	0	0	0	0	0
G769-T0157	ol	f17v	f17	f17v.9	5	5	LAST	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F03_DRY_R2|F07_LINE_FINAL_OR_CLOSE|F08_HOT_R2	NONE	NONE	kchol@3:d2:roles=QUALITY_STAGE:features=DRY/HOT	NONE	ycheol shol kchol choltaiin ol	0	0	0	0	0
G769-T0160	ol	f18r	f18	f18r.10	4	5	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F03_DRY_R2|F08_HOT_R2|F10_PART_OR_CONTENT_R2|F14_MEDIAL_TWO_SIDED_LINKER	qokchol@3:d1:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=DRY/HOT/MATERIAL	ydaiin@5:d1:roles=KNOWN_OTHER:features=NONE	qokchol@3:d1:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=DRY/HOT/MATERIAL ; shor@2:d2:roles=KNOWN_OTHER:features=NONE	ydaiin@5:d1:roles=KNOWN_OTHER:features=NONE	dar shor qokchol ol ydaiin	0	0	0	0	0
G769-T0162	ol	f22r	f22	f22r.2	1	12	FIRST	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	NONE	NONE	oiin@2:d1:roles=CONTENT_PREPARATION:features=PREPARATION	NONE	oiin@2:d1:roles=CONTENT_PREPARATION:features=PREPARATION	ol oiin shol o kor qokchol daiin okaiin cthor dain ckhy dom	0	0	0	0	0
G769-T0165	ol	f23r	f23	f23r.5	8	11	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F14_MEDIAL_TWO_SIDED_LINKER	NONE	NONE	NONE	NONE	ychor qokchol ytym chol dair chol ar ol ol dol dain	0	0	0	0	0
G769-T0166	ol	f23r	f23	f23r.5	9	11	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F14_MEDIAL_TWO_SIDED_LINKER	NONE	NONE	NONE	dain@11:d2:roles=NONE:features=NONE	ychor qokchol ytym chol dair chol ar ol ol dol dain	0	0	0	0	0
G769-T0172	ol	f24r	f24	f24r.13	2	7	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	NONE	NONE	NONE	NONE	NONE	oees ol s chey chcth s ar	0	0	0	0	0
G769-T0173	ol	f24r	f24	f24r.15	3	5	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	NONE	oeees@2:d1:roles=CONTENT_PREPARATION:features=PREPARATION	NONE	oeees@2:d1:roles=CONTENT_PREPARATION:features=PREPARATION ; ockhoees@1:d2:roles=KNOWN_OTHER:features=NONE	NONE	ockhoees oeees ol dal s	0	0	0	0	0
G769-T0171	ckhy	f24r	f24	f24r.3	5	5	LAST	1	0	1	1	0	0	1	GDT734_COMPLETE_AND_GDT770	GDT770_CURRENT_MASKED_READER	F07_LINE_FINAL_OR_CLOSE	NONE	NONE	NONE	NONE	ycthar cthal okol qotar ckhy	0	0	0	0	0
G769-T0175	ckhy	f2r	f2	f2r.7	2	5	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F10_PART_OR_CONTENT_R2|F14_MEDIAL_TWO_SIDED_LINKER	shor@1:d1:roles=KNOWN_OTHER:features=NONE	NONE	shor@1:d1:roles=KNOWN_OTHER:features=NONE	NONE	shor ckhy daiiny chol dan	0	0	0	0	0
G769-T0177	ol	f30v	f30	f30v.2	7	10	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F08_HOT_R2|F14_MEDIAL_TWO_SIDED_LINKER	keor@6:d1:roles=AMOUNT_VALUE/CONTENT_PREPARATION/QUALITY_STAGE:features=HOT/MATERIAL/VALUE_AMOUNT	NONE	keor@6:d1:roles=AMOUNT_VALUE/CONTENT_PREPARATION/QUALITY_STAGE:features=HOT/MATERIAL/VALUE_AMOUNT ; chory@5:d2:roles=AMOUNT_VALUE/QUALITY_STAGE:features=STAGE/VALUE_AMOUNT	daiin@9:d2:roles=SCALAR_VALUE:features=VALUE_AMOUNT	qotchor chy she kchor chory keor ol chy daiin ctholdy	0	0	0	0	0
G769-T0178	ckhy	f32r	f32	f32r.2	4	7	MIDDLE	1	0	1	1	0	0	1	GDT734_COMPLETE_AND_GDT770	GDT770_CURRENT_MASKED_READER	F03_DRY_R2|F04_MOIST_R2|F08_HOT_R2|F14_MEDIAL_TWO_SIDED_LINKER|F15_STATE_TRANSITION_BRIDGE	sheor@3:d1:roles=AMOUNT_VALUE/CONTENT_PREPARATION/QUALITY_STAGE:features=MATERIAL/MOIST/STATE_MOIST_ANCHOR/VALUE_AMOUNT	NONE	sheor@3:d1:roles=AMOUNT_VALUE/CONTENT_PREPARATION/QUALITY_STAGE:features=MATERIAL/MOIST/STATE_MOIST_ANCHOR/VALUE_AMOUNT ; okchor@2:d2:roles=AMOUNT_VALUE/CONTENT_PREPARATION/QUALITY_STAGE:features=DRY/HOT/MATERIAL/PREPARATION/VALUE_AMOUNT	dshodar@6:d2:roles=KNOWN_OTHER:features=NONE	okor okchor sheor ckhy dal dshodar qotchol	0	0	0	0	0
G769-T0179	ol	f32r	f32	f32r.7	3	4	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	NONE	NONE	dair@4:d1:roles=KNOWN_OTHER:features=NONE	NONE	dair@4:d1:roles=KNOWN_OTHER:features=NONE	otol dol ol dair	0	0	0	0	0
G769-T0181	ol	f32v	f32	f32v.11	1	3	FIRST	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F04_MOIST_R2	NONE	sho@2:d1:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=MOIST/PREPARATION	NONE	sho@2:d1:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=MOIST/PREPARATION	ol sho chy	0	0	0	0	0
G769-T0183	ol	f33r	f33	f33r.5	5	13	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F14_MEDIAL_TWO_SIDED_LINKER	otaiin@4:d1:roles=KNOWN_OTHER:features=NONE	NONE	otaiin@4:d1:roles=KNOWN_OTHER:features=NONE ; aiin@3:d2:roles=AMOUNT_VALUE:features=AMOUNT_SPAN_MEMBER/VALUE_AMOUNT	aiin@7:d2:roles=KNOWN_OTHER:features=NONE	pair or aiin otaiin ol kor aiin okal otal chdal shekal qokar otam	0	0	0	0	0
G769-T0185	ol	f34r	f34	f34r.14	5	13	MIDDLE	1	0	0	1	0	1	0	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	NONE	NONE	NONE	NONE	NONE	or ar y kar ol al oky chody qokal chedy chcthedy cheky daram	0	0	0	0	0
G769-T0188	ckhy	f35r	f35	f35r.10	4	9	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F14_MEDIAL_TWO_SIDED_LINKER	chaiin@3:d1:roles=NONE:features=NONE	NONE	chaiin@3:d1:roles=NONE:features=NONE ; aiin@2:d2:roles=KNOWN_OTHER:features=NONE	NONE	o aiin chaiin ckhy r chl s chochy daiin	0	0	0	0	0
G769-T0189	ol	f35v	f35	f35v.13	1	5	FIRST	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	NONE	NONE	NONE	NONE	NONE	ol char od ar chear	0	0	0	0	0
G769-T0190	ckhy	f35v	f35	f35v.20	4	5	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F14_MEDIAL_TWO_SIDED_LINKER	NONE	dan@5:d1:roles=NONE:features=NONE	NONE	dan@5:d1:roles=NONE:features=NONE	sodaiin shy dchy ckhy dan	0	0	0	0	0
