ol_bridge_id	target_occurrence_id	page	physical_folio	locus	ordinal	line_token_count	left_surface	left_ordinal	left_evidence_classes	gdt760_expression_ids	gdt760_expression_eva	bare_value_prior	gdt769_broad_amount_value_prior	conservative_left_licensed	broad_left_licensed	right_surface	right_ordinal	right_reader_exact	right_source_roles	right_role_sources	right_gdt770_allowed_roles	full_branch_ready	gdt734_complete_line_v99r7	gdt770_admitted_line	explicit_gdt770_exclusion	explicit_gdt771_exclusion	strict_discriminator_eligible	written_line_eva	semantic_identity_credit	component_export_credit
G771-O011	G769-T0281	f75v	f75	f75v.62	4	6	daiin	3	LICENSED_BARE_VALUE|GDT769_BROAD_AMOUNT_VALUE	NONE	NONE	GDT734_GDT735_GDT763_FIELD_PRIOR	1	1	1	olsheey	5	0	NONE	NONE	NONE	0	0	0	0	0	0	ykeechy qokeedy daiin ol olsheey qoly	0	0
G771-O012	G769-T0291	f76v	f76	f76v.39	7	11	san	6	GDT760_EXACT_AMOUNT_SPAN|GDT769_BROAD_AMOUNT_VALUE	G760-E0191	san	NONE	1	1	1	keedy	8	1	CLOSE|QUALITY_STAGE	NONE	NONE	0	1	0	0	0	1	sshey lshedy qokaiin shedy okedy san ol keedy sor qoky dedy	0	0
G771-O013	G769-T0293	f77r	f77	f77r.40	2	8	daiiin	1	LICENSED_BARE_VALUE	NONE	NONE	GDT734_GDT735_GDT763_FIELD_PRIOR	0	1	1	eeedy	3	0	NONE	NONE	NONE	0	0	0	0	0	0	daiiin ol eeedy okaiin sheeol qotaiin shody qoty	0	0
G771-O014	G769-T0295	f77r	f77	f77r.45	9	11	ain	8	LICENSED_BARE_VALUE	NONE	NONE	GDT759_VALUE_FORM_FAMILY|GDT763_FIELD_PRIOR	0	1	1	raiin	10	0	NONE	NONE	NONE	0	0	0	0	0	0	qokaiin ches lchear dal chr sl s ain ol raiin lod	0	0
G771-O015	G769-T0336	f78v	f78	f78v.29	9	11	aiiin	8	GDT760_EXACT_AMOUNT_SPAN|LICENSED_BARE_VALUE|GDT769_BROAD_AMOUNT_VALUE	G760-E0204	s aiiin	GDT759_VALUE_FORM_FAMILY|GDT763_FIELD_PRIOR	1	1	1	shedy	10	0	NONE	NONE	NONE	0	1	0	1	0	0	lchedy otchey qol chedy lr al s aiiin ol shedy ary	0	0
G771-O016	G769-T0340	f79r	f79	f79r.13	9	9	aiin	8	GDT760_EXACT_AMOUNT_SPAN|LICENSED_BARE_VALUE|GDT769_BROAD_AMOUNT_VALUE	G760-E0207	or aiin	GDT759_VALUE_FORM_FAMILY|GDT763_FIELD_PRIOR	1	1	1	LINE_EDGE	0	0	NONE	NONE	NONE	0	0	0	0	0	0	pshorol shckhy qotshdy qokaldy opchedy qotar or aiin ol	0	0
G771-O017	G769-T0361	f79v	f79	f79v.25	9	9	sain	8	GDT760_EXACT_AMOUNT_SPAN	G760-E0212	sain	NONE	0	1	1	LINE_EDGE	0	0	NONE	NONE	NONE	0	1	0	0	0	1	qokeey ol olshdy qotain oteedy olkain otshey sain ol	0	0
G771-O018	G769-T0391	f80v	f80	f80v.15	11	12	dain	10	LICENSED_BARE_VALUE	NONE	NONE	GDT734_GDT735_GDT763_FIELD_PRIOR	0	1	1	dal	12	0	NONE	NONE	NONE	0	1	0	0	0	1	qotaiin chty lchedy s aly tol chey qoteedy otal dain ol dal	0	0
G771-O019	G769-T0412	f81r	f81	f81r.15	2	5	sain	1	GDT760_EXACT_AMOUNT_SPAN	G760-E0217	sain	NONE	0	1	1	cheedy	3	1	CLOSE|CONTENT_PREPARATION|QUALITY_STAGE	G771-RT01	PREPARATION	1	1	0	0	0	1	sain ol cheedy qokeedy otedy	0	0
G771-O020	G769-T0416	f81r	f81	f81r.22	6	9	daiin	5	LICENSED_BARE_VALUE|GDT769_BROAD_AMOUNT_VALUE	NONE	NONE	GDT734_GDT735_GDT763_FIELD_PRIOR	1	1	1	chedar	7	1	AMOUNT_VALUE|QUALITY_STAGE	NONE	NONE	0	1	0	0	0	1	qotal chedy qol ol daiin ol chedar ol oly	0	0
G771-O021	G769-T0417	f81r	f81	f81r.22	8	9	chedar	7	G771-LT02	NONE	NONE	NONE	0	1	1	oly	9	1	PROCESS_PASS	G771-RT04	FIELD|PROCESS	1	1	0	0	0	1	qotal chedy qol ol daiin ol chedar ol oly	0	0
G771-O022	G769-T0437	f82r	f82	f82r.33	2	6	sain	1	GDT760_EXACT_AMOUNT_SPAN	G760-E0220	sain	NONE	0	1	1	cheol	3	1	CONTENT_PREPARATION|QUALITY_STAGE	GDT769_DIRECT:CONTENT_PREPARATION	PREPARATION	1	1	0	0	0	1	sain ol cheol ey cheor chey	0	0
G771-O023	G769-T0444	f83r	f83	f83r.54	2	5	daiin	1	LICENSED_BARE_VALUE|GDT769_BROAD_AMOUNT_VALUE	NONE	NONE	GDT734_GDT735_GDT763_FIELD_PRIOR	1	1	1	dain	3	1	NONE	NONE	NONE	0	0	0	0	0	0	daiin ol dain chey ldalor	0	0
G771-O024	G769-T0452	f85r1	f85	f85r1.13	10	12	aiin	9	GDT760_EXACT_AMOUNT_SPAN|LICENSED_BARE_VALUE|GDT769_BROAD_AMOUNT_VALUE	G760-E0232	s aiin	GDT759_VALUE_FORM_FAMILY|GDT763_FIELD_PRIOR	1	1	1	daldy	11	0	NONE	NONE	NONE	0	0	0	0	0	0	rsheodar qocthy kar okaiin ykeeeody qotal ol s aiin ol daldy shody	0	0
G771-O025	G769-T0453	f85r1	f85	f85r1.21	4	11	oraiin	3	GDT760_EXACT_AMOUNT_SPAN|GDT769_BROAD_AMOUNT_VALUE	G760-E0233	oraiin	NONE	1	1	1	okaiin	5	1	KNOWN_OTHER	G771-RT02	FIELD|PREPARATION	1	1	0	0	0	1	daiir cheody oraiin ol okaiin cheocthey olor otedy qotaiin chor chedy	0	0
G771-O026	G769-T0454	f85r1	f85	f85r1.27	7	9	saiin	6	GDT760_EXACT_AMOUNT_SPAN|GDT769_BROAD_AMOUNT_VALUE	G760-E0235	saiin	NONE	1	1	1	karar	8	1	NONE	NONE	NONE	0	0	0	0	0	0	ychedy shetshdy qotar okedy qokal saiin ol karar odeeeg	0	0
G771-O027	G769-T0459	f85r2	f85	f85r2.1	27	35	daiin	26	LICENSED_BARE_VALUE|GDT769_BROAD_AMOUNT_VALUE	NONE	NONE	GDT734_GDT735_GDT763_FIELD_PRIOR	1	1	1	lkechch	28	0	NONE	NONE	NONE	0	0	0	0	0	0	odeedy otedy opaees ar chcthy otchdy otody otar chepaiin otodar otodaiin opaiin otaiin qopchas otchedy olkaiin odar aloees otchedy qotedaiin odar octhody shedaiin olaiin olfor daiin ol lkechch os aiin oteedy dar otees opaiin chcphdar	0	0
G771-O028	G769-T0477	f86v6	f86	f86v6.23	12	13	ain	11	LICENSED_BARE_VALUE	NONE	NONE	GDT759_VALUE_FORM_FAMILY|GDT763_FIELD_PRIOR	0	1	1	keodar	13	1	AMOUNT_VALUE|CONTENT_PREPARATION|QUALITY_STAGE	GDT769_DIRECT:CONTENT_PREPARATION	PREPARATION	1	1	0	0	1	0	qokar olkedy otor chedy qokar opchedy dar ykar ar dair ain ol keodar	0	0
G771-O029	G769-T0473	f86v6	f86	f86v6.7	6	15	aiin	5	GDT760_EXACT_AMOUNT_SPAN|LICENSED_BARE_VALUE|GDT769_BROAD_AMOUNT_VALUE	G760-E0252	or aiin	GDT759_VALUE_FORM_FAMILY|GDT763_FIELD_PRIOR	1	1	1	or	7	1	KNOWN_OTHER	NONE	NONE	0	0	0	0	0	0	qokaiin y lchedor or aiin ol or olkal or shedy qokal s ar archey dy	0	0
G771-O030	G769-T0493	f89v1	f89	f89v1.11	4	10	ain	3	LICENSED_BARE_VALUE	NONE	NONE	GDT759_VALUE_FORM_FAMILY|GDT763_FIELD_PRIOR	0	1	1	shodain	5	0	NONE	NONE	NONE	0	0	0	0	0	0	osheokaiin s ain ol shodain qokar ain chekal daiin dar	0	0
G771-O031	G769-T0492	f89v1	f89	f89v1.9	7	10	aiin	6	LICENSED_BARE_VALUE	NONE	NONE	GDT759_VALUE_FORM_FAMILY|GDT763_FIELD_PRIOR	0	1	1	cheokchey	8	1	NONE	NONE	NONE	0	0	0	0	0	0	too cthor okol chekaiin os aiin ol cheokchey qokoiiin du	0	0
