page	locus	target_surfaces	zl3b_line	v28_tokenwise_de	v29_tokenwise_de	v29_working_reading_de	complete_v29
f103v	f103v.21	sheoky	tokain shal qokeed oteedy sheoky shay tar teor otam oll	[tokain:?] | [shal:?] | [qokeed:?] | kalter Ansatz am Ende des Grades, abgeschlossen | [sheoky:?] | [shay:?] | [tar:?] | [teor:?] | [otam:?] | [oll:?]	[tokain:?] | [shal:?] | [qokeed:?] | kalter Ansatz am Ende des Grades, abgeschlossen | feucht angesetzte heiße Zubereitung am Gradanfang | [shay:?] | [tar:?] | [teor:?] | [otam:?] | [oll:?]	[tokain:?]; [shal:?]; [qokeed:?]; kalter Ansatz am Ende des Grades, abgeschlossen; feucht angesetzte heiße Zubereitung am Gradanfang; [shay:?]; [tar:?]; [teor:?]; [otam:?]; [oll:?]	False
f104r	f104r.19	cheokeey	toaiin chdar otar shd qotar olkchedy cheokeey kary opair otor airod lshd	[toaiin:?] | [chdar:?] | [otar:?] | [shd:?] | [qotar:?] | [olkchedy:?] | [cheokeey:?] | [kary:?] | [opair:?] | [otor:?] | [airod:?] | [lshd:?]	[toaiin:?] | [chdar:?] | [otar:?] | [shd:?] | [qotar:?] | [olkchedy:?] | trocken angesetzte heiße Zubereitung am Gradende | [kary:?] | [opair:?] | [otor:?] | [airod:?] | [lshd:?]	[toaiin:?]; [chdar:?]; [otar:?]; [shd:?]; [qotar:?]; [olkchedy:?]; trocken angesetzte heiße Zubereitung am Gradende; [kary:?]; [opair:?]; [otor:?]; [airod:?]; [lshd:?]	False
f104r	f104r.23	sheockhey	ol sheockhey chol kechdy okeedal lkain chol keeody otchor aiir chol kar alol	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [sheockhey:?] | trocken; nominal trockenes Gut/Material | [kechdy:?] | [okeedal:?] | [lkain:?] | trocken; nominal trockenes Gut/Material | [keeody:?] | kalt-trockene Drogenportion im Ansatz | [aiir:?] | trocken; nominal trockenes Gut/Material | [kar:?] | [alol:?]	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | feucht angesetztes Arzneikompositum in der Gradmitte | trocken; nominal trockenes Gut/Material | [kechdy:?] | [okeedal:?] | [lkain:?] | trocken; nominal trockenes Gut/Material | [keeody:?] | kalt-trockene Drogenportion im Ansatz | [aiir:?] | trocken; nominal trockenes Gut/Material | [kar:?] | [alol:?]	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; feucht angesetztes Arzneikompositum in der Gradmitte; trocken; nominal trockenes Gut/Material; [kechdy:?]; [okeedal:?]; [lkain:?]; trocken; nominal trockenes Gut/Material; [keeody:?]; kalt-trockene Drogenportion im Ansatz; [aiir:?]; trocken; nominal trockenes Gut/Material; [kar:?]; [alol:?]	False
f104r	f104r.6	ockhedy	y cheeody aiin lkar cheeo dain ockhedy qokeedy qotain otchdy otain chedam	[y:?] | [cheeody:?] | Menge III | heiße Holzfraktion I | [cheeo:?] | Grad-/Maßwert II | [ockhedy:?] | heiß am Ende des Grades, abgeschlossen | kalt im qo-Rahmen, Grad II | kalt-trockener Ansatz am Anfang des Grades, abgeschlossen | kalt im Zubereitungsrahmen, Grad II | [chedam:?]	[y:?] | [cheeody:?] | Menge III | heiße Holzfraktion I | [cheeo:?] | Grad-/Maßwert II | Ansatz eines Arzneikompositums in der Gradmitte, abgeschlossen | heiß am Ende des Grades, abgeschlossen | kalt im qo-Rahmen, Grad II | kalt-trockener Ansatz am Anfang des Grades, abgeschlossen | kalt im Zubereitungsrahmen, Grad II | [chedam:?]	[y:?]; [cheeody:?]; Menge III; heiße Holzfraktion I; [cheeo:?]; Grad-/Maßwert II; Ansatz eines Arzneikompositums in der Gradmitte, abgeschlossen; heiß am Ende des Grades, abgeschlossen; kalt im qo-Rahmen, Grad II; kalt-trockener Ansatz am Anfang des Grades, abgeschlossen; kalt im Zubereitungsrahmen, Grad II; [chedam:?]	False
f104v	f104v.2	chockhy	ychedaiin qoteed chockhy otaiin ydaiin qokamdy otarar alched otair oram	[ychedaiin:?] | [qoteed:?] | [chockhy:?] | kalt im Zubereitungsrahmen, Grad III | [ydaiin:?] | [qokamdy:?] | [otarar:?] | [alched:?] | [otair:?] | [oram:?]	[ychedaiin:?] | [qoteed:?] | Arzneikompositum im Trockenansatz am Gradanfang | kalt im Zubereitungsrahmen, Grad III | [ydaiin:?] | [qokamdy:?] | [otarar:?] | [alched:?] | [otair:?] | [oram:?]	[ychedaiin:?]; [qoteed:?]; Arzneikompositum im Trockenansatz am Gradanfang; kalt im Zubereitungsrahmen, Grad III; [ydaiin:?]; [qokamdy:?]; [otarar:?]; [alched:?]; [otair:?]; [oram:?]	False
f104v	f104v.24	chockhedy	ykaiin cheor cheeey daiiin cheo dalaiin chockhedy chedaiin otor qokar ary	[ykaiin:?] | trockener Drogenteil | [cheeey:?] | Grad-/Maßwert IV | trocken angesetzte Zubereitung | [dalaiin:?] | [chockhedy:?] | [chedaiin:?] | [otor:?] | heiße Portion | [ary:?]	[ykaiin:?] | trockener Drogenteil | [cheeey:?] | Grad-/Maßwert IV | trocken angesetzte Zubereitung | [dalaiin:?] | Arzneikompositum im Trockenansatz in der Gradmitte, abgeschlossen | [chedaiin:?] | [otor:?] | heiße Portion | [ary:?]	[ykaiin:?]; trockener Drogenteil; [cheeey:?]; Grad-/Maßwert IV; trocken angesetzte Zubereitung; [dalaiin:?]; Arzneikompositum im Trockenansatz in der Gradmitte, abgeschlossen; [chedaiin:?]; [otor:?]; heiße Portion; [ary:?]	False
f104v	f104v.3	ockhey	shod chedy qotaiin odaiin okeol ockhey chol qokeedy qotair oeedaiin ol dl	[shod:?] | trocken in der Mitte des Grades, abgeschlossen | kalt, Grad III | Zubereitungsdosis III | [okeol:?] | [ockhey:?] | trocken; nominal trockenes Gut/Material | heiß am Ende des Grades, abgeschlossen | [qotair:?] | [oeedaiin:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [dl:?]	[shod:?] | trocken in der Mitte des Grades, abgeschlossen | kalt, Grad III | Zubereitungsdosis III | [okeol:?] | Ansatz eines Arzneikompositums in der Gradmitte | trocken; nominal trockenes Gut/Material | heiß am Ende des Grades, abgeschlossen | [qotair:?] | [oeedaiin:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [dl:?]	[shod:?]; trocken in der Mitte des Grades, abgeschlossen; kalt, Grad III; Zubereitungsdosis III; [okeol:?]; Ansatz eines Arzneikompositums in der Gradmitte; trocken; nominal trockenes Gut/Material; heiß am Ende des Grades, abgeschlossen; [qotair:?]; [oeedaiin:?]; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; [dl:?]	False
f105r	f105r.16	oral	yteody oteeeos aiin odal oiir okeedy oral	[yteody:?] | [oteeeos:?] | Menge III | [odal:?] | [oiir:?] | heißer Ansatz am Ende des Grades, abgeschlossen | [oral:?]	[yteody:?] | [oteeeos:?] | Menge III | [odal:?] | [oiir:?] | heißer Ansatz am Ende des Grades, abgeschlossen | Ansatz aus Wurzelrohstoff, Form I	[yteody:?]; [oteeeos:?]; Menge III; [odal:?]; [oiir:?]; heißer Ansatz am Ende des Grades, abgeschlossen; Ansatz aus Wurzelrohstoff, Form I	False
f105r	f105r.24	ckheey	pcheor ain ckheey okeeey paiin ar aiiin chpaiikey sheo pcheey dal daiin dam	[pcheor:?] | Menge-/Klassenwert II | [ckheey:?] | [okeeey:?] | Pulver, Typ/Charge III | [ar:?] | Menge-/Klassenwert IV | [chpaiikey:?] | Feuchtzubereitung | Pulver, trocken gebunden, Form II | [dal:?] | Grad-/Maßwert III | [dam:?]	[pcheor:?] | Menge-/Klassenwert II | Arzneikompositum am Gradende | [okeeey:?] | Pulver, Typ/Charge III | [ar:?] | Menge-/Klassenwert IV | [chpaiikey:?] | Feuchtzubereitung | Pulver, trocken gebunden, Form II | [dal:?] | Grad-/Maßwert III | [dam:?]	[pcheor:?]; Menge-/Klassenwert II; Arzneikompositum am Gradende; [okeeey:?]; Pulver, Typ/Charge III; [ar:?]; Menge-/Klassenwert IV; [chpaiikey:?]; Feuchtzubereitung; Pulver, trocken gebunden, Form II; [dal:?]; Grad-/Maßwert III; [dam:?]	False
f105v	f105v.10	oral	ykeey ky che oiiin dal kaiin okairo l kair chedy s odar air al oral odam	[ykeey:?] | heiß am Anfang des Grades | [che:?] | [oiiin:?] | [dal:?] | heiß, Grad III | [okairo:?] | [l:?] | [kair:?] | trocken in der Mitte des Grades, abgeschlossen | [s:?] | [odar:?] | [air:?] | [al:?] | [oral:?] | [odam:?]	[ykeey:?] | heiß am Anfang des Grades | [che:?] | [oiiin:?] | [dal:?] | heiß, Grad III | [okairo:?] | [l:?] | [kair:?] | trocken in der Mitte des Grades, abgeschlossen | [s:?] | [odar:?] | [air:?] | [al:?] | Ansatz aus Wurzelrohstoff, Form I | [odam:?]	[ykeey:?]; heiß am Anfang des Grades; [che:?]; [oiiin:?]; [dal:?]; heiß, Grad III; [okairo:?]; [l:?]; [kair:?]; trocken in der Mitte des Grades, abgeschlossen; [s:?]; [odar:?]; [air:?]; [al:?]; Ansatz aus Wurzelrohstoff, Form I; [odam:?]	False
f105v	f105v.37	ckhy	yshey ckhy sheo qoeeo lkaiin chs okol tchdy sheeey okaiin ar aildy	[yshey:?] | [ckhy:?] | Feuchtzubereitung | [qoeeo:?] | [lkaiin:?] | [chs:?] | [okol:?] | kalt und trocken am Anfang des Grades, abgeschlossen | [sheeey:?] | heiß, Grad III, im Ansatzrahmen | [ar:?] | [aildy:?]	[yshey:?] | Arzneikompositum am Gradanfang | Feuchtzubereitung | [qoeeo:?] | [lkaiin:?] | [chs:?] | [okol:?] | kalt und trocken am Anfang des Grades, abgeschlossen | [sheeey:?] | heiß, Grad III, im Ansatzrahmen | [ar:?] | [aildy:?]	[yshey:?]; Arzneikompositum am Gradanfang; Feuchtzubereitung; [qoeeo:?]; [lkaiin:?]; [chs:?]; [okol:?]; kalt und trocken am Anfang des Grades, abgeschlossen; [sheeey:?]; heiß, Grad III, im Ansatzrahmen; [ar:?]; [aildy:?]	False
f105v	f105v.6	ckheey	dcheo fcheeody ckheey dar aiin al dar ar daiiidy otedy oteody ykaiin g	[dcheo:?] | [fcheeody:?] | [ckheey:?] | abgemessene Fraktion I | Menge III | [al:?] | abgemessene Fraktion I | [ar:?] | [daiiidy:?] | kalter Ansatz in der Mitte des Grades, abgeschlossen | [oteody:?] | [ykaiin:?] | [g:?]	[dcheo:?] | [fcheeody:?] | Arzneikompositum am Gradende | abgemessene Fraktion I | Menge III | [al:?] | abgemessene Fraktion I | [ar:?] | [daiiidy:?] | kalter Ansatz in der Mitte des Grades, abgeschlossen | [oteody:?] | [ykaiin:?] | [g:?]	[dcheo:?]; [fcheeody:?]; Arzneikompositum am Gradende; abgemessene Fraktion I; Menge III; [al:?]; abgemessene Fraktion I; [ar:?]; [daiiidy:?]; kalter Ansatz in der Mitte des Grades, abgeschlossen; [oteody:?]; [ykaiin:?]; [g:?]	False
f105v	f105v.9	ockhedy	lcheey qoeees y daiin okairy otchedy ockhedy otchey daiin or r ail l okam	Drogenholz, trocken gebunden, Form II | [qoeees:?] | [y:?] | Grad-/Maßwert III | [okairy:?] | kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen | [ockhedy:?] | kalt-trockener Ansatz in der Mitte des Grades | Grad-/Maßwert III | Teil-/Nominalträger; genaue Basisbedeutung offen | [r:?] | [ail:?] | [l:?] | [okam:?]	Drogenholz, trocken gebunden, Form II | [qoeees:?] | [y:?] | Grad-/Maßwert III | [okairy:?] | kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen | Ansatz eines Arzneikompositums in der Gradmitte, abgeschlossen | kalt-trockener Ansatz in der Mitte des Grades | Grad-/Maßwert III | Teil-/Nominalträger; genaue Basisbedeutung offen | [r:?] | [ail:?] | [l:?] | [okam:?]	Drogenholz, trocken gebunden, Form II; [qoeees:?]; [y:?]; Grad-/Maßwert III; [okairy:?]; kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen; Ansatz eines Arzneikompositums in der Gradmitte, abgeschlossen; kalt-trockener Ansatz in der Mitte des Grades; Grad-/Maßwert III; Teil-/Nominalträger; genaue Basisbedeutung offen; [r:?]; [ail:?]; [l:?]; [okam:?]	False
f106r	f106r.11	cheokey	sar aiin cheol aiin cheokey raiin chokar cholky okeees aiin okeey lchg	Samenfraktion I | Menge III | trockener Drogenstoff | Menge III | [cheokey:?] | Wurzel, Typ/Charge III | [chokar:?] | [cholky:?] | [okeees:?] | Menge III | heißer Ansatz am Ende des Grades | [lchg:?]	Samenfraktion I | Menge III | trockener Drogenstoff | Menge III | trocken angesetzte heiße Zubereitung in der Gradmitte | Wurzel, Typ/Charge III | [chokar:?] | [cholky:?] | [okeees:?] | Menge III | heißer Ansatz am Ende des Grades | [lchg:?]	Samenfraktion I; Menge III; trockener Drogenstoff; Menge III; trocken angesetzte heiße Zubereitung in der Gradmitte; Wurzel, Typ/Charge III; [chokar:?]; [cholky:?]; [okeees:?]; Menge III; heißer Ansatz am Ende des Grades; [lchg:?]	False
f106v	f106v.35	shockhy	shody shockhy qokeey qokcho l kchedy shdy kchedy chedy qockhey okaiin al	[shody:?] | [shockhy:?] | heiß am Ende des Grades | [qokcho:?] | [l:?] | heiß und trocken in der Mitte des Grades, abgeschlossen | feucht am Anfang des Grades, abgeschlossen | heiß und trocken in der Mitte des Grades, abgeschlossen | trocken in der Mitte des Grades, abgeschlossen | [qockhey:?] | heiß, Grad III, im Ansatzrahmen | [al:?]	[shody:?] | Arzneikompositum im Feuchtansatz am Gradanfang | heiß am Ende des Grades | [qokcho:?] | [l:?] | heiß und trocken in der Mitte des Grades, abgeschlossen | feucht am Anfang des Grades, abgeschlossen | heiß und trocken in der Mitte des Grades, abgeschlossen | trocken in der Mitte des Grades, abgeschlossen | [qockhey:?] | heiß, Grad III, im Ansatzrahmen | [al:?]	[shody:?]; Arzneikompositum im Feuchtansatz am Gradanfang; heiß am Ende des Grades; [qokcho:?]; [l:?]; heiß und trocken in der Mitte des Grades, abgeschlossen; feucht am Anfang des Grades, abgeschlossen; heiß und trocken in der Mitte des Grades, abgeschlossen; trocken in der Mitte des Grades, abgeschlossen; [qockhey:?]; heiß, Grad III, im Ansatzrahmen; [al:?]	False
f107r	f107r.2	cheockhy	dchey qoteos aiin shedy oteed qor aiin cheockhy olkeey qotain chey qeeey lor	[dchey:?] | [qoteos:?] | Menge III | feucht in der Mitte des Grades, abgeschlossen | [oteed:?] | [qor:?] | Menge III | [cheockhy:?] | [olkeey:?] | kalt im qo-Rahmen, Grad II | trocken in der Mitte des Grades | [qeeey:?] | Holzportion	[dchey:?] | [qoteos:?] | Menge III | feucht in der Mitte des Grades, abgeschlossen | [oteed:?] | [qor:?] | Menge III | trocken angesetztes Arzneikompositum am Gradanfang | [olkeey:?] | kalt im qo-Rahmen, Grad II | trocken in der Mitte des Grades | [qeeey:?] | Holzportion	[dchey:?]; [qoteos:?]; Menge III; feucht in der Mitte des Grades, abgeschlossen; [oteed:?]; [qor:?]; Menge III; trocken angesetztes Arzneikompositum am Gradanfang; [olkeey:?]; kalt im qo-Rahmen, Grad II; trocken in der Mitte des Grades; [qeeey:?]; Holzportion	False
f107r	f107r.21	olal	taror olal okain okaiin qotal shaiin qokeol lkaiin okeeo lkaiin aiin	[taror:?] | [olal:?] | heiß im Zubereitungsrahmen, Grad II | heiß, Grad III, im Ansatzrahmen | [qotal:?] | feucht, Grad III | [qokeol:?] | [lkaiin:?] | [okeeo:?] | [lkaiin:?] | Menge III	[taror:?] | Ansatz aus Holzrohstoff, Form I | heiß im Zubereitungsrahmen, Grad II | heiß, Grad III, im Ansatzrahmen | [qotal:?] | feucht, Grad III | [qokeol:?] | [lkaiin:?] | [okeeo:?] | [lkaiin:?] | Menge III	[taror:?]; Ansatz aus Holzrohstoff, Form I; heiß im Zubereitungsrahmen, Grad II; heiß, Grad III, im Ansatzrahmen; [qotal:?]; feucht, Grad III; [qokeol:?]; [lkaiin:?]; [okeeo:?]; [lkaiin:?]; Menge III	False
f107r	f107r.30	opal	pair aiieedy shalkaiin kairy okaral qokaiin opaichy opal rary ky	Pulverfraktion II | [aiieedy:?] | [shalkaiin:?] | [kairy:?] | [okaral:?] | heiß, Grad III | [opaichy:?] | [opal:?] | [rary:?] | heiß am Anfang des Grades	Pulverfraktion II | [aiieedy:?] | [shalkaiin:?] | [kairy:?] | [okaral:?] | heiß, Grad III | [opaichy:?] | Ansatz aus Pulverrohstoff, Form I | [rary:?] | heiß am Anfang des Grades	Pulverfraktion II; [aiieedy:?]; [shalkaiin:?]; [kairy:?]; [okaral:?]; heiß, Grad III; [opaichy:?]; Ansatz aus Pulverrohstoff, Form I; [rary:?]; heiß am Anfang des Grades	False
f107r	f107r.41	ockhey	qokaiin ar ockhey qokal otal otam	heiß, Grad III | [ar:?] | [ockhey:?] | heiße Substanz | Ansatz aus kaltem Rohstoff, Form I | [otam:?]	heiß, Grad III | [ar:?] | Ansatz eines Arzneikompositums in der Gradmitte | heiße Substanz | Ansatz aus kaltem Rohstoff, Form I | [otam:?]	heiß, Grad III; [ar:?]; Ansatz eines Arzneikompositums in der Gradmitte; heiße Substanz; Ansatz aus kaltem Rohstoff, Form I; [otam:?]	False
