candidate_id	candidate_order	surface	source_locus	strict_source	family	acceptance_tier	working_meaning_de	composition	rival_de	occurrences	pages	reader_exact_occurrences	split_normalized_occurrences	decision	decision_basis	strongest_counterargument
G652-C11	11	chockhedy	NONE	0	QUALIFIED_O_PREP_CKH_GRID	PROVISIONAL_LOW_N_COMPONENT_GRID	Arzneikompositum im Trockenansatz in der Gradmitte, abgeschlossen	ch+O_PREP+CKH_LEARNED+e+d+y	trocken zubereitetes Arzneikompositum in der Gradmitte, abgeschlossen	1	1	1	1	ACCEPT_V29_EXACT_WHOLE	observed exact-anchored cell in the populated CH/SH by E_ATTR by O_PREP plus CKH lattice, with three independent reader-split bridges	the outer quality and preparation shells are inherited from sister grids rather than decoded afresh in every CKH token
G652-C12	12	cheockhy	f107v.7	1	QUALIFIED_O_PREP_CKH_GRID	STRONG_COMPONENT_GRID	trocken angesetztes Arzneikompositum am Gradanfang	ch+E_ATTR+O_PREP+CKH_LEARNED+y	trocken gebundene CKH-Zubereitung am Gradanfang	8	7	7	7	ACCEPT_V29_EXACT_WHOLE	observed exact-anchored cell in the populated CH/SH by E_ATTR by O_PREP plus CKH lattice, with three independent reader-split bridges	the outer quality and preparation shells are inherited from sister grids rather than decoded afresh in every CKH token
G652-C13	13	cheockhey	NONE	0	QUALIFIED_O_PREP_CKH_GRID	PROVISIONAL_LOW_N_COMPONENT_GRID	trocken angesetztes Arzneikompositum in der Gradmitte	ch+E_ATTR+O_PREP+CKH_LEARNED+e+y	trocken gebundene CKH-Zubereitung in der Gradmitte	1	1	1	1	ACCEPT_V29_EXACT_WHOLE	observed exact-anchored cell in the populated CH/SH by E_ATTR by O_PREP plus CKH lattice, with three independent reader-split bridges	the outer quality and preparation shells are inherited from sister grids rather than decoded afresh in every CKH token
G652-C14	14	shockhy	NONE	0	QUALIFIED_O_PREP_CKH_GRID	STRONG_COMPONENT_GRID	Arzneikompositum im Feuchtansatz am Gradanfang	sh+O_PREP+CKH_LEARNED+y	feucht zubereitetes Arzneikompositum am Gradanfang	4	4	4	4	ACCEPT_V29_EXACT_WHOLE	observed exact-anchored cell in the populated CH/SH by E_ATTR by O_PREP plus CKH lattice, with three independent reader-split bridges	the outer quality and preparation shells are inherited from sister grids rather than decoded afresh in every CKH token
G652-C15	15	shockhey	NONE	0	QUALIFIED_O_PREP_CKH_GRID	STRONG_COMPONENT_GRID	Arzneikompositum im Feuchtansatz in der Gradmitte	sh+O_PREP+CKH_LEARNED+e+y	feucht zubereitetes Arzneikompositum in der Gradmitte	3	3	3	3	ACCEPT_V29_EXACT_WHOLE	observed exact-anchored cell in the populated CH/SH by E_ATTR by O_PREP plus CKH lattice, with three independent reader-split bridges	the outer quality and preparation shells are inherited from sister grids rather than decoded afresh in every CKH token
G652-C16	16	sheockhy	NONE	0	QUALIFIED_O_PREP_CKH_GRID	PROVISIONAL_LOW_N_COMPONENT_GRID	feucht angesetztes Arzneikompositum am Gradanfang	sh+E_ATTR+O_PREP+CKH_LEARNED+y	feucht gebundene CKH-Zubereitung am Gradanfang	2	2	2	2	ACCEPT_V29_EXACT_WHOLE	observed exact-anchored cell in the populated CH/SH by E_ATTR by O_PREP plus CKH lattice, with three independent reader-split bridges	the outer quality and preparation shells are inherited from sister grids rather than decoded afresh in every CKH token
G652-C17	17	sheockhey	NONE	0	QUALIFIED_O_PREP_CKH_GRID	PROVISIONAL_LOW_N_COMPONENT_GRID	feucht angesetztes Arzneikompositum in der Gradmitte	sh+E_ATTR+O_PREP+CKH_LEARNED+e+y	feucht gebundene CKH-Zubereitung in der Gradmitte	2	2	1	2	ACCEPT_V29_EXACT_WHOLE	observed exact-anchored cell in the populated CH/SH by E_ATTR by O_PREP plus CKH lattice, with three independent reader-split bridges	the outer quality and preparation shells are inherited from sister grids rather than decoded afresh in every CKH token
G652-C18	18	chokey	f42v.15	1	QUALIFIED_O_PREP_K_GRID	STRONG_COMPONENT_GRID	heiß-trockener Ansatz in der Gradmitte	ch+O_PREP+K_HEISS+e+y	Trockenansatz mit heißer Mittelqualität	4	4	4	4	ACCEPT_V29_EXACT_WHOLE	observed exact-anchored cell in the eighty-eight-token qualified O_PREP plus K_HEISS grid, anchored by the complete six-cell OK ladder	the whole is not directly split at every surface and the outer quality shell remains a learned compositional value
G652-C19	19	chokeey	NONE	0	QUALIFIED_O_PREP_K_GRID	STRONG_COMPONENT_GRID	heiß-trockener Ansatz am Gradende	ch+O_PREP+K_HEISS+ee+y	Trockenansatz mit heißer Endqualität	10	9	9	9	ACCEPT_V29_EXACT_WHOLE	observed exact-anchored cell in the eighty-eight-token qualified O_PREP plus K_HEISS grid, anchored by the complete six-cell OK ladder	the whole is not directly split at every surface and the outer quality shell remains a learned compositional value
G652-C20	20	chokedy	NONE	0	QUALIFIED_O_PREP_K_GRID	STRONG_COMPONENT_GRID	heiß-trockener Ansatz in der Gradmitte, abgeschlossen	ch+O_PREP+K_HEISS+e+d+y	Trockenansatz mit heißer Mittelqualität, abgeschlossen	4	3	2	2	ACCEPT_V29_EXACT_WHOLE	observed exact-anchored cell in the eighty-eight-token qualified O_PREP plus K_HEISS grid, anchored by the complete six-cell OK ladder	the whole is not directly split at every surface and the outer quality shell remains a learned compositional value
G652-C21	21	chokeedy	NONE	0	QUALIFIED_O_PREP_K_GRID	PROVISIONAL_LOW_N_COMPONENT_GRID	heiß-trockener Ansatz am Gradende, abgeschlossen	ch+O_PREP+K_HEISS+ee+d+y	Trockenansatz mit heißer Endqualität, abgeschlossen	2	2	2	2	ACCEPT_V29_EXACT_WHOLE	observed exact-anchored cell in the eighty-eight-token qualified O_PREP plus K_HEISS grid, anchored by the complete six-cell OK ladder	the whole is not directly split at every surface and the outer quality shell remains a learned compositional value
G652-C22	22	cheoky	NONE	0	QUALIFIED_O_PREP_K_GRID	STRONG_COMPONENT_GRID	trocken angesetzte heiße Zubereitung am Gradanfang	ch+E_ATTR+O_PREP+K_HEISS+y	trocken gebundener heißer Ansatz am Gradanfang	6	6	6	6	ACCEPT_V29_EXACT_WHOLE	observed exact-anchored cell in the eighty-eight-token qualified O_PREP plus K_HEISS grid, anchored by the complete six-cell OK ladder	the whole is not directly split at every surface and the outer quality shell remains a learned compositional value
G652-C23	23	cheokey	NONE	0	QUALIFIED_O_PREP_K_GRID	PROVISIONAL_LOW_N_COMPONENT_GRID	trocken angesetzte heiße Zubereitung in der Gradmitte	ch+E_ATTR+O_PREP+K_HEISS+e+y	trocken gebundener heißer Ansatz in der Gradmitte	2	2	2	2	ACCEPT_V29_EXACT_WHOLE	observed exact-anchored cell in the eighty-eight-token qualified O_PREP plus K_HEISS grid, anchored by the complete six-cell OK ladder	the whole is not directly split at every surface and the outer quality shell remains a learned compositional value
G652-C24	24	cheokeey	f27r.12	1	QUALIFIED_O_PREP_K_GRID	STRONG_COMPONENT_GRID	trocken angesetzte heiße Zubereitung am Gradende	ch+E_ATTR+O_PREP+K_HEISS+ee+y	trocken gebundener heißer Ansatz am Gradende	4	4	4	4	ACCEPT_V29_EXACT_WHOLE	observed exact-anchored cell in the eighty-eight-token qualified O_PREP plus K_HEISS grid, anchored by the complete six-cell OK ladder	the whole is not directly split at every surface and the outer quality shell remains a learned compositional value
G652-C25	25	cheokedy	NONE	0	QUALIFIED_O_PREP_K_GRID	PROVISIONAL_LOW_N_COMPONENT_GRID	trocken angesetzte heiße Zubereitung in der Gradmitte, abgeschlossen	ch+E_ATTR+O_PREP+K_HEISS+e+d+y	trocken gebundener heißer Ansatz in der Gradmitte, abgeschlossen	2	2	1	1	ACCEPT_V29_EXACT_WHOLE	observed exact-anchored cell in the eighty-eight-token qualified O_PREP plus K_HEISS grid, anchored by the complete six-cell OK ladder	the whole is not directly split at every surface and the outer quality shell remains a learned compositional value
G652-C26	26	shoky	NONE	0	QUALIFIED_O_PREP_K_GRID	STRONG_COMPONENT_GRID	heiß-feuchter Ansatz am Gradanfang	sh+O_PREP+K_HEISS+y	Feuchtansatz mit heißer Anfangsqualität	6	6	6	6	ACCEPT_V29_EXACT_WHOLE	observed exact-anchored cell in the eighty-eight-token qualified O_PREP plus K_HEISS grid, anchored by the complete six-cell OK ladder	the whole is not directly split at every surface and the outer quality shell remains a learned compositional value
G652-C27	27	shokey	NONE	0	QUALIFIED_O_PREP_K_GRID	STRONG_COMPONENT_GRID	heiß-feuchter Ansatz in der Gradmitte	sh+O_PREP+K_HEISS+e+y	Feuchtansatz mit heißer Mittelqualität	3	3	2	2	ACCEPT_V29_EXACT_WHOLE	observed exact-anchored cell in the eighty-eight-token qualified O_PREP plus K_HEISS grid, anchored by the complete six-cell OK ladder	the whole is not directly split at every surface and the outer quality shell remains a learned compositional value
G652-C28	28	shokeey	NONE	0	QUALIFIED_O_PREP_K_GRID	PROVISIONAL_LOW_N_COMPONENT_GRID	heiß-feuchter Ansatz am Gradende	sh+O_PREP+K_HEISS+ee+y	Feuchtansatz mit heißer Endqualität	2	2	1	2	ACCEPT_V29_EXACT_WHOLE	observed exact-anchored cell in the eighty-eight-token qualified O_PREP plus K_HEISS grid, anchored by the complete six-cell OK ladder	the whole is not directly split at every surface and the outer quality shell remains a learned compositional value
G652-C29	29	sheoky	NONE	0	QUALIFIED_O_PREP_K_GRID	STRONG_COMPONENT_GRID	feucht angesetzte heiße Zubereitung am Gradanfang	sh+E_ATTR+O_PREP+K_HEISS+y	feucht gebundener heißer Ansatz am Gradanfang	7	7	5	5	ACCEPT_V29_EXACT_WHOLE	observed exact-anchored cell in the eighty-eight-token qualified O_PREP plus K_HEISS grid, anchored by the complete six-cell OK ladder	the whole is not directly split at every surface and the outer quality shell remains a learned compositional value
G652-C30	30	sheokey	NONE	0	QUALIFIED_O_PREP_K_GRID	PROVISIONAL_LOW_N_COMPONENT_GRID	feucht angesetzte heiße Zubereitung in der Gradmitte	sh+E_ATTR+O_PREP+K_HEISS+e+y	feucht gebundener heißer Ansatz in der Gradmitte	2	2	2	2	ACCEPT_V29_EXACT_WHOLE	observed exact-anchored cell in the eighty-eight-token qualified O_PREP plus K_HEISS grid, anchored by the complete six-cell OK ladder	the whole is not directly split at every surface and the outer quality shell remains a learned compositional value
G652-C31	31	sheokeedy	NONE	0	QUALIFIED_O_PREP_K_GRID	PROVISIONAL_LOW_N_COMPONENT_GRID	feucht angesetzte heiße Zubereitung am Gradende, abgeschlossen	sh+E_ATTR+O_PREP+K_HEISS+ee+d+y	feucht gebundener heißer Ansatz am Gradende, abgeschlossen	1	1	1	1	ACCEPT_V29_EXACT_WHOLE	observed exact-anchored cell in the eighty-eight-token qualified O_PREP plus K_HEISS grid, anchored by the complete six-cell OK ladder	the whole is not directly split at every surface and the outer quality shell remains a learned compositional value
G652-C32	32	opal	f75v.50	1	O_PREP_MATERIA_AL_GRID	STRONG_MATERIA_COMPOUND	Ansatz aus Pulverrohstoff, Form I	O_PREP+[PAL_LEARNED]	Pulverzubereitung in der AL-Form	6	5	6	6	ACCEPT_V29_EXACT_WHOLE	observed exact-anchored member of the complete O plus P/S/R/L plus AL set beside already concrete PAL/SAL/RAL/LAL materia heads	AL may encode an item or measure form rather than raw state, and ORAL/OLAL admit rival internal segmentations
G652-C33	33	osal	NONE	0	O_PREP_MATERIA_AL_GRID	STRONG_MATERIA_COMPOUND	Ansatz aus Saatrohstoff, Form I	O_PREP+[SAL_LEARNED]	Saatzubereitung in der AL-Form	3	3	2	2	ACCEPT_V29_EXACT_WHOLE	observed exact-anchored member of the complete O plus P/S/R/L plus AL set beside already concrete PAL/SAL/RAL/LAL materia heads	AL may encode an item or measure form rather than raw state, and ORAL/OLAL admit rival internal segmentations
G652-C34	34	oral	NONE	0	O_PREP_MATERIA_AL_GRID	EXPLORATORY_RIVAL_SEGMENTATION	Ansatz aus Wurzelrohstoff, Form I	O_PREP+[RAL_LEARNED]	OR-Anteil in der AL-Form	10	10	6	7	ACCEPT_V29_EXACT_WHOLE	observed exact-anchored member of the complete O plus P/S/R/L plus AL set beside already concrete PAL/SAL/RAL/LAL materia heads	AL may encode an item or measure form rather than raw state, and ORAL/OLAL admit rival internal segmentations
G652-C35	35	olal	NONE	0	O_PREP_MATERIA_AL_GRID	EXPLORATORY_RIVAL_SEGMENTATION	Ansatz aus Holzrohstoff, Form I	O_PREP+[LAL_LEARNED]	OL-Anteil in der AL-Form	5	5	5	5	ACCEPT_V29_EXACT_WHOLE	observed exact-anchored member of the complete O plus P/S/R/L plus AL set beside already concrete PAL/SAL/RAL/LAL materia heads	AL may encode an item or measure form rather than raw state, and ORAL/OLAL admit rival internal segmentations
