event_id	page	record	statement_id	desk	surface	card_no	semantic_component_parse	command_id	standard_command_de	local_surface_palette	silent_owner_de	case_expansion_de	old_standard_command_de	revised_components	backread_revision
E011	f10r	H1	H1-S002	P_PFLANZEN_ZUBEREITUNG	qokchy	PROC011	OK+Y	CMD095	ANSETZEN · DIES	YES	abgebildete breit gezähnte radialblütige Pflanze	den laufenden Posten einsetzen	ANSETZEN · DIES	NONE	NO
E012	f10r	H1	H1-S002	P_PFLANZEN_ZUBEREITUNG	qotchol	PROC012	OT+CH+OL	CMD112	DANACH · ABNEHMEN · FORTSETZEN	NO	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter bis bereit abnehmen	DANACH · ABZIEHEN · FORTSETZEN	CH	YES
E013	f10r	H1	H1-S002	P_PFLANZEN_ZUBEREITUNG	chol	PROC013	OL	CMD097	FORTSETZEN	YES	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter bis bereit abnehmen	FORTSETZEN	NONE	NO
E014	f10r	H1	H1-S002	P_PFLANZEN_ZUBEREITUNG	cthy	PROC014	CTH+Y	CMD030	BEREIT · DIES	NO	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter bis bereit abnehmen	BEREIT · DIES	NONE	NO
E015	f10r	H2	H2-S001	P_PFLANZEN_ZUBEREITUNG	ycheor	PROC015	Y+CH+E+OR	CMD159	DIES · ABNEHMEN · KURZ · ANSATZ	NO	abgebildete breit gezähnte radialblütige Pflanze	den laufenden Posten kurz abziehen	DIES · ABZIEHEN · KURZ · ANSATZ	CH	YES
E016	f10r	H2	H2-S001	P_PFLANZEN_ZUBEREITUNG	cthy	PROC014	CTH+Y	CMD030	BEREIT · DIES	NO	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß im Arbeitsgang bis bereit abziehen	BEREIT · DIES	NONE	NO
E017	f10r	H2	H2-S001	P_PFLANZEN_ZUBEREITUNG	chor	PROC016	OR	CMD106	ANSATZ	NO	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß im Arbeitsgang bis bereit abziehen	ANSATZ	NONE	NO
E018	f10r	H2	H2-S001	P_PFLANZEN_ZUBEREITUNG	cthaiin	PROC017	CTH+AIIN	CMD027	BEREIT · MASS	NO	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß im Arbeitsgang bis bereit abziehen	BEREIT · MASS	NONE	NO
E019	f10r	H2	H2-S001	P_PFLANZEN_ZUBEREITUNG	qoctholy	PROC018	O+CTH+OL+Y	CMD073	ARBEITSGANG · BEREIT · FORTSETZEN · DIES	NO	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß im Arbeitsgang bis bereit abziehen	GANG · BEREIT · FORTSETZEN · DIES	O	YES
E020	f10r	H2	H2-S001	P_PFLANZEN_ZUBEREITUNG	dy	PROC019	Y	CMD158	DIES	NO	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß im Arbeitsgang bis bereit abziehen	DIES	NONE	NO
E021	f10r	H2	H2-S001	P_PFLANZEN_ZUBEREITUNG	chy	PROC019	Y	CMD158	DIES	NO	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß im Arbeitsgang bis bereit abziehen	DIES	NONE	NO
E022	f10r	H2	H2-S001	P_PFLANZEN_ZUBEREITUNG	taiin	PROC009	AIIN	CMD001	MASS	NO	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß im Arbeitsgang bis bereit abziehen	MASS	NONE	NO
E023	f10r	H2	H2-S001	P_PFLANZEN_ZUBEREITUNG	shy	PROC019	Y	CMD158	DIES	NO	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß im Arbeitsgang bis bereit abziehen	DIES	NONE	NO
E024	f10r	H2	H2-S002	P_PFLANZEN_ZUBEREITUNG	qotchor	PROC020	OT+CH+OR	CMD113	DANACH · ABNEHMEN · ANSATZ	NO	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß im Arbeitsgang bis bereit abziehen	DANACH · ABZIEHEN · ANSATZ	CH	YES
E025	f10r	H2	H2-S002	P_PFLANZEN_ZUBEREITUNG	chor	PROC016	OR	CMD106	ANSATZ	NO	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter von dort nach vorgeschriebenem Maß im Arbeitsgang zugeben	ANSATZ	NONE	NO
E026	f10r	H2	H2-S002	P_PFLANZEN_ZUBEREITUNG	otol	PROC021	OT+OL	CMD120	DANACH · FORTSETZEN	NO	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter von dort nach vorgeschriebenem Maß im Arbeitsgang zugeben	DANACH · FORTSETZEN	NONE	NO
E027	f10r	H2	H2-S002	P_PFLANZEN_ZUBEREITUNG	chol	PROC013	OL	CMD097	FORTSETZEN	YES	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter von dort nach vorgeschriebenem Maß im Arbeitsgang zugeben	FORTSETZEN	NONE	NO
E028	f10r	H2	H2-S002	P_PFLANZEN_ZUBEREITUNG	cholor	PROC022	OL+OR	CMD102	FORTSETZEN · ANSATZ	NO	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter von dort nach vorgeschriebenem Maß im Arbeitsgang zugeben	FORTSETZEN · ANSATZ	NONE	NO
E029	f10r	H2	H2-S002	P_PFLANZEN_ZUBEREITUNG	chol	PROC013	OL	CMD097	FORTSETZEN	YES	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter von dort nach vorgeschriebenem Maß im Arbeitsgang zugeben	FORTSETZEN	NONE	NO
E030	f10r	H2	H2-S002	P_PFLANZEN_ZUBEREITUNG	daiin	PROC009	AIIN	CMD001	MASS	NO	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter von dort nach vorgeschriebenem Maß im Arbeitsgang zugeben	MASS	NONE	NO
E031	f10r	H2	H2-S002	P_PFLANZEN_ZUBEREITUNG	dar	PROC003	AR	CMD008	QUELLE	NO	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter von dort nach vorgeschriebenem Maß im Arbeitsgang zugeben	QUELLE	NONE	NO
E032	f10r	H2	H2-S003	P_PFLANZEN_ZUBEREITUNG	oykchor	PROC023	O+Y+K+OR	CMD076	ARBEITSGANG · DIES · ZUDOSIEREN · ANSATZ	NO	abgebildete breit gezähnte radialblütige Pflanze	danach den laufenden Posten weiter von dort nach vorgeschriebenem Maß im Arbeitsgang zugeben	GANG · DIES · ZUFUEHREN · ANSATZ	K|O	YES
E033	f10r	H2	H2-S003	P_PFLANZEN_ZUBEREITUNG	shor	PROC016	OR	CMD106	ANSATZ	NO	abgebildete breit gezähnte radialblütige Pflanze	den laufenden Posten bis zur Sollstufe zugeben	ANSATZ	NONE	NO
E034	f10r	H2	H2-S003	P_PFLANZEN_ZUBEREITUNG	chor	PROC016	OR	CMD106	ANSATZ	NO	abgebildete breit gezähnte radialblütige Pflanze	den laufenden Posten bis zur Sollstufe zugeben	ANSATZ	NONE	NO
E035	f10r	H2	H2-S003	P_PFLANZEN_ZUBEREITUNG	chy	PROC019	Y	CMD158	DIES	NO	abgebildete breit gezähnte radialblütige Pflanze	den laufenden Posten bis zur Sollstufe zugeben	DIES	NONE	NO
E036	f10r	H2	H2-S003	P_PFLANZEN_ZUBEREITUNG	kaiiin	PROC024	K+IIN	CMD048	ZUDOSIEREN · STUFE	NO	abgebildete breit gezähnte radialblütige Pflanze	den laufenden Posten bis zur Sollstufe zugeben	ZUFUEHREN · STUFE	K	YES
E037	f10r	H2	H2-S003	P_PFLANZEN_ZUBEREITUNG	dy	PROC019	Y	CMD158	DIES	NO	abgebildete breit gezähnte radialblütige Pflanze	den laufenden Posten nach vorgeschriebenem Maß im Arbeitsgang abziehen	DIES	NONE	NO
E038	f10r	H2	H2-S003	P_PFLANZEN_ZUBEREITUNG	chodaiin	PROC025	CH+O+AIIN	CMD017	ABNEHMEN · ARBEITSGANG · MASS	NO	abgebildete breit gezähnte radialblütige Pflanze	den laufenden Posten nach vorgeschriebenem Maß im Arbeitsgang abziehen	ABZIEHEN · GANG · MASS	CH|O	YES
E039	f11r	H3	H3-S001	P_PFLANZEN_ZUBEREITUNG	tshol	PROC026	T+SH+OL	CMD155	EINTRAGEN · HALTEN · FORTSETZEN	NO	abgebildete dicht blau blühende Kronenpflanze	den laufenden Posten weiter eintragen und halten	EINTRAGEN · HALTEN · FORTSETZEN	NONE	NO
E040	f11r	H3	H3-S001	P_PFLANZEN_ZUBEREITUNG	schoal	PROC027	SH+O+AL	CMD143	HALTEN · ARBEITSGANG · ZIEL	NO	abgebildete dicht blau blühende Kronenpflanze	den laufenden Posten an der bezeichneten Stelle im Arbeitsgang an Ort halten	HALTEN · GANG · ZIEL	O	YES
E041	f11r	H3	H3-S001	P_PFLANZEN_ZUBEREITUNG	cfhy	PROC028	CFH+Y	CMD010	AUSWRINGEN · DIES	NO	abgebildete dicht blau blühende Kronenpflanze	den laufenden Posten auswringen	AUSWRINGEN · DIES	NONE	NO
E042	f11r	H3	H3-S001	P_PFLANZEN_ZUBEREITUNG	shfydaiin	PROC029	SH+Y+AIIN	CMD145	HALTEN · DIES · MASS	NO	abgebildete dicht blau blühende Kronenpflanze	den laufenden Posten nach vorgeschriebenem Maß halten	HALTEN · DIES · MASS	NONE	NO
E043	f11r	H3	H3-S001	P_PFLANZEN_ZUBEREITUNG	cphy	PROC030	P+Y	CMD125	EINFUELLEN · DIES	NO	abgebildete dicht blau blühende Kronenpflanze	den laufenden Posten hineingeben	HINEIN · DIES	P	YES
E044	f11r	H3	H3-S001	P_PFLANZEN_ZUBEREITUNG	shey	PROC031	SH+EE+Y	CMD141	HALTEN · LANG · DIES	YES	abgebildete dicht blau blühende Kronenpflanze	den laufenden Posten länger halten	HALTEN · LANG · DIES	NONE	NO
E045	f11r	H3	H3-S001	P_PFLANZEN_ZUBEREITUNG	tchody	PROC032	T+CH+O+DY	CMD153	EINTRAGEN · ABNEHMEN · ARBEITSGANG; SCHLUSS	NO	abgebildete dicht blau blühende Kronenpflanze	den laufenden Posten im Arbeitsgang abschließend eintragen und abziehen und den Schritt schließen	EINTRAGEN · ABZIEHEN · GANG; SCHLUSS	CH|O	YES
E046	f11r	H3	H3-S002	P_PFLANZEN_ZUBEREITUNG	shoyty	PROC033	SH+O+Y+T+Y	CMD144	DIES HALTEN · IM ARBEITSGANG EINTRAGEN · DIES	NO	abgebildete dicht blau blühende Kronenpflanze	den laufenden Posten im Arbeitsgang halten und eintragen	DIES HALTEN · IM GANG EINTRAGEN · DIES	O	YES
E047	f11r	H3	H3-S003	P_PFLANZEN_ZUBEREITUNG	dchol	PROC034	RESUME_CARD	CMD162	WIEDERAUFNEHMEN	NO	abgebildete dicht blau blühende Kronenpflanze	den laufenden Posten weiter zugeben	WIEDERAUFNEHMEN	NONE	NO
E048	f11r	H3	H3-S003	P_PFLANZEN_ZUBEREITUNG	chy	PROC019	Y	CMD158	DIES	NO	abgebildete dicht blau blühende Kronenpflanze	den laufenden Posten weiter zugeben	DIES	NONE	NO
E049	f11r	H3	H3-S003	P_PFLANZEN_ZUBEREITUNG	kchy	PROC035	K+Y	CMD050	ZUDOSIEREN · DIES	NO	abgebildete dicht blau blühende Kronenpflanze	den laufenden Posten weiter zugeben	ZUFUEHREN · DIES	K	YES
E050	f11r	H3	H3-S003	P_PFLANZEN_ZUBEREITUNG	dy	PROC019	Y	CMD158	DIES	NO	abgebildete dicht blau blühende Kronenpflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß bis bereit einsetzen	DIES	NONE	NO
E051	f11r	H3	H3-S003	P_PFLANZEN_ZUBEREITUNG	daiin	PROC009	AIIN	CMD001	MASS	NO	abgebildete dicht blau blühende Kronenpflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß bis bereit einsetzen	MASS	NONE	NO
E052	f11r	H3	H3-S004	P_PFLANZEN_ZUBEREITUNG	qotchy	PROC036	OT+Y	CMD121	DANACH · DIES	YES	abgebildete dicht blau blühende Kronenpflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß bis bereit einsetzen	DANACH · DIES	NONE	NO
E053	f11r	H3	H3-S004	P_PFLANZEN_ZUBEREITUNG	okchol	PROC037	OK+OL	CMD093	ANSETZEN · FORTSETZEN	YES	abgebildete dicht blau blühende Kronenpflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß bis bereit einsetzen	ANSETZEN · FORTSETZEN	NONE	NO
E054	f11r	H3	H3-S004	P_PFLANZEN_ZUBEREITUNG	cthy	PROC014	CTH+Y	CMD030	BEREIT · DIES	NO	abgebildete dicht blau blühende Kronenpflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß bis bereit einsetzen	BEREIT · DIES	NONE	NO
E055	f11r	H3	H3-S004	P_PFLANZEN_ZUBEREITUNG	dy	PROC019	Y	CMD158	DIES	NO	abgebildete dicht blau blühende Kronenpflanze	danach den laufenden Posten weiter nach vorgeschriebenem Maß bis bereit einsetzen	DIES	NONE	NO
E056	f55v	H4	H4-S001	P_PFLANZEN_ZUBEREITUNG	qokaiin	PROC038	OK+AIIN	CMD077	ANSETZEN · MASS	NO	abgebildete breitblättrige rispige Pflanze	den laufenden Posten nach vorgeschriebenem Maß einsetzen	ANSETZEN · MASS	NONE	NO
E057	f55v	H4	H4-S001	P_PFLANZEN_ZUBEREITUNG	chaiin	PROC009	AIIN	CMD001	MASS	NO	abgebildete breitblättrige rispige Pflanze	den laufenden Posten nach vorgeschriebenem Maß als Portion dosiert zugeben	MASS	NONE	NO
E058	f55v	H4	H4-S001	P_PFLANZEN_ZUBEREITUNG	ykain	PROC039	Y+K+AIN	CMD161	DIES · ZUDOSIEREN · PORTION	NO	abgebildete breitblättrige rispige Pflanze	den laufenden Posten nach vorgeschriebenem Maß als Portion dosiert zugeben	DIES · ZUFUEHREN · PORTION	K	YES
E059	f55v	H4	H4-S001	P_PFLANZEN_ZUBEREITUNG	ykan	PROC040	Y+K+AN	CMD163	DIES · ZUDOSIEREN · NACHPORTION	NO	abgebildete breitblättrige rispige Pflanze	den laufenden Posten als Portion im Arbeitsgang zugeben und den Schritt schließen	DIES · ZUFUEHREN · NACHPORTION	K	YES
E060	f55v	H4	H4-S001	P_PFLANZEN_ZUBEREITUNG	ody	PROC041	O+DY	CMD074	ARBEITSGANG; SCHLUSS	NO	abgebildete breitblättrige rispige Pflanze	den laufenden Posten als Portion im Arbeitsgang zugeben und den Schritt schließen	GANG; SCHLUSS	O	YES
E061	f55v	H4	H4-S002	P_PFLANZEN_ZUBEREITUNG	daiin	PROC009	AIIN	CMD001	MASS	NO	abgebildete breitblättrige rispige Pflanze	den laufenden Posten nach vorgeschriebenem Maß abmessen und umsetzen	MASS	NONE	NO
E062	f55v	H4	H4-S002	P_PFLANZEN_ZUBEREITUNG	chedy	PROC042	CHD+Y	CMD022	UMSETZEN · DIES	YES	abgebildete breitblättrige rispige Pflanze	den laufenden Posten nach vorgeschriebenem Maß abmessen und umsetzen	UMSETZEN · DIES	NONE	NO
E063	f55v	H4	H4-S002	P_PFLANZEN_ZUBEREITUNG	talam	PROC043	TALAM	CMD157	VERWAHREN	NO	abgebildete breitblättrige rispige Pflanze	den laufenden Posten verwahren	VERWAHREN	NONE	NO
E064	f55v	H4	H4-S003	P_PFLANZEN_ZUBEREITUNG	ykaiin	PROC044	Y+K+AIIN	CMD160	DIES · ZUDOSIEREN · MASS	NO	abgebildete breitblättrige rispige Pflanze	den laufenden Posten nach vorgeschriebenem Maß dosiert zugeben	DIES · ZUFUEHREN · MASS	K	YES
E065	f55v	H4	H4-S003	P_PFLANZEN_ZUBEREITUNG	cheoar	PROC045	CH+E+O+AR	CMD013	ABNEHMEN · KURZ · ARBEITSGANG · QUELLE	NO	abgebildete breitblättrige rispige Pflanze	den laufenden Posten von dort im Arbeitsgang kurz entnehmen	ABZIEHEN · KURZ · GANG · QUELLE	CH|O	YES
E066	f55v	H4	H4-S003	P_PFLANZEN_ZUBEREITUNG	cheeky	PROC046	CHK+EE+Y	CMD025	WAERMEN · LANG · DIES	YES	abgebildete breitblättrige rispige Pflanze	den laufenden Posten weiter länger temperieren und den Schritt schließen	WAERMEN · LANG · DIES	NONE	NO
E067	f55v	H4	H4-S003	P_PFLANZEN_ZUBEREITUNG	oldy	PROC047	OL+DY	CMD100	FORTSETZEN; SCHLUSS	NO	abgebildete breitblättrige rispige Pflanze	den laufenden Posten weiter länger temperieren und den Schritt schließen	FORTSETZEN; SCHLUSS	NONE	NO
E068	f55v	H4	H4-S004	P_PFLANZEN_ZUBEREITUNG	aiin	PROC009	AIIN	CMD001	MASS	NO	abgebildete breitblättrige rispige Pflanze	den laufenden Posten nach vorgeschriebenem Maß an der bezeichneten Stelle anlegen	MASS	NONE	NO
E069	f55v	H4	H4-S004	P_PFLANZEN_ZUBEREITUNG	okal	PROC048	OK+AL	CMD080	ANSETZEN · ZIEL	NO	abgebildete breitblättrige rispige Pflanze	den laufenden Posten nach vorgeschriebenem Maß an der bezeichneten Stelle anlegen	ANSETZEN · ZIEL	NONE	NO
E070	f55v	H4	H4-S004	P_PFLANZEN_ZUBEREITUNG	oltchy	PROC049	OL+T+Y	CMD104	FORTSETZEN · EINTRAGEN · DIES	NO	abgebildete breitblättrige rispige Pflanze	den laufenden Posten weiter als Portion eintragen	FORTSETZEN · EINTRAGEN · DIES	NONE	NO
E071	f55v	H4	H4-S004	P_PFLANZEN_ZUBEREITUNG	or	PROC016	OR	CMD106	ANSATZ	NO	abgebildete breitblättrige rispige Pflanze	den laufenden Posten weiter als Portion eintragen	ANSATZ	NONE	NO
E072	f55v	H4	H4-S004	P_PFLANZEN_ZUBEREITUNG	y	PROC019	Y	CMD158	DIES	NO	abgebildete breitblättrige rispige Pflanze	den laufenden Posten weiter als Portion eintragen	DIES	NONE	NO
E073	f55v	H4	H4-S004	P_PFLANZEN_ZUBEREITUNG	orain	PROC050	OR+AIN	CMD107	ANSATZ · PORTION	NO	abgebildete breitblättrige rispige Pflanze	den laufenden Posten weiter als Portion eintragen	ANSATZ · PORTION	NONE	NO
E074	f56r	H5	H5-S001	P_PFLANZEN_ZUBEREITUNG	chochor	PROC051	HO+CH+OR	CMD039	GABE · ABNEHMEN · ANSATZ	NO	abgebildete mehrköpfige stachelige Pflanze	den Ansatz abziehen	GABE · ABZIEHEN · ANSATZ	CH	YES
E075	f56r	H5	H5-S001	P_PFLANZEN_ZUBEREITUNG	cho	PROC052	HO	CMD037	GABE	NO	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten weiter nach vorgeschriebenem Maß an der bezeichneten Stelle zuführen	GABE	NONE	NO
E076	f56r	H5	H5-S001	P_PFLANZEN_ZUBEREITUNG	chodaly	PROC053	HO+AL+Y	CMD038	GABE · ZIEL · DIES	NO	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten weiter nach vorgeschriebenem Maß an der bezeichneten Stelle zuführen	GABE · ZIEL · DIES	NONE	NO
E077	f56r	H5	H5-S001	P_PFLANZEN_ZUBEREITUNG	daiin	PROC009	AIIN	CMD001	MASS	NO	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten weiter nach vorgeschriebenem Maß an der bezeichneten Stelle zuführen	MASS	NONE	NO
E078	f56r	H5	H5-S001	P_PFLANZEN_ZUBEREITUNG	sho	PROC052	HO	CMD037	GABE	NO	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten weiter nach vorgeschriebenem Maß an der bezeichneten Stelle zuführen	GABE	NONE	NO
E079	f56r	H5	H5-S001	P_PFLANZEN_ZUBEREITUNG	kchol	PROC054	K+OL	CMD049	ZUDOSIEREN · FORTSETZEN	NO	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten weiter nach vorgeschriebenem Maß an der bezeichneten Stelle zuführen	ZUFUEHREN · FORTSETZEN	K	YES
E080	f56r	H5	H5-S001	P_PFLANZEN_ZUBEREITUNG	otchor	PROC020	OT+CH+OR	CMD113	DANACH · ABNEHMEN · ANSATZ	NO	abgebildete mehrköpfige stachelige Pflanze	danach den Ansatz abziehen	DANACH · ABZIEHEN · ANSATZ	CH	YES
E081	f56r	H5	H5-S001	P_PFLANZEN_ZUBEREITUNG	choky	PROC008	OK+Y	CMD095	ANSETZEN · DIES	YES	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten einsetzen	ANSETZEN · DIES	NONE	NO
E082	f56r	H5	H5-S001	P_PFLANZEN_ZUBEREITUNG	dal	PROC055	AL	CMD004	ZIEL	NO	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten weiter an der bezeichneten Stelle anlegen	ZIEL	NONE	NO
E083	f56r	H5	H5-S002	P_PFLANZEN_ZUBEREITUNG	schol	PROC034	RESUME_CARD	CMD162	WIEDERAUFNEHMEN	NO	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten weiter an der bezeichneten Stelle anlegen	WIEDERAUFNEHMEN	NONE	NO
E084	f56r	H5	H5-S002	P_PFLANZEN_ZUBEREITUNG	choy	PROC056	HO+Y	CMD040	GABE · DIES	NO	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten weiter an der bezeichneten Stelle anlegen	GABE · DIES	NONE	NO
E085	f56r	H5	H5-S002	P_PFLANZEN_ZUBEREITUNG	choky	PROC008	OK+Y	CMD095	ANSETZEN · DIES	YES	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten weiter an der bezeichneten Stelle anlegen	ANSETZEN · DIES	NONE	NO
E086	f56r	H5	H5-S002	P_PFLANZEN_ZUBEREITUNG	cheeckhody	PROC057	CH+EE+CKH+O+DY	CMD016	ABNEHMEN · LANG · DURCHLASS · ARBEITSGANG; SCHLUSS	NO	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten durch den Durchlass im Arbeitsgang länger ablaufen lassen und den Schritt schließen	ABZIEHEN · LANG · DURCHLASS · GANG; SCHLUSS	CH|O	YES
E087	f56r	H5	H5-S003	P_PFLANZEN_ZUBEREITUNG	sh	PROC058	SH	CMD131	HALTEN	NO	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten halten	HALTEN	NONE	NO
E088	f56r	H5	H5-S003	P_PFLANZEN_ZUBEREITUNG	cho	PROC052	HO	CMD037	GABE	NO	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten kurz zugeben	GABE	NONE	NO
E089	f56r	H5	H5-S003	P_PFLANZEN_ZUBEREITUNG	kchey	PROC059	K+E+Y	CMD046	ZUDOSIEREN · KURZ · DIES	NO	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten kurz zugeben	ZUFUEHREN · KURZ · DIES	K	YES
E090	f56r	H5	H5-S003	P_PFLANZEN_ZUBEREITUNG	qokokchy	PROC060	OK+OK+Y	CMD092	ANSETZEN · ANSETZEN · DIES	NO	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten erneut einsetzen	ANSETZEN · ANSETZEN · DIES	NONE	NO
E091	f56r	H5	H5-S004	P_PFLANZEN_ZUBEREITUNG	okchy	PROC011	OK+Y	CMD095	ANSETZEN · DIES	YES	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten einsetzen	ANSETZEN · DIES	NONE	NO
E092	f56r	H5	H5-S004	P_PFLANZEN_ZUBEREITUNG	chokcheo	PROC061	OK+CH+E+O	CMD083	ANSETZEN · ABNEHMEN · KURZ · ARBEITSGANG	NO	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten im Arbeitsgang kurz ansetzen und abziehen	ANSETZEN · ABZIEHEN · KURZ · GANG	CH|O	YES
E093	f56r	H5	H5-S004	P_PFLANZEN_ZUBEREITUNG	kchal	PROC062	K+AL	CMD043	ZUDOSIEREN · ZIEL	NO	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten an der bezeichneten Stelle zuführen	ZUFUEHREN · ZIEL	K	YES
E094	f56r	H5	H5-S005	P_PFLANZEN_ZUBEREITUNG	sho	PROC052	HO	CMD037	GABE	NO	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten ansetzen	GABE	NONE	NO
E095	f56r	H5	H5-S005	P_PFLANZEN_ZUBEREITUNG	chokchy	PROC011	OK+Y	CMD095	ANSETZEN · DIES	YES	abgebildete mehrköpfige stachelige Pflanze	den laufenden Posten ansetzen	ANSETZEN · DIES	NONE	NO
