case_id	phase	statement_id	page	record	owner_or_station	event_count	surface_sequence	old_invariant_command_sequence_de	revised_invariant_command_sequence_de	original_readable_workshop_de	controlled_backread_de	revised_components	backread_revision
C1	OPERATE_OR_APPLY	B1-S009	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	1	qokedy	ANSETZEN · KURZ; SCHLUSS	ANSETZEN · KURZ; SCHLUSS	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: einwirken lassen.	Bei gemeinsame zweireihige Figuren-/Beckenstation: ANSETZEN · KURZ; SCHLUSS.	NONE	NO
C1	OPERATE_OR_APPLY	B1-S010	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	1	qokedy	ANSETZEN · KURZ; SCHLUSS	ANSETZEN · KURZ; SCHLUSS	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: einwirken lassen.	Bei gemeinsame zweireihige Figuren-/Beckenstation: ANSETZEN · KURZ; SCHLUSS.	NONE	NO
C1	OPERATE_OR_APPLY	B1-S011	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	2	chckhy qoky	DURCHLASS · DIES | ANSETZEN · DIES	DURCHLASS · DIES | ANSETZEN · DIES	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: einleiten. Angaben: Durchlass · dies.	Bei gemeinsame zweireihige Figuren-/Beckenstation: DURCHLASS · DIES | ANSETZEN · DIES.	NONE	NO
C1	OPERATE_OR_APPLY	B1-S012	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	3	lsho qokey lshedy	WASCHEN · GANG | ANSETZEN · KURZ · DIES | WASCHEN · KURZ; SCHLUSS	WASCHEN · ARBEITSGANG | ANSETZEN · KURZ · DIES | WASCHEN · KURZ; SCHLUSS	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: waschen → wirken lassen → durchwaschen.	Bei gemeinsame zweireihige Figuren-/Beckenstation: WASCHEN · ARBEITSGANG | ANSETZEN · KURZ · DIES | WASCHEN · KURZ; SCHLUSS.	O	YES
C1	OPERATE_OR_APPLY	B1-S013	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	1	lshedy	WASCHEN · KURZ; SCHLUSS	WASCHEN · KURZ; SCHLUSS	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: durchwaschen.	Bei gemeinsame zweireihige Figuren-/Beckenstation: WASCHEN · KURZ; SCHLUSS.	NONE	NO
C1	OPERATE_OR_APPLY	B1-S014	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	5	chedy qolky lchedal qol otar	UMSETZEN · DIES | AUFFANGEN · DIES | FUEHREN · UMSETZEN · ZIEL | FORTSETZEN | DANACH · QUELLE	UMSETZEN · DIES | AUFFANGEN · DIES | WEITERLEITEN · UMSETZEN · ZIEL | FORTSETZEN | DANACH · QUELLE	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: umschöpfen → auffangen → hinleiten + umfüllen. Angaben: fort | danach · davon.	Bei gemeinsame zweireihige Figuren-/Beckenstation: UMSETZEN · DIES | AUFFANGEN · DIES | WEITERLEITEN · UMSETZEN · ZIEL | FORTSETZEN | DANACH · QUELLE.	L	YES
C1	OPERATE_OR_APPLY	B1-S015	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	2	ytey okchedy	EINTRAGEN · KURZ · DIES | ANSETZEN · UMSETZEN; SCHLUSS	EINTRAGEN · KURZ · DIES | ANSETZEN · UMSETZEN; SCHLUSS	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: übertragen → einsetzen + überführen.	Bei gemeinsame zweireihige Figuren-/Beckenstation: EINTRAGEN · KURZ · DIES | ANSETZEN · UMSETZEN; SCHLUSS.	NONE	NO
C1	OPERATE_OR_APPLY	B1-S016	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	4	qokal okeey qol cheedy	ANSETZEN · ZIEL | ANSETZEN · LANG · DIES | FORTSETZEN | ABSETZEN; SCHLUSS	ANSETZEN · ZIEL | ANSETZEN · LANG · DIES | FORTSETZEN | ABSETZEN; SCHLUSS	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: anlegen → wirken lassen → absetzen lassen. Angaben: fort.	Bei gemeinsame zweireihige Figuren-/Beckenstation: ANSETZEN · ZIEL | ANSETZEN · LANG · DIES | FORTSETZEN | ABSETZEN; SCHLUSS.	NONE	NO
C1	OPERATE_OR_APPLY	B1-S017	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	3	sal teol dchdy	ZIEL | KURZ · FORTSETZEN | UMSETZEN; SCHLUSS	ZIEL | KURZ · FORTSETZEN | UMSETZEN; SCHLUSS	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: umfüllen. Angaben: Ziel | kurz · fort.	Bei gemeinsame zweireihige Figuren-/Beckenstation: ZIEL | KURZ · FORTSETZEN | UMSETZEN; SCHLUSS.	NONE	NO
C1	OPERATE_OR_APPLY	B1-S018	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	4	ly dsheol oiiin olkeedy	FUEHREN · DIES | HALTEN · KURZ · FORTSETZEN | GANG · STUFE | AUFFANGEN · LANG; SCHLUSS	WEITERLEITEN · DIES | HALTEN · KURZ · FORTSETZEN | ARBEITSGANG · STUFE | AUFFANGEN · LANG; SCHLUSS	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: führen → stehen lassen → auffangen und stehen lassen. Angaben: Gang · Sollstufe.	Bei gemeinsame zweireihige Figuren-/Beckenstation: WEITERLEITEN · DIES | HALTEN · KURZ · FORTSETZEN | ARBEITSGANG · STUFE | AUFFANGEN · LANG; SCHLUSS.	L|O	YES
C1	OPERATE_OR_APPLY	B1-S019	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	1	tedy	ABSETZEN; SCHLUSS	ABSETZEN; SCHLUSS	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: absetzen lassen.	Bei gemeinsame zweireihige Figuren-/Beckenstation: ABSETZEN; SCHLUSS.	NONE	NO
C1	OPERATE_OR_APPLY	B1-S020	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	2	cheky shckhedy	WAERMEN · KURZ · DIES | HALTEN · DURCHLASS · KURZ; SCHLUSS	WAERMEN · KURZ · DIES | HALTEN · DURCHLASS · KURZ; SCHLUSS	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: warm halten → zurückhalten.	Bei gemeinsame zweireihige Figuren-/Beckenstation: WAERMEN · KURZ · DIES | HALTEN · DURCHLASS · KURZ; SCHLUSS.	NONE	NO
C1	OPERATE_OR_APPLY	B1-S021	f81v	B1	gemeinsame zweireihige Figuren-/Beckenstation	1	chal	ZIEL	ZIEL	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: setze nur die Angaben. Angaben: Ziel.	Bei gemeinsame zweireihige Figuren-/Beckenstation: ZIEL.	NONE	NO
C2	PREPARE_PRODUCT	H2-S001	f10r	H2	abgebildete breit gezähnte radialblütige Pflanze	9	ycheor cthy chor cthaiin qoctholy dy chy taiin shy	DIES · ABZIEHEN · KURZ · ANSATZ | BEREIT · DIES | ANSATZ | BEREIT · MASS | GANG · BEREIT · FORTSETZEN · DIES | DIES | DIES | MASS | DIES	DIES · ABNEHMEN · KURZ · ANSATZ | BEREIT · DIES | ANSATZ | BEREIT · MASS | ARBEITSGANG · BEREIT · FORTSETZEN · DIES | DIES | DIES | MASS | DIES	Den zurueckbehaltenen Pflanzenrest oder zweiten Teil abziehen, an Ansatz und Mass binden und bis zur Bereitschaft weiterziehen.	Bei abgebildete breit gezähnte radialblütige Pflanze: DIES · ABNEHMEN · KURZ · ANSATZ | BEREIT · DIES | ANSATZ | BEREIT · MASS | ARBEITSGANG · BEREIT · FORTSETZEN · DIES | DIES | DIES | MASS | DIES.	CH|O	YES
C2	PREPARE_PRODUCT	H2-S002	f10r	H2	abgebildete breit gezähnte radialblütige Pflanze	8	qotchor chor otol chol cholor chol daiin dar	DANACH · ABZIEHEN · ANSATZ | ANSATZ | DANACH · FORTSETZEN | FORTSETZEN | FORTSETZEN · ANSATZ | FORTSETZEN | MASS | QUELLE	DANACH · ABNEHMEN · ANSATZ | ANSATZ | DANACH · FORTSETZEN | FORTSETZEN | FORTSETZEN · ANSATZ | FORTSETZEN | MASS | QUELLE	Vom fortgefuehrten Ansatz einen gemessenen Nachauszug abnehmen; den Rest im Gefaess weiterfuehren.	Bei abgebildete breit gezähnte radialblütige Pflanze: DANACH · ABNEHMEN · ANSATZ | ANSATZ | DANACH · FORTSETZEN | FORTSETZEN | FORTSETZEN · ANSATZ | FORTSETZEN | MASS | QUELLE.	CH	YES
C2	PREPARE_PRODUCT	H2-S003	f10r	H2	abgebildete breit gezähnte radialblütige Pflanze	7	oykchor shor chor chy kaiiin dy chodaiin	GANG · DIES · ZUFUEHREN · ANSATZ | ANSATZ | ANSATZ | DIES | ZUFUEHREN · STUFE | DIES | ABZIEHEN · GANG · MASS	ARBEITSGANG · DIES · ZUDOSIEREN · ANSATZ | ANSATZ | ANSATZ | DIES | ZUDOSIEREN · STUFE | DIES | ABNEHMEN · ARBEITSGANG · MASS	Den Ansatz zweimal mit frischem Pflanzenstoff oder Medium nachbeschicken und die naechste verbrauchte Portion entfernen.	Bei abgebildete breit gezähnte radialblütige Pflanze: ARBEITSGANG · DIES · ZUDOSIEREN · ANSATZ | ANSATZ | ANSATZ | DIES | ZUDOSIEREN · STUFE | DIES | ABNEHMEN · ARBEITSGANG · MASS.	CH|K|O	YES
C2	OPERATE_OR_APPLY	B2-S001	f82r	B2	oberes Beckenpaar mit Zylinder	1	dchedy	UMSETZEN; SCHLUSS	UMSETZEN; SCHLUSS	Setze zweifach nachbeschickter standardisierter Zweitauszug an oberes Beckenpaar mit Zylinder ein. Therapeutische Lesung: Bildort: oberes Beckenpaar mit Zylinder. Arbeitsfolge: führe zur nächsten Station.	Bei oberes Beckenpaar mit Zylinder: UMSETZEN; SCHLUSS.	NONE	NO
C2	OPERATE_OR_APPLY	B2-S002	f82r	B2	oberes Beckenpaar mit Zylinder	1	qolchedy	FORTSETZEN · UMSETZEN; SCHLUSS	FORTSETZEN · UMSETZEN; SCHLUSS	Setze zweifach nachbeschickter standardisierter Zweitauszug an oberes Beckenpaar mit Zylinder ein. Therapeutische Lesung: Bildort: oberes Beckenpaar mit Zylinder. Arbeitsfolge: führe zur nächsten Station.	Bei oberes Beckenpaar mit Zylinder: FORTSETZEN · UMSETZEN; SCHLUSS.	NONE	NO
C2	OPERATE_OR_APPLY	B2-S003	f82r	B2	oberes Beckenpaar mit Zylinder	3	qokain dy qokeedy	ANSETZEN · PORTION | DIES | ANSETZEN · LANG; SCHLUSS	ANSETZEN · PORTION | DIES | ANSETZEN · LANG; SCHLUSS	Setze zweifach nachbeschickter standardisierter Zweitauszug an oberes Beckenpaar mit Zylinder ein. Therapeutische Lesung: Bildort: oberes Beckenpaar mit Zylinder. Arbeitsfolge: gib einen Teil hinein → einwirken lassen. Angaben: dies.	Bei oberes Beckenpaar mit Zylinder: ANSETZEN · PORTION | DIES | ANSETZEN · LANG; SCHLUSS.	NONE	NO
C2	OPERATE_OR_APPLY	B2-S004	f82r	B2	oberes Beckenpaar mit Zylinder	5	qokal lcheckhy lched qokeey lcheckhedy	ANSETZEN · ZIEL | FUEHREN · DURCHLASS · DIES | FUEHREN · UMSETZEN | ANSETZEN · LANG · DIES | FUEHREN · DURCHLASS · KURZ; SCHLUSS	ANSETZEN · ZIEL | WEITERLEITEN · DURCHLASS · DIES | WEITERLEITEN · UMSETZEN | ANSETZEN · LANG · DIES | WEITERLEITEN · DURCHLASS · KURZ; SCHLUSS	Setze zweifach nachbeschickter standardisierter Zweitauszug an oberes Beckenpaar mit Zylinder ein. Therapeutische Lesung: Bildort: oberes Beckenpaar mit Zylinder. Arbeitsfolge: anlegen → durchleiten → führen + umsetzen → wirken lassen → durchleiten.	Bei oberes Beckenpaar mit Zylinder: ANSETZEN · ZIEL | WEITERLEITEN · DURCHLASS · DIES | WEITERLEITEN · UMSETZEN | ANSETZEN · LANG · DIES | WEITERLEITEN · DURCHLASS · KURZ; SCHLUSS.	L	YES
C2	OPERATE_OR_APPLY	B2-S005	f82r	B2	oberes Beckenpaar mit Zylinder	8	qokaly solkaiin chckhy qokaiin qokaiin octheol chkeey ldy	ANSETZEN · ZIEL · DIES | AUFFANGEN · MASS | DURCHLASS · DIES | ANSETZEN · MASS | ANSETZEN · MASS | GANG · BEREIT · KURZ · FORTSETZEN | WAERMEN · LANG · DIES | FUEHREN; SCHLUSS	ANSETZEN · ZIEL · DIES | AUFFANGEN · MASS | DURCHLASS · DIES | ANSETZEN · MASS | ANSETZEN · MASS | ARBEITSGANG · BEREIT · KURZ · FORTSETZEN | WAERMEN · LANG · DIES | WEITERLEITEN; SCHLUSS	Setze zweifach nachbeschickter standardisierter Zweitauszug an oberes Beckenpaar mit Zylinder ein. Therapeutische Lesung: Bildort: oberes Beckenpaar mit Zylinder. Arbeitsfolge: anlegen → bis zum Maß auffangen → einleiten → einleiten → warm halten → abführen. Angaben: Durchlass · dies | Gang · bereit · kurz · fort.	Bei oberes Beckenpaar mit Zylinder: ANSETZEN · ZIEL · DIES | AUFFANGEN · MASS | DURCHLASS · DIES | ANSETZEN · MASS | ANSETZEN · MASS | ARBEITSGANG · BEREIT · KURZ · FORTSETZEN | WAERMEN · LANG · DIES | WEITERLEITEN; SCHLUSS.	L|O	YES
C2	OPERATE_OR_APPLY	B2-S006	f82r	B2	oberes Beckenpaar mit Zylinder	4	oteey qokal sheckhy qoky	DANACH · LANG · DIES | ANSETZEN · ZIEL | HALTEN · KURZ · DURCHLASS · DIES | ANSETZEN · DIES	DANACH · LANG · DIES | ANSETZEN · ZIEL | HALTEN · KURZ · DURCHLASS · DIES | ANSETZEN · DIES	Setze zweifach nachbeschickter standardisierter Zweitauszug an oberes Beckenpaar mit Zylinder ein. Therapeutische Lesung: Bildort: oberes Beckenpaar mit Zylinder. Arbeitsfolge: anlegen → zurückhalten → setze dies ein. Angaben: danach · länger · dies.	Bei oberes Beckenpaar mit Zylinder: DANACH · LANG · DIES | ANSETZEN · ZIEL | HALTEN · KURZ · DURCHLASS · DIES | ANSETZEN · DIES.	NONE	NO
C2	OPERATE_OR_APPLY	B2-S007	f82r	B2	mittleres linkes Handgerät mit Inline-Knoten	1	dshedy	HALTEN · KURZ; SCHLUSS	HALTEN · KURZ; SCHLUSS	Setze abgemessene warme Auflage oder dicke Waschzubereitung an mittleres linkes Handgerät mit Inline-Knoten ein. Therapeutische Lesung: Bildort: mittleres linkes Handgerät mit Inline-Knoten. Arbeitsfolge: ruhen lassen.	Bei mittleres linkes Handgerät mit Inline-Knoten: HALTEN · KURZ; SCHLUSS.	NONE	NO
C2	OPERATE_OR_APPLY	B2-S008	f82r	B2	mittleres linkes Handgerät mit Inline-Knoten	3	sotaiin qokar shedy	DANACH · MASS | ANSETZEN · QUELLE | ABSETZEN; SCHLUSS	DANACH · MASS | ANSETZEN · QUELLE | ABSETZEN; SCHLUSS	Setze abgemessene warme Auflage oder dicke Waschzubereitung an mittleres linkes Handgerät mit Inline-Knoten ein. Therapeutische Lesung: Bildort: mittleres linkes Handgerät mit Inline-Knoten. Arbeitsfolge: gib davon nach Maß zu → absetzen lassen. Angaben: danach · Maß.	Bei mittleres linkes Handgerät mit Inline-Knoten: DANACH · MASS | ANSETZEN · QUELLE | ABSETZEN; SCHLUSS.	NONE	NO
C2	OPERATE_OR_APPLY	B2-S009	f82r	B2	mittleres linkes Handgerät mit Inline-Knoten	1	solshedy	FORTSETZEN · HALTEN · KURZ; SCHLUSS	FORTSETZEN · HALTEN · KURZ; SCHLUSS	Setze abgemessene warme Auflage oder dicke Waschzubereitung an mittleres linkes Handgerät mit Inline-Knoten ein. Therapeutische Lesung: Bildort: mittleres linkes Handgerät mit Inline-Knoten. Arbeitsfolge: ruhen lassen.	Bei mittleres linkes Handgerät mit Inline-Knoten: FORTSETZEN · HALTEN · KURZ; SCHLUSS.	NONE	NO
C2	OPERATE_OR_APPLY	B2-S010	f82r	B2	mittleres linkes Handgerät mit Inline-Knoten	4	qokeey qoky ls cheey	ANSETZEN · LANG · DIES | ANSETZEN · DIES | FORTSETZEN | HALTEN · LANG · DIES	ANSETZEN · LANG · DIES | ANSETZEN · DIES | FORTSETZEN | HALTEN · LANG · DIES	Setze abgemessene warme Auflage oder dicke Waschzubereitung an mittleres linkes Handgerät mit Inline-Knoten ein. Therapeutische Lesung: Bildort: mittleres linkes Handgerät mit Inline-Knoten. Arbeitsfolge: wirken lassen → setze dies ein → stehen lassen. Angaben: weiter.	Bei mittleres linkes Handgerät mit Inline-Knoten: ANSETZEN · LANG · DIES | ANSETZEN · DIES | FORTSETZEN | HALTEN · LANG · DIES.	NONE	NO
