target_occurrence_id	page	physical_folio	locus	section	language	hand	ordinal	line_token_count	line_position	normalized_line_position	paragraph_start_line	paragraph_end_line	true_paragraph_opener	true_paragraph_closer	line_ol_multiplicity	previous_ol_distance	next_ol_distance	adjacent_ol_left	adjacent_ol_right	previous_surface	next_surface	direct_signature_channels	direct_signature_channel_count	eligible_direct_neighbor_channels	eligible_direct_neighbor_evidence_count	written_line_eva
G769-T0094	f111v	f111	f111v.14	S	B	3	4	12	MIDDLE	0.272727	0	0	0	0	1	NONE	NONE	0	0	chear	oin	NONE	0	NONE	0	qocheol qokain chear ol oin shedy qotaiin qokeechy olkeey lkain lal gm
G769-T0095	f111v	f111	f111v.18	S	B	3	13	14	MIDDLE	0.923077	0	0	0	0	1	NONE	NONE	0	0	r	dain	NONE	0	NONE	0	tais shedy qoeedaiin okain ey kaiin shey otain alkain o l r ol dain
G769-T0096	f111v	f111	f111v.27	S	B	3	1	13	FIRST	0.000000	0	0	0	0	1	NONE	NONE	0	0	LINE_START	sheey	NONE	0	NONE	0	ol sheey tsheey alkar sheey otain ches shy qokl chey qoklcheor ldar llo
G769-T0098	f111v	f111	f111v.50	S	B	3	9	12	MIDDLE	0.727273	0	0	0	0	1	NONE	NONE	0	0	ar	loeees	NONE	0	NONE	0	shaiin qoiiin okain chey qokeeey okain chees ar ol loeees otain or
G769-T0099	f112r	f112	f112r.2	S	B	3	5	8	MIDDLE	0.571429	0	0	0	0	1	NONE	NONE	0	0	otail	olaiin	NONE	0	NONE	0	saiin oar qolkaiin otail ol olaiin chol otar
G769-T0103	f112r	f112	f112r.9	S	B	3	2	10	MIDDLE	0.111111	0	0	0	0	1	NONE	NONE	0	0	saiin	okeey	NONE	0	NONE	0	saiin ol okeey qokeey y chedy teedy qokchy qokar y
G769-T0104	f112r	f112	f112r.30	S	B	3	6	9	MIDDLE	0.625000	0	1	0	0	1	NONE	NONE	0	0	chol	chedy	NONE	0	NONE	0	tar ar cheokey okeody chol ol chedy qokedy cheom
G769-T0105	f112r	f112	f112r.36	S	B	3	2	6	MIDDLE	0.200000	0	1	0	0	1	NONE	NONE	0	0	sain	checkhy	NONE	0	NONE	0	sain ol checkhy olchain okeey olam
G769-T0106	f112v	f112	f112v.23	S	B	3	5	9	MIDDLE	0.500000	1	0	0	0	1	NONE	NONE	0	0	chedain	cheedaiin	NONE	0	NONE	0	ycheol keeor olkeeey chedain ol cheedaiin sheedy qokeedy qotain
G769-T0108	f113r	f113	f113r.6	S	B	3	16	16	LAST	1.000000	0	0	0	0	1	NONE	NONE	0	0	kaiin	LINE_END	NONE	0	NONE	0	sor cheo cheey oteeos aiin otain otal ches aiin alchl sheey kchol okeeo l kaiin ol
G769-T0111	f113r	f113	f113r.43	S	B	3	9	14	MIDDLE	0.615385	0	0	0	0	1	NONE	NONE	0	0	cheeey	chedy	NONE	0	NONE	0	ykcheor sheeod lkar ar al s aiin cheeey ol chedy lchey lkar am chedam
G769-T0116	f113v	f113	f113v.15	S	B	3	6	12	MIDDLE	0.454545	0	0	0	0	1	NONE	NONE	0	0	otcheedaiin	tchdy	NONE	0	NONE	0	ar ar okeey oeky otcheedaiin ol tchdy pcheol kcheor aiin cheey qokaram
G769-T0119	f113v	f113	f113v.25	S	B	3	9	12	MIDDLE	0.727273	1	0	0	0	1	NONE	NONE	0	0	opaiin	keeor	NONE	0	NONE	0	tokary lkchey lkeedy otey pcheol qopchey cthol opaiin ol keeor opshedy qotam
G769-T0122	f113v	f113	f113v.42	S	B	3	13	13	LAST	1.000000	1	0	0	0	1	NONE	NONE	0	0	otakeol	LINE_END	NONE	0	NONE	0	pol keeo dy qoeees aiin or aiin oteol fchedy otchey dar otakeol ol
G769-T0123	f114r	f114	f114r.2	S	B	3	11	13	MIDDLE	0.833333	0	0	0	0	1	NONE	NONE	0	0	cheed	keeed	NONE	0	NONE	0	deedar qoteeddy dair o kedy okoeey r aiin oor cheed ol keeed lkeeedam
G769-T0124	f114r	f114	f114r.12	S	B	3	2	12	MIDDLE	0.090909	0	0	0	0	1	NONE	NONE	0	0	ykcheshd	air	NONE	0	NONE	0	ykcheshd ol air okaiin otedy ykeeey teos lair sheod chody otchedair okam
G769-T0125	f114r	f114	f114r.14	S	B	3	5	11	MIDDLE	0.400000	1	0	0	0	1	NONE	NONE	0	0	qodair	daldy	CLOSE	1	CLOSE	1	solpchd oiin chcthdy qodair ol daldy qopdain opdaiin opdairody opdaildo ary
G769-T0129	f114r	f114	f114r.37	S	B	3	8	13	MIDDLE	0.583333	0	0	0	0	1	NONE	NONE	0	0	ols	kaiin	NONE	0	NONE	0	odar or aiin otshedy okaiin yky ols ol kaiin chees air qotaiin chedaiiin
G769-T0131	f114v	f114	f114v.3	S	B	3	10	12	MIDDLE	0.818182	0	0	0	0	1	NONE	NONE	0	0	choty	lchdaiin	NONE	0	NONE	0	oeos qotcheo odain qotain otar qotchd dol qotchedy choty ol lchdaiin dal
G769-T0132	f114v	f114	f114v.16	S	B	3	4	12	MIDDLE	0.272727	0	0	0	0	1	NONE	NONE	0	0	chey	aiin	NONE	0	NONE	0	ytchedy qool chey ol aiin chedar chdaiin chdal qokaiin choky chol dam
G769-T0133	f114v	f114	f114v.34	S	B	3	2	10	MIDDLE	0.111111	0	0	0	0	1	NONE	NONE	0	0	olkeechy	oaiin	NONE	0	NONE	0	olkeechy ol oaiin aiin chocthey qotedal octhy sotey cheos air
G769-T0134	f114v	f114	f114v.37	S	B	3	2	11	MIDDLE	0.100000	0	0	0	0	1	NONE	NONE	0	0	dcheey	cheodaiiin	NONE	0	NONE	0	dcheey ol cheodaiiin qokar otaiin otal o kaiin chey tar arody
G769-T0136	f115r	f115	f115r.24	S	B	@	11	14	MIDDLE	0.769231	0	0	0	0	1	NONE	NONE	0	0	lor	otlaiin	NONE	0	NONE	0	dcheol qokeol or ar aiin cheey okeeeo or chl lor ol otlaiin cheeor ary
G769-T0139	f115v	f115	f115v.1	S	B	3	9	11	MIDDLE	0.800000	1	0	0	0	1	NONE	NONE	0	0	qotdain	raiin	NONE	0	NONE	0	tchedor otchedy qotees ytain qoty qotar opolaiin qotdain ol raiin om
G769-T0141	f115v	f115	f115v.30	S	B	3	2	8	MIDDLE	0.142857	0	1	0	0	1	NONE	NONE	0	0	ycheedaiin	chlor	NONE	0	NONE	0	ycheedaiin ol chlor lkchedy rchedar oteedal ar lky
G769-T0142	f116r	f116	f116r.6	S	B	3	2	9	MIDDLE	0.125000	0	1	0	0	1	NONE	NONE	0	0	sain	lchedy	NONE	0	NONE	0	sain ol lchedy chedy otey chedy lain otedy oteey
G769-T0143	f116r	f116	f116r.11	S	B	3	1	11	FIRST	0.000000	0	0	0	0	1	NONE	NONE	0	0	LINE_START	aiin	NONE	0	NONE	0	ol aiin shed qoteedy okeolshy qotain okedy chedy olchedy olkain als
G769-T0146	f116r	f116	f116r.20	S	B	3	3	15	MIDDLE	0.142857	0	0	0	0	1	NONE	NONE	0	0	keedy	cheey	CLOSE	1	CLOSE	1	chol keedy ol cheey raiin y chedy otar o kal okain olar otedy qoty sfm
G769-T0149	f116r	f116	f116r.26	S	B	3	6	10	MIDDLE	0.555556	0	0	0	0	1	NONE	NONE	0	0	qotey	cheedy	NONE	0	NONE	0	ytchey qokaiin chckhol shechol qotey ol cheedy otain okedy qotam
G769-T0150	f116r	f116	f116r.32	S	B	3	7	12	MIDDLE	0.545455	0	0	0	0	1	NONE	NONE	0	0	shey	lchedy	NONE	0	NONE	0	olkeey rain shey qor aiin shey ol lchedy rshey qokeedy chtain oly
G769-T0151	f116r	f116	f116r.44	S	B	3	5	11	MIDDLE	0.400000	0	0	0	0	1	NONE	NONE	0	0	shckhy	lcheor	NONE	0	NONE	0	s okeedy qokain shckhy ol lcheor chky raiin chey qol okam
G769-T0152	f116r	f116	f116r.49	S	B	3	11	12	MIDDLE	0.909091	0	0	0	0	1	NONE	NONE	0	0	arom	lkan	NONE	0	NONE	0	sysor shey qokey okeolan chey qol or cheey qor arom ol lkan
G769-T0154	f15v	f15	f15v.8	H	A	1	3	7	MIDDLE	0.333333	0	0	0	0	1	NONE	NONE	0	0	chor	oiin	NONE	0	NONE	0	ytchor chor ol oiin oty shol daiin
G769-T0156	f17v	f17	f17v.8	H	A	1	3	6	MIDDLE	0.400000	0	0	0	0	1	NONE	NONE	0	0	kchar	dy	NONE	0	NONE	0	qokeey kchar ol dy choldaiin sy
G769-T0157	f17v	f17	f17v.9	H	A	1	5	5	LAST	1.000000	0	0	0	0	1	NONE	NONE	0	0	choltaiin	LINE_END	NONE	0	NONE	0	ycheol shol kchol choltaiin ol
G769-T0158	f17v	f17	f17v.12	H	A	1	5	6	MIDDLE	0.800000	0	0	0	0	1	NONE	NONE	0	0	chckhey	chor	NONE	0	NONE	0	oy choy keaiin chckhey ol chor
G769-T0159	f17v	f17	f17v.18	H	A	1	3	8	MIDDLE	0.285714	0	0	0	0	1	NONE	NONE	0	0	cheeor	chol	NONE	0	NONE	0	otor cheeor ol chol dor chr or eees
G769-T0160	f18r	f18	f18r.10	H	A	1	4	5	MIDDLE	0.750000	0	0	0	0	1	NONE	NONE	0	0	qokchol	ydaiin	NONE	0	NONE	0	dar shor qokchol ol ydaiin
G769-T0161	f20r	f20	f20r.4	H	A	1	2	4	MIDDLE	0.333333	0	1	0	0	1	NONE	NONE	0	0	ochol	teey	NONE	0	NONE	0	ochol ol teey otolchey
G769-T0162	f22r	f22	f22r.2	H	A	1	1	12	FIRST	0.000000	0	0	0	0	1	NONE	NONE	0	0	LINE_START	oiin	NONE	0	NONE	0	ol oiin shol o kor qokchol daiin okaiin cthor dain ckhy dom
G769-T0163	f22r	f22	f22r.5	H	A	1	1	10	FIRST	0.000000	0	0	0	0	1	NONE	NONE	0	0	LINE_START	daiin	NONE	0	NONE	0	ol daiin qokchy dar daiin chor oldor oky y choldchy
G769-T0164	f22r	f22	f22r.7	H	A	1	6	8	MIDDLE	0.714286	1	0	0	0	1	NONE	NONE	0	0	ytaiin	otchy	NONE	0	NONE	0	kchol shol dsheor chdoly ytaiin ol otchy cphal
G769-T0165	f23r	f23	f23r.5	H	A	1	8	11	MIDDLE	0.700000	0	1	0	0	2	NONE	1	0	1	ar	ol	NONE	0	NONE	0	ychor qokchol ytym chol dair chol ar ol ol dol dain
G769-T0166	f23r	f23	f23r.5	H	A	1	9	11	MIDDLE	0.800000	0	1	0	0	2	1	NONE	1	0	ol	dol	NONE	0	NONE	0	ychor qokchol ytym chol dair chol ar ol ol dol dain
G769-T0167	f23r	f23	f23r.7	H	A	1	9	11	MIDDLE	0.800000	0	0	0	0	1	NONE	NONE	0	0	r	daiin	NONE	0	NONE	0	okar olchar shaiin qokchol dar qokchol dairo r ol daiin alg
G769-T0168	f23v	f23	f23v.1	H	A	1	8	11	MIDDLE	0.700000	1	0	0	0	1	NONE	NONE	0	0	otol	chcphy	NONE	0	NONE	0	podairol odaiiily sho al dy opchol otol ol chcphy qotchar s
G769-T0169	f23v	f23	f23v.11	H	A	1	6	8	MIDDLE	0.714286	0	0	0	0	1	NONE	NONE	0	0	oiin	cheeb	NONE	0	NONE	0	y okaiin doroiin olols oiin ol cheeb ols
G769-T0172	f24r	f24	f24r.13	H	A	1	2	7	MIDDLE	0.166667	0	0	0	0	1	NONE	NONE	0	0	oees	s	NONE	0	NONE	0	oees ol s chey chcth s ar
G769-T0173	f24r	f24	f24r.15	H	A	1	3	5	MIDDLE	0.500000	0	0	0	0	1	NONE	NONE	0	0	oeees	dal	NONE	0	NONE	0	ockhoees oeees ol dal s
G769-T0174	f26r	f26	f26r.8	H	B	2	7	10	MIDDLE	0.666667	0	0	0	0	1	NONE	NONE	0	0	ok	ytedy	NONE	0	NONE	0	daiin shedy qokeedy qoteedar s ok ol ytedy qokeedy qokedy
G769-T0176	f30r	f30	f30r.8	H	A	1	2	9	MIDDLE	0.125000	1	0	0	0	1	NONE	NONE	0	0	opchol	chesey	NONE	0	NONE	0	opchol ol chesey scheo r chey okeal dcheo rchey
G769-T0177	f30v	f30	f30v.2	H	A	1	7	10	MIDDLE	0.666667	0	0	0	0	1	NONE	NONE	0	0	keor	chy	NONE	0	NONE	0	qotchor chy she kchor chory keor ol chy daiin ctholdy
G769-T0179	f32r	f32	f32r.7	H	A	1	3	4	MIDDLE	0.666667	0	0	0	0	1	NONE	NONE	0	0	dol	dair	NONE	0	NONE	0	otol dol ol dair
G769-T0180	f32r	f32	f32r.15	H	A	1	4	4	LAST	1.000000	0	0	0	0	1	NONE	NONE	0	0	doiir	LINE_END	NONE	0	NONE	0	qokchy qotol doiir ol
G769-T0181	f32v	f32	f32v.11	H	A	1	1	3	FIRST	0.000000	0	1	0	0	1	NONE	NONE	0	0	LINE_START	sho	NONE	0	NONE	0	ol sho chy
G769-T0183	f33r	f33	f33r.5	H	B	2	5	13	MIDDLE	0.333333	0	0	0	0	1	NONE	NONE	0	0	otaiin	kor	NONE	0	NONE	0	pair or aiin otaiin ol kor aiin okal otal chdal shekal qokar otam
