direction	neighbor_surface	occurrences	pages	physical_folios	section_counts
LEFT	al	2	2	2	"{""B"":1,""S"":1}"
LEFT	chear	2	2	2	"{""S"":1,""T"":1}"
LEFT	cheeey	2	2	2	"{""S"":2}"
LEFT	cheeor	2	2	2	"{""H"":1,""P"":1}"
LEFT	chees	2	2	2	"{""B"":1,""S"":1}"
LEFT	cheol	2	2	2	"{""B"":2}"
LEFT	chl	2	2	2	"{""B"":1,""S"":1}"
LEFT	chor	2	2	2	"{""H"":1,""T"":1}"
LEFT	chy	2	2	2	"{""B"":2}"
LEFT	dal	2	2	2	"{""B"":1,""H"":1}"
LEFT	lkaiin	2	2	2	"{""B"":2}"
LEFT	lor	2	2	2	"{""B"":1,""S"":1}"
LEFT	oaiin	2	2	2	"{""H"":1,""S"":1}"
LEFT	okain	2	2	2	"{""B"":2}"
LEFT	olkain	2	2	2	"{""B"":2}"
LEFT	otain	2	2	2	"{""B"":2}"
LEFT	otar	2	2	2	"{""B"":1,""S"":1}"
LEFT	qotar	2	2	2	"{""B"":1,""S"":1}"
LEFT	saiin	2	2	2	"{""S"":1,""T"":1}"
LEFT	sair	2	2	2	"{""S"":1,""T"":1}"
LEFT	sheey	2	2	2	"{""B"":1,""S"":1}"
LEFT	alkain	1	1	1	"{""S"":1}"
LEFT	am	1	1	1	"{""S"":1}"
LEFT	arom	1	1	1	"{""S"":1}"
LEFT	chaiin	1	1	1	"{""S"":1}"
LEFT	chckhey	1	1	1	"{""H"":1}"
LEFT	cheal	1	1	1	"{""S"":1}"
LEFT	checkhy	1	1	1	"{""S"":1}"
LEFT	chedain	1	1	1	"{""S"":1}"
LEFT	chedar	1	1	1	"{""B"":1}"
LEFT	chee	1	1	1	"{""B"":1}"
LEFT	cheed	1	1	1	"{""S"":1}"
LEFT	cheey	1	1	1	"{""S"":1}"
LEFT	chekain	1	1	1	"{""H"":1}"
LEFT	chekl	1	1	1	"{""H"":1}"
LEFT	cheky	1	1	1	"{""B"":1}"
LEFT	cheodaiin	1	1	1	"{""H"":1}"
LEFT	ches	1	1	1	"{""B"":1}"
LEFT	chkaiin	1	1	1	"{""S"":1}"
LEFT	chkain	1	1	1	"{""B"":1}"
LEFT	chkar	1	1	1	"{""H"":1}"
LEFT	cho	1	1	1	"{""S"":1}"
LEFT	choltaiin	1	1	1	"{""H"":1}"
LEFT	choty	1	1	1	"{""S"":1}"
LEFT	chs	1	1	1	"{""B"":1}"
LEFT	chsey	1	1	1	"{""B"":1}"
LEFT	ckhol	1	1	1	"{""H"":1}"
LEFT	cphar	1	1	1	"{""B"":1}"
LEFT	daiiin	1	1	1	"{""B"":1}"
LEFT	dairn	1	1	1	"{""P"":1}"
LEFT	darchd	1	1	1	"{""H"":1}"
LEFT	dcheey	1	1	1	"{""S"":1}"
LEFT	dckhy	1	1	1	"{""S"":1}"
LEFT	doiir	1	1	1	"{""H"":1}"
LEFT	doraiin	1	1	1	"{""B"":1}"
LEFT	dy	1	1	1	"{""B"":1}"
LEFT	kaiin	1	1	1	"{""S"":1}"
LEFT	kar	1	1	1	"{""H"":1}"
LEFT	kchar	1	1	1	"{""H"":1}"
LEFT	kchor	1	1	1	"{""H"":1}"
LEFT	keedy	1	1	1	"{""S"":1}"
LEFT	keor	1	1	1	"{""H"":1}"
LEFT	kochor	1	1	1	"{""P"":1}"
LEFT	kor	1	1	1	"{""H"":1}"
LEFT	lcheckhy	1	1	1	"{""B"":1}"
LEFT	lchedy	1	1	1	"{""B"":1}"
LEFT	lcheol	1	1	1	"{""B"":1}"
LEFT	ldchey	1	1	1	"{""B"":1}"
LEFT	lfol	1	1	1	"{""B"":1}"
LEFT	lkar	1	1	1	"{""T"":1}"
LEFT	lkeam	1	1	1	"{""S"":1}"
LEFT	lkees	1	1	1	"{""S"":1}"
LEFT	lkl	1	1	1	"{""B"":1}"
LEFT	lksheey	1	1	1	"{""S"":1}"
LEFT	lpchees	1	1	1	"{""T"":1}"
LEFT	ocheey	1	1	1	"{""B"":1}"
LEFT	ochol	1	1	1	"{""H"":1}"
LEFT	oeedaiin	1	1	1	"{""S"":1}"
LEFT	oeees	1	1	1	"{""H"":1}"
LEFT	oees	1	1	1	"{""H"":1}"
LEFT	ofaiin	1	1	1	"{""H"":1}"
LEFT	oiin	1	1	1	"{""H"":1}"
LEFT	ok	1	1	1	"{""H"":1}"
LEFT	okal	1	1	1	"{""B"":1}"
LEFT	okeey	1	1	1	"{""B"":1}"
LEFT	okey	1	1	1	"{""S"":1}"
LEFT	okiin	1	1	1	"{""B"":1}"
LEFT	okol	1	1	1	"{""H"":1}"
LEFT	okoldy	1	1	1	"{""H"":1}"
LEFT	okor	1	1	1	"{""P"":1}"
LEFT	oky	1	1	1	"{""T"":1}"
LEFT	olaiin	1	1	1	"{""B"":1}"
LEFT	olar	1	1	1	"{""S"":1}"
LEFT	olchaj	1	1	1	"{""H"":1}"
LEFT	olchedy	1	1	1	"{""B"":1}"
LEFT	olcheees	1	1	1	"{""S"":1}"
LEFT	olchesy	1	1	1	"{""B"":1}"
LEFT	olkal	1	1	1	"{""B"":1}"
LEFT	olkedykain	1	1	1	"{""B"":1}"
LEFT	olkeechy	1	1	1	"{""S"":1}"
LEFT	olkeey	1	1	1	"{""B"":1}"
LEFT	olkor	1	1	1	"{""H"":1}"
LEFT	olol	1	1	1	"{""B"":1}"
LEFT	olor	1	1	1	"{""B"":1}"
LEFT	ols	1	1	1	"{""S"":1}"
LEFT	olshees	1	1	1	"{""B"":1}"
LEFT	opaiin	1	1	1	"{""S"":1}"
LEFT	opchedy	1	1	1	"{""S"":1}"
LEFT	opchol	1	1	1	"{""H"":1}"
LEFT	oraiin	1	1	1	"{""T"":1}"
LEFT	orain	1	1	1	"{""B"":1}"
LEFT	oro	1	1	1	"{""T"":1}"
LEFT	osal	1	1	1	"{""B"":1}"
LEFT	otail	1	1	1	"{""S"":1}"
LEFT	otair	1	1	1	"{""S"":1}"
LEFT	otakeol	1	1	1	"{""S"":1}"
LEFT	otcham	1	1	1	"{""P"":1}"
LEFT	otchdy	1	1	1	"{""H"":1}"
LEFT	otcheedaiin	1	1	1	"{""S"":1}"
LEFT	otchody	1	1	1	"{""H"":1}"
LEFT	otchol	1	1	1	"{""H"":1}"
LEFT	otchor	1	1	1	"{""H"":1}"
LEFT	otchotar	1	1	1	"{""B"":1}"
LEFT	otedy	1	1	1	"{""B"":1}"
LEFT	oteedy	1	1	1	"{""B"":1}"
LEFT	otees	1	1	1	"{""H"":1}"
LEFT	otol	1	1	1	"{""H"":1}"
LEFT	pdar	1	1	1	"{""T"":1}"
LEFT	pol	1	1	1	"{""B"":1}"
LEFT	qa	1	1	1	"{""T"":1}"
LEFT	qoain	1	1	1	"{""S"":1}"
LEFT	qockhy	1	1	1	"{""P"":1}"
LEFT	qodair	1	1	1	"{""S"":1}"
LEFT	qoeedaiin	1	1	1	"{""H"":1}"
LEFT	qoeedy	1	1	1	"{""B"":1}"
LEFT	qofchey	1	1	1	"{""B"":1}"
LEFT	qoin	1	1	1	"{""B"":1}"
LEFT	qokan	1	1	1	"{""B"":1}"
LEFT	qokchdy	1	1	1	"{""H"":1}"
LEFT	qokchol	1	1	1	"{""H"":1}"
LEFT	qokl	1	1	1	"{""B"":1}"
LEFT	qoky	1	1	1	"{""B"":1}"
LEFT	qolcheol	1	1	1	"{""B"":1}"
LEFT	qolkain	1	1	1	"{""H"":1}"
LEFT	qoshedy	1	1	1	"{""S"":1}"
LEFT	qotaiin	1	1	1	"{""B"":1}"
LEFT	qotain	1	1	1	"{""B"":1}"
LEFT	qotal	1	1	1	"{""T"":1}"
LEFT	qotdain	1	1	1	"{""S"":1}"
LEFT	qotedy	1	1	1	"{""B"":1}"
LEFT	qotey	1	1	1	"{""S"":1}"
LEFT	qoty	1	1	1	"{""T"":1}"
LEFT	raly	1	1	1	"{""B"":1}"
LEFT	s	1	1	1	"{""H"":1}"
LEFT	saino	1	1	1	"{""B"":1}"
LEFT	sal	1	1	1	"{""B"":1}"
LEFT	san	1	1	1	"{""B"":1}"
LEFT	shchey	1	1	1	"{""B"":1}"
LEFT	shckhy	1	1	1	"{""S"":1}"
LEFT	shecthy	1	1	1	"{""B"":1}"
LEFT	sheekshy	1	1	1	"{""S"":1}"
LEFT	sheeol	1	1	1	"{""B"":1}"
LEFT	sheo	1	1	1	"{""P"":1}"
LEFT	sheol	1	1	1	"{""H"":1}"
LEFT	sheor	1	1	1	"{""B"":1}"
LEFT	sho	1	1	1	"{""H"":1}"
LEFT	shor	1	1	1	"{""T"":1}"
LEFT	shoy	1	1	1	"{""P"":1}"
LEFT	soiin	1	1	1	"{""B"":1}"
LEFT	sol	1	1	1	"{""B"":1}"
LEFT	solkeey	1	1	1	"{""B"":1}"
LEFT	ssheedal	1	1	1	"{""S"":1}"
LEFT	ssheky	1	1	1	"{""B"":1}"
LEFT	tadaiin	1	1	1	"{""H"":1}"
LEFT	tal	1	1	1	"{""T"":1}"
LEFT	talkl	1	1	1	"{""B"":1}"
LEFT	tar	1	1	1	"{""B"":1}"
LEFT	tedy	1	1	1	"{""B"":1}"
LEFT	toiin	1	1	1	"{""P"":1}"
LEFT	ty	1	1	1	"{""B"":1}"
LEFT	ycheedaiin	1	1	1	"{""S"":1}"
LEFT	ykal	1	1	1	"{""B"":1}"
LEFT	ykar	1	1	1	"{""H"":1}"
LEFT	ykcheshd	1	1	1	"{""S"":1}"
LEFT	ykoda	1	1	1	"{""H"":1}"
LEFT	yoiin	1	1	1	"{""P"":1}"
LEFT	ypchdair	1	1	1	"{""H"":1}"
LEFT	ysheey	1	1	1	"{""B"":1}"
LEFT	ysheeyqorar	1	1	1	"{""B"":1}"
LEFT	ysheor	1	1	1	"{""B"":1}"
LEFT	ytaiin	1	1	1	"{""H"":1}"
RIGHT	LINE_END	37	25	19	"{""B"":21,""H"":9,""S"":6,""T"":1}"
RIGHT	shedy	14	10	9	"{""B"":10,""S"":2,""T"":2}"
RIGHT	chedy	12	12	9	"{""B"":6,""H"":2,""S"":3,""T"":1}"
RIGHT	aiin	9	9	8	"{""B"":2,""S"":5,""T"":2}"
RIGHT	cheey	9	8	7	"{""B"":4,""S"":5}"
RIGHT	daiin	8	8	7	"{""B"":1,""H"":3,""P"":2,""S"":1,""T"":1}"
RIGHT	sheey	8	8	7	"{""B"":5,""H"":1,""S"":2}"
RIGHT	chey	7	6	6	"{""B"":3,""H"":1,""P"":1,""S"":2}"
RIGHT	ol	7	5	4	"{""B"":5,""H"":1,""P"":1}"
RIGHT	s	7	7	7	"{""B"":3,""H"":3,""T"":1}"
RIGHT	kaiin	6	6	5	"{""B"":2,""S"":2,""T"":2}"
RIGHT	cheedy	5	5	4	"{""B"":4,""S"":1}"
RIGHT	okaiin	5	5	4	"{""B"":3,""S"":1,""T"":1}"
RIGHT	olaiin	5	5	5	"{""B"":2,""H"":1,""P"":1,""S"":1}"
RIGHT	or	5	5	5	"{""B"":3,""H"":1,""T"":1}"
RIGHT	shey	5	4	4	"{""B"":4,""S"":1}"
RIGHT	chdy	4	4	4	"{""B"":2,""H"":1,""T"":1}"
RIGHT	cheol	4	4	3	"{""B"":1,""H"":1,""S"":2}"
RIGHT	keedy	4	4	3	"{""B"":4}"
RIGHT	oiin	4	4	4	"{""B"":2,""H"":2}"
RIGHT	sheedy	4	4	4	"{""B"":4}"
RIGHT	chy	3	3	3	"{""B"":2,""H"":1}"
RIGHT	dain	3	3	3	"{""B"":2,""S"":1}"
RIGHT	dam	3	3	3	"{""B"":2,""S"":1}"
RIGHT	kain	3	3	3	"{""B"":3}"
RIGHT	lchedy	3	2	2	"{""B"":1,""S"":2}"
RIGHT	r	3	3	3	"{""B"":1,""S"":2}"
RIGHT	raiin	3	3	2	"{""B"":2,""S"":1}"
RIGHT	air	2	2	2	"{""H"":1,""S"":1}"
RIGHT	al	2	2	2	"{""H"":1,""S"":1}"
RIGHT	ar	2	2	2	"{""S"":1,""T"":1}"
RIGHT	char	2	2	2	"{""H"":1,""S"":1}"
RIGHT	cheal	2	2	2	"{""B"":1,""S"":1}"
RIGHT	checkhy	2	2	2	"{""B"":1,""S"":1}"
RIGHT	chedar	2	2	2	"{""B"":2}"
RIGHT	cheeky	2	2	2	"{""B"":1,""T"":1}"
RIGHT	cheor	2	2	2	"{""H"":1,""S"":1}"
RIGHT	chol	2	2	2	"{""H"":2}"
RIGHT	dal	2	2	2	"{""B"":1,""H"":1}"
RIGHT	daldy	2	2	2	"{""S"":1,""T"":1}"
RIGHT	dar	2	2	2	"{""B"":1,""H"":1}"
RIGHT	dy	2	2	2	"{""H"":2}"
RIGHT	keeol	2	2	2	"{""B"":1,""S"":1}"
RIGHT	keey	2	2	2	"{""S"":1,""T"":1}"
RIGHT	kor	2	2	2	"{""H"":2}"
RIGHT	l	2	2	2	"{""S"":2}"
RIGHT	olor	2	2	1	"{""B"":2}"
RIGHT	oly	2	2	2	"{""B"":1,""S"":1}"
RIGHT	oteedy	2	2	2	"{""B"":2}"
RIGHT	otol	2	1	1	"{""B"":2}"
RIGHT	qoky	2	2	2	"{""B"":2}"
RIGHT	sheol	2	2	2	"{""B"":2}"
RIGHT	tey	2	2	1	"{""T"":2}"
RIGHT	ydaiin	2	2	2	"{""H"":1,""P"":1}"
RIGHT	ain	1	1	1	"{""T"":1}"
RIGHT	arag	1	1	1	"{""H"":1}"
RIGHT	chaiin	1	1	1	"{""H"":1}"
RIGHT	chckhy	1	1	1	"{""B"":1}"
RIGHT	chcphy	1	1	1	"{""H"":1}"
RIGHT	chcthdy	1	1	1	"{""B"":1}"
RIGHT	chcthy	1	1	1	"{""B"":1}"
RIGHT	chealor	1	1	1	"{""B"":1}"
RIGHT	chedaiin	1	1	1	"{""S"":1}"
RIGHT	cheday	1	1	1	"{""S"":1}"
RIGHT	chedol	1	1	1	"{""B"":1}"
RIGHT	chedor	1	1	1	"{""T"":1}"
RIGHT	chedydy	1	1	1	"{""S"":1}"
RIGHT	cheeb	1	1	1	"{""H"":1}"
RIGHT	cheedaiin	1	1	1	"{""S"":1}"
RIGHT	cheeol	1	1	1	"{""H"":1}"
RIGHT	cheeor	1	1	1	"{""B"":1}"
RIGHT	cheky	1	1	1	"{""B"":1}"
RIGHT	cheodaiiin	1	1	1	"{""S"":1}"
RIGHT	cheody	1	1	1	"{""T"":1}"
RIGHT	cheokchey	1	1	1	"{""P"":1}"
RIGHT	cheos	1	1	1	"{""H"":1}"
RIGHT	chesey	1	1	1	"{""H"":1}"
RIGHT	chety	1	1	1	"{""B"":1}"
RIGHT	chl	1	1	1	"{""S"":1}"
RIGHT	chlor	1	1	1	"{""S"":1}"
RIGHT	chockhar	1	1	1	"{""P"":1}"
RIGHT	chody	1	1	1	"{""H"":1}"
RIGHT	chokaiin	1	1	1	"{""H"":1}"
RIGHT	chor	1	1	1	"{""H"":1}"
RIGHT	chorcholsal	1	1	1	"{""P"":1}"
RIGHT	choy	1	1	1	"{""P"":1}"
RIGHT	chs	1	1	1	"{""B"":1}"
RIGHT	chsey	1	1	1	"{""B"":1}"
RIGHT	chsky	1	1	1	"{""T"":1}"
RIGHT	dair	1	1	1	"{""H"":1}"
RIGHT	dchckhy	1	1	1	"{""H"":1}"
RIGHT	dl	1	1	1	"{""S"":1}"
RIGHT	dol	1	1	1	"{""H"":1}"
RIGHT	dorchedchey	1	1	1	"{""B"":1}"
RIGHT	ear	1	1	1	"{""S"":1}"
RIGHT	eeedy	1	1	1	"{""B"":1}"
RIGHT	eees	1	1	1	"{""H"":1}"
RIGHT	eses	1	1	1	"{""B"":1}"
RIGHT	k	1	1	1	"{""H"":1}"
RIGHT	kaiiin	1	1	1	"{""T"":1}"
RIGHT	kaldaim	1	1	1	"{""S"":1}"
RIGHT	kar	1	1	1	"{""H"":1}"
RIGHT	karar	1	1	1	"{""T"":1}"
RIGHT	kcheeky	1	1	1	"{""T"":1}"
RIGHT	kedaiiin	1	1	1	"{""H"":1}"
RIGHT	kedy	1	1	1	"{""B"":1}"
RIGHT	keeed	1	1	1	"{""S"":1}"
RIGHT	keeor	1	1	1	"{""S"":1}"
RIGHT	keo	1	1	1	"{""P"":1}"
RIGHT	keodar	1	1	1	"{""T"":1}"
RIGHT	lchdaiin	1	1	1	"{""S"":1}"
RIGHT	lcheol	1	1	1	"{""C"":1}"
RIGHT	lcheor	1	1	1	"{""S"":1}"
RIGHT	lchey	1	1	1	"{""S"":1}"
RIGHT	lcho	1	1	1	"{""S"":1}"
RIGHT	lkain	1	1	1	"{""B"":1}"
RIGHT	lkan	1	1	1	"{""S"":1}"
RIGHT	lkar	1	1	1	"{""S"":1}"
RIGHT	lkechch	1	1	1	"{""C"":1}"
RIGHT	lkedy	1	1	1	"{""S"":1}"
RIGHT	loeees	1	1	1	"{""S"":1}"
RIGHT	loiin	1	1	1	"{""S"":1}"
RIGHT	lom	1	1	1	"{""B"":1}"
RIGHT	lor	1	1	1	"{""B"":1}"
RIGHT	o	1	1	1	"{""B"":1}"
RIGHT	oaiin	1	1	1	"{""S"":1}"
RIGHT	ochedar	1	1	1	"{""B"":1}"
RIGHT	oeeal	1	1	1	"{""S"":1}"
RIGHT	oin	1	1	1	"{""S"":1}"
RIGHT	okachey	1	1	1	"{""H"":1}"
RIGHT	okalor	1	1	1	"{""B"":1}"
RIGHT	okchy	1	1	1	"{""H"":1}"
RIGHT	okedy	1	1	1	"{""T"":1}"
RIGHT	okeedyqol	1	1	1	"{""B"":1}"
RIGHT	okeeey	1	1	1	"{""P"":1}"
RIGHT	okeey	1	1	1	"{""S"":1}"
RIGHT	okes	1	1	1	"{""H"":1}"
RIGHT	oky	1	1	1	"{""S"":1}"
RIGHT	olain	1	1	1	"{""B"":1}"
RIGHT	oldaiin	1	1	1	"{""H"":1}"
RIGHT	olkaiin	1	1	1	"{""S"":1}"
RIGHT	olkain	1	1	1	"{""B"":1}"
RIGHT	olkeey	1	1	1	"{""B"":1}"
RIGHT	oloqorain	1	1	1	"{""C"":1}"
RIGHT	ols	1	1	1	"{""B"":1}"
RIGHT	olshdy	1	1	1	"{""B"":1}"
RIGHT	olsheedy	1	1	1	"{""B"":1}"
RIGHT	olsheey	1	1	1	"{""B"":1}"
RIGHT	ory	1	1	1	"{""B"":1}"
RIGHT	otaiin	1	1	1	"{""H"":1}"
RIGHT	otchdy	1	1	1	"{""B"":1}"
RIGHT	otchy	1	1	1	"{""H"":1}"
RIGHT	otlaiin	1	1	1	"{""S"":1}"
RIGHT	pchedy	1	1	1	"{""B"":1}"
RIGHT	qockhey	1	1	1	"{""B"":1}"
RIGHT	qokaiin	1	1	1	"{""B"":1}"
RIGHT	qokar	1	1	1	"{""B"":1}"
RIGHT	qokeedy	1	1	1	"{""B"":1}"
RIGHT	qokeey	1	1	1	"{""P"":1}"
RIGHT	qoly	1	1	1	"{""B"":1}"
RIGHT	qoteedy	1	1	1	"{""S"":1}"
RIGHT	rain	1	1	1	"{""S"":1}"
RIGHT	rar	1	1	1	"{""S"":1}"
RIGHT	rol	1	1	1	"{""B"":1}"
RIGHT	rsheedy	1	1	1	"{""B"":1}"
RIGHT	schodchy	1	1	1	"{""H"":1}"
RIGHT	shal	1	1	1	"{""B"":1}"
RIGHT	sham	1	1	1	"{""B"":1}"
RIGHT	shdair	1	1	1	"{""T"":1}"
RIGHT	sheckhal	1	1	1	"{""B"":1}"
RIGHT	sheckhy	1	1	1	"{""B"":1}"
RIGHT	shedar	1	1	1	"{""H"":1}"
RIGHT	sheeol	1	1	1	"{""P"":1}"
RIGHT	sheeoy	1	1	1	"{""P"":1}"
RIGHT	shees	1	1	1	"{""B"":1}"
RIGHT	sheockhey	1	1	1	"{""S"":1}"
RIGHT	sheoly	1	1	1	"{""C"":1}"
RIGHT	sho	1	1	1	"{""H"":1}"
RIGHT	shodain	1	1	1	"{""P"":1}"
RIGHT	shol	1	1	1	"{""H"":1}"
RIGHT	sshr	1	1	1	"{""P"":1}"
RIGHT	tchdy	1	1	1	"{""S"":1}"
RIGHT	tedy	1	1	1	"{""B"":1}"
RIGHT	teedy	1	1	1	"{""H"":1}"
RIGHT	teey	1	1	1	"{""H"":1}"
RIGHT	teody	1	1	1	"{""T"":1}"
RIGHT	ytedy	1	1	1	"{""H"":1}"
RIGHT	ytol	1	1	1	"{""T"":1}"
