exercise_id	renderer_id	token_position	source_master_card	selected_visible_surface	recovered_master_card	selection_reason	token_roundtrip
X05	R-A	3	aiin	aiin	aiin	master head	PASS
X05	R-A	4	al	al	al	master head	PASS
X05	R-B	1	otchey	otchey	otchey	prefer a registered q entry	PASS
X05	R-B	2	choky	qoky	choky	prefer a registered q entry	PASS
X05	R-B	3	aiin	aiin	aiin	prefer a registered q entry	PASS
X05	R-B	4	al	al	al	prefer a registered q entry	PASS
X05	R-C	1	otchey	otchey	otchey	prefer a registered sh or s continuation	PASS
X05	R-C	2	choky	choky	choky	prefer a registered sh or s continuation	PASS
X05	R-C	3	aiin	saiin	aiin	prefer a registered sh or s continuation	PASS
X05	R-C	4	al	sal	al	prefer a registered sh or s continuation	PASS
X05	R-D	1	otchey	otchey	otchey	prefer the shortest registered surface	PASS
X05	R-D	2	choky	oky	choky	prefer the shortest registered surface	PASS
X05	R-D	3	aiin	aiin	aiin	prefer the shortest registered surface	PASS
X05	R-D	4	al	al	al	prefer the shortest registered surface	PASS
X06	R-A	1	chey	chey	chey	master head	PASS
X06	R-A	2	aiin	aiin	aiin	master head	PASS
X06	R-A	3	chey	chey	chey	master head	PASS
X06	R-B	1	chey	chey	chey	prefer a registered q entry	PASS
X06	R-B	2	aiin	aiin	aiin	prefer a registered q entry	PASS
X06	R-B	3	chey	chey	chey	prefer a registered q entry	PASS
X06	R-C	1	chey	shy	chey	prefer a registered sh or s continuation	PASS
X06	R-C	2	aiin	saiin	aiin	prefer a registered sh or s continuation	PASS
X06	R-C	3	chey	shy	chey	prefer a registered sh or s continuation	PASS
X06	R-D	1	chey	y	chey	prefer the shortest registered surface	PASS
X06	R-D	2	aiin	aiin	aiin	prefer the shortest registered surface	PASS
X06	R-D	3	chey	y	chey	prefer the shortest registered surface	PASS
X07	R-A	1	cheol	cheol	cheol	master head	PASS
X07	R-A	2	cholor	cholor	cholor	master head	PASS
X07	R-A	3	cheol	cheol	cheol	master head	PASS
X07	R-B	1	cheol	qol	cheol	prefer a registered q entry	PASS
X07	R-B	2	cholor	cholor	cholor	prefer a registered q entry	PASS
X07	R-B	3	cheol	qol	cheol	prefer a registered q entry	PASS
X07	R-C	1	cheol	sol	cheol	prefer a registered sh or s continuation	PASS
X07	R-C	2	cholor	cholor	cholor	prefer a registered sh or s continuation	PASS
X07	R-C	3	cheol	sol	cheol	prefer a registered sh or s continuation	PASS
X07	R-D	1	cheol	ol	cheol	prefer the shortest registered surface	PASS
X07	R-D	2	cholor	olor	cholor	prefer the shortest registered surface	PASS
X07	R-D	3	cheol	ol	cheol	prefer the shortest registered surface	PASS
X08	R-A	1	okaiin	okaiin	okaiin	master head	PASS
X08	R-A	2	char	char	char	master head	PASS
X08	R-A	3	al	al	al	master head	PASS
X08	R-A	4	checthy	checthy	checthy	master head	PASS
X08	R-A	5	oldy	oldy	oldy	master head	PASS
X08	R-B	1	okaiin	qokaiin	okaiin	prefer a registered q entry	PASS
X08	R-B	2	char	char	char	prefer a registered q entry	PASS
X08	R-B	3	al	al	al	prefer a registered q entry	PASS
X08	R-B	4	checthy	checthy	checthy	prefer a registered q entry	PASS
X08	R-B	5	oldy	oldy	oldy	prefer a registered q entry	PASS
X08	R-C	1	okaiin	okaiin	okaiin	prefer a registered sh or s continuation	PASS
X08	R-C	2	char	sar	char	prefer a registered sh or s continuation	PASS
X08	R-C	3	al	sal	al	prefer a registered sh or s continuation	PASS
X08	R-C	4	checthy	shcthy	checthy	prefer a registered sh or s continuation	PASS
X08	R-C	5	oldy	oldy	oldy	prefer a registered sh or s continuation	PASS
X08	R-D	1	okaiin	okaiin	okaiin	prefer the shortest registered surface	PASS
X08	R-D	2	char	dar	char	prefer the shortest registered surface	PASS
X08	R-D	3	al	al	al	prefer the shortest registered surface	PASS
X08	R-D	4	checthy	cthy	checthy	prefer the shortest registered surface	PASS
X08	R-D	5	oldy	oldy	oldy	prefer the shortest registered surface	PASS
X09	R-A	1	chdy	chdy	chdy	master head	PASS
X09	R-A	2	otchey	otchey	otchey	master head	PASS
X09	R-A	3	choky	choky	choky	master head	PASS
X09	R-A	4	cheol	cheol	cheol	master head	PASS
X09	R-B	1	chdy	chdy	chdy	prefer a registered q entry	PASS
X09	R-B	2	otchey	otchey	otchey	prefer a registered q entry	PASS
X09	R-B	3	choky	qoky	choky	prefer a registered q entry	PASS
X09	R-B	4	cheol	qol	cheol	prefer a registered q entry	PASS
X09	R-C	1	chdy	chdy	chdy	prefer a registered sh or s continuation	PASS
X09	R-C	2	otchey	otchey	otchey	prefer a registered sh or s continuation	PASS
X09	R-C	3	choky	choky	choky	prefer a registered sh or s continuation	PASS
X09	R-C	4	cheol	sol	cheol	prefer a registered sh or s continuation	PASS
X09	R-D	1	chdy	chdy	chdy	prefer the shortest registered surface	PASS
X09	R-D	2	otchey	otchey	otchey	prefer the shortest registered surface	PASS
X09	R-D	3	choky	oky	choky	prefer the shortest registered surface	PASS
X09	R-D	4	cheol	ol	cheol	prefer the shortest registered surface	PASS
X10	R-A	1	al	al	al	master head	PASS
X10	R-A	2	aiin	aiin	aiin	master head	PASS
X10	R-A	3	okaiin	okaiin	okaiin	master head	PASS
X10	R-B	1	al	al	al	prefer a registered q entry	PASS
X10	R-B	2	aiin	aiin	aiin	prefer a registered q entry	PASS
X10	R-B	3	okaiin	qokaiin	okaiin	prefer a registered q entry	PASS
X10	R-C	1	al	sal	al	prefer a registered sh or s continuation	PASS
X10	R-C	2	aiin	saiin	aiin	prefer a registered sh or s continuation	PASS
X10	R-C	3	okaiin	okaiin	okaiin	prefer a registered sh or s continuation	PASS
X10	R-D	1	al	al	al	prefer the shortest registered surface	PASS
X10	R-D	2	aiin	aiin	aiin	prefer the shortest registered surface	PASS
X10	R-D	3	okaiin	okaiin	okaiin	prefer the shortest registered surface	PASS
X11	R-A	1	choky	choky	choky	master head	PASS
X11	R-A	2	cheey	cheey	cheey	master head	PASS
X11	R-A	3	oldy	oldy	oldy	master head	PASS
X11	R-B	1	choky	qoky	choky	prefer a registered q entry	PASS
X11	R-B	2	cheey	cheey	cheey	prefer a registered q entry	PASS
X11	R-B	3	oldy	oldy	oldy	prefer a registered q entry	PASS
X11	R-C	1	choky	choky	choky	prefer a registered sh or s continuation	PASS
X11	R-C	2	cheey	shey	cheey	prefer a registered sh or s continuation	PASS
X11	R-C	3	oldy	oldy	oldy	prefer a registered sh or s continuation	PASS
X11	R-D	1	choky	oky	choky	prefer the shortest registered surface	PASS
X11	R-D	2	cheey	shey	cheey	prefer the shortest registered surface	PASS
X11	R-D	3	oldy	oldy	oldy	prefer the shortest registered surface	PASS
X12	R-A	1	okaiin	okaiin	okaiin	master head	PASS
X12	R-A	2	okal	okal	okal	master head	PASS
X12	R-A	3	char	char	char	master head	PASS
X12	R-A	4	cheol	cheol	cheol	master head	PASS
X12	R-A	5	aiin	aiin	aiin	master head	PASS
X12	R-B	1	okaiin	qokaiin	okaiin	prefer a registered q entry	PASS
X12	R-B	2	okal	qokal	okal	prefer a registered q entry	PASS
X12	R-B	3	char	char	char	prefer a registered q entry	PASS
X12	R-B	4	cheol	qol	cheol	prefer a registered q entry	PASS
X12	R-B	5	aiin	aiin	aiin	prefer a registered q entry	PASS
X12	R-C	1	okaiin	okaiin	okaiin	prefer a registered sh or s continuation	PASS
X12	R-C	2	okal	okal	okal	prefer a registered sh or s continuation	PASS
X12	R-C	3	char	sar	char	prefer a registered sh or s continuation	PASS
X12	R-C	4	cheol	sol	cheol	prefer a registered sh or s continuation	PASS
X12	R-C	5	aiin	saiin	aiin	prefer a registered sh or s continuation	PASS
X12	R-D	1	okaiin	okaiin	okaiin	prefer the shortest registered surface	PASS
X12	R-D	2	okal	okal	okal	prefer the shortest registered surface	PASS
X12	R-D	3	char	dar	char	prefer the shortest registered surface	PASS
X12	R-D	4	cheol	ol	cheol	prefer the shortest registered surface	PASS
X12	R-D	5	aiin	aiin	aiin	prefer the shortest registered surface	PASS
