bundle_id	bundle_ordinal	physical_page	register	locus	owner_de	event_count	source_event_ids	surface_sequence	recipe_sequence	literal_working_reading_de	learned_name_event_count	explicit_action_root_count	coordinate_repair_count	instruction_repair_count	catalogue_repair_count	best_models	selected_model	selection_reason	coordinate_bundle_reading_de	instruction_bundle_reading_de	catalogue_bundle_reading_de	selected_bundle_reading_de	claim_status
G474-B011	11	f71v	CELESTIAL	f71v.11	Name oder Kennung fuer erste lokale Figuren-/Sternringgruppe	2	P1003-E0609|P1003-E0610	opalor|ar	AL+OR / AR	[STERNSTELLENNAME:op] · ZIELORT · EINHEIT / AUSGANG	1	0	0	2	0	COORDINATE|CATALOGUE	CATALOGUE	VISIBLE_NAME_BREAKS_TIE_TO_CATALOGUE	1. Adressspur: Sternstelle »op« → Zielposition → Positionseinheit. 2. Adressspur: Ausgangsposition.	1. Beziehe den Sternstelleneintrag »op« und die Positionseinheit zur Zielposition. 2. Beziehe den Eintrag von der Ausgangsposition.	1. Sternstelle »op« — Zielzuordnung, Einheitsangabe. 2. Eintrag »ar« — Ausgangszuordnung.	1. Sternstelle »op« — Zielzuordnung, Einheitsangabe. 2. Eintrag »ar« — Ausgangszuordnung.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B012	12	f71v	CELESTIAL	f71v.13	Name oder Kennung fuer zweite lokale Figuren-/Sternringgruppe	1	P1003-E0641	ofaom	O+LOCAL_CHAR_F	AUSFÜHRUNG · HIER · [STERNSTELLENNAME:aom]	1	0	1	1	0	CATALOGUE	CATALOGUE	UNIQUE_LOWEST_REPAIR	Adressspur: Ausführungspunkt → hier → Sternstelle »aom«.	Beziehe den Sternstelleneintrag »aom«, als Ausführung an der bezeichneten Stelle.	Sternstelle »aom« — Ausführungsvermerk, Hier-Vermerk.	Sternstelle »aom« — Ausführungsvermerk, Hier-Vermerk.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B013	13	f71v	CELESTIAL	f71v.14	Name oder Kennung fuer zweite lokale Figuren-/Sternringgruppe	1	P1003-E0642	otalody	OT+AL	DANACH · ZIELORT · [STERNSTELLENNAME:ody]	1	0	0	1	0	COORDINATE|CATALOGUE	CATALOGUE	VISIBLE_NAME_BREAKS_TIE_TO_CATALOGUE	Adressspur: danach → Zielposition → Sternstelle »ody«.	Danach beziehe den Sternstelleneintrag »ody« zur Zielposition.	Sternstelle »ody« — Folgevermerk, Zielzuordnung.	Sternstelle »ody« — Folgevermerk, Zielzuordnung.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B014	14	f71v	CELESTIAL	f71v.15	Name oder Kennung fuer zweite lokale Figuren-/Sternringgruppe	1	P1003-E0643	otalaiin	OT+AL+AIIN	DANACH · ZIELORT · WERT	0	0	0	1	1	COORDINATE	COORDINATE	UNIQUE_LOWEST_REPAIR	Adressspur: danach → Zielposition → Positionswert.	Danach beziehe den Positionswert zur Zielposition.	Eintrag »otalaiin« — Folgevermerk, Zielzuordnung, Wertangabe.	Adressspur: danach → Zielposition → Positionswert.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B015	15	f71v	CELESTIAL	f71v.16	Name oder Kennung fuer zweite lokale Figuren-/Sternringgruppe	2	P1003-E0644|P1003-E0645	otar|shar	OT+AR / SH+AR	DANACH · AUSGANG / HALTEN · AUSGANG	0	1	1	1	3	COORDINATE|INSTRUCTION	INSTRUCTION	EXPLICIT_ACTION_BREAKS_TIE_TO_INSTRUCTION	1. Adressspur: danach → Ausgangsposition. 2. Adressspur: Haltepunkt → Ausgangsposition.	1. Danach beziehe den Eintrag von der Ausgangsposition. 2. Halte den Eintrag von der Ausgangsposition.	1. Eintrag »otar« — Folgevermerk, Ausgangszuordnung. 2. Eintrag »shar« — Haltevermerk, Ausgangszuordnung.	1. Danach beziehe den Eintrag von der Ausgangsposition. 2. Halte den Eintrag von der Ausgangsposition.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B016	16	f71v	CELESTIAL	f71v.17	Name oder Kennung fuer zweite lokale Figuren-/Sternringgruppe	1	P1003-E0646	sholshdy	SH+OL+SH	HALTEN · FORTSETZEN · HALTEN · [STERNSTELLENNAME:dy]	1	2	2	0	2	INSTRUCTION	INSTRUCTION	UNIQUE_LOWEST_REPAIR	Adressspur: Haltepunkt → weiter → Haltepunkt → Sternstelle »dy«.	Weiter halte den Sternstelleneintrag »dy« und halte den Sternstelleneintrag »dy«.	Sternstelle »dy« — Haltevermerk, Fortsetzungsvermerk, Haltevermerk.	Weiter halte den Sternstelleneintrag »dy« und halte den Sternstelleneintrag »dy«.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B017	17	f72r	CELESTIAL	f72r1.2	lokale Kennung für Tierkreis-Ringgruppe A	1	P1008-E0127	oshodady	SH	[STERNSTELLENNAME:o] · HALTEN · [STERNSTELLENNAME:odady]	1	1	1	0	1	INSTRUCTION	INSTRUCTION	UNIQUE_LOWEST_REPAIR	Adressspur: Sternstelle »o« → Haltepunkt → Sternstelle »odady«.	Halte den Sternstelleneintrag »o« und den Sternstelleneintrag »odady«.	Sternstelle »o« / Sternstelle »odady« — Haltevermerk.	Halte den Sternstelleneintrag »o« und den Sternstelleneintrag »odady«.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B018	18	f72r	CELESTIAL	f72r1.3	lokale Kennung für Tierkreis-Ringgruppe A	1	P1008-E0128	chdaiirdainy	AIN+Y	[STERNSTELLENNAME:chdaiird] · ANTEIL · POSTEN	1	0	0	1	0	COORDINATE|CATALOGUE	CATALOGUE	VISIBLE_NAME_BREAKS_TIE_TO_CATALOGUE	Adressspur: Sternstelle »chdaiird« → Sektoranteil → Positionsposten.	Beziehe den Sternstelleneintrag »chdaiird«, den Sektoranteil und den Positionsposten.	Sternstelle »chdaiird« — Anteilsangabe, Postenangabe.	Sternstelle »chdaiird« — Anteilsangabe, Postenangabe.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B019	19	f72r	CELESTIAL	f72r1.4	lokale Kennung für Tierkreis-Ringgruppe A	3	P1008-E0129|P1008-E0130|P1008-E0131	oaiin|ar|ary	O+AIIN / AR / AR+Y	AUSFÜHRUNG · WERT / AUSGANG / AUSGANG · POSTEN	0	0	1	3	3	COORDINATE	COORDINATE	UNIQUE_LOWEST_REPAIR	1. Adressspur: Ausführungspunkt → Positionswert. 2. Adressspur: Ausgangsposition. 3. Adressspur: Ausgangsposition → Positionsposten.	1. Beziehe den Positionswert, als Ausführung. 2. Beziehe den Eintrag von der Ausgangsposition. 3. Beziehe den Positionsposten von der Ausgangsposition.	1. Eintrag »oaiin« — Ausführungsvermerk, Wertangabe. 2. Eintrag »ar« — Ausgangszuordnung. 3. Eintrag »ary« — Ausgangszuordnung, Postenangabe.	1. Adressspur: Ausführungspunkt → Positionswert. 2. Adressspur: Ausgangsposition. 3. Adressspur: Ausgangsposition → Positionsposten.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B020	20	f72r	CELESTIAL	f72r1.5	lokale Kennung für Tierkreis-Ringgruppe A	1	P1008-E0132	okalam	OK+AL+AM_ADDR	SETZEN · ZIELORT · HIER	0	1	1	0	2	INSTRUCTION	INSTRUCTION	UNIQUE_LOWEST_REPAIR	Adressspur: Setzpunkt → Zielposition → hier.	Setze den Eintrag zur Zielposition an der bezeichneten Stelle.	Eintrag »okalam« — Setzvermerk, Zielzuordnung, Hier-Vermerk.	Setze den Eintrag zur Zielposition an der bezeichneten Stelle.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B021	21	f72r	CELESTIAL	f72r1.6	lokale Kennung für Tierkreis-Ringgruppe A	1	P1008-E0133	ytalshdy	AL+SH	[STERNSTELLENNAME:yt] · ZIELORT · HALTEN · [STERNSTELLENNAME:dy]	1	1	1	0	1	INSTRUCTION	INSTRUCTION	UNIQUE_LOWEST_REPAIR	Adressspur: Sternstelle »yt« → Zielposition → Haltepunkt → Sternstelle »dy«.	Halte den Sternstelleneintrag »yt« und den Sternstelleneintrag »dy« zur Zielposition.	Sternstelle »yt« / Sternstelle »dy« — Zielzuordnung, Haltevermerk.	Halte den Sternstelleneintrag »yt« und den Sternstelleneintrag »dy« zur Zielposition.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B022	22	f72r	CELESTIAL	f72r1.7	lokale Kennung für Tierkreis-Ringgruppe A	2	P1008-E0134|P1008-E0135	char|alif	AR / AL	AUSGANG / ZIELORT · [STERNSTELLENNAME:if]	1	0	0	2	0	COORDINATE|CATALOGUE	CATALOGUE	VISIBLE_NAME_BREAKS_TIE_TO_CATALOGUE	1. Adressspur: Ausgangsposition. 2. Adressspur: Zielposition → Sternstelle »if«.	1. Beziehe den Eintrag von der Ausgangsposition. 2. Beziehe den Sternstelleneintrag »if« zur Zielposition.	1. Eintrag »char« — Ausgangszuordnung. 2. Sternstelle »if« — Zielzuordnung.	1. Eintrag »char« — Ausgangszuordnung. 2. Sternstelle »if« — Zielzuordnung.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B023	23	f72r	CELESTIAL	f72r1.8	lokale Kennung für Tierkreis-Ringgruppe A	1	P1008-E0136	otaraldy	OT+AR+AL+Y	DANACH · AUSGANG · ZIELORT · POSTEN	0	0	0	1	1	COORDINATE	COORDINATE	UNIQUE_LOWEST_REPAIR	Adressspur: danach → Ausgangsposition → Zielposition → Positionsposten.	Danach beziehe den Positionsposten von der Ausgangsposition und zur Zielposition.	Eintrag »otaraldy« — Folgevermerk, Ausgangszuordnung, Zielzuordnung, Postenangabe.	Adressspur: danach → Ausgangsposition → Zielposition → Positionsposten.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B024	24	f72r	CELESTIAL	f72r1.9	lokale Kennung für Tierkreis-Ringgruppe A	2	P1008-E0137|P1008-E0138	otaiin|otain	OT+AIIN / OT+AIN	DANACH · WERT / DANACH · ANTEIL	0	0	0	2	2	COORDINATE	COORDINATE	UNIQUE_LOWEST_REPAIR	1. Adressspur: danach → Positionswert. 2. Adressspur: danach → Sektoranteil.	1. Danach beziehe den Positionswert. 2. Danach beziehe den Sektoranteil.	1. Eintrag »otaiin« — Folgevermerk, Wertangabe. 2. Eintrag »otain« — Folgevermerk, Anteilsangabe.	1. Adressspur: danach → Positionswert. 2. Adressspur: danach → Sektoranteil.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B025	25	f72r	CELESTIAL	f72r1.10	lokale Kennung für Tierkreis-Ringgruppe A	3	P1008-E0139|P1008-E0140|P1008-E0141	otalef|ys|ainam	OT+AL / Y+S / AIN+AM_ADDR	DANACH · ZIELORT · [STERNSTELLENNAME:ef] / POSTEN · WÄHLEN / ANTEIL · HIER	1	1	1	1	2	COORDINATE|INSTRUCTION	INSTRUCTION	EXPLICIT_ACTION_BREAKS_TIE_TO_INSTRUCTION	1. Adressspur: danach → Zielposition → Sternstelle »ef«. 2. Adressspur: Positionsposten → Auswahlpunkt. 3. Adressspur: Sektoranteil → hier.	1. Danach beziehe den Sternstelleneintrag »ef« zur Zielposition. 2. Wähle den Positionsposten. 3. Im selben Gang wähle den Sektoranteil an der bezeichneten Stelle.	1. Sternstelle »ef« — Folgevermerk, Zielzuordnung. 2. Eintrag »ys« — Postenangabe, Auswahlvermerk. 3. Eintrag »ainam« — Anteilsangabe, Hier-Vermerk.	1. Danach beziehe den Sternstelleneintrag »ef« zur Zielposition. 2. Wähle den Positionsposten. 3. Im selben Gang wähle den Sektoranteil an der bezeichneten Stelle.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B026	26	f72r	CELESTIAL	f72r1.11	lokale Kennung für Tierkreis-Ringgruppe A	2	P1008-E0142|P1008-E0143	ochol|sharam	O+OL / SH+AR+AM_ADDR	AUSFÜHRUNG · FORTSETZEN / HALTEN · AUSGANG · HIER	0	1	2	1	3	INSTRUCTION	INSTRUCTION	UNIQUE_LOWEST_REPAIR	1. Adressspur: Ausführungspunkt → weiter. 2. Adressspur: Haltepunkt → Ausgangsposition → hier.	1. Weiter beziehe den Eintrag, als Ausführung. 2. Halte den Eintrag von der Ausgangsposition an der bezeichneten Stelle.	1. Eintrag »ochol« — Ausführungsvermerk, Fortsetzungsvermerk. 2. Eintrag »sharam« — Haltevermerk, Ausgangszuordnung, Hier-Vermerk.	1. Weiter beziehe den Eintrag, als Ausführung. 2. Halte den Eintrag von der Ausgangsposition an der bezeichneten Stelle.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B027	27	f72r	CELESTIAL	f72r1.13	lokale Kennung für Tierkreis-Ringgruppe B	1	P1008-E0171	ofaralar	O+LOCAL_CHAR_F+AR+AL+AR	AUSFÜHRUNG · HIER · AUSGANG · ZIELORT · AUSGANG	0	0	1	1	1	COORDINATE|INSTRUCTION|CATALOGUE	COORDINATE	ADDRESS_DEFAULT_BREAKS_TIE_TO_COORDINATE	Adressspur: Ausführungspunkt → hier → Ausgangsposition → Zielposition → Ausgangsposition.	Beziehe den Eintrag von der Ausgangsposition [außen], zur Zielposition und von der Ausgangsposition [innen], als Ausführung an der bezeichneten Stelle.	Eintrag »ofaralar« — Ausführungsvermerk, Hier-Vermerk, Ausgangszuordnung, Zielzuordnung, Ausgangszuordnung.	Adressspur: Ausführungspunkt → hier → Ausgangsposition → Zielposition → Ausgangsposition.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B028	28	f72r	CELESTIAL	f72r1.14	lokale Kennung für Tierkreis-Ringgruppe B	1	P1008-E0172	otchoshy	OT+Y	DANACH · [STERNSTELLENNAME:cho] · POSTEN	1	0	0	1	0	COORDINATE|CATALOGUE	CATALOGUE	VISIBLE_NAME_BREAKS_TIE_TO_CATALOGUE	Adressspur: danach → Sternstelle »cho« → Positionsposten.	Danach beziehe den Sternstelleneintrag »cho« und den Positionsposten.	Sternstelle »cho« — Folgevermerk, Postenangabe.	Sternstelle »cho« — Folgevermerk, Postenangabe.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B029	29	f72r	CELESTIAL	f72r1.15	lokale Kennung für Tierkreis-Ringgruppe B	1	P1008-E0173	otchdal	OT+AL	DANACH · [STERNSTELLENNAME:ch] · ZIELORT	1	0	0	1	0	COORDINATE|CATALOGUE	CATALOGUE	VISIBLE_NAME_BREAKS_TIE_TO_CATALOGUE	Adressspur: danach → Sternstelle »ch« → Zielposition.	Danach beziehe den Sternstelleneintrag »ch« zur Zielposition.	Sternstelle »ch« — Folgevermerk, Zielzuordnung.	Sternstelle »ch« — Folgevermerk, Zielzuordnung.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B030	30	f72r	CELESTIAL	f72r1.16	lokale Kennung für Tierkreis-Ringgruppe B	2	P1008-E0174|P1008-E0175	okeey|ary	OK+EE+Y / AR+Y	SETZEN · GRAD II · POSTEN / AUSGANG · POSTEN	0	1	1	0	3	INSTRUCTION	INSTRUCTION	UNIQUE_LOWEST_REPAIR	1. Adressspur: Setzpunkt → Grad II → Positionsposten. 2. Adressspur: Ausgangsposition → Positionsposten.	1. Setze den Positionsposten, auf Grad II. 2. Im selben Gang setze den Positionsposten von der Ausgangsposition.	1. Eintrag »okeey« — Setzvermerk, Grad II, Postenangabe. 2. Eintrag »ary« — Ausgangszuordnung, Postenangabe.	1. Setze den Positionsposten, auf Grad II. 2. Im selben Gang setze den Positionsposten von der Ausgangsposition.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B031	31	f72r	CELESTIAL	f72r1.17	lokale Kennung für Tierkreis-Ringgruppe B	1	P1008-E0176	otainy	OT+AIN+Y	DANACH · ANTEIL · POSTEN	0	0	0	1	1	COORDINATE	COORDINATE	UNIQUE_LOWEST_REPAIR	Adressspur: danach → Sektoranteil → Positionsposten.	Danach beziehe den Sektoranteil und den Positionsposten.	Eintrag »otainy« — Folgevermerk, Anteilsangabe, Postenangabe.	Adressspur: danach → Sektoranteil → Positionsposten.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B032	32	f72r	CELESTIAL	f72r2.1	lokale Kennung für Tierkreis-Ringgruppe D	1	P1008-E0190	ofchdamy	O+LOCAL_CHAR_F	AUSFÜHRUNG · HIER · [STERNSTELLENNAME:chdamy]	1	0	1	1	0	CATALOGUE	CATALOGUE	UNIQUE_LOWEST_REPAIR	Adressspur: Ausführungspunkt → hier → Sternstelle »chdamy«.	Beziehe den Sternstelleneintrag »chdamy«, als Ausführung an der bezeichneten Stelle.	Sternstelle »chdamy« — Ausführungsvermerk, Hier-Vermerk.	Sternstelle »chdamy« — Ausführungsvermerk, Hier-Vermerk.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B033	33	f72r	CELESTIAL	f72r2.2	lokale Kennung für Tierkreis-Ringgruppe D	1	P1008-E0191	oklairdy	OK+AIR	SETZEN · [STERNSTELLENNAME:l] · BAHN · [STERNSTELLENNAME:dy]	1	1	1	0	1	INSTRUCTION	INSTRUCTION	UNIQUE_LOWEST_REPAIR	Adressspur: Setzpunkt → Sternstelle »l« → Ringbahn → Sternstelle »dy«.	Setze den Sternstelleneintrag »l« und den Sternstelleneintrag »dy« entlang der Ringbahn.	Sternstelle »l« / Sternstelle »dy« — Setzvermerk, Bahnvermerk.	Setze den Sternstelleneintrag »l« und den Sternstelleneintrag »dy« entlang der Ringbahn.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B034	34	f72r	CELESTIAL	f72r2.3	lokale Kennung für Tierkreis-Ringgruppe D	1	P1008-E0192	okaram	OK+AR+AM_ADDR	SETZEN · AUSGANG · HIER	0	1	1	0	2	INSTRUCTION	INSTRUCTION	UNIQUE_LOWEST_REPAIR	Adressspur: Setzpunkt → Ausgangsposition → hier.	Setze den Eintrag von der Ausgangsposition an der bezeichneten Stelle.	Eintrag »okaram« — Setzvermerk, Ausgangszuordnung, Hier-Vermerk.	Setze den Eintrag von der Ausgangsposition an der bezeichneten Stelle.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B035	35	f72r	CELESTIAL	f72r2.4	lokale Kennung für Tierkreis-Ringgruppe D	1	P1008-E0193	okairy	OK+AIR	SETZEN · BAHN · [STERNSTELLENNAME:y]	1	1	1	0	1	INSTRUCTION	INSTRUCTION	UNIQUE_LOWEST_REPAIR	Adressspur: Setzpunkt → Ringbahn → Sternstelle »y«.	Setze den Sternstelleneintrag »y« entlang der Ringbahn.	Sternstelle »y« — Setzvermerk, Bahnvermerk.	Setze den Sternstelleneintrag »y« entlang der Ringbahn.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
