triptych_event_id	bundle_id	event_ordinal_in_bundle	source_event_id	physical_page	register	locus	surface	working_recipe	literal_working_reading_de	coordinate_event_reading_de	instruction_event_reading_de	catalogue_event_reading_de	bundle_selected_model	selected_event_reading_de	component_meaning_change	learned_name_change
G474-E011	G474-B009	1	P1003-E0603	f71v	CELESTIAL	f71v.9	otar	OT+AR	DANACH · AUSGANG	Adressspur: danach → Ausgangsposition.	Danach beziehe den Eintrag von der Ausgangsposition.	Eintrag »otar« — Folgevermerk, Ausgangszuordnung.	COORDINATE	Adressspur: danach → Ausgangsposition.	NO	NO
G474-E012	G474-B009	2	P1003-E0604	f71v	CELESTIAL	f71v.9	ar	AR	AUSGANG	Adressspur: Ausgangsposition.	Beziehe den Eintrag von der Ausgangsposition.	Eintrag »ar« — Ausgangszuordnung.	COORDINATE	Adressspur: Ausgangsposition.	NO	NO
G474-E013	G474-B009	3	P1003-E0605	f71v	CELESTIAL	f71v.9	aly	AL+Y	ZIELORT · POSTEN	Adressspur: Zielposition → Positionsposten.	Beziehe den Positionsposten zur Zielposition.	Eintrag »aly« — Zielzuordnung, Postenangabe.	COORDINATE	Adressspur: Zielposition → Positionsposten.	NO	NO
G474-E014	G474-B010	1	P1003-E0606	f71v	CELESTIAL	f71v.10	opalar	AL+AR	[STERNSTELLENNAME:op] · ZIELORT · AUSGANG	Adressspur: Sternstelle »op« → Zielposition → Ausgangsposition.	Beziehe den Sternstelleneintrag »op« zur Zielposition und von der Ausgangsposition.	Sternstelle »op« — Zielzuordnung, Ausgangszuordnung.	COORDINATE	Adressspur: Sternstelle »op« → Zielposition → Ausgangsposition.	NO	NO
G474-E015	G474-B010	2	P1003-E0607	f71v	CELESTIAL	f71v.10	am	AM_ADDR	HIER	Adressspur: hier.	Beziehe den Eintrag an der bezeichneten Stelle.	Eintrag »am« — Hier-Vermerk.	COORDINATE	Adressspur: hier.	NO	NO
G474-E016	G474-B010	3	P1003-E0608	f71v	CELESTIAL	f71v.10	dan	AIN	ANTEIL	Adressspur: Sektoranteil.	Beziehe den Sektoranteil.	Eintrag »dan« — Anteilsangabe.	COORDINATE	Adressspur: Sektoranteil.	NO	NO
G474-E017	G474-B011	1	P1003-E0609	f71v	CELESTIAL	f71v.11	opalor	AL+OR	[STERNSTELLENNAME:op] · ZIELORT · EINHEIT	Adressspur: Sternstelle »op« → Zielposition → Positionseinheit.	Beziehe den Sternstelleneintrag »op« und die Positionseinheit zur Zielposition.	Sternstelle »op« — Zielzuordnung, Einheitsangabe.	CATALOGUE	Sternstelle »op« — Zielzuordnung, Einheitsangabe.	NO	NO
G474-E018	G474-B011	2	P1003-E0610	f71v	CELESTIAL	f71v.11	ar	AR	AUSGANG	Adressspur: Ausgangsposition.	Beziehe den Eintrag von der Ausgangsposition.	Eintrag »ar« — Ausgangszuordnung.	CATALOGUE	Eintrag »ar« — Ausgangszuordnung.	NO	NO
G474-E019	G474-B012	1	P1003-E0641	f71v	CELESTIAL	f71v.13	ofaom	O+LOCAL_CHAR_F	AUSFÜHRUNG · HIER · [STERNSTELLENNAME:aom]	Adressspur: Ausführungspunkt → hier → Sternstelle »aom«.	Beziehe den Sternstelleneintrag »aom«, als Ausführung an der bezeichneten Stelle.	Sternstelle »aom« — Ausführungsvermerk, Hier-Vermerk.	CATALOGUE	Sternstelle »aom« — Ausführungsvermerk, Hier-Vermerk.	NO	NO
G474-E020	G474-B013	1	P1003-E0642	f71v	CELESTIAL	f71v.14	otalody	OT+AL	DANACH · ZIELORT · [STERNSTELLENNAME:ody]	Adressspur: danach → Zielposition → Sternstelle »ody«.	Danach beziehe den Sternstelleneintrag »ody« zur Zielposition.	Sternstelle »ody« — Folgevermerk, Zielzuordnung.	CATALOGUE	Sternstelle »ody« — Folgevermerk, Zielzuordnung.	NO	NO
G474-E021	G474-B014	1	P1003-E0643	f71v	CELESTIAL	f71v.15	otalaiin	OT+AL+AIIN	DANACH · ZIELORT · WERT	Adressspur: danach → Zielposition → Positionswert.	Danach beziehe den Positionswert zur Zielposition.	Eintrag »otalaiin« — Folgevermerk, Zielzuordnung, Wertangabe.	COORDINATE	Adressspur: danach → Zielposition → Positionswert.	NO	NO
G474-E022	G474-B015	1	P1003-E0644	f71v	CELESTIAL	f71v.16	otar	OT+AR	DANACH · AUSGANG	Adressspur: danach → Ausgangsposition.	Danach beziehe den Eintrag von der Ausgangsposition.	Eintrag »otar« — Folgevermerk, Ausgangszuordnung.	INSTRUCTION	Danach beziehe den Eintrag von der Ausgangsposition.	NO	NO
G474-E023	G474-B015	2	P1003-E0645	f71v	CELESTIAL	f71v.16	shar	SH+AR	HALTEN · AUSGANG	Adressspur: Haltepunkt → Ausgangsposition.	Halte den Eintrag von der Ausgangsposition.	Eintrag »shar« — Haltevermerk, Ausgangszuordnung.	INSTRUCTION	Halte den Eintrag von der Ausgangsposition.	NO	NO
G474-E024	G474-B016	1	P1003-E0646	f71v	CELESTIAL	f71v.17	sholshdy	SH+OL+SH	HALTEN · FORTSETZEN · HALTEN · [STERNSTELLENNAME:dy]	Adressspur: Haltepunkt → weiter → Haltepunkt → Sternstelle »dy«.	Weiter halte den Sternstelleneintrag »dy« und halte den Sternstelleneintrag »dy«.	Sternstelle »dy« — Haltevermerk, Fortsetzungsvermerk, Haltevermerk.	INSTRUCTION	Weiter halte den Sternstelleneintrag »dy« und halte den Sternstelleneintrag »dy«.	NO	NO
G474-E025	G474-B017	1	P1008-E0127	f72r	CELESTIAL	f72r1.2	oshodady	SH	[STERNSTELLENNAME:o] · HALTEN · [STERNSTELLENNAME:odady]	Adressspur: Sternstelle »o« → Haltepunkt → Sternstelle »odady«.	Halte den Sternstelleneintrag »o« und den Sternstelleneintrag »odady«.	Sternstelle »o« / Sternstelle »odady« — Haltevermerk.	INSTRUCTION	Halte den Sternstelleneintrag »o« und den Sternstelleneintrag »odady«.	NO	NO
G474-E026	G474-B018	1	P1008-E0128	f72r	CELESTIAL	f72r1.3	chdaiirdainy	AIN+Y	[STERNSTELLENNAME:chdaiird] · ANTEIL · POSTEN	Adressspur: Sternstelle »chdaiird« → Sektoranteil → Positionsposten.	Beziehe den Sternstelleneintrag »chdaiird«, den Sektoranteil und den Positionsposten.	Sternstelle »chdaiird« — Anteilsangabe, Postenangabe.	CATALOGUE	Sternstelle »chdaiird« — Anteilsangabe, Postenangabe.	NO	NO
G474-E027	G474-B019	1	P1008-E0129	f72r	CELESTIAL	f72r1.4	oaiin	O+AIIN	AUSFÜHRUNG · WERT	Adressspur: Ausführungspunkt → Positionswert.	Beziehe den Positionswert, als Ausführung.	Eintrag »oaiin« — Ausführungsvermerk, Wertangabe.	COORDINATE	Adressspur: Ausführungspunkt → Positionswert.	NO	NO
G474-E028	G474-B019	2	P1008-E0130	f72r	CELESTIAL	f72r1.4	ar	AR	AUSGANG	Adressspur: Ausgangsposition.	Beziehe den Eintrag von der Ausgangsposition.	Eintrag »ar« — Ausgangszuordnung.	COORDINATE	Adressspur: Ausgangsposition.	NO	NO
G474-E029	G474-B019	3	P1008-E0131	f72r	CELESTIAL	f72r1.4	ary	AR+Y	AUSGANG · POSTEN	Adressspur: Ausgangsposition → Positionsposten.	Beziehe den Positionsposten von der Ausgangsposition.	Eintrag »ary« — Ausgangszuordnung, Postenangabe.	COORDINATE	Adressspur: Ausgangsposition → Positionsposten.	NO	NO
G474-E030	G474-B020	1	P1008-E0132	f72r	CELESTIAL	f72r1.5	okalam	OK+AL+AM_ADDR	SETZEN · ZIELORT · HIER	Adressspur: Setzpunkt → Zielposition → hier.	Setze den Eintrag zur Zielposition an der bezeichneten Stelle.	Eintrag »okalam« — Setzvermerk, Zielzuordnung, Hier-Vermerk.	INSTRUCTION	Setze den Eintrag zur Zielposition an der bezeichneten Stelle.	NO	NO
G474-E031	G474-B021	1	P1008-E0133	f72r	CELESTIAL	f72r1.6	ytalshdy	AL+SH	[STERNSTELLENNAME:yt] · ZIELORT · HALTEN · [STERNSTELLENNAME:dy]	Adressspur: Sternstelle »yt« → Zielposition → Haltepunkt → Sternstelle »dy«.	Halte den Sternstelleneintrag »yt« und den Sternstelleneintrag »dy« zur Zielposition.	Sternstelle »yt« / Sternstelle »dy« — Zielzuordnung, Haltevermerk.	INSTRUCTION	Halte den Sternstelleneintrag »yt« und den Sternstelleneintrag »dy« zur Zielposition.	NO	NO
G474-E032	G474-B022	1	P1008-E0134	f72r	CELESTIAL	f72r1.7	char	AR	AUSGANG	Adressspur: Ausgangsposition.	Beziehe den Eintrag von der Ausgangsposition.	Eintrag »char« — Ausgangszuordnung.	CATALOGUE	Eintrag »char« — Ausgangszuordnung.	NO	NO
G474-E033	G474-B022	2	P1008-E0135	f72r	CELESTIAL	f72r1.7	alif	AL	ZIELORT · [STERNSTELLENNAME:if]	Adressspur: Zielposition → Sternstelle »if«.	Beziehe den Sternstelleneintrag »if« zur Zielposition.	Sternstelle »if« — Zielzuordnung.	CATALOGUE	Sternstelle »if« — Zielzuordnung.	NO	NO
G474-E034	G474-B023	1	P1008-E0136	f72r	CELESTIAL	f72r1.8	otaraldy	OT+AR+AL+Y	DANACH · AUSGANG · ZIELORT · POSTEN	Adressspur: danach → Ausgangsposition → Zielposition → Positionsposten.	Danach beziehe den Positionsposten von der Ausgangsposition und zur Zielposition.	Eintrag »otaraldy« — Folgevermerk, Ausgangszuordnung, Zielzuordnung, Postenangabe.	COORDINATE	Adressspur: danach → Ausgangsposition → Zielposition → Positionsposten.	NO	NO
G474-E035	G474-B024	1	P1008-E0137	f72r	CELESTIAL	f72r1.9	otaiin	OT+AIIN	DANACH · WERT	Adressspur: danach → Positionswert.	Danach beziehe den Positionswert.	Eintrag »otaiin« — Folgevermerk, Wertangabe.	COORDINATE	Adressspur: danach → Positionswert.	NO	NO
G474-E036	G474-B024	2	P1008-E0138	f72r	CELESTIAL	f72r1.9	otain	OT+AIN	DANACH · ANTEIL	Adressspur: danach → Sektoranteil.	Danach beziehe den Sektoranteil.	Eintrag »otain« — Folgevermerk, Anteilsangabe.	COORDINATE	Adressspur: danach → Sektoranteil.	NO	NO
G474-E037	G474-B025	1	P1008-E0139	f72r	CELESTIAL	f72r1.10	otalef	OT+AL	DANACH · ZIELORT · [STERNSTELLENNAME:ef]	Adressspur: danach → Zielposition → Sternstelle »ef«.	Danach beziehe den Sternstelleneintrag »ef« zur Zielposition.	Sternstelle »ef« — Folgevermerk, Zielzuordnung.	INSTRUCTION	Danach beziehe den Sternstelleneintrag »ef« zur Zielposition.	NO	NO
G474-E038	G474-B025	2	P1008-E0140	f72r	CELESTIAL	f72r1.10	ys	Y+S	POSTEN · WÄHLEN	Adressspur: Positionsposten → Auswahlpunkt.	Wähle den Positionsposten.	Eintrag »ys« — Postenangabe, Auswahlvermerk.	INSTRUCTION	Wähle den Positionsposten.	NO	NO
G474-E039	G474-B025	3	P1008-E0141	f72r	CELESTIAL	f72r1.10	ainam	AIN+AM_ADDR	ANTEIL · HIER	Adressspur: Sektoranteil → hier.	Im selben Gang wähle den Sektoranteil an der bezeichneten Stelle.	Eintrag »ainam« — Anteilsangabe, Hier-Vermerk.	INSTRUCTION	Im selben Gang wähle den Sektoranteil an der bezeichneten Stelle.	NO	NO
G474-E040	G474-B026	1	P1008-E0142	f72r	CELESTIAL	f72r1.11	ochol	O+OL	AUSFÜHRUNG · FORTSETZEN	Adressspur: Ausführungspunkt → weiter.	Weiter beziehe den Eintrag, als Ausführung.	Eintrag »ochol« — Ausführungsvermerk, Fortsetzungsvermerk.	INSTRUCTION	Weiter beziehe den Eintrag, als Ausführung.	NO	NO
G474-E041	G474-B026	2	P1008-E0143	f72r	CELESTIAL	f72r1.11	sharam	SH+AR+AM_ADDR	HALTEN · AUSGANG · HIER	Adressspur: Haltepunkt → Ausgangsposition → hier.	Halte den Eintrag von der Ausgangsposition an der bezeichneten Stelle.	Eintrag »sharam« — Haltevermerk, Ausgangszuordnung, Hier-Vermerk.	INSTRUCTION	Halte den Eintrag von der Ausgangsposition an der bezeichneten Stelle.	NO	NO
G474-E042	G474-B027	1	P1008-E0171	f72r	CELESTIAL	f72r1.13	ofaralar	O+LOCAL_CHAR_F+AR+AL+AR	AUSFÜHRUNG · HIER · AUSGANG · ZIELORT · AUSGANG	Adressspur: Ausführungspunkt → hier → Ausgangsposition → Zielposition → Ausgangsposition.	Beziehe den Eintrag von der Ausgangsposition [außen], zur Zielposition und von der Ausgangsposition [innen], als Ausführung an der bezeichneten Stelle.	Eintrag »ofaralar« — Ausführungsvermerk, Hier-Vermerk, Ausgangszuordnung, Zielzuordnung, Ausgangszuordnung.	COORDINATE	Adressspur: Ausführungspunkt → hier → Ausgangsposition → Zielposition → Ausgangsposition.	NO	NO
G474-E043	G474-B028	1	P1008-E0172	f72r	CELESTIAL	f72r1.14	otchoshy	OT+Y	DANACH · [STERNSTELLENNAME:cho] · POSTEN	Adressspur: danach → Sternstelle »cho« → Positionsposten.	Danach beziehe den Sternstelleneintrag »cho« und den Positionsposten.	Sternstelle »cho« — Folgevermerk, Postenangabe.	CATALOGUE	Sternstelle »cho« — Folgevermerk, Postenangabe.	NO	NO
G474-E044	G474-B029	1	P1008-E0173	f72r	CELESTIAL	f72r1.15	otchdal	OT+AL	DANACH · [STERNSTELLENNAME:ch] · ZIELORT	Adressspur: danach → Sternstelle »ch« → Zielposition.	Danach beziehe den Sternstelleneintrag »ch« zur Zielposition.	Sternstelle »ch« — Folgevermerk, Zielzuordnung.	CATALOGUE	Sternstelle »ch« — Folgevermerk, Zielzuordnung.	NO	NO
G474-E045	G474-B030	1	P1008-E0174	f72r	CELESTIAL	f72r1.16	okeey	OK+EE+Y	SETZEN · GRAD II · POSTEN	Adressspur: Setzpunkt → Grad II → Positionsposten.	Setze den Positionsposten, auf Grad II.	Eintrag »okeey« — Setzvermerk, Grad II, Postenangabe.	INSTRUCTION	Setze den Positionsposten, auf Grad II.	NO	NO
G474-E046	G474-B030	2	P1008-E0175	f72r	CELESTIAL	f72r1.16	ary	AR+Y	AUSGANG · POSTEN	Adressspur: Ausgangsposition → Positionsposten.	Im selben Gang setze den Positionsposten von der Ausgangsposition.	Eintrag »ary« — Ausgangszuordnung, Postenangabe.	INSTRUCTION	Im selben Gang setze den Positionsposten von der Ausgangsposition.	NO	NO
G474-E047	G474-B031	1	P1008-E0176	f72r	CELESTIAL	f72r1.17	otainy	OT+AIN+Y	DANACH · ANTEIL · POSTEN	Adressspur: danach → Sektoranteil → Positionsposten.	Danach beziehe den Sektoranteil und den Positionsposten.	Eintrag »otainy« — Folgevermerk, Anteilsangabe, Postenangabe.	COORDINATE	Adressspur: danach → Sektoranteil → Positionsposten.	NO	NO
G474-E048	G474-B032	1	P1008-E0190	f72r	CELESTIAL	f72r2.1	ofchdamy	O+LOCAL_CHAR_F	AUSFÜHRUNG · HIER · [STERNSTELLENNAME:chdamy]	Adressspur: Ausführungspunkt → hier → Sternstelle »chdamy«.	Beziehe den Sternstelleneintrag »chdamy«, als Ausführung an der bezeichneten Stelle.	Sternstelle »chdamy« — Ausführungsvermerk, Hier-Vermerk.	CATALOGUE	Sternstelle »chdamy« — Ausführungsvermerk, Hier-Vermerk.	NO	NO
G474-E049	G474-B033	1	P1008-E0191	f72r	CELESTIAL	f72r2.2	oklairdy	OK+AIR	SETZEN · [STERNSTELLENNAME:l] · BAHN · [STERNSTELLENNAME:dy]	Adressspur: Setzpunkt → Sternstelle »l« → Ringbahn → Sternstelle »dy«.	Setze den Sternstelleneintrag »l« und den Sternstelleneintrag »dy« entlang der Ringbahn.	Sternstelle »l« / Sternstelle »dy« — Setzvermerk, Bahnvermerk.	INSTRUCTION	Setze den Sternstelleneintrag »l« und den Sternstelleneintrag »dy« entlang der Ringbahn.	NO	NO
G474-E050	G474-B034	1	P1008-E0192	f72r	CELESTIAL	f72r2.3	okaram	OK+AR+AM_ADDR	SETZEN · AUSGANG · HIER	Adressspur: Setzpunkt → Ausgangsposition → hier.	Setze den Eintrag von der Ausgangsposition an der bezeichneten Stelle.	Eintrag »okaram« — Setzvermerk, Ausgangszuordnung, Hier-Vermerk.	INSTRUCTION	Setze den Eintrag von der Ausgangsposition an der bezeichneten Stelle.	NO	NO
G474-E051	G474-B035	1	P1008-E0193	f72r	CELESTIAL	f72r2.4	okairy	OK+AIR	SETZEN · BAHN · [STERNSTELLENNAME:y]	Adressspur: Setzpunkt → Ringbahn → Sternstelle »y«.	Setze den Sternstelleneintrag »y« entlang der Ringbahn.	Sternstelle »y« — Setzvermerk, Bahnvermerk.	INSTRUCTION	Setze den Sternstelleneintrag »y« entlang der Ringbahn.	NO	NO
G474-E052	G474-B036	1	P1008-E0194	f72r	CELESTIAL	f72r2.5	okealar	OK+AL+AR	SETZEN · [STERNSTELLENNAME:e] · ZIELORT · AUSGANG	Adressspur: Setzpunkt → Sternstelle »e« → Zielposition → Ausgangsposition.	Setze den Sternstelleneintrag »e« zur Zielposition und von der Ausgangsposition.	Sternstelle »e« — Setzvermerk, Zielzuordnung, Ausgangszuordnung.	INSTRUCTION	Setze den Sternstelleneintrag »e« zur Zielposition und von der Ausgangsposition.	NO	NO
G474-E053	G474-B037	1	P1008-E0236	f72r	CELESTIAL	f72r2.7	otaraldy	OT+AR+AL+Y	DANACH · AUSGANG · ZIELORT · POSTEN	Adressspur: danach → Ausgangsposition → Zielposition → Positionsposten.	Danach beziehe den Positionsposten von der Ausgangsposition und zur Zielposition.	Eintrag »otaraldy« — Folgevermerk, Ausgangszuordnung, Zielzuordnung, Postenangabe.	COORDINATE	Adressspur: danach → Ausgangsposition → Zielposition → Positionsposten.	NO	NO
G474-E054	G474-B038	1	P1008-E0237	f72r	CELESTIAL	f72r2.8	okalar	OK+AL+AR	SETZEN · ZIELORT · AUSGANG	Adressspur: Setzpunkt → Zielposition → Ausgangsposition.	Setze den Eintrag zur Zielposition und von der Ausgangsposition.	Eintrag »okalar« — Setzvermerk, Zielzuordnung, Ausgangszuordnung.	INSTRUCTION	Setze den Eintrag zur Zielposition und von der Ausgangsposition.	NO	NO
G474-E055	G474-B039	1	P1008-E0238	f72r	CELESTIAL	f72r2.9	okal	OK+AL	SETZEN · ZIELORT	Adressspur: Setzpunkt → Zielposition.	Setze den Eintrag zur Zielposition.	Eintrag »okal« — Setzvermerk, Zielzuordnung.	INSTRUCTION	Setze den Eintrag zur Zielposition.	NO	NO
G474-E056	G474-B040	1	P1008-E0239	f72r	CELESTIAL	f72r2.10	okaly	OK+AL+Y	SETZEN · ZIELORT · POSTEN	Adressspur: Setzpunkt → Zielposition → Positionsposten.	Setze den Positionsposten zur Zielposition.	Eintrag »okaly« — Setzvermerk, Zielzuordnung, Postenangabe.	INSTRUCTION	Setze den Positionsposten zur Zielposition.	NO	NO
G474-E057	G474-B041	1	P1008-E0240	f72r	CELESTIAL	f72r2.11	okal	OK+AL	SETZEN · ZIELORT	Adressspur: Setzpunkt → Zielposition.	Setze den Eintrag zur Zielposition.	Eintrag »okal« — Setzvermerk, Zielzuordnung.	INSTRUCTION	Setze den Eintrag zur Zielposition.	NO	NO
G474-E058	G474-B042	1	P1008-E0241	f72r	CELESTIAL	f72r2.12	okeey	OK+EE+Y	SETZEN · GRAD II · POSTEN	Adressspur: Setzpunkt → Grad II → Positionsposten.	Setze den Positionsposten, auf Grad II.	Eintrag »okeey« — Setzvermerk, Grad II, Postenangabe.	INSTRUCTION	Setze den Positionsposten, auf Grad II.	NO	NO
G474-E059	G474-B042	2	P1008-E0242	f72r	CELESTIAL	f72r2.12	ary	AR+Y	AUSGANG · POSTEN	Adressspur: Ausgangsposition → Positionsposten.	Im selben Gang setze den Positionsposten von der Ausgangsposition.	Eintrag »ary« — Ausgangszuordnung, Postenangabe.	INSTRUCTION	Im selben Gang setze den Positionsposten von der Ausgangsposition.	NO	NO
G474-E060	G474-B043	1	P1008-E0243	f72r	CELESTIAL	f72r2.13	oteeary	OT+AR	DANACH · [STERNSTELLENNAME:ee] · AUSGANG · [STERNSTELLENNAME:y]	Adressspur: danach → Sternstelle »ee« → Ausgangsposition → Sternstelle »y«.	Danach beziehe den Sternstelleneintrag »ee« und den Sternstelleneintrag »y« von der Ausgangsposition.	Sternstelle »ee« / Sternstelle »y« — Folgevermerk, Ausgangszuordnung.	CATALOGUE	Sternstelle »ee« / Sternstelle »y« — Folgevermerk, Ausgangszuordnung.	NO	NO
G474-E061	G474-B044	1	P1008-E0244	f72r	CELESTIAL	f72r2.14	otair	OT+AIR	DANACH · BAHN	Adressspur: danach → Ringbahn.	Danach beziehe den Eintrag entlang der Ringbahn.	Eintrag »otair« — Folgevermerk, Bahnvermerk.	COORDINATE	Adressspur: danach → Ringbahn.	NO	NO
G474-E062	G474-B044	2	P1008-E0245	f72r	CELESTIAL	f72r2.14	dy	Y	POSTEN	Adressspur: Positionsposten.	Beziehe den Positionsposten.	Eintrag »dy« — Postenangabe.	COORDINATE	Adressspur: Positionsposten.	NO	NO
G474-E063	G474-B045	1	P1008-E0246	f72r	CELESTIAL	f72r2.15	okaircham	OK+AIR+AM_ADDR	SETZEN · BAHN · [STERNSTELLENNAME:ch] · HIER	Adressspur: Setzpunkt → Ringbahn → Sternstelle »ch« → hier.	Setze den Sternstelleneintrag »ch« entlang der Ringbahn an der bezeichneten Stelle.	Sternstelle »ch« — Setzvermerk, Bahnvermerk, Hier-Vermerk.	INSTRUCTION	Setze den Sternstelleneintrag »ch« entlang der Ringbahn an der bezeichneten Stelle.	NO	NO
G474-E064	G474-B046	1	P1008-E0247	f72r	CELESTIAL	f72r2.16	okeal	OK+AL	SETZEN · [STERNSTELLENNAME:e] · ZIELORT	Adressspur: Setzpunkt → Sternstelle »e« → Zielposition.	Setze den Sternstelleneintrag »e« zur Zielposition.	Sternstelle »e« — Setzvermerk, Zielzuordnung.	INSTRUCTION	Setze den Sternstelleneintrag »e« zur Zielposition.	NO	NO
G474-E065	G474-B047	1	P1008-E0248	f72r	CELESTIAL	f72r2.17	otar	OT+AR	DANACH · AUSGANG	Adressspur: danach → Ausgangsposition.	Danach beziehe den Eintrag von der Ausgangsposition.	Eintrag »otar« — Folgevermerk, Ausgangszuordnung.	COORDINATE	Adressspur: danach → Ausgangsposition.	NO	NO
G474-E066	G474-B048	1	P1008-E0249	f72r	CELESTIAL	f72r2.18	okaly	OK+AL+Y	SETZEN · ZIELORT · POSTEN	Adressspur: Setzpunkt → Zielposition → Positionsposten.	Setze den Positionsposten zur Zielposition.	Eintrag »okaly« — Setzvermerk, Zielzuordnung, Postenangabe.	INSTRUCTION	Setze den Positionsposten zur Zielposition.	NO	NO
G474-E067	G474-B049	1	P1008-E0250	f72r	CELESTIAL	f72r2.19	orary	OR+AR	EINHEIT · AUSGANG · [STERNSTELLENNAME:y]	Adressspur: Positionseinheit → Ausgangsposition → Sternstelle »y«.	Beziehe den Sternstelleneintrag »y« und die Positionseinheit von der Ausgangsposition.	Sternstelle »y« — Einheitsangabe, Ausgangszuordnung.	CATALOGUE	Sternstelle »y« — Einheitsangabe, Ausgangszuordnung.	NO	NO
G474-E068	G474-B050	1	P1008-E0251	f72r	CELESTIAL	f72r2.20	okyd	OK	SETZEN · [STERNSTELLENNAME:yd]	Adressspur: Setzpunkt → Sternstelle »yd«.	Setze den Sternstelleneintrag »yd«.	Sternstelle »yd« — Setzvermerk.	INSTRUCTION	Setze den Sternstelleneintrag »yd«.	NO	NO
G474-E069	G474-B051	1	P1008-E0252	f72r	CELESTIAL	f72r2.21	otolam	OT+OL+AM_ADDR	DANACH · FORTSETZEN · HIER	Adressspur: danach → weiter → hier.	Danach und weiter beziehe den Eintrag an der bezeichneten Stelle.	Eintrag »otolam« — Folgevermerk, Fortsetzungsvermerk, Hier-Vermerk.	COORDINATE	Adressspur: danach → weiter → hier.	NO	NO
