target_ordinal	surface	primary_anchor_recipe	final_recipe	old_anchor_modes	target_modes	old_instance_mode_relation	anchor_contract_signature	full_contract_signature	anchor_allowed_modes	full_allowed_modes	contract_relation	extension_fills_action_slot	extension_fills_argument_slot	anchor_modes_contract_feasible	target_modes_contract_feasible	normalized_context_status	neutral_component_reading_de	known_contextual_readings_de	guard
42	dard	D_ADDR+AR	D_ADDR+AR+D_ADDR	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT|REQUIRES_ACTIVE_ACTION|REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	TARGET_MODE_SET_INCLUDED	ACTION_OPEN/ARGUMENT_OPEN	ACTION_OPEN/ARGUMENT_OPEN	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT|REQUIRES_ACTIVE_ACTION|REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT|REQUIRES_ACTIVE_ACTION|REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	IDENTICAL_SLOT_CONTRACT	NO	NO	YES	YES	NORMALIZED_SAME_CONTRACT_DIFFERENT_INCOMING_STATE	Hier; vom Ausgang; erneut hier.	Im laufenden Satz kennzeichne den laufenden Eintrag [wie zuvor]; von der Ausgangszeile; an der bezeichneten Stelle [außen] und an der bezeichneten Stelle [innen].	COMPARE_SLOT_CONTRACTS__NOT_SINGLE_OCCURRENCE_INPUT_STATES
44	dcheol	CH+E+O+L	D_ADDR+CH+E+O+L	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_INCLUDED	ACTION_VISIBLE/ARGUMENT_OPEN	ACTION_VISIBLE/ARGUMENT_OPEN	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	IDENTICAL_SLOT_CONTRACT	NO	NO	YES	YES	NORMALIZED_SAME_CONTRACT_DIFFERENT_INCOMING_STATE	Hier; nehmen; auf Grad I; zur Ausführung; über die Verbindung.	Entnimm den laufenden Eintrag [wie zuvor]; über die Eintragsverbindung; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	COMPARE_SLOT_CONTRACTS__NOT_SINGLE_OCCURRENCE_INPUT_STATES
45	dkar	K+AR	D_ADDR+K+AR	REQUIRES_ACTIVE_ARGUMENT	REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_EQUAL	ACTION_VISIBLE/ARGUMENT_OPEN	ACTION_VISIBLE/ARGUMENT_OPEN	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	IDENTICAL_SLOT_CONTRACT	NO	NO	YES	YES	NORMALIZED_SAME_CONTRACT_DIFFERENT_INCOMING_STATE	Hier; geben; vom Ausgang.	Ordne den laufenden Eintrag [wie zuvor] zu; von der Ausgangszeile; an der bezeichneten Stelle.	COMPARE_SLOT_CONTRACTS__NOT_SINGLE_OCCURRENCE_INPUT_STATES
47	dolarshy	D_ADDR+OL	D_ADDR+OL+AR+SH+Y	SELF_CONTAINED	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	ACTION_OPEN/ARGUMENT_OPEN	ACTION_VISIBLE/ARGUMENT_VISIBLE	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT|REQUIRES_ACTIVE_ACTION|REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	SELF_CONTAINED	TARGET_CONTRACT_NARROWER_BY_VISIBLE_EXTENSION	YES	YES	YES	YES	NORMALIZED_EXTENSION_FILLS_OPEN_SLOT	Hier; fortsetzen; vom Ausgang; den Posten halten.	Halte den laufenden Eintrag fest; von der Ausgangszeile; an der bezeichneten Stelle; führe fort.	COMPARE_SLOT_CONTRACTS__NOT_SINGLE_OCCURRENCE_INPUT_STATES
48	dsholdaiir	SH+OL	D_ADDR+SH+OL+DA+IIN+R	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_INCLUDED	ACTION_VISIBLE/ARGUMENT_OPEN	ACTION_VISIBLE/ARGUMENT_OPEN	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	IDENTICAL_SLOT_CONTRACT	NO	NO	YES	YES	NORMALIZED_SAME_CONTRACT_DIFFERENT_INCOMING_STATE	Hier; halten und markieren; fortsetzen; auf der zweiten Stufe; auf der bezeichneten Stufe.	Halte den laufenden Eintrag [wie zuvor] fest und kennzeichne den laufenden Eintrag [wie zuvor]; auf der zweiten Stufe und auf der bezeichneten Stufe; an der bezeichneten Stelle; führe fort.	COMPARE_SLOT_CONTRACTS__NOT_SINGLE_OCCURRENCE_INPUT_STATES
50	dytcheey	Y+T	D_ADDR+Y+T+CH+EE+Y	SELF_CONTAINED	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	ACTION_VISIBLE/ARGUMENT_VISIBLE	ACTION_VISIBLE/ARGUMENT_VISIBLE	SELF_CONTAINED	SELF_CONTAINED	IDENTICAL_SLOT_CONTRACT	NO	NO	YES	YES	NORMALIZED_SAME_CONTRACT_DIFFERENT_INCOMING_STATE	Hier; beide Posten einstellen und nehmen; auf Grad II.	Stelle den Pflanzenposten [außen] und den Pflanzenposten [innen] ein und nimm den Pflanzenposten [außen] und den Pflanzenposten [innen]; auf Grad II; an der bezeichneten Stelle.	COMPARE_SLOT_CONTRACTS__NOT_SINGLE_OCCURRENCE_INPUT_STATES
52	fchdar	CHD+AR	LOCAL_CHAR_F+CHD+AR	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_INCLUDED	ACTION_VISIBLE/ARGUMENT_OPEN	ACTION_VISIBLE/ARGUMENT_OPEN	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	IDENTICAL_SLOT_CONTRACT	NO	NO	YES	YES	NORMALIZED_SAME_CONTRACT_DIFFERENT_INCOMING_STATE	Hier; bearbeiten; vom Ausgang.	Bearbeite den laufenden Eintrag [wie zuvor]; von der Ausgangszeile; an der bezeichneten Stelle.	COMPARE_SLOT_CONTRACTS__NOT_SINGLE_OCCURRENCE_INPUT_STATES
53	fchedyr	CHD+Y	LOCAL_CHAR_F+CHD+Y+R	SELF_CONTAINED	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	ACTION_VISIBLE/ARGUMENT_VISIBLE	ACTION_VISIBLE/ARGUMENT_VISIBLE	SELF_CONTAINED	SELF_CONTAINED	IDENTICAL_SLOT_CONTRACT	NO	NO	YES	YES	NORMALIZED_SAME_CONTRACT_DIFFERENT_INCOMING_STATE	Hier; den Posten bearbeiten und markieren.	Bearbeite den laufenden Eintrag und kennzeichne den laufenden Eintrag; an der bezeichneten Stelle.	COMPARE_SLOT_CONTRACTS__NOT_SINGLE_OCCURRENCE_INPUT_STATES
54	folchol	OL+OL	LOCAL_CHAR_F+OL+OL	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	REQUIRES_ACTIVE_ACTION	TARGET_MODE_SET_DISJOINT	ACTION_OPEN/ARGUMENT_OPEN	ACTION_OPEN/ARGUMENT_OPEN	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT|REQUIRES_ACTIVE_ACTION|REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT|REQUIRES_ACTIVE_ACTION|REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	IDENTICAL_SLOT_CONTRACT	NO	NO	YES	YES	NORMALIZED_SAME_CONTRACT_DIFFERENT_INCOMING_STATE	Hier; zweimal fortsetzen.	Im laufenden Satz halte; an der bezeichneten Stelle; führe 2-mal fort.	COMPARE_SLOT_CONTRACTS__NOT_SINGLE_OCCURRENCE_INPUT_STATES
55	fshodchy	SH+O+D_ADDR	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y	SELF_CONTAINED	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	ACTION_VISIBLE/ARGUMENT_OPEN	ACTION_VISIBLE/ARGUMENT_VISIBLE	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	SELF_CONTAINED	TARGET_CONTRACT_NARROWER_BY_VISIBLE_EXTENSION	NO	YES	YES	YES	NORMALIZED_EXTENSION_FILLS_OPEN_SLOT	Hier; den Posten halten und nehmen; zur Ausführung; hier.	Halte den Pflanzenposten und nimm den Pflanzenposten; zur Ausführung; an der bezeichneten Stelle und an der bezeichneten Stelle.	COMPARE_SLOT_CONTRACTS__NOT_SINGLE_OCCURRENCE_INPUT_STATES
