gdt513_recipe_id	component_recipe	event_count	surface_count	surfaces	physical_page_count	physical_pages	registers	record_roles	component_trace_de	best_support_tier	running_recipe_event_count	running_recipe_surface_count	page_private_event_count	meaning_complete_for_every_event	guard
G513-R018	AR+AL+Y	1	1	araly	1	f70v	CELESTIAL	COORDINATE_OR_CATALOGUE_CARD	AUSGANG · ZIELORT · POSTEN	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	1	YES	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-R019	AR+AM_ADDR	1	1	aram	1	f67r2	CELESTIAL	COORDINATE_OR_CATALOGUE_CARD	AUSGANG · [AM_ADDR:LOKALSTRUKTUR=HIER]	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	1	YES	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-R020	AR+AR	2	1	arar	1	f70v	CELESTIAL	COORDINATE_OR_CATALOGUE_CARD	AUSGANG · AUSGANG	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	2	YES	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-R021	AR+A_ADDR+Y+DY	1	1	araydy	1	f70v	CELESTIAL	COORDINATE_OR_CATALOGUE_CARD	AUSGANG · [A_ADDR:LOKALSTRUKTUR=HIER] · POSTEN · [DY:STEUERUNG=SCHLUSS]	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	1	YES	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-R022	A_ADDR	1	1	a	1	f69v	CELESTIAL	LOCAL_CLASS_OR_NAME_CARD	[A_ADDR:LOKALSTRUKTUR=HIER]	B_RUNNING_RECIPE_NEW_SURFACE	1	1	1	YES	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-R023	A_ADDR+IIN+L+DY	1	1	aildy	1	f70v	CELESTIAL	COORDINATE_OR_CATALOGUE_CARD	[A_ADDR:LOKALSTRUKTUR=HIER] · [IIN:STEUERUNG=STUFE] · VERBINDUNG · [DY:STEUERUNG=SCHLUSS]	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	1	YES	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-R024	A_ADDR+Y	1	1	ay	1	f67r2	CELESTIAL	COORDINATE_OR_CATALOGUE_CARD	[A_ADDR:LOKALSTRUKTUR=HIER] · POSTEN	A_EXACT_RUNNING_SURFACE_RECIPE	2	2	1	YES	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-R025	CARRIER_Q+E+AR	1	1	qear	1	f68r1	CELESTIAL	COORDINATE_OR_CATALOGUE_CARD	[CARRIER_Q:STEUERUNG=BEGINNMARKER] · [E:STEUERUNG=GRAD I] · AUSGANG	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	1	YES	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-R026	CH	1	1	ch	1	f69v	CELESTIAL	ORDERED_INSTRUCTION_CARD	NEHMEN	A_EXACT_RUNNING_SURFACE_RECIPE	2	1	1	YES	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-R027	CH+AL+AL+Y	1	1	chalaly	1	f70v	CELESTIAL	ORDERED_INSTRUCTION_CARD	NEHMEN · ZIELORT · ZIELORT · POSTEN	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	1	YES	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-R028	CH+CTH+Y	1	1	chcthy	1	f70v	CELESTIAL	ORDERED_INSTRUCTION_CARD	NEHMEN · [CTH:LOKALSTRUKTUR=BEREITSCHAFTSKLASSE] · POSTEN	C_RUNNING_SURFACE_DIFFERENT_LOCAL_PARSE	0	0	1	YES	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-R029	CH+E+AR	1	1	chear	1	f69v	CELESTIAL	ORDERED_INSTRUCTION_CARD	NEHMEN · [E:STEUERUNG=GRAD I] · AUSGANG	A_EXACT_RUNNING_SURFACE_RECIPE	7	2	1	YES	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-R030	CH+E+OK+E+O	1	1	cheokeo	1	f70v	CELESTIAL	ORDERED_INSTRUCTION_CARD	NEHMEN · [E:STEUERUNG=GRAD I] · SETZEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG]	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	1	YES	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-R031	CH+E+OK+EE+O	1	1	cheokeeo	1	f70v	CELESTIAL	ORDERED_INSTRUCTION_CARD	NEHMEN · [E:STEUERUNG=GRAD I] · SETZEN · [EE:STEUERUNG=GRAD II] · [O:STEUERUNG=AUSFÜHRUNG]	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	1	YES	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-R032	CH+E+OL+T+E+Y	1	1	cheoltey	1	f70v	CELESTIAL	ORDERED_INSTRUCTION_CARD	NEHMEN · [E:STEUERUNG=GRAD I] · FORTSETZEN · EINSTELLEN · [E:STEUERUNG=GRAD I] · POSTEN	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	1	YES	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-R033	CH+E+T+AL+CH+S_ADDR	1	1	chetalchs	1	f70v	CELESTIAL	ORDERED_INSTRUCTION_CARD	NEHMEN · [E:STEUERUNG=GRAD I] · EINSTELLEN · ZIELORT · NEHMEN · [S_ADDR:LOKALSTRUKTUR=HIER]	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	1	YES	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-R034	CH+E+T+EE+S_ADDR+E+R	1	1	cheteeser	1	f69v	CELESTIAL	ORDERED_INSTRUCTION_CARD	NEHMEN · [E:STEUERUNG=GRAD I] · EINSTELLEN · [EE:STEUERUNG=GRAD II] · [S_ADDR:LOKALSTRUKTUR=HIER] · [E:STEUERUNG=GRAD I] · MARKIEREN	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	1	YES	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-R035	CH+E+T+O+D_ADDR+Y	1	1	chetody	1	f69v	CELESTIAL	ORDERED_INSTRUCTION_CARD	NEHMEN · [E:STEUERUNG=GRAD I] · EINSTELLEN · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:LOKALSTRUKTUR=HIER] · POSTEN	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	1	YES	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-R036	CH+E+Y+K+Y	1	1	cheyky	1	f69v	CELESTIAL	ORDERED_INSTRUCTION_CARD	NEHMEN · [E:STEUERUNG=GRAD I] · POSTEN · GEBEN · POSTEN	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	1	YES	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-R037	CH+O+AIIN	1	1	choaiin	1	f69v	CELESTIAL	ORDERED_INSTRUCTION_CARD	NEHMEN · [O:STEUERUNG=AUSFÜHRUNG] · WERT	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	1	YES	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-R038	CH+O+CFH+Y	1	1	chocfhy	1	f68r1	CELESTIAL	ORDERED_INSTRUCTION_CARD	NEHMEN · [O:STEUERUNG=AUSFÜHRUNG] · [CFH:LOKALSTRUKTUR=TRENNKLASSE] · POSTEN	C_RUNNING_SURFACE_DIFFERENT_LOCAL_PARSE	0	0	1	YES	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-R039	CH+OT+EE+Y	1	1	choteey	1	f70v	CELESTIAL	ORDERED_INSTRUCTION_CARD	NEHMEN · DANACH · [EE:STEUERUNG=GRAD II] · POSTEN	A_EXACT_RUNNING_SURFACE_RECIPE	2	1	1	YES	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-R040	CH+OT+OL	1	1	chotol	1	f70v	CELESTIAL	ORDERED_INSTRUCTION_CARD	NEHMEN · DANACH · FORTSETZEN	A_EXACT_RUNNING_SURFACE_RECIPE	1	1	1	YES	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-R041	CH+S+DY	1	1	chsdy	1	f69v	CELESTIAL	ORDERED_INSTRUCTION_CARD	NEHMEN · WÄHLEN · [DY:STEUERUNG=SCHLUSS]	A_EXACT_RUNNING_SURFACE_RECIPE	1	1	1	YES	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-R042	CH+T+OR+OL	1	1	chtorol	1	f83r	BIOLOGICAL	ORDERED_INSTRUCTION_CARD	NEHMEN · EINSTELLEN · EINHEIT · FORTSETZEN	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	1	YES	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-R043	CH+Y+K+AR	1	1	chykar	1	f69v	CELESTIAL	ORDERED_INSTRUCTION_CARD	NEHMEN · POSTEN · GEBEN · AUSGANG	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	1	YES	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-R044	CH+Y+K+CH+S	1	1	chykchs	1	f67r2	CELESTIAL	ORDERED_INSTRUCTION_CARD	NEHMEN · POSTEN · GEBEN · NEHMEN · WÄHLEN	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	1	YES	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-R045	CHD+AIIN	1	1	chedaiin	1	f70v	CELESTIAL	ORDERED_INSTRUCTION_CARD	BEARBEITEN · WERT	A_EXACT_RUNNING_SURFACE_RECIPE	8	1	1	YES	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-R046	CHD+A_ADDR	1	1	chda	1	f69v	CELESTIAL	ORDERED_INSTRUCTION_CARD	BEARBEITEN · [A_ADDR:LOKALSTRUKTUR=HIER]	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	1	YES	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-R047	CHD+Y	2	2	chdy|chedy	2	f69v|f70v	CELESTIAL	ORDERED_INSTRUCTION_CARD	BEARBEITEN · POSTEN	A_EXACT_RUNNING_SURFACE_RECIPE	107	3	0	YES	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-R048	CHEO	1	1	cheo	1	f69v	CELESTIAL	LOCAL_CLASS_OR_NAME_CARD	[CHEO:LOKALSTRUKTUR=LOKALER EINTRAG]	C_RUNNING_SURFACE_DIFFERENT_LOCAL_PARSE	0	0	1	YES	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-R049	CHEO+R	1	1	cheor	1	f69v	CELESTIAL	ORDERED_INSTRUCTION_CARD	[CHEO:LOKALSTRUKTUR=LOKALER EINTRAG] · MARKIEREN	C_RUNNING_SURFACE_DIFFERENT_LOCAL_PARSE	0	0	1	YES	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-R050	CHEO+Y	3	1	cheody	2	f69v|f70v	CELESTIAL	COORDINATE_OR_CATALOGUE_CARD	[CHEO:LOKALSTRUKTUR=LOKALER EINTRAG] · POSTEN	C_RUNNING_SURFACE_DIFFERENT_LOCAL_PARSE	0	0	0	YES	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-R051	CHK+CHD+AR	1	1	chkchdar	1	f67r2	CELESTIAL	ORDERED_INSTRUCTION_CARD	[CHK:LOKALSTRUKTUR=BEDINGUNGSKLASSE] · BEARBEITEN · AUSGANG	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	1	YES	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-R052	CHK+E+AL	1	1	chekeal	1	f70v	CELESTIAL	COORDINATE_OR_CATALOGUE_CARD	[CHK:LOKALSTRUKTUR=BEDINGUNGSKLASSE] · [E:STEUERUNG=GRAD I] · ZIELORT	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	1	YES	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-R053	CHK+E+Y	1	1	chekey	1	f70v	CELESTIAL	COORDINATE_OR_CATALOGUE_CARD	[CHK:LOKALSTRUKTUR=BEDINGUNGSKLASSE] · [E:STEUERUNG=GRAD I] · POSTEN	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	1	YES	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-R054	CHK+Y	1	1	chky	1	f67r2	CELESTIAL	COORDINATE_OR_CATALOGUE_CARD	[CHK:LOKALSTRUKTUR=BEDINGUNGSKLASSE] · POSTEN	C_RUNNING_SURFACE_DIFFERENT_LOCAL_PARSE	0	0	1	YES	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-R055	CPH+EE+Y	1	1	cpheey	1	f67r2	CELESTIAL	COORDINATE_OR_CATALOGUE_CARD	[CPH:LOKALSTRUKTUR=GEGENPLATZ] · [EE:STEUERUNG=GRAD II] · POSTEN	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	1	YES	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-R056	CPH+O+CTH+Y	1	1	cphocthy	1	f68r1	CELESTIAL	COORDINATE_OR_CATALOGUE_CARD	[CPH:LOKALSTRUKTUR=GEGENPLATZ] · [O:STEUERUNG=AUSFÜHRUNG] · [CTH:LOKALSTRUKTUR=BEREITSCHAFTSKLASSE] · POSTEN	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	1	YES	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-R057	CTH+E+Y	1	1	cthey	1	f70v	CELESTIAL	COORDINATE_OR_CATALOGUE_CARD	[CTH:LOKALSTRUKTUR=BEREITSCHAFTSKLASSE] · [E:STEUERUNG=GRAD I] · POSTEN	C_RUNNING_SURFACE_DIFFERENT_LOCAL_PARSE	0	0	1	YES	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-R058	DA+IIN	1	1	daii	1	f70v	CELESTIAL	LOCAL_CLASS_OR_NAME_CARD	[DA:STEUERUNG=ZWEITE STUFE] · [IIN:STEUERUNG=STUFE]	B_RUNNING_RECIPE_NEW_SURFACE	5	1	1	YES	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-R059	DA+IIN+AL	1	1	daiial	1	f69v	CELESTIAL	COORDINATE_OR_CATALOGUE_CARD	[DA:STEUERUNG=ZWEITE STUFE] · [IIN:STEUERUNG=STUFE] · ZIELORT	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	1	YES	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-R060	DA+IIN+M_LOCAL	1	1	daim	1	f70v	CELESTIAL	LOCAL_CLASS_OR_NAME_CARD	[DA:STEUERUNG=ZWEITE STUFE] · [IIN:STEUERUNG=STUFE] · [M_LOCAL:LOKALSTRUKTUR=HIER]	C_RUNNING_SURFACE_DIFFERENT_LOCAL_PARSE	0	0	1	YES	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-R061	DA+IIN+R	2	1	daiir	1	f70v	CELESTIAL	ORDERED_INSTRUCTION_CARD	[DA:STEUERUNG=ZWEITE STUFE] · [IIN:STEUERUNG=STUFE] · MARKIEREN	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	2	YES	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-R062	DA+R+AR+Y	1	1	darary	1	f82r	BIOLOGICAL	ORDERED_INSTRUCTION_CARD	[DA:STEUERUNG=ZWEITE STUFE] · MARKIEREN · AUSGANG · POSTEN	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	1	YES	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-R063	DA+R+OL	1	1	darol	1	f82r	BIOLOGICAL	ORDERED_INSTRUCTION_CARD	[DA:STEUERUNG=ZWEITE STUFE] · MARKIEREN · FORTSETZEN	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	1	YES	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-R064	DA+R+OL+S+Y	1	1	darolsy	1	f83r	BIOLOGICAL	ORDERED_INSTRUCTION_CARD	[DA:STEUERUNG=ZWEITE STUFE] · MARKIEREN · FORTSETZEN · WÄHLEN · POSTEN	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	1	YES	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-R065	DA+R+Y	1	1	dary	1	f88r	PHARMA	ORDERED_INSTRUCTION_CARD	[DA:STEUERUNG=ZWEITE STUFE] · MARKIEREN · POSTEN	A_EXACT_RUNNING_SURFACE_RECIPE	5	1	1	YES	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-R066	DA+T+EE+Y	1	1	dateey	1	f70v	CELESTIAL	ORDERED_INSTRUCTION_CARD	[DA:STEUERUNG=ZWEITE STUFE] · EINSTELLEN · [EE:STEUERUNG=GRAD II] · POSTEN	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	1	YES	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-R067	D_ADDR	1	1	d	1	f69v	CELESTIAL	LOCAL_CLASS_OR_NAME_CARD	[D_ADDR:LOKALSTRUKTUR=HIER]	A_EXACT_RUNNING_SURFACE_RECIPE	11	1	0	YES	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-R068	D_ADDR+AIR	4	1	dair	2	f69v|f70v	CELESTIAL	COORDINATE_OR_CATALOGUE_CARD	[D_ADDR:LOKALSTRUKTUR=HIER] · BAHN	A_EXACT_RUNNING_SURFACE_RECIPE	9	1	0	YES	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-R069	D_ADDR+AR	2	1	dar	2	f69v|f70v	CELESTIAL	COORDINATE_OR_CATALOGUE_CARD	[D_ADDR:LOKALSTRUKTUR=HIER] · AUSGANG	A_EXACT_RUNNING_SURFACE_RECIPE	47	1	0	YES	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-R070	D_ADDR+AR+A_ADDR	1	1	dara	1	f75r	BIOLOGICAL	COORDINATE_OR_CATALOGUE_CARD	[D_ADDR:LOKALSTRUKTUR=HIER] · AUSGANG · [A_ADDR:LOKALSTRUKTUR=HIER]	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	1	YES	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-R071	D_ADDR+CH+E+T+A_ADDR+Y	1	1	dchetay	1	f67r2	CELESTIAL	ORDERED_INSTRUCTION_CARD	[D_ADDR:LOKALSTRUKTUR=HIER] · NEHMEN · [E:STEUERUNG=GRAD I] · EINSTELLEN · [A_ADDR:LOKALSTRUKTUR=HIER] · POSTEN	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	1	YES	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
