world	topology_gain_over_shape
185	-69.434370172
186	-72.397414991
187	-66.828279152
188	-51.304708172
189	-48.822571146
190	-64.119862312
191	-73.303644758
192	-61.179988229
193	-80.668818646
194	-29.178751348
195	-78.625006371
196	-42.448815183
197	-68.203899052
198	-53.380766531
199	-58.919333628
200	-59.692679517
201	-56.923884132
202	-60.571797029
203	-34.731740953
204	-66.439657774
205	-61.611535501
206	-50.434332782
207	-82.547420811
208	-58.189229112
209	-36.987132153
210	-60.647113473
211	-61.882445099
212	-69.541435845
213	-62.353147210
214	-49.441105872
215	-49.513630475
216	-85.845425157
217	-56.729323601
218	-40.177442758
219	-45.595628025
220	-60.476030358
221	-50.597524615
222	-63.186173477
223	-61.202991025
224	-57.152691128
225	-52.636818661
226	-57.412451526
227	-65.323054908
228	-54.372348512
229	-55.650722541
230	-64.074241914
231	-79.330941171
232	-51.239939114
233	-54.858586036
234	-46.469187435
235	-50.749291269
236	-54.263267202
237	-89.324169399
238	-65.508157680
239	-68.852130780
240	-65.453643268
241	-61.669681426
242	-60.039181555
243	-60.131690535
244	-43.845318365
245	-51.539037154
246	-55.732317548
247	-61.428428292
248	-55.238343286
249	-70.580357791
250	-45.295622780
251	-59.805649394
252	-65.633975845
253	-68.821827117
254	-45.814495258
255	-68.930146171
256	-69.395637178
257	-68.048475819
258	-62.921643165
259	-69.113842010
260	-68.374064026
261	-43.293352981
262	-72.764824699
263	-52.849876834
264	-61.472884278
265	-73.388993782
266	-67.316263106
267	-66.040785187
268	-62.294532904
269	-61.709656455
270	-48.972898387
271	-65.380195525
272	-75.155934915
273	-44.346201275
274	-80.769477136
275	-76.234793725
276	-39.486423265
277	-64.391621937
278	-62.623248052
279	-86.717243613
280	-64.915167946
281	-66.792265431
282	-46.184899311
283	-49.576470420
284	-53.045738514
285	-75.353017741
286	-50.806302255
287	-57.074231439
288	-83.120816009
289	-63.952398136
290	-64.543848287
291	-62.124143508
292	-67.499994638
293	-51.193243840
294	-61.036181875
295	-48.064994178
296	-55.703550998
297	-47.467177794
298	-43.580681197
299	-62.534309995
300	-64.007251170
301	-66.863778352
302	-52.983505681
303	-72.209421012
304	-64.488107633
305	-54.536111322
306	-70.919969727
307	-66.439522789
308	-66.182884757
309	-63.193503231
310	-51.252249637
311	-60.767990510
312	-51.115372887
313	-61.725390809
314	-41.667343832
315	-74.093450381
316	-58.594136447
317	-53.061929460
318	-53.362931314
319	-55.597024705
320	-57.606230143
321	-63.901296484
322	-59.623400019
323	-61.384480911
324	-59.666650030
325	-72.488144468
326	-54.489718393
327	-54.081794507
328	-57.847590119
329	-38.262905666
330	-55.970972107
331	-48.960182300
332	-57.292835002
333	-51.049056804
334	-46.585041609
335	-49.576662369
336	-64.652880763
337	-54.427952916
338	-51.229406206
339	-44.341678381
340	-37.383017626
341	-70.430454388
342	-42.090221861
343	-59.297688621
344	-65.929161070
345	-84.456226482
346	-59.915767896
347	-49.800134546
348	-66.414268181
349	-45.647135949
350	-52.796522814
351	-43.814957225
352	-85.823059661
353	-67.908585163
354	-47.602321812
355	-58.506325126
356	-58.873923828
357	-66.770722626
358	-62.082769239
359	-65.938853374
360	-48.194773283
361	-70.562386964
362	-62.437503601
363	-77.094169169
364	-56.450295360
365	-40.446390571
366	-55.572661004
367	-80.602053286
368	-66.423941052
369	-58.741429897
370	-77.729596446
371	-55.468111453
372	-49.898556580
373	-70.529166010
374	-63.650723235
375	-73.718036286
376	-61.904648844
377	-47.684404124
378	-66.417636965
379	-75.555439315
380	-69.396039951
381	-54.665950997
382	-62.228770971
383	-60.406832207
384	-70.590707643
385	-53.038463708
386	-68.064351291
387	-81.888058709
388	-63.562403870
389	-43.170810918
390	-67.984001595
391	-63.295514996
392	-32.351020956
393	-60.328823070
394	-56.797894053
395	-70.608171353
396	-70.313100419
397	-68.436165903
398	-57.097556493
399	-59.782030805
400	-68.027366630
401	-80.234983919
402	-55.875218716
403	-64.766747040
404	-71.771444567
405	-59.826049612
406	-61.657173122
407	-59.987760758
408	-54.913425269
409	-55.198786258
410	-34.205130350
411	-63.339682181
412	-41.129882465
413	-42.779194549
414	-73.326866783
415	-55.539621085
416	-52.158449738
417	-39.202913213
418	-35.707777313
419	-43.542187230
420	-61.020192772
421	-46.347081216
422	-61.461957982
423	-45.306554133
424	-56.781928947
425	-62.797577966
426	-60.090142497
427	-54.624688945
428	-56.735178052
429	-66.893229886
430	-80.927363815
431	-70.029257230
432	-58.947003148
433	-58.109829529
434	-53.614640790
435	-56.123274463
436	-55.218605677
437	-59.693271258
438	-63.788697260
439	-48.370810949
440	-76.398442251
441	-83.587890194
442	-62.615678362
443	-68.694714982
444	-54.692338213
445	-63.741112187
446	-71.417576257
447	-32.341404106
448	-45.635814455
449	-63.338862552
450	-67.602309499
451	-65.350111730
452	-68.951149056
453	-84.964423129
454	-52.534776001
455	-57.546385664
456	-75.090165987
457	-54.818194045
458	-61.772993535
459	-52.559406017
460	-58.220458099
461	-50.746016899
462	-75.443961902
463	-70.373542714
464	-46.253428018
465	-62.293622187
466	-47.140023986
467	-47.537960479
468	-65.829520082
469	-67.137340497
470	-54.194012368
471	-62.426323332
472	-55.048820613
473	-69.468035002
474	-70.959900841
475	-55.442663028
476	-63.546818836
477	-68.932329545
478	-64.332106858
479	-57.912371766
480	-66.042640090
481	-49.145910924
482	-65.748342942
483	-53.677344015
484	-57.819252920
485	-45.947376753
486	-64.504888478
487	-56.622561015
488	-89.454307390
489	-70.418896327
490	-55.971534237
491	-55.396761125
492	-62.569125391
493	-71.489759351
494	-63.477034755
495	-49.498096095
496	-50.385353914
497	-51.069946968
498	-71.966047024
499	-68.767175618
500	-52.272430993
501	-50.682527344
502	-59.264124056
503	-74.148915638
504	-76.328313945
505	-47.128261039
506	-56.629539717
507	-59.934252131
508	-53.368637294
509	-69.933194681
510	-65.199727113
511	-53.642901344
512	-57.950975418
513	-50.975570009
514	-70.817183699
515	-62.169532925
516	-55.284210129
517	-77.471310609
518	-83.169198751
519	-55.242666148
520	-39.903134723
521	-66.417185702
522	-57.742996899
523	-69.931730260
524	-58.144688817
525	-51.286804795
526	-71.173388472
527	-45.570599681
528	-52.111436208
529	-52.206189853
530	-62.609405339
531	-72.047954252
532	-63.272913676
533	-55.461612785
534	-49.870482933
535	-49.762269368
536	-61.100233291
537	-74.786662936
538	-74.089744756
539	-66.132672294
540	-79.403510395
541	-61.058350704
542	-67.038717595
543	-36.243643689
544	-76.886324125
545	-73.955189129
546	-50.909860467
547	-73.957343240
548	-79.546773579
549	-50.895995625
550	-60.407749059
551	-65.857659795
552	-57.098422132
553	-51.041930828
554	-84.139026920
555	-69.906034525
556	-54.003794544
557	-56.141003909
558	-62.979930345
559	-38.532709802
560	-61.258859922
561	-75.915633063
562	-49.187324491
563	-56.536566004
564	-42.810740955
565	-59.030222805
566	-72.362020055
567	-89.413522929
568	-60.803724235
569	-57.322493582
570	-67.029660512
571	-43.169791431
572	-36.411229126
573	-71.500962625
574	-60.246767176
575	-58.959780412
576	-59.309974430
577	-72.831852291
578	-60.292115541
579	-80.084888440
580	-66.172169386
581	-47.410978228
582	-67.166225425
583	-69.902192118
584	-81.143512359
585	-67.795813876
586	-74.434024542
587	-50.419988066
588	-69.738452206
589	-38.134818612
590	-53.215906830
591	-63.920075634
592	-56.735643032
593	-98.699538003
594	-55.800089323
595	-71.867827012
596	-61.262099130
597	-52.077108707
598	-67.584156059
599	-32.580507702
600	-59.299159048
601	-47.420408797
602	-51.457061440
603	-61.332961862
604	-77.181040509
605	-44.521633180
606	-76.925696202
607	-47.408205867
608	-59.583868622
609	-79.835684843
610	-48.520750368
611	-55.379535191
612	-63.159962465
613	-72.699024889
614	-54.150380018
615	-59.951351366
616	-41.103763057
617	-64.592592839
618	-51.819919156
619	-50.716456200
620	-58.176989628
621	-61.823557753
622	-53.408068455
623	-67.689086039
624	-35.962844301
625	-57.377185127
626	-48.629001567
627	-53.272206636
628	-61.334290548
629	-58.931740887
630	-72.806405433
631	-63.742368625
632	-49.207267435
633	-72.547660792
634	-55.779170401
635	-62.053966861
636	-73.157025792
637	-72.717407846
638	-72.831751013
639	-62.161453412
640	-38.470826697
641	-55.868426639
642	-54.697168081
643	-62.491910351
644	-73.700204850
645	-48.120951698
646	-71.372175307
647	-64.793345966
648	-56.978647370
649	-69.420931810
650	-40.840931942
651	-39.507911614
652	-67.258217885
653	-71.343070769
654	-50.632078607
655	-49.344973715
656	-40.164269385
657	-65.417026447
658	-57.327337829
659	-50.198817689
660	-83.408543249
661	-49.193441275
662	-51.592890388
663	-54.414758553
664	-77.362764153
665	-42.898129361
666	-72.286633864
667	-64.911071596
668	-45.025578816
669	-49.507820010
670	-51.973685353
671	-69.572946059
672	-79.256792786
673	-55.192219894
674	-66.443694833
675	-57.421000503
676	-57.452272919
677	-66.824805123
678	-52.765611760
679	-66.361799593
680	-58.711853938
681	-62.614946277
682	-44.477023094
683	-62.812540222
684	-60.082025920
685	-54.991435891
686	-63.649704336
687	-66.756030961
688	-72.761588050
689	-36.585518998
690	-81.112125855
691	-69.399256006
692	-58.182738514
693	-46.956880965
694	-50.881990721
695	-82.933908300
696	-60.079535899
697	-62.070700092
698	-61.098371872
699	-52.557589630
700	-68.527687015
701	-78.357332117
702	-75.737399762
703	-36.235547995
704	-56.290763042
705	-37.101754938
706	-52.381192325
707	-82.206392313
708	-60.135171843
709	-67.657487564
710	-87.415043333
711	-63.443158209
712	-63.623618351
713	-71.262197466
714	-32.559330837
715	-55.815277694
716	-46.359783059
717	-69.501974962
718	-43.673090278
719	-59.317624200
720	-75.100167044
721	-83.290121606
722	-43.344223591
723	-72.537544626
724	-64.969261737
725	-49.413222475
726	-66.859824182
727	-61.575244137
728	-52.184208268
729	-64.927439946
730	-47.628493469
731	-72.438930252
732	-53.597445297
733	-51.638646328
734	-73.476032298
735	-53.411046006
736	-47.814936836
737	-53.959792242
738	-61.966683594
739	-60.165074012
740	-47.565404386
741	-47.725878736
742	-50.516242156
743	-57.813748095
744	-53.414803004
745	-63.760391127
746	-77.267203428
747	-60.532084537
748	-74.457412054
749	-60.045570466
750	-49.030042640
751	-45.050878234
752	-51.216745094
753	-68.248307082
754	-64.518241120
755	-70.888615163
756	-74.585319902
757	-49.103793423
758	-56.726059317
759	-50.226769539
760	-63.069952183
761	-36.729724646
762	-71.173029961
763	-63.638001358
764	-55.556873840
765	-74.777754374
766	-60.932953841
767	-70.690475779
768	-54.524527700
769	-45.217478697
770	-76.160315865
771	-61.963065771
772	-60.443019350
773	-59.747162506
774	-54.559211415
775	-67.644906902
776	-72.662420844
777	-68.144497847
778	-50.473495452
779	-43.197282029
780	-68.671848847
781	-64.884444237
782	-48.874143405
783	-48.766855515
784	-74.364059957
785	-50.973569622
786	-75.719320423
787	-70.987765435
788	-74.984518636
789	-62.025354492
790	-44.345020728
791	-37.370614699
792	-55.501879545
793	-70.933300544
794	-80.746845303
795	-69.947449678
796	-64.844543821
797	-79.323262676
798	-64.318711192
799	-68.856657264
800	-60.317486480
801	-63.369640829
802	-60.984389781
803	-62.106089060
804	-63.468247143
805	-40.705724101
806	-59.029733529
807	-91.540669186
808	-48.330241054
809	-80.774911521
810	-68.297775521
811	-60.573523671
812	-45.341517967
813	-68.218290365
814	-54.667216656
815	-55.338856387
816	-81.346837331
817	-47.792276704
818	-72.621355009
819	-51.149367537
820	-68.574584418
821	-69.116769448
822	-33.022114038
823	-37.184383650
824	-76.037077372
825	-49.184755210
826	-88.097946801
827	-60.908716299
828	-52.100599824
829	-53.721065401
830	-60.107063336
831	-67.229162004
832	-52.429842833
833	-61.889964829
834	-56.962035975
835	-50.476664829
836	-51.605028793
837	-50.405048834
838	-58.404970273
839	-52.853715552
840	-27.794005505
841	-63.760152902
842	-72.738210263
843	-58.905797580
844	-50.428536395
845	-38.518794942
846	-44.721457998
847	-46.264344653
848	-49.520941793
849	-56.561736826
850	-51.148922026
851	-67.468234372
852	-51.422512001
853	-69.896618384
854	-54.288619751
855	-40.870437792
856	-68.590886038
857	-66.413170887
858	-71.177949863
859	-56.397048943
860	-61.513137727
861	-62.202822569
862	-52.267858861
863	-81.879216140
864	-54.548741976
865	-76.955671717
866	-56.428136576
867	-62.184715489
868	-74.524687544
869	-60.849141982
870	-76.359317159
871	-61.400996157
872	-65.088048645
873	-90.836854724
874	-45.406682819
875	-48.196033102
876	-50.964646731
877	-54.296375705
878	-64.373132087
879	-70.361813836
880	-54.000642024
881	-60.488095472
882	-67.006493349
883	-58.431366001
884	-50.650487135
885	-60.310639957
886	-64.252363006
887	-60.813462842
888	-68.501424260
889	-74.047451171
890	-57.008620296
891	-53.439775657
892	-61.490061815
893	-54.460686753
894	-48.749492310
895	-53.341041387
896	-72.144287728
897	-81.226121719
898	-54.822843197
899	-56.300130052
900	-70.761756786
901	-27.876150810
902	-49.949956600
903	-61.057074240
904	-55.897003194
905	-42.568877941
906	-63.020355427
907	-65.840618294
908	-61.682863268
909	-65.140768670
910	-56.898026444
911	-58.737795002
912	-65.124689830
913	-69.489445289
914	-48.596410057
915	-51.684484429
916	-68.786200673
917	-58.603969301
918	-51.794246288
919	-55.865281494
920	-70.604722287
921	-53.858860156
922	-71.298162908
923	-49.335796077
924	-48.509167786
925	-58.103500813
926	-73.723502361
927	-69.688637764
928	-42.296191026
929	-66.318428664
930	-65.529823850
931	-74.561504529
932	-66.974534398
933	-58.747933284
934	-38.470956426
935	-48.697926824
936	-55.426817742
937	-69.102779454
938	-59.948583037
939	-62.740525871
940	-54.245509173
941	-41.152889228
942	-65.809977987
943	-68.633463540
944	-29.223940540
945	-55.677346829
946	-45.968718163
947	-80.392002926
948	-64.226537271
949	-60.044237562
950	-64.680458456
951	-63.392569435
952	-60.400094221
953	-39.411823311
954	-38.867345321
955	-46.553858129
956	-57.520229938
957	-56.314515894
958	-47.522550893
959	-70.488670272
960	-56.486279855
961	-63.412074940
962	-38.212485735
963	-55.592774538
964	-73.996110603
965	-44.159035046
966	-59.378322759
967	-51.630571891
968	-73.193627545
969	-62.682406900
970	-63.637044486
971	-59.330120007
972	-53.109080479
973	-35.663905381
974	-84.391730832
975	-49.760881856
976	-70.821857731
977	-61.540741425
978	-34.743861111
979	-60.090782314
980	-55.395824507
981	-55.307613910
982	-63.369016444
983	-58.309478467
984	-69.246669172
985	-55.376430364
986	-49.761511724
987	-63.543603476
988	-68.342877637
989	-66.799811152
990	-61.777701650
991	-47.780883618
992	-45.043641524
993	-57.486048560
994	-66.135558994
995	-61.132122110
996	-58.939721881
997	-46.539165988
998	-54.182163386
999	-67.929011250
1000	-71.967614925
1001	-67.186011261
1002	-46.392961218
1003	-71.601358122
1004	-53.226457695
1005	-53.940847203
1006	-67.235521867
1007	-52.367085985
1008	-27.802212551
1009	-57.829363624
1010	-55.938835234
1011	-63.000000514
1012	-59.469743224
1013	-64.460836639
1014	-57.002089941
1015	-68.288578680
1016	-58.523620154
1017	-87.999831312
1018	-55.914392362
1019	-59.197878540
1020	-31.605431117
1021	-45.933410229
1022	-62.127825752
1023	-65.610732434
1024	-72.153582008
1025	-54.777921108
1026	-59.119939595
1027	-73.647377510
1028	-58.585775575
1029	-55.334437984
1030	-66.305920165
1031	-51.391684547
1032	-73.436033949
1033	-53.662817492
1034	-70.540873492
1035	-54.389332941
1036	-47.855513928
1037	-44.124315491
1038	-52.290160270
1039	-59.272363205
1040	-76.453545523
1041	-61.698395377
1042	-76.184031492
1043	-73.704532844
1044	-36.545133861
1045	-44.320337677
1046	-61.397812639
1047	-67.698476804
1048	-46.831288274
1049	-62.053349703
1050	-73.796564646
1051	-62.688632450
1052	-53.645087865
1053	-71.327326106
1054	-66.058761924
1055	-53.713777592
1056	-78.895046524
1057	-63.820105294
1058	-56.770011345
1059	-83.977515139
1060	-79.227793063
1061	-62.306244010
1062	-49.297248345
1063	-47.190440347
1064	-51.163159313
1065	-60.219256109
1066	-59.587655766
1067	-49.684476287
1068	-76.337312846
1069	-86.077203285
1070	-72.605261286
1071	-43.799730974
1072	-79.581563744
1073	-58.457793792
1074	-60.264294100
1075	-69.871375358
1076	-59.662131182
1077	-76.362361599
1078	-57.680479291
1079	-55.196911011
1080	-72.494534906
1081	-49.703450175
1082	-68.725056927
1083	-72.305574414
1084	-58.308665308
1085	-71.460472329
1086	-59.729730394
1087	-73.333883195
1088	-51.894799354
1089	-59.212361378
1090	-74.110586940
1091	-63.257210862
1092	-57.197382378
1093	-47.236958200
1094	-81.407681552
1095	-60.420285045
1096	-58.615717071
1097	-85.054174544
1098	-72.929416082
1099	-63.820469140
1100	-64.311764080
1101	-57.341328076
1102	-59.670033146
1103	-75.699093480
1104	-58.544360890
1105	-59.033757468
1106	-56.054547265
1107	-65.585568695
1108	-75.929616058
1109	-82.265057731
1110	-85.338881878
1111	-71.745726465
1112	-72.914503078
1113	-75.556334948
1114	-60.446737464
1115	-63.376941654
1116	-67.681595811
1117	-52.769413098
1118	-48.215688178
1119	-78.133348103
1120	-59.789964522
1121	-58.363953298
1122	-40.520056237
1123	-76.117419531
1124	-71.722932119
1125	-35.302521487
1126	-47.666636738
1127	-56.847410791
1128	-79.131220578
1129	-61.759003209
1130	-67.306810975
1131	-76.764239619
1132	-55.188879685
1133	-83.381815497
1134	-64.938307595
1135	-57.468379044
1136	-69.883001525
1137	-58.335466733
1138	-58.222381293
1139	-53.407004606
1140	-73.103429427
1141	-66.702758601
1142	-54.501825589
1143	-67.488439412
1144	-63.287478099
1145	-45.055412879
1146	-51.727463175
1147	-50.628686791
1148	-55.351825437
1149	-45.677235823
1150	-72.697245867
1151	-56.122372680
1152	-49.870555998
1153	-83.008594637
1154	-61.036437933
1155	-60.663525714
1156	-65.435746941
1157	-72.159839053
1158	-72.314772697
1159	-64.943516020
1160	-37.824623932
1161	-64.661647403
1162	-68.970500347
1163	-53.337560644
1164	-58.327205196
1165	-49.831169480
1166	-62.473264915
1167	-50.427311817
1168	-81.590061278
1169	-38.689707861
1170	-61.461688440
1171	-73.013253008
1172	-73.711048468
1173	-48.062631074
1174	-50.169592960
1175	-53.845999195
1176	-50.511496001
1177	-64.175318129
1178	-61.387402802
1179	-60.886092386
1180	-51.412539354
1181	-79.182505921
1182	-73.753551997
1183	-59.930988539
1184	-50.182552729
1185	-60.425313535
1186	-64.895986882
1187	-46.700350780
1188	-84.012272122
1189	-45.038410333
1190	-42.110570000
1191	-59.375777457
1192	-52.709165017
1193	-48.915460774
1194	-70.172562192
1195	-58.666263028
1196	-64.385839084
1197	-63.950762907
1198	-55.696217597
1199	-63.561745508
1200	-52.118117607
1201	-54.649893348
1202	-75.291016218
1203	-47.972260606
1204	-65.807085850
1205	-61.732872224
1206	-52.247758052
1207	-44.008316016
1208	-83.277878868
1209	-76.866651885
1210	-45.545602982
1211	-65.685766329
1212	-70.519042446
1213	-59.383457671
1214	-71.271579383
1215	-59.215663754
1216	-47.536048304
1217	-65.861250429
1218	-63.695412759
1219	-26.345802712
1220	-70.565307860
1221	-63.709483127
1222	-66.628168898
1223	-66.188818793
1224	-67.960604981
1225	-54.363479927
1226	-66.008118180
1227	-67.672089038
1228	-58.018202826
1229	-68.731801038
1230	-63.476960085
1231	-86.769103552
1232	-54.049345381
1233	-76.285295533
1234	-50.325642901
1235	-52.262624926
1236	-33.780203376
1237	-73.510429084
1238	-58.896946981
1239	-70.122311723
1240	-81.196770754
1241	-69.035886844
1242	-75.553356129
1243	-54.985063745
1244	-47.926080085
1245	-70.485328530
1246	-74.677322098
1247	-45.874259802
1248	-58.497299694
1249	-58.103035574
1250	-79.184722234
1251	-78.739359943
1252	-58.096261465
1253	-76.188473909
1254	-57.671123392
1255	-84.513072292
1256	-41.496016867
1257	-44.810200215
1258	-65.752068441
1259	-53.673654770
1260	-79.995539043
1261	-46.827840808
1262	-57.401820501
1263	-43.529154621
1264	-53.582634692
1265	-43.129506376
1266	-55.525223294
1267	-59.771396503
1268	-65.101554599
1269	-52.346808590
1270	-49.017820529
1271	-71.061849332
1272	-50.382549143
1273	-76.763301200
1274	-51.965883386
1275	-69.178257858
1276	-62.866183965
1277	-65.223543772
1278	-54.545577526
1279	-45.084595054
1280	-56.054188162
1281	-65.520170077
1282	-70.277092786
1283	-84.635976612
1284	-68.590694004
1285	-55.095574544
1286	-53.386117760
1287	-58.209669666
1288	-69.826833678
1289	-84.638545255
1290	-80.071222722
1291	-57.175946479
1292	-53.393641665
1293	-49.883278056
1294	-76.756437932
1295	-45.269454478
1296	-48.130168084
1297	-70.943090943
1298	-55.530824514
1299	-68.331363461
1300	-56.670231916
1301	-67.008030396
1302	-51.742895226
1303	-42.257929293
1304	-68.851615407
1305	-61.448949516
1306	-65.407130044
1307	-60.999152541
1308	-64.846944597
1309	-51.285730810
1310	-50.854286851
1311	-77.613890168
1312	-57.004098287
1313	-46.990516848
1314	-53.026263986
1315	-68.438144367
1316	-46.969685188
1317	-74.533766394
1318	-48.239552356
1319	-56.594402794
1320	-51.416787455
1321	-71.093851726
1322	-55.095048892
1323	-52.795425018
1324	-50.429650799
1325	-55.998955945
1326	-60.282540481
1327	-66.956540897
1328	-58.084488084
1329	-71.909195703
1330	-72.666814368
1331	-52.961360186
1332	-62.009358717
1333	-66.331219498
1334	-70.000537434
1335	-34.259922723
1336	-58.207770908
1337	-76.325456621
1338	-60.711315013
1339	-62.300064062
1340	-60.525542340
1341	-71.926011464
1342	-39.183653280
1343	-47.028243601
1344	-64.150238355
1345	-39.603298563
1346	-46.218230571
1347	-69.736280263
1348	-63.654301470
1349	-79.414468363
1350	-69.886720705
1351	-67.934292987
1352	-66.308488377
1353	-56.986819800
1354	-51.800719097
1355	-65.840605326
1356	-57.439671763
1357	-64.495282147
1358	-61.673003846
1359	-62.954128780
1360	-57.500278061
1361	-70.954224039
1362	-55.625933350
1363	-45.063510694
1364	-50.573762994
1365	-66.882293602
1366	-68.953573950
1367	-47.120939477
1368	-62.994897271
1369	-68.263630680
1370	-46.102072343
1371	-60.882672133
1372	-56.707848777
1373	-65.351621005
1374	-53.911100510
1375	-65.589370781
1376	-61.610985522
1377	-69.884772396
1378	-53.232211156
1379	-61.803957352
1380	-73.665528681
1381	-68.786822314
1382	-57.348022024
1383	-45.051258498
1384	-58.371030118
1385	-50.986944401
1386	-64.416755412
1387	-63.579910529
1388	-62.111740630
1389	-24.292068495
1390	-59.601193795
1391	-79.645007049
1392	-59.564433349
1393	-56.336543574
1394	-75.456401182
1395	-59.045727408
1396	-63.528778372
1397	-83.644837516
1398	-45.951110795
1399	-72.966662060
1400	-52.068423810
1401	-61.043243951
1402	-61.661531225
1403	-61.597899064
1404	-59.042673558
1405	-76.455597631
1406	-55.604282964
1407	-59.336178280
1408	-64.523128534
1409	-46.558196277
1410	-78.457586477
1411	-56.385015322
1412	-71.681245894
1413	-61.468886284
1414	-57.968576403
1415	-66.312316167
1416	-66.061660176
1417	-41.561194641
1418	-81.779206760
1419	-74.696407769
1420	-57.776009205
1421	-59.618848111
1422	-47.064643725
1423	-72.630784171
1424	-73.794384878
1425	-54.935402379
1426	-63.024859925
1427	-59.295431270
1428	-53.232274213
1429	-70.571226534
1430	-68.117469508
1431	-44.468346393
1432	-80.773345176
1433	-50.020944982
1434	-76.119061805
1435	-41.348986972
1436	-85.219123862
1437	-65.195491754
1438	-70.950117696
1439	-43.281483477
1440	-70.710088708
1441	-57.964334180
1442	-70.192361232
1443	-66.714209345
1444	-46.992745163
1445	-46.762390924
1446	-52.230127584
1447	-61.567228367
1448	-50.998769438
1449	-57.773983249
1450	-59.574926285
1451	-48.896252937
1452	-64.924063349
1453	-49.757328755
1454	-64.324689785
1455	-49.860760929
1456	-68.930889571
1457	-80.975433120
1458	-56.023180413
1459	-38.372970498
1460	-79.733668745
1461	-71.111627766
1462	-56.122318328
1463	-47.341187655
1464	-59.543678140
1465	-57.307813696
1466	-59.133056577
1467	-38.035086512
1468	-50.241066732
1469	-74.451602791
1470	-57.001883481
1471	-58.152698862
1472	-62.725889278
1473	-55.191267042
1474	-41.634850143
1475	-59.703924053
1476	-83.986716745
1477	-57.388934150
1478	-51.140765453
1479	-69.896137159
1480	-69.236641161
1481	-58.986073041
1482	-48.289228795
1483	-64.331768312
1484	-47.425698801
1485	-80.702829742
1486	-54.439441794
1487	-69.755053662
1488	-71.450648131
1489	-59.936952960
1490	-81.406162662
1491	-56.243443501
1492	-35.593215722
1493	-59.087229987
1494	-54.509712242
1495	-54.572361468
1496	-50.559376964
