candidate_id	normalized_expression	working_gloss_de	candidate_kind	historical_register_family	required_all_axes	required_any_axes	preferred_axes	preferred_channels	preferred_layout	source_ids	date_tier_0_3	attested_form	locator	attestation_scope	content_slot_axis	evidence_note
E013	calidum et siccum in secundo gradu	heiss und trocken im zweiten Grad	QUALITY_DEGREE	QUALITY_STATE_OR_DEGREE_REGISTER	HOT|DRY	LEVEL_II|MIDDLE_STAGE	LEVEL_II|MIDDLE_STAGE	DESCRIPTIVE_QUALITY|DESCRIPTIVE_MATERIA	MIDDLE|LAST	HX002	3	Aloes lignum calidum et siccum in ii gradu	Wellcome MS.542 f118r	DIRECT_EXPRESSION	NONE	A complete early-fifteenth-century materia entry has the joint quality and degree field.
E014	calidum et siccum in tertio gradu	heiss und trocken im dritten Grad	QUALITY_DEGREE	QUALITY_STATE_OR_DEGREE_REGISTER	HOT|DRY|LEVEL_III	NONE	NONE	DESCRIPTIVE_QUALITY|DESCRIPTIVE_MATERIA	MIDDLE|LAST	HX002	3	Eleborus radix c. et s. in iii gradu	Wellcome MS.542 f119v	DIRECT_EXPRESSION	NONE	An early-fifteenth-century entry uses compact hot-dry notation with third degree.
E015	siccum	trocken oder getrocknet	QUALITY_STATE	QUALITY_STATE_OR_DEGREE_REGISTER	DRY	NONE	MATERIAL|PREPARATION|END_STAGE	DESCRIPTIVE_QUALITY|DESCRIPTIVE_MATERIA|MATERIA_OR_INGREDIENT	MIDDLE|LAST	HX002|HX007	2	siccum	Wellcome MS.542 f118r and Alphita entries	DIRECT_EXPRESSION_CLASS	NONE	Dry is a normal descriptive state; verbal drying remains a separate candidate.
E016	Recipe	nimm	FORMULAIC_COMMAND	RECIPE_ACTION_OR_COMMAND_REGISTER	NONE	PROCESS|PASS	MATERIAL|PREPARATION|AMOUNT	PRESCRIPTIVE_RECIPE|PRESCRIPTIVE_PROCESS	FIRST	HX004|HX006|HX009	2	Recipe	Durham f83v recipes; aligned recipe table 4	DIRECT_PLUS_CORPUS_FORMULA	NONE	Recipe is a real high-frequency command macro and its abbreviation is unusually consistent.
E017	Accipe	nimm	FORMULAIC_COMMAND	RECIPE_ACTION_OR_COMMAND_REGISTER	NONE	PROCESS|PASS	MATERIAL|PREPARATION|AMOUNT	PRESCRIPTIVE_RECIPE|PRESCRIPTIVE_PROCESS	FIRST	HX003|HX004	3	Accipe	Salzburg f266r; Durham f83v recipes 4 6 7 13	DIRECT_EXPRESSION	NONE	Accipe repeatedly opens concise period recipes.
E018	misce	mische	PROCESS_VERB	RECIPE_ACTION_OR_COMMAND_REGISTER	PROCESS|PREPARATION	NONE	MATERIAL	PRESCRIPTIVE_RECIPE|PRESCRIPTIVE_PROCESS	MIDDLE	HX004	3	misce	Durham f83v recipe 5	DIRECT_EXPRESSION	NONE	The period recipe explicitly commands mixing ointment and soap.
E019	repone	stelle zurueck oder bewahre auf	PROCESS_VERB	RECIPE_ACTION_OR_COMMAND_REGISTER	PROCESS|CLOSE	NONE	PASS|PREPARATION	PRESCRIPTIVE_RECIPE|PRESCRIPTIVE_PROCESS	MIDDLE|LAST	HX005	3	repone	BnF lat.8651 f88v	DIRECT_EXPRESSION	NONE	A fourteenth-century technical recipe uses repone after straining and before renewed heating.
E020	refrigeretur	lasse abkuehlen	PROCESS_VERB	RECIPE_ACTION_OR_COMMAND_REGISTER	COLD	PROCESS|PASS|CLOSE	PREPARATION	PRESCRIPTIVE_RECIPE|PRESCRIPTIVE_PROCESS	MIDDLE|LAST	HX004	3	refrigeretur	Durham f83v recipe 2	DIRECT_EXPRESSION	NONE	A period butter-oil recipe explicitly orders cooling before the clear oil result.
E021	fac bullire	lasse kochen	PROCESS_VERB	RECIPE_ACTION_OR_COMMAND_REGISTER	HOT|PROCESS	NONE	MIDDLE_STAGE|END_STAGE	PRESCRIPTIVE_RECIPE|PRESCRIPTIVE_PROCESS	MIDDLE	HX005	3	fac bulire	BnF lat.8651 f88v	DIRECT_EXPRESSION	NONE	The fourteenth-century ink recipe repeatedly orders boiling.
E022	cola	seihe oder filtere	PROCESS_VERB	RECIPE_ACTION_OR_COMMAND_REGISTER	PROCESS	NONE	LIQUID|CLOSE	PRESCRIPTIVE_RECIPE|PRESCRIPTIVE_PROCESS	MIDDLE	HX005	3	deinde cola	BnF lat.8651 f88v	DIRECT_EXPRESSION	NONE	Straining is directly attested three times in one fourteenth-century technical recipe.
E023	temperando usque ad mane	weiche ueber Nacht ein	PROCESS_VERB	RECIPE_ACTION_OR_COMMAND_REGISTER	MOIST|PROCESS	NONE	PASS|MATERIAL	PRESCRIPTIVE_RECIPE|PRESCRIPTIVE_PROCESS	MIDDLE	HX005	3	temperando usque ad mane	BnF lat.8651 f88v	DIRECT_EXPRESSION	NONE	Galls are put into rainwater and left while tempering until morning.
E024	usque ad mediam partem	bis zur Haelfte	PROCESS_TARGET	RECIPE_ACTION_OR_COMMAND_REGISTER	MIDDLE_STAGE	PROCESS|PART	DRY|HOT|AMOUNT	PRESCRIPTIVE_RECIPE|PRESCRIPTIVE_PROCESS|QUANTITY_OR_PART	MIDDLE|LAST	HX005	3	usque ad mediam partem	BnF lat.8651 f88v	DIRECT_EXPRESSION	NONE	A fourteenth-century process is continued until the liquid is reduced to half.
E025	preparatio	Zubereitung	PREPARATION_NOUN	LEARNED_DRUG_OR_PREPARATION_HEADWORD_REGISTER	PREPARATION|MATERIAL	NONE	CLOSE	DESCRIPTIVE_MATERIA|MATERIA_OR_INGREDIENT|PRESCRIPTIVE_RECIPE	MIDDLE|LAST	HX004|HX008	3	Preparationes; Preparatio	Durham f83v recipes 6-7	DIRECT_EXPRESSION	PREPARATION	Preparation is an explicit nominal recipe heading in a period witness.
E026	unguentum	Salbe	PREPARATION_NOUN	LEARNED_DRUG_OR_PREPARATION_HEADWORD_REGISTER	PREPARATION|MATERIAL	NONE	CLOSE|DRY|HOT|COLD	DESCRIPTIVE_MATERIA|MATERIA_OR_INGREDIENT|PRESCRIPTIVE_RECIPE	MIDDLE|LAST	HX004	3	Unguentum	Durham f83v recipe 5	DIRECT_EXPRESSION	OINTMENT	A named ointment heads a concise medicinal recipe.
E027	custodiatur	bewahre auf oder halte	PROCESS_VERB	RECIPE_ACTION_OR_COMMAND_REGISTER	PASS|CLOSE	NONE	PREPARATION|MATERIAL	PRESCRIPTIVE_RECIPE|PRESCRIPTIVE_PROCESS	MIDDLE|LAST	HX004	3	custodiatur	Durham f83v recipe 6	DIRECT_EXPRESSION	NONE	The recipe uses a preservation or keeping instruction after taking green leaves.
E028	oleum	Oel	CONTENT_NOUN	LEARNED_DRUG_OR_PREPARATION_HEADWORD_REGISTER	OIL|LIQUID	NONE	PREPARATION	DESCRIPTIVE_MATERIA|MATERIA_OR_INGREDIENT|PRESCRIPTIVE_RECIPE	MIDDLE|LAST	HX004|HX007	2	Oleum de butero; oleum clarum	Durham f83v recipe 2; Alphita Ydroleon	DIRECT_EXPRESSION_CLASS	OIL	Oil is abundant historical content vocabulary but requires a liquid or oil slot before target assignment.
E029	aqua	Wasser	CONTENT_NOUN	LEARNED_DRUG_OR_PREPARATION_HEADWORD_REGISTER	WATER|LIQUID	NONE	PREPARATION	DESCRIPTIVE_MATERIA|MATERIA_OR_INGREDIENT|PRESCRIPTIVE_RECIPE	MIDDLE|LAST	HX004|HX005|HX007	3	aqua pluviali; aqua vitae	Durham f83v; BnF lat.8651 f88v	DIRECT_EXPRESSION_CLASS	WATER	Water is directly attested across technical and medical recipes but no top-24 role contains a liquid axis.
E030	vinum	Wein	CONTENT_NOUN	LEARNED_DRUG_OR_PREPARATION_HEADWORD_REGISTER	WINE|LIQUID	NONE	INGREDIENT	DESCRIPTIVE_MATERIA|MATERIA_OR_INGREDIENT|PRESCRIPTIVE_RECIPE	MIDDLE|LAST	HX004|HX005|HX006	3	vino bono albo et claro; vino rubeo	BnF lat.8651 f88v; Durham f83v recipe 11	DIRECT_EXPRESSION_CLASS	WINE	Wine is concrete recipe content and also a consistently abbreviated lexical example in the later corpus.
E031	sal	Salz	CONTENT_NOUN	LEARNED_DRUG_OR_PREPARATION_HEADWORD_REGISTER	SALT|MATERIAL	NONE	INGREDIENT	DESCRIPTIVE_MATERIA|MATERIA_OR_INGREDIENT|PRESCRIPTIVE_RECIPE	MIDDLE|LAST	HX004|HX007	2	salt	Durham f83v prescriptions 9-10; Alphita Sal	DIRECT_EXPRESSION_CLASS	SALT	Salt is explicit historical materia vocabulary; MATERIAL alone is not enough to select it.
E032	folia	Blaetter	CONTENT_NOUN	LEARNED_DRUG_OR_PREPARATION_HEADWORD_REGISTER	LEAF|PLANT_PART|MATERIAL	NONE	INGREDIENT	DESCRIPTIVE_MATERIA|MATERIA_OR_INGREDIENT|PRESCRIPTIVE_RECIPE	MIDDLE|LAST	HX001|HX004	3	De foliis; Accipe folia petrofilli	Pal.lat.1234 f3v; Durham f83v recipe 6	DIRECT_EXPRESSION_CLASS	LEAF	Leaves occur both as a descriptive part heading and an ingredient.
E033	semen	Samen	CONTENT_NOUN	LEARNED_DRUG_OR_PREPARATION_HEADWORD_REGISTER	SEED|PLANT_PART|MATERIAL	NONE	INGREDIENT	DESCRIPTIVE_MATERIA|MATERIA_OR_INGREDIENT|PRESCRIPTIVE_RECIPE	MIDDLE|LAST	HX001|HX003	3	De seminibus; Accipe semen Petroselini	Pal.lat.1234 f3r-f3v; Salzburg f266r	DIRECT_EXPRESSION_CLASS	SEED	Seed is a real whole content category and ingredient, not an EVA initial value.
E034	radix	Wurzel	CONTENT_NOUN	LEARNED_DRUG_OR_PREPARATION_HEADWORD_REGISTER	ROOT|PLANT_PART|MATERIAL	NONE	INGREDIENT	DESCRIPTIVE_MATERIA|MATERIA_OR_INGREDIENT|PRESCRIPTIVE_RECIPE	MIDDLE|LAST	HX001|HX002	3	De radicibus; Eleborus radix	Pal.lat.1234 f3r-f3v; Wellcome MS.542 f119v	DIRECT_EXPRESSION_CLASS	ROOT	Root is historically exact but needs a plant-part slot not present in the top-24 role deck.
E035	lignum	Holz	CONTENT_NOUN	LEARNED_DRUG_OR_PREPARATION_HEADWORD_REGISTER	WOOD|PLANT_PART|MATERIAL	NONE	INGREDIENT	DESCRIPTIVE_MATERIA|MATERIA_OR_INGREDIENT|PRESCRIPTIVE_RECIPE	MIDDLE|LAST	HX001|HX002	3	De lignis; Aloes lignum	Pal.lat.1234 f3r; Wellcome MS.542 f118r	DIRECT_EXPRESSION_CLASS	WOOD	Wood is a named part or drug form and cannot be inferred from EVA l.
E036	pulvis	Pulver	CONTENT_NOUN	LEARNED_DRUG_OR_PREPARATION_HEADWORD_REGISTER	POWDER|MATERIAL	NONE	PREPARATION|INGREDIENT	DESCRIPTIVE_MATERIA|MATERIA_OR_INGREDIENT|PRESCRIPTIVE_RECIPE	MIDDLE|LAST	HX003|HX007	3	Pulvis probatissimus; recipe pulveris eufrasiae	Salzburg f148v f155v	DIRECT_EXPRESSION_CLASS	POWDER	Powder is a real product and ingredient noun but needs a powder-specific slot.
E037	vas distillatorium	Destilliergefaess	CONTENT_NOUN	LEARNED_DRUG_OR_PREPARATION_HEADWORD_REGISTER	VESSEL	NONE	PROCESS|LIQUID	MATERIA_OR_INGREDIENT|PRESCRIPTIVE_RECIPE	MIDDLE|LAST	HX007	1	Alembicum est vas distillatorium	Alphita Alembicum entry	EDITED_GLOSSARY_EXPRESSION	VESSEL	The edited medieval glossary explicitly defines an alembic as a distilling vessel.
E038	morbum	Krankheit	CONTENT_NOUN	LEARNED_DRUG_OR_PREPARATION_HEADWORD_REGISTER	DISEASE	NONE	TREATMENT	DESCRIPTIVE_MATERIA|OPEN	ANY	HX006|HX012	1	morbum; medical recipe headings	aligned corpus table 5; Beinecke MS 163 catalogue	CORPUS_VOCABULARY	DISEASE	Disease is normal medical lexical content but no top-24 role selects a disease slot.
E039	electuarium	Latwerge	PREPARATION_NOUN	LEARNED_DRUG_OR_PREPARATION_HEADWORD_REGISTER	PREPARATION|MATERIAL	NONE	INGREDIENT|CLOSE	DESCRIPTIVE_MATERIA|MATERIA_OR_INGREDIENT|PRESCRIPTIVE_RECIPE	MIDDLE|LAST	HX006|HX008	1	electuarium	aligned corpus table 5	CORPUS_VOCABULARY	ELECTUARY	Electuary is an attested learned preparation word; assigning it to a target remains speculative.
E040	medicina	Heilmittel oder Behandlung	CONTENT_NOUN	LEARNED_DRUG_OR_PREPARATION_HEADWORD_REGISTER	TREATMENT	NONE	MATERIAL|PREPARATION	DESCRIPTIVE_MATERIA|PRESCRIPTIVE_RECIPE	FIRST|MIDDLE	HX012	1	medicina	Beinecke MS 163 catalogue recipe headings	CATALOGUE_VOCABULARY	TREATMENT	Medicine or remedy headings establish a treatment slot but not a target identity.
E041	mulier	Frau	CONTENT_NOUN	LEARNED_DRUG_OR_PREPARATION_HEADWORD_REGISTER	PERSON|FEMALE	NONE	TREATMENT	DESCRIPTIVE_MATERIA|PRESCRIPTIVE_RECIPE	MIDDLE	HX012	1	ad partum mulieris	Beinecke MS 163 art.20 description	CATALOGUE_EXPRESSION	FEMALE_PERSON	A female-patient phrase is catalogued in the medical-water section.
E042	mel	Honig	CONTENT_NOUN	LEARNED_DRUG_OR_PREPARATION_HEADWORD_REGISTER	HONEY|MATERIAL	NONE	INGREDIENT|LIQUID	MATERIA_OR_INGREDIENT|PRESCRIPTIVE_RECIPE	MIDDLE|LAST	HX004|HX007	2	Accipe mel; tertia mellis	Durham f83v recipe 13; Alphita Idromel	DIRECT_EXPRESSION_CLASS	HONEY	Honey is concrete ingredient vocabulary but MATERIAL alone does not uniquely select it.
E043	sicca	trockne	PROCESS_VERB	RECIPE_ACTION_OR_COMMAND_REGISTER	DRY|PROCESS	NONE	CLOSE|MATERIAL|PREPARATION	PRESCRIPTIVE_RECIPE|PRESCRIPTIVE_PROCESS	MIDDLE|LAST	HX011	1	sicca ad solem vel ad umbram	Oxford Trinity College MS 9 recipe catalogue	CATALOGUE_EXPRESSION	NONE	A late-medieval technical recipe directly has an imperative dry instruction.
E044	tere	zerreibe	PROCESS_VERB	RECIPE_ACTION_OR_COMMAND_REGISTER	PROCESS	NONE	MATERIAL|PREPARATION|DRY	PRESCRIPTIVE_RECIPE|PRESCRIPTIVE_PROCESS	MIDDLE	HX009	1	tere	medical-recipe corpus examples	CORPUS_EXPRESSION_CLASS	NONE	Grinding is a real recipe operation, but process role alone cannot distinguish it from mixing or filtering.
E045	aqua vitae	Aqua vitae oder Branntwasser	CONTENT_NOUN	LEARNED_DRUG_OR_PREPARATION_HEADWORD_REGISTER	WATER|LIQUID|PREPARATION	NONE	PROCESS	DESCRIPTIVE_MATERIA|MATERIA_OR_INGREDIENT|PRESCRIPTIVE_RECIPE	MIDDLE|LAST	HX004|HX012	2	aqua vitae	Durham f83v recipe 3; Beinecke MS 163 art.20	DIRECT_EXPRESSION_CLASS	DISTILLED_WATER	A named medicinal water exists historically but requires an independent liquid/preparation slot.
E046	ii partes aquae et tertia mellis	zwei Teile Wasser und ein Teil Honig	FORMULAIC_RECIPE_QUANTITY	MEASURE_FRACTION_OR_DEGREE_REGISTER	PART|LEVEL_II	NONE	WATER|HONEY|AMOUNT	PRESCRIPTIVE_RECIPE|QUANTITY_OR_PART	MIDDLE|LAST	HX007	1	ii partes aque et tertiam mellis	Alphita Idromel recipe	EDITED_GLOSSARY_EXPRESSION	NONE	The compound recipe formula is historical; a target can inherit only the supported part/value class, not water or honey.
E047	oleum clarum	klares Oel	CONTENT_STATE	LEARNED_DRUG_OR_PREPARATION_HEADWORD_REGISTER	OIL|LIQUID|PREPARATION	NONE	CLOSE	DESCRIPTIVE_MATERIA|PRESCRIPTIVE_RECIPE	LAST	HX004	3	erit oleum clarum optimum	Durham f83v recipe 2	DIRECT_EXPRESSION	CLEAR_OIL	The clear-oil result is exact, but no top-24 role currently has an oil/liquid identity.
E048	preservari	aufbewahren oder erhalten	PROCESS_VERB	RECIPE_ACTION_OR_COMMAND_REGISTER	PASS|CLOSE	NONE	PROCESS|PREPARATION	PRESCRIPTIVE_RECIPE|PRESCRIPTIVE_PROCESS	MIDDLE|LAST	HX006	1	preservari	aligned recipe table 4	CORPUS_FORMULA	NONE	Preservari is among the consistently abbreviated recipe forms in the later aligned corpus.
E049	tertia pars	dritter Teil	FORMULAIC_PART	MEASURE_FRACTION_OR_DEGREE_REGISTER	PART|LEVEL_III	NONE	AMOUNT	QUANTITY_OR_PART|PRESCRIPTIVE_RECIPE	LAST|MIDDLE	HX005|HX007	2	tertiam partem; tertiam mellis	BnF lat.8651 f88v; Alphita Idromel	DIRECT_EXPRESSION_CLASS	NONE	Third-part formulae recur in technical and medico-botanical recipes.
E050	calidum	heiss oder warm	QUALITY_STATE	QUALITY_STATE_OR_DEGREE_REGISTER	HOT	NONE	MATERIAL|PREPARATION	DESCRIPTIVE_QUALITY|DESCRIPTIVE_MATERIA	MIDDLE|LAST	HX001|HX002|HX007	3	calidum	quality rubrics and materia entries	DIRECT_EXPRESSION_CLASS	NONE	Hot or warm is a stable descriptive quality class without committing to a degree.
E051	prima pars	erster Teil oder Anteil	FORMULAIC_PART	MEASURE_FRACTION_OR_DEGREE_REGISTER	PART|LEVEL_I	NONE	AMOUNT|MATERIAL|PREPARATION	QUANTITY_OR_PART|PRESCRIPTIVE_RECIPE	MIDDLE|LAST	HX001|HX005|HX006	1	primo gradu; mediam partem; parte	cross-source normalized field combination	NORMALIZED_ATTESTED_FIELD_COMBINATION	NONE	First-value and part syntax are separately attested; the exact phrase is a transparent working combination, not a quoted row.
E052	ponatur infirmum in balneum	lege den Kranken ins Bad	PROCESS_VERB	RECIPE_ACTION_OR_COMMAND_REGISTER	BATH|PROCESS	NONE	PERSON|HOT|MOIST	PRESCRIPTIVE_RECIPE|PRESCRIPTIVE_PROCESS	MIDDLE|LAST	HX013	2	ponatur infirmum in balneum	Wellcome MS.708 f42v	CATALOGUE_EXPRESSION	BATH	A dated 1443 remedy explicitly places the patient in a bath; no top-24 role presently selects BATH.
