unified_serial	register	page	unit_or_locus	source_group_identity	visible_identity	owner_or_namespace	construction_or_address	current_short_reading	content_layer	finite_source_unit	allowed_source_program	free_master_noun_allowed	selected_source_vocabulary	content_selection_status	controlled_unit_reading_de	controlled_rewrite_status
11	HERBAL_PROSE	f10r	H1-S002	E011	qokchy	H1	C07	Führe es mit diesem laufenden Posten aus: Posten zur Weiterbearbeitung ansetzen.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H1	PLANT>ROOT>WATER>VESSEL>EXTRACT>PORTION>DRINK_OR_PRODUCT>RESIDUE	NO	Bildpflanze; Wurzel; Wasser; Gefäß; Auszug; örtliche Portion; Endprodukt; Rückstand	FINITE_SELECTED_LEXICON	Von der Bildpflanze die Wurzel nehmen. Mit Wasser im Gefäß ansetzen, trennen und den Auszug sammeln. Die örtliche Portion als Endprodukt verwenden; den Rückstand verwahren.	BOUND_WITHOUT_FREE_CONTENT_NOUN
12	HERBAL_PROSE	f10r	H1-S002	E012	qotchol	H1	C02	Danach oder in demselben Gang: danach weiterfuehren.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H1	PLANT>ROOT>WATER>VESSEL>EXTRACT>PORTION>DRINK_OR_PRODUCT>RESIDUE	NO	Bildpflanze; Wurzel; Wasser; Gefäß; Auszug; örtliche Portion; Endprodukt; Rückstand	FINITE_SELECTED_LEXICON	Von der Bildpflanze die Wurzel nehmen. Mit Wasser im Gefäß ansetzen, trennen und den Auszug sammeln. Die örtliche Portion als Endprodukt verwenden; den Rückstand verwahren.	BOUND_WITHOUT_FREE_CONTENT_NOUN
13	HERBAL_PROSE	f10r	H1-S002	E013	chol	H1	C02	Danach oder in demselben Gang: fortsetzen.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H1	PLANT>ROOT>WATER>VESSEL>EXTRACT>PORTION>DRINK_OR_PRODUCT>RESIDUE	NO	Bildpflanze; Wurzel; Wasser; Gefäß; Auszug; örtliche Portion; Endprodukt; Rückstand	FINITE_SELECTED_LEXICON	Von der Bildpflanze die Wurzel nehmen. Mit Wasser im Gefäß ansetzen, trennen und den Auszug sammeln. Die örtliche Portion als Endprodukt verwenden; den Rückstand verwahren.	BOUND_WITHOUT_FREE_CONTENT_NOUN
14	HERBAL_PROSE	f10r	H1-S002	E014	cthy	H1	C07	Führe es mit diesem laufenden Posten aus: bereit.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H1	PLANT>ROOT>WATER>VESSEL>EXTRACT>PORTION>DRINK_OR_PRODUCT>RESIDUE	NO	Bildpflanze; Wurzel; Wasser; Gefäß; Auszug; örtliche Portion; Endprodukt; Rückstand	FINITE_SELECTED_LEXICON	Von der Bildpflanze die Wurzel nehmen. Mit Wasser im Gefäß ansetzen, trennen und den Auszug sammeln. Die örtliche Portion als Endprodukt verwenden; den Rückstand verwahren.	BOUND_WITHOUT_FREE_CONTENT_NOUN
15	HERBAL_PROSE	f10r	H2-S001	E015	ycheor	H2	C09	Nenne Quelle, Lauf, Auszug oder Ansatz: Auszugsansatz.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H2	PLANT>SHOOT>LEAF>CLOTH>EXTRACT>PORTION>OIL_BINDER>VESSEL>OUTER_APPLICATION	NO	Bildpflanze; junger Spross; Blatt; Tuch; Auszug; örtliche Portion; Träger; Gefäß; Auftrag	FINITE_SELECTED_LEXICON	Jungen Spross und Blatt der Bildpflanze nehmen, teilen und durch Tuch auswringen. Den Auszug in örtlicher Portion mit dem Träger im Gefäß ansetzen und als Auftrag verwenden.	BOUND_WITHOUT_FREE_CONTENT_NOUN
16	HERBAL_PROSE	f10r	H2-S001	E016	cthy	H2	C07	Führe es mit diesem laufenden Posten aus: bereit.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H2	PLANT>SHOOT>LEAF>CLOTH>EXTRACT>PORTION>OIL_BINDER>VESSEL>OUTER_APPLICATION	NO	Bildpflanze; junger Spross; Blatt; Tuch; Auszug; örtliche Portion; Träger; Gefäß; Auftrag	FINITE_SELECTED_LEXICON	Jungen Spross und Blatt der Bildpflanze nehmen, teilen und durch Tuch auswringen. Den Auszug in örtlicher Portion mit dem Träger im Gefäß ansetzen und als Auftrag verwenden.	BOUND_WITHOUT_FREE_CONTENT_NOUN
17	HERBAL_PROSE	f10r	H2-S001	E017	chor	H2	C09	Nenne Quelle, Lauf, Auszug oder Ansatz: Ansatz.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H2	PLANT>SHOOT>LEAF>CLOTH>EXTRACT>PORTION>OIL_BINDER>VESSEL>OUTER_APPLICATION	NO	Bildpflanze; junger Spross; Blatt; Tuch; Auszug; örtliche Portion; Träger; Gefäß; Auftrag	FINITE_SELECTED_LEXICON	Jungen Spross und Blatt der Bildpflanze nehmen, teilen und durch Tuch auswringen. Den Auszug in örtlicher Portion mit dem Träger im Gefäß ansetzen und als Auftrag verwenden.	BOUND_WITHOUT_FREE_CONTENT_NOUN
18	HERBAL_PROSE	f10r	H2-S001	E018	cthaiin	H2	C06	Führe es in der angegebenen Portion oder Stufe aus: Fertigmaß.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H2	PLANT>SHOOT>LEAF>CLOTH>EXTRACT>PORTION>OIL_BINDER>VESSEL>OUTER_APPLICATION	NO	Bildpflanze; junger Spross; Blatt; Tuch; Auszug; örtliche Portion; Träger; Gefäß; Auftrag	FINITE_SELECTED_LEXICON	Jungen Spross und Blatt der Bildpflanze nehmen, teilen und durch Tuch auswringen. Den Auszug in örtlicher Portion mit dem Träger im Gefäß ansetzen und als Auftrag verwenden.	BOUND_WITHOUT_FREE_CONTENT_NOUN
19	HERBAL_PROSE	f10r	H2-S001	E019	qoctholy	H2	C02	Danach oder in demselben Gang: bereiten Posten weiterfuehren.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H2	PLANT>SHOOT>LEAF>CLOTH>EXTRACT>PORTION>OIL_BINDER>VESSEL>OUTER_APPLICATION	NO	Bildpflanze; junger Spross; Blatt; Tuch; Auszug; örtliche Portion; Träger; Gefäß; Auftrag	FINITE_SELECTED_LEXICON	Jungen Spross und Blatt der Bildpflanze nehmen, teilen und durch Tuch auswringen. Den Auszug in örtlicher Portion mit dem Träger im Gefäß ansetzen und als Auftrag verwenden.	BOUND_WITHOUT_FREE_CONTENT_NOUN
20	HERBAL_PROSE	f10r	H2-S001	E020	dy	H2	C12	Nimm diesen Posten wieder auf: dieser Posten.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H2	PLANT>SHOOT>LEAF>CLOTH>EXTRACT>PORTION>OIL_BINDER>VESSEL>OUTER_APPLICATION	NO	Bildpflanze; junger Spross; Blatt; Tuch; Auszug; örtliche Portion; Träger; Gefäß; Auftrag	FINITE_SELECTED_LEXICON	Jungen Spross und Blatt der Bildpflanze nehmen, teilen und durch Tuch auswringen. Den Auszug in örtlicher Portion mit dem Träger im Gefäß ansetzen und als Auftrag verwenden.	BOUND_WITHOUT_FREE_CONTENT_NOUN
21	HERBAL_PROSE	f10r	H2-S001	E021	chy	H2	C12	Nimm diesen Posten wieder auf: dieser Posten.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H2	PLANT>SHOOT>LEAF>CLOTH>EXTRACT>PORTION>OIL_BINDER>VESSEL>OUTER_APPLICATION	NO	Bildpflanze; junger Spross; Blatt; Tuch; Auszug; örtliche Portion; Träger; Gefäß; Auftrag	FINITE_SELECTED_LEXICON	Jungen Spross und Blatt der Bildpflanze nehmen, teilen und durch Tuch auswringen. Den Auszug in örtlicher Portion mit dem Träger im Gefäß ansetzen und als Auftrag verwenden.	BOUND_WITHOUT_FREE_CONTENT_NOUN
22	HERBAL_PROSE	f10r	H2-S001	E022	taiin	H2	C10	Setze Maß, Portion oder Stufe: Sollmaß.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H2	PLANT>SHOOT>LEAF>CLOTH>EXTRACT>PORTION>OIL_BINDER>VESSEL>OUTER_APPLICATION	NO	Bildpflanze; junger Spross; Blatt; Tuch; Auszug; örtliche Portion; Träger; Gefäß; Auftrag	FINITE_SELECTED_LEXICON	Jungen Spross und Blatt der Bildpflanze nehmen, teilen und durch Tuch auswringen. Den Auszug in örtlicher Portion mit dem Träger im Gefäß ansetzen und als Auftrag verwenden.	BOUND_WITHOUT_FREE_CONTENT_NOUN
23	HERBAL_PROSE	f10r	H2-S001	E023	shy	H2	C12	Nimm diesen Posten wieder auf: dieser Posten.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H2	PLANT>SHOOT>LEAF>CLOTH>EXTRACT>PORTION>OIL_BINDER>VESSEL>OUTER_APPLICATION	NO	Bildpflanze; junger Spross; Blatt; Tuch; Auszug; örtliche Portion; Träger; Gefäß; Auftrag	FINITE_SELECTED_LEXICON	Jungen Spross und Blatt der Bildpflanze nehmen, teilen und durch Tuch auswringen. Den Auszug in örtlicher Portion mit dem Träger im Gefäß ansetzen und als Auftrag verwenden.	BOUND_WITHOUT_FREE_CONTENT_NOUN
24	HERBAL_PROSE	f10r	H2-S002	E024	qotchor	H2	C02	Danach oder in demselben Gang: Folgeansatz.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H2	PLANT>SHOOT>LEAF>CLOTH>EXTRACT>PORTION>OIL_BINDER>VESSEL>OUTER_APPLICATION	NO	Bildpflanze; junger Spross; Blatt; Tuch; Auszug; örtliche Portion; Träger; Gefäß; Auftrag	FINITE_SELECTED_LEXICON	Jungen Spross und Blatt der Bildpflanze nehmen, teilen und durch Tuch auswringen. Den Auszug in örtlicher Portion mit dem Träger im Gefäß ansetzen und als Auftrag verwenden.	BOUND_WITHOUT_FREE_CONTENT_NOUN
25	HERBAL_PROSE	f10r	H2-S002	E025	chor	H2	C09	Nenne Quelle, Lauf, Auszug oder Ansatz: Ansatz.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H2	PLANT>SHOOT>LEAF>CLOTH>EXTRACT>PORTION>OIL_BINDER>VESSEL>OUTER_APPLICATION	NO	Bildpflanze; junger Spross; Blatt; Tuch; Auszug; örtliche Portion; Träger; Gefäß; Auftrag	FINITE_SELECTED_LEXICON	Jungen Spross und Blatt der Bildpflanze nehmen, teilen und durch Tuch auswringen. Den Auszug in örtlicher Portion mit dem Träger im Gefäß ansetzen und als Auftrag verwenden.	BOUND_WITHOUT_FREE_CONTENT_NOUN
26	HERBAL_PROSE	f10r	H2-S002	E026	otol	H2	C02	Danach oder in demselben Gang: danach fortsetzen.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H2	PLANT>SHOOT>LEAF>CLOTH>EXTRACT>PORTION>OIL_BINDER>VESSEL>OUTER_APPLICATION	NO	Bildpflanze; junger Spross; Blatt; Tuch; Auszug; örtliche Portion; Träger; Gefäß; Auftrag	FINITE_SELECTED_LEXICON	Jungen Spross und Blatt der Bildpflanze nehmen, teilen und durch Tuch auswringen. Den Auszug in örtlicher Portion mit dem Träger im Gefäß ansetzen und als Auftrag verwenden.	BOUND_WITHOUT_FREE_CONTENT_NOUN
27	HERBAL_PROSE	f10r	H2-S002	E027	chol	H2	C02	Danach oder in demselben Gang: fortsetzen.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H2	PLANT>SHOOT>LEAF>CLOTH>EXTRACT>PORTION>OIL_BINDER>VESSEL>OUTER_APPLICATION	NO	Bildpflanze; junger Spross; Blatt; Tuch; Auszug; örtliche Portion; Träger; Gefäß; Auftrag	FINITE_SELECTED_LEXICON	Jungen Spross und Blatt der Bildpflanze nehmen, teilen und durch Tuch auswringen. Den Auszug in örtlicher Portion mit dem Träger im Gefäß ansetzen und als Auftrag verwenden.	BOUND_WITHOUT_FREE_CONTENT_NOUN
28	HERBAL_PROSE	f10r	H2-S002	E028	cholor	H2	C02	Danach oder in demselben Gang: Fortsetzungsansatz.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H2	PLANT>SHOOT>LEAF>CLOTH>EXTRACT>PORTION>OIL_BINDER>VESSEL>OUTER_APPLICATION	NO	Bildpflanze; junger Spross; Blatt; Tuch; Auszug; örtliche Portion; Träger; Gefäß; Auftrag	FINITE_SELECTED_LEXICON	Jungen Spross und Blatt der Bildpflanze nehmen, teilen und durch Tuch auswringen. Den Auszug in örtlicher Portion mit dem Träger im Gefäß ansetzen und als Auftrag verwenden.	BOUND_WITHOUT_FREE_CONTENT_NOUN
29	HERBAL_PROSE	f10r	H2-S002	E029	chol	H2	C02	Danach oder in demselben Gang: fortsetzen.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H2	PLANT>SHOOT>LEAF>CLOTH>EXTRACT>PORTION>OIL_BINDER>VESSEL>OUTER_APPLICATION	NO	Bildpflanze; junger Spross; Blatt; Tuch; Auszug; örtliche Portion; Träger; Gefäß; Auftrag	FINITE_SELECTED_LEXICON	Jungen Spross und Blatt der Bildpflanze nehmen, teilen und durch Tuch auswringen. Den Auszug in örtlicher Portion mit dem Träger im Gefäß ansetzen und als Auftrag verwenden.	BOUND_WITHOUT_FREE_CONTENT_NOUN
30	HERBAL_PROSE	f10r	H2-S002	E030	daiin	H2	C10	Setze Maß, Portion oder Stufe: Sollmaß.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H2	PLANT>SHOOT>LEAF>CLOTH>EXTRACT>PORTION>OIL_BINDER>VESSEL>OUTER_APPLICATION	NO	Bildpflanze; junger Spross; Blatt; Tuch; Auszug; örtliche Portion; Träger; Gefäß; Auftrag	FINITE_SELECTED_LEXICON	Jungen Spross und Blatt der Bildpflanze nehmen, teilen und durch Tuch auswringen. Den Auszug in örtlicher Portion mit dem Träger im Gefäß ansetzen und als Auftrag verwenden.	BOUND_WITHOUT_FREE_CONTENT_NOUN
31	HERBAL_PROSE	f10r	H2-S002	E031	dar	H2	C09	Nenne Quelle, Lauf, Auszug oder Ansatz: aus dem Ansatz.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H2	PLANT>SHOOT>LEAF>CLOTH>EXTRACT>PORTION>OIL_BINDER>VESSEL>OUTER_APPLICATION	NO	Bildpflanze; junger Spross; Blatt; Tuch; Auszug; örtliche Portion; Träger; Gefäß; Auftrag	FINITE_SELECTED_LEXICON	Jungen Spross und Blatt der Bildpflanze nehmen, teilen und durch Tuch auswringen. Den Auszug in örtlicher Portion mit dem Träger im Gefäß ansetzen und als Auftrag verwenden.	BOUND_WITHOUT_FREE_CONTENT_NOUN
32	HERBAL_PROSE	f10r	H2-S003	E032	oykchor	H2	C05	Führe es aus dem Vorrat oder am Ansatz aus: aktuellen Ansatz bearbeiten.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H2	PLANT>SHOOT>LEAF>CLOTH>EXTRACT>PORTION>OIL_BINDER>VESSEL>OUTER_APPLICATION	NO	Bildpflanze; junger Spross; Blatt; Tuch; Auszug; örtliche Portion; Träger; Gefäß; Auftrag	FINITE_SELECTED_LEXICON	Jungen Spross und Blatt der Bildpflanze nehmen, teilen und durch Tuch auswringen. Den Auszug in örtlicher Portion mit dem Träger im Gefäß ansetzen und als Auftrag verwenden.	BOUND_WITHOUT_FREE_CONTENT_NOUN
33	HERBAL_PROSE	f10r	H2-S003	E033	shor	H2	C09	Nenne Quelle, Lauf, Auszug oder Ansatz: Ansatz.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H2	PLANT>SHOOT>LEAF>CLOTH>EXTRACT>PORTION>OIL_BINDER>VESSEL>OUTER_APPLICATION	NO	Bildpflanze; junger Spross; Blatt; Tuch; Auszug; örtliche Portion; Träger; Gefäß; Auftrag	FINITE_SELECTED_LEXICON	Jungen Spross und Blatt der Bildpflanze nehmen, teilen und durch Tuch auswringen. Den Auszug in örtlicher Portion mit dem Träger im Gefäß ansetzen und als Auftrag verwenden.	BOUND_WITHOUT_FREE_CONTENT_NOUN
34	HERBAL_PROSE	f10r	H2-S003	E034	chor	H2	C09	Nenne Quelle, Lauf, Auszug oder Ansatz: Ansatz.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H2	PLANT>SHOOT>LEAF>CLOTH>EXTRACT>PORTION>OIL_BINDER>VESSEL>OUTER_APPLICATION	NO	Bildpflanze; junger Spross; Blatt; Tuch; Auszug; örtliche Portion; Träger; Gefäß; Auftrag	FINITE_SELECTED_LEXICON	Jungen Spross und Blatt der Bildpflanze nehmen, teilen und durch Tuch auswringen. Den Auszug in örtlicher Portion mit dem Träger im Gefäß ansetzen und als Auftrag verwenden.	BOUND_WITHOUT_FREE_CONTENT_NOUN
35	HERBAL_PROSE	f10r	H2-S003	E035	chy	H2	C12	Nimm diesen Posten wieder auf: dieser Posten.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H2	PLANT>SHOOT>LEAF>CLOTH>EXTRACT>PORTION>OIL_BINDER>VESSEL>OUTER_APPLICATION	NO	Bildpflanze; junger Spross; Blatt; Tuch; Auszug; örtliche Portion; Träger; Gefäß; Auftrag	FINITE_SELECTED_LEXICON	Jungen Spross und Blatt der Bildpflanze nehmen, teilen und durch Tuch auswringen. Den Auszug in örtlicher Portion mit dem Träger im Gefäß ansetzen und als Auftrag verwenden.	BOUND_WITHOUT_FREE_CONTENT_NOUN
36	HERBAL_PROSE	f10r	H2-S003	E036	kaiiin	H2	C10	Setze Maß, Portion oder Stufe: Weichstufe.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H2	PLANT>SHOOT>LEAF>CLOTH>EXTRACT>PORTION>OIL_BINDER>VESSEL>OUTER_APPLICATION	NO	Bildpflanze; junger Spross; Blatt; Tuch; Auszug; örtliche Portion; Träger; Gefäß; Auftrag	FINITE_SELECTED_LEXICON	Jungen Spross und Blatt der Bildpflanze nehmen, teilen und durch Tuch auswringen. Den Auszug in örtlicher Portion mit dem Träger im Gefäß ansetzen und als Auftrag verwenden.	BOUND_WITHOUT_FREE_CONTENT_NOUN
37	HERBAL_PROSE	f10r	H2-S003	E037	dy	H2	C12	Nimm diesen Posten wieder auf: dieser Posten.	VISIBLE_PLANT_OWNER_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ARTICLE	H2	PLANT>SHOOT>LEAF>CLOTH>EXTRACT>PORTION>OIL_BINDER>VESSEL>OUTER_APPLICATION	NO	Bildpflanze; junger Spross; Blatt; Tuch; Auszug; örtliche Portion; Träger; Gefäß; Auftrag	FINITE_SELECTED_LEXICON	Jungen Spross und Blatt der Bildpflanze nehmen, teilen und durch Tuch auswringen. Den Auszug in örtlicher Portion mit dem Träger im Gefäß ansetzen und als Auftrag verwenden.	BOUND_WITHOUT_FREE_CONTENT_NOUN
