collision_group_id	register	sample_incoming_action	sample_incoming_argument	shared_outgoing_action	shared_outgoing_argument	shared_clause_de	component_recipes
COLLISION0003	SOURCE_SECTION_T	OK	Y	OK	Y	Im laufenden Gang trage den laufenden Eintrag ein; an der bezeichneten Stelle.	AM_ADDR+Y|A_ADDR+Y|D_ADDR+Y
COLLISION0003	HERBAL	OK	Y	OK	Y	Im laufenden Gang setze den Pflanzenposten im Arbeitsgang an; an der bezeichneten Stelle.	AM_ADDR+Y|A_ADDR+Y|D_ADDR+Y
COLLISION0003	BIOLOGICAL	OK	Y	OK	Y	Im laufenden Gang setze den Stationsposten im Stationsgang an; an der bezeichneten Stelle.	AM_ADDR+Y|A_ADDR+Y|D_ADDR+Y
COLLISION0003	CELESTIAL	OK	Y	OK	Y	Im laufenden Gang setze den Positionsposten; an der bezeichneten Stelle.	AM_ADDR+Y|A_ADDR+Y|D_ADDR+Y
COLLISION0003	PHARMA	OK	Y	OK	Y	Im laufenden Gang setze den Drogenposten als Ansatz an; an der bezeichneten Stelle.	AM_ADDR+Y|A_ADDR+Y|D_ADDR+Y
COLLISION0004	SOURCE_SECTION_T	OK	Y	S	Y	Wähle den laufenden Eintrag [wie zuvor]; an der bezeichneten Stelle.	A_ADDR+S|S+AM_ADDR|S+A_ADDR
COLLISION0004	HERBAL	OK	Y	S	Y	Wähle den Pflanzenposten [wie zuvor]; an der bezeichneten Stelle.	A_ADDR+S|S+AM_ADDR|S+A_ADDR
COLLISION0004	BIOLOGICAL	OK	Y	S	Y	Wähle den Stationsposten [wie zuvor]; an der bezeichneten Stelle.	A_ADDR+S|S+AM_ADDR|S+A_ADDR
COLLISION0004	CELESTIAL	OK	Y	S	Y	Wähle den Positionsposten [wie zuvor]; an der bezeichneten Stelle.	A_ADDR+S|S+AM_ADDR|S+A_ADDR
COLLISION0004	PHARMA	OK	Y	S	Y	Wähle den Drogenposten [wie zuvor]; an der bezeichneten Stelle.	A_ADDR+S|S+AM_ADDR|S+A_ADDR
COLLISION0005	SOURCE_SECTION_T	OK	Y	OK	Y	Im laufenden Gang trage den laufenden Eintrag [wie zuvor] ein; zur Zielspalte; als Ausführung; an der bezeichneten Stelle.	D_ADDR+AL+O|O+D_ADDR+AL|O+LOCAL_CHAR_F+AL
COLLISION0005	HERBAL	OK	Y	OK	Y	Im laufenden Gang setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; zur Zielstelle; als Ausführung; an der bezeichneten Stelle.	D_ADDR+AL+O|O+D_ADDR+AL|O+LOCAL_CHAR_F+AL
COLLISION0005	BIOLOGICAL	OK	Y	OK	Y	Im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an; zur Zielstation; als Ausführung; an der bezeichneten Stelle.	D_ADDR+AL+O|O+D_ADDR+AL|O+LOCAL_CHAR_F+AL
COLLISION0005	CELESTIAL	OK	Y	OK	Y	Im laufenden Gang setze den Positionsposten [wie zuvor]; zur Zielposition; als Ausführung; an der bezeichneten Stelle.	D_ADDR+AL+O|O+D_ADDR+AL|O+LOCAL_CHAR_F+AL
COLLISION0005	PHARMA	OK	Y	OK	Y	Im laufenden Gang setze den Drogenposten [wie zuvor] als Ansatz an; zum Zielgefäß; als Ausführung; an der bezeichneten Stelle.	D_ADDR+AL+O|O+D_ADDR+AL|O+LOCAL_CHAR_F+AL
COLLISION0006	SOURCE_SECTION_T	OK	Y	OK	Y	Im laufenden Gang trage den laufenden Eintrag [wie zuvor] ein; als Ausführung; an der bezeichneten Stelle.	D_ADDR+O|O+AM_ADDR|O+LOCAL_CHAR_F
COLLISION0006	HERBAL	OK	Y	OK	Y	Im laufenden Gang setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; als Ausführung; an der bezeichneten Stelle.	D_ADDR+O|O+AM_ADDR|O+LOCAL_CHAR_F
COLLISION0006	BIOLOGICAL	OK	Y	OK	Y	Im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an; als Ausführung; an der bezeichneten Stelle.	D_ADDR+O|O+AM_ADDR|O+LOCAL_CHAR_F
COLLISION0006	CELESTIAL	OK	Y	OK	Y	Im laufenden Gang setze den Positionsposten [wie zuvor]; als Ausführung; an der bezeichneten Stelle.	D_ADDR+O|O+AM_ADDR|O+LOCAL_CHAR_F
COLLISION0006	PHARMA	OK	Y	OK	Y	Im laufenden Gang setze den Drogenposten [wie zuvor] als Ansatz an; als Ausführung; an der bezeichneten Stelle.	D_ADDR+O|O+AM_ADDR|O+LOCAL_CHAR_F
COLLISION0007	SOURCE_SECTION_T	OK	Y	OK	Y	Weiter im laufenden Gang trage den laufenden Eintrag [wie zuvor] ein; an der bezeichneten Stelle.	D_ADDR+OL|M_LOCAL+OL|OL+AM_ADDR
COLLISION0007	HERBAL	OK	Y	OK	Y	Weiter im laufenden Gang setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; an der bezeichneten Stelle.	D_ADDR+OL|M_LOCAL+OL|OL+AM_ADDR
COLLISION0007	BIOLOGICAL	OK	Y	OK	Y	Weiter im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an; an der bezeichneten Stelle.	D_ADDR+OL|M_LOCAL+OL|OL+AM_ADDR
COLLISION0007	CELESTIAL	OK	Y	OK	Y	Weiter im laufenden Gang setze den Positionsposten [wie zuvor]; an der bezeichneten Stelle.	D_ADDR+OL|M_LOCAL+OL|OL+AM_ADDR
COLLISION0007	PHARMA	OK	Y	OK	Y	Weiter im laufenden Gang setze den Drogenposten [wie zuvor] als Ansatz an; an der bezeichneten Stelle.	D_ADDR+OL|M_LOCAL+OL|OL+AM_ADDR
COLLISION0008	SOURCE_SECTION_T	OK	Y	K	Y	Weiter ordne den laufenden Eintrag zu.	K+OL+Y|OL+K+Y|Y+K+OL
COLLISION0008	HERBAL	OK	Y	K	Y	Weiter gib den Pflanzenposten zu.	K+OL+Y|OL+K+Y|Y+K+OL
COLLISION0008	BIOLOGICAL	OK	Y	K	Y	Weiter führe den Stationsposten zu.	K+OL+Y|OL+K+Y|Y+K+OL
COLLISION0008	CELESTIAL	OK	Y	K	Y	Weiter ordne den Positionsposten zu.	K+OL+Y|OL+K+Y|Y+K+OL
COLLISION0008	PHARMA	OK	Y	K	Y	Weiter gib den Drogenposten zu.	K+OL+Y|OL+K+Y|Y+K+OL
COLLISION0009	SOURCE_SECTION_T	OK	Y	OK	Y	Im laufenden Gang trage den laufenden Eintrag [wie zuvor] ein; von der Ausgangszeile; als Ausführung; an der bezeichneten Stelle.	LOCAL_CHAR_F+O+AR|O+D_ADDR+AR|O+LOCAL_CHAR_F+AR
COLLISION0009	HERBAL	OK	Y	OK	Y	Im laufenden Gang setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; vom Ausgangsmaterial; als Ausführung; an der bezeichneten Stelle.	LOCAL_CHAR_F+O+AR|O+D_ADDR+AR|O+LOCAL_CHAR_F+AR
COLLISION0009	BIOLOGICAL	OK	Y	OK	Y	Im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an; von der Ausgangsstation; als Ausführung; an der bezeichneten Stelle.	LOCAL_CHAR_F+O+AR|O+D_ADDR+AR|O+LOCAL_CHAR_F+AR
COLLISION0009	CELESTIAL	OK	Y	OK	Y	Im laufenden Gang setze den Positionsposten [wie zuvor]; von der Ausgangsposition; als Ausführung; an der bezeichneten Stelle.	LOCAL_CHAR_F+O+AR|O+D_ADDR+AR|O+LOCAL_CHAR_F+AR
COLLISION0009	PHARMA	OK	Y	OK	Y	Im laufenden Gang setze den Drogenposten [wie zuvor] als Ansatz an; vom Ausgangsgefäß; als Ausführung; an der bezeichneten Stelle.	LOCAL_CHAR_F+O+AR|O+D_ADDR+AR|O+LOCAL_CHAR_F+AR
COLLISION0010	SOURCE_SECTION_T	OK	Y	OK	AIN	Im laufenden Gang trage den Teilwert ein; an der bezeichneten Stelle.	AIN+D_ADDR|D_ADDR+AIN
COLLISION0010	HERBAL	OK	Y	OK	AIN	Im laufenden Gang setze den Materialanteil im Arbeitsgang an; an der bezeichneten Stelle.	AIN+D_ADDR|D_ADDR+AIN
COLLISION0010	BIOLOGICAL	OK	Y	OK	AIN	Im laufenden Gang setze den Stationsanteil im Stationsgang an; an der bezeichneten Stelle.	AIN+D_ADDR|D_ADDR+AIN
COLLISION0010	CELESTIAL	OK	Y	OK	AIN	Im laufenden Gang setze den Sektoranteil; an der bezeichneten Stelle.	AIN+D_ADDR|D_ADDR+AIN
COLLISION0010	PHARMA	OK	Y	OK	AIN	Im laufenden Gang setze den Drogenanteil als Ansatz an; an der bezeichneten Stelle.	AIN+D_ADDR|D_ADDR+AIN
COLLISION0011	SOURCE_SECTION_T	OK	Y	CHD	Y	Bearbeite den laufenden Eintrag [wie zuvor]; entlang der Lesebahn.	AIR+CHD|CHD+AIR
COLLISION0011	HERBAL	OK	Y	CHD	Y	Bearbeite den Pflanzenposten [wie zuvor]; entlang der Verarbeitungsbahn.	AIR+CHD|CHD+AIR
COLLISION0011	BIOLOGICAL	OK	Y	CHD	Y	Bearbeite den Stationsposten [wie zuvor]; entlang der Stationsbahn.	AIR+CHD|CHD+AIR
COLLISION0011	CELESTIAL	OK	Y	CHD	Y	Bearbeite den Positionsposten [wie zuvor]; entlang der Ringbahn.	AIR+CHD|CHD+AIR
COLLISION0011	PHARMA	OK	Y	CHD	Y	Bearbeite den Drogenposten [wie zuvor]; entlang der Transferbahn.	AIR+CHD|CHD+AIR
COLLISION0012	SOURCE_SECTION_T	OK	Y	OK	Y	Weiter im laufenden Gang trage den laufenden Eintrag [wie zuvor] ein; entlang der Lesebahn.	AIR+OL|OL+AIR
COLLISION0012	HERBAL	OK	Y	OK	Y	Weiter im laufenden Gang setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; entlang der Verarbeitungsbahn.	AIR+OL|OL+AIR
COLLISION0012	BIOLOGICAL	OK	Y	OK	Y	Weiter im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an; entlang der Stationsbahn.	AIR+OL|OL+AIR
COLLISION0012	CELESTIAL	OK	Y	OK	Y	Weiter im laufenden Gang setze den Positionsposten [wie zuvor]; entlang der Ringbahn.	AIR+OL|OL+AIR
COLLISION0012	PHARMA	OK	Y	OK	Y	Weiter im laufenden Gang setze den Drogenposten [wie zuvor] als Ansatz an; entlang der Transferbahn.	AIR+OL|OL+AIR
COLLISION0013	SOURCE_SECTION_T	OK	Y	CH	Y	Entnimm den laufenden Eintrag [wie zuvor]; zur Zielspalte.	AL+CH|CH+AL
COLLISION0013	HERBAL	OK	Y	CH	Y	Nimm den Pflanzenposten [wie zuvor]; zur Zielstelle.	AL+CH|CH+AL
COLLISION0013	BIOLOGICAL	OK	Y	CH	Y	Entnimm den Stationsposten [wie zuvor]; zur Zielstation.	AL+CH|CH+AL
COLLISION0013	CELESTIAL	OK	Y	CH	Y	Nimm den Positionsposten [wie zuvor] auf; zur Zielposition.	AL+CH|CH+AL
COLLISION0013	PHARMA	OK	Y	CH	Y	Nimm den Drogenposten [wie zuvor]; zum Zielgefäß.	AL+CH|CH+AL
COLLISION0014	SOURCE_SECTION_T	OK	Y	CH	Y	Entnimm den laufenden Eintrag; zur Zielspalte.	AL+CH+Y|CH+AL+Y
COLLISION0014	HERBAL	OK	Y	CH	Y	Nimm den Pflanzenposten; zur Zielstelle.	AL+CH+Y|CH+AL+Y
COLLISION0014	BIOLOGICAL	OK	Y	CH	Y	Entnimm den Stationsposten; zur Zielstation.	AL+CH+Y|CH+AL+Y
COLLISION0014	CELESTIAL	OK	Y	CH	Y	Nimm den Positionsposten auf; zur Zielposition.	AL+CH+Y|CH+AL+Y
COLLISION0014	PHARMA	OK	Y	CH	Y	Nimm den Drogenposten; zum Zielgefäß.	AL+CH+Y|CH+AL+Y
COLLISION0015	SOURCE_SECTION_T	OK	Y	CHD	Y	Bearbeite den laufenden Eintrag [wie zuvor]; zur Zielspalte.	AL+CHD|CHD+AL
COLLISION0015	HERBAL	OK	Y	CHD	Y	Bearbeite den Pflanzenposten [wie zuvor]; zur Zielstelle.	AL+CHD|CHD+AL
COLLISION0015	BIOLOGICAL	OK	Y	CHD	Y	Bearbeite den Stationsposten [wie zuvor]; zur Zielstation.	AL+CHD|CHD+AL
COLLISION0015	CELESTIAL	OK	Y	CHD	Y	Bearbeite den Positionsposten [wie zuvor]; zur Zielposition.	AL+CHD|CHD+AL
COLLISION0015	PHARMA	OK	Y	CHD	Y	Bearbeite den Drogenposten [wie zuvor]; zum Zielgefäß.	AL+CHD|CHD+AL
COLLISION0016	SOURCE_SECTION_T	OK	Y	K	Y	Ordne den laufenden Eintrag zu; zur Zielspalte.	AL+K+Y|Y+K+AL
COLLISION0016	HERBAL	OK	Y	K	Y	Gib den Pflanzenposten zu; zur Zielstelle.	AL+K+Y|Y+K+AL
COLLISION0016	BIOLOGICAL	OK	Y	K	Y	Führe den Stationsposten zu; zur Zielstation.	AL+K+Y|Y+K+AL
COLLISION0016	CELESTIAL	OK	Y	K	Y	Ordne den Positionsposten zu; zur Zielposition.	AL+K+Y|Y+K+AL
COLLISION0016	PHARMA	OK	Y	K	Y	Gib den Drogenposten zu; zum Zielgefäß.	AL+K+Y|Y+K+AL
COLLISION0017	SOURCE_SECTION_T	OK	Y	OK	Y	Weiter im laufenden Gang trage den laufenden Eintrag [wie zuvor] ein; zur Zielspalte.	AL+OL|OL+AL
COLLISION0017	HERBAL	OK	Y	OK	Y	Weiter im laufenden Gang setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; zur Zielstelle.	AL+OL|OL+AL
COLLISION0017	BIOLOGICAL	OK	Y	OK	Y	Weiter im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an; zur Zielstation.	AL+OL|OL+AL
COLLISION0017	CELESTIAL	OK	Y	OK	Y	Weiter im laufenden Gang setze den Positionsposten [wie zuvor]; zur Zielposition.	AL+OL|OL+AL
COLLISION0017	PHARMA	OK	Y	OK	Y	Weiter im laufenden Gang setze den Drogenposten [wie zuvor] als Ansatz an; zum Zielgefäß.	AL+OL|OL+AL
COLLISION0018	SOURCE_SECTION_T	OK	Y	OK	Y	Weiter, zur Zielspalte: im laufenden Gang trage den laufenden Eintrag ein.	AL+OL+Y|OL+AL+Y
COLLISION0018	HERBAL	OK	Y	OK	Y	Weiter, zur Zielstelle: im laufenden Gang setze den Pflanzenposten im Arbeitsgang an.	AL+OL+Y|OL+AL+Y
COLLISION0018	BIOLOGICAL	OK	Y	OK	Y	Weiter, zur Zielstation: im laufenden Gang setze den Stationsposten im Stationsgang an.	AL+OL+Y|OL+AL+Y
COLLISION0018	CELESTIAL	OK	Y	OK	Y	Weiter, zur Zielposition: im laufenden Gang setze den Positionsposten.	AL+OL+Y|OL+AL+Y
COLLISION0018	PHARMA	OK	Y	OK	Y	Weiter, zum Zielgefäß: im laufenden Gang setze den Drogenposten als Ansatz an.	AL+OL+Y|OL+AL+Y
COLLISION0019	SOURCE_SECTION_T	OK	Y	S	Y	Wähle den laufenden Eintrag [wie zuvor]; zur Zielspalte.	AL+S|S+AL
COLLISION0019	HERBAL	OK	Y	S	Y	Wähle den Pflanzenposten [wie zuvor]; zur Zielstelle.	AL+S|S+AL
COLLISION0019	BIOLOGICAL	OK	Y	S	Y	Wähle den Stationsposten [wie zuvor]; zur Zielstation.	AL+S|S+AL
COLLISION0019	CELESTIAL	OK	Y	S	Y	Wähle den Positionsposten [wie zuvor]; zur Zielposition.	AL+S|S+AL
COLLISION0019	PHARMA	OK	Y	S	Y	Wähle den Drogenposten [wie zuvor]; zum Zielgefäß.	AL+S|S+AL
COLLISION0020	SOURCE_SECTION_T	OK	Y	S	Y	Wähle den laufenden Eintrag; zur Zielspalte.	AL+S+Y|Y+AL+S
COLLISION0020	HERBAL	OK	Y	S	Y	Wähle den Pflanzenposten; zur Zielstelle.	AL+S+Y|Y+AL+S
COLLISION0020	BIOLOGICAL	OK	Y	S	Y	Wähle den Stationsposten; zur Zielstation.	AL+S+Y|Y+AL+S
COLLISION0020	CELESTIAL	OK	Y	S	Y	Wähle den Positionsposten; zur Zielposition.	AL+S+Y|Y+AL+S
COLLISION0020	PHARMA	OK	Y	S	Y	Wähle den Drogenposten; zum Zielgefäß.	AL+S+Y|Y+AL+S
COLLISION0021	SOURCE_SECTION_T	OK	Y	SH	Y	Halte den laufenden Eintrag [wie zuvor] fest; zur Zielspalte.	AL+SH|SH+AL
COLLISION0021	HERBAL	OK	Y	SH	Y	Halte den Pflanzenposten [wie zuvor]; zur Zielstelle.	AL+SH|SH+AL
COLLISION0021	BIOLOGICAL	OK	Y	SH	Y	Halte den Stationsposten [wie zuvor]; zur Zielstation.	AL+SH|SH+AL
COLLISION0021	CELESTIAL	OK	Y	SH	Y	Halte den Positionsposten [wie zuvor]; zur Zielposition.	AL+SH|SH+AL
COLLISION0021	PHARMA	OK	Y	SH	Y	Halte den Drogenposten [wie zuvor]; zum Zielgefäß.	AL+SH|SH+AL
COLLISION0022	SOURCE_SECTION_T	OK	Y	CHD	Y	Bearbeite den laufenden Eintrag [wie zuvor]; von der Ausgangszeile.	AR+CHD|CHD+AR
COLLISION0022	HERBAL	OK	Y	CHD	Y	Bearbeite den Pflanzenposten [wie zuvor]; vom Ausgangsmaterial.	AR+CHD|CHD+AR
COLLISION0022	BIOLOGICAL	OK	Y	CHD	Y	Bearbeite den Stationsposten [wie zuvor]; von der Ausgangsstation.	AR+CHD|CHD+AR
COLLISION0022	CELESTIAL	OK	Y	CHD	Y	Bearbeite den Positionsposten [wie zuvor]; von der Ausgangsposition.	AR+CHD|CHD+AR
COLLISION0022	PHARMA	OK	Y	CHD	Y	Bearbeite den Drogenposten [wie zuvor]; vom Ausgangsgefäß.	AR+CHD|CHD+AR
COLLISION0023	SOURCE_SECTION_T	OK	Y	OK	Y	Im laufenden Gang trage den laufenden Eintrag [wie zuvor] ein; von der Ausgangszeile; als Ausführung.	AR+O|O+AR
COLLISION0023	HERBAL	OK	Y	OK	Y	Im laufenden Gang setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; vom Ausgangsmaterial; als Ausführung.	AR+O|O+AR
COLLISION0023	BIOLOGICAL	OK	Y	OK	Y	Im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an; von der Ausgangsstation; als Ausführung.	AR+O|O+AR
COLLISION0023	CELESTIAL	OK	Y	OK	Y	Im laufenden Gang setze den Positionsposten [wie zuvor]; von der Ausgangsposition; als Ausführung.	AR+O|O+AR
COLLISION0023	PHARMA	OK	Y	OK	Y	Im laufenden Gang setze den Drogenposten [wie zuvor] als Ansatz an; vom Ausgangsgefäß; als Ausführung.	AR+O|O+AR
COLLISION0024	SOURCE_SECTION_T	OK	Y	OK	Y	Weiter im laufenden Gang trage den laufenden Eintrag [wie zuvor] ein; von der Ausgangszeile.	AR+OL|OL+AR
COLLISION0024	HERBAL	OK	Y	OK	Y	Weiter im laufenden Gang setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; vom Ausgangsmaterial.	AR+OL|OL+AR
COLLISION0024	BIOLOGICAL	OK	Y	OK	Y	Weiter im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an; von der Ausgangsstation.	AR+OL|OL+AR
COLLISION0024	CELESTIAL	OK	Y	OK	Y	Weiter im laufenden Gang setze den Positionsposten [wie zuvor]; von der Ausgangsposition.	AR+OL|OL+AR
COLLISION0024	PHARMA	OK	Y	OK	Y	Weiter im laufenden Gang setze den Drogenposten [wie zuvor] als Ansatz an; vom Ausgangsgefäß.	AR+OL|OL+AR
COLLISION0025	SOURCE_SECTION_T	OK	Y	OK	Y	Weiter, von der Ausgangszeile: im laufenden Gang trage den laufenden Eintrag ein.	AR+OL+Y|OL+AR+Y
COLLISION0025	HERBAL	OK	Y	OK	Y	Weiter, vom Ausgangsmaterial: im laufenden Gang setze den Pflanzenposten im Arbeitsgang an.	AR+OL+Y|OL+AR+Y
COLLISION0025	BIOLOGICAL	OK	Y	OK	Y	Weiter, von der Ausgangsstation: im laufenden Gang setze den Stationsposten im Stationsgang an.	AR+OL+Y|OL+AR+Y
COLLISION0025	CELESTIAL	OK	Y	OK	Y	Weiter, von der Ausgangsposition: im laufenden Gang setze den Positionsposten.	AR+OL+Y|OL+AR+Y
COLLISION0025	PHARMA	OK	Y	OK	Y	Weiter, vom Ausgangsgefäß: im laufenden Gang setze den Drogenposten als Ansatz an.	AR+OL+Y|OL+AR+Y
COLLISION0026	SOURCE_SECTION_T	OK	Y	OK	Y	Im laufenden Gang trage den laufenden Eintrag [wie zuvor] ein; zur Zielspalte; an der bezeichneten Stelle.	A_ADDR+AL|D_ADDR+AL
COLLISION0026	HERBAL	OK	Y	OK	Y	Im laufenden Gang setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; zur Zielstelle; an der bezeichneten Stelle.	A_ADDR+AL|D_ADDR+AL
COLLISION0026	BIOLOGICAL	OK	Y	OK	Y	Im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an; zur Zielstation; an der bezeichneten Stelle.	A_ADDR+AL|D_ADDR+AL
COLLISION0026	CELESTIAL	OK	Y	OK	Y	Im laufenden Gang setze den Positionsposten [wie zuvor]; zur Zielposition; an der bezeichneten Stelle.	A_ADDR+AL|D_ADDR+AL
COLLISION0026	PHARMA	OK	Y	OK	Y	Im laufenden Gang setze den Drogenposten [wie zuvor] als Ansatz an; zum Zielgefäß; an der bezeichneten Stelle.	A_ADDR+AL|D_ADDR+AL
COLLISION0027	SOURCE_SECTION_T	OK	Y	OK	Y	Weiter im laufenden Gang trage den laufenden Eintrag [wie zuvor] ein; als neuen Einsatz und als Ausführung.	CARRIER_Q+O+OL|OL+CARRIER_Q+O
COLLISION0027	HERBAL	OK	Y	OK	Y	Weiter im laufenden Gang setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; als neuen Einsatz und als Ausführung.	CARRIER_Q+O+OL|OL+CARRIER_Q+O
COLLISION0027	BIOLOGICAL	OK	Y	OK	Y	Weiter im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an; als neuen Einsatz und als Ausführung.	CARRIER_Q+O+OL|OL+CARRIER_Q+O
COLLISION0027	CELESTIAL	OK	Y	OK	Y	Weiter im laufenden Gang setze den Positionsposten [wie zuvor]; als neuen Einsatz und als Ausführung.	CARRIER_Q+O+OL|OL+CARRIER_Q+O
COLLISION0027	PHARMA	OK	Y	OK	Y	Weiter im laufenden Gang setze den Drogenposten [wie zuvor] als Ansatz an; als neuen Einsatz und als Ausführung.	CARRIER_Q+O+OL|OL+CARRIER_Q+O
COLLISION0028	SOURCE_SECTION_T	OK	Y	CH	Y	Entnimm den laufenden Eintrag [wie zuvor]; an der bezeichneten Stelle.	CH+AM_ADDR|CH+A_ADDR
COLLISION0028	HERBAL	OK	Y	CH	Y	Nimm den Pflanzenposten [wie zuvor]; an der bezeichneten Stelle.	CH+AM_ADDR|CH+A_ADDR
COLLISION0028	BIOLOGICAL	OK	Y	CH	Y	Entnimm den Stationsposten [wie zuvor]; an der bezeichneten Stelle.	CH+AM_ADDR|CH+A_ADDR
COLLISION0028	CELESTIAL	OK	Y	CH	Y	Nimm den Positionsposten [wie zuvor] auf; an der bezeichneten Stelle.	CH+AM_ADDR|CH+A_ADDR
COLLISION0028	PHARMA	OK	Y	CH	Y	Nimm den Drogenposten [wie zuvor]; an der bezeichneten Stelle.	CH+AM_ADDR|CH+A_ADDR
COLLISION0029	SOURCE_SECTION_T	OK	Y	K	Y	Entnimm den laufenden Eintrag, entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; auf Grad I.	CH+CH+K+E+Y|CH+E+CH+K+Y
COLLISION0029	HERBAL	OK	Y	K	Y	Nimm den Pflanzenposten, nimm den Pflanzenposten und gib den Pflanzenposten zu; auf Grad I.	CH+CH+K+E+Y|CH+E+CH+K+Y
COLLISION0029	BIOLOGICAL	OK	Y	K	Y	Entnimm den Stationsposten, entnimm den Stationsposten und führe den Stationsposten zu; auf Grad I.	CH+CH+K+E+Y|CH+E+CH+K+Y
COLLISION0029	CELESTIAL	OK	Y	K	Y	Nimm den Positionsposten auf, nimm den Positionsposten auf und ordne den Positionsposten zu; auf Grad I.	CH+CH+K+E+Y|CH+E+CH+K+Y
COLLISION0029	PHARMA	OK	Y	K	Y	Nimm den Drogenposten, nimm den Drogenposten und gib den Drogenposten zu; auf Grad I.	CH+CH+K+E+Y|CH+E+CH+K+Y
COLLISION0030	SOURCE_SECTION_T	OK	Y	CH	Y	Entnimm den laufenden Eintrag [wie zuvor]; auf Grad I und als Ausführung; an der bezeichneten Stelle.	CH+E+O+AM_ADDR|D_ADDR+CH+E+O
COLLISION0030	HERBAL	OK	Y	CH	Y	Nimm den Pflanzenposten [wie zuvor]; auf Grad I und als Ausführung; an der bezeichneten Stelle.	CH+E+O+AM_ADDR|D_ADDR+CH+E+O
COLLISION0030	BIOLOGICAL	OK	Y	CH	Y	Entnimm den Stationsposten [wie zuvor]; auf Grad I und als Ausführung; an der bezeichneten Stelle.	CH+E+O+AM_ADDR|D_ADDR+CH+E+O
