collision_group_id	recipe_count	component_recipes	intake_tiers	same_atom_multiset	combined_observed_event_count	full_transition_signature_sha256	exact_vector_equality	interpretation
COLLISION0038	2	CH+L|L+CH	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	YES	2	425773fb8a7951dbfe01ca9b8f63bc2087a67cede32a6b46ab1d289116f9fbfe	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0039	2	CH+LOCAL_CHAR_F+AIIN|D_ADDR+CH+AIIN	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	NO	2	5c9e681909eefa7ffe00d2f378da5e6d0d5126d66b80989a0b4431ec039ea380	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0040	2	CH+LOCAL_CHAR_F+AIN|D_ADDR+CH+AIN	T4_NARROW_APPENDIX|T2_FUTURE_STRONG	NO	5	4d627838d9de5c8361cb0f67637046771337e0cd4361b9d29db9a68285240607	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0041	2	CH+LOCAL_CHAR_F+O+AIIN|CH+O+D_ADDR+AIIN	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	NO	6	d0e479d358afb8751980f9230631d6ab6c2dd35f1db4b704e5c3710639b5b264	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0042	2	CH+LOCAL_CHAR_F+OR|D_ADDR+CH+OR	T4_NARROW_APPENDIX|T0_EXACT_OBSERVED	NO	5	462e53b7de8adb5fe8bd8e666c0e086ae475b27bb2bb6218cc889bcb04e2081a	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0043	2	CH+LOCAL_CHAR_F+Y|D_ADDR+CH+Y	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	NO	3	0cd3228af52cdc476e3d9a5d7679298b1b996f27a0afb94d724b8f59244fa326	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0044	2	CH+O+D_ADDR+Y|Y+CH+O+D_ADDR	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	YES	9	848a6a3c5ac0dc18448dd1456ce186b1fbe7a776697994112d6a655ed23427fc	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0045	2	CH+O+P|CH+P+O	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	YES	2	f125a6361424616f4dcace9c2783617416ade14b754a12c971e3936d89df6a25	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0046	2	CH+OT+AIIN|OT+CH+AIIN	T4_NARROW_APPENDIX|T4_NARROW_APPENDIX	YES	4	5a4f289a8142db8830b553cde9ea3ff567d8e11858b882812bcb25fd5c10634c	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0047	2	CH+OT+OL|OT+CH+OL	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	YES	10	74d4d39d8cd5ae62d1bb3f4ef02d0b61b6cb7c1a920599b39a109c4c0f079a48	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0048	2	CH+OT+Y|OT+CH+Y	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	YES	8	433173ed33f39acff022ab054b364b9001fe24f99a0035a02bf6919bee4d754f	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0049	2	CH+T+O+OR|O+CH+T+OR	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	YES	2	4934103096702ce5202f41a41c275a2a1ce31e24738bbc1df397ba5809afc95d	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0050	2	CHD+L|L+CHD	T2_FUTURE_STRONG|T0_EXACT_OBSERVED	YES	5	76ab73bf58a3b55179eb297053c67b20738970ec7e2a5692388a1f9862455516	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0051	2	CHD+Y+L|L+CHD+Y	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	YES	3	de7ff48d36e5c9b59ff316e91cc3a5c50b80fdb43e0f5bb6b9712377560803da	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0052	2	D_ADDR+AR|LOCAL_CHAR_F+AR	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	NO	48	4b5b68787c8ef3e7acf525e0ccf1dd7e8e7d783b4baaba1f8b8e231db466833d	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0053	2	D_ADDR+AR+O+AM_ADDR|D_ADDR+AR+O+D_ADDR	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	NO	2	986035fb0980146ad380a6b5fd85580411736c16fe18898f8a05cd37db80ce57	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0054	2	D_ADDR+K+Y|K+D_ADDR+Y	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	YES	2	1c5ed596ccfcfb795208fa4ef99716c029589f2af6c1f228ece1194b4513d8a6	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0055	2	D_ADDR+O+AIIN|O+D_ADDR+AIIN	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	YES	7	52dffa271eebeda087aff50337b1f6818ed592a10be29796a5c2478212d778a8	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0056	2	D_ADDR+O+AIN|O+D_ADDR+AIN	T4_NARROW_APPENDIX|T0_EXACT_OBSERVED	YES	3	c4db5c754c6ab97f608838acb0cb779a0b7b91fc75d3b474249a194b89a642f9	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0057	2	D_ADDR+O+D_ADDR|O+D_ADDR+AM_ADDR	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	NO	2	3f2d7898698915780e0164ea14ecd550d6b484144120f0d3e4517e8ff0f8b690	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0058	2	D_ADDR+O+OR|O+D_ADDR+OR	T4_NARROW_APPENDIX|T0_EXACT_OBSERVED	YES	3	c0c5a6038960e57ae400d34373a320c04a94739e6e7673da22dba2286faeef99	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0059	2	D_ADDR+O+Y|O+D_ADDR+Y	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	YES	2	fef41969fc7787e96a368a4577bc56f044dc08f1d2cc729e2dd0681b79acf62f	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0060	2	D_ADDR+OK+Y|OK+A_ADDR+Y	T4_NARROW_APPENDIX|T0_EXACT_OBSERVED	NO	3	29ff5015c05dfa5f7a64b8d2536b5a7bfd867aa3259c03c763e7854f735deab7	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0061	2	D_ADDR+SH+E+CH+K+Y|SH+E+CH+K+D_ADDR+Y	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	YES	2	13129ed9b16fe2e18add1718f3dafb93524eeaf01c12b78b3aa6abdf3cda4c11	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0062	2	D_ADDR+SH+Y|SH+D_ADDR+Y	T4_NARROW_APPENDIX|T0_EXACT_OBSERVED	YES	7	3b3e25ab790e427397ac2115ea2d99099b63234df2df43f14bd586a1fd9c67c2	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0063	2	E+K+Y|K+E+Y	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	YES	2	5c5e4418461a2fd2f0b5097e1fb40ba3a5d0c127ab32620025e0fe0a8e88ad8b	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0064	2	E+T+Y|T+E+Y	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	YES	6	f98b8a4fe54847bd3f2fe7493242dab0b0bb65cbdc271f9d3c2c9200bc4a5c96	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0065	2	EEE+T+Y|T+EEE+Y	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	YES	2	bc9d547c26faf8046191f3218f36c20878cb24a43260c52d36e5a84b324d4a9c	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0066	2	K+AL+OL|OL+K+AL	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	YES	2	115c121cec2a8a52fcfa4854fc65b68452ca2d5655cc6ddb4cd61ea6923dc29a	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0067	2	K+E+SH+Y|K+SH+E+Y	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	YES	2	7f0eb103a98529a74f46c83f37b59b180f78374d06bbbaab720ee926ab905530	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0068	2	K+O+D_ADDR|K+O+M_LOCAL	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	NO	2	93b4b5edeab0518e2bd33da903189aec097aadec2ff28aca2e19598e15d89c43	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0069	2	K+O+SH+E+Y|O+E+K+SH+Y	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	YES	2	68bf393cea018aefb9fd0b7efdf25d2b12c31822718df811306c48d5195b7375	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0070	2	K+OL+CHD+Y|OL+K+CHD+Y	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	YES	2	50f0c86ab357f9734200fc80e407924c8785365e06d668cbe672ce12dd3fd7fb	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0071	2	K+Y|Y+K	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	YES	8	d10942066a4ad57bde21fa32c2ccc623c4988c75ba6816a4578c3cedabeac0f3	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0072	2	L+K+Y|Y+K+L	T0_EXACT_OBSERVED|T2_FUTURE_STRONG	YES	5	f1441f9fcee269422a98fd65431d8352d46e5b1838fa98fd208bec545a62f75c	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0073	2	L+OL|OL+L	T0_EXACT_OBSERVED|T4_NARROW_APPENDIX	YES	14	b906fefabd666b64231cee3235f99f1b1015e4864c01830294538f6ecdfedc85	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0074	2	L+S|S+L	T4_NARROW_APPENDIX|T0_EXACT_OBSERVED	YES	4	f29158d0117aa92c2133d12721de9b5c17e7948d11d7bfdbb2c3ebad27fbcce6	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0075	2	L+SH|SH+L	T0_EXACT_OBSERVED|T4_NARROW_APPENDIX	YES	3	fdb6f916e2bdeb2a27186111ba046475f1a7f0703ae21878e344f8f201179b44	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0076	2	L+SH+E|SH+E+L	T0_EXACT_OBSERVED|T4_NARROW_APPENDIX	YES	4	548aa0f1aa5afa2724acb63c14b48b7075ff3df2b8a9cd50412a4f0491b1e2bc	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0077	2	L+T+Y|Y+T+L	T4_NARROW_APPENDIX|T4_NARROW_APPENDIX	YES	4	807cd26320bb7035fbc1f110fd135b3ecaa676d9e1172bbb04b0f0c46c95ee85	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0078	2	O+CH+K+E+Y|O+E+CH+K+Y	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	YES	9	8c662e678091eb259efa466fc2bd3bee7d41e05f86f6ed1852681545538bb705	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0079	2	O+CH+T+E+OL|O+CH+T+OL+E	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	YES	2	f8e5a235bc07363a7844df4dbb488e7a61380bc7eb28d82af2e8988c36050cd9	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0080	2	O+D_ADDR+AIR|O+LOCAL_CHAR_F+AIR	T4_NARROW_APPENDIX|T4_NARROW_APPENDIX	NO	4	bede453a87cddd2910a3e3be35482abae51625f7217a97db0f335e576fc1c8ab	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0081	2	O+D_ADDR+S|S+O+M_LOCAL	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	NO	2	cd56d2c6ee64f229c397fc104cf52066b132e5d1a9d2bb5bbf24509decc62c67	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0082	2	O+OK+AIN|OK+O+AIN	T0_EXACT_OBSERVED|T4_NARROW_APPENDIX	YES	3	5ccf90e5e8929b4d269c72111eeff62e5c99207057aaa27c4946e9f820b6e786	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0083	2	O+OK+Y|OK+O+Y	T4_NARROW_APPENDIX|T0_EXACT_OBSERVED	YES	3	c319ccba37fa0afecccbd94a688347314bd0b01d2ed9ff235d4ac07224a9432c	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0084	2	O+OR|OR+O	T2_FUTURE_STRONG|T0_EXACT_OBSERVED	YES	4	29787d54ccc9e02b625269449bb586447ca5d4a40b138ed620432ed11dee41ba	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0085	2	O+SH+OR|SH+O+OR	T0_EXACT_OBSERVED|T4_NARROW_APPENDIX	YES	3	5a31017a7e9066f706804c202e32a3b5b7917484818a1d7b09bf5436b206ba52	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0086	2	O+SH+Y|SH+O+Y	T4_NARROW_APPENDIX|T0_EXACT_OBSERVED	YES	5	54972083257e8347e4c3574156746ce3ff8efddc73c4a37025efe634d1d62f42	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0087	2	OL+P|P+OL	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	YES	2	e8ada447745f9a3901df7a229dd13926952d3b39e45f2924c3e5c21388f2c47f	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
COLLISION0088	2	OL+P+CHD+DY|P+OL+CHD+DY	T0_EXACT_OBSERVED|T0_EXACT_OBSERVED	YES	3	a0e6468885edb2690e95a44338ad73dcb7cb1c55ac6dea06719e3f091d25963f	YES	EXACT_KEY_REQUIRED__FLUENT_TRANSITION_NOT_BIJECTIVE
