event_id	page	record_unit_id	statement_id	visible_surface	master_card_id	quantity_ending	family_value_de	local_card_value_de	visible_owner	terminal_status
E198	f82r	B2	B2-S011	okain	MC017	AIN	ABGEGRENZTER_ANTEIL	Anteil zugeben	ungelöste mittlere rechte Linie-/Liegepodeststation	NONCLOSE
E200	f82r	B2	B2-S011	okain	MC017	AIN	ABGEGRENZTER_ANTEIL	Anteil zugeben	ungelöste mittlere rechte Linie-/Liegepodeststation	NONCLOSE
E207	f82r	B2	B2-S012	daiin	MC039	AIIN	VORGESCHRIEBENER_ODER_ZIELWERT	Sollwert	unteres grünes Mehrfigurenfeld	NONCLOSE
E217	f82r	B2	B2-S016	aiin	MC039	AIIN	VORGESCHRIEBENER_ODER_ZIELWERT	Sollwert	lokale Randstationen des unteren Feldes	NONCLOSE
E219	f82r	B2	B2-S016	qokaiin	MC120	AIIN	VORGESCHRIEBENER_ODER_ZIELWERT	bemessen	lokale Randstationen des unteren Feldes	NONCLOSE
E233	f83r	B3	B3-S003	daiin	MC039	AIIN	VORGESCHRIEBENER_ODER_ZIELWERT	Sollwert	obere offene Fächer-Randstation	NONCLOSE
E236	f83r	B3	B3-S004	qokaiin	MC120	AIIN	VORGESCHRIEBENER_ODER_ZIELWERT	bemessen	obere offene Fächer-Randstation	NONCLOSE
E243	f83r	B3	B3-S007	qokaiin	MC120	AIIN	VORGESCHRIEBENER_ODER_ZIELWERT	bemessen	mittlere runde Gefäß-Randstation	NONCLOSE
E256	f83r	B3	B3-S013	qokaiin	MC120	AIIN	VORGESCHRIEBENER_ODER_ZIELWERT	bemessen	untere korbartige Gefäß-Randstation	NONCLOSE
E257	f83r	B3	B3-S013	chkain	MC105	AIN	ABGEGRENZTER_ANTEIL	Portion	untere korbartige Gefäß-Randstation	NONCLOSE
E270	f83r	B3	B3-S021	qokaiin	MC120	AIIN	VORGESCHRIEBENER_ODER_ZIELWERT	bemessen	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	NONCLOSE
E274	f83r	B3	B3-S021	saiin	MC039	AIIN	VORGESCHRIEBENER_ODER_ZIELWERT	Sollwert	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	NONCLOSE
E286	f83r	B3	B3-S026	chldaiin	MC144	AIIN	VORGESCHRIEBENER_ODER_ZIELWERT	Sollabsetzung	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	NONCLOSE
E288	f83r	B3	B3-S026	qokain	MC017	AIN	ABGEGRENZTER_ANTEIL	Anteil zugeben	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	NONCLOSE
E299	f83r	B3	B3-S030	saiin	MC039	AIIN	VORGESCHRIEBENER_ODER_ZIELWERT	Sollwert	Hauptpaar am sichtbaren ungerichteten Bogen	NONCLOSE
E303	f83r	B3	B3-S032	chedain	MC145	AIN	ABGEGRENZTER_ANTEIL	Anteilstransfer	Hauptpaar am sichtbaren ungerichteten Bogen	NONCLOSE
E305	f83r	B3	B3-S032	qotedaiin	MC018	AIIN	VORGESCHRIEBENER_ODER_ZIELWERT	Kurzsoll	Hauptpaar am sichtbaren ungerichteten Bogen	NONCLOSE
E306	f83r	B3	B3-S032	otaiin	MC060	AIIN	VORGESCHRIEBENER_ODER_ZIELWERT	Folgemaß	Hauptpaar am sichtbaren ungerichteten Bogen	NONCLOSE
E312	f83r	B3	B3-S034	otaiin	MC060	AIIN	VORGESCHRIEBENER_ODER_ZIELWERT	Folgemaß	Hauptpaar am sichtbaren ungerichteten Bogen	NONCLOSE
E327	f83r	B4	B4-S005	dain	MC059	FALSE_FRIEND	GANZKARTE_KEINE_MENGENENDUNG	Einlage	Hauptpaar am sichtbaren ungerichteten Bogen	NONCLOSE
E332	f83r	B4	B4-S008	saiin	MC039	AIIN	VORGESCHRIEBENER_ODER_ZIELWERT	Sollwert	Hauptpaar am sichtbaren ungerichteten Bogen	NONCLOSE
E338	f83r	B4	B4-S011	saiin	MC039	AIIN	VORGESCHRIEBENER_ODER_ZIELWERT	Sollwert	linke offene Fransen-/Unterlaufstation	NONCLOSE
E341	f83r	B4	B4-S011	okain	MC017	AIN	ABGEGRENZTER_ANTEIL	Anteil zugeben	linke offene Fransen-/Unterlaufstation	NONCLOSE
E352	f83r	B4	B4-S015	qokain	MC017	AIN	ABGEGRENZTER_ANTEIL	Anteil zugeben	linke offene Fransen-/Unterlaufstation	NONCLOSE
E354	f83r	B4	B4-S015	kain	MC105	AIN	ABGEGRENZTER_ANTEIL	Portion	linke offene Fransen-/Unterlaufstation	NONCLOSE
E358	f83r	B4	B4-S016	qolkain	MC097	AIN	ABGEGRENZTER_ANTEIL	weiterer Anteil	rechte S-Lauf-/Mehrarmknotenstation	NONCLOSE
E369	f83r	B5	B5-S003	aiin	MC039	AIIN	VORGESCHRIEBENER_ODER_ZIELWERT	Sollwert	linker offener Fransen-Endposten	NONCLOSE
E377	f83r	B6	B6-S001	daiin	MC039	AIIN	VORGESCHRIEBENER_ODER_ZIELWERT	Sollwert	rechter S-Lauf-/Mehrarm-Endposten	NONCLOSE
E379	f83r	B6	B6-S001	dain	MC059	FALSE_FRIEND	GANZKARTE_KEINE_MENGENENDUNG	Einlage	rechter S-Lauf-/Mehrarm-Endposten	NONCLOSE
