event_id	batch_id	role	locus	surface	component_recipe	visual_object_id	visible_object_de	clause_id	short_working_reading_de
P912-E2448	MIDDLE_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.21	olsheody	O+LSH+E+O+D_ADDR+Y	NONE	mittleres Gefäß mit sechs neuen Drogenposten	P915-C352	AUSFÜHREN · SPÜLEN · KURZ · AUSFÜHREN · TEIL · DIES
P912-E2449	MIDDLE_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.21	qokeol	OK+E+OL	NONE	mittleres Gefäß mit sechs neuen Drogenposten	P915-C352	ANSETZEN · KURZ · FORTSETZEN
P912-E2450	MIDDLE_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.21	shoy	SH+O+Y	NONE	mittleres Gefäß mit sechs neuen Drogenposten	P915-C352	HALTEN · AUSFÜHREN · DIES
P912-E2451	MIDDLE_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.21	ol	OL	NONE	mittleres Gefäß mit sechs neuen Drogenposten	P915-C352	FORTSETZEN
P912-E2452	MIDDLE_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.21	sheeol	SH+EE+OL	NONE	mittleres Gefäß mit sechs neuen Drogenposten	P915-C352	HALTEN · LÄNGER · FORTSETZEN
P912-E2453	MIDDLE_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.21	sheoldg	SH+E+OL+D_ADDR+LOCAL_CHAR_G	NONE	mittleres Gefäß mit sechs neuen Drogenposten	P915-C352	HALTEN · KURZ · FORTSETZEN · TEIL · EINMAL
P912-E2454	MIDDLE_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.22	ychey	Y+Y	NONE	mittleres Gefäß mit sechs neuen Drogenposten	P915-C352	DIES · DIES
P912-E2455	MIDDLE_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.22	okaiin	OK+AIIN	NONE	mittleres Gefäß mit sechs neuen Drogenposten	P915-C352	ANSETZEN · SOLLMASS
P912-E2456	MIDDLE_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.22	chol	OL	NONE	mittleres Gefäß mit sechs neuen Drogenposten	P915-C352	FORTSETZEN
P912-E2457	MIDDLE_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.22	cheor	CHEO+R	NONE	mittleres Gefäß mit sechs neuen Drogenposten	P915-C352	AUSZUG · MARKIEREN
P912-E2458	MIDDLE_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.22	ol	OL	NONE	mittleres Gefäß mit sechs neuen Drogenposten	P915-C352	FORTSETZEN
P912-E2459	MIDDLE_SIX	PRODUCTIVE_RECIPE_PROSE	f88r.22	chorcholsal	CH+OR+OL+S+AL	NONE	mittleres Gefäß mit sechs neuen Drogenposten	P915-C352	ENTNEHMEN · ANSATZ · FORTSETZEN · AUSWÄHLEN · ZIELSTELLE
P912-E2460	LOWER_FOUR	LEARNED_DRUG_LABEL	f88r.23	ofyskydal	O+LOCAL_CHAR_F+Y+S+K+Y+DA+L	BOT_01	runde Krone mit roten Wurzeln und vier gezähnten Blättern	NONE__LABEL	BOT_01: gelernter Drogenname oder Klassencode für runde Krone mit roten Wurzeln und vier gezähnten Blättern
P912-E2461	LOWER_FOUR	LEARNED_DRUG_LABEL	f88r.24	otor	OT+OR	BOT_02	kriechender dünner Stock mit rund gezähnten Blättern	NONE__LABEL	BOT_02: gelernter Drogenname oder Klassencode für kriechender dünner Stock mit rund gezähnten Blättern
P912-E2462	LOWER_FOUR	LEARNED_DRUG_LABEL	f88r.24	am	AM_ADDR	BOT_03	großer geschichteter heller Wurzel- oder Schnittkörper mit rötlichem Grund	NONE__LABEL	BOT_03: gelernter Drogenname oder Klassencode für großer geschichteter heller Wurzel- oder Schnittkörper mit rötlichem Grund
P912-E2463	LOWER_FOUR	LEARNED_DRUG_LABEL	f88r.25	ofaldo	O+LOCAL_CHAR_F+AL+D_ADDR+O	BOT_04	langer rötlicher Speicherteil mit zwei langen grünen Blättern	NONE__LABEL	BOT_04: gelernter Drogenname oder Klassencode für langer rötlicher Speicherteil mit zwei langen grünen Blättern
P912-E2464	LOWER_FOUR	PRODUCTIVE_RECIPE_PROSE	f88r.26	poeear	P+O+EE+AR	NONE	unteres Gefäß mit vier Drogenposten	P915-C353	EINSETZEN · AUSFÜHREN · LÄNGER · VORRAT
P912-E2465	LOWER_FOUR	PRODUCTIVE_RECIPE_PROSE	f88r.26	sheoky	SH+E+OK+Y	NONE	unteres Gefäß mit vier Drogenposten	P915-C353	HALTEN · KURZ · ANSETZEN · DIES
P912-E2466	LOWER_FOUR	PRODUCTIVE_RECIPE_PROSE	f88r.26	olkeey	SOLK+EE+Y	NONE	unteres Gefäß mit vier Drogenposten	P915-C353	AUFFANGEN · LÄNGER · DIES
P912-E2467	LOWER_FOUR	PRODUCTIVE_RECIPE_PROSE	f88r.26	cthol	CTH+OL	NONE	unteres Gefäß mit vier Drogenposten	P915-C353	BEREIT · FORTSETZEN
P912-E2468	LOWER_FOUR	PRODUCTIVE_RECIPE_PROSE	f88r.26	poldy	P+OL+D_ADDR+Y	NONE	unteres Gefäß mit vier Drogenposten	P915-C353	EINSETZEN · FORTSETZEN · TEIL · DIES
P912-E2469	LOWER_FOUR	PRODUCTIVE_RECIPE_PROSE	f88r.26	s	S	NONE	unteres Gefäß mit vier Drogenposten	P915-C353	AUSWÄHLEN
P912-E2470	LOWER_FOUR	PRODUCTIVE_RECIPE_PROSE	f88r.26	okoldy	OK+OL+DY	NONE	unteres Gefäß mit vier Drogenposten	P915-C353	ANSETZEN · FORTSETZEN · SCHLIESSEN
P912-E2471	LOWER_FOUR	PRODUCTIVE_RECIPE_PROSE	f88r.27	qokol	OK+OL	NONE	unteres Gefäß mit vier Drogenposten	P915-C354	ANSETZEN · FORTSETZEN
P912-E2472	LOWER_FOUR	PRODUCTIVE_RECIPE_PROSE	f88r.27	chol	OL	NONE	unteres Gefäß mit vier Drogenposten	P915-C354	FORTSETZEN
P912-E2473	LOWER_FOUR	PRODUCTIVE_RECIPE_PROSE	f88r.27	qokol	OK+OL	NONE	unteres Gefäß mit vier Drogenposten	P915-C354	ANSETZEN · FORTSETZEN
P912-E2474	LOWER_FOUR	PRODUCTIVE_RECIPE_PROSE	f88r.27	qokol	OK+OL	NONE	unteres Gefäß mit vier Drogenposten	P915-C354	ANSETZEN · FORTSETZEN
P912-E2475	LOWER_FOUR	PRODUCTIVE_RECIPE_PROSE	f88r.27	chol	OL	NONE	unteres Gefäß mit vier Drogenposten	P915-C354	FORTSETZEN
P912-E2476	LOWER_FOUR	PRODUCTIVE_RECIPE_PROSE	f88r.27	cheey	SH+EE+Y	NONE	unteres Gefäß mit vier Drogenposten	P915-C354	HALTEN · LÄNGER · DIES
P912-E2477	LOWER_FOUR	PRODUCTIVE_RECIPE_PROSE	f88r.27	or	OR	NONE	unteres Gefäß mit vier Drogenposten	P915-C354	ANSATZ
P912-E2478	LOWER_FOUR	PRODUCTIVE_RECIPE_PROSE	f88r.27	aiin	AIIN	NONE	unteres Gefäß mit vier Drogenposten	P915-C354	SOLLMASS
P912-E2479	LOWER_FOUR	PRODUCTIVE_RECIPE_PROSE	f88r.27	oldal	OL+DA+L	NONE	unteres Gefäß mit vier Drogenposten	P915-C354	FORTSETZEN · ZWEIT · LEITEN
P912-E2480	LOWER_FOUR	PRODUCTIVE_RECIPE_PROSE	f88r.28	ykar	Y+K+AR	NONE	unteres Gefäß mit vier Drogenposten	P915-C354	DIES · ZUGEBEN · VORRAT
P912-E2481	LOWER_FOUR	PRODUCTIVE_RECIPE_PROSE	f88r.28	cheol	CHEO+L	NONE	unteres Gefäß mit vier Drogenposten	P915-C354	AUSZUG · LEITEN
P912-E2482	LOWER_FOUR	PRODUCTIVE_RECIPE_PROSE	f88r.28	chol	OL	NONE	unteres Gefäß mit vier Drogenposten	P915-C354	FORTSETZEN
