owner_row_id	layer	page	source_id	record_or_diagram	locus	owner_mode	visible_owner	visible_basis	concrete_silent_argument_default	strongest_rival	confidence	v69_revision
R4O011	PROSE_FIELD	f55v	F011	H4	f55v.5	INHERITED_VISIBLE	WHOLE_BROAD_LEAF_PANICLED_PLANT	single whole plant occupies and shapes the article text area; no leader ties one field to one part	the unidentified pictured broad-leaf panicled simple	ordinary plant-article recurrence without an omitted grammatical owner	MEDIUM	KEEP_OWNER_INHERITANCE_ONLY
R4O012	PROSE_FIELD	f55v	F012	H4	f55v.11	INHERITED_VISIBLE	WHOLE_BROAD_LEAF_PANICLED_PLANT	single whole plant occupies and shapes the article text area; no leader ties one field to one part	the unidentified pictured broad-leaf panicled simple	ordinary plant-article recurrence without an omitted grammatical owner	MEDIUM	KEEP_OWNER_INHERITANCE_ONLY
R4O013	PROSE_FIELD	f55v	F013	H4	f55v.11	INHERITED_VISIBLE	WHOLE_BROAD_LEAF_PANICLED_PLANT	single whole plant occupies and shapes the article text area; no leader ties one field to one part	the unidentified pictured broad-leaf panicled simple	ordinary plant-article recurrence without an omitted grammatical owner	MEDIUM	KEEP_OWNER_INHERITANCE_ONLY
R4O014	PROSE_FIELD	f56r	F014	H5	f56r.5	PAGE_OWNER_ONLY	WHOLE_MULTIHEAD_SPIRAL_PLANT	single whole plant occupies and shapes the article text area; no leader ties one field to one part	the unidentified pictured multihead spiral herb	ordinary plant-article recurrence without an omitted grammatical owner	MEDIUM	REMOVE_NARROW_SPECIES_AND_UNPICTURED_OPERATION
R4O015	PROSE_FIELD	f56r	F015	H5	f56r.7	INHERITED_VISIBLE	WHOLE_MULTIHEAD_SPIRAL_PLANT	single whole plant occupies and shapes the article text area; no leader ties one field to one part	the unidentified pictured multihead spiral herb	ordinary plant-article recurrence without an omitted grammatical owner	MEDIUM	KEEP_OWNER_INHERITANCE_ONLY
R4O016	PROSE_FIELD	f56r	F016	H5	f56r.8	INHERITED_VISIBLE	WHOLE_MULTIHEAD_SPIRAL_PLANT	single whole plant occupies and shapes the article text area; no leader ties one field to one part	the unidentified pictured multihead spiral herb	ordinary plant-article recurrence without an omitted grammatical owner	MEDIUM	KEEP_OWNER_INHERITANCE_ONLY
R4O017	PROSE_FIELD	f56r	F017	H5	f56r.12	INHERITED_VISIBLE	WHOLE_MULTIHEAD_SPIRAL_PLANT	single whole plant occupies and shapes the article text area; no leader ties one field to one part	the unidentified pictured multihead spiral herb	ordinary plant-article recurrence without an omitted grammatical owner	MEDIUM	KEEP_OWNER_INHERITANCE_ONLY
R4O018	PROSE_FIELD	f56r	F018	H5	f56r.13	INHERITED_VISIBLE	WHOLE_MULTIHEAD_SPIRAL_PLANT	single whole plant occupies and shapes the article text area; no leader ties one field to one part	the unidentified pictured multihead spiral herb	ordinary plant-article recurrence without an omitted grammatical owner	MEDIUM	KEEP_OWNER_INHERITANCE_ONLY
R4O019	PROSE_FIELD	f56r	F019	H5	f56r.18	INHERITED_VISIBLE	WHOLE_MULTIHEAD_SPIRAL_PLANT	single whole plant occupies and shapes the article text area; no leader ties one field to one part	the unidentified pictured multihead spiral herb	ordinary plant-article recurrence without an omitted grammatical owner	MEDIUM	KEEP_OWNER_INHERITANCE_ONLY
R4O020	PROSE_FIELD	f56r	F020	H5	f56r.19	INHERITED_VISIBLE	WHOLE_MULTIHEAD_SPIRAL_PLANT	single whole plant occupies and shapes the article text area; no leader ties one field to one part	the unidentified pictured multihead spiral herb	ordinary plant-article recurrence without an omitted grammatical owner	MEDIUM	KEEP_OWNER_INHERITANCE_ONLY
R4O021	PROSE_FIELD	f81v	F021	B1	f81v.2	PAGE_OWNER_ONLY	SHARED_GREEN_FIGURE_POOL	one common green enclosure contains the two figure rows	the shared pictured bath, pool, or collective station	formal group tableau rather than an actual bath	MEDIUM	REPLACE_LONG_CIRCULATION_WITH_SHARED_STATION
R4O022	PROSE_FIELD	f81v	F022	B1	f81v.2	INHERITED_VISIBLE	SHARED_GREEN_FIGURE_POOL	one common green enclosure contains the two figure rows	the shared pictured bath, pool, or collective station	formal group tableau rather than an actual bath	MEDIUM	REPLACE_LONG_CIRCULATION_WITH_SHARED_STATION
R4O023	PROSE_FIELD	f81v	F023	B1	f81v.7	INHERITED_VISIBLE	SHARED_GREEN_FIGURE_POOL	one common green enclosure contains the two figure rows	the shared pictured bath, pool, or collective station	formal group tableau rather than an actual bath	MEDIUM	REPLACE_LONG_CIRCULATION_WITH_SHARED_STATION
R4O024	PROSE_FIELD	f81v	F024	B1	f81v.7	INHERITED_VISIBLE	SHARED_GREEN_FIGURE_POOL	one common green enclosure contains the two figure rows	the shared pictured bath, pool, or collective station	formal group tableau rather than an actual bath	MEDIUM	REPLACE_LONG_CIRCULATION_WITH_SHARED_STATION
R4O025	PROSE_FIELD	f81v	F025	B1	f81v.17	INHERITED_VISIBLE	SHARED_GREEN_FIGURE_POOL	one common green enclosure contains the two figure rows	the shared pictured bath, pool, or collective station	formal group tableau rather than an actual bath	MEDIUM	REPLACE_LONG_CIRCULATION_WITH_SHARED_STATION
R4O026	PROSE_FIELD	f81v	F026	B1	f81v.17	INHERITED_VISIBLE	SHARED_GREEN_FIGURE_POOL	one common green enclosure contains the two figure rows	the shared pictured bath, pool, or collective station	formal group tableau rather than an actual bath	MEDIUM	REPLACE_LONG_CIRCULATION_WITH_SHARED_STATION
R4O027	PROSE_FIELD	f81v	F027	B1	f81v.17	INHERITED_VISIBLE	SHARED_GREEN_FIGURE_POOL	one common green enclosure contains the two figure rows	the shared pictured bath, pool, or collective station	formal group tableau rather than an actual bath	MEDIUM	REPLACE_LONG_CIRCULATION_WITH_SHARED_STATION
R4O028	PROSE_FIELD	f81v	F028	B1	f81v.17	INHERITED_VISIBLE	SHARED_GREEN_FIGURE_POOL	one common green enclosure contains the two figure rows	the shared pictured bath, pool, or collective station	formal group tableau rather than an actual bath	MEDIUM	REPLACE_LONG_CIRCULATION_WITH_SHARED_STATION
R4O029	PROSE_FIELD	f81v	F029	B1	f81v.18	INHERITED_VISIBLE	SHARED_GREEN_FIGURE_POOL	one common green enclosure contains the two figure rows	the shared pictured bath, pool, or collective station	formal group tableau rather than an actual bath	MEDIUM	REPLACE_LONG_CIRCULATION_WITH_SHARED_STATION
R4O030	PROSE_FIELD	f81v	F030	B1	f81v.18	INHERITED_VISIBLE	SHARED_GREEN_FIGURE_POOL	one common green enclosure contains the two figure rows	the shared pictured bath, pool, or collective station	formal group tableau rather than an actual bath	MEDIUM	REPLACE_LONG_CIRCULATION_WITH_SHARED_STATION
R4O031	PROSE_FIELD	f81v	F031	B1	f81v.18	INHERITED_VISIBLE	SHARED_GREEN_FIGURE_POOL	one common green enclosure contains the two figure rows	the shared pictured bath, pool, or collective station	formal group tableau rather than an actual bath	MEDIUM	REPLACE_LONG_CIRCULATION_WITH_SHARED_STATION
R4O032	PROSE_FIELD	f81v	F032	B1	f81v.18	INHERITED_VISIBLE	SHARED_GREEN_FIGURE_POOL	one common green enclosure contains the two figure rows	the shared pictured bath, pool, or collective station	formal group tableau rather than an actual bath	MEDIUM	REPLACE_LONG_CIRCULATION_WITH_SHARED_STATION
R4O033	PROSE_FIELD	f81v	F033	B1	f81v.18	INHERITED_VISIBLE	SHARED_GREEN_FIGURE_POOL	one common green enclosure contains the two figure rows	the shared pictured bath, pool, or collective station	formal group tableau rather than an actual bath	MEDIUM	REPLACE_LONG_CIRCULATION_WITH_SHARED_STATION
R4O034	PROSE_FIELD	f81v	F034	B1	f81v.21	INHERITED_VISIBLE	SHARED_GREEN_FIGURE_POOL	one common green enclosure contains the two figure rows	the shared pictured bath, pool, or collective station	formal group tableau rather than an actual bath	MEDIUM	REPLACE_LONG_CIRCULATION_WITH_SHARED_STATION
R4O035	PROSE_FIELD	f81v	F035	B1	f81v.21	INHERITED_VISIBLE	SHARED_GREEN_FIGURE_POOL	one common green enclosure contains the two figure rows	the shared pictured bath, pool, or collective station	formal group tableau rather than an actual bath	MEDIUM	REPLACE_LONG_CIRCULATION_WITH_SHARED_STATION
R4O036	PROSE_FIELD	f81v	F036	B1	f81v.21	INHERITED_VISIBLE	SHARED_GREEN_FIGURE_POOL	one common green enclosure contains the two figure rows	the shared pictured bath, pool, or collective station	formal group tableau rather than an actual bath	MEDIUM	REPLACE_LONG_CIRCULATION_WITH_SHARED_STATION
R4O037	PROSE_FIELD	f81v	F037	B1	f81v.24	INHERITED_VISIBLE	SHARED_GREEN_FIGURE_POOL	one common green enclosure contains the two figure rows	the shared pictured bath, pool, or collective station	formal group tableau rather than an actual bath	MEDIUM	REPLACE_LONG_CIRCULATION_WITH_SHARED_STATION
R4O038	PROSE_FIELD	f81v	F038	B1	f81v.24	INHERITED_VISIBLE	SHARED_GREEN_FIGURE_POOL	one common green enclosure contains the two figure rows	the shared pictured bath, pool, or collective station	formal group tableau rather than an actual bath	MEDIUM	REPLACE_LONG_CIRCULATION_WITH_SHARED_STATION
R4O039	PROSE_FIELD	f81v	F039	B1	f81v.24	INHERITED_VISIBLE	SHARED_GREEN_FIGURE_POOL	one common green enclosure contains the two figure rows	the shared pictured bath, pool, or collective station	formal group tableau rather than an actual bath	MEDIUM	REPLACE_LONG_CIRCULATION_WITH_SHARED_STATION
R4O040	PROSE_FIELD	f81v	F040	B1	f81v.24	INHERITED_VISIBLE	SHARED_GREEN_FIGURE_POOL	one common green enclosure contains the two figure rows	the shared pictured bath, pool, or collective station	formal group tableau rather than an actual bath	MEDIUM	REPLACE_LONG_CIRCULATION_WITH_SHARED_STATION
R4O041	PROSE_FIELD	f81v	F041	B1	f81v.27	INHERITED_VISIBLE	SHARED_GREEN_FIGURE_POOL	one common green enclosure contains the two figure rows	the shared pictured bath, pool, or collective station	formal group tableau rather than an actual bath	MEDIUM	REPLACE_LONG_CIRCULATION_WITH_SHARED_STATION
R4O042	PROSE_FIELD	f81v	F042	B1	f81v.27	INHERITED_VISIBLE	SHARED_GREEN_FIGURE_POOL	one common green enclosure contains the two figure rows	the shared pictured bath, pool, or collective station	formal group tableau rather than an actual bath	MEDIUM	REPLACE_LONG_CIRCULATION_WITH_SHARED_STATION
R4O043	PROSE_FIELD	f81v	F043	B1	f81v.27	INHERITED_VISIBLE	SHARED_GREEN_FIGURE_POOL	one common green enclosure contains the two figure rows	the shared pictured bath, pool, or collective station	formal group tableau rather than an actual bath	MEDIUM	REPLACE_LONG_CIRCULATION_WITH_SHARED_STATION
R4O044	PROSE_FIELD	f81v	F044	B1	f81v.27	INHERITED_VISIBLE	SHARED_GREEN_FIGURE_POOL	one common green enclosure contains the two figure rows	the shared pictured bath, pool, or collective station	formal group tableau rather than an actual bath	MEDIUM	REPLACE_LONG_CIRCULATION_WITH_SHARED_STATION
R4O045	PROSE_FIELD	f82r	F045	B2	f82r.2	PAGE_OWNER_ONLY	UPPER_PAIRED_FIGURE_CYLINDER_ASSEMBLY	locus falls in one of four visibly separated page zones; no contour joins all zones	the upper paired figure-and-cylinder station	one symbolic cosmological tableau with figures rather than apparatus	LOW	SPLIT_SINGLE_PROCESS_INTO_LOCAL_STATION_ZONES
R4O046	PROSE_FIELD	f82r	F046	B2	f82r.2	INHERITED_VISIBLE	UPPER_PAIRED_FIGURE_CYLINDER_ASSEMBLY	locus falls in one of four visibly separated page zones; no contour joins all zones	the upper paired figure-and-cylinder station	one symbolic cosmological tableau with figures rather than apparatus	LOW	SPLIT_SINGLE_PROCESS_INTO_LOCAL_STATION_ZONES
R4O047	PROSE_FIELD	f82r	F047	B2	f82r.2	INHERITED_VISIBLE	UPPER_PAIRED_FIGURE_CYLINDER_ASSEMBLY	locus falls in one of four visibly separated page zones; no contour joins all zones	the upper paired figure-and-cylinder station	one symbolic cosmological tableau with figures rather than apparatus	LOW	SPLIT_SINGLE_PROCESS_INTO_LOCAL_STATION_ZONES
R4O048	PROSE_FIELD	f82r	F048	B2	f82r.2	INHERITED_VISIBLE	UPPER_PAIRED_FIGURE_CYLINDER_ASSEMBLY	locus falls in one of four visibly separated page zones; no contour joins all zones	the upper paired figure-and-cylinder station	one symbolic cosmological tableau with figures rather than apparatus	LOW	SPLIT_SINGLE_PROCESS_INTO_LOCAL_STATION_ZONES
R4O049	PROSE_FIELD	f82r	F049	B2	f82r.3	INHERITED_VISIBLE	UPPER_PAIRED_FIGURE_CYLINDER_ASSEMBLY	locus falls in one of four visibly separated page zones; no contour joins all zones	the upper paired figure-and-cylinder station	one symbolic cosmological tableau with figures rather than apparatus	LOW	SPLIT_SINGLE_PROCESS_INTO_LOCAL_STATION_ZONES
R4O050	PROSE_FIELD	f82r	F050	B2	f82r.3	INHERITED_VISIBLE	UPPER_PAIRED_FIGURE_CYLINDER_ASSEMBLY	locus falls in one of four visibly separated page zones; no contour joins all zones	the upper paired figure-and-cylinder station	one symbolic cosmological tableau with figures rather than apparatus	LOW	SPLIT_SINGLE_PROCESS_INTO_LOCAL_STATION_ZONES
R4O051	PROSE_FIELD	f82r	F051	B2	f82r.4	INHERITED_VISIBLE	UPPER_PAIRED_FIGURE_CYLINDER_ASSEMBLY	locus falls in one of four visibly separated page zones; no contour joins all zones	the upper paired figure-and-cylinder station	one symbolic cosmological tableau with figures rather than apparatus	LOW	SPLIT_SINGLE_PROCESS_INTO_LOCAL_STATION_ZONES
R4O052	PROSE_FIELD	f82r	F052	B2	f82r.4	INHERITED_VISIBLE	UPPER_PAIRED_FIGURE_CYLINDER_ASSEMBLY	locus falls in one of four visibly separated page zones; no contour joins all zones	the upper paired figure-and-cylinder station	one symbolic cosmological tableau with figures rather than apparatus	LOW	SPLIT_SINGLE_PROCESS_INTO_LOCAL_STATION_ZONES
R4O053	PROSE_FIELD	f82r	F053	B2	f82r.7	PAGE_OWNER_ONLY	MIDDLE_LOCAL_DEVICE_STATIONS	locus falls in one of four visibly separated page zones; no contour joins all zones	the adjacent local vessel or hand-device station	one symbolic cosmological tableau with figures rather than apparatus	LOW	SPLIT_SINGLE_PROCESS_INTO_LOCAL_STATION_ZONES
R4O054	PROSE_FIELD	f82r	F054	B2	f82r.7	INHERITED_VISIBLE	MIDDLE_LOCAL_DEVICE_STATIONS	locus falls in one of four visibly separated page zones; no contour joins all zones	the adjacent local vessel or hand-device station	one symbolic cosmological tableau with figures rather than apparatus	LOW	SPLIT_SINGLE_PROCESS_INTO_LOCAL_STATION_ZONES
R4O055	PROSE_FIELD	f82r	F055	B2	f82r.7	INHERITED_VISIBLE	MIDDLE_LOCAL_DEVICE_STATIONS	locus falls in one of four visibly separated page zones; no contour joins all zones	the adjacent local vessel or hand-device station	one symbolic cosmological tableau with figures rather than apparatus	LOW	SPLIT_SINGLE_PROCESS_INTO_LOCAL_STATION_ZONES
R4O056	PROSE_FIELD	f82r	F056	B2	f82r.7	INHERITED_VISIBLE	MIDDLE_LOCAL_DEVICE_STATIONS	locus falls in one of four visibly separated page zones; no contour joins all zones	the adjacent local vessel or hand-device station	one symbolic cosmological tableau with figures rather than apparatus	LOW	SPLIT_SINGLE_PROCESS_INTO_LOCAL_STATION_ZONES
R4O057	PROSE_FIELD	f82r	F057	B2	f82r.19	PAGE_OWNER_ONLY	RECLINING_FIGURE_AND_MIDDLE_STATION_ZONE	locus falls in one of four visibly separated page zones; no contour joins all zones	the local reclining or middle application station	one symbolic cosmological tableau with figures rather than apparatus	LOW	SPLIT_SINGLE_PROCESS_INTO_LOCAL_STATION_ZONES
R4O058	PROSE_FIELD	f82r	F058	B2	f82r.19	INHERITED_VISIBLE	RECLINING_FIGURE_AND_MIDDLE_STATION_ZONE	locus falls in one of four visibly separated page zones; no contour joins all zones	the local reclining or middle application station	one symbolic cosmological tableau with figures rather than apparatus	LOW	SPLIT_SINGLE_PROCESS_INTO_LOCAL_STATION_ZONES
R4O059	PROSE_FIELD	f82r	F059	B2	f82r.23	INHERITED_VISIBLE	RECLINING_FIGURE_AND_MIDDLE_STATION_ZONE	locus falls in one of four visibly separated page zones; no contour joins all zones	the local reclining or middle application station	one symbolic cosmological tableau with figures rather than apparatus	LOW	SPLIT_SINGLE_PROCESS_INTO_LOCAL_STATION_ZONES
R4O060	PROSE_FIELD	f82r	F060	B2	f82r.23	INHERITED_VISIBLE	RECLINING_FIGURE_AND_MIDDLE_STATION_ZONE	locus falls in one of four visibly separated page zones; no contour joins all zones	the local reclining or middle application station	one symbolic cosmological tableau with figures rather than apparatus	LOW	SPLIT_SINGLE_PROCESS_INTO_LOCAL_STATION_ZONES
R4O061	PROSE_FIELD	f82r	F061	B2	f82r.23	INHERITED_VISIBLE	RECLINING_FIGURE_AND_MIDDLE_STATION_ZONE	locus falls in one of four visibly separated page zones; no contour joins all zones	the local reclining or middle application station	one symbolic cosmological tableau with figures rather than apparatus	LOW	SPLIT_SINGLE_PROCESS_INTO_LOCAL_STATION_ZONES
R4O062	PROSE_FIELD	f82r	F062	B2	f82r.26	PAGE_OWNER_ONLY	LOWER_SHARED_GREEN_FIGURE_FIELD	locus falls in one of four visibly separated page zones; no contour joins all zones	the lower shared figure-pool station	one symbolic cosmological tableau with figures rather than apparatus	LOW	SPLIT_SINGLE_PROCESS_INTO_LOCAL_STATION_ZONES
R4O063	PROSE_FIELD	f82r	F063	B2	f82r.26	INHERITED_VISIBLE	LOWER_SHARED_GREEN_FIGURE_FIELD	locus falls in one of four visibly separated page zones; no contour joins all zones	the lower shared figure-pool station	one symbolic cosmological tableau with figures rather than apparatus	LOW	SPLIT_SINGLE_PROCESS_INTO_LOCAL_STATION_ZONES
R4O064	PROSE_FIELD	f82r	F064	B2	f82r.27	INHERITED_VISIBLE	LOWER_SHARED_GREEN_FIGURE_FIELD	locus falls in one of four visibly separated page zones; no contour joins all zones	the lower shared figure-pool station	one symbolic cosmological tableau with figures rather than apparatus	LOW	SPLIT_SINGLE_PROCESS_INTO_LOCAL_STATION_ZONES
R4O065	PROSE_FIELD	f82r	F065	B2	f82r.27	INHERITED_VISIBLE	LOWER_SHARED_GREEN_FIGURE_FIELD	locus falls in one of four visibly separated page zones; no contour joins all zones	the lower shared figure-pool station	one symbolic cosmological tableau with figures rather than apparatus	LOW	SPLIT_SINGLE_PROCESS_INTO_LOCAL_STATION_ZONES
R4O066	PROSE_FIELD	f82r	F066	B2	f82r.27	INHERITED_VISIBLE	LOWER_SHARED_GREEN_FIGURE_FIELD	locus falls in one of four visibly separated page zones; no contour joins all zones	the lower shared figure-pool station	one symbolic cosmological tableau with figures rather than apparatus	LOW	SPLIT_SINGLE_PROCESS_INTO_LOCAL_STATION_ZONES
R4O067	PROSE_FIELD	f82r	F067	B2	f82r.27	INHERITED_VISIBLE	LOWER_SHARED_GREEN_FIGURE_FIELD	locus falls in one of four visibly separated page zones; no contour joins all zones	the lower shared figure-pool station	one symbolic cosmological tableau with figures rather than apparatus	LOW	SPLIT_SINGLE_PROCESS_INTO_LOCAL_STATION_ZONES
R4O068	PROSE_FIELD	f82r	F068	B2	f82r.27	INHERITED_VISIBLE	LOWER_SHARED_GREEN_FIGURE_FIELD	locus falls in one of four visibly separated page zones; no contour joins all zones	the lower shared figure-pool station	one symbolic cosmological tableau with figures rather than apparatus	LOW	SPLIT_SINGLE_PROCESS_INTO_LOCAL_STATION_ZONES
R4O069	PROSE_FIELD	f82r	F069	B2	f82r.27	INHERITED_VISIBLE	LOWER_SHARED_GREEN_FIGURE_FIELD	locus falls in one of four visibly separated page zones; no contour joins all zones	the lower shared figure-pool station	one symbolic cosmological tableau with figures rather than apparatus	LOW	SPLIT_SINGLE_PROCESS_INTO_LOCAL_STATION_ZONES
R4O070	PROSE_FIELD	f82r	F070	B2	f82r.27	INHERITED_VISIBLE	LOWER_SHARED_GREEN_FIGURE_FIELD	locus falls in one of four visibly separated page zones; no contour joins all zones	the lower shared figure-pool station	one symbolic cosmological tableau with figures rather than apparatus	LOW	SPLIT_SINGLE_PROCESS_INTO_LOCAL_STATION_ZONES
R4O071	PROSE_FIELD	f83r	F071	B3	f83r.3	PAGE_OWNER_ONLY	UPPER_LOCAL_FIGURE_VESSEL_SET	record/locus zone lies beside a local pictured assembly; exact label-to-object leader is absent	the upper local figure-and-vessel station	page-level allegorical figure series	LOW	REMOVE_GLOBAL_FLOW_DIRECTION_AND_KEEP_LOCAL_ASSEMBLY
R4O072	PROSE_FIELD	f83r	F072	B3	f83r.3	INHERITED_VISIBLE	UPPER_LOCAL_FIGURE_VESSEL_SET	record/locus zone lies beside a local pictured assembly; exact label-to-object leader is absent	the upper local figure-and-vessel station	page-level allegorical figure series	LOW	REMOVE_GLOBAL_FLOW_DIRECTION_AND_KEEP_LOCAL_ASSEMBLY
R4O073	PROSE_FIELD	f83r	F073	B3	f83r.3	INHERITED_VISIBLE	UPPER_LOCAL_FIGURE_VESSEL_SET	record/locus zone lies beside a local pictured assembly; exact label-to-object leader is absent	the upper local figure-and-vessel station	page-level allegorical figure series	LOW	REMOVE_GLOBAL_FLOW_DIRECTION_AND_KEEP_LOCAL_ASSEMBLY
R4O074	PROSE_FIELD	f83r	F074	B3	f83r.3	INHERITED_VISIBLE	UPPER_LOCAL_FIGURE_VESSEL_SET	record/locus zone lies beside a local pictured assembly; exact label-to-object leader is absent	the upper local figure-and-vessel station	page-level allegorical figure series	LOW	REMOVE_GLOBAL_FLOW_DIRECTION_AND_KEEP_LOCAL_ASSEMBLY
R4O075	PROSE_FIELD	f83r	F075	B3	f83r.6	INHERITED_VISIBLE	UPPER_LOCAL_FIGURE_VESSEL_SET	record/locus zone lies beside a local pictured assembly; exact label-to-object leader is absent	the upper local figure-and-vessel station	page-level allegorical figure series	LOW	REMOVE_GLOBAL_FLOW_DIRECTION_AND_KEEP_LOCAL_ASSEMBLY
R4O076	PROSE_FIELD	f83r	F076	B3	f83r.6	INHERITED_VISIBLE	UPPER_LOCAL_FIGURE_VESSEL_SET	record/locus zone lies beside a local pictured assembly; exact label-to-object leader is absent	the upper local figure-and-vessel station	page-level allegorical figure series	LOW	REMOVE_GLOBAL_FLOW_DIRECTION_AND_KEEP_LOCAL_ASSEMBLY
R4O077	PROSE_FIELD	f83r	F077	B3	f83r.6	INHERITED_VISIBLE	UPPER_LOCAL_FIGURE_VESSEL_SET	record/locus zone lies beside a local pictured assembly; exact label-to-object leader is absent	the upper local figure-and-vessel station	page-level allegorical figure series	LOW	REMOVE_GLOBAL_FLOW_DIRECTION_AND_KEEP_LOCAL_ASSEMBLY
R4O078	PROSE_FIELD	f83r	F078	B3	f83r.6	INHERITED_VISIBLE	UPPER_LOCAL_FIGURE_VESSEL_SET	record/locus zone lies beside a local pictured assembly; exact label-to-object leader is absent	the upper local figure-and-vessel station	page-level allegorical figure series	LOW	REMOVE_GLOBAL_FLOW_DIRECTION_AND_KEEP_LOCAL_ASSEMBLY
R4O079	PROSE_FIELD	f83r	F079	B3	f83r.6	INHERITED_VISIBLE	UPPER_LOCAL_FIGURE_VESSEL_SET	record/locus zone lies beside a local pictured assembly; exact label-to-object leader is absent	the upper local figure-and-vessel station	page-level allegorical figure series	LOW	REMOVE_GLOBAL_FLOW_DIRECTION_AND_KEEP_LOCAL_ASSEMBLY
R4O080	PROSE_FIELD	f83r	F080	B3	f83r.8	INHERITED_VISIBLE	UPPER_LOCAL_FIGURE_VESSEL_SET	record/locus zone lies beside a local pictured assembly; exact label-to-object leader is absent	the upper local figure-and-vessel station	page-level allegorical figure series	LOW	REMOVE_GLOBAL_FLOW_DIRECTION_AND_KEEP_LOCAL_ASSEMBLY
R4O081	PROSE_FIELD	f83r	F081	B3	f83r.8	INHERITED_VISIBLE	UPPER_LOCAL_FIGURE_VESSEL_SET	record/locus zone lies beside a local pictured assembly; exact label-to-object leader is absent	the upper local figure-and-vessel station	page-level allegorical figure series	LOW	REMOVE_GLOBAL_FLOW_DIRECTION_AND_KEEP_LOCAL_ASSEMBLY
