owner_row_id	source_level	source_id	page	section	record_or_diagram	locus	member_count	member_ids	v69_formal_role	image_namespace	owner_class	owner_id	ownership_status	technical_silent_argument_default	visible_geometric_basis	strongest_rival	confidence	v69_change	direction_policy	semantic_ceiling
P011	PROSE_FIELD	F011	f55v	HERBAL	H4	f55v.5	3	61|62|63	COMPOSITE_SEQUENCE|PARAMETER_ASSIGN	H4	WHOLE_PLANT	H4_WHOLE_BROAD_LEAF_PLANT	INHERITED_VISIBLE	gesamte breitblättrige f55v-Pflanze des laufenden Artikels	Mittelstängel verbindet Wurzel, große Blattmasse und Endfächer	oberer Endfächer oder unterer Wurzelast als gesonderter Posten	HIGH	SPECIES_AND_PREPARATION_IMAGE_DEFAULT_REMOVED; VISIBLE_PLANT_OWNER_ONLY	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P012	PROSE_FIELD	F012	f55v	HERBAL	H4	f55v.11	4	64|65|66|67	EXEMPLAR_ONLY|NONE	H4	WHOLE_PLANT	H4_WHOLE_BROAD_LEAF_PLANT	INHERITED_VISIBLE	gesamte breitblättrige f55v-Pflanze des laufenden Artikels	Mittelstängel verbindet Wurzel, große Blattmasse und Endfächer	oberer Endfächer oder unterer Wurzelast als gesonderter Posten	HIGH	SPECIES_AND_PREPARATION_IMAGE_DEFAULT_REMOVED; VISIBLE_PLANT_OWNER_ONLY	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P013	PROSE_FIELD	F013	f55v	HERBAL	H4	f55v.11	6	68|69|70|71|72|73	COMPOSITE_SEQUENCE|PARAMETER_ASSIGN > TARGET_ASSIGN > LINK_ACTIVE	H4	WHOLE_PLANT	H4_WHOLE_BROAD_LEAF_PLANT	INHERITED_VISIBLE	gesamte breitblättrige f55v-Pflanze des laufenden Artikels	Mittelstängel verbindet Wurzel, große Blattmasse und Endfächer	oberer Endfächer oder unterer Wurzelast als gesonderter Posten	HIGH	SPECIES_AND_PREPARATION_IMAGE_DEFAULT_REMOVED; VISIBLE_PLANT_OWNER_ONLY	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P014	PROSE_FIELD	F014	f56r	HERBAL	H5	f56r.5	4	74|75|76|77	COMPOSITE_SEQUENCE|PARAMETER_ASSIGN	H5	WHOLE_PLANT	H5_WHOLE_MULTIHEAD_COILED_PLANT	PAGE_OWNER_ONLY	gesamte mehrköpfige f56r-Pflanze des laufenden Artikels	Blüten, Stachelorgane und eingerollter Zweig hängen am selben sichtbaren Stängel	Spiralzweig als selbständiger Besitzer	HIGH	SPECIES_AND_PREPARATION_IMAGE_DEFAULT_REMOVED; VISIBLE_PLANT_OWNER_ONLY	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P015	PROSE_FIELD	F015	f56r	HERBAL	H5	f56r.7	5	78|79|80|81|82	COMPOSITE_SEQUENCE|ACTION_APPLY > TARGET_ASSIGN	H5	WHOLE_PLANT	H5_WHOLE_MULTIHEAD_COILED_PLANT	INHERITED_VISIBLE	gesamte mehrköpfige f56r-Pflanze des laufenden Artikels	Blüten, Stachelorgane und eingerollter Zweig hängen am selben sichtbaren Stängel	Spiralzweig als selbständiger Besitzer	HIGH	SPECIES_AND_PREPARATION_IMAGE_DEFAULT_REMOVED; VISIBLE_PLANT_OWNER_ONLY	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P016	PROSE_FIELD	F016	f56r	HERBAL	H5	f56r.8	4	83|84|85|86	COMPOSITE_SEQUENCE|ACTION_APPLY	H5	WHOLE_PLANT	H5_WHOLE_MULTIHEAD_COILED_PLANT	INHERITED_VISIBLE	gesamte mehrköpfige f56r-Pflanze des laufenden Artikels	Blüten, Stachelorgane und eingerollter Zweig hängen am selben sichtbaren Stängel	Spiralzweig als selbständiger Besitzer	HIGH	SPECIES_AND_PREPARATION_IMAGE_DEFAULT_REMOVED; VISIBLE_PLANT_OWNER_ONLY	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P017	PROSE_FIELD	F017	f56r	HERBAL	H5	f56r.12	4	87|88|89|90	EXEMPLAR_ONLY|NONE	H5	WHOLE_PLANT	H5_WHOLE_MULTIHEAD_COILED_PLANT	INHERITED_VISIBLE	gesamte mehrköpfige f56r-Pflanze des laufenden Artikels	Blüten, Stachelorgane und eingerollter Zweig hängen am selben sichtbaren Stängel	Spiralzweig als selbständiger Besitzer	HIGH	SPECIES_AND_PREPARATION_IMAGE_DEFAULT_REMOVED; VISIBLE_PLANT_OWNER_ONLY	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P018	PROSE_FIELD	F018	f56r	HERBAL	H5	f56r.13	3	91|92|93	EXEMPLAR_ONLY|NONE	H5	WHOLE_PLANT	H5_WHOLE_MULTIHEAD_COILED_PLANT	INHERITED_VISIBLE	gesamte mehrköpfige f56r-Pflanze des laufenden Artikels	Blüten, Stachelorgane und eingerollter Zweig hängen am selben sichtbaren Stängel	Spiralzweig als selbständiger Besitzer	HIGH	SPECIES_AND_PREPARATION_IMAGE_DEFAULT_REMOVED; VISIBLE_PLANT_OWNER_ONLY	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P019	PROSE_FIELD	F019	f56r	HERBAL	H5	f56r.18	4	94|95|96|97	EXEMPLAR_ONLY|NONE	H5	WHOLE_PLANT	H5_WHOLE_MULTIHEAD_COILED_PLANT	INHERITED_VISIBLE	gesamte mehrköpfige f56r-Pflanze des laufenden Artikels	Blüten, Stachelorgane und eingerollter Zweig hängen am selben sichtbaren Stängel	Spiralzweig als selbständiger Besitzer	HIGH	SPECIES_AND_PREPARATION_IMAGE_DEFAULT_REMOVED; VISIBLE_PLANT_OWNER_ONLY	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P020	PROSE_FIELD	F020	f56r	HERBAL	H5	f56r.19	3	98|99|100	COMPOSITE_SEQUENCE|SELECT_PART > PARAMETER_ASSIGN	H5	WHOLE_PLANT	H5_WHOLE_MULTIHEAD_COILED_PLANT	INHERITED_VISIBLE	gesamte mehrköpfige f56r-Pflanze des laufenden Artikels	Blüten, Stachelorgane und eingerollter Zweig hängen am selben sichtbaren Stängel	Spiralzweig als selbständiger Besitzer	HIGH	SPECIES_AND_PREPARATION_IMAGE_DEFAULT_REMOVED; VISIBLE_PLANT_OWNER_ONLY	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P021	PROSE_FIELD	F021	f81v	BIOLOGICAL	B1	f81v.2	1	101	TERMINAL_FLUSH|TERMINAL_FLUSH	B1	SHARED_POOL	B1_SHARED_TWO_ROW_POOL	PAGE_OWNER_ONLY	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	zwei unabhängige Reihen oder ein rein allegorisches Feld	HIGH	SEVEN_STAGE_CIRCULATION_REMOVED; SHARED_POOL_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P022	PROSE_FIELD	F022	f81v	BIOLOGICAL	B1	f81v.2	11	102|103|104|105|106|107|108|109|110|111|112	COMPOSITE_SEQUENCE|PARAMETER_ASSIGN > TARGET_ASSIGN > LINK_ACTIVE > TARGET_ASSIGN > LINK_ACTIVE	B1	SHARED_POOL	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	zwei unabhängige Reihen oder ein rein allegorisches Feld	HIGH	SEVEN_STAGE_CIRCULATION_REMOVED; SHARED_POOL_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P023	PROSE_FIELD	F023	f81v	BIOLOGICAL	B1	f81v.7	8	113|114|115|116|117|118|119|120	COMPOSITE_SEQUENCE|SELECT_PREVIOUS > LINK_ACTIVE > PARAMETER_ASSIGN > PARAMETER_ASSIGN	B1	SHARED_POOL	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	zwei unabhängige Reihen oder ein rein allegorisches Feld	HIGH	SEVEN_STAGE_CIRCULATION_REMOVED; SHARED_POOL_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P024	PROSE_FIELD	F024	f81v	BIOLOGICAL	B1	f81v.7	1	121	LINK_ACTIVE|LINK_ACTIVE	B1	SHARED_POOL	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	zwei unabhängige Reihen oder ein rein allegorisches Feld	HIGH	SEVEN_STAGE_CIRCULATION_REMOVED; SHARED_POOL_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P025	PROSE_FIELD	F025	f81v	BIOLOGICAL	B1	f81v.17	1	122	EXEMPLAR_ONLY|NONE	B1	SHARED_POOL	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	zwei unabhängige Reihen oder ein rein allegorisches Feld	HIGH	SEVEN_STAGE_CIRCULATION_REMOVED; SHARED_POOL_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P026	PROSE_FIELD	F026	f81v	BIOLOGICAL	B1	f81v.17	3	123|124|125	COMPOSITE_SEQUENCE|LINK_ACTIVE	B1	SHARED_POOL	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	zwei unabhängige Reihen oder ein rein allegorisches Feld	HIGH	SEVEN_STAGE_CIRCULATION_REMOVED; SHARED_POOL_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P027	PROSE_FIELD	F027	f81v	BIOLOGICAL	B1	f81v.17	1	126	EXEMPLAR_ONLY|NONE	B1	SHARED_POOL	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	zwei unabhängige Reihen oder ein rein allegorisches Feld	HIGH	SEVEN_STAGE_CIRCULATION_REMOVED; SHARED_POOL_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P028	PROSE_FIELD	F028	f81v	BIOLOGICAL	B1	f81v.17	4	127|128|129|130	EXEMPLAR_ONLY|NONE	B1	SHARED_POOL	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	zwei unabhängige Reihen oder ein rein allegorisches Feld	HIGH	SEVEN_STAGE_CIRCULATION_REMOVED; SHARED_POOL_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P029	PROSE_FIELD	F029	f81v	BIOLOGICAL	B1	f81v.18	1	131	EXEMPLAR_ONLY|NONE	B1	SHARED_POOL	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	zwei unabhängige Reihen oder ein rein allegorisches Feld	HIGH	SEVEN_STAGE_CIRCULATION_REMOVED; SHARED_POOL_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P030	PROSE_FIELD	F030	f81v	BIOLOGICAL	B1	f81v.18	5	132|133|134|135|136	COMPOSITE_SEQUENCE|LINK_ACTIVE > LINK_ACTIVE	B1	SHARED_POOL	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	zwei unabhängige Reihen oder ein rein allegorisches Feld	HIGH	SEVEN_STAGE_CIRCULATION_REMOVED; SHARED_POOL_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P031	PROSE_FIELD	F031	f81v	BIOLOGICAL	B1	f81v.18	1	137	TERMINAL_FLUSH|TERMINAL_FLUSH	B1	SHARED_POOL	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	zwei unabhängige Reihen oder ein rein allegorisches Feld	HIGH	SEVEN_STAGE_CIRCULATION_REMOVED; SHARED_POOL_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P032	PROSE_FIELD	F032	f81v	BIOLOGICAL	B1	f81v.18	1	138	TERMINAL_FLUSH|TERMINAL_FLUSH	B1	SHARED_POOL	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	zwei unabhängige Reihen oder ein rein allegorisches Feld	HIGH	SEVEN_STAGE_CIRCULATION_REMOVED; SHARED_POOL_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P033	PROSE_FIELD	F033	f81v	BIOLOGICAL	B1	f81v.18	2	139|140	COMPOSITE_SEQUENCE|ACTION_APPLY	B1	SHARED_POOL	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	zwei unabhängige Reihen oder ein rein allegorisches Feld	HIGH	SEVEN_STAGE_CIRCULATION_REMOVED; SHARED_POOL_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P034	PROSE_FIELD	F034	f81v	BIOLOGICAL	B1	f81v.21	3	141|142|143	EXEMPLAR_ONLY|NONE	B1	SHARED_POOL	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	zwei unabhängige Reihen oder ein rein allegorisches Feld	HIGH	SEVEN_STAGE_CIRCULATION_REMOVED; SHARED_POOL_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P035	PROSE_FIELD	F035	f81v	BIOLOGICAL	B1	f81v.21	1	144	EXEMPLAR_ONLY|NONE	B1	SHARED_POOL	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	zwei unabhängige Reihen oder ein rein allegorisches Feld	HIGH	SEVEN_STAGE_CIRCULATION_REMOVED; SHARED_POOL_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P036	PROSE_FIELD	F036	f81v	BIOLOGICAL	B1	f81v.21	5	145|146|147|148|149	COMPOSITE_SEQUENCE|LINK_ACTIVE	B1	SHARED_POOL	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	zwei unabhängige Reihen oder ein rein allegorisches Feld	HIGH	SEVEN_STAGE_CIRCULATION_REMOVED; SHARED_POOL_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P037	PROSE_FIELD	F037	f81v	BIOLOGICAL	B1	f81v.24	2	150|151	EXEMPLAR_ONLY|NONE	B1	SHARED_POOL	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	zwei unabhängige Reihen oder ein rein allegorisches Feld	HIGH	SEVEN_STAGE_CIRCULATION_REMOVED; SHARED_POOL_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P038	PROSE_FIELD	F038	f81v	BIOLOGICAL	B1	f81v.24	4	152|153|154|155	COMPOSITE_SEQUENCE|TARGET_ASSIGN > ACTION_TEMPER > LINK_ACTIVE	B1	SHARED_POOL	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	zwei unabhängige Reihen oder ein rein allegorisches Feld	HIGH	SEVEN_STAGE_CIRCULATION_REMOVED; SHARED_POOL_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P039	PROSE_FIELD	F039	f81v	BIOLOGICAL	B1	f81v.24	3	156|157|158	COMPOSITE_SEQUENCE|TARGET_ASSIGN	B1	SHARED_POOL	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	zwei unabhängige Reihen oder ein rein allegorisches Feld	HIGH	SEVEN_STAGE_CIRCULATION_REMOVED; SHARED_POOL_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P040	PROSE_FIELD	F040	f81v	BIOLOGICAL	B1	f81v.24	1	159	EXEMPLAR_ONLY|NONE	B1	SHARED_POOL	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	zwei unabhängige Reihen oder ein rein allegorisches Feld	HIGH	SEVEN_STAGE_CIRCULATION_REMOVED; SHARED_POOL_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P041	PROSE_FIELD	F041	f81v	BIOLOGICAL	B1	f81v.27	3	160|161|162	EXEMPLAR_ONLY|NONE	B1	SHARED_POOL	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	zwei unabhängige Reihen oder ein rein allegorisches Feld	HIGH	SEVEN_STAGE_CIRCULATION_REMOVED; SHARED_POOL_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
