owner_row	unit_kind	unit_id	page	section	record_or_diagram	source_locus	member_count	v69_formal_role	ownership_status	smallest_visible_owner	silent_argument_default	strongest_rival	confidence	v69_must_change	change_reason	revision_family	semantic_ceiling
OWN011	PROSE_FIELD	F011	f55v	HERBAL	H4	f55v.5	3	COMPOSITE_SEQUENCE	INHERITED_VISIBLE	PLANT_55_BROAD_LEAF_MASS	Führe den Blattmassenposten aus F010 als aktuelles stilles Argument fort.	PLANT_55_INFLORESCENCE	MEDIUM	YES	V70 zieht enge Art-, Zubereitungs- und Gebrauchswerte auf sichtbare Pflanzenteile oder Exemplarinhalt zurück.	H_LEAF	VISIBLE_OWNER_DEFAULT_NOT_CARD_OR_STEM_MEANING
OWN012	PROSE_FIELD	F012	f55v	HERBAL	H4	f55v.11	4	EXEMPLAR_ONLY	INHERITED_VISIBLE	PLANT_55_PREVIOUS_LEAF_PORTION	Der Gebrauch bezieht sich auf die zuvor eröffnete Blattportion; Ziel und Zweck sind nicht sichtbar.	PLANT_55_WHOLE_PLANT	LOW	YES	V70 zieht enge Art-, Zubereitungs- und Gebrauchswerte auf sichtbare Pflanzenteile oder Exemplarinhalt zurück.	H_LEAF	VISIBLE_OWNER_DEFAULT_NOT_CARD_OR_STEM_MEANING
OWN013	PROSE_FIELD	F013	f55v	HERBAL	H4	f55v.11	6	COMPOSITE_SEQUENCE	UNRESOLVED	UNRESOLVED_PLANT_55_PART_RELATION	Das Masterexemplar muss entscheiden, ob Blattmasse, obere Krone oder beide gemeint sind.	PLANT_55_WHOLE_PLANT	LOW	YES	V70 zieht enge Art-, Zubereitungs- und Gebrauchswerte auf sichtbare Pflanzenteile oder Exemplarinhalt zurück.	H_LEAF	VISIBLE_OWNER_DEFAULT_NOT_CARD_OR_STEM_MEANING
OWN014	PROSE_FIELD	F014	f56r	HERBAL	H5	f56r.5	4	COMPOSITE_SEQUENCE	DIRECT_VISIBLE	PLANT_56_WHOLE_PLANT	Der Artikelbesitzer ist die ganze schematische Pflanze PLANT_56.	PLANT_56_DOMINANT_HEAD	HIGH	YES	V70 zieht enge Art-, Zubereitungs- und Gebrauchswerte auf sichtbare Pflanzenteile oder Exemplarinhalt zurück.	H_SCHEMATIC	VISIBLE_OWNER_DEFAULT_NOT_CARD_OR_STEM_MEANING
OWN015	PROSE_FIELD	F015	f56r	HERBAL	H5	f56r.7	5	COMPOSITE_SEQUENCE	PAGE_OWNER_ONLY	PLANT_56_WHOLE_PLANT	Ohne Bildzeiger gilt die aktuelle unbekannte Portion der ganzen PLANT_56 als stilles Argument.	PLANT_56_LOWER_RADIAL_HEAD	LOW	YES	V70 zieht enge Art-, Zubereitungs- und Gebrauchswerte auf sichtbare Pflanzenteile oder Exemplarinhalt zurück.	H_SCHEMATIC	VISIBLE_OWNER_DEFAULT_NOT_CARD_OR_STEM_MEANING
OWN016	PROSE_FIELD	F016	f56r	HERBAL	H5	f56r.8	4	COMPOSITE_SEQUENCE	INHERITED_VISIBLE	PLANT_56_CURRENT_PORTION	Führe die in F015 recordlokal gesetzte Pflanzenportion fort; Anwendung und Ziel bleiben unbekannt.	PLANT_56_WHOLE_PLANT	LOW	YES	V70 zieht enge Art-, Zubereitungs- und Gebrauchswerte auf sichtbare Pflanzenteile oder Exemplarinhalt zurück.	H_SCHEMATIC	VISIBLE_OWNER_DEFAULT_NOT_CARD_OR_STEM_MEANING
OWN017	PROSE_FIELD	F017	f56r	HERBAL	H5	f56r.12	4	EXEMPLAR_ONLY	DIRECT_VISIBLE	PLANT_56_SECONDARY_HEAD_SET	Der neue Posten nimmt die sichtbar kleineren Seitenköpfe als Besitzergruppe.	PLANT_56_DOMINANT_SPIRAL_HEAD	MEDIUM	YES	V70 zieht enge Art-, Zubereitungs- und Gebrauchswerte auf sichtbare Pflanzenteile oder Exemplarinhalt zurück.	H_SCHEMATIC	VISIBLE_OWNER_DEFAULT_NOT_CARD_OR_STEM_MEANING
OWN018	PROSE_FIELD	F018	f56r	HERBAL	H5	f56r.13	3	EXEMPLAR_ONLY	INHERITED_VISIBLE	PLANT_56_SECONDARY_HEAD_SET	Führe die Seitenkopfportion aus F017 fort; Lagerung oder Medium bleiben unbekannt.	PLANT_56_BASAL_SHOOT	LOW	YES	V70 zieht enge Art-, Zubereitungs- und Gebrauchswerte auf sichtbare Pflanzenteile oder Exemplarinhalt zurück.	H_SCHEMATIC	VISIBLE_OWNER_DEFAULT_NOT_CARD_OR_STEM_MEANING
OWN019	PROSE_FIELD	F019	f56r	HERBAL	H5	f56r.18	4	EXEMPLAR_ONLY	INHERITED_VISIBLE	PLANT_56_SECONDARY_HEAD_DERIVED_PORTION	Der aktuelle Posten stammt recordlokal aus F017/F018; Produkt und Gebrauch bleiben exemplarabhängig.	PLANT_56_WHOLE_PLANT	LOW	YES	V70 zieht enge Art-, Zubereitungs- und Gebrauchswerte auf sichtbare Pflanzenteile oder Exemplarinhalt zurück.	H_SCHEMATIC	VISIBLE_OWNER_DEFAULT_NOT_CARD_OR_STEM_MEANING
OWN020	PROSE_FIELD	F020	f56r	HERBAL	H5	f56r.19	3	COMPOSITE_SEQUENCE	DIRECT_VISIBLE	PLANT_56_SELECTED_HEAD_SET	Wähle eine im Masterexemplar bezeichnete sichtbare Kopfportion; der dominante Spiral- oder ein Nebenkopf bleibt die stärkste Alternative.	PLANT_56_DOMINANT_SPIRAL_HEAD	MEDIUM	YES	V70 zieht enge Art-, Zubereitungs- und Gebrauchswerte auf sichtbare Pflanzenteile oder Exemplarinhalt zurück.	H_SCHEMATIC	VISIBLE_OWNER_DEFAULT_NOT_CARD_OR_STEM_MEANING
OWN021	PROSE_FIELD	F021	f81v	BIOLOGICAL	B1	f81v.2	1	TERMINAL_FLUSH	PAGE_OWNER_ONLY	F81V_SHARED_TWO_TIER_FIGURE_POOL	Das ausgelassene Argument ist die gemeinsame zweireihige Figuren-Einfassung; die aktuelle Figurstation wird nur aus dem Masterexemplar gewählt, Stoff und Richtung bleiben unbekannt.	F81V_TWO_TIER_FORMAL_TABLEAU	HIGH	YES	V69s globaler Wärmestellen-, Rinnen- und Rücklaufbesitzer wird durch einen einzigen sichtbaren gemeinsamen Figurenpool ersetzt.	B81_SHARED	VISIBLE_OWNER_DEFAULT_NOT_CARD_OR_STEM_MEANING
OWN022	PROSE_FIELD	F022	f81v	BIOLOGICAL	B1	f81v.2	11	COMPOSITE_SEQUENCE	INHERITED_VISIBLE	F81V_SHARED_TWO_TIER_FIGURE_POOL	Das ausgelassene Argument ist die gemeinsame zweireihige Figuren-Einfassung; die aktuelle Figurstation wird nur aus dem Masterexemplar gewählt, Stoff und Richtung bleiben unbekannt.	F81V_TWO_TIER_FORMAL_TABLEAU	MEDIUM	YES	V69s globaler Wärmestellen-, Rinnen- und Rücklaufbesitzer wird durch einen einzigen sichtbaren gemeinsamen Figurenpool ersetzt.	B81_SHARED	VISIBLE_OWNER_DEFAULT_NOT_CARD_OR_STEM_MEANING
OWN023	PROSE_FIELD	F023	f81v	BIOLOGICAL	B1	f81v.7	8	COMPOSITE_SEQUENCE	INHERITED_VISIBLE	F81V_SHARED_TWO_TIER_FIGURE_POOL	Das ausgelassene Argument ist die gemeinsame zweireihige Figuren-Einfassung; die aktuelle Figurstation wird nur aus dem Masterexemplar gewählt, Stoff und Richtung bleiben unbekannt.	F81V_TWO_TIER_FORMAL_TABLEAU	MEDIUM	YES	V69s globaler Wärmestellen-, Rinnen- und Rücklaufbesitzer wird durch einen einzigen sichtbaren gemeinsamen Figurenpool ersetzt.	B81_SHARED	VISIBLE_OWNER_DEFAULT_NOT_CARD_OR_STEM_MEANING
OWN024	PROSE_FIELD	F024	f81v	BIOLOGICAL	B1	f81v.7	1	LINK_ACTIVE	INHERITED_VISIBLE	F81V_SHARED_TWO_TIER_FIGURE_POOL	Das ausgelassene Argument ist die gemeinsame zweireihige Figuren-Einfassung; die aktuelle Figurstation wird nur aus dem Masterexemplar gewählt, Stoff und Richtung bleiben unbekannt.	F81V_TWO_TIER_FORMAL_TABLEAU	MEDIUM	YES	V69s globaler Wärmestellen-, Rinnen- und Rücklaufbesitzer wird durch einen einzigen sichtbaren gemeinsamen Figurenpool ersetzt.	B81_SHARED	VISIBLE_OWNER_DEFAULT_NOT_CARD_OR_STEM_MEANING
OWN025	PROSE_FIELD	F025	f81v	BIOLOGICAL	B1	f81v.17	1	EXEMPLAR_ONLY	INHERITED_VISIBLE	F81V_SHARED_TWO_TIER_FIGURE_POOL	Das ausgelassene Argument ist die gemeinsame zweireihige Figuren-Einfassung; die aktuelle Figurstation wird nur aus dem Masterexemplar gewählt, Stoff und Richtung bleiben unbekannt.	F81V_TWO_TIER_FORMAL_TABLEAU	MEDIUM	YES	V69s globaler Wärmestellen-, Rinnen- und Rücklaufbesitzer wird durch einen einzigen sichtbaren gemeinsamen Figurenpool ersetzt.	B81_SHARED	VISIBLE_OWNER_DEFAULT_NOT_CARD_OR_STEM_MEANING
OWN026	PROSE_FIELD	F026	f81v	BIOLOGICAL	B1	f81v.17	3	COMPOSITE_SEQUENCE	INHERITED_VISIBLE	F81V_SHARED_TWO_TIER_FIGURE_POOL	Das ausgelassene Argument ist die gemeinsame zweireihige Figuren-Einfassung; die aktuelle Figurstation wird nur aus dem Masterexemplar gewählt, Stoff und Richtung bleiben unbekannt.	F81V_TWO_TIER_FORMAL_TABLEAU	MEDIUM	YES	V69s globaler Wärmestellen-, Rinnen- und Rücklaufbesitzer wird durch einen einzigen sichtbaren gemeinsamen Figurenpool ersetzt.	B81_SHARED	VISIBLE_OWNER_DEFAULT_NOT_CARD_OR_STEM_MEANING
OWN027	PROSE_FIELD	F027	f81v	BIOLOGICAL	B1	f81v.17	1	EXEMPLAR_ONLY	INHERITED_VISIBLE	F81V_SHARED_TWO_TIER_FIGURE_POOL	Das ausgelassene Argument ist die gemeinsame zweireihige Figuren-Einfassung; die aktuelle Figurstation wird nur aus dem Masterexemplar gewählt, Stoff und Richtung bleiben unbekannt.	F81V_TWO_TIER_FORMAL_TABLEAU	MEDIUM	YES	V69s globaler Wärmestellen-, Rinnen- und Rücklaufbesitzer wird durch einen einzigen sichtbaren gemeinsamen Figurenpool ersetzt.	B81_SHARED	VISIBLE_OWNER_DEFAULT_NOT_CARD_OR_STEM_MEANING
OWN028	PROSE_FIELD	F028	f81v	BIOLOGICAL	B1	f81v.17	4	EXEMPLAR_ONLY	INHERITED_VISIBLE	F81V_SHARED_TWO_TIER_FIGURE_POOL	Das ausgelassene Argument ist die gemeinsame zweireihige Figuren-Einfassung; die aktuelle Figurstation wird nur aus dem Masterexemplar gewählt, Stoff und Richtung bleiben unbekannt.	F81V_TWO_TIER_FORMAL_TABLEAU	MEDIUM	YES	V69s globaler Wärmestellen-, Rinnen- und Rücklaufbesitzer wird durch einen einzigen sichtbaren gemeinsamen Figurenpool ersetzt.	B81_SHARED	VISIBLE_OWNER_DEFAULT_NOT_CARD_OR_STEM_MEANING
OWN029	PROSE_FIELD	F029	f81v	BIOLOGICAL	B1	f81v.18	1	EXEMPLAR_ONLY	INHERITED_VISIBLE	F81V_SHARED_TWO_TIER_FIGURE_POOL	Das ausgelassene Argument ist die gemeinsame zweireihige Figuren-Einfassung; die aktuelle Figurstation wird nur aus dem Masterexemplar gewählt, Stoff und Richtung bleiben unbekannt.	F81V_TWO_TIER_FORMAL_TABLEAU	MEDIUM	YES	V69s globaler Wärmestellen-, Rinnen- und Rücklaufbesitzer wird durch einen einzigen sichtbaren gemeinsamen Figurenpool ersetzt.	B81_SHARED	VISIBLE_OWNER_DEFAULT_NOT_CARD_OR_STEM_MEANING
OWN030	PROSE_FIELD	F030	f81v	BIOLOGICAL	B1	f81v.18	5	COMPOSITE_SEQUENCE	INHERITED_VISIBLE	F81V_SHARED_TWO_TIER_FIGURE_POOL	Das ausgelassene Argument ist die gemeinsame zweireihige Figuren-Einfassung; die aktuelle Figurstation wird nur aus dem Masterexemplar gewählt, Stoff und Richtung bleiben unbekannt.	F81V_TWO_TIER_FORMAL_TABLEAU	MEDIUM	YES	V69s globaler Wärmestellen-, Rinnen- und Rücklaufbesitzer wird durch einen einzigen sichtbaren gemeinsamen Figurenpool ersetzt.	B81_SHARED	VISIBLE_OWNER_DEFAULT_NOT_CARD_OR_STEM_MEANING
OWN031	PROSE_FIELD	F031	f81v	BIOLOGICAL	B1	f81v.18	1	TERMINAL_FLUSH	INHERITED_VISIBLE	F81V_SHARED_TWO_TIER_FIGURE_POOL	Das ausgelassene Argument ist die gemeinsame zweireihige Figuren-Einfassung; die aktuelle Figurstation wird nur aus dem Masterexemplar gewählt, Stoff und Richtung bleiben unbekannt.	F81V_TWO_TIER_FORMAL_TABLEAU	MEDIUM	YES	V69s globaler Wärmestellen-, Rinnen- und Rücklaufbesitzer wird durch einen einzigen sichtbaren gemeinsamen Figurenpool ersetzt.	B81_SHARED	VISIBLE_OWNER_DEFAULT_NOT_CARD_OR_STEM_MEANING
OWN032	PROSE_FIELD	F032	f81v	BIOLOGICAL	B1	f81v.18	1	TERMINAL_FLUSH	INHERITED_VISIBLE	F81V_SHARED_TWO_TIER_FIGURE_POOL	Das ausgelassene Argument ist die gemeinsame zweireihige Figuren-Einfassung; die aktuelle Figurstation wird nur aus dem Masterexemplar gewählt, Stoff und Richtung bleiben unbekannt.	F81V_TWO_TIER_FORMAL_TABLEAU	MEDIUM	YES	V69s globaler Wärmestellen-, Rinnen- und Rücklaufbesitzer wird durch einen einzigen sichtbaren gemeinsamen Figurenpool ersetzt.	B81_SHARED	VISIBLE_OWNER_DEFAULT_NOT_CARD_OR_STEM_MEANING
OWN033	PROSE_FIELD	F033	f81v	BIOLOGICAL	B1	f81v.18	2	COMPOSITE_SEQUENCE	INHERITED_VISIBLE	F81V_SHARED_TWO_TIER_FIGURE_POOL	Das ausgelassene Argument ist die gemeinsame zweireihige Figuren-Einfassung; die aktuelle Figurstation wird nur aus dem Masterexemplar gewählt, Stoff und Richtung bleiben unbekannt.	F81V_TWO_TIER_FORMAL_TABLEAU	MEDIUM	YES	V69s globaler Wärmestellen-, Rinnen- und Rücklaufbesitzer wird durch einen einzigen sichtbaren gemeinsamen Figurenpool ersetzt.	B81_SHARED	VISIBLE_OWNER_DEFAULT_NOT_CARD_OR_STEM_MEANING
OWN034	PROSE_FIELD	F034	f81v	BIOLOGICAL	B1	f81v.21	3	EXEMPLAR_ONLY	INHERITED_VISIBLE	F81V_SHARED_TWO_TIER_FIGURE_POOL	Das ausgelassene Argument ist die gemeinsame zweireihige Figuren-Einfassung; die aktuelle Figurstation wird nur aus dem Masterexemplar gewählt, Stoff und Richtung bleiben unbekannt.	F81V_TWO_TIER_FORMAL_TABLEAU	MEDIUM	YES	V69s globaler Wärmestellen-, Rinnen- und Rücklaufbesitzer wird durch einen einzigen sichtbaren gemeinsamen Figurenpool ersetzt.	B81_SHARED	VISIBLE_OWNER_DEFAULT_NOT_CARD_OR_STEM_MEANING
OWN035	PROSE_FIELD	F035	f81v	BIOLOGICAL	B1	f81v.21	1	EXEMPLAR_ONLY	INHERITED_VISIBLE	F81V_SHARED_TWO_TIER_FIGURE_POOL	Das ausgelassene Argument ist die gemeinsame zweireihige Figuren-Einfassung; die aktuelle Figurstation wird nur aus dem Masterexemplar gewählt, Stoff und Richtung bleiben unbekannt.	F81V_TWO_TIER_FORMAL_TABLEAU	MEDIUM	YES	V69s globaler Wärmestellen-, Rinnen- und Rücklaufbesitzer wird durch einen einzigen sichtbaren gemeinsamen Figurenpool ersetzt.	B81_SHARED	VISIBLE_OWNER_DEFAULT_NOT_CARD_OR_STEM_MEANING
OWN036	PROSE_FIELD	F036	f81v	BIOLOGICAL	B1	f81v.21	5	COMPOSITE_SEQUENCE	INHERITED_VISIBLE	F81V_SHARED_TWO_TIER_FIGURE_POOL	Das ausgelassene Argument ist die gemeinsame zweireihige Figuren-Einfassung; die aktuelle Figurstation wird nur aus dem Masterexemplar gewählt, Stoff und Richtung bleiben unbekannt.	F81V_TWO_TIER_FORMAL_TABLEAU	MEDIUM	YES	V69s globaler Wärmestellen-, Rinnen- und Rücklaufbesitzer wird durch einen einzigen sichtbaren gemeinsamen Figurenpool ersetzt.	B81_SHARED	VISIBLE_OWNER_DEFAULT_NOT_CARD_OR_STEM_MEANING
OWN037	PROSE_FIELD	F037	f81v	BIOLOGICAL	B1	f81v.24	2	EXEMPLAR_ONLY	INHERITED_VISIBLE	F81V_SHARED_TWO_TIER_FIGURE_POOL	Das ausgelassene Argument ist die gemeinsame zweireihige Figuren-Einfassung; die aktuelle Figurstation wird nur aus dem Masterexemplar gewählt, Stoff und Richtung bleiben unbekannt.	F81V_TWO_TIER_FORMAL_TABLEAU	MEDIUM	YES	V69s globaler Wärmestellen-, Rinnen- und Rücklaufbesitzer wird durch einen einzigen sichtbaren gemeinsamen Figurenpool ersetzt.	B81_SHARED	VISIBLE_OWNER_DEFAULT_NOT_CARD_OR_STEM_MEANING
OWN038	PROSE_FIELD	F038	f81v	BIOLOGICAL	B1	f81v.24	4	COMPOSITE_SEQUENCE	INHERITED_VISIBLE	F81V_SHARED_TWO_TIER_FIGURE_POOL	Das ausgelassene Argument ist die gemeinsame zweireihige Figuren-Einfassung; die aktuelle Figurstation wird nur aus dem Masterexemplar gewählt, Stoff und Richtung bleiben unbekannt.	F81V_TWO_TIER_FORMAL_TABLEAU	MEDIUM	YES	V69s globaler Wärmestellen-, Rinnen- und Rücklaufbesitzer wird durch einen einzigen sichtbaren gemeinsamen Figurenpool ersetzt.	B81_SHARED	VISIBLE_OWNER_DEFAULT_NOT_CARD_OR_STEM_MEANING
OWN039	PROSE_FIELD	F039	f81v	BIOLOGICAL	B1	f81v.24	3	COMPOSITE_SEQUENCE	INHERITED_VISIBLE	F81V_SHARED_TWO_TIER_FIGURE_POOL	Das ausgelassene Argument ist die gemeinsame zweireihige Figuren-Einfassung; die aktuelle Figurstation wird nur aus dem Masterexemplar gewählt, Stoff und Richtung bleiben unbekannt.	F81V_TWO_TIER_FORMAL_TABLEAU	MEDIUM	YES	V69s globaler Wärmestellen-, Rinnen- und Rücklaufbesitzer wird durch einen einzigen sichtbaren gemeinsamen Figurenpool ersetzt.	B81_SHARED	VISIBLE_OWNER_DEFAULT_NOT_CARD_OR_STEM_MEANING
OWN040	PROSE_FIELD	F040	f81v	BIOLOGICAL	B1	f81v.24	1	EXEMPLAR_ONLY	INHERITED_VISIBLE	F81V_SHARED_TWO_TIER_FIGURE_POOL	Das ausgelassene Argument ist die gemeinsame zweireihige Figuren-Einfassung; die aktuelle Figurstation wird nur aus dem Masterexemplar gewählt, Stoff und Richtung bleiben unbekannt.	F81V_TWO_TIER_FORMAL_TABLEAU	MEDIUM	YES	V69s globaler Wärmestellen-, Rinnen- und Rücklaufbesitzer wird durch einen einzigen sichtbaren gemeinsamen Figurenpool ersetzt.	B81_SHARED	VISIBLE_OWNER_DEFAULT_NOT_CARD_OR_STEM_MEANING
OWN041	PROSE_FIELD	F041	f81v	BIOLOGICAL	B1	f81v.27	3	EXEMPLAR_ONLY	INHERITED_VISIBLE	F81V_SHARED_TWO_TIER_FIGURE_POOL	Das ausgelassene Argument ist die gemeinsame zweireihige Figuren-Einfassung; die aktuelle Figurstation wird nur aus dem Masterexemplar gewählt, Stoff und Richtung bleiben unbekannt.	F81V_TWO_TIER_FORMAL_TABLEAU	MEDIUM	YES	V69s globaler Wärmestellen-, Rinnen- und Rücklaufbesitzer wird durch einen einzigen sichtbaren gemeinsamen Figurenpool ersetzt.	B81_SHARED	VISIBLE_OWNER_DEFAULT_NOT_CARD_OR_STEM_MEANING
OWN042	PROSE_FIELD	F042	f81v	BIOLOGICAL	B1	f81v.27	1	EXEMPLAR_ONLY	INHERITED_VISIBLE	F81V_SHARED_TWO_TIER_FIGURE_POOL	Das ausgelassene Argument ist die gemeinsame zweireihige Figuren-Einfassung; die aktuelle Figurstation wird nur aus dem Masterexemplar gewählt, Stoff und Richtung bleiben unbekannt.	F81V_TWO_TIER_FORMAL_TABLEAU	MEDIUM	YES	V69s globaler Wärmestellen-, Rinnen- und Rücklaufbesitzer wird durch einen einzigen sichtbaren gemeinsamen Figurenpool ersetzt.	B81_SHARED	VISIBLE_OWNER_DEFAULT_NOT_CARD_OR_STEM_MEANING
OWN043	PROSE_FIELD	F043	f81v	BIOLOGICAL	B1	f81v.27	2	EXEMPLAR_ONLY	INHERITED_VISIBLE	F81V_SHARED_TWO_TIER_FIGURE_POOL	Das ausgelassene Argument ist die gemeinsame zweireihige Figuren-Einfassung; die aktuelle Figurstation wird nur aus dem Masterexemplar gewählt, Stoff und Richtung bleiben unbekannt.	F81V_TWO_TIER_FORMAL_TABLEAU	MEDIUM	YES	V69s globaler Wärmestellen-, Rinnen- und Rücklaufbesitzer wird durch einen einzigen sichtbaren gemeinsamen Figurenpool ersetzt.	B81_SHARED	VISIBLE_OWNER_DEFAULT_NOT_CARD_OR_STEM_MEANING
OWN044	PROSE_FIELD	F044	f81v	BIOLOGICAL	B1	f81v.27	1	TARGET_ASSIGN	INHERITED_VISIBLE	F81V_SHARED_TWO_TIER_FIGURE_POOL	Das ausgelassene Argument ist die gemeinsame zweireihige Figuren-Einfassung; die aktuelle Figurstation wird nur aus dem Masterexemplar gewählt, Stoff und Richtung bleiben unbekannt.	F81V_TWO_TIER_FORMAL_TABLEAU	MEDIUM	YES	V69s globaler Wärmestellen-, Rinnen- und Rücklaufbesitzer wird durch einen einzigen sichtbaren gemeinsamen Figurenpool ersetzt.	B81_SHARED	VISIBLE_OWNER_DEFAULT_NOT_CARD_OR_STEM_MEANING
