selection_row	selected_from_role	unit_kind	unit_id	page	section	record_or_diagram	locus	member_count	owner_status	selected_visible_owner	silent_argument_default	visible_basis	strongest_rival	confidence	v69_revision	semantic_ceiling
V71S011	R2_HISTORICAL	PROSE_FIELD	F011	f55v	HERBAL	H4	f55v.5	3	PAGE_OWNER_ONLY	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	The uninterrupted whole plant remains the subject across all four text pockets; a source recipe may silently supply an unpictured material or use.	The central stem continuously joins spray, leaf mass, and root; text pockets are contour-shaped leftovers.	One pocket per leaf, inflorescence, root, or independent grotesque creature.	0.81	REPLACE_OWNER; BLOCK_POCKETS_NOT_PART_LABELS	VISIBLE_OWNER_OR_ARTICLE_FRAME_NOT_CARD_MEANING
V71S012	R2_HISTORICAL	PROSE_FIELD	F012	f55v	HERBAL	H4	f55v.11	4	PAGE_OWNER_ONLY	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	The uninterrupted whole plant remains the subject across all four text pockets; a source recipe may silently supply an unpictured material or use.	The central stem continuously joins spray, leaf mass, and root; text pockets are contour-shaped leftovers.	One pocket per leaf, inflorescence, root, or independent grotesque creature.	0.81	REPLACE_OWNER; BLOCK_POCKETS_NOT_PART_LABELS	VISIBLE_OWNER_OR_ARTICLE_FRAME_NOT_CARD_MEANING
V71S013	R2_HISTORICAL	PROSE_FIELD	F013	f55v	HERBAL	H4	f55v.11	6	PAGE_OWNER_ONLY	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	The uninterrupted whole plant remains the subject across all four text pockets; a source recipe may silently supply an unpictured material or use.	The central stem continuously joins spray, leaf mass, and root; text pockets are contour-shaped leftovers.	One pocket per leaf, inflorescence, root, or independent grotesque creature.	0.81	REPLACE_OWNER; BLOCK_POCKETS_NOT_PART_LABELS	VISIBLE_OWNER_OR_ARTICLE_FRAME_NOT_CARD_MEANING
V71S014	R2_HISTORICAL	PROSE_FIELD	F014	f56r	HERBAL	H5	f56r.5	4	PAGE_OWNER_ONLY	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	The whole illustrated specimen remains the article subject; growth state, preparation medium, and use must come from an external source tradition if present.	All heads attach to one pale branching axis and no pictured liquid, person, vessel, or tool intervenes.	Each head is a separate specimen or growth-stage entry.	0.70	REPLACE_OWNER; RETAIN_FIELD_ORDER_ONLY	VISIBLE_OWNER_OR_ARTICLE_FRAME_NOT_CARD_MEANING
V71S015	R2_HISTORICAL	PROSE_FIELD	F015	f56r	HERBAL	H5	f56r.7	5	PAGE_OWNER_ONLY	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	The whole illustrated specimen remains the article subject; growth state, preparation medium, and use must come from an external source tradition if present.	All heads attach to one pale branching axis and no pictured liquid, person, vessel, or tool intervenes.	Each head is a separate specimen or growth-stage entry.	0.70	REPLACE_OWNER; RETAIN_FIELD_ORDER_ONLY	VISIBLE_OWNER_OR_ARTICLE_FRAME_NOT_CARD_MEANING
V71S016	R2_HISTORICAL	PROSE_FIELD	F016	f56r	HERBAL	H5	f56r.8	4	PAGE_OWNER_ONLY	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	The whole illustrated specimen remains the article subject; growth state, preparation medium, and use must come from an external source tradition if present.	All heads attach to one pale branching axis and no pictured liquid, person, vessel, or tool intervenes.	Each head is a separate specimen or growth-stage entry.	0.70	REPLACE_OWNER; RETAIN_FIELD_ORDER_ONLY	VISIBLE_OWNER_OR_ARTICLE_FRAME_NOT_CARD_MEANING
V71S017	R2_HISTORICAL	PROSE_FIELD	F017	f56r	HERBAL	H5	f56r.12	4	PAGE_OWNER_ONLY	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	The whole illustrated specimen remains the article subject; growth state, preparation medium, and use must come from an external source tradition if present.	All heads attach to one pale branching axis and no pictured liquid, person, vessel, or tool intervenes.	Each head is a separate specimen or growth-stage entry.	0.70	REPLACE_OWNER; RETAIN_FIELD_ORDER_ONLY	VISIBLE_OWNER_OR_ARTICLE_FRAME_NOT_CARD_MEANING
V71S018	R2_HISTORICAL	PROSE_FIELD	F018	f56r	HERBAL	H5	f56r.13	3	PAGE_OWNER_ONLY	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	The whole illustrated specimen remains the article subject; growth state, preparation medium, and use must come from an external source tradition if present.	All heads attach to one pale branching axis and no pictured liquid, person, vessel, or tool intervenes.	Each head is a separate specimen or growth-stage entry.	0.70	REPLACE_OWNER; RETAIN_FIELD_ORDER_ONLY	VISIBLE_OWNER_OR_ARTICLE_FRAME_NOT_CARD_MEANING
V71S019	R2_HISTORICAL	PROSE_FIELD	F019	f56r	HERBAL	H5	f56r.18	4	PAGE_OWNER_ONLY	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	The whole illustrated specimen remains the article subject; growth state, preparation medium, and use must come from an external source tradition if present.	All heads attach to one pale branching axis and no pictured liquid, person, vessel, or tool intervenes.	Each head is a separate specimen or growth-stage entry.	0.70	REPLACE_OWNER; RETAIN_FIELD_ORDER_ONLY	VISIBLE_OWNER_OR_ARTICLE_FRAME_NOT_CARD_MEANING
V71S020	R2_HISTORICAL	PROSE_FIELD	F020	f56r	HERBAL	H5	f56r.19	3	PAGE_OWNER_ONLY	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	The whole illustrated specimen remains the article subject; growth state, preparation medium, and use must come from an external source tradition if present.	All heads attach to one pale branching axis and no pictured liquid, person, vessel, or tool intervenes.	Each head is a separate specimen or growth-stage entry.	0.70	REPLACE_OWNER; RETAIN_FIELD_ORDER_ONLY	VISIBLE_OWNER_OR_ARTICLE_FRAME_NOT_CARD_MEANING
V71S021	R3_TECHNICAL	PROSE_FIELD	F021	f81v	BIOLOGICAL	B1	f81v.2	1	PAGE_OWNER_ONLY	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	zwei unabhängige Reihen oder ein rein allegorisches Feld	HIGH	SEVEN_STAGE_CIRCULATION_REMOVED; SHARED_POOL_OWNER	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
V71S022	R3_TECHNICAL	PROSE_FIELD	F022	f81v	BIOLOGICAL	B1	f81v.2	11	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	zwei unabhängige Reihen oder ein rein allegorisches Feld	HIGH	SEVEN_STAGE_CIRCULATION_REMOVED; SHARED_POOL_OWNER	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
V71S023	R3_TECHNICAL	PROSE_FIELD	F023	f81v	BIOLOGICAL	B1	f81v.7	8	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	zwei unabhängige Reihen oder ein rein allegorisches Feld	HIGH	SEVEN_STAGE_CIRCULATION_REMOVED; SHARED_POOL_OWNER	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
V71S024	R3_TECHNICAL	PROSE_FIELD	F024	f81v	BIOLOGICAL	B1	f81v.7	1	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	zwei unabhängige Reihen oder ein rein allegorisches Feld	HIGH	SEVEN_STAGE_CIRCULATION_REMOVED; SHARED_POOL_OWNER	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
V71S025	R3_TECHNICAL	PROSE_FIELD	F025	f81v	BIOLOGICAL	B1	f81v.17	1	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	zwei unabhängige Reihen oder ein rein allegorisches Feld	HIGH	SEVEN_STAGE_CIRCULATION_REMOVED; SHARED_POOL_OWNER	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
V71S026	R3_TECHNICAL	PROSE_FIELD	F026	f81v	BIOLOGICAL	B1	f81v.17	3	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	zwei unabhängige Reihen oder ein rein allegorisches Feld	HIGH	SEVEN_STAGE_CIRCULATION_REMOVED; SHARED_POOL_OWNER	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
V71S027	R3_TECHNICAL	PROSE_FIELD	F027	f81v	BIOLOGICAL	B1	f81v.17	1	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	zwei unabhängige Reihen oder ein rein allegorisches Feld	HIGH	SEVEN_STAGE_CIRCULATION_REMOVED; SHARED_POOL_OWNER	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
V71S028	R3_TECHNICAL	PROSE_FIELD	F028	f81v	BIOLOGICAL	B1	f81v.17	4	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	zwei unabhängige Reihen oder ein rein allegorisches Feld	HIGH	SEVEN_STAGE_CIRCULATION_REMOVED; SHARED_POOL_OWNER	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
V71S029	R3_TECHNICAL	PROSE_FIELD	F029	f81v	BIOLOGICAL	B1	f81v.18	1	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	zwei unabhängige Reihen oder ein rein allegorisches Feld	HIGH	SEVEN_STAGE_CIRCULATION_REMOVED; SHARED_POOL_OWNER	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
V71S030	R3_TECHNICAL	PROSE_FIELD	F030	f81v	BIOLOGICAL	B1	f81v.18	5	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	zwei unabhängige Reihen oder ein rein allegorisches Feld	HIGH	SEVEN_STAGE_CIRCULATION_REMOVED; SHARED_POOL_OWNER	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
V71S031	R3_TECHNICAL	PROSE_FIELD	F031	f81v	BIOLOGICAL	B1	f81v.18	1	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	zwei unabhängige Reihen oder ein rein allegorisches Feld	HIGH	SEVEN_STAGE_CIRCULATION_REMOVED; SHARED_POOL_OWNER	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
V71S032	R3_TECHNICAL	PROSE_FIELD	F032	f81v	BIOLOGICAL	B1	f81v.18	1	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	zwei unabhängige Reihen oder ein rein allegorisches Feld	HIGH	SEVEN_STAGE_CIRCULATION_REMOVED; SHARED_POOL_OWNER	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
V71S033	R3_TECHNICAL	PROSE_FIELD	F033	f81v	BIOLOGICAL	B1	f81v.18	2	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	zwei unabhängige Reihen oder ein rein allegorisches Feld	HIGH	SEVEN_STAGE_CIRCULATION_REMOVED; SHARED_POOL_OWNER	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
V71S034	R3_TECHNICAL	PROSE_FIELD	F034	f81v	BIOLOGICAL	B1	f81v.21	3	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	zwei unabhängige Reihen oder ein rein allegorisches Feld	HIGH	SEVEN_STAGE_CIRCULATION_REMOVED; SHARED_POOL_OWNER	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
V71S035	R3_TECHNICAL	PROSE_FIELD	F035	f81v	BIOLOGICAL	B1	f81v.21	1	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	zwei unabhängige Reihen oder ein rein allegorisches Feld	HIGH	SEVEN_STAGE_CIRCULATION_REMOVED; SHARED_POOL_OWNER	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
V71S036	R3_TECHNICAL	PROSE_FIELD	F036	f81v	BIOLOGICAL	B1	f81v.21	5	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	zwei unabhängige Reihen oder ein rein allegorisches Feld	HIGH	SEVEN_STAGE_CIRCULATION_REMOVED; SHARED_POOL_OWNER	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
V71S037	R3_TECHNICAL	PROSE_FIELD	F037	f81v	BIOLOGICAL	B1	f81v.24	2	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	zwei unabhängige Reihen oder ein rein allegorisches Feld	HIGH	SEVEN_STAGE_CIRCULATION_REMOVED; SHARED_POOL_OWNER	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
V71S038	R3_TECHNICAL	PROSE_FIELD	F038	f81v	BIOLOGICAL	B1	f81v.24	4	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	zwei unabhängige Reihen oder ein rein allegorisches Feld	HIGH	SEVEN_STAGE_CIRCULATION_REMOVED; SHARED_POOL_OWNER	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
V71S039	R3_TECHNICAL	PROSE_FIELD	F039	f81v	BIOLOGICAL	B1	f81v.24	3	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	zwei unabhängige Reihen oder ein rein allegorisches Feld	HIGH	SEVEN_STAGE_CIRCULATION_REMOVED; SHARED_POOL_OWNER	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
V71S040	R3_TECHNICAL	PROSE_FIELD	F040	f81v	BIOLOGICAL	B1	f81v.24	1	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	zwei unabhängige Reihen oder ein rein allegorisches Feld	HIGH	SEVEN_STAGE_CIRCULATION_REMOVED; SHARED_POOL_OWNER	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
V71S041	R3_TECHNICAL	PROSE_FIELD	F041	f81v	BIOLOGICAL	B1	f81v.27	3	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	zwei unabhängige Reihen oder ein rein allegorisches Feld	HIGH	SEVEN_STAGE_CIRCULATION_REMOVED; SHARED_POOL_OWNER	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
V71S042	R3_TECHNICAL	PROSE_FIELD	F042	f81v	BIOLOGICAL	B1	f81v.27	1	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	zwei unabhängige Reihen oder ein rein allegorisches Feld	HIGH	SEVEN_STAGE_CIRCULATION_REMOVED; SHARED_POOL_OWNER	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
V71S043	R3_TECHNICAL	PROSE_FIELD	F043	f81v	BIOLOGICAL	B1	f81v.27	2	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	zwei unabhängige Reihen oder ein rein allegorisches Feld	HIGH	SEVEN_STAGE_CIRCULATION_REMOVED; SHARED_POOL_OWNER	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
V71S044	R3_TECHNICAL	PROSE_FIELD	F044	f81v	BIOLOGICAL	B1	f81v.27	1	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	zwei unabhängige Reihen oder ein rein allegorisches Feld	HIGH	SEVEN_STAGE_CIRCULATION_REMOVED; SHARED_POOL_OWNER	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
V71S045	R3_TECHNICAL	PROSE_FIELD	F045	f82r	BIOLOGICAL	B2	f82r.2	1	DIRECT_VISIBLE	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere f82r-Konfiguration aus zwei Figurengefäßen, Bögen und Mittelzylinder	Bögen treffen den Zylinder; eine Hand hält ein Bogenende; der Text liegt im oberen Konfigurationsraum	mehrere bloß benachbarte Einzelvignetten ohne gemeinsame Bedienung	MEDIUM	ONE_LINEAR_MACHINE_REMOVED; DISCONNECTED_LOCAL_STATION_OWNERS	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
V71S046	R3_TECHNICAL	PROSE_FIELD	F046	f82r	BIOLOGICAL	B2	f82r.2	1	INHERITED_VISIBLE	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere f82r-Konfiguration aus zwei Figurengefäßen, Bögen und Mittelzylinder	Bögen treffen den Zylinder; eine Hand hält ein Bogenende; der Text liegt im oberen Konfigurationsraum	mehrere bloß benachbarte Einzelvignetten ohne gemeinsame Bedienung	MEDIUM	ONE_LINEAR_MACHINE_REMOVED; DISCONNECTED_LOCAL_STATION_OWNERS	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
V71S047	R3_TECHNICAL	PROSE_FIELD	F047	f82r	BIOLOGICAL	B2	f82r.2	3	INHERITED_VISIBLE	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere f82r-Konfiguration aus zwei Figurengefäßen, Bögen und Mittelzylinder	Bögen treffen den Zylinder; eine Hand hält ein Bogenende; der Text liegt im oberen Konfigurationsraum	mehrere bloß benachbarte Einzelvignetten ohne gemeinsame Bedienung	MEDIUM	ONE_LINEAR_MACHINE_REMOVED; DISCONNECTED_LOCAL_STATION_OWNERS	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
V71S048	R3_TECHNICAL	PROSE_FIELD	F048	f82r	BIOLOGICAL	B2	f82r.2	3	INHERITED_VISIBLE	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere f82r-Konfiguration aus zwei Figurengefäßen, Bögen und Mittelzylinder	Bögen treffen den Zylinder; eine Hand hält ein Bogenende; der Text liegt im oberen Konfigurationsraum	mehrere bloß benachbarte Einzelvignetten ohne gemeinsame Bedienung	MEDIUM	ONE_LINEAR_MACHINE_REMOVED; DISCONNECTED_LOCAL_STATION_OWNERS	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
V71S049	R3_TECHNICAL	PROSE_FIELD	F049	f82r	BIOLOGICAL	B2	f82r.3	2	INHERITED_VISIBLE	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere f82r-Konfiguration aus zwei Figurengefäßen, Bögen und Mittelzylinder	Bögen treffen den Zylinder; eine Hand hält ein Bogenende; der Text liegt im oberen Konfigurationsraum	mehrere bloß benachbarte Einzelvignetten ohne gemeinsame Bedienung	MEDIUM	ONE_LINEAR_MACHINE_REMOVED; DISCONNECTED_LOCAL_STATION_OWNERS	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
V71S050	R3_TECHNICAL	PROSE_FIELD	F050	f82r	BIOLOGICAL	B2	f82r.3	4	INHERITED_VISIBLE	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere f82r-Konfiguration aus zwei Figurengefäßen, Bögen und Mittelzylinder	Bögen treffen den Zylinder; eine Hand hält ein Bogenende; der Text liegt im oberen Konfigurationsraum	mehrere bloß benachbarte Einzelvignetten ohne gemeinsame Bedienung	MEDIUM	ONE_LINEAR_MACHINE_REMOVED; DISCONNECTED_LOCAL_STATION_OWNERS	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
