edition	identity	mode	at	word	target	status	reading
ZL3b	SAME	GRADE	ZL3b|f2v.4|G003	cheor		UNREAD	⟦cheor⟧
ZL3b	SAME	GRADE	ZL3b|f2v.4|G004	chodaiin		UNREAD	⟦chodaiin⟧
ZL3b	NEW	MASS	ZL3b|f2v.1|G001	kooiin		UNREAD	⟦kooiin⟧
ZL3b	NEW	MASS	ZL3b|f2v.1|G002	cheo		UNREAD	⟦cheo⟧
ZL3b	NEW	MASS	ZL3b|f2v.1|G003	pchor		UNREAD	⟦pchor⟧
ZL3b	NEW	MASS	ZL3b|f2v.1|G004	otaiin		UNREAD	⟦otaiin⟧
ZL3b	NEW	MASS	ZL3b|f2v.1|G005	odain		UNREAD	⟦odain⟧
ZL3b	NEW	MASS	ZL3b|f2v.1|G006	chor	X1	MENTION_ASSUMED	Gegenstand X1 der Klasse chor
ZL3b	NEW	MASS	ZL3b|f2v.1|G007	dair	X1	AMOUNT_ASSUMED	Menge(X1)=A·U
ZL3b	NEW	MASS	ZL3b|f2v.1|G008	shty		UNREAD	⟦shty⟧
ZL3b	NEW	MASS	ZL3b|f2v.2|G001	kcho		UNREAD	⟦kcho⟧
ZL3b	NEW	MASS	ZL3b|f2v.2|G002	kchy		UNREAD	⟦kchy⟧
ZL3b	NEW	MASS	ZL3b|f2v.2|G003	sho		UNREAD	⟦sho⟧
ZL3b	NEW	MASS	ZL3b|f2v.2|G004	shol	X1	PROPERTY_ASSUMED	X1 ist feucht [PROPERTY_ASSUMED]
ZL3b	NEW	MASS	ZL3b|f2v.2|G005	qotcho		UNREAD	⟦qotcho⟧
ZL3b	NEW	MASS	ZL3b|f2v.2|G006	loeees		UNREAD	⟦loeees⟧
ZL3b	NEW	MASS	ZL3b|f2v.2|G007	qoty	X2	PROPERTY_ASSUMED	X2 ist kalt [PROPERTY_ASSUMED]
ZL3b	NEW	MASS	ZL3b|f2v.2|G008	chor	X2	MENTION_ASSUMED	Gegenstand X2 der Klasse chor
ZL3b	NEW	MASS	ZL3b|f2v.2|G009	daiin	X2	AMOUNT_ASSUMED	Menge(X2)=C·U
ZL3b	NEW	MASS	ZL3b|f2v.3|G001	otchy		UNREAD	⟦otchy⟧
ZL3b	NEW	MASS	ZL3b|f2v.3|G002	chor	X3	MENTION_ASSUMED	Gegenstand X3 der Klasse chor
ZL3b	NEW	MASS	ZL3b|f2v.3|G003	lshy		UNREAD	⟦lshy⟧
ZL3b	NEW	MASS	ZL3b|f2v.3|G004	chol	X3	PROPERTY_ASSUMED	X3 ist trocken [PROPERTY_ASSUMED]
ZL3b	NEW	MASS	ZL3b|f2v.3|G005	chody		UNREAD	⟦chody⟧
ZL3b	NEW	MASS	ZL3b|f2v.3|G006	chodain		UNREAD	⟦chodain⟧
ZL3b	NEW	MASS	ZL3b|f2v.3|G007	chcthy		UNREAD	⟦chcthy⟧
ZL3b	NEW	MASS	ZL3b|f2v.3|G008	daiin	X3	AMOUNT_ASSUMED	Menge(X3)=C·U
ZL3b	NEW	MASS	ZL3b|f2v.4|G001	sho		UNREAD	⟦sho⟧
ZL3b	NEW	MASS	ZL3b|f2v.4|G002	cholo		UNREAD	⟦cholo⟧
ZL3b	NEW	MASS	ZL3b|f2v.4|G003	cheor		UNREAD	⟦cheor⟧
ZL3b	NEW	MASS	ZL3b|f2v.4|G004	chodaiin		UNREAD	⟦chodaiin⟧
ZL3b	NEW	GRADE	ZL3b|f2v.1|G001	kooiin		UNREAD	⟦kooiin⟧
ZL3b	NEW	GRADE	ZL3b|f2v.1|G002	cheo		UNREAD	⟦cheo⟧
ZL3b	NEW	GRADE	ZL3b|f2v.1|G003	pchor		UNREAD	⟦pchor⟧
ZL3b	NEW	GRADE	ZL3b|f2v.1|G004	otaiin		UNREAD	⟦otaiin⟧
ZL3b	NEW	GRADE	ZL3b|f2v.1|G005	odain		UNREAD	⟦odain⟧
ZL3b	NEW	GRADE	ZL3b|f2v.1|G006	chor	X1	MENTION_ASSUMED	Gegenstand X1 der Klasse chor
ZL3b	NEW	GRADE	ZL3b|f2v.1|G007	dair	X1	MISSING_AXIS	X1: ?Eigenschaft im Grad A [MISSING_AXIS]
ZL3b	NEW	GRADE	ZL3b|f2v.1|G008	shty		UNREAD	⟦shty⟧
ZL3b	NEW	GRADE	ZL3b|f2v.2|G001	kcho		UNREAD	⟦kcho⟧
ZL3b	NEW	GRADE	ZL3b|f2v.2|G002	kchy		UNREAD	⟦kchy⟧
ZL3b	NEW	GRADE	ZL3b|f2v.2|G003	sho		UNREAD	⟦sho⟧
ZL3b	NEW	GRADE	ZL3b|f2v.2|G004	shol	X1	PROPERTY_ASSUMED	X1 ist feucht [PROPERTY_ASSUMED]
ZL3b	NEW	GRADE	ZL3b|f2v.2|G005	qotcho		UNREAD	⟦qotcho⟧
ZL3b	NEW	GRADE	ZL3b|f2v.2|G006	loeees		UNREAD	⟦loeees⟧
ZL3b	NEW	GRADE	ZL3b|f2v.2|G007	qoty	X2	PROPERTY_ASSUMED	X2 ist kalt [PROPERTY_ASSUMED]
ZL3b	NEW	GRADE	ZL3b|f2v.2|G008	chor	X2	MENTION_ASSUMED	Gegenstand X2 der Klasse chor
ZL3b	NEW	GRADE	ZL3b|f2v.2|G009	daiin	X2	GRADE_ASSUMED	X2: kalt im Grad C [GRADE_ASSUMED]
ZL3b	NEW	GRADE	ZL3b|f2v.3|G001	otchy		UNREAD	⟦otchy⟧
ZL3b	NEW	GRADE	ZL3b|f2v.3|G002	chor	X3	MENTION_ASSUMED	Gegenstand X3 der Klasse chor
ZL3b	NEW	GRADE	ZL3b|f2v.3|G003	lshy		UNREAD	⟦lshy⟧
ZL3b	NEW	GRADE	ZL3b|f2v.3|G004	chol	X3	PROPERTY_ASSUMED	X3 ist trocken [PROPERTY_ASSUMED]
ZL3b	NEW	GRADE	ZL3b|f2v.3|G005	chody		UNREAD	⟦chody⟧
ZL3b	NEW	GRADE	ZL3b|f2v.3|G006	chodain		UNREAD	⟦chodain⟧
ZL3b	NEW	GRADE	ZL3b|f2v.3|G007	chcthy		UNREAD	⟦chcthy⟧
ZL3b	NEW	GRADE	ZL3b|f2v.3|G008	daiin	X3	GRADE_ASSUMED	X3: trocken im Grad C [GRADE_ASSUMED]
ZL3b	NEW	GRADE	ZL3b|f2v.4|G001	sho		UNREAD	⟦sho⟧
ZL3b	NEW	GRADE	ZL3b|f2v.4|G002	cholo		UNREAD	⟦cholo⟧
ZL3b	NEW	GRADE	ZL3b|f2v.4|G003	cheor		UNREAD	⟦cheor⟧
ZL3b	NEW	GRADE	ZL3b|f2v.4|G004	chodaiin		UNREAD	⟦chodaiin⟧
IT2a	SAME	MASS	IT2a|f2v.1|G001	kooiin		UNREAD	⟦kooiin⟧
IT2a	SAME	MASS	IT2a|f2v.1|G002	cheo		UNREAD	⟦cheo⟧
IT2a	SAME	MASS	IT2a|f2v.1|G003	pchor		UNREAD	⟦pchor⟧
IT2a	SAME	MASS	IT2a|f2v.1|G004	otaiin		UNREAD	⟦otaiin⟧
IT2a	SAME	MASS	IT2a|f2v.1|G005	o		UNREAD	⟦o⟧
IT2a	SAME	MASS	IT2a|f2v.1|G006	dain		UNREAD	⟦dain⟧
IT2a	SAME	MASS	IT2a|f2v.1|G007	chor	X1	MENTION_ASSUMED	Gegenstand X1 der Klasse chor
IT2a	SAME	MASS	IT2a|f2v.1|G008	dair	X1	AMOUNT_ASSUMED	Menge(X1)=A·U
IT2a	SAME	MASS	IT2a|f2v.1|G009	shty		UNREAD	⟦shty⟧
IT2a	SAME	MASS	IT2a|f2v.2|G001	kcho		UNREAD	⟦kcho⟧
IT2a	SAME	MASS	IT2a|f2v.2|G002	kchy		UNREAD	⟦kchy⟧
IT2a	SAME	MASS	IT2a|f2v.2|G003	sho		UNREAD	⟦sho⟧
IT2a	SAME	MASS	IT2a|f2v.2|G004	shol	X1	PROPERTY_ASSUMED	X1 ist feucht [PROPERTY_ASSUMED]
IT2a	SAME	MASS	IT2a|f2v.2|G005	qotcho		UNREAD	⟦qotcho⟧
IT2a	SAME	MASS	IT2a|f2v.2|G006	loeees		UNREAD	⟦loeees⟧
IT2a	SAME	MASS	IT2a|f2v.2|G007	qoty	X1	PROPERTY_ASSUMED	X1 ist kalt [PROPERTY_ASSUMED]
IT2a	SAME	MASS	IT2a|f2v.2|G008	chor	X1	MENTION_ASSUMED	Gegenstand X1 der Klasse chor
IT2a	SAME	MASS	IT2a|f2v.2|G009	daiin	X1	AMOUNT_ASSUMED	Menge(X1)=C·U
IT2a	SAME	MASS	IT2a|f2v.3|G001	otchy		UNREAD	⟦otchy⟧
IT2a	SAME	MASS	IT2a|f2v.3|G002	chor	X1	MENTION_ASSUMED	Gegenstand X1 der Klasse chor
IT2a	SAME	MASS	IT2a|f2v.3|G003	lshy		UNREAD	⟦lshy⟧
IT2a	SAME	MASS	IT2a|f2v.3|G004	chol	X1	CONFLICT	X1 ist trocken [CONFLICT]
IT2a	SAME	MASS	IT2a|f2v.3|G005	chody		UNREAD	⟦chody⟧
IT2a	SAME	MASS	IT2a|f2v.3|G006	chodain		UNREAD	⟦chodain⟧
IT2a	SAME	MASS	IT2a|f2v.3|G007	chcthy		UNREAD	⟦chcthy⟧
IT2a	SAME	MASS	IT2a|f2v.3|G008	daiin	X1	AMOUNT_ASSUMED	Menge(X1)=C·U
IT2a	SAME	MASS	IT2a|f2v.4|G001	sho		UNREAD	⟦sho⟧
IT2a	SAME	MASS	IT2a|f2v.4|G002	cholo		UNREAD	⟦cholo⟧
IT2a	SAME	MASS	IT2a|f2v.4|G003	cheor		UNREAD	⟦cheor⟧
IT2a	SAME	MASS	IT2a|f2v.4|G004	chodaiin		UNREAD	⟦chodaiin⟧
IT2a	SAME	GRADE	IT2a|f2v.1|G001	kooiin		UNREAD	⟦kooiin⟧
IT2a	SAME	GRADE	IT2a|f2v.1|G002	cheo		UNREAD	⟦cheo⟧
IT2a	SAME	GRADE	IT2a|f2v.1|G003	pchor		UNREAD	⟦pchor⟧
IT2a	SAME	GRADE	IT2a|f2v.1|G004	otaiin		UNREAD	⟦otaiin⟧
IT2a	SAME	GRADE	IT2a|f2v.1|G005	o		UNREAD	⟦o⟧
IT2a	SAME	GRADE	IT2a|f2v.1|G006	dain		UNREAD	⟦dain⟧
IT2a	SAME	GRADE	IT2a|f2v.1|G007	chor	X1	MENTION_ASSUMED	Gegenstand X1 der Klasse chor
IT2a	SAME	GRADE	IT2a|f2v.1|G008	dair	X1	MISSING_AXIS	X1: ?Eigenschaft im Grad A [MISSING_AXIS]
IT2a	SAME	GRADE	IT2a|f2v.1|G009	shty		UNREAD	⟦shty⟧
IT2a	SAME	GRADE	IT2a|f2v.2|G001	kcho		UNREAD	⟦kcho⟧
IT2a	SAME	GRADE	IT2a|f2v.2|G002	kchy		UNREAD	⟦kchy⟧
IT2a	SAME	GRADE	IT2a|f2v.2|G003	sho		UNREAD	⟦sho⟧
IT2a	SAME	GRADE	IT2a|f2v.2|G004	shol	X1	PROPERTY_ASSUMED	X1 ist feucht [PROPERTY_ASSUMED]
IT2a	SAME	GRADE	IT2a|f2v.2|G005	qotcho		UNREAD	⟦qotcho⟧
IT2a	SAME	GRADE	IT2a|f2v.2|G006	loeees		UNREAD	⟦loeees⟧
IT2a	SAME	GRADE	IT2a|f2v.2|G007	qoty	X1	PROPERTY_ASSUMED	X1 ist kalt [PROPERTY_ASSUMED]
IT2a	SAME	GRADE	IT2a|f2v.2|G008	chor	X1	MENTION_ASSUMED	Gegenstand X1 der Klasse chor
IT2a	SAME	GRADE	IT2a|f2v.2|G009	daiin	X1	GRADE_ASSUMED	X1: kalt im Grad C [GRADE_ASSUMED]
IT2a	SAME	GRADE	IT2a|f2v.3|G001	otchy		UNREAD	⟦otchy⟧
IT2a	SAME	GRADE	IT2a|f2v.3|G002	chor	X1	MENTION_ASSUMED	Gegenstand X1 der Klasse chor
IT2a	SAME	GRADE	IT2a|f2v.3|G003	lshy		UNREAD	⟦lshy⟧
IT2a	SAME	GRADE	IT2a|f2v.3|G004	chol	X1	CONFLICT	X1 ist trocken [CONFLICT]
IT2a	SAME	GRADE	IT2a|f2v.3|G005	chody		UNREAD	⟦chody⟧
IT2a	SAME	GRADE	IT2a|f2v.3|G006	chodain		UNREAD	⟦chodain⟧
IT2a	SAME	GRADE	IT2a|f2v.3|G007	chcthy		UNREAD	⟦chcthy⟧
IT2a	SAME	GRADE	IT2a|f2v.3|G008	daiin	X1	GRADE_ASSUMED	X1: trocken im Grad C [GRADE_ASSUMED]
IT2a	SAME	GRADE	IT2a|f2v.4|G001	sho		UNREAD	⟦sho⟧
IT2a	SAME	GRADE	IT2a|f2v.4|G002	cholo		UNREAD	⟦cholo⟧
IT2a	SAME	GRADE	IT2a|f2v.4|G003	cheor		UNREAD	⟦cheor⟧
IT2a	SAME	GRADE	IT2a|f2v.4|G004	chodaiin		UNREAD	⟦chodaiin⟧
IT2a	NEW	MASS	IT2a|f2v.1|G001	kooiin		UNREAD	⟦kooiin⟧
IT2a	NEW	MASS	IT2a|f2v.1|G002	cheo		UNREAD	⟦cheo⟧
IT2a	NEW	MASS	IT2a|f2v.1|G003	pchor		UNREAD	⟦pchor⟧
IT2a	NEW	MASS	IT2a|f2v.1|G004	otaiin		UNREAD	⟦otaiin⟧
IT2a	NEW	MASS	IT2a|f2v.1|G005	o		UNREAD	⟦o⟧
IT2a	NEW	MASS	IT2a|f2v.1|G006	dain		UNREAD	⟦dain⟧
IT2a	NEW	MASS	IT2a|f2v.1|G007	chor	X1	MENTION_ASSUMED	Gegenstand X1 der Klasse chor
IT2a	NEW	MASS	IT2a|f2v.1|G008	dair	X1	AMOUNT_ASSUMED	Menge(X1)=A·U
IT2a	NEW	MASS	IT2a|f2v.1|G009	shty		UNREAD	⟦shty⟧
IT2a	NEW	MASS	IT2a|f2v.2|G001	kcho		UNREAD	⟦kcho⟧
IT2a	NEW	MASS	IT2a|f2v.2|G002	kchy		UNREAD	⟦kchy⟧
IT2a	NEW	MASS	IT2a|f2v.2|G003	sho		UNREAD	⟦sho⟧
IT2a	NEW	MASS	IT2a|f2v.2|G004	shol	X1	PROPERTY_ASSUMED	X1 ist feucht [PROPERTY_ASSUMED]
IT2a	NEW	MASS	IT2a|f2v.2|G005	qotcho		UNREAD	⟦qotcho⟧
IT2a	NEW	MASS	IT2a|f2v.2|G006	loeees		UNREAD	⟦loeees⟧
IT2a	NEW	MASS	IT2a|f2v.2|G007	qoty	X2	PROPERTY_ASSUMED	X2 ist kalt [PROPERTY_ASSUMED]
IT2a	NEW	MASS	IT2a|f2v.2|G008	chor	X2	MENTION_ASSUMED	Gegenstand X2 der Klasse chor
IT2a	NEW	MASS	IT2a|f2v.2|G009	daiin	X2	AMOUNT_ASSUMED	Menge(X2)=C·U
IT2a	NEW	MASS	IT2a|f2v.3|G001	otchy		UNREAD	⟦otchy⟧
IT2a	NEW	MASS	IT2a|f2v.3|G002	chor	X3	MENTION_ASSUMED	Gegenstand X3 der Klasse chor
IT2a	NEW	MASS	IT2a|f2v.3|G003	lshy		UNREAD	⟦lshy⟧
IT2a	NEW	MASS	IT2a|f2v.3|G004	chol	X3	PROPERTY_ASSUMED	X3 ist trocken [PROPERTY_ASSUMED]
IT2a	NEW	MASS	IT2a|f2v.3|G005	chody		UNREAD	⟦chody⟧
IT2a	NEW	MASS	IT2a|f2v.3|G006	chodain		UNREAD	⟦chodain⟧
IT2a	NEW	MASS	IT2a|f2v.3|G007	chcthy		UNREAD	⟦chcthy⟧
IT2a	NEW	MASS	IT2a|f2v.3|G008	daiin	X3	AMOUNT_ASSUMED	Menge(X3)=C·U
IT2a	NEW	MASS	IT2a|f2v.4|G001	sho		UNREAD	⟦sho⟧
IT2a	NEW	MASS	IT2a|f2v.4|G002	cholo		UNREAD	⟦cholo⟧
IT2a	NEW	MASS	IT2a|f2v.4|G003	cheor		UNREAD	⟦cheor⟧
IT2a	NEW	MASS	IT2a|f2v.4|G004	chodaiin		UNREAD	⟦chodaiin⟧
IT2a	NEW	GRADE	IT2a|f2v.1|G001	kooiin		UNREAD	⟦kooiin⟧
IT2a	NEW	GRADE	IT2a|f2v.1|G002	cheo		UNREAD	⟦cheo⟧
IT2a	NEW	GRADE	IT2a|f2v.1|G003	pchor		UNREAD	⟦pchor⟧
IT2a	NEW	GRADE	IT2a|f2v.1|G004	otaiin		UNREAD	⟦otaiin⟧
IT2a	NEW	GRADE	IT2a|f2v.1|G005	o		UNREAD	⟦o⟧
IT2a	NEW	GRADE	IT2a|f2v.1|G006	dain		UNREAD	⟦dain⟧
IT2a	NEW	GRADE	IT2a|f2v.1|G007	chor	X1	MENTION_ASSUMED	Gegenstand X1 der Klasse chor
IT2a	NEW	GRADE	IT2a|f2v.1|G008	dair	X1	MISSING_AXIS	X1: ?Eigenschaft im Grad A [MISSING_AXIS]
IT2a	NEW	GRADE	IT2a|f2v.1|G009	shty		UNREAD	⟦shty⟧
IT2a	NEW	GRADE	IT2a|f2v.2|G001	kcho		UNREAD	⟦kcho⟧
IT2a	NEW	GRADE	IT2a|f2v.2|G002	kchy		UNREAD	⟦kchy⟧
IT2a	NEW	GRADE	IT2a|f2v.2|G003	sho		UNREAD	⟦sho⟧
IT2a	NEW	GRADE	IT2a|f2v.2|G004	shol	X1	PROPERTY_ASSUMED	X1 ist feucht [PROPERTY_ASSUMED]
IT2a	NEW	GRADE	IT2a|f2v.2|G005	qotcho		UNREAD	⟦qotcho⟧
IT2a	NEW	GRADE	IT2a|f2v.2|G006	loeees		UNREAD	⟦loeees⟧
IT2a	NEW	GRADE	IT2a|f2v.2|G007	qoty	X2	PROPERTY_ASSUMED	X2 ist kalt [PROPERTY_ASSUMED]
IT2a	NEW	GRADE	IT2a|f2v.2|G008	chor	X2	MENTION_ASSUMED	Gegenstand X2 der Klasse chor
IT2a	NEW	GRADE	IT2a|f2v.2|G009	daiin	X2	GRADE_ASSUMED	X2: kalt im Grad C [GRADE_ASSUMED]
IT2a	NEW	GRADE	IT2a|f2v.3|G001	otchy		UNREAD	⟦otchy⟧
IT2a	NEW	GRADE	IT2a|f2v.3|G002	chor	X3	MENTION_ASSUMED	Gegenstand X3 der Klasse chor
IT2a	NEW	GRADE	IT2a|f2v.3|G003	lshy		UNREAD	⟦lshy⟧
IT2a	NEW	GRADE	IT2a|f2v.3|G004	chol	X3	PROPERTY_ASSUMED	X3 ist trocken [PROPERTY_ASSUMED]
IT2a	NEW	GRADE	IT2a|f2v.3|G005	chody		UNREAD	⟦chody⟧
IT2a	NEW	GRADE	IT2a|f2v.3|G006	chodain		UNREAD	⟦chodain⟧
IT2a	NEW	GRADE	IT2a|f2v.3|G007	chcthy		UNREAD	⟦chcthy⟧
IT2a	NEW	GRADE	IT2a|f2v.3|G008	daiin	X3	GRADE_ASSUMED	X3: trocken im Grad C [GRADE_ASSUMED]
IT2a	NEW	GRADE	IT2a|f2v.4|G001	sho		UNREAD	⟦sho⟧
IT2a	NEW	GRADE	IT2a|f2v.4|G002	cholo		UNREAD	⟦cholo⟧
IT2a	NEW	GRADE	IT2a|f2v.4|G003	cheor		UNREAD	⟦cheor⟧
IT2a	NEW	GRADE	IT2a|f2v.4|G004	chodaiin		UNREAD	⟦chodaiin⟧
